,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES
BELEN DE URMIRI,atencion odontologica,primera consulta,2021-04-01,1,1,3,6,0,4,5,7,1,1,0,0,0,1,30
BELLA FLOR,atencion odontologica,primera consulta,2021-04-01,3,2,2,2,0,0,2,1,0,0,0,1,0,0,13
BERMEJO,atencion odontologica,primera consulta,2021-04-01,9,2,19,17,4,6,31,62,9,7,0,16,0,6,188
BETANZOS,atencion odontologica,primera consulta,2021-04-01,24,31,97,73,19,25,33,100,17,20,0,23,0,7,469
BOLIVAR,atencion odontologica,primera consulta,2021-04-01,4,1,22,20,5,5,7,12,2,1,0,1,0,0,80
BOLPEBRA,atencion odontologica,primera consulta,2021-04-01,0,0,6,4,7,10,4,2,1,0,0,1,0,0,35
BOYUIBE,atencion odontologica,primera consulta,2021-04-01,32,16,21,31,9,4,6,18,3,1,0,0,0,0,141
BUENA VISTA,atencion odontologica,primera consulta,2021-04-01,5,4,4,4,0,0,2,1,2,3,0,0,0,0,25
CABEZAS,atencion odontologica,primera consulta,2021-04-01,54,46,34,45,5,33,35,96,47,25,0,18,0,6,444
CAIROMA,atencion odontologica,primera consulta,2021-04-01,10,3,14,30,8,11,32,61,18,12,0,0,0,0,199
"CAIZA ""D""",atencion odontologica,primera consulta,2021-04-01,25,15,18,29,6,18,12,58,39,68,0,15,0,9,312
CAJUATA,atencion odontologica,primera consulta,2021-04-01,3,3,4,7,3,2,5,8,1,0,0,0,0,0,36
CALACOTO,atencion odontologica,primera consulta,2021-04-01,2,1,3,1,3,3,0,7,6,2,0,2,0,0,30
CALAMARCA,atencion odontologica,primera consulta,2021-04-01,2,7,13,9,8,14,6,28,1,3,0,1,0,0,92
CAMARGO,atencion odontologica,primera consulta,2021-04-01,9,2,20,14,6,15,17,46,0,6,0,30,0,4,169
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2021-04-01,0,1,5,2,3,3,8,14,1,1,0,5,0,0,43
CAMIRI,atencion odontologica,primera consulta,2021-04-01,33,44,26,33,15,37,52,95,27,20,0,33,0,3,418
CAPINOTA,atencion odontologica,primera consulta,2021-04-01,10,12,41,33,10,13,21,59,7,13,0,2,0,1,222
CAQUIAVIRI,atencion odontologica,primera consulta,2021-04-01,0,4,2,3,1,1,1,7,0,2,0,0,0,0,21
CARACOLLO,atencion odontologica,primera consulta,2021-04-01,14,3,17,16,10,11,22,53,10,5,0,13,0,0,174
CARANAVI,atencion odontologica,primera consulta,2021-04-01,33,32,251,274,17,22,37,77,13,10,0,20,0,2,788
CARAPARI,atencion odontologica,primera consulta,2021-04-01,4,2,17,32,10,23,36,54,6,3,0,1,0,1,189
CARIPUYO,atencion odontologica,primera consulta,2021-04-01,4,7,3,4,1,3,5,21,8,4,0,1,0,3,64
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2021-04-01,7,4,5,7,2,3,10,3,3,1,0,1,0,2,48
CATACORA,atencion odontologica,primera consulta,2021-04-01,3,2,2,0,3,0,7,9,0,2,0,1,0,0,29
CHACARILLA,atencion odontologica,primera consulta,2021-04-01,1,3,1,3,0,1,5,3,0,0,0,0,0,0,17
CHALLAPATA,atencion odontologica,primera consulta,2021-04-01,53,53,79,85,11,42,55,166,48,45,0,55,0,5,697
CHAQUI,atencion odontologica,primera consulta,2021-04-01,6,9,5,15,1,12,13,28,6,8,0,5,0,2,110
CHARAGUA,atencion odontologica,primera consulta,2021-04-01,40,31,3,7,10,10,10,46,24,14,0,5,0,6,206
CHARAÑA,atencion odontologica,primera consulta,2021-04-01,1,1,2,5,1,1,4,5,0,1,0,0,0,0,21
CHAYANTA,atencion odontologica,primera consulta,2021-04-01,8,9,23,24,5,17,26,53,4,11,0,13,0,2,195
CHIMORE,atencion odontologica,primera consulta,2021-04-01,19,14,27,37,9,20,26,77,3,3,0,6,0,3,244
CHIPAYA,atencion odontologica,primera consulta,2021-04-01,1,1,1,1,2,4,1,2,8,6,0,0,0,1,28
CHOQUE COTA,atencion odontologica,primera consulta,2021-04-01,1,0,2,0,3,1,6,8,5,2,0,1,0,1,30
CHUA COCANI,atencion odontologica,primera consulta,2021-04-01,5,5,5,8,2,4,7,6,3,9,0,1,0,0,55
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2021-04-01,0,0,1,3,1,1,1,6,0,0,0,0,0,0,13
CHUMA,atencion odontologica,primera consulta,2021-04-01,6,5,15,11,9,19,41,42,6,10,0,2,0,2,168
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2021-04-01,1,3,21,24,2,3,7,24,4,5,0,1,0,1,96
CKOCHAS,atencion odontologica,primera consulta,2021-04-01,12,6,15,18,5,21,23,62,8,10,0,13,0,9,202
CLIZA,atencion odontologica,primera consulta,2021-04-01,11,12,30,27,7,21,21,19,11,4,0,1,0,3,167
COBIJA,atencion odontologica,primera consulta,2021-04-01,79,72,31,36,22,60,51,182,11,4,0,91,0,35,674
COCAPATA,atencion odontologica,primera consulta,2021-04-01,27,30,34,31,8,18,27,54,7,7,0,14,0,1,258
COCHABAMBA,atencion odontologica,primera consulta,2021-04-01,159,155,238,265,70,155,361,867,130,116,0,136,0,15,2667
COIPASA,atencion odontologica,primera consulta,2021-04-01,0,1,1,1,1,5,2,6,3,3,0,0,0,0,23
COLCAPIRHUA,atencion odontologica,primera consulta,2021-04-01,22,14,37,25,3,19,28,74,4,8,0,20,0,16,270
"COLCHA ""K""",atencion odontologica,primera consulta,2021-04-01,5,4,13,18,6,10,16,39,1,4,0,1,0,0,117
COLLANA,atencion odontologica,primera consulta,2021-04-01,11,2,11,11,2,7,5,15,2,0,0,1,0,0,67
COLOMI,atencion odontologica,primera consulta,2021-04-01,20,19,40,24,8,20,12,45,13,11,0,9,0,2,223
COLPA BELGICA,atencion odontologica,primera consulta,2021-04-01,2,4,12,4,1,5,7,16,2,3,0,2,0,2,60
COLQUECHACA,atencion odontologica,primera consulta,2021-04-01,15,13,52,52,42,28,46,67,14,12,0,5,0,10,356
COLQUENCHA,atencion odontologica,primera consulta,2021-04-01,5,11,16,17,6,13,12,26,4,4,0,8,0,0,122
COLQUIRI,atencion odontologica,primera consulta,2021-04-01,8,6,16,10,8,3,26,35,17,11,0,2,0,0,142
COMANCHE,atencion odontologica,primera consulta,2021-04-01,0,0,6,4,3,5,4,6,6,1,0,0,0,0,35
COMARAPA,atencion odontologica,primera consulta,2021-04-01,9,7,13,18,7,10,13,36,3,4,0,2,0,0,122
COMBAYA,atencion odontologica,primera consulta,2021-04-01,0,0,0,0,0,0,3,1,1,1,0,0,0,0,6
COPACABANA,atencion odontologica,primera consulta,2021-04-01,8,9,14,22,2,3,11,16,3,3,0,4,0,0,95
CORIPATA,atencion odontologica,primera consulta,2021-04-01,3,4,1,2,0,0,5,4,6,4,0,0,0,0,29
CORO CORO,atencion odontologica,primera consulta,2021-04-01,0,0,1,0,0,2,1,3,1,1,0,0,0,0,9
COROICO,atencion odontologica,primera consulta,2021-04-01,2,1,14,5,0,6,13,38,4,1,0,7,0,1,92
CORQUE,atencion odontologica,primera consulta,2021-04-01,13,13,46,43,4,6,9,19,11,2,0,3,0,0,169
COTAGAITA,atencion odontologica,primera consulta,2021-04-01,19,31,73,91,21,27,58,143,34,38,0,12,0,8,555
COTOCA,atencion odontologica,primera consulta,2021-04-01,11,10,36,30,13,16,18,44,10,3,0,3,0,2,196
CRUZ DE MACHACAMARCA,atencion odontologica,primera consulta,2021-04-01,0,0,2,1,0,0,0,1,0,1,0,0,0,0,5
CUATRO CAÑADAS,atencion odontologica,primera consulta,2021-04-01,13,18,63,63,4,8,16,41,4,1,0,6,0,0,237
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2021-04-01,2,4,7,7,0,3,9,10,4,4,0,0,0,0,50
CUEVO,atencion odontologica,primera consulta,2021-04-01,2,2,7,8,0,15,9,41,3,1,0,3,0,1,92
CULPINA,atencion odontologica,primera consulta,2021-04-01,14,12,21,36,9,31,32,107,11,12,0,36,0,9,330
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2021-04-01,5,6,14,15,1,7,6,17,4,5,0,2,0,0,82
CURVA,atencion odontologica,primera consulta,2021-04-01,2,1,12,8,2,10,13,10,1,0,0,2,0,10,71
DESAGUADERO,atencion odontologica,primera consulta,2021-04-01,2,1,2,3,2,0,8,12,7,0,0,0,0,3,40
EL ALTO,atencion odontologica,primera consulta,2021-04-01,169,172,244,260,87,146,223,613,74,47,0,134,0,12,2181
EL CHORO,atencion odontologica,primera consulta,2021-04-01,5,3,20,25,1,5,20,24,15,17,0,4,0,2,141
EL PUENTE(STC),atencion odontologica,primera consulta,2021-04-01,23,15,72,56,8,28,26,57,18,7,0,1,0,0,311
EL PUENTE(TJA),atencion odontologica,primera consulta,2021-04-01,4,3,20,29,6,14,45,81,9,14,0,2,0,1,228
EL TORNO,atencion odontologica,primera consulta,2021-04-01,52,56,36,58,16,37,40,108,20,17,0,29,0,15,484
EL VILLAR,atencion odontologica,primera consulta,2021-04-01,3,6,6,6,2,5,13,28,3,2,0,2,0,0,76
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2021-04-01,5,15,23,32,7,13,35,75,9,2,0,3,0,1,220
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2021-04-01,14,21,32,31,6,22,41,72,7,0,0,5,0,3,254
ESCARA,atencion odontologica,primera consulta,2021-04-01,2,1,5,5,2,2,2,3,3,2,0,0,0,0,27
ESCOMA,atencion odontologica,primera consulta,2021-04-01,2,6,10,8,7,14,13,25,2,2,0,0,0,1,90
ESMERALDA,atencion odontologica,primera consulta,2021-04-01,1,1,3,1,0,0,0,1,2,1,0,0,0,0,10
EUCALIPTUS,atencion odontologica,primera consulta,2021-04-01,5,3,3,3,3,1,6,18,6,13,0,8,0,0,69
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2021-04-01,14,9,21,19,8,7,10,33,2,2,0,8,0,1,134
FILADELFIA,atencion odontologica,primera consulta,2021-04-01,20,20,11,24,4,14,8,20,1,1,0,11,0,2,136
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2021-04-01,0,3,9,8,1,6,6,19,1,2,0,0,0,0,55
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2021-04-01,4,0,5,7,5,11,17,25,3,1,0,1,0,0,79
GUANAY,atencion odontologica,primera consulta,2021-04-01,0,4,0,3,2,1,2,4,1,2,0,1,0,1,21
GUAQUI,atencion odontologica,primera consulta,2021-04-01,6,0,10,9,9,10,16,45,18,18,0,6,0,2,149
GUAYARAMERIN,atencion odontologica,primera consulta,2021-04-01,4,4,15,21,8,5,14,27,2,2,0,6,0,0,108
GUTIERREZ,atencion odontologica,primera consulta,2021-04-01,113,20,5,7,2,1,4,11,6,11,0,2,0,1,183
HUACARETA,atencion odontologica,primera consulta,2021-04-01,1,0,3,8,2,5,20,33,3,2,0,8,0,0,85
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2021-04-01,2,6,5,11,0,8,5,16,0,1,0,3,0,1,58
HUACHACALLA,atencion odontologica,primera consulta,2021-04-01,4,4,4,1,5,1,3,12,2,3,0,4,0,2,45
HUANUNI,atencion odontologica,primera consulta,2021-04-01,9,11,24,38,11,13,35,68,8,6,0,15,0,1,239
HUARACAJE,atencion odontologica,primera consulta,2021-04-01,2,1,3,3,0,0,3,8,1,1,0,1,0,1,24
HUARINA,atencion odontologica,primera consulta,2021-04-01,1,0,0,2,1,0,5,7,6,3,0,0,0,0,25
HUATAJATA,atencion odontologica,primera consulta,2021-04-01,4,5,6,6,0,3,3,8,1,3,0,0,0,1,40
HUAYLLAMARCA,atencion odontologica,primera consulta,2021-04-01,8,9,18,21,2,10,14,33,19,19,0,2,0,4,159
HUMANATA,atencion odontologica,primera consulta,2021-04-01,0,0,5,2,0,2,8,6,2,5,0,1,0,0,31
ICHOCA,atencion odontologica,primera consulta,2021-04-01,0,1,2,2,0,1,3,3,2,2,0,0,0,0,16
ICLA,atencion odontologica,primera consulta,2021-04-01,4,5,10,7,3,20,23,38,7,8,0,6,0,0,131
INCAHUASI,atencion odontologica,primera consulta,2021-04-01,28,33,63,59,4,24,12,79,1,5,0,40,0,6,354
INQUISIVI,atencion odontologica,primera consulta,2021-04-01,9,10,13,8,2,6,12,25,4,2,0,3,0,1,95
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2021-04-01,12,15,30,29,1,19,20,42,4,6,0,8,0,7,193
IXIAMAS,atencion odontologica,primera consulta,2021-04-01,2,0,8,8,2,5,3,12,3,0,0,1,0,1,45
JESUS DE MACHACA,atencion odontologica,primera consulta,2021-04-01,9,13,14,14,11,25,23,40,39,34,0,18,0,19,259
LA ASUNTA,atencion odontologica,primera consulta,2021-04-01,26,25,70,80,15,45,64,124,12,5,0,13,0,4,483
LA GUARDIA,atencion odontologica,primera consulta,2021-04-01,10,9,23,21,7,7,28,81,7,8,0,2,0,0,203
LA PAZ,atencion odontologica,primera consulta,2021-04-01,383,364,343,323,111,148,644,1028,270,282,0,121,0,31,4048
LA RIVERA,atencion odontologica,primera consulta,2021-04-01,0,0,2,0,1,1,1,0,1,0,0,0,0,0,6
LAGUNILLAS,atencion odontologica,primera consulta,2021-04-01,0,0,1,4,2,3,4,8,0,0,0,0,0,0,22
LAJA,atencion odontologica,primera consulta,2021-04-01,24,12,12,8,3,9,10,45,3,6,0,26,0,2,160
LAS CARRERAS,atencion odontologica,primera consulta,2021-04-01,6,6,20,26,4,9,20,32,4,4,0,2,0,0,133
LICOMA PAMPA,atencion odontologica,primera consulta,2021-04-01,0,1,2,1,0,0,1,2,1,0,0,0,0,0,8
LLALLAGUA,atencion odontologica,primera consulta,2021-04-01,21,23,22,35,13,13,42,56,12,4,0,2,0,1,244
LLICA,atencion odontologica,primera consulta,2021-04-01,6,2,3,8,1,3,5,16,1,1,0,2,0,0,48
LORETO,atencion odontologica,primera consulta,2021-04-01,0,1,6,5,0,1,0,1,0,0,0,0,0,0,14
LURIBAY,atencion odontologica,primera consulta,2021-04-01,2,1,21,27,2,7,14,20,2,2,0,2,0,0,100
MACHACAMARCA,atencion odontologica,primera consulta,2021-04-01,4,3,5,5,0,6,11,19,0,4,0,2,0,0,59
MACHARETI,atencion odontologica,primera consulta,2021-04-01,18,21,4,8,1,1,3,18,1,2,0,14,0,3,94
MAGDALENA,atencion odontologica,primera consulta,2021-04-01,0,1,9,4,2,3,7,9,1,3,0,0,0,0,39
MAIRANA,atencion odontologica,primera consulta,2021-04-01,17,24,14,24,9,11,7,12,1,2,0,3,0,1,125
MALLA,atencion odontologica,primera consulta,2021-04-01,2,4,18,17,2,4,3,6,2,2,0,2,0,0,62
MAPIRI,atencion odontologica,primera consulta,2021-04-01,5,6,9,4,5,7,11,27,3,0,0,5,0,1,83
MECAPACA,atencion odontologica,primera consulta,2021-04-01,7,7,15,15,4,8,12,40,6,2,0,0,0,0,116
MINEROS,atencion odontologica,primera consulta,2021-04-01,48,35,3,4,3,8,7,48,12,19,0,31,0,3,221
MIZQUE,atencion odontologica,primera consulta,2021-04-01,16,12,43,51,9,20,16,40,4,6,0,1,0,1,219
MOCOMOCO,atencion odontologica,primera consulta,2021-04-01,13,4,8,8,9,15,16,32,8,6,0,0,0,1,120
MOJINETE,atencion odontologica,primera consulta,2021-04-01,0,1,1,1,1,0,1,3,1,0,0,1,0,0,10
MOJOCOYA,atencion odontologica,primera consulta,2021-04-01,13,15,18,22,5,15,53,57,12,10,0,8,0,0,228
MONTEAGUDO,atencion odontologica,primera consulta,2021-04-01,9,15,30,32,13,19,47,92,5,9,0,2,0,1,274
MONTERO,atencion odontologica,primera consulta,2021-04-01,100,105,95,135,30,90,61,243,31,27,0,46,0,8,971
MORO MORO,atencion odontologica,primera consulta,2021-04-01,4,2,7,4,0,3,11,18,2,1,0,0,0,0,52
MOROCHATA,atencion odontologica,primera consulta,2021-04-01,3,2,6,24,16,26,17,40,16,14,0,2,0,1,167
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,primera consulta,2021-04-01,7,3,11,8,1,6,3,8,1,0,0,2,0,0,50
NAZACARA DE PACAJES,atencion odontologica,primera consulta,2021-04-01,3,1,2,1,0,0,0,2,0,1,0,0,0,0,10
OCURI,atencion odontologica,primera consulta,2021-04-01,10,14,41,53,10,20,11,37,29,23,0,15,0,7,270
OKINAWA,atencion odontologica,primera consulta,2021-04-01,6,3,8,9,0,5,2,11,3,0,0,0,0,0,47
OMEREQUE,atencion odontologica,primera consulta,2021-04-01,0,1,2,1,4,3,4,6,2,2,0,0,0,0,25
ORURO,atencion odontologica,primera consulta,2021-04-01,204,187,270,296,106,236,449,1080,113,93,0,382,0,50,3466
PADCAYA,atencion odontologica,primera consulta,2021-04-01,4,6,18,17,3,10,32,39,1,2,0,0,0,0,132
PADILLA,atencion odontologica,primera consulta,2021-04-01,6,9,17,23,4,7,23,40,7,3,0,8,0,0,147
PAILON,atencion odontologica,primera consulta,2021-04-01,13,7,19,22,6,14,20,45,2,3,0,3,0,1,155
PALCA,atencion odontologica,primera consulta,2021-04-01,33,17,34,29,7,21,37,75,39,25,0,5,0,3,325
PALOS BLANCOS,atencion odontologica,primera consulta,2021-04-01,23,35,37,56,6,17,23,60,4,7,0,3,0,7,278
PAMPA AULLAGAS,atencion odontologica,primera consulta,2021-04-01,1,5,28,19,3,1,3,9,5,0,0,2,0,0,76
PAMPA GRANDE,atencion odontologica,primera consulta,2021-04-01,4,7,12,9,0,1,8,14,0,2,0,0,0,0,57
PAPEL PAMPA,atencion odontologica,primera consulta,2021-04-01,11,11,7,8,1,3,19,16,11,15,0,1,0,1,104
PASORAPA,atencion odontologica,primera consulta,2021-04-01,5,8,13,10,7,8,15,37,10,5,0,1,0,0,119
PATACAMAYA,atencion odontologica,primera consulta,2021-04-01,14,9,10,21,5,7,6,37,2,5,0,6,0,7,129
PAZÑA,atencion odontologica,primera consulta,2021-04-01,8,6,15,35,3,14,12,34,9,3,0,13,0,0,152
PELECHUCO,atencion odontologica,primera consulta,2021-04-01,1,5,3,4,0,0,7,15,1,1,0,0,0,0,37
POCOATA,atencion odontologica,primera consulta,2021-04-01,4,5,5,15,1,12,14,32,9,20,0,7,0,8,132
POCONA,atencion odontologica,primera consulta,2021-04-01,4,2,3,6,12,3,9,36,0,3,0,1,0,1,80
POJO (CBBA),atencion odontologica,primera consulta,2021-04-01,9,2,21,17,7,15,13,44,5,2,0,5,0,2,142
POOPO,atencion odontologica,primera consulta,2021-04-01,8,12,22,19,0,5,15,35,8,8,0,12,0,0,144
PORCO,atencion odontologica,primera consulta,2021-04-01,7,3,15,9,2,8,4,34,2,3,0,17,0,2,106
POROMA,atencion odontologica,primera consulta,2021-04-01,10,7,45,59,6,23,16,59,6,3,0,21,0,3,258
PORONGO,atencion odontologica,primera consulta,2021-04-01,30,21,52,31,15,20,52,73,12,9,0,15,0,5,335
PORTACHUELO,atencion odontologica,primera consulta,2021-04-01,1,2,2,3,0,1,0,3,0,0,0,1,0,1,14
PORVENIR,atencion odontologica,primera consulta,2021-04-01,7,4,16,20,5,12,13,38,1,1,0,6,0,0,123
POSTRER VALLE,atencion odontologica,primera consulta,2021-04-01,3,0,5,4,0,3,3,6,0,0,0,3,0,0,27
POTOSI,atencion odontologica,primera consulta,2021-04-01,139,129,190,204,63,122,226,740,62,77,0,151,0,12,2115
PRESTO,atencion odontologica,primera consulta,2021-04-01,1,5,18,14,6,15,16,52,8,6,0,17,0,0,158
PUCARA,atencion odontologica,primera consulta,2021-04-01,1,6,6,4,2,2,4,12,1,4,0,1,0,0,43
PUCARANI,atencion odontologica,primera consulta,2021-04-01,28,23,63,82,16,28,25,77,18,20,0,16,0,5,401
PUERTO ACOSTA,atencion odontologica,primera consulta,2021-04-01,4,2,4,12,5,8,17,8,5,3,0,1,0,0,69
PUERTO CARABUCO,atencion odontologica,primera consulta,2021-04-01,6,2,17,16,7,17,18,39,11,10,0,1,0,2,146
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2021-04-01,12,10,11,17,3,9,9,18,0,1,0,4,0,0,94
PUERTO PEREZ,atencion odontologica,primera consulta,2021-04-01,4,5,4,3,1,4,2,5,3,2,0,1,0,0,34
PUERTO QUIJARRO,atencion odontologica,primera consulta,2021-04-01,6,3,0,1,1,0,0,0,0,0,0,0,0,0,11
PUERTO RICO,atencion odontologica,primera consulta,2021-04-01,30,32,34,42,5,19,12,44,2,0,0,12,0,16,248
PUERTO SUAREZ,atencion odontologica,primera consulta,2021-04-01,1,1,3,3,0,1,3,4,2,1,0,0,0,0,19
PUERTO VILLARROEL,atencion odontologica,primera consulta,2021-04-01,8,5,12,7,10,20,21,42,7,7,0,1,0,2,142
PUNA,atencion odontologica,primera consulta,2021-04-01,30,32,20,12,7,15,26,43,12,15,0,13,0,1,226
PUNATA,atencion odontologica,primera consulta,2021-04-01,13,12,32,31,7,24,27,69,5,3,0,2,0,3,228
QUIABAYA,atencion odontologica,primera consulta,2021-04-01,1,1,3,3,0,3,11,15,2,3,0,0,0,0,42
QUILLACOLLO,atencion odontologica,primera consulta,2021-04-01,63,78,127,133,36,68,153,258,29,29,0,12,0,5,991
QUIME,atencion odontologica,primera consulta,2021-04-01,6,0,5,5,0,1,1,4,1,1,0,1,0,0,25
QUIRUSILLAS,atencion odontologica,primera consulta,2021-04-01,0,2,2,3,0,0,3,14,0,0,0,1,0,0,25
RAVELO,atencion odontologica,primera consulta,2021-04-01,68,54,74,79,27,44,64,155,89,96,0,10,0,7,767
REYES,atencion odontologica,primera consulta,2021-04-01,3,0,3,8,1,6,8,9,1,1,0,0,0,0,40
RIBERALTA,atencion odontologica,primera consulta,2021-04-01,22,21,42,42,15,56,35,131,11,8,0,61,0,8,452
ROBORE,atencion odontologica,primera consulta,2021-04-01,0,2,5,6,1,8,5,16,2,5,0,0,0,0,50
RURRENABAQUE,atencion odontologica,primera consulta,2021-04-01,5,7,11,16,6,5,10,13,4,5,0,1,0,0,83
SABAYA,atencion odontologica,primera consulta,2021-04-01,5,12,14,17,1,2,11,16,9,6,0,5,0,0,98
SACABA,atencion odontologica,primera consulta,2021-04-01,48,52,112,134,44,76,87,265,16,31,0,8,0,23,896
SACABAMBA,atencion odontologica,primera consulta,2021-04-01,1,0,2,2,3,3,1,7,1,5,0,0,0,0,25
SACACA,atencion odontologica,primera consulta,2021-04-01,3,8,12,9,6,7,29,24,8,17,0,2,0,2,127
SAIPINA,atencion odontologica,primera consulta,2021-04-01,3,4,6,9,0,6,6,13,2,7,0,5,0,0,61
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2021-04-01,15,18,60,74,33,37,20,65,32,37,0,10,0,5,406
SAMAIPATA,atencion odontologica,primera consulta,2021-04-01,4,5,5,4,1,1,7,9,2,0,0,0,0,2,40
SAN AGUSTIN,atencion odontologica,primera consulta,2021-04-01,1,2,0,0,0,0,1,2,0,0,0,1,0,0,7
SAN ANDRES,atencion odontologica,primera consulta,2021-04-01,2,0,0,3,0,2,3,8,0,0,0,0,0,0,18
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2021-04-01,8,13,4,8,4,8,13,9,26,30,0,0,0,3,126
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2021-04-01,0,0,1,0,0,1,0,3,0,0,0,0,0,0,5
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2021-04-01,2,0,3,7,6,2,9,18,1,0,0,3,0,0,51
SAN BENITO,atencion odontologica,primera consulta,2021-04-01,7,5,14,8,3,5,5,17,4,4,0,0,0,0,72
SAN BORJA,atencion odontologica,primera consulta,2021-04-01,12,12,30,30,10,23,34,79,7,6,0,8,0,7,258
SAN BUENA VENTURA,atencion odontologica,primera consulta,2021-04-01,3,9,11,18,2,14,11,33,5,5,0,11,0,0,122
SAN CARLOS,atencion odontologica,primera consulta,2021-04-01,2,6,7,7,8,7,10,23,8,5,0,6,0,10,99
SAN IGNACIO,atencion odontologica,primera consulta,2021-04-01,19,12,73,74,9,12,21,34,3,6,0,2,0,0,265
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2021-04-01,58,54,24,23,35,17,36,62,24,20,0,21,0,23,397
SAN JAVIER(BNI),atencion odontologica,primera consulta,2021-04-01,0,0,1,2,0,0,1,3,0,0,0,0,0,0,7
SAN JAVIER(STC),atencion odontologica,primera consulta,2021-04-01,48,47,117,119,5,3,0,9,2,0,0,4,0,0,354
SAN JOAQUIN,atencion odontologica,primera consulta,2021-04-01,1,1,4,7,1,2,6,7,2,3,0,0,0,1,35
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2021-04-01,1,3,12,10,1,1,5,15,2,0,0,0,0,0,50
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2021-04-01,17,8,14,11,14,13,6,21,3,0,0,1,0,2,110
SAN JULIAN,atencion odontologica,primera consulta,2021-04-01,50,45,58,74,34,48,54,182,30,26,0,60,0,17,678
SAN LORENZO(PND),atencion odontologica,primera consulta,2021-04-01,12,8,19,22,1,1,0,5,0,1,0,0,0,0,69
SAN LORENZO(TJA),atencion odontologica,primera consulta,2021-04-01,8,9,27,26,10,11,27,81,6,7,0,3,0,0,215
SAN LUCAS,atencion odontologica,primera consulta,2021-04-01,54,59,23,38,11,41,31,134,5,6,0,79,0,8,489
SAN MATIAS,atencion odontologica,primera consulta,2021-04-01,5,11,3,4,2,2,4,8,2,0,0,6,0,3,50
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2021-04-01,10,8,5,11,5,10,15,43,0,4,0,15,0,0,126
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2021-04-01,1,3,2,1,2,2,3,5,0,1,0,0,0,0,20
SAN PEDRO,atencion odontologica,primera consulta,2021-04-01,13,21,18,22,10,17,27,62,9,4,0,8,0,1,212
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2021-04-01,25,18,50,50,19,23,40,72,11,15,0,17,0,9,349
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2021-04-01,5,6,28,16,1,3,3,6,5,5,0,1,0,0,79
SAN PEDRO DE MACHA,atencion odontologica,primera consulta,2021-04-01,42,45,83,95,34,58,100,163,86,108,0,22,0,14,850
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2021-04-01,1,1,0,2,0,2,6,3,1,0,0,0,0,0,16
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2021-04-01,2,0,4,10,3,2,10,18,6,14,0,2,0,0,71
SAN RAFAEL,atencion odontologica,primera consulta,2021-04-01,0,0,3,7,1,5,14,14,0,1,0,0,0,0,45
SAN RAMON BENI,atencion odontologica,primera consulta,2021-04-01,1,0,4,1,6,4,3,9,2,0,0,0,0,0,30
SAN RAMON SCZ,atencion odontologica,primera consulta,2021-04-01,21,15,25,31,0,3,5,21,0,0,0,4,0,1,126
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2021-04-01,706,675,484,546,127,336,810,2010,393,343,0,915,0,62,7407
SANTA ROSA,atencion odontologica,primera consulta,2021-04-01,1,0,6,8,1,1,1,2,1,1,0,0,0,1,23
