,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES
YAMPARAEZ,atencion odontologica,restauraciones,2021-02-01,5,3,2,5,7,8,5,26,1,0,0,0,0,0,62
YAPACANI,atencion odontologica,restauraciones,2021-02-01,22,30,39,37,26,48,53,126,11,4,0,0,0,0,396
YOCALLA,atencion odontologica,restauraciones,2021-02-01,5,1,5,1,0,2,2,20,0,0,0,0,0,0,36
YOTALA,atencion odontologica,restauraciones,2021-02-01,0,4,1,0,0,0,2,0,0,0,0,0,0,0,7
YUNCHARA,atencion odontologica,restauraciones,2021-02-01,0,4,6,2,0,6,9,10,1,0,0,0,0,0,38
ZUDAÑEZ,atencion odontologica,restauraciones,2021-02-01,1,0,4,6,3,6,8,23,0,0,0,0,0,0,51
ACACIO,atencion odontologica,restauraciones,2021-03-01,1,0,3,10,4,3,6,17,0,2,0,0,0,0,46
ACHACACHI,atencion odontologica,restauraciones,2021-03-01,29,21,22,25,23,45,33,79,4,4,0,0,0,0,285
ACHOCALLA,atencion odontologica,restauraciones,2021-03-01,15,34,31,39,9,29,4,44,3,4,0,0,0,0,212
AIQUILE,atencion odontologica,restauraciones,2021-03-01,19,1,53,33,3,23,27,75,2,5,0,0,0,0,241
ALALAY,atencion odontologica,restauraciones,2021-03-01,0,0,6,4,5,4,3,1,0,0,0,0,0,0,23
ALCALA,atencion odontologica,restauraciones,2021-03-01,10,5,12,6,16,11,14,36,0,3,0,0,0,0,113
ALTO BENI,atencion odontologica,restauraciones,2021-03-01,0,0,8,5,0,3,15,23,2,0,0,0,0,0,56
ANCORAIMES,atencion odontologica,restauraciones,2021-03-01,2,6,17,14,5,22,19,29,9,12,0,0,0,0,135
ANDAMARCA,atencion odontologica,restauraciones,2021-03-01,6,4,20,10,10,6,22,28,10,8,0,0,0,0,124
ANTEQUERA,atencion odontologica,restauraciones,2021-03-01,5,9,6,6,2,15,39,46,13,11,0,0,0,0,152
ANZALDO,atencion odontologica,restauraciones,2021-03-01,3,3,1,3,3,3,6,17,0,0,0,0,0,0,39
APOLO,atencion odontologica,restauraciones,2021-03-01,0,0,0,0,2,0,1,1,0,0,0,0,0,0,4
ARAMPAMPA,atencion odontologica,restauraciones,2021-03-01,7,2,4,1,4,3,1,19,2,1,0,0,0,0,44
ARANI,atencion odontologica,restauraciones,2021-03-01,28,10,25,26,13,20,52,110,5,6,0,0,0,0,295
ARBIETO,atencion odontologica,restauraciones,2021-03-01,48,18,60,67,18,32,35,125,10,2,0,0,0,0,415
ARQUE,atencion odontologica,restauraciones,2021-03-01,0,4,18,31,7,12,15,32,0,4,0,0,0,0,123
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2021-03-01,3,14,39,29,21,50,21,149,2,7,0,0,0,0,335
ATOCHA,atencion odontologica,restauraciones,2021-03-01,11,21,57,39,33,71,71,90,9,10,0,0,0,0,412
AUCAPATA,atencion odontologica,restauraciones,2021-03-01,0,0,3,3,0,0,6,6,1,0,0,0,0,0,19
AYATA,atencion odontologica,restauraciones,2021-03-01,2,3,2,4,9,15,17,20,0,1,0,0,0,0,73
AYO AYO,atencion odontologica,restauraciones,2021-03-01,0,0,4,1,0,8,6,5,1,0,0,0,0,0,25
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2021-03-01,8,0,21,28,7,25,55,110,2,10,0,0,0,0,266
AZURDUY,atencion odontologica,restauraciones,2021-03-01,8,5,17,36,33,32,35,106,9,4,0,0,0,0,285
BATALLAS,atencion odontologica,restauraciones,2021-03-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
BAURES,atencion odontologica,restauraciones,2021-03-01,1,1,2,1,0,1,14,14,0,2,0,0,0,0,36
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2021-03-01,2,0,0,6,2,1,3,12,5,0,0,0,0,0,31
BELEN DE URMIRI,atencion odontologica,restauraciones,2021-03-01,1,1,0,1,0,7,0,9,1,3,0,0,0,0,23
BERMEJO,atencion odontologica,restauraciones,2021-03-01,0,0,12,23,14,13,35,103,13,8,0,0,0,0,221
BETANZOS,atencion odontologica,restauraciones,2021-03-01,10,8,14,29,20,57,43,102,5,14,0,0,0,0,302
BOLIVAR,atencion odontologica,restauraciones,2021-03-01,0,2,0,0,2,9,5,25,1,0,0,0,0,0,44
BOYUIBE,atencion odontologica,restauraciones,2021-03-01,1,0,2,1,7,7,3,8,0,0,0,0,0,0,29
BUENA VISTA,atencion odontologica,restauraciones,2021-03-01,9,2,2,4,4,5,0,10,0,0,0,0,0,0,36
CABEZAS,atencion odontologica,restauraciones,2021-03-01,0,0,1,0,0,0,1,2,0,0,0,0,0,0,4
CAIROMA,atencion odontologica,restauraciones,2021-03-01,0,0,10,13,0,6,6,19,0,0,0,0,0,0,54
"CAIZA ""D""",atencion odontologica,restauraciones,2021-03-01,1,2,9,13,1,4,6,33,2,2,0,0,0,0,73
CAJUATA,atencion odontologica,restauraciones,2021-03-01,0,0,1,0,0,0,2,2,0,0,0,0,0,0,5
CALACOTO,atencion odontologica,restauraciones,2021-03-01,0,0,0,0,0,0,1,1,0,2,0,0,0,0,4
CALAMARCA,atencion odontologica,restauraciones,2021-03-01,2,7,7,6,9,15,10,25,1,0,0,0,0,0,82
CAMARGO,atencion odontologica,restauraciones,2021-03-01,11,6,33,47,10,56,27,105,8,2,0,0,0,0,305
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2021-03-01,0,0,1,0,2,9,13,21,0,0,0,0,0,0,46
CAMIRI,atencion odontologica,restauraciones,2021-03-01,5,26,3,0,3,14,22,72,26,1,0,0,0,0,172
CAPINOTA,atencion odontologica,restauraciones,2021-03-01,30,36,43,76,4,50,41,112,18,7,0,0,0,0,417
CAQUIAVIRI,atencion odontologica,restauraciones,2021-03-01,0,0,1,2,2,3,1,6,0,0,0,0,0,0,15
CARACOLLO,atencion odontologica,restauraciones,2021-03-01,22,17,27,29,9,60,36,111,6,2,0,0,0,0,319
CARANAVI,atencion odontologica,restauraciones,2021-03-01,11,11,28,26,18,36,40,97,3,4,0,0,0,0,274
CARAPARI,atencion odontologica,restauraciones,2021-03-01,5,4,22,19,9,15,39,89,3,0,0,0,0,0,205
CARIPUYO,atencion odontologica,restauraciones,2021-03-01,0,1,3,5,0,9,15,35,5,0,0,0,0,0,73
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2021-03-01,4,8,2,1,0,0,0,0,0,0,0,0,0,0,15
CATACORA,atencion odontologica,restauraciones,2021-03-01,1,3,0,0,5,2,6,0,0,0,0,0,0,0,17
CHACARILLA,atencion odontologica,restauraciones,2021-03-01,2,4,5,4,0,2,1,8,1,0,0,0,0,0,27
CHALLAPATA,atencion odontologica,restauraciones,2021-03-01,24,32,34,60,14,23,61,150,24,14,0,0,0,0,436
CHAQUI,atencion odontologica,restauraciones,2021-03-01,9,3,5,12,23,14,8,50,3,1,0,0,0,0,128
CHARAGUA,atencion odontologica,restauraciones,2021-03-01,9,2,6,6,8,19,12,27,8,1,0,0,0,0,98
CHARAÑA,atencion odontologica,restauraciones,2021-03-01,0,2,3,0,1,7,3,26,0,0,0,0,0,0,42
CHAYANTA,atencion odontologica,restauraciones,2021-03-01,5,8,6,2,1,2,2,22,0,0,0,0,0,0,48
CHIMORE,atencion odontologica,restauraciones,2021-03-01,10,11,81,72,46,56,69,97,4,1,0,0,0,0,447
CHIPAYA,atencion odontologica,restauraciones,2021-03-01,0,2,0,2,7,6,2,3,0,0,0,0,0,0,22
CHOQUE COTA,atencion odontologica,restauraciones,2021-03-01,0,2,0,3,5,0,1,8,7,0,0,0,0,0,26
CHUA COCANI,atencion odontologica,restauraciones,2021-03-01,0,0,0,1,0,1,1,2,0,0,0,0,0,0,5
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2021-03-01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
CHUMA,atencion odontologica,restauraciones,2021-03-01,13,2,9,12,10,19,15,51,3,3,0,0,0,0,137
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2021-03-01,2,0,6,2,0,7,3,11,1,0,0,0,0,0,32
CKOCHAS,atencion odontologica,restauraciones,2021-03-01,8,6,12,11,6,19,21,29,0,2,0,0,0,0,114
CLIZA,atencion odontologica,restauraciones,2021-03-01,23,16,37,71,10,35,45,105,20,9,0,0,0,0,371
COBIJA,atencion odontologica,restauraciones,2021-03-01,12,6,22,25,25,23,75,106,10,0,0,0,0,0,304
COCAPATA,atencion odontologica,restauraciones,2021-03-01,0,17,14,26,13,25,25,26,1,1,0,0,0,0,148
COCHABAMBA,atencion odontologica,restauraciones,2021-03-01,470,463,747,848,314,519,1281,2493,590,419,0,0,0,0,8144
COIPASA,atencion odontologica,restauraciones,2021-03-01,0,0,6,0,0,1,1,1,3,1,0,0,0,0,13
COLCAPIRHUA,atencion odontologica,restauraciones,2021-03-01,20,70,36,57,31,21,39,175,4,3,0,0,0,0,456
"COLCHA ""K""",atencion odontologica,restauraciones,2021-03-01,6,2,1,2,8,7,9,31,4,2,0,0,0,0,72
COLLANA,atencion odontologica,restauraciones,2021-03-01,2,2,11,4,6,8,0,19,0,0,0,0,0,0,52
COLOMI,atencion odontologica,restauraciones,2021-03-01,8,24,11,25,4,38,7,21,0,6,0,0,0,0,144
COLPA BELGICA,atencion odontologica,restauraciones,2021-03-01,1,1,2,6,3,3,0,5,0,0,0,0,0,0,21
COLQUECHACA,atencion odontologica,restauraciones,2021-03-01,0,6,19,15,3,36,15,79,0,7,0,0,0,0,180
COLQUENCHA,atencion odontologica,restauraciones,2021-03-01,16,11,13,7,9,10,8,28,0,0,0,0,0,0,102
COLQUIRI,atencion odontologica,restauraciones,2021-03-01,0,1,15,6,15,29,28,52,2,6,0,0,0,0,154
COMARAPA,atencion odontologica,restauraciones,2021-03-01,7,10,3,6,2,20,9,33,2,1,0,0,0,0,93
COPACABANA,atencion odontologica,restauraciones,2021-03-01,7,1,2,3,0,1,1,3,1,1,0,0,0,0,20
CORO CORO,atencion odontologica,restauraciones,2021-03-01,0,0,0,3,2,0,0,16,0,0,0,0,0,0,21
COROICO,atencion odontologica,restauraciones,2021-03-01,5,12,25,8,3,28,24,44,2,0,0,0,0,0,151
CORQUE,atencion odontologica,restauraciones,2021-03-01,7,6,37,26,5,10,37,41,4,11,0,0,0,0,184
COTAGAITA,atencion odontologica,restauraciones,2021-03-01,23,13,49,64,28,36,84,114,4,11,0,0,0,0,426
COTOCA,atencion odontologica,restauraciones,2021-03-01,7,6,24,38,18,36,31,95,3,1,0,0,0,0,259
CRUZ DE MACHACAMARCA,atencion odontologica,restauraciones,2021-03-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
CUATRO CAÑADAS,atencion odontologica,restauraciones,2021-03-01,3,21,28,39,8,33,32,72,3,7,0,0,0,0,246
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2021-03-01,7,0,9,7,8,2,20,12,0,2,0,0,0,0,67
CUEVO,atencion odontologica,restauraciones,2021-03-01,0,0,3,2,0,7,5,10,0,0,0,0,0,0,27
CULPINA,atencion odontologica,restauraciones,2021-03-01,0,0,17,12,8,31,24,36,13,1,0,0,0,0,142
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2021-03-01,16,16,8,4,11,15,20,19,5,2,0,0,0,0,116
CURVA,atencion odontologica,restauraciones,2021-03-01,1,1,1,8,0,5,3,8,0,1,0,0,0,0,28
DESAGUADERO,atencion odontologica,restauraciones,2021-03-01,0,0,0,0,2,0,6,1,2,2,0,0,0,0,13
EL ALTO,atencion odontologica,restauraciones,2021-03-01,99,90,169,131,57,121,83,204,28,7,0,0,0,0,989
EL CHORO,atencion odontologica,restauraciones,2021-03-01,0,3,7,1,6,4,12,13,2,1,0,0,0,0,49
EL PUENTE(STC),atencion odontologica,restauraciones,2021-03-01,1,2,11,8,2,18,28,59,1,4,0,0,0,0,134
EL PUENTE(TJA),atencion odontologica,restauraciones,2021-03-01,1,2,9,9,22,12,20,92,1,5,0,0,0,0,173
EL TORNO,atencion odontologica,restauraciones,2021-03-01,48,49,5,13,14,14,27,50,6,13,0,0,0,0,239
EL VILLAR,atencion odontologica,restauraciones,2021-03-01,2,6,9,19,14,49,39,67,0,6,0,0,0,0,211
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2021-03-01,9,1,10,21,0,14,5,26,0,2,0,0,0,0,88
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2021-03-01,21,21,28,63,6,43,34,152,5,2,0,0,0,0,375
ESCARA,atencion odontologica,restauraciones,2021-03-01,0,0,2,2,2,4,1,1,2,0,0,0,0,0,14
ESCOMA,atencion odontologica,restauraciones,2021-03-01,1,0,1,8,4,2,4,11,2,0,0,0,0,0,33
ESMERALDA,atencion odontologica,restauraciones,2021-03-01,0,0,0,0,0,0,1,3,0,1,0,0,0,0,5
EUCALIPTUS,atencion odontologica,restauraciones,2021-03-01,1,1,2,2,9,5,17,16,1,1,0,0,0,0,55
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2021-03-01,0,2,10,37,8,11,10,42,2,0,0,0,0,0,122
FILADELFIA,atencion odontologica,restauraciones,2021-03-01,0,0,0,0,0,2,2,10,0,1,0,0,0,0,15
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2021-03-01,0,0,4,3,8,13,2,14,0,1,0,0,0,0,45
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2021-03-01,4,4,10,5,12,12,41,49,2,3,0,0,0,0,142
GUANAY,atencion odontologica,restauraciones,2021-03-01,0,6,4,13,1,2,11,24,4,1,0,0,0,0,66
GUAQUI,atencion odontologica,restauraciones,2021-03-01,1,3,5,6,3,7,8,19,2,4,0,0,0,0,58
GUAYARAMERIN,atencion odontologica,restauraciones,2021-03-01,0,1,7,10,1,6,9,7,0,0,0,0,0,0,41
GUTIERREZ,atencion odontologica,restauraciones,2021-03-01,4,3,0,2,5,16,5,17,0,0,0,0,0,0,52
HUACARETA,atencion odontologica,restauraciones,2021-03-01,2,1,3,6,3,17,24,37,1,2,0,0,0,0,96
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2021-03-01,0,0,16,1,0,0,0,4,0,0,0,0,0,0,21
HUACHACALLA,atencion odontologica,restauraciones,2021-03-01,3,1,4,0,1,1,3,5,0,0,0,0,0,0,18
HUANUNI,atencion odontologica,restauraciones,2021-03-01,22,27,52,82,28,43,78,136,23,4,0,0,0,0,495
HUARACAJE,atencion odontologica,restauraciones,2021-03-01,0,1,0,8,0,2,1,9,0,0,0,0,0,0,21
HUARINA,atencion odontologica,restauraciones,2021-03-01,0,1,2,1,0,4,5,8,5,3,0,0,0,0,29
HUATAJATA,atencion odontologica,restauraciones,2021-03-01,2,2,1,5,1,5,2,10,0,1,0,0,0,0,29
HUAYLLAMARCA,atencion odontologica,restauraciones,2021-03-01,1,4,4,3,0,11,3,17,4,3,0,0,0,0,50
HUMANATA,atencion odontologica,restauraciones,2021-03-01,0,0,2,4,2,4,2,14,3,6,0,0,0,0,37
ICHOCA,atencion odontologica,restauraciones,2021-03-01,0,0,7,6,5,7,4,17,3,0,0,0,0,0,49
ICLA,atencion odontologica,restauraciones,2021-03-01,10,4,11,21,11,22,28,91,4,3,0,0,0,0,205
INCAHUASI,atencion odontologica,restauraciones,2021-03-01,0,2,7,13,11,12,10,42,0,1,0,0,0,0,98
INQUISIVI,atencion odontologica,restauraciones,2021-03-01,0,0,3,1,3,2,5,4,0,1,0,0,0,0,19
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2021-03-01,14,29,21,27,13,14,15,34,0,6,0,0,0,0,173
IXIAMAS,atencion odontologica,restauraciones,2021-03-01,6,4,3,8,2,7,5,20,2,0,0,0,0,0,57
JESUS DE MACHACA,atencion odontologica,restauraciones,2021-03-01,6,5,11,9,7,9,17,30,7,4,0,0,0,0,105
LA ASUNTA,atencion odontologica,restauraciones,2021-03-01,14,9,28,20,24,39,63,66,0,0,0,0,0,0,263
LA GUARDIA,atencion odontologica,restauraciones,2021-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,restauraciones,2021-03-01,388,367,742,730,220,346,1086,2013,417,315,0,0,0,0,6624
LA RIVERA,atencion odontologica,restauraciones,2021-03-01,1,0,7,7,2,4,2,5,0,4,0,0,0,0,32
LAGUNILLAS,atencion odontologica,restauraciones,2021-03-01,6,0,6,2,1,13,14,31,1,0,0,0,0,0,74
LAJA,atencion odontologica,restauraciones,2021-03-01,18,5,7,16,2,42,29,48,1,0,0,0,0,0,168
LAS CARRERAS,atencion odontologica,restauraciones,2021-03-01,0,0,0,8,2,1,9,26,0,2,0,0,0,0,48
LLALLAGUA,atencion odontologica,restauraciones,2021-03-01,28,31,19,42,15,42,26,115,5,9,0,0,0,0,332
LLICA,atencion odontologica,restauraciones,2021-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LURIBAY,atencion odontologica,restauraciones,2021-03-01,2,3,12,6,0,10,4,14,0,1,0,0,0,0,52
MACHACAMARCA,atencion odontologica,restauraciones,2021-03-01,5,15,10,20,1,4,20,61,7,15,0,0,0,0,158
MACHARETI,atencion odontologica,restauraciones,2021-03-01,0,0,1,7,3,1,3,7,0,0,0,0,0,0,22
MAGDALENA,atencion odontologica,restauraciones,2021-03-01,0,0,0,0,0,0,4,2,0,0,0,0,0,0,6
MALLA,atencion odontologica,restauraciones,2021-03-01,0,2,0,1,0,1,0,0,2,0,0,0,0,0,6
MAPIRI,atencion odontologica,restauraciones,2021-03-01,0,0,0,3,0,2,4,14,0,0,0,0,0,0,23
MECAPACA,atencion odontologica,restauraciones,2021-03-01,19,13,18,30,4,16,32,38,10,1,0,0,0,0,181
MIZQUE,atencion odontologica,restauraciones,2021-03-01,14,10,17,19,3,10,23,29,0,0,0,0,0,0,125
MOCOMOCO,atencion odontologica,restauraciones,2021-03-01,1,0,2,3,5,15,7,13,4,0,0,0,0,0,50
MOJINETE,atencion odontologica,restauraciones,2021-03-01,0,1,1,0,0,1,1,1,0,0,0,0,0,0,5
MOJOCOYA,atencion odontologica,restauraciones,2021-03-01,2,5,14,10,16,18,19,71,9,1,0,0,0,0,165
MONTEAGUDO,atencion odontologica,restauraciones,2021-03-01,9,9,45,64,38,78,115,110,9,5,0,0,0,0,482
MONTERO,atencion odontologica,restauraciones,2021-03-01,25,33,115,115,37,66,86,203,20,6,0,0,0,0,706
MORO MORO,atencion odontologica,restauraciones,2021-03-01,1,1,4,5,1,8,14,6,2,0,0,0,0,0,42
MOROCHATA,atencion odontologica,restauraciones,2021-03-01,7,5,14,10,10,30,29,90,14,8,0,0,0,0,217
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,restauraciones,2021-03-01,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
NAZACARA DE PACAJES,atencion odontologica,restauraciones,2021-03-01,0,2,0,0,0,0,0,5,0,0,0,0,0,0,7
OCURI,atencion odontologica,restauraciones,2021-03-01,5,3,10,7,6,26,21,50,6,4,0,0,0,0,138
OKINAWA,atencion odontologica,restauraciones,2021-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
OMEREQUE,atencion odontologica,restauraciones,2021-03-01,0,6,6,16,2,3,7,12,4,1,0,0,0,0,57
ORURO,atencion odontologica,restauraciones,2021-03-01,210,241,478,536,162,354,697,1243,174,81,0,0,0,0,4176
PADCAYA,atencion odontologica,restauraciones,2021-03-01,0,1,5,6,5,1,6,22,0,0,0,0,0,0,46
PADILLA,atencion odontologica,restauraciones,2021-03-01,3,4,41,28,13,35,49,102,2,1,0,0,0,0,278
PAILON,atencion odontologica,restauraciones,2021-03-01,4,9,16,15,8,17,14,38,2,3,0,0,0,0,126
PALCA,atencion odontologica,restauraciones,2021-03-01,4,1,9,14,7,13,23,35,2,2,0,0,0,0,110
PALOS BLANCOS,atencion odontologica,restauraciones,2021-03-01,11,2,24,12,13,18,15,32,2,0,0,0,0,0,129
PAMPA AULLAGAS,atencion odontologica,restauraciones,2021-03-01,3,0,6,1,0,8,0,6,0,1,0,0,0,0,25
PAMPA GRANDE,atencion odontologica,restauraciones,2021-03-01,0,0,1,9,2,14,6,19,0,0,0,0,0,0,51
PAPEL PAMPA,atencion odontologica,restauraciones,2021-03-01,3,6,1,0,1,3,7,18,4,9,0,0,0,0,52
PASORAPA,atencion odontologica,restauraciones,2021-03-01,0,2,15,17,5,3,10,26,14,3,0,0,0,0,95
PATACAMAYA,atencion odontologica,restauraciones,2021-03-01,27,17,30,38,17,34,14,57,0,4,0,0,0,0,238
PAZÑA,atencion odontologica,restauraciones,2021-03-01,10,8,8,20,4,9,17,36,15,1,0,0,0,0,128
PELECHUCO,atencion odontologica,restauraciones,2021-03-01,11,15,12,19,2,5,21,29,2,1,0,0,0,0,117
POCOATA,atencion odontologica,restauraciones,2021-03-01,15,6,5,13,9,9,7,64,1,1,0,0,0,0,130
POCONA,atencion odontologica,restauraciones,2021-03-01,0,0,0,13,0,5,17,29,0,4,0,0,0,0,68
POJO (CBBA),atencion odontologica,restauraciones,2021-03-01,2,27,27,38,11,22,33,67,2,4,0,0,0,0,233
POOPO,atencion odontologica,restauraciones,2021-03-01,6,5,14,28,0,4,5,21,5,5,0,0,0,0,93
PORCO,atencion odontologica,restauraciones,2021-03-01,2,2,2,1,2,3,1,27,0,0,0,0,0,0,40
POROMA,atencion odontologica,restauraciones,2021-03-01,0,1,3,13,2,12,8,18,0,1,0,0,0,0,58
PORONGO,atencion odontologica,restauraciones,2021-03-01,7,3,10,17,0,5,7,28,5,0,0,0,0,0,82
PORVENIR,atencion odontologica,restauraciones,2021-03-01,1,1,1,1,0,0,1,0,1,0,0,0,0,0,6
POSTRER VALLE,atencion odontologica,restauraciones,2021-03-01,4,3,15,0,3,0,4,14,1,0,0,0,0,0,44
POTOSI,atencion odontologica,restauraciones,2021-03-01,80,92,109,157,48,74,172,474,18,17,0,0,0,0,1241
PRESTO,atencion odontologica,restauraciones,2021-03-01,5,2,5,6,7,42,19,48,2,3,0,0,0,0,139
PUCARA,atencion odontologica,restauraciones,2021-03-01,0,0,7,0,0,1,5,4,6,0,0,0,0,0,23
PUCARANI,atencion odontologica,restauraciones,2021-03-01,18,9,12,13,8,8,17,32,5,2,0,0,0,0,124
PUERTO ACOSTA,atencion odontologica,restauraciones,2021-03-01,1,2,2,12,7,18,9,22,1,3,0,0,0,0,77
PUERTO CARABUCO,atencion odontologica,restauraciones,2021-03-01,4,6,13,4,2,5,4,10,1,0,0,0,0,0,49
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2021-03-01,0,0,2,18,5,14,14,31,1,0,0,0,0,0,85
PUERTO PEREZ,atencion odontologica,restauraciones,2021-03-01,1,3,2,0,0,0,3,3,0,1,0,0,0,0,13
PUERTO QUIJARRO,atencion odontologica,restauraciones,2021-03-01,0,2,9,5,3,1,0,8,1,0,0,0,0,0,29
PUERTO RICO,atencion odontologica,restauraciones,2021-03-01,1,5,6,12,1,1,27,41,4,0,0,0,0,0,98
PUERTO SUAREZ,atencion odontologica,restauraciones,2021-03-01,3,5,3,2,0,0,0,0,0,0,0,0,0,0,13
PUERTO VILLARROEL,atencion odontologica,restauraciones,2021-03-01,14,13,21,32,25,21,39,80,7,2,0,0,0,0,254
PUNA,atencion odontologica,restauraciones,2021-03-01,2,3,15,9,8,19,13,54,2,2,0,0,0,0,127
PUNATA,atencion odontologica,restauraciones,2021-03-01,22,36,73,141,55,88,98,209,21,49,0,0,0,0,792
QUIABAYA,atencion odontologica,restauraciones,2021-03-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
QUILLACOLLO,atencion odontologica,restauraciones,2021-03-01,147,132,232,258,103,258,343,790,140,66,0,0,0,0,2469
QUIME,atencion odontologica,restauraciones,2021-03-01,2,2,12,11,2,2,44,21,2,0,0,0,0,0,98
QUIRUSILLAS,atencion odontologica,restauraciones,2021-03-01,4,0,3,2,1,5,2,8,0,0,0,0,0,0,25
RAVELO,atencion odontologica,restauraciones,2021-03-01,3,2,20,37,5,16,26,60,3,3,0,0,0,0,175
REYES,atencion odontologica,restauraciones,2021-03-01,1,0,15,4,3,3,6,10,4,0,0,0,0,0,46
RIBERALTA,atencion odontologica,restauraciones,2021-03-01,11,4,26,17,14,17,7,43,2,0,0,0,0,0,141
ROBORE,atencion odontologica,restauraciones,2021-03-01,2,2,0,1,0,3,0,8,0,0,0,0,0,0,16
RURRENABAQUE,atencion odontologica,restauraciones,2021-03-01,8,4,25,19,10,8,32,21,8,4,0,0,0,0,139
SABAYA,atencion odontologica,restauraciones,2021-03-01,9,12,5,10,3,7,11,26,3,7,0,0,0,0,93
SACABA,atencion odontologica,restauraciones,2021-03-01,95,131,199,247,73,106,174,528,50,35,0,0,0,0,1638
SACABAMBA,atencion odontologica,restauraciones,2021-03-01,0,2,4,0,1,1,0,3,2,1,0,0,0,0,14
SACACA,atencion odontologica,restauraciones,2021-03-01,0,0,2,4,1,9,4,13,0,1,0,0,0,0,34
SAIPINA,atencion odontologica,restauraciones,2021-03-01,1,0,1,4,5,1,7,20,2,0,0,0,0,0,41
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2021-03-01,16,12,23,30,2,28,43,59,9,30,0,0,0,0,252
SAN AGUSTIN,atencion odontologica,restauraciones,2021-03-01,0,0,0,0,0,1,1,6,0,0,0,0,0,0,8
SAN ANDRES,atencion odontologica,restauraciones,2021-03-01,1,2,2,2,3,3,4,4,0,0,0,0,0,0,21
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2021-03-01,1,3,3,3,4,2,7,13,5,1,0,0,0,0,42
SAN ANTONIO DE ESMORUCO,atencion odontologica,restauraciones,2021-03-01,4,2,3,9,0,2,1,9,0,0,0,0,0,0,30
SAN BENITO,atencion odontologica,restauraciones,2021-03-01,6,0,12,12,6,2,1,14,3,0,0,0,0,0,56
SAN BORJA,atencion odontologica,restauraciones,2021-03-01,2,4,10,12,13,14,27,45,5,1,0,0,0,0,133
SAN BUENA VENTURA,atencion odontologica,restauraciones,2021-03-01,10,10,8,10,0,3,7,9,0,0,0,0,0,0,57
SAN CARLOS,atencion odontologica,restauraciones,2021-03-01,6,10,14,6,1,12,4,26,9,2,0,0,0,0,90
SAN IGNACIO,atencion odontologica,restauraciones,2021-03-01,6,18,42,51,24,46,55,131,9,7,0,0,0,0,389
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2021-03-01,6,5,32,18,3,5,24,28,1,14,0,0,0,0,136
SAN JAVIER(STC),atencion odontologica,restauraciones,2021-03-01,3,2,0,0,0,3,0,27,0,0,0,0,0,0,35
SAN JOAQUIN,atencion odontologica,restauraciones,2021-03-01,0,2,5,5,1,11,5,26,1,1,0,0,0,0,57
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2021-03-01,0,2,5,8,1,1,3,6,0,2,0,0,0,0,28
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2021-03-01,2,8,8,11,3,15,4,17,0,0,0,0,0,0,68
SAN JULIAN,atencion odontologica,restauraciones,2021-03-01,57,37,40,58,9,62,79,234,7,3,0,0,0,0,586
