,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES
EUCALIPTUS,atencion odontologica,consulta nueva,2021-04-01,13,6,4,12,14,1,15,59,15,27,0,15,0,0,181
FERNANDEZ ALONSO,atencion odontologica,consulta nueva,2021-04-01,17,18,37,45,15,14,17,83,21,8,0,8,0,2,285
FILADELFIA,atencion odontologica,consulta nueva,2021-04-01,39,39,20,49,4,20,11,29,2,1,0,4,0,1,219
GENERAL SAAVEDRA,atencion odontologica,consulta nueva,2021-04-01,0,1,14,15,5,16,7,29,2,5,0,0,0,0,94
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta nueva,2021-04-01,8,6,13,22,13,27,53,95,8,7,0,1,0,0,253
GUANAY,atencion odontologica,consulta nueva,2021-04-01,5,8,1,6,6,3,19,22,5,7,0,0,0,2,84
GUAQUI,atencion odontologica,consulta nueva,2021-04-01,9,3,14,11,17,18,27,74,28,28,0,7,0,2,238
GUAYARAMERIN,atencion odontologica,consulta nueva,2021-04-01,8,4,23,52,21,18,26,30,13,1,0,3,0,0,199
GUTIERREZ,atencion odontologica,consulta nueva,2021-04-01,36,42,15,111,11,26,19,56,14,8,0,2,0,1,341
HUACARETA,atencion odontologica,consulta nueva,2021-04-01,1,4,6,12,2,9,34,55,7,3,0,0,0,0,133
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta nueva,2021-04-01,7,8,9,31,2,14,25,32,0,1,0,3,0,1,133
HUACHACALLA,atencion odontologica,consulta nueva,2021-04-01,0,12,9,3,11,1,9,24,5,3,0,4,0,1,82
HUANUNI,atencion odontologica,consulta nueva,2021-04-01,22,28,99,149,50,82,108,213,39,22,0,32,0,2,846
HUARACAJE,atencion odontologica,consulta nueva,2021-04-01,2,1,4,5,0,0,5,12,3,2,0,1,0,1,36
HUARINA,atencion odontologica,consulta nueva,2021-04-01,1,1,1,2,1,0,4,9,5,5,0,0,0,0,29
HUATAJATA,atencion odontologica,consulta nueva,2021-04-01,12,7,8,25,1,15,9,33,8,7,0,0,0,2,127
HUAYLLAMARCA,atencion odontologica,consulta nueva,2021-04-01,18,14,63,64,3,43,23,87,16,15,0,7,0,9,362
HUMANATA,atencion odontologica,consulta nueva,2021-04-01,0,1,9,2,0,3,10,10,5,5,0,1,0,0,46
ICHOCA,atencion odontologica,consulta nueva,2021-04-01,4,5,66,52,24,54,27,37,19,11,0,0,0,0,299
ICLA,atencion odontologica,consulta nueva,2021-04-01,82,70,29,13,12,81,45,146,16,9,0,6,0,2,511
INCAHUASI,atencion odontologica,consulta nueva,2021-04-01,12,9,38,21,8,35,30,103,2,14,0,3,0,4,279
INQUISIVI,atencion odontologica,consulta nueva,2021-04-01,23,13,34,20,5,13,28,58,4,4,0,4,0,4,210
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta nueva,2021-04-01,54,85,137,124,15,56,74,151,16,17,0,16,0,11,756
IXIAMAS,atencion odontologica,consulta nueva,2021-04-01,5,3,15,26,6,22,3,35,10,1,0,1,0,1,128
JESUS DE MACHACA,atencion odontologica,consulta nueva,2021-04-01,16,21,39,47,22,49,49,96,63,43,0,33,0,29,507
LA ASUNTA,atencion odontologica,consulta nueva,2021-04-01,64,57,158,212,47,138,177,299,29,12,0,32,0,16,1241
LA GUARDIA,atencion odontologica,consulta nueva,2021-04-01,60,53,27,22,7,22,31,172,64,77,0,70,0,30,635
LA PAZ,atencion odontologica,consulta nueva,2021-04-01,1008,1002,1384,1208,398,546,1515,3277,713,718,0,343,0,71,12183
LA RIVERA,atencion odontologica,consulta nueva,2021-04-01,2,0,9,0,23,4,1,2,0,0,0,0,0,0,41
LAGUNILLAS,atencion odontologica,consulta nueva,2021-04-01,0,0,6,11,9,13,16,43,1,0,0,0,0,0,99
LAJA,atencion odontologica,consulta nueva,2021-04-01,125,58,98,73,6,56,30,146,23,18,0,61,0,10,704
LAS CARRERAS,atencion odontologica,consulta nueva,2021-04-01,9,8,30,36,7,16,41,73,14,12,0,6,0,0,252
LICOMA PAMPA,atencion odontologica,consulta nueva,2021-04-01,0,2,4,2,0,0,2,7,3,0,0,0,0,0,20
LLALLAGUA,atencion odontologica,consulta nueva,2021-04-01,81,65,68,73,34,40,71,227,15,20,0,2,0,1,697
LLICA,atencion odontologica,consulta nueva,2021-04-01,11,6,4,10,1,5,9,39,1,1,0,2,0,0,89
LORETO,atencion odontologica,consulta nueva,2021-04-01,0,1,6,7,0,2,0,1,0,0,0,0,0,0,17
LURIBAY,atencion odontologica,consulta nueva,2021-04-01,3,1,28,35,2,12,17,26,2,5,0,3,0,0,134
MACHACAMARCA,atencion odontologica,consulta nueva,2021-04-01,13,18,25,28,19,26,27,56,2,13,0,0,0,0,227
MACHARETI,atencion odontologica,consulta nueva,2021-04-01,21,39,22,25,2,11,11,37,7,2,0,16,0,4,197
MAGDALENA,atencion odontologica,consulta nueva,2021-04-01,0,0,9,6,2,3,10,13,4,2,0,0,0,0,49
MAIRANA,atencion odontologica,consulta nueva,2021-04-01,3,13,13,22,7,9,5,10,1,4,0,0,0,0,87
MALLA,atencion odontologica,consulta nueva,2021-04-01,2,5,41,44,4,6,2,12,2,4,0,4,0,0,126
MAPIRI,atencion odontologica,consulta nueva,2021-04-01,12,18,35,9,12,19,19,67,10,0,0,10,0,3,214
MECAPACA,atencion odontologica,consulta nueva,2021-04-01,15,20,33,37,12,23,47,101,20,9,0,2,0,1,320
MINEROS,atencion odontologica,consulta nueva,2021-04-01,49,35,5,6,2,10,7,50,11,18,0,32,0,3,228
MIZQUE,atencion odontologica,consulta nueva,2021-04-01,28,27,89,96,23,50,52,107,15,15,0,4,0,5,511
MOCOMOCO,atencion odontologica,consulta nueva,2021-04-01,19,10,58,22,19,32,26,43,16,8,0,0,0,3,256
MOJINETE,atencion odontologica,consulta nueva,2021-04-01,0,1,2,6,3,2,2,11,3,0,0,2,0,2,34
MOJOCOYA,atencion odontologica,consulta nueva,2021-04-01,19,52,51,80,44,54,128,228,26,18,0,8,0,0,708
MONTEAGUDO,atencion odontologica,consulta nueva,2021-04-01,15,20,103,113,66,71,118,331,19,12,0,4,0,4,876
MONTERO,atencion odontologica,consulta nueva,2021-04-01,200,217,318,481,97,310,207,777,88,86,0,90,0,15,2886
MORO MORO,atencion odontologica,consulta nueva,2021-04-01,12,5,17,7,5,7,16,32,4,0,0,0,0,0,105
MOROCHATA,atencion odontologica,consulta nueva,2021-04-01,6,2,23,50,57,101,45,188,65,35,0,3,0,3,578
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consulta nueva,2021-04-01,15,4,18,17,1,8,3,10,0,0,0,0,0,0,76
NAZACARA DE PACAJES,atencion odontologica,consulta nueva,2021-04-01,6,2,3,3,0,2,0,2,0,1,0,0,0,0,19
OCURI,atencion odontologica,consulta nueva,2021-04-01,27,27,100,130,40,60,36,128,75,57,0,29,0,12,721
OKINAWA,atencion odontologica,consulta nueva,2021-04-01,6,3,9,10,0,8,2,18,4,0,0,1,0,0,61
OMEREQUE,atencion odontologica,consulta nueva,2021-04-01,0,1,2,2,4,5,4,8,2,2,0,0,0,0,30
ORURO,atencion odontologica,consulta nueva,2021-04-01,673,610,1101,1425,364,783,1256,3189,362,264,0,435,0,138,10600
PADCAYA,atencion odontologica,consulta nueva,2021-04-01,4,9,22,22,9,16,54,66,4,3,0,0,0,0,209
PADILLA,atencion odontologica,consulta nueva,2021-04-01,16,23,41,66,19,37,60,141,19,15,0,12,0,0,449
PAILON,atencion odontologica,consulta nueva,2021-04-01,43,32,46,62,21,61,53,147,14,27,0,13,0,1,520
PALCA,atencion odontologica,consulta nueva,2021-04-01,40,22,48,55,20,37,58,130,43,29,0,6,0,3,491
PALOS BLANCOS,atencion odontologica,consulta nueva,2021-04-01,32,43,60,79,13,25,36,104,8,7,0,6,0,11,424
PAMPA AULLAGAS,atencion odontologica,consulta nueva,2021-04-01,1,3,50,29,4,1,3,16,7,0,0,3,0,0,117
PAMPA GRANDE,atencion odontologica,consulta nueva,2021-04-01,5,13,15,13,0,2,10,28,0,3,0,0,0,0,89
PAPEL PAMPA,atencion odontologica,consulta nueva,2021-04-01,7,6,13,11,0,7,29,29,13,15,0,1,0,1,132
PASORAPA,atencion odontologica,consulta nueva,2021-04-01,11,17,39,38,26,23,40,110,23,18,0,3,0,0,348
PATACAMAYA,atencion odontologica,consulta nueva,2021-04-01,39,34,68,76,27,21,21,94,5,8,0,18,0,16,427
PAZÑA,atencion odontologica,consulta nueva,2021-04-01,25,18,64,104,22,28,30,105,16,6,0,11,0,0,429
PELECHUCO,atencion odontologica,consulta nueva,2021-04-01,2,8,5,7,1,1,10,21,1,1,0,0,0,0,57
POCOATA,atencion odontologica,consulta nueva,2021-04-01,21,29,14,48,5,33,41,129,26,51,0,26,0,17,440
POCONA,atencion odontologica,consulta nueva,2021-04-01,7,5,7,14,19,5,19,59,1,6,0,1,0,1,144
POJO (CBBA),atencion odontologica,consulta nueva,2021-04-01,37,20,76,76,30,89,62,165,12,5,0,12,0,7,591
POOPO,atencion odontologica,consulta nueva,2021-04-01,16,43,81,99,18,20,37,107,21,19,0,16,0,0,477
PORCO,atencion odontologica,consulta nueva,2021-04-01,33,6,32,16,3,17,6,80,3,5,0,36,0,4,241
POROMA,atencion odontologica,consulta nueva,2021-04-01,3,15,52,91,26,31,32,88,15,12,0,8,0,2,375
PORONGO,atencion odontologica,consulta nueva,2021-04-01,40,26,65,52,17,33,59,108,14,10,0,18,0,6,448
PORTACHUELO,atencion odontologica,consulta nueva,2021-04-01,1,2,3,3,0,2,0,5,0,0,0,1,0,2,19
PORVENIR,atencion odontologica,consulta nueva,2021-04-01,8,8,32,36,8,27,23,88,8,2,0,10,0,4,254
POSTRER VALLE,atencion odontologica,consulta nueva,2021-04-01,4,0,18,12,1,11,20,16,0,2,0,8,0,0,92
POTOSI,atencion odontologica,consulta nueva,2021-04-01,286,230,368,485,122,227,362,1179,96,131,0,106,0,16,3608
PRESTO,atencion odontologica,consulta nueva,2021-04-01,12,22,53,55,24,63,66,268,16,36,0,19,0,0,634
PUCARA,atencion odontologica,consulta nueva,2021-04-01,1,8,11,4,15,16,5,20,0,0,0,0,0,0,80
PUCARANI,atencion odontologica,consulta nueva,2021-04-01,69,56,105,129,29,54,77,194,41,47,0,26,0,12,839
PUERTO ACOSTA,atencion odontologica,consulta nueva,2021-04-01,5,2,4,4,4,19,12,17,12,7,0,1,0,0,87
PUERTO CARABUCO,atencion odontologica,consulta nueva,2021-04-01,6,3,19,24,9,36,29,58,19,11,0,1,0,2,217
PUERTO GONZALO MORENO,atencion odontologica,consulta nueva,2021-04-01,26,21,35,68,22,58,26,57,0,1,0,7,0,0,321
PUERTO PEREZ,atencion odontologica,consulta nueva,2021-04-01,5,9,6,4,1,7,2,9,3,3,0,3,0,0,52
PUERTO QUIJARRO,atencion odontologica,consulta nueva,2021-04-01,13,5,0,1,1,0,0,0,1,0,0,0,0,0,21
PUERTO RICO,atencion odontologica,consulta nueva,2021-04-01,35,53,56,69,5,24,24,72,7,0,0,3,0,8,356
PUERTO SUAREZ,atencion odontologica,consulta nueva,2021-04-01,1,0,4,4,0,1,4,4,2,1,0,0,0,0,21
PUERTO VILLARROEL,atencion odontologica,consulta nueva,2021-04-01,24,10,57,64,45,90,54,149,31,24,0,6,0,5,559
PUNA,atencion odontologica,consulta nueva,2021-04-01,24,25,29,21,13,19,43,79,23,16,0,9,0,2,303
PUNATA,atencion odontologica,consulta nueva,2021-04-01,46,68,171,190,53,109,121,294,20,30,0,6,0,4,1112
QUIABAYA,atencion odontologica,consulta nueva,2021-04-01,1,4,4,4,0,5,14,28,4,7,0,0,0,0,71
QUILLACOLLO,atencion odontologica,consulta nueva,2021-04-01,352,321,614,807,244,372,539,1410,222,138,0,59,0,15,5093
QUIME,atencion odontologica,consulta nueva,2021-04-01,11,6,27,37,8,8,89,60,9,3,0,0,0,0,258
QUIRUSILLAS,atencion odontologica,consulta nueva,2021-04-01,0,5,6,5,0,3,10,24,0,0,0,0,0,0,53
RAVELO,atencion odontologica,consulta nueva,2021-04-01,116,84,125,142,48,118,114,326,117,114,0,21,0,15,1340
REYES,atencion odontologica,consulta nueva,2021-04-01,3,0,3,8,1,6,10,13,1,1,0,0,0,0,46
RIBERALTA,atencion odontologica,consulta nueva,2021-04-01,27,31,64,59,25,73,64,203,11,13,0,73,0,8,651
ROBORE,atencion odontologica,consulta nueva,2021-04-01,0,5,10,21,17,17,31,44,13,24,0,0,0,0,182
RURRENABAQUE,atencion odontologica,consulta nueva,2021-04-01,9,8,22,45,17,10,51,33,5,7,0,3,0,0,210
SABAYA,atencion odontologica,consulta nueva,2021-04-01,10,39,44,67,1,17,43,56,24,22,0,17,0,0,340
SACABA,atencion odontologica,consulta nueva,2021-04-01,224,264,528,700,213,356,362,1132,100,120,0,22,0,1,4022
SACABAMBA,atencion odontologica,consulta nueva,2021-04-01,5,0,7,6,6,8,2,20,3,13,0,1,0,0,71
SACACA,atencion odontologica,consulta nueva,2021-04-01,6,20,24,17,12,25,49,70,16,37,0,5,0,6,287
SAIPINA,atencion odontologica,consulta nueva,2021-04-01,9,15,9,13,2,8,14,27,3,5,0,6,0,0,111
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta nueva,2021-04-01,20,38,177,181,65,77,39,137,70,69,0,16,0,9,898
SAMAIPATA,atencion odontologica,consulta nueva,2021-04-01,6,5,26,4,2,2,12,21,3,1,0,0,0,2,84
SAN AGUSTIN,atencion odontologica,consulta nueva,2021-04-01,1,2,1,1,2,1,1,9,0,0,0,2,0,0,20
SAN ANDRES,atencion odontologica,consulta nueva,2021-04-01,2,0,0,3,0,2,4,11,0,0,0,0,0,0,22
SAN ANDRES DE MACHACA,atencion odontologica,consulta nueva,2021-04-01,10,19,10,10,8,13,20,32,43,37,0,0,0,6,208
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta nueva,2021-04-01,0,0,7,0,0,2,0,14,0,0,0,0,0,0,23
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta nueva,2021-04-01,5,0,3,9,6,2,13,21,1,0,0,3,0,0,63
SAN BENITO,atencion odontologica,consulta nueva,2021-04-01,25,12,66,60,14,17,21,85,18,16,0,0,0,0,334
SAN BORJA,atencion odontologica,consulta nueva,2021-04-01,12,21,43,47,21,39,65,133,16,11,0,10,0,9,427
SAN BUENA VENTURA,atencion odontologica,consulta nueva,2021-04-01,4,9,15,21,3,17,15,46,7,8,0,13,0,0,158
SAN CARLOS,atencion odontologica,consulta nueva,2021-04-01,2,5,7,5,6,10,16,41,7,3,0,10,0,14,126
SAN IGNACIO,atencion odontologica,consulta nueva,2021-04-01,11,22,35,56,13,36,73,122,9,7,0,7,0,0,391
SAN IGNACIO DE VELASCO,atencion odontologica,consulta nueva,2021-04-01,60,61,31,40,35,24,51,90,34,32,0,22,0,21,501
SAN JAVIER(BNI),atencion odontologica,consulta nueva,2021-04-01,0,0,1,3,0,0,2,6,0,0,0,0,0,0,12
SAN JAVIER(STC),atencion odontologica,consulta nueva,2021-04-01,48,47,124,125,9,3,6,21,3,2,0,8,0,0,396
SAN JOAQUIN,atencion odontologica,consulta nueva,2021-04-01,4,1,15,17,1,17,12,26,4,1,0,0,0,1,99
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta nueva,2021-04-01,1,3,11,10,1,1,4,15,2,0,0,0,0,0,48
SAN JUAN DE YAPACANI,atencion odontologica,consulta nueva,2021-04-01,22,12,24,37,10,45,7,59,3,0,0,1,0,2,222
SAN JULIAN,atencion odontologica,consulta nueva,2021-04-01,69,56,84,109,50,80,107,310,52,46,0,44,0,23,1030
SAN LORENZO(PND),atencion odontologica,consulta nueva,2021-04-01,24,16,36,44,1,1,0,6,0,1,0,0,0,0,129
SAN LORENZO(TJA),atencion odontologica,consulta nueva,2021-04-01,20,12,53,57,28,35,49,172,9,13,0,7,0,0,455
SAN LUCAS,atencion odontologica,consulta nueva,2021-04-01,57,84,61,95,29,106,96,292,13,11,0,82,0,10,936
SAN MATIAS,atencion odontologica,consulta nueva,2021-04-01,7,11,3,4,2,2,4,9,3,0,0,6,0,3,54
SAN MIGUEL DE VELASCO,atencion odontologica,consulta nueva,2021-04-01,11,11,36,34,21,32,53,121,2,12,0,15,0,0,348
SAN PABLO DE LIPEZ,atencion odontologica,consulta nueva,2021-04-01,0,3,0,7,9,8,10,18,0,1,0,0,0,1,57
SAN PEDRO,atencion odontologica,consulta nueva,2021-04-01,15,31,30,39,20,32,45,107,24,14,0,14,0,3,374
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta nueva,2021-04-01,55,29,102,106,37,58,113,204,21,22,0,34,0,14,795
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta nueva,2021-04-01,5,7,35,26,2,4,5,12,8,6,0,1,0,0,111
SAN PEDRO DE MACHA,atencion odontologica,consulta nueva,2021-04-01,19,17,33,52,20,59,54,176,35,44,0,21,0,17,547
SAN PEDRO DE QUEMES,atencion odontologica,consulta nueva,2021-04-01,2,1,0,2,0,3,8,3,2,0,0,0,0,0,21
SAN PEDRO DE TIQUINA,atencion odontologica,consulta nueva,2021-04-01,2,0,6,16,2,5,15,23,6,16,0,4,0,0,95
SAN RAFAEL,atencion odontologica,consulta nueva,2021-04-01,0,0,3,7,1,8,14,20,0,0,0,0,0,0,53
SAN RAMON BENI,atencion odontologica,consulta nueva,2021-04-01,0,0,2,0,1,2,1,4,0,0,0,0,0,0,10
SAN RAMON SCZ,atencion odontologica,consulta nueva,2021-04-01,21,19,27,34,0,5,5,32,4,2,0,5,0,1,155
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta nueva,2021-04-01,522,456,590,663,198,365,1538,2298,424,273,0,151,0,18,7496
SANTA ROSA,atencion odontologica,consulta nueva,2021-04-01,1,0,6,8,1,1,1,2,1,1,0,0,0,0,22
SANTA ROSA DEL SARA,atencion odontologica,consulta nueva,2021-04-01,17,12,36,26,11,37,37,123,14,1,0,1,0,2,317
SANTIAGO DE CALLAPA,atencion odontologica,consulta nueva,2021-04-01,1,3,6,7,2,5,12,17,4,7,0,2,0,0,66
SANTIAGO DE HUARI,atencion odontologica,consulta nueva,2021-04-01,39,21,97,93,2,43,53,114,77,67,0,9,0,7,622
SANTIAGO DE HUATA,atencion odontologica,consulta nueva,2021-04-01,12,6,19,16,3,27,19,54,15,11,0,6,0,1,189
SANTIAGO DE MACHACA,atencion odontologica,consulta nueva,2021-04-01,0,0,0,1,1,6,1,4,2,1,0,0,0,0,16
SANTIVAÑES,atencion odontologica,consulta nueva,2021-04-01,15,32,68,91,27,31,22,155,22,54,0,10,0,3,530
SANTUARIO DE QUILLACAS,atencion odontologica,consulta nueva,2021-04-01,12,14,56,42,7,19,6,34,9,6,0,2,0,2,209
SAPAHAQUI,atencion odontologica,consulta nueva,2021-04-01,17,23,31,30,15,21,58,57,3,0,0,5,0,3,263
SENA,atencion odontologica,consulta nueva,2021-04-01,4,0,9,6,1,4,17,20,3,0,0,5,0,0,69
SHINAOTA,atencion odontologica,consulta nueva,2021-04-01,15,32,51,74,13,23,27,102,8,8,0,18,0,4,375
SICA SICA (VILLA AROMA),atencion odontologica,consulta nueva,2021-04-01,3,7,13,16,12,16,25,46,12,9,0,1,0,0,160
SICAYA,atencion odontologica,consulta nueva,2021-04-01,2,0,1,2,0,2,1,4,1,0,0,0,0,0,13
SIPE SIPE,atencion odontologica,consulta nueva,2021-04-01,126,145,169,275,25,159,80,499,34,51,0,8,0,3,1574
SOPACHUY,atencion odontologica,consulta nueva,2021-04-01,5,6,5,26,4,21,14,42,2,3,0,0,0,0,128
SORACACHI,atencion odontologica,consulta nueva,2021-04-01,39,63,100,60,30,77,98,117,41,36,0,12,0,7,680
SORATA,atencion odontologica,consulta nueva,2021-04-01,44,26,28,27,19,47,17,54,14,5,0,2,0,0,283
SUCRE,atencion odontologica,consulta nueva,2021-04-01,653,535,1037,1072,331,610,1039,2635,237,171,0,388,0,42,8750
TACACOMA,atencion odontologica,consulta nueva,2021-04-01,3,18,20,13,11,16,32,38,3,5,0,4,0,0,163
TACOBAMBA,atencion odontologica,consulta nueva,2021-04-01,0,0,21,21,19,23,3,3,1,1,0,3,0,0,95
TACOPAYA,atencion odontologica,consulta nueva,2021-04-01,7,7,26,11,13,31,32,71,54,54,0,8,0,1,315
TAHUA,atencion odontologica,consulta nueva,2021-04-01,6,8,2,0,0,1,1,6,1,2,0,0,0,0,27
TAPACARI,atencion odontologica,consulta nueva,2021-04-01,34,65,57,52,86,87,97,250,22,55,0,12,0,23,840
TARABUCO,atencion odontologica,consulta nueva,2021-04-01,90,69,72,82,14,42,33,212,16,20,0,18,0,19,687
TARACO,atencion odontologica,consulta nueva,2021-04-01,9,4,16,2,2,11,14,14,19,10,0,2,0,0,103
TARATA,atencion odontologica,consulta nueva,2021-04-01,4,9,17,44,7,25,37,91,16,17,0,0,0,2,269
TARIJA,atencion odontologica,consulta nueva,2021-04-01,58,47,239,257,143,168,454,826,131,118,0,82,0,8,2531
TARVITA,atencion odontologica,consulta nueva,2021-04-01,73,76,26,36,27,93,69,178,36,21,0,25,0,1,661
TEOPONTE,atencion odontologica,consulta nueva,2021-04-01,16,17,26,17,13,16,16,55,5,6,0,2,0,1,190
TIAHUANACU,atencion odontologica,consulta nueva,2021-04-01,2,7,22,6,2,21,23,93,10,8,0,10,0,4,208
TINGUIPAYA,atencion odontologica,consulta nueva,2021-04-01,10,15,37,42,22,41,40,90,20,24,0,12,0,1,354
TIPUANI,atencion odontologica,consulta nueva,2021-04-01,6,0,8,7,5,8,4,26,4,2,0,2,0,1,73
TIQUIPAYA,atencion odontologica,consulta nueva,2021-04-01,180,185,241,372,105,208,128,444,44,16,0,9,0,10,1942
TIRAQUE (CBBA),atencion odontologica,consulta nueva,2021-04-01,51,60,146,133,20,108,68,162,17,21,0,5,0,5,796
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consulta nueva,2021-04-01,8,2,14,17,9,11,18,16,3,3,0,0,0,1,102
TOCO,atencion odontologica,consulta nueva,2021-04-01,23,26,25,24,31,19,11,53,0,9,0,1,0,0,222
TODOS SANTOS,atencion odontologica,consulta nueva,2021-04-01,5,0,17,3,1,0,6,4,8,0,0,0,0,0,44
TOLATA,atencion odontologica,consulta nueva,2021-04-01,2,3,8,18,2,21,2,19,1,1,0,0,0,0,77
TOLEDO,atencion odontologica,consulta nueva,2021-04-01,4,9,26,26,2,17,6,53,10,1,0,8,0,0,162
TOMAVE,atencion odontologica,consulta nueva,2021-04-01,31,47,41,48,14,38,52,101,46,22,0,5,0,9,454
TOMINA,atencion odontologica,consulta nueva,2021-04-01,38,27,38,29,41,58,33,130,10,6,0,10,0,0,420
TORO TORO,atencion odontologica,consulta nueva,2021-04-01,2,5,17,11,8,10,39,70,5,11,0,10,0,2,190
TOTORA(CBBA),atencion odontologica,consulta nueva,2021-04-01,13,11,484,451,9,30,29,63,1,2,0,4,0,4,1101
TOTORA(ORR),atencion odontologica,consulta nueva,2021-04-01,12,14,44,40,2,9,6,28,4,8,0,6,0,4,177
TRIGAL,atencion odontologica,consulta nueva,2021-04-01,1,0,8,16,0,1,6,18,4,3,0,2,0,0,59
TRINIDAD,atencion odontologica,consulta nueva,2021-04-01,56,46,131,121,59,58,190,354,29,29,0,27,0,1,1101
TUPIZA,atencion odontologica,consulta nueva,2021-04-01,49,55,82,83,22,60,132,261,55,62,0,11,0,3,875
TURCO,atencion odontologica,consulta nueva,2021-04-01,23,18,27,48,26,14,32,88,52,25,0,3,0,0,356
UMALA,atencion odontologica,consulta nueva,2021-04-01,4,4,2,4,0,6,0,13,7,2,0,7,0,1,50
UNCIA,atencion odontologica,consulta nueva,2021-04-01,24,33,38,48,38,62,35,258,24,9,0,12,0,6,587
URIONDO (A. CONCEPCION),atencion odontologica,consulta nueva,2021-04-01,25,35,29,69,34,63,58,191,13,13,0,11,0,1,542
URUBICHA,atencion odontologica,consulta nueva,2021-04-01,0,0,1,0,0,0,0,4,0,0,0,0,0,0,5
UYUNI,atencion odontologica,consulta nueva,2021-04-01,15,31,31,26,18,29,68,66,20,11,0,10,0,1,326
VACAS,atencion odontologica,consulta nueva,2021-04-01,11,20,30,37,8,65,82,99,7,32,0,0,0,7,398
VALLEGRANDE,atencion odontologica,consulta nueva,2021-04-01,68,88,56,42,11,30,31,135,32,30,0,19,0,16,558
VIACHA,atencion odontologica,consulta nueva,2021-04-01,57,55,146,149,36,53,94,297,63,38,0,42,0,5,1035
VILA VILA,atencion odontologica,consulta nueva,2021-04-01,27,16,195,330,14,28,30,58,5,8,0,4,0,1,716
VILLA CHARCAS,atencion odontologica,consulta nueva,2021-04-01,14,2,7,21,15,21,17,96,8,4,0,27,0,2,234
VILLA MONTES,atencion odontologica,consulta nueva,2021-04-01,10,8,43,64,13,28,118,180,20,6,0,11,0,5,506
VILLA NUEVA (LOMA ALTA),atencion odontologica,consulta nueva,2021-04-01,2,0,1,0,0,3,1,4,1,1,0,2,0,0,15
VILLA RIVERO,atencion odontologica,consulta nueva,2021-04-01,10,32,71,82,16,19,35,97,15,9,0,3,0,0,389
VILLA SERRANO,atencion odontologica,consulta nueva,2021-04-01,14,25,26,46,21,12,28,66,9,18,0,4,0,4,273
VILLA TUNARI,atencion odontologica,consulta nueva,2021-04-01,78,80,222,284,80,130,227,625,47,38,0,38,0,14,1863
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta nueva,2021-04-01,49,54,34,68,31,48,46,167,7,2,0,16,0,3,525
VILLAZON,atencion odontologica,consulta nueva,2021-04-01,133,65,90,103,36,112,98,280,23,43,0,61,0,7,1051
VINTO,atencion odontologica,consulta nueva,2021-04-01,136,130,389,455,161,223,205,782,36,52,0,14,0,11,2594
VITICHI,atencion odontologica,consulta nueva,2021-04-01,21,11,41,61,23,37,30,106,24,25,0,7,0,3,389
WALDO BALLIVIAN,atencion odontologica,consulta nueva,2021-04-01,3,5,9,14,2,5,17,24,1,2,0,0,0,0,82
WARNES,atencion odontologica,consulta nueva,2021-04-01,10,6,35,42,7,16,39,75,0,6,0,2,0,0,238
YACO,atencion odontologica,consulta nueva,2021-04-01,7,11,23,6,1,8,16,41,7,6,0,2,0,4,132
YACUIBA,atencion odontologica,consulta nueva,2021-04-01,29,22,104,119,37,70,152,377,60,46,0,12,0,3,1031
YAMPARAEZ,atencion odontologica,consulta nueva,2021-04-01,41,45,10,12,16,32,22,78,18,0,0,20,0,4,298
YANACACHI,atencion odontologica,consulta nueva,2021-04-01,0,4,9,10,3,0,10,20,7,0,0,0,0,0,63
YAPACANI,atencion odontologica,consulta nueva,2021-04-01,25,34,90,92,35,69,132,238,37,11,0,15,0,1,779
YOCALLA,atencion odontologica,consulta nueva,2021-04-01,3,8,10,28,3,8,20,43,10,2,0,11,0,3,149
YOTALA,atencion odontologica,consulta nueva,2021-04-01,17,32,46,64,12,20,14,69,1,9,0,3,0,0,287
YUNCHARA,atencion odontologica,consulta nueva,2021-04-01,5,7,54,55,13,9,21,56,3,7,0,2,0,1,233
ZUDAÑEZ,atencion odontologica,consulta nueva,2021-04-01,5,4,6,28,13,38,37,57,6,0,0,14,0,0,208
