,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES
COLCAPIRHUA,atencion odontologica,endodoncia,2021-04-01,2,1,0,6,2,3,3,4,1,1,0,0,0,0,23
"COLCHA ""K""",atencion odontologica,endodoncia,2021-04-01,1,0,4,3,0,1,8,8,0,0,0,0,0,0,25
COLLANA,atencion odontologica,endodoncia,2021-04-01,0,0,0,1,2,1,0,4,0,0,0,0,0,0,8
COLOMI,atencion odontologica,endodoncia,2021-04-01,1,2,4,2,0,0,0,1,3,0,0,0,0,0,13
COLPA BELGICA,atencion odontologica,endodoncia,2021-04-01,1,7,2,2,0,3,3,8,1,0,0,0,0,0,27
COLQUECHACA,atencion odontologica,endodoncia,2021-04-01,2,1,2,10,2,7,12,21,0,0,0,0,0,0,57
COLQUENCHA,atencion odontologica,endodoncia,2021-04-01,0,2,2,4,1,3,2,1,0,0,0,0,0,0,15
COLQUIRI,atencion odontologica,endodoncia,2021-04-01,1,0,0,4,1,0,4,4,0,0,0,0,0,0,14
COMARAPA,atencion odontologica,endodoncia,2021-04-01,6,1,1,0,1,0,4,4,0,0,0,0,0,0,17
COPACABANA,atencion odontologica,endodoncia,2021-04-01,0,1,0,0,0,2,2,2,0,0,0,0,0,0,7
COROICO,atencion odontologica,endodoncia,2021-04-01,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3
CORQUE,atencion odontologica,endodoncia,2021-04-01,1,0,2,1,0,0,1,2,2,0,0,0,0,0,9
COTAGAITA,atencion odontologica,endodoncia,2021-04-01,1,1,25,19,4,7,11,65,8,10,0,0,0,0,151
COTOCA,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,1,6,10,0,0,0,0,0,0,17
CUATRO CAÑADAS,atencion odontologica,endodoncia,2021-04-01,5,4,3,5,0,1,2,7,0,0,0,0,0,0,27
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncia,2021-04-01,0,0,2,0,0,0,1,2,0,0,0,0,0,0,5
CUEVO,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CULPINA,atencion odontologica,endodoncia,2021-04-01,0,0,1,4,0,7,8,13,1,0,0,0,0,0,34
CURAHUARA DE CARANGAS,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CURVA,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,4,5,3,0,0,0,0,0,0,12
EL ALTO,atencion odontologica,endodoncia,2021-04-01,38,47,190,185,44,147,184,414,69,46,0,0,0,0,1364
EL CHORO,atencion odontologica,endodoncia,2021-04-01,0,0,2,1,1,1,2,2,0,0,0,0,0,0,9
EL PUENTE(STC),atencion odontologica,endodoncia,2021-04-01,0,2,7,14,1,12,11,35,1,7,0,0,0,0,90
EL PUENTE(TJA),atencion odontologica,endodoncia,2021-04-01,0,2,0,2,0,1,3,8,0,2,0,0,0,0,18
EL TORNO,atencion odontologica,endodoncia,2021-04-01,16,10,2,0,4,4,8,34,6,4,0,0,0,0,88
EL VILLAR,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
ENTRE RIOS TRJ,atencion odontologica,endodoncia,2021-04-01,1,0,2,5,0,0,7,11,1,0,0,0,0,0,27
ENTRE RIOS CBBA,atencion odontologica,endodoncia,2021-04-01,0,0,0,3,0,4,1,3,0,0,0,0,0,0,11
ESCARA,atencion odontologica,endodoncia,2021-04-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
ESCOMA,atencion odontologica,endodoncia,2021-04-01,0,2,3,0,2,3,7,7,0,0,0,0,0,0,24
EUCALIPTUS,atencion odontologica,endodoncia,2021-04-01,1,0,0,2,0,0,0,1,0,0,0,0,0,0,4
FERNANDEZ ALONSO,atencion odontologica,endodoncia,2021-04-01,0,0,3,0,2,0,0,13,1,0,0,0,0,0,19
FILADELFIA,atencion odontologica,endodoncia,2021-04-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
GENERAL SAAVEDRA,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncia,2021-04-01,1,0,0,0,0,3,5,16,2,2,0,0,0,0,29
GUANAY,atencion odontologica,endodoncia,2021-04-01,1,0,1,0,2,1,7,3,0,1,0,0,0,0,16
GUAQUI,atencion odontologica,endodoncia,2021-04-01,0,0,0,1,2,3,3,8,0,1,0,0,0,0,18
GUAYARAMERIN,atencion odontologica,endodoncia,2021-04-01,0,0,1,0,1,1,0,1,0,0,0,0,0,0,4
GUTIERREZ,atencion odontologica,endodoncia,2021-04-01,0,1,0,0,0,1,2,2,0,0,0,0,0,0,6
HUACARETA,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
HUACHACALLA,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
HUANUNI,atencion odontologica,endodoncia,2021-04-01,2,5,11,17,0,7,17,30,3,0,0,0,0,0,92
HUARACAJE,atencion odontologica,endodoncia,2021-04-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
HUATAJATA,atencion odontologica,endodoncia,2021-04-01,0,0,1,6,0,4,2,3,0,2,0,0,0,0,18
HUAYLLAMARCA,atencion odontologica,endodoncia,2021-04-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
HUMANATA,atencion odontologica,endodoncia,2021-04-01,0,0,0,1,0,1,4,3,0,1,0,0,0,0,10
ICHOCA,atencion odontologica,endodoncia,2021-04-01,0,2,1,0,1,2,1,3,2,0,0,0,0,0,12
ICLA,atencion odontologica,endodoncia,2021-04-01,0,0,1,1,0,1,2,2,0,0,0,0,0,0,7
INCAHUASI,atencion odontologica,endodoncia,2021-04-01,0,0,1,2,1,2,6,8,0,1,0,0,0,0,21
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncia,2021-04-01,2,4,3,1,1,3,2,6,2,0,0,0,0,0,24
IXIAMAS,atencion odontologica,endodoncia,2021-04-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
JESUS DE MACHACA,atencion odontologica,endodoncia,2021-04-01,0,0,2,0,2,1,6,11,0,0,0,0,0,0,22
LA ASUNTA,atencion odontologica,endodoncia,2021-04-01,1,2,11,21,6,14,13,29,4,0,0,0,0,0,101
LA GUARDIA,atencion odontologica,endodoncia,2021-04-01,0,0,1,4,0,0,0,0,0,0,0,0,0,0,5
LA PAZ,atencion odontologica,endodoncia,2021-04-01,112,94,201,232,88,103,362,721,171,112,0,0,0,0,2196
LAGUNILLAS,atencion odontologica,endodoncia,2021-04-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
LAJA,atencion odontologica,endodoncia,2021-04-01,3,3,2,0,0,1,0,1,2,1,0,0,0,0,13
LAS CARRERAS,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,6,6,3,0,0,0,0,0,0,15
LLALLAGUA,atencion odontologica,endodoncia,2021-04-01,1,0,6,9,2,2,13,16,0,2,0,0,0,0,51
LLICA,atencion odontologica,endodoncia,2021-04-01,2,0,0,2,0,1,2,12,0,0,0,0,0,0,19
LURIBAY,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
MACHACAMARCA,atencion odontologica,endodoncia,2021-04-01,0,0,0,1,0,1,1,1,0,1,0,0,0,0,5
MAIRANA,atencion odontologica,endodoncia,2021-04-01,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3
MALLA,atencion odontologica,endodoncia,2021-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MAPIRI,atencion odontologica,endodoncia,2021-04-01,0,1,1,0,0,1,2,2,0,0,0,0,0,0,7
MECAPACA,atencion odontologica,endodoncia,2021-04-01,5,5,9,11,4,9,15,20,5,1,0,0,0,0,84
MIZQUE,atencion odontologica,endodoncia,2021-04-01,0,0,1,2,1,0,1,3,0,0,0,0,0,0,8
MOCOMOCO,atencion odontologica,endodoncia,2021-04-01,0,1,2,0,0,5,2,0,0,0,0,0,0,0,10
MOJOCOYA,atencion odontologica,endodoncia,2021-04-01,0,0,0,3,0,5,3,4,0,0,0,0,0,0,15
MONTEAGUDO,atencion odontologica,endodoncia,2021-04-01,0,0,2,2,5,6,4,15,2,0,0,0,0,0,36
MONTERO,atencion odontologica,endodoncia,2021-04-01,0,0,0,1,2,5,4,9,0,0,0,0,0,0,21
MORO MORO,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
MOROCHATA,atencion odontologica,endodoncia,2021-04-01,0,1,2,1,7,10,2,15,5,7,0,0,0,0,50
OCURI,atencion odontologica,endodoncia,2021-04-01,0,0,1,0,0,4,6,11,2,0,0,0,0,0,24
ORURO,atencion odontologica,endodoncia,2021-04-01,34,27,66,75,27,47,125,194,29,10,0,0,0,0,634
PADCAYA,atencion odontologica,endodoncia,2021-04-01,0,0,0,3,3,0,1,5,1,0,0,0,0,0,13
PADILLA,atencion odontologica,endodoncia,2021-04-01,0,0,0,2,0,0,2,7,1,0,0,0,0,0,12
PAILON,atencion odontologica,endodoncia,2021-04-01,6,0,3,0,0,0,2,2,0,0,0,0,0,0,13
PALCA,atencion odontologica,endodoncia,2021-04-01,1,2,5,4,4,8,10,20,2,4,0,0,0,0,60
PALOS BLANCOS,atencion odontologica,endodoncia,2021-04-01,2,1,0,0,2,4,0,10,0,0,0,0,0,0,19
PAMPA AULLAGAS,atencion odontologica,endodoncia,2021-04-01,0,0,2,0,0,0,0,1,1,0,0,0,0,0,4
PAMPA GRANDE,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PAPEL PAMPA,atencion odontologica,endodoncia,2021-04-01,0,3,0,2,0,0,4,3,2,2,0,0,0,0,16
PASORAPA,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
PATACAMAYA,atencion odontologica,endodoncia,2021-04-01,6,1,9,2,3,3,1,4,0,0,0,0,0,0,29
PAZÑA,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,2,1,5,4,0,0,0,0,0,0,12
PELECHUCO,atencion odontologica,endodoncia,2021-04-01,0,0,1,2,0,0,0,2,0,0,0,0,0,0,5
POCOATA,atencion odontologica,endodoncia,2021-04-01,1,0,0,2,0,2,1,7,2,1,0,0,0,0,16
POCONA,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,2,0,2,3,0,0,0,0,0,0,7
POJO (CBBA),atencion odontologica,endodoncia,2021-04-01,0,0,2,5,4,5,6,15,5,0,0,0,0,0,42
POOPO,atencion odontologica,endodoncia,2021-04-01,0,0,3,0,0,0,3,8,0,1,0,0,0,0,15
PORCO,atencion odontologica,endodoncia,2021-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
POROMA,atencion odontologica,endodoncia,2021-04-01,1,0,1,0,2,3,1,6,0,2,0,0,0,0,16
PORONGO,atencion odontologica,endodoncia,2021-04-01,1,0,0,0,0,0,1,3,0,0,0,0,0,0,5
PORVENIR,atencion odontologica,endodoncia,2021-04-01,1,1,0,1,0,1,4,9,0,0,0,0,0,0,17
POTOSI,atencion odontologica,endodoncia,2021-04-01,31,15,25,40,18,24,36,108,15,14,0,0,0,0,326
PRESTO,atencion odontologica,endodoncia,2021-04-01,0,0,7,3,0,3,2,26,2,1,0,0,0,0,44
PUCARA,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
PUCARANI,atencion odontologica,endodoncia,2021-04-01,3,1,1,2,1,4,5,10,3,1,0,0,0,0,31
PUERTO ACOSTA,atencion odontologica,endodoncia,2021-04-01,1,0,1,1,2,3,10,1,4,1,0,0,0,0,24
PUERTO CARABUCO,atencion odontologica,endodoncia,2021-04-01,0,0,0,2,0,4,3,1,0,0,0,0,0,0,10
PUERTO GONZALO MORENO,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,1,3,2,0,0,0,0,0,0,0,6
PUERTO RICO,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,3,2,7,2,0,0,0,0,0,14
PUERTO VILLARROEL,atencion odontologica,endodoncia,2021-04-01,6,6,0,1,6,9,11,10,0,2,0,0,0,0,51
PUNA,atencion odontologica,endodoncia,2021-04-01,0,1,0,0,0,0,2,4,0,1,0,0,0,0,8
PUNATA,atencion odontologica,endodoncia,2021-04-01,7,3,5,7,2,9,7,23,4,2,0,0,0,0,69
QUIABAYA,atencion odontologica,endodoncia,2021-04-01,1,0,0,1,0,0,2,0,0,0,0,0,0,0,4
QUILLACOLLO,atencion odontologica,endodoncia,2021-04-01,11,9,15,26,7,19,16,60,23,7,0,0,0,0,193
QUIME,atencion odontologica,endodoncia,2021-04-01,0,3,1,7,3,0,22,17,1,1,0,0,0,0,55
RAVELO,atencion odontologica,endodoncia,2021-04-01,2,2,6,2,0,6,3,3,0,0,0,0,0,0,24
REYES,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
RIBERALTA,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,0,1,9,0,0,0,0,0,0,10
ROBORE,atencion odontologica,endodoncia,2021-04-01,0,1,10,25,1,27,62,55,0,17,0,0,0,0,198
SABAYA,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
SACABA,atencion odontologica,endodoncia,2021-04-01,17,16,14,27,15,4,20,51,12,3,0,0,0,0,179
SACACA,atencion odontologica,endodoncia,2021-04-01,0,1,2,0,0,0,0,2,0,1,0,0,0,0,6
SAIPINA,atencion odontologica,endodoncia,2021-04-01,1,2,0,1,0,0,2,2,0,0,0,0,0,0,8
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncia,2021-04-01,3,0,5,5,1,5,12,15,2,0,0,0,0,0,48
SAMAIPATA,atencion odontologica,endodoncia,2021-04-01,0,0,3,0,0,1,1,1,0,0,0,0,0,0,6
SAN ANDRES DE MACHACA,atencion odontologica,endodoncia,2021-04-01,0,0,0,1,0,0,0,2,4,0,0,0,0,0,7
SAN BENITO,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,2,0,0,3,0,0,0,0,0,0,5
SAN BORJA,atencion odontologica,endodoncia,2021-04-01,2,0,0,0,2,1,2,3,0,0,0,0,0,0,10
SAN BUENA VENTURA,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAN CARLOS,atencion odontologica,endodoncia,2021-04-01,0,1,3,4,0,6,4,9,4,1,0,0,0,0,32
SAN IGNACIO,atencion odontologica,endodoncia,2021-04-01,0,1,7,14,11,10,19,33,5,5,0,0,0,0,105
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncia,2021-04-01,0,4,10,4,1,1,0,10,0,1,0,0,0,0,31
SAN JAVIER(BNI),atencion odontologica,endodoncia,2021-04-01,0,0,1,3,0,0,2,5,0,0,0,0,0,0,11
SAN JOAQUIN,atencion odontologica,endodoncia,2021-04-01,0,0,0,1,0,4,2,7,1,0,0,0,0,0,15
SAN JUAN DE YAPACANI,atencion odontologica,endodoncia,2021-04-01,2,0,0,1,0,0,0,1,0,0,0,0,0,0,4
SAN JULIAN,atencion odontologica,endodoncia,2021-04-01,0,0,4,3,0,0,3,3,0,0,0,0,0,0,13
SAN LORENZO(PND),atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN LORENZO(TJA),atencion odontologica,endodoncia,2021-04-01,2,0,4,4,3,3,4,7,1,0,0,0,0,0,28
SAN LUCAS,atencion odontologica,endodoncia,2021-04-01,2,3,5,14,5,7,11,27,1,1,0,0,0,0,76
SAN MATIAS,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,1,3,18,0,1,0,0,0,0,23
SAN PABLO DE LIPEZ,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN PEDRO,atencion odontologica,endodoncia,2021-04-01,0,0,0,1,0,2,1,1,2,2,0,0,0,0,9
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncia,2021-04-01,6,0,1,3,1,3,12,14,0,0,0,0,0,0,40
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SAN PEDRO DE MACHA,atencion odontologica,endodoncia,2021-04-01,1,1,4,9,6,7,10,24,1,0,0,0,0,0,63
SAN PEDRO DE QUEMES,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4
SAN RAFAEL,atencion odontologica,endodoncia,2021-04-01,0,0,0,1,0,0,2,1,0,0,0,0,0,0,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncia,2021-04-01,33,15,59,72,32,54,382,476,102,62,0,0,0,0,1287
SANTA ROSA DEL SARA,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,0,3,3,2,0,0,0,0,0,8
SANTIAGO DE HUARI,atencion odontologica,endodoncia,2021-04-01,0,0,0,2,2,0,1,2,1,0,0,0,0,0,8
SANTIAGO DE HUATA,atencion odontologica,endodoncia,2021-04-01,2,0,2,1,0,9,0,4,1,0,0,0,0,0,19
SANTIVAÑES,atencion odontologica,endodoncia,2021-04-01,0,1,3,3,0,0,1,1,0,4,0,0,0,0,13
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncia,2021-04-01,0,0,2,0,0,0,1,1,0,0,0,0,0,0,4
SAPAHAQUI,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SICA SICA (VILLA AROMA),atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SIPE SIPE,atencion odontologica,endodoncia,2021-04-01,1,3,1,7,0,1,3,5,1,0,0,0,0,0,22
SOPACHUY,atencion odontologica,endodoncia,2021-04-01,2,0,2,2,0,0,2,6,0,0,0,0,0,0,14
SORACACHI,atencion odontologica,endodoncia,2021-04-01,0,1,2,0,0,2,3,6,1,1,0,0,0,0,16
SORATA,atencion odontologica,endodoncia,2021-04-01,10,7,7,4,2,2,2,7,3,0,0,0,0,0,44
SUCRE,atencion odontologica,endodoncia,2021-04-01,43,31,104,90,17,55,117,222,42,25,0,0,0,0,746
TACACOMA,atencion odontologica,endodoncia,2021-04-01,0,1,6,5,2,2,9,5,0,2,0,0,0,0,32
TACOPAYA,atencion odontologica,endodoncia,2021-04-01,0,0,2,2,3,4,4,11,1,5,0,0,0,0,32
TAHUA,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3
TAPACARI,atencion odontologica,endodoncia,2021-04-01,0,1,3,0,1,0,4,12,0,1,0,0,0,0,22
TARABUCO,atencion odontologica,endodoncia,2021-04-01,0,0,0,3,0,1,0,11,3,0,0,0,0,0,18
TARACO,atencion odontologica,endodoncia,2021-04-01,0,0,3,0,1,2,3,2,1,0,0,0,0,0,12
TARATA,atencion odontologica,endodoncia,2021-04-01,0,0,0,2,0,2,1,2,0,0,0,0,0,0,7
TARIJA,atencion odontologica,endodoncia,2021-04-01,6,7,33,26,12,21,56,82,25,26,0,0,0,0,294
TARVITA,atencion odontologica,endodoncia,2021-04-01,5,0,2,6,9,17,14,15,0,1,0,0,0,0,69
TEOPONTE,atencion odontologica,endodoncia,2021-04-01,0,0,1,0,1,4,0,0,0,1,0,0,0,0,7
TIAHUANACU,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,2,0,6,0,0,0,0,0,0,8
TINGUIPAYA,atencion odontologica,endodoncia,2021-04-01,0,0,1,1,2,0,7,8,0,0,0,0,0,0,19
TIQUIPAYA,atencion odontologica,endodoncia,2021-04-01,5,6,11,10,3,7,3,8,1,1,0,0,0,0,55
TIRAQUE (CBBA),atencion odontologica,endodoncia,2021-04-01,0,1,1,6,1,5,3,4,0,1,0,0,0,0,22
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,endodoncia,2021-04-01,2,0,0,0,0,4,1,2,0,1,0,0,0,0,10
TOCO,atencion odontologica,endodoncia,2021-04-01,0,3,1,0,0,2,0,1,0,0,0,0,0,0,7
TODOS SANTOS,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TOLEDO,atencion odontologica,endodoncia,2021-04-01,0,0,1,0,0,1,0,3,0,0,0,0,0,0,5
TOMAVE,atencion odontologica,endodoncia,2021-04-01,0,1,3,0,0,1,6,8,0,0,0,0,0,0,19
TOMINA,atencion odontologica,endodoncia,2021-04-01,2,1,6,2,3,1,1,8,0,0,0,0,0,0,24
TORO TORO,atencion odontologica,endodoncia,2021-04-01,0,1,0,0,0,2,4,1,0,0,0,0,0,0,8
TOTORA(CBBA),atencion odontologica,endodoncia,2021-04-01,0,0,0,0,4,0,0,6,0,2,0,0,0,0,12
TRINIDAD,atencion odontologica,endodoncia,2021-04-01,1,2,10,2,6,14,20,28,3,0,0,0,0,0,86
TUPIZA,atencion odontologica,endodoncia,2021-04-01,2,3,15,10,4,29,45,127,13,33,0,0,0,0,281
TURCO,atencion odontologica,endodoncia,2021-04-01,2,0,1,3,0,0,2,2,1,1,0,0,0,0,12
UNCIA,atencion odontologica,endodoncia,2021-04-01,2,3,1,7,1,1,0,7,0,0,0,0,0,0,22
URIONDO (A. CONCEPCION),atencion odontologica,endodoncia,2021-04-01,0,1,2,3,0,3,2,9,1,0,0,0,0,0,21
UYUNI,atencion odontologica,endodoncia,2021-04-01,2,4,3,6,7,13,8,3,5,0,0,0,0,0,51
VACAS,atencion odontologica,endodoncia,2021-04-01,1,0,1,0,0,1,4,5,0,2,0,0,0,0,14
VALLEGRANDE,atencion odontologica,endodoncia,2021-04-01,0,2,0,2,0,0,5,9,2,7,0,0,0,0,27
VIACHA,atencion odontologica,endodoncia,2021-04-01,12,18,37,60,9,16,44,157,25,19,0,0,0,0,397
VILA VILA,atencion odontologica,endodoncia,2021-04-01,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3
VILLA CHARCAS,atencion odontologica,endodoncia,2021-04-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
VILLA MONTES,atencion odontologica,endodoncia,2021-04-01,2,0,4,7,0,0,6,14,0,3,0,0,0,0,36
VILLA RIVERO,atencion odontologica,endodoncia,2021-04-01,0,0,9,0,0,0,0,2,2,0,0,0,0,0,13
VILLA SERRANO,atencion odontologica,endodoncia,2021-04-01,0,0,0,0,1,0,1,4,0,0,0,0,0,0,6
VILLA TUNARI,atencion odontologica,endodoncia,2021-04-01,3,7,11,13,9,13,17,62,4,4,0,0,0,0,143
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncia,2021-04-01,0,0,1,4,1,1,3,8,0,0,0,0,0,0,18
VILLAZON,atencion odontologica,endodoncia,2021-04-01,6,0,3,9,4,4,9,12,3,6,0,0,0,0,56
VINTO,atencion odontologica,endodoncia,2021-04-01,0,3,10,14,6,6,8,43,2,2,0,0,0,0,94
VITICHI,atencion odontologica,endodoncia,2021-04-01,2,2,4,8,1,5,2,14,3,3,0,0,0,0,44
WARNES,atencion odontologica,endodoncia,2021-04-01,0,1,1,4,1,1,11,2,0,0,0,0,0,0,21
YACUIBA,atencion odontologica,endodoncia,2021-04-01,4,0,20,25,8,7,17,38,12,2,0,0,0,0,133
YAMPARAEZ,atencion odontologica,endodoncia,2021-04-01,0,0,1,0,2,3,3,8,1,0,0,0,0,0,18
YAPACANI,atencion odontologica,endodoncia,2021-04-01,1,7,11,8,13,17,15,42,3,4,0,0,0,0,121
YOCALLA,atencion odontologica,endodoncia,2021-04-01,0,1,1,6,0,2,3,6,3,0,0,0,0,0,22
YOTALA,atencion odontologica,endodoncia,2021-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
YUNCHARA,atencion odontologica,endodoncia,2021-04-01,0,0,2,0,0,0,3,8,0,0,0,0,0,0,13
ZUDAÑEZ,atencion odontologica,endodoncia,2021-04-01,0,0,0,4,0,1,1,0,0,0,0,0,0,0,6
ACHACACHI,atencion odontologica,endodoncia,2021-05-01,4,3,3,7,13,14,7,17,3,2,0,0,0,0,73
ACHOCALLA,atencion odontologica,endodoncia,2021-05-01,3,2,3,6,0,6,1,13,0,0,0,0,0,0,34
AIQUILE,atencion odontologica,endodoncia,2021-05-01,17,4,34,31,3,23,30,81,11,14,0,0,0,0,248
ALCALA,atencion odontologica,endodoncia,2021-05-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
ALTO BENI,atencion odontologica,endodoncia,2021-05-01,1,0,0,2,1,0,2,3,0,0,0,0,0,0,9
ANCORAIMES,atencion odontologica,endodoncia,2021-05-01,0,0,2,1,1,0,1,4,0,0,0,0,0,0,9
ANDAMARCA,atencion odontologica,endodoncia,2021-05-01,2,0,2,1,0,0,3,6,0,0,0,0,0,0,14
ANTEQUERA,atencion odontologica,endodoncia,2021-05-01,0,0,0,2,0,2,7,8,0,0,0,0,0,0,19
APOLO,atencion odontologica,endodoncia,2021-05-01,0,0,1,1,2,0,0,4,0,0,0,0,0,0,8
ARAMPAMPA,atencion odontologica,endodoncia,2021-05-01,0,0,4,1,0,0,0,2,0,0,0,0,0,0,7
ARANI,atencion odontologica,endodoncia,2021-05-01,0,1,2,1,0,0,2,6,0,0,0,0,0,0,12
ARBIETO,atencion odontologica,endodoncia,2021-05-01,1,1,4,4,2,2,6,10,1,3,0,0,0,0,34
ARQUE,atencion odontologica,endodoncia,2021-05-01,0,0,1,0,0,2,0,3,0,0,0,0,0,0,6
ASCENCION DE GUARAYOS,atencion odontologica,endodoncia,2021-05-01,1,6,21,8,2,2,0,19,2,3,0,0,0,0,64
ATOCHA,atencion odontologica,endodoncia,2021-05-01,15,6,27,31,4,29,54,82,6,2,0,0,0,0,256
AUCAPATA,atencion odontologica,endodoncia,2021-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AYATA,atencion odontologica,endodoncia,2021-05-01,0,0,0,2,1,3,2,7,1,0,0,0,0,0,16
AYO AYO,atencion odontologica,endodoncia,2021-05-01,4,0,1,1,2,7,1,4,0,2,0,0,0,0,22
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncia,2021-05-01,2,5,8,11,2,9,29,30,4,1,0,0,0,0,101
AZURDUY,atencion odontologica,endodoncia,2021-05-01,0,1,0,4,0,2,1,2,0,0,0,0,0,0,10
BATALLAS,atencion odontologica,endodoncia,2021-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BAURES,atencion odontologica,endodoncia,2021-05-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
BELEN DE ANDAMARCA,atencion odontologica,endodoncia,2021-05-01,0,0,0,0,1,4,0,1,0,0,0,0,0,0,6
