,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES
ESCARA,atencion odontologica,consulta repetida,2021-04-01,0,1,0,0,0,0,1,1,0,1,0,0,0,0,4
ESCOMA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
ESMERALDA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EUCALIPTUS,atencion odontologica,consulta repetida,2021-04-01,0,0,0,3,5,2,2,4,0,0,0,0,0,0,16
FERNANDEZ ALONSO,atencion odontologica,consulta repetida,2021-04-01,1,0,2,1,3,2,1,10,0,0,0,0,0,0,20
FILADELFIA,atencion odontologica,consulta repetida,2021-04-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
GENERAL SAAVEDRA,atencion odontologica,consulta repetida,2021-04-01,0,0,1,0,0,2,1,3,1,2,0,0,0,0,10
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GUANAY,atencion odontologica,consulta repetida,2021-04-01,0,0,3,1,3,4,14,20,4,0,0,2,0,1,52
GUAYARAMERIN,atencion odontologica,consulta repetida,2021-04-01,1,0,3,1,4,2,1,4,2,0,0,0,0,0,18
GUTIERREZ,atencion odontologica,consulta repetida,2021-04-01,0,0,4,0,0,4,2,7,0,0,0,0,0,0,17
HUACARETA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,4,10,3,2,0,0,0,0,0,19
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta repetida,2021-04-01,0,3,1,2,0,0,0,2,0,0,0,0,0,0,8
HUACHACALLA,atencion odontologica,consulta repetida,2021-04-01,4,1,0,1,2,0,0,12,3,1,0,7,0,0,31
HUANUNI,atencion odontologica,consulta repetida,2021-04-01,1,6,24,25,3,22,58,61,9,1,0,0,0,0,210
HUARACAJE,atencion odontologica,consulta repetida,2021-04-01,0,0,0,1,0,0,2,2,0,0,0,0,0,0,5
HUARINA,atencion odontologica,consulta repetida,2021-04-01,0,3,1,3,0,4,8,3,15,2,0,0,0,0,39
HUATAJATA,atencion odontologica,consulta repetida,2021-04-01,1,0,0,1,1,9,0,4,0,1,0,0,0,0,17
HUAYLLAMARCA,atencion odontologica,consulta repetida,2021-04-01,1,0,0,2,0,2,0,1,0,0,0,0,0,0,6
HUMANATA,atencion odontologica,consulta repetida,2021-04-01,0,2,10,3,0,5,8,15,4,6,0,1,0,0,54
ICLA,atencion odontologica,consulta repetida,2021-04-01,0,0,1,0,2,0,2,8,1,0,0,0,0,0,14
INCAHUASI,atencion odontologica,consulta repetida,2021-04-01,2,0,2,3,1,0,6,6,0,1,0,0,0,0,21
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4
IXIAMAS,atencion odontologica,consulta repetida,2021-04-01,0,0,0,1,4,3,1,10,3,1,0,0,0,0,23
JESUS DE MACHACA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,1,0,1,0,2,0,0,0,0,0,0,4
LA ASUNTA,atencion odontologica,consulta repetida,2021-04-01,1,1,6,14,5,14,20,45,7,1,0,5,0,0,119
LA GUARDIA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4
LA PAZ,atencion odontologica,consulta repetida,2021-04-01,200,236,453,442,283,290,800,1524,424,266,0,12,0,6,4936
LA RIVERA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3
LAGUNILLAS,atencion odontologica,consulta repetida,2021-04-01,3,0,2,6,0,3,5,13,1,0,0,0,0,0,33
LAJA,atencion odontologica,consulta repetida,2021-04-01,3,2,3,1,0,0,1,0,1,0,0,0,0,0,11
LAS CARRERAS,atencion odontologica,consulta repetida,2021-04-01,2,0,0,1,3,10,18,22,8,1,0,0,0,0,65
LLALLAGUA,atencion odontologica,consulta repetida,2021-04-01,9,9,8,19,13,27,40,75,3,15,0,0,0,0,218
LLICA,atencion odontologica,consulta repetida,2021-04-01,2,0,0,2,0,0,2,13,0,0,0,0,0,0,19
MACHACAMARCA,atencion odontologica,consulta repetida,2021-04-01,5,0,3,1,8,5,9,17,1,3,0,0,0,0,52
MACHARETI,atencion odontologica,consulta repetida,2021-04-01,18,20,5,3,0,1,0,17,0,0,0,14,0,3,81
MAGDALENA,atencion odontologica,consulta repetida,2021-04-01,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4
MAPIRI,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,1,3,1,0,0,0,0,0,0,5
MECAPACA,atencion odontologica,consulta repetida,2021-04-01,2,0,5,5,2,4,8,8,2,1,0,0,0,0,37
MIZQUE,atencion odontologica,consulta repetida,2021-04-01,0,3,5,4,2,8,7,27,2,2,0,0,0,0,60
MOCOMOCO,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
MOJOCOYA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,2,13,7,8,1,4,0,1,0,0,36
MONTEAGUDO,atencion odontologica,consulta repetida,2021-04-01,0,0,2,7,8,11,8,37,3,3,0,0,0,0,79
MONTERO,atencion odontologica,consulta repetida,2021-04-01,0,0,0,3,13,5,5,16,0,4,0,0,0,0,46
MORO MORO,atencion odontologica,consulta repetida,2021-04-01,0,0,2,2,0,2,11,10,0,0,0,0,0,0,27
MOROCHATA,atencion odontologica,consulta repetida,2021-04-01,0,0,1,0,1,3,0,2,0,0,0,0,0,0,7
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5
OCURI,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,2,8,1,0,0,0,0,0,0,11
OMEREQUE,atencion odontologica,consulta repetida,2021-04-01,0,0,3,18,3,3,4,8,2,6,0,2,0,0,49
ORURO,atencion odontologica,consulta repetida,2021-04-01,101,107,234,265,116,180,596,916,133,85,0,29,0,39,2801
PADCAYA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,5,4,2,13,15,1,0,0,0,0,0,40
PADILLA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,3,0,0,3,3,3,0,0,0,0,0,12
PAILON,atencion odontologica,consulta repetida,2021-04-01,9,4,10,8,5,17,17,31,6,8,0,0,0,0,115
PALCA,atencion odontologica,consulta repetida,2021-04-01,1,0,2,0,0,3,0,6,0,3,0,0,0,1,16
PALOS BLANCOS,atencion odontologica,consulta repetida,2021-04-01,2,4,126,109,5,7,3,21,0,2,0,0,0,0,279
PAMPA AULLAGAS,atencion odontologica,consulta repetida,2021-04-01,0,0,1,0,0,0,0,2,1,0,0,2,0,0,6
PAMPA GRANDE,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PAPEL PAMPA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,0,1,1,1,2,0,0,0,0,5
PASORAPA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,6,3,7,5,0,0,0,0,0,21
PATACAMAYA,atencion odontologica,consulta repetida,2021-04-01,0,0,2,0,0,0,0,9,0,0,0,0,0,0,11
PAZÑA,atencion odontologica,consulta repetida,2021-04-01,3,5,2,7,7,10,18,29,1,0,0,0,0,0,82
POCOATA,atencion odontologica,consulta repetida,2021-04-01,0,5,0,1,5,3,6,14,5,0,0,0,0,1,40
POCONA,atencion odontologica,consulta repetida,2021-04-01,4,1,1,2,7,4,5,17,1,2,0,0,0,0,44
POJO (CBBA),atencion odontologica,consulta repetida,2021-04-01,1,1,6,12,6,22,15,60,14,0,0,1,0,1,139
POOPO,atencion odontologica,consulta repetida,2021-04-01,0,2,9,8,1,9,15,47,3,2,0,2,0,0,98
PORCO,atencion odontologica,consulta repetida,2021-04-01,3,2,7,0,0,1,0,11,1,0,0,2,0,0,27
POROMA,atencion odontologica,consulta repetida,2021-04-01,0,0,1,0,4,5,0,7,0,2,0,0,0,0,19
PORONGO,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
PORTACHUELO,atencion odontologica,consulta repetida,2021-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PORVENIR,atencion odontologica,consulta repetida,2021-04-01,1,1,2,4,1,2,16,29,1,0,0,1,0,3,61
POSTRER VALLE,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,1,0,1,2,0,0,0,0,0,0,4
POTOSI,atencion odontologica,consulta repetida,2021-04-01,70,62,97,138,58,94,328,521,32,21,0,21,0,5,1447
PRESTO,atencion odontologica,consulta repetida,2021-04-01,0,0,3,3,0,5,0,13,1,3,0,0,0,0,28
PUCARA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
PUCARANI,atencion odontologica,consulta repetida,2021-04-01,0,2,1,0,2,0,0,5,1,1,0,1,0,0,13
PUERTO ACOSTA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,0,6,0,3,0,0,0,0,0,9
PUERTO CARABUCO,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
PUERTO GONZALO MORENO,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,1,11,10,1,0,0,0,0,0,0,23
PUERTO PEREZ,atencion odontologica,consulta repetida,2021-04-01,0,2,1,1,1,3,0,1,1,1,0,0,0,0,11
PUERTO QUIJARRO,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PUERTO RICO,atencion odontologica,consulta repetida,2021-04-01,1,0,1,1,1,10,10,19,2,1,0,0,0,0,46
PUERTO VILLARROEL,atencion odontologica,consulta repetida,2021-04-01,2,0,0,1,7,8,3,8,2,1,0,2,0,0,34
PUNA,atencion odontologica,consulta repetida,2021-04-01,1,0,3,1,3,1,14,16,0,2,0,0,0,0,41
PUNATA,atencion odontologica,consulta repetida,2021-04-01,10,3,9,23,4,12,20,60,3,1,0,0,0,0,145
QUIABAYA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
QUILLACOLLO,atencion odontologica,consulta repetida,2021-04-01,10,16,38,45,37,60,61,65,31,13,0,0,0,0,376
QUIME,atencion odontologica,consulta repetida,2021-04-01,0,1,2,3,0,0,18,13,1,1,0,0,0,0,39
QUIRUSILLAS,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3
RAVELO,atencion odontologica,consulta repetida,2021-04-01,3,2,2,5,1,36,4,29,3,0,0,0,0,1,86
REYES,atencion odontologica,consulta repetida,2021-04-01,1,0,1,0,0,1,1,8,0,0,0,0,0,0,12
RIBERALTA,atencion odontologica,consulta repetida,2021-04-01,0,0,2,2,3,4,0,2,0,0,0,0,0,0,13
ROBORE,atencion odontologica,consulta repetida,2021-04-01,2,2,8,24,1,5,21,21,1,19,0,0,0,0,104
RURRENABAQUE,atencion odontologica,consulta repetida,2021-04-01,0,0,3,0,3,1,7,8,0,0,0,0,0,0,22
SABAYA,atencion odontologica,consulta repetida,2021-04-01,0,1,2,9,1,2,5,9,2,2,0,4,0,0,37
SACABA,atencion odontologica,consulta repetida,2021-04-01,10,11,11,25,7,11,26,62,10,10,0,0,0,0,183
SACACA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,0,0,5,0,2,0,0,0,0,7
SAIPINA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,2,3,0,2,5,0,0,0,0,0,0,12
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta repetida,2021-04-01,3,1,16,20,3,20,26,50,14,20,0,0,0,0,173
SAMAIPATA,atencion odontologica,consulta repetida,2021-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN ANDRES DE MACHACA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,1,0,7,0,0,0,0,0,0,8
SAN BENITO,atencion odontologica,consulta repetida,2021-04-01,1,0,2,3,9,4,4,22,4,0,0,0,0,0,49
SAN BORJA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,1,2,3,0,0,0,0,0,0,6
SAN BUENA VENTURA,atencion odontologica,consulta repetida,2021-04-01,0,0,1,1,1,0,0,3,0,0,0,0,0,0,6
SAN CARLOS,atencion odontologica,consulta repetida,2021-04-01,0,0,2,3,0,4,5,2,0,0,0,0,0,5,21
SAN IGNACIO,atencion odontologica,consulta repetida,2021-04-01,0,0,1,2,5,5,5,26,0,0,0,3,0,0,47
SAN IGNACIO DE VELASCO,atencion odontologica,consulta repetida,2021-04-01,0,1,19,5,2,4,7,14,3,4,0,0,0,2,61
SAN JAVIER(STC),atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN JOAQUIN,atencion odontologica,consulta repetida,2021-04-01,0,0,4,6,0,6,2,4,0,0,0,0,0,0,22
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta repetida,2021-04-01,0,3,0,1,0,0,3,2,0,0,0,0,0,0,9
SAN JULIAN,atencion odontologica,consulta repetida,2021-04-01,11,6,2,3,0,0,6,13,0,0,0,0,0,0,41
SAN LORENZO(PND),atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2021-04-01,1,1,4,3,6,10,8,25,7,0,0,1,0,0,66
SAN LUCAS,atencion odontologica,consulta repetida,2021-04-01,0,2,2,6,6,15,14,47,2,0,0,0,0,0,94
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2021-04-01,0,0,2,2,9,4,31,69,0,1,0,0,0,0,118
SAN PABLO DE LIPEZ,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SAN PEDRO,atencion odontologica,consulta repetida,2021-04-01,1,0,2,3,1,6,6,29,10,3,0,0,0,0,61
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2021-04-01,6,2,2,2,2,5,24,27,0,0,0,3,0,0,73
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN PEDRO DE MACHA,atencion odontologica,consulta repetida,2021-04-01,4,2,3,8,3,9,14,35,2,3,0,3,0,1,87
SAN PEDRO DE QUEMES,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAN RAFAEL,atencion odontologica,consulta repetida,2021-04-01,0,0,0,1,0,0,5,6,0,0,0,0,0,0,12
SAN RAMON SCZ,atencion odontologica,consulta repetida,2021-04-01,1,2,5,4,0,3,5,4,1,0,0,0,0,0,25
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2021-04-01,50,54,101,151,98,192,814,883,173,99,0,1,0,1,2617
SANTA ROSA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,1,0,0,0,2,1,0,0,0,0,0,4
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2021-04-01,0,0,4,7,8,4,10,10,8,9,0,0,0,0,60
SANTIAGO DE HUATA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,3,0,2,0,0,0,0,0,0,5
SANTIVAÑES,atencion odontologica,consulta repetida,2021-04-01,1,4,6,9,0,3,0,24,0,8,0,0,0,0,55
SANTUARIO DE QUILLACAS,atencion odontologica,consulta repetida,2021-04-01,0,0,8,0,0,0,9,10,6,2,0,0,0,0,35
SAPAHAQUI,atencion odontologica,consulta repetida,2021-04-01,0,1,2,0,0,0,8,5,0,0,0,0,0,0,16
SHINAOTA,atencion odontologica,consulta repetida,2021-04-01,2,0,1,0,0,1,8,1,1,0,0,0,0,0,14
SICA SICA (VILLA AROMA),atencion odontologica,consulta repetida,2021-04-01,0,1,0,1,4,5,1,1,0,0,0,0,0,0,13
SIPE SIPE,atencion odontologica,consulta repetida,2021-04-01,10,27,12,25,5,12,13,80,12,19,0,1,0,3,219
SOPACHUY,atencion odontologica,consulta repetida,2021-04-01,0,1,1,3,2,0,2,15,0,0,0,0,0,0,24
SORACACHI,atencion odontologica,consulta repetida,2021-04-01,0,2,18,7,4,7,13,32,8,5,0,3,0,0,99
SORATA,atencion odontologica,consulta repetida,2021-04-01,0,2,0,0,0,1,1,3,0,0,0,0,0,0,7
SUCRE,atencion odontologica,consulta repetida,2021-04-01,89,88,222,204,92,178,339,482,74,65,0,9,0,0,1842
TACACOMA,atencion odontologica,consulta repetida,2021-04-01,0,0,1,4,0,2,2,1,1,1,0,0,0,0,12
TACOPAYA,atencion odontologica,consulta repetida,2021-04-01,0,0,3,3,6,9,11,25,1,9,0,5,0,1,73
TAHUA,atencion odontologica,consulta repetida,2021-04-01,0,0,2,1,0,1,0,0,0,0,0,0,0,0,4
TAPACARI,atencion odontologica,consulta repetida,2021-04-01,2,11,13,6,6,4,15,30,3,6,0,1,0,0,97
TARABUCO,atencion odontologica,consulta repetida,2021-04-01,0,0,2,1,2,2,2,18,0,0,0,0,0,0,27
TARACO,atencion odontologica,consulta repetida,2021-04-01,0,0,3,0,0,1,1,0,0,0,0,0,0,0,5
TARATA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,9,0,5,4,6,2,3,0,0,0,0,29
TARIJA,atencion odontologica,consulta repetida,2021-04-01,16,4,54,67,39,39,170,234,30,50,0,0,0,0,703
TARVITA,atencion odontologica,consulta repetida,2021-04-01,11,6,3,5,8,22,16,29,1,0,0,2,0,0,103
TEOPONTE,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,4,1,3,0,0,0,0,0,0,8
TIAHUANACU,atencion odontologica,consulta repetida,2021-04-01,1,1,1,1,0,1,0,3,0,0,0,0,0,0,8
TINGUIPAYA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,1,4,0,6,11,0,0,0,0,0,0,22
TIPUANI,atencion odontologica,consulta repetida,2021-04-01,0,0,2,0,0,1,0,3,0,0,0,0,0,1,7
TIQUIPAYA,atencion odontologica,consulta repetida,2021-04-01,9,6,13,22,3,12,3,10,0,0,0,0,0,2,80
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2021-04-01,0,1,5,11,0,7,0,10,0,8,0,0,0,0,42
TOCO,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,1,2,0,32,0,1,0,0,0,0,36
TODOS SANTOS,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,0,5,0,2,0,0,0,0,0,7
TOLATA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TOLEDO,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
TOMAVE,atencion odontologica,consulta repetida,2021-04-01,0,1,3,3,1,2,5,17,3,0,0,1,0,0,36
TOMINA,atencion odontologica,consulta repetida,2021-04-01,4,5,18,6,11,11,1,28,0,0,0,0,0,0,84
TORO TORO,atencion odontologica,consulta repetida,2021-04-01,0,1,2,0,0,1,0,7,0,0,0,1,0,2,14
TOTORA(CBBA),atencion odontologica,consulta repetida,2021-04-01,2,0,1,1,7,7,1,20,0,2,0,0,0,0,41
TOTORA(ORR),atencion odontologica,consulta repetida,2021-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TRIGAL,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRINIDAD,atencion odontologica,consulta repetida,2021-04-01,10,2,21,6,13,10,67,53,14,3,0,0,0,0,199
TUPIZA,atencion odontologica,consulta repetida,2021-04-01,2,4,4,16,1,28,61,108,11,9,0,3,0,0,247
TURCO,atencion odontologica,consulta repetida,2021-04-01,4,3,10,10,2,0,13,17,1,5,0,0,0,0,65
UNCIA,atencion odontologica,consulta repetida,2021-04-01,5,3,11,19,11,15,6,71,4,0,0,7,0,1,153
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2021-04-01,0,5,4,6,5,3,7,46,1,0,0,0,0,0,77
UYUNI,atencion odontologica,consulta repetida,2021-04-01,0,6,4,10,9,15,26,20,11,4,0,0,0,0,105
VACAS,atencion odontologica,consulta repetida,2021-04-01,2,3,2,2,2,1,11,14,0,4,0,0,0,1,42
VALLEGRANDE,atencion odontologica,consulta repetida,2021-04-01,0,5,8,7,4,4,8,23,3,7,0,1,0,1,71
VIACHA,atencion odontologica,consulta repetida,2021-04-01,21,13,4,9,2,10,10,48,6,6,0,0,0,0,129
VILA VILA,atencion odontologica,consulta repetida,2021-04-01,0,0,0,1,0,1,3,0,0,0,0,0,0,0,5
VILLA CHARCAS,atencion odontologica,consulta repetida,2021-04-01,0,1,0,3,0,3,0,5,0,0,0,0,0,0,12
VILLA MONTES,atencion odontologica,consulta repetida,2021-04-01,1,0,8,5,0,0,25,36,1,4,0,0,0,0,80
VILLA RIVERO,atencion odontologica,consulta repetida,2021-04-01,0,1,17,2,2,6,6,15,2,1,0,0,0,0,52
VILLA SERRANO,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,2,0,2,4,0,0,0,0,0,0,8
VILLA TUNARI,atencion odontologica,consulta repetida,2021-04-01,8,1,15,17,2,6,10,37,3,3,0,0,0,0,102
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2021-04-01,1,3,1,7,0,8,5,11,0,4,0,0,0,0,40
VILLAZON,atencion odontologica,consulta repetida,2021-04-01,6,1,19,20,11,15,21,57,6,17,0,2,0,5,180
VINTO,atencion odontologica,consulta repetida,2021-04-01,0,0,1,0,0,2,0,1,0,0,0,0,0,0,4
VITICHI,atencion odontologica,consulta repetida,2021-04-01,8,2,14,13,6,19,18,57,6,2,0,2,0,0,147
WALDO BALLIVIAN,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6
WARNES,atencion odontologica,consulta repetida,2021-04-01,0,4,5,7,3,4,19,15,0,0,0,0,0,0,57
YACUIBA,atencion odontologica,consulta repetida,2021-04-01,7,5,22,24,3,8,44,89,23,7,0,0,0,0,232
YAMPARAEZ,atencion odontologica,consulta repetida,2021-04-01,0,0,0,0,3,2,4,7,0,0,0,0,0,0,16
YANACACHI,atencion odontologica,consulta repetida,2021-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
YAPACANI,atencion odontologica,consulta repetida,2021-04-01,0,1,5,15,6,5,7,29,23,3,0,3,0,0,97
YOCALLA,atencion odontologica,consulta repetida,2021-04-01,0,1,1,7,2,0,7,29,0,0,0,5,0,3,55
YOTALA,atencion odontologica,consulta repetida,2021-04-01,0,0,2,2,0,0,1,4,0,1,0,0,0,0,10
YUNCHARA,atencion odontologica,consulta repetida,2021-04-01,3,0,1,2,0,0,3,18,4,1,0,0,0,0,32
ZUDAÑEZ,atencion odontologica,consulta repetida,2021-04-01,0,0,0,1,0,0,0,2,0,0,0,1,0,0,4
ACACIO,atencion odontologica,consulta repetida,2021-05-01,1,0,1,2,0,3,3,3,2,0,0,1,0,0,16
ACHACACHI,atencion odontologica,consulta repetida,2021-05-01,1,1,5,8,9,7,9,15,5,2,0,1,0,1,64
ACHOCALLA,atencion odontologica,consulta repetida,2021-05-01,1,0,0,0,0,3,1,18,0,0,0,0,0,6,29
AIQUILE,atencion odontologica,consulta repetida,2021-05-01,0,1,5,4,0,5,15,26,6,4,0,0,0,1,67
ALCALA,atencion odontologica,consulta repetida,2021-05-01,0,0,1,2,9,8,7,37,3,0,0,0,0,0,67
ALTO BENI,atencion odontologica,consulta repetida,2021-05-01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4
ANCORAIMES,atencion odontologica,consulta repetida,2021-05-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3
ANDAMARCA,atencion odontologica,consulta repetida,2021-05-01,1,0,2,3,0,0,3,9,1,0,0,0,0,0,19
ANTEQUERA,atencion odontologica,consulta repetida,2021-05-01,0,2,3,14,1,18,64,73,3,0,0,0,0,1,179
ANZALDO,atencion odontologica,consulta repetida,2021-05-01,0,0,1,2,0,4,3,6,3,0,0,0,0,0,19
APOLO,atencion odontologica,consulta repetida,2021-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ARAMPAMPA,atencion odontologica,consulta repetida,2021-05-01,0,0,4,0,0,0,0,4,0,0,0,0,0,0,8
ARANI,atencion odontologica,consulta repetida,2021-05-01,8,2,14,4,3,3,6,21,0,4,0,0,0,0,65
ARBIETO,atencion odontologica,consulta repetida,2021-05-01,0,0,1,2,1,3,3,13,1,3,0,0,0,0,27
ARQUE,atencion odontologica,consulta repetida,2021-05-01,3,0,0,2,1,14,7,23,0,1,0,1,0,0,52
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2021-05-01,0,0,0,0,4,5,5,8,0,3,0,5,0,1,31
ATOCHA,atencion odontologica,consulta repetida,2021-05-01,14,9,36,45,10,45,73,115,21,12,0,0,0,0,380
AYATA,atencion odontologica,consulta repetida,2021-05-01,0,0,0,3,1,2,0,2,0,0,0,0,0,0,8
AYO AYO,atencion odontologica,consulta repetida,2021-05-01,0,0,0,0,4,11,0,10,2,0,0,0,0,1,28
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2021-05-01,4,2,4,4,1,11,30,37,4,2,0,1,0,0,100
AZURDUY,atencion odontologica,consulta repetida,2021-05-01,0,9,0,3,1,8,3,28,0,0,0,0,0,0,52
BATALLAS,atencion odontologica,consulta repetida,2021-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BAURES,atencion odontologica,consulta repetida,2021-05-01,0,0,0,1,3,2,7,12,0,1,0,3,0,0,29
BELEN DE ANDAMARCA,atencion odontologica,consulta repetida,2021-05-01,0,0,0,0,0,1,0,1,2,0,0,0,0,0,4
BELEN DE URMIRI,atencion odontologica,consulta repetida,2021-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,consulta repetida,2021-05-01,0,3,4,1,4,5,18,16,1,3,0,0,0,0,55
BETANZOS,atencion odontologica,consulta repetida,2021-05-01,0,2,3,3,1,21,10,32,6,1,0,4,0,0,83
BOYUIBE,atencion odontologica,consulta repetida,2021-05-01,0,0,0,2,0,5,0,16,0,0,0,0,0,0,23
BUENA VISTA,atencion odontologica,consulta repetida,2021-05-01,0,0,1,0,1,0,0,2,0,0,0,0,0,0,4
CABEZAS,atencion odontologica,consulta repetida,2021-05-01,0,1,0,0,0,0,2,7,0,0,0,0,0,0,10
CAIROMA,atencion odontologica,consulta repetida,2021-05-01,3,0,3,17,2,8,25,25,1,2,0,0,0,0,86
