,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES
HUAYLLAMARCA,atencion odontologica,medidas preventivas,2021-04-01,9,9,31,25,0,10,7,14,3,2,0,0,0,0,110
HUMANATA,atencion odontologica,medidas preventivas,2021-04-01,0,3,19,5,0,7,19,25,9,11,0,0,0,0,98
ICHOCA,atencion odontologica,medidas preventivas,2021-04-01,3,2,43,40,11,31,0,0,2,0,0,0,0,0,132
ICLA,atencion odontologica,medidas preventivas,2021-04-01,64,53,7,1,0,4,3,10,1,1,0,0,0,0,144
INCAHUASI,atencion odontologica,medidas preventivas,2021-04-01,7,7,13,3,0,0,0,4,0,0,0,0,0,0,34
INQUISIVI,atencion odontologica,medidas preventivas,2021-04-01,15,3,2,0,0,0,0,0,0,0,0,0,0,0,20
IRUPANA (VILLA DE LANZA),atencion odontologica,medidas preventivas,2021-04-01,21,25,36,37,1,8,5,5,0,1,0,0,0,0,139
IXIAMAS,atencion odontologica,medidas preventivas,2021-04-01,2,0,0,5,0,0,0,6,2,0,0,0,0,0,15
JESUS DE MACHACA,atencion odontologica,medidas preventivas,2021-04-01,7,9,7,2,2,1,3,8,7,5,0,0,0,0,51
LA ASUNTA,atencion odontologica,medidas preventivas,2021-04-01,31,28,30,37,8,32,30,41,4,3,0,0,0,0,244
LA GUARDIA,atencion odontologica,medidas preventivas,2021-04-01,25,22,1,0,0,7,2,42,20,29,0,0,0,0,148
LA PAZ,atencion odontologica,medidas preventivas,2021-04-01,798,750,1754,1571,356,468,1030,2086,535,466,0,0,0,0,9814
LA RIVERA,atencion odontologica,medidas preventivas,2021-04-01,2,0,8,0,2,2,0,2,0,0,0,0,0,0,16
LAGUNILLAS,atencion odontologica,medidas preventivas,2021-04-01,0,0,0,2,0,3,0,0,0,0,0,0,0,0,5
LAJA,atencion odontologica,medidas preventivas,2021-04-01,53,24,21,9,0,6,0,0,0,0,0,0,0,0,113
LAS CARRERAS,atencion odontologica,medidas preventivas,2021-04-01,0,0,2,0,0,0,1,2,0,0,0,0,0,0,5
LLALLAGUA,atencion odontologica,medidas preventivas,2021-04-01,19,25,4,5,0,0,5,7,0,0,0,0,0,0,65
LLICA,atencion odontologica,medidas preventivas,2021-04-01,6,3,2,7,1,1,3,8,0,1,0,0,0,0,32
LORETO,atencion odontologica,medidas preventivas,2021-04-01,0,0,5,5,0,0,0,0,0,0,0,0,0,0,10
LURIBAY,atencion odontologica,medidas preventivas,2021-04-01,2,0,28,32,2,8,6,9,0,0,0,0,0,0,87
MACHACAMARCA,atencion odontologica,medidas preventivas,2021-04-01,0,1,8,3,8,0,0,1,0,0,0,0,0,0,21
MACHARETI,atencion odontologica,medidas preventivas,2021-04-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
MAIRANA,atencion odontologica,medidas preventivas,2021-04-01,26,31,19,22,15,17,5,17,1,1,0,0,0,0,154
MALLA,atencion odontologica,medidas preventivas,2021-04-01,0,0,1,6,0,1,0,0,0,0,0,0,0,0,8
MAPIRI,atencion odontologica,medidas preventivas,2021-04-01,3,7,11,0,0,1,3,3,0,0,0,0,0,0,28
MECAPACA,atencion odontologica,medidas preventivas,2021-04-01,1,8,2,2,1,3,0,4,0,0,0,0,0,0,21
MIZQUE,atencion odontologica,medidas preventivas,2021-04-01,7,8,15,18,3,12,8,20,0,3,0,0,0,0,94
MOCOMOCO,atencion odontologica,medidas preventivas,2021-04-01,18,6,22,5,2,4,2,4,0,0,0,0,0,0,63
MOJINETE,atencion odontologica,medidas preventivas,2021-04-01,0,0,0,1,1,0,0,2,1,0,0,0,0,0,5
MOJOCOYA,atencion odontologica,medidas preventivas,2021-04-01,16,39,16,31,6,18,54,89,15,9,0,0,0,0,293
MONTEAGUDO,atencion odontologica,medidas preventivas,2021-04-01,3,5,28,23,8,4,6,19,5,0,0,0,0,0,101
MONTERO,atencion odontologica,medidas preventivas,2021-04-01,48,57,93,157,16,43,26,84,4,4,0,0,0,0,532
MORO MORO,atencion odontologica,medidas preventivas,2021-04-01,7,2,0,0,0,0,1,1,0,0,0,0,0,0,11
MOROCHATA,atencion odontologica,medidas preventivas,2021-04-01,2,1,12,21,15,20,8,21,13,8,0,0,0,0,121
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,medidas preventivas,2021-04-01,10,6,14,14,0,4,0,1,0,0,0,0,0,0,49
NAZACARA DE PACAJES,atencion odontologica,medidas preventivas,2021-04-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
OCURI,atencion odontologica,medidas preventivas,2021-04-01,15,13,39,57,13,21,2,24,28,23,0,0,0,0,235
OKINAWA,atencion odontologica,medidas preventivas,2021-04-01,6,3,6,9,0,4,0,1,0,0,0,0,0,0,29
OMEREQUE,atencion odontologica,medidas preventivas,2021-04-01,0,1,3,15,5,4,6,14,3,5,0,0,0,0,56
ORURO,atencion odontologica,medidas preventivas,2021-04-01,194,213,390,390,121,153,343,483,87,50,0,0,0,0,2424
PADCAYA,atencion odontologica,medidas preventivas,2021-04-01,1,1,1,0,0,1,2,6,0,0,0,0,0,0,12
PADILLA,atencion odontologica,medidas preventivas,2021-04-01,10,12,12,9,1,3,3,13,1,0,0,0,0,0,64
PAILON,atencion odontologica,medidas preventivas,2021-04-01,12,14,6,18,4,11,7,22,0,1,0,0,0,0,95
PALCA,atencion odontologica,medidas preventivas,2021-04-01,25,14,8,15,0,5,1,14,14,3,0,0,0,0,99
PALOS BLANCOS,atencion odontologica,medidas preventivas,2021-04-01,14,35,147,141,3,6,7,16,2,1,0,0,0,0,372
PAMPA AULLAGAS,atencion odontologica,medidas preventivas,2021-04-01,0,1,21,9,0,0,0,0,0,0,0,0,0,0,31
PAMPA GRANDE,atencion odontologica,medidas preventivas,2021-04-01,4,14,4,2,0,0,0,4,0,0,0,0,0,0,28
PAPEL PAMPA,atencion odontologica,medidas preventivas,2021-04-01,7,2,2,4,0,2,2,1,0,1,0,0,0,0,21
PASORAPA,atencion odontologica,medidas preventivas,2021-04-01,1,2,13,7,4,11,6,20,8,2,0,0,0,0,74
PATACAMAYA,atencion odontologica,medidas preventivas,2021-04-01,0,4,17,14,4,0,0,0,0,0,0,0,0,0,39
PAZÑA,atencion odontologica,medidas preventivas,2021-04-01,10,5,23,37,6,7,2,15,0,0,0,0,0,0,105
PELECHUCO,atencion odontologica,medidas preventivas,2021-04-01,0,4,0,1,0,0,0,0,0,0,0,0,0,0,5
POCOATA,atencion odontologica,medidas preventivas,2021-04-01,15,20,6,19,1,17,12,46,7,18,0,0,0,0,161
POCONA,atencion odontologica,medidas preventivas,2021-04-01,3,3,2,8,8,4,3,19,0,2,0,0,0,0,52
POJO (CBBA),atencion odontologica,medidas preventivas,2021-04-01,22,10,20,24,9,25,8,29,1,0,0,0,0,0,148
POOPO,atencion odontologica,medidas preventivas,2021-04-01,13,21,30,29,4,6,12,26,2,4,0,0,0,0,147
PORCO,atencion odontologica,medidas preventivas,2021-04-01,15,0,15,9,1,4,1,23,0,0,0,0,0,0,68
POROMA,atencion odontologica,medidas preventivas,2021-04-01,0,9,35,64,6,2,0,1,0,0,0,0,0,0,117
PORONGO,atencion odontologica,medidas preventivas,2021-04-01,50,33,57,41,17,32,63,105,17,13,0,0,0,0,428
PORTACHUELO,atencion odontologica,medidas preventivas,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PORVENIR,atencion odontologica,medidas preventivas,2021-04-01,5,1,13,7,2,7,2,17,1,1,0,0,0,0,56
POSTRER VALLE,atencion odontologica,medidas preventivas,2021-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
POTOSI,atencion odontologica,medidas preventivas,2021-04-01,121,85,69,98,14,28,14,48,0,0,0,0,0,0,477
PRESTO,atencion odontologica,medidas preventivas,2021-04-01,6,9,25,22,7,24,19,89,5,14,0,0,0,0,220
PUCARA,atencion odontologica,medidas preventivas,2021-04-01,1,6,0,0,0,0,0,0,0,0,0,0,0,0,7
PUCARANI,atencion odontologica,medidas preventivas,2021-04-01,18,14,18,9,0,2,2,7,3,7,0,0,0,0,80
PUERTO ACOSTA,atencion odontologica,medidas preventivas,2021-04-01,5,3,3,6,0,0,0,1,0,0,0,0,0,0,18
PUERTO CARABUCO,atencion odontologica,medidas preventivas,2021-04-01,4,2,2,1,1,4,2,0,0,0,0,0,0,0,16
PUERTO GONZALO MORENO,atencion odontologica,medidas preventivas,2021-04-01,24,19,19,30,2,9,1,5,0,0,0,0,0,0,109
PUERTO PEREZ,atencion odontologica,medidas preventivas,2021-04-01,2,4,0,0,0,2,0,2,0,0,0,0,0,0,10
PUERTO QUIJARRO,atencion odontologica,medidas preventivas,2021-04-01,13,4,0,1,0,0,0,0,0,0,0,0,0,0,18
PUERTO RICO,atencion odontologica,medidas preventivas,2021-04-01,32,46,41,38,0,1,0,4,0,0,0,0,0,0,162
PUERTO SUAREZ,atencion odontologica,medidas preventivas,2021-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PUERTO VILLARROEL,atencion odontologica,medidas preventivas,2021-04-01,5,1,23,30,10,14,3,9,3,0,0,0,0,0,98
PUNA,atencion odontologica,medidas preventivas,2021-04-01,14,12,2,2,0,2,1,4,1,0,0,0,0,0,38
PUNATA,atencion odontologica,medidas preventivas,2021-04-01,39,41,127,143,73,69,70,156,23,40,0,0,0,0,781
QUIABAYA,atencion odontologica,medidas preventivas,2021-04-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
QUILLACOLLO,atencion odontologica,medidas preventivas,2021-04-01,173,202,366,508,166,257,323,702,176,70,0,0,0,0,2943
QUIME,atencion odontologica,medidas preventivas,2021-04-01,0,0,4,12,2,0,1,2,0,0,0,0,0,0,21
QUIRUSILLAS,atencion odontologica,medidas preventivas,2021-04-01,0,0,0,2,0,0,2,5,0,0,0,0,0,0,9
RAVELO,atencion odontologica,medidas preventivas,2021-04-01,41,26,15,26,9,19,9,31,14,12,0,0,0,0,202
REYES,atencion odontologica,medidas preventivas,2021-04-01,0,0,0,1,0,1,1,2,0,0,0,0,0,0,5
RIBERALTA,atencion odontologica,medidas preventivas,2021-04-01,11,17,20,11,5,36,4,79,1,2,0,0,0,0,186
ROBORE,atencion odontologica,medidas preventivas,2021-04-01,5,7,29,72,7,26,25,23,1,18,0,0,0,0,213
RURRENABAQUE,atencion odontologica,medidas preventivas,2021-04-01,2,4,9,14,2,5,9,6,0,5,0,0,0,0,56
SABAYA,atencion odontologica,medidas preventivas,2021-04-01,4,21,17,24,0,1,2,3,1,2,0,0,0,0,75
SACABA,atencion odontologica,medidas preventivas,2021-04-01,79,108,263,301,84,161,136,280,50,48,0,0,0,0,1510
SACABAMBA,atencion odontologica,medidas preventivas,2021-04-01,2,0,2,2,2,3,1,2,0,1,0,0,0,0,15
SACACA,atencion odontologica,medidas preventivas,2021-04-01,0,4,0,3,5,5,5,7,2,5,0,0,0,0,36
SAIPINA,atencion odontologica,medidas preventivas,2021-04-01,0,3,2,0,0,0,0,4,0,0,0,0,0,0,9
SALINAS DE GARCI MENDOZA,atencion odontologica,medidas preventivas,2021-04-01,12,20,65,57,31,32,12,28,22,26,0,0,0,0,305
SAMAIPATA,atencion odontologica,medidas preventivas,2021-04-01,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12
SAN AGUSTIN,atencion odontologica,medidas preventivas,2021-04-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
SAN ANDRES DE MACHACA,atencion odontologica,medidas preventivas,2021-04-01,7,14,4,6,1,7,8,8,30,31,0,0,0,0,116
SAN ANTONIO DE ESMORUCO,atencion odontologica,medidas preventivas,2021-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAN ANTONIO DE LOMERIO,atencion odontologica,medidas preventivas,2021-04-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAN BENITO,atencion odontologica,medidas preventivas,2021-04-01,12,5,31,34,8,6,8,30,6,5,0,0,0,0,145
SAN BORJA,atencion odontologica,medidas preventivas,2021-04-01,6,15,11,16,2,7,4,10,3,2,0,0,0,0,76
SAN BUENA VENTURA,atencion odontologica,medidas preventivas,2021-04-01,3,7,6,7,1,3,1,10,0,1,0,0,0,0,39
SAN CARLOS,atencion odontologica,medidas preventivas,2021-04-01,0,8,1,0,0,0,1,4,1,0,0,0,0,0,15
SAN IGNACIO,atencion odontologica,medidas preventivas,2021-04-01,17,9,42,45,4,4,7,8,2,2,0,0,0,0,140
SAN IGNACIO DE VELASCO,atencion odontologica,medidas preventivas,2021-04-01,44,47,16,18,18,13,30,39,7,8,0,0,0,0,240
SAN JAVIER(BNI),atencion odontologica,medidas preventivas,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN JAVIER(STC),atencion odontologica,medidas preventivas,2021-04-01,11,11,0,0,0,0,0,3,0,0,0,0,0,0,25
SAN JOAQUIN,atencion odontologica,medidas preventivas,2021-04-01,0,1,1,1,0,0,2,2,0,0,0,0,0,0,7
SAN JOSE DE CHIQUITOS,atencion odontologica,medidas preventivas,2021-04-01,1,5,6,0,0,0,0,0,0,0,0,0,0,0,12
SAN JUAN DE YAPACANI,atencion odontologica,medidas preventivas,2021-04-01,6,0,2,0,0,1,0,1,1,0,0,0,0,0,11
SAN JULIAN,atencion odontologica,medidas preventivas,2021-04-01,69,49,37,30,24,44,27,97,26,24,0,0,0,0,427
SAN LORENZO(PND),atencion odontologica,medidas preventivas,2021-04-01,24,16,34,40,0,0,0,0,0,0,0,0,0,0,114
SAN LORENZO(TJA),atencion odontologica,medidas preventivas,2021-04-01,2,5,10,6,8,6,1,9,0,0,0,0,0,0,47
SAN LUCAS,atencion odontologica,medidas preventivas,2021-04-01,46,62,26,29,0,15,0,56,0,0,0,0,0,0,234
SAN MATIAS,atencion odontologica,medidas preventivas,2021-04-01,5,7,0,0,0,0,1,5,1,0,0,0,0,0,19
SAN MIGUEL DE VELASCO,atencion odontologica,medidas preventivas,2021-04-01,2,2,35,24,25,23,68,144,2,10,0,0,0,0,335
SAN PABLO DE LIPEZ,atencion odontologica,medidas preventivas,2021-04-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
SAN PEDRO,atencion odontologica,medidas preventivas,2021-04-01,0,1,3,3,1,2,2,6,0,2,0,0,0,0,20
SAN PEDRO DE BUENA VISTA,atencion odontologica,medidas preventivas,2021-04-01,26,16,57,61,10,20,15,40,9,10,0,0,0,0,264
SAN PEDRO DE CURAHUARA,atencion odontologica,medidas preventivas,2021-04-01,5,6,31,18,0,0,1,1,3,5,0,0,0,0,70
SAN PEDRO DE MACHA,atencion odontologica,medidas preventivas,2021-04-01,8,8,10,14,2,28,8,21,2,4,0,0,0,0,105
SAN PEDRO DE QUEMES,atencion odontologica,medidas preventivas,2021-04-01,2,1,0,2,0,0,0,0,0,0,0,0,0,0,5
SAN PEDRO DE TIQUINA,atencion odontologica,medidas preventivas,2021-04-01,2,0,4,5,0,1,0,8,4,9,0,0,0,0,33
SAN RAFAEL,atencion odontologica,medidas preventivas,2021-04-01,0,0,6,15,2,13,28,39,0,1,0,0,0,0,104
SAN RAMON SCZ,atencion odontologica,medidas preventivas,2021-04-01,34,39,17,18,0,1,0,6,0,0,0,0,0,0,115
SANTA CRUZ DE LA SIERRA,atencion odontologica,medidas preventivas,2021-04-01,345,314,299,328,123,260,1153,1346,219,102,0,0,0,0,4489
SANTA ROSA,atencion odontologica,medidas preventivas,2021-04-01,1,0,3,5,0,0,0,0,0,0,0,0,0,0,9
SANTA ROSA DEL SARA,atencion odontologica,medidas preventivas,2021-04-01,5,9,7,3,0,7,3,16,3,1,0,0,0,0,54
SANTIAGO DE HUARI,atencion odontologica,medidas preventivas,2021-04-01,20,8,21,21,0,4,1,3,1,2,0,0,0,0,81
SANTIAGO DE HUATA,atencion odontologica,medidas preventivas,2021-04-01,2,0,0,4,0,3,0,3,0,1,0,0,0,0,13
SANTIVAÑES,atencion odontologica,medidas preventivas,2021-04-01,5,14,17,35,5,9,5,29,8,13,0,0,0,0,140
SANTUARIO DE QUILLACAS,atencion odontologica,medidas preventivas,2021-04-01,5,3,24,17,0,6,0,3,3,1,0,0,0,0,62
SAPAHAQUI,atencion odontologica,medidas preventivas,2021-04-01,4,11,8,5,0,1,1,3,0,0,0,0,0,0,33
SENA,atencion odontologica,medidas preventivas,2021-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SHINAOTA,atencion odontologica,medidas preventivas,2021-04-01,5,12,25,46,6,12,8,27,2,2,0,0,0,0,145
SICA SICA (VILLA AROMA),atencion odontologica,medidas preventivas,2021-04-01,1,0,2,2,0,0,2,2,2,0,0,0,0,0,11
SICAYA,atencion odontologica,medidas preventivas,2021-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SIPE SIPE,atencion odontologica,medidas preventivas,2021-04-01,50,65,74,115,11,64,24,126,15,20,0,0,0,0,564
SOPACHUY,atencion odontologica,medidas preventivas,2021-04-01,0,2,0,2,0,0,1,0,0,0,0,0,0,0,5
SORACACHI,atencion odontologica,medidas preventivas,2021-04-01,16,28,31,14,13,23,2,12,0,0,0,0,0,0,139
SORATA,atencion odontologica,medidas preventivas,2021-04-01,7,6,5,8,4,4,2,7,2,0,0,0,0,0,45
SUCRE,atencion odontologica,medidas preventivas,2021-04-01,289,241,297,281,46,87,143,377,59,22,0,0,0,0,1842
TACACOMA,atencion odontologica,medidas preventivas,2021-04-01,0,4,2,4,0,0,3,1,0,1,0,0,0,0,15
TACOBAMBA,atencion odontologica,medidas preventivas,2021-04-01,0,0,10,10,9,11,0,0,0,0,0,0,0,0,40
TACOPAYA,atencion odontologica,medidas preventivas,2021-04-01,1,5,4,2,2,8,6,9,13,13,0,0,0,0,63
TAHUA,atencion odontologica,medidas preventivas,2021-04-01,2,8,2,0,0,0,0,0,0,0,0,0,0,0,12
TAPACARI,atencion odontologica,medidas preventivas,2021-04-01,15,36,23,14,21,22,19,50,9,13,0,0,0,0,222
TARABUCO,atencion odontologica,medidas preventivas,2021-04-01,77,52,36,51,0,4,2,22,1,0,0,0,0,0,245
TARACO,atencion odontologica,medidas preventivas,2021-04-01,6,3,0,0,0,0,0,2,0,0,0,0,0,0,11
TARATA,atencion odontologica,medidas preventivas,2021-04-01,2,3,7,14,1,8,12,31,4,7,0,0,0,0,89
TARIJA,atencion odontologica,medidas preventivas,2021-04-01,14,10,58,49,31,31,31,45,9,4,0,0,0,0,282
TARVITA,atencion odontologica,medidas preventivas,2021-04-01,79,78,5,1,0,2,0,14,0,0,0,0,0,0,179
TEOPONTE,atencion odontologica,medidas preventivas,2021-04-01,5,0,5,4,0,1,0,3,1,2,0,0,0,0,21
TIAHUANACU,atencion odontologica,medidas preventivas,2021-04-01,3,4,14,1,0,7,4,41,2,3,0,0,0,0,79
TINGUIPAYA,atencion odontologica,medidas preventivas,2021-04-01,7,11,16,19,6,7,6,25,0,3,0,0,0,0,100
TIPUANI,atencion odontologica,medidas preventivas,2021-04-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4
TIQUIPAYA,atencion odontologica,medidas preventivas,2021-04-01,47,52,64,109,36,63,28,92,4,2,0,0,0,0,497
TIRAQUE (CBBA),atencion odontologica,medidas preventivas,2021-04-01,24,21,40,30,4,24,11,37,3,5,0,0,0,0,199
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,medidas preventivas,2021-04-01,2,0,2,6,0,0,0,0,0,0,0,0,0,0,10
TOCO,atencion odontologica,medidas preventivas,2021-04-01,11,16,13,15,19,0,0,4,0,0,0,0,0,0,78
TODOS SANTOS,atencion odontologica,medidas preventivas,2021-04-01,5,0,13,1,0,0,2,0,2,0,0,0,0,0,23
TOLATA,atencion odontologica,medidas preventivas,2021-04-01,0,0,2,3,1,12,1,3,0,0,0,0,0,0,22
TOLEDO,atencion odontologica,medidas preventivas,2021-04-01,4,2,7,5,0,7,0,5,1,0,0,0,0,0,31
TOMAVE,atencion odontologica,medidas preventivas,2021-04-01,11,27,5,5,0,0,1,2,1,0,0,0,0,0,52
TOMINA,atencion odontologica,medidas preventivas,2021-04-01,23,11,12,5,6,8,2,14,0,0,0,0,0,0,81
TORO TORO,atencion odontologica,medidas preventivas,2021-04-01,5,8,0,4,0,1,1,0,0,0,0,0,0,0,19
TOTORA(CBBA),atencion odontologica,medidas preventivas,2021-04-01,3,3,369,333,0,3,0,6,0,0,0,0,0,0,717
TOTORA(ORR),atencion odontologica,medidas preventivas,2021-04-01,12,12,39,30,2,7,0,9,1,6,0,0,0,0,118
TRIGAL,atencion odontologica,medidas preventivas,2021-04-01,1,0,3,6,0,0,0,0,0,0,0,0,0,0,10
TRINIDAD,atencion odontologica,medidas preventivas,2021-04-01,38,31,44,51,18,26,26,86,5,11,0,0,0,0,336
TUPIZA,atencion odontologica,medidas preventivas,2021-04-01,35,33,34,32,19,37,49,157,52,70,0,0,0,0,518
TURCO,atencion odontologica,medidas preventivas,2021-04-01,8,2,4,9,2,1,0,3,8,4,0,0,0,0,41
UMALA,atencion odontologica,medidas preventivas,2021-04-01,4,4,2,1,0,0,0,2,0,0,0,0,0,0,13
UNCIA,atencion odontologica,medidas preventivas,2021-04-01,7,2,8,12,4,29,0,75,0,0,0,0,0,0,137
URIONDO (A. CONCEPCION),atencion odontologica,medidas preventivas,2021-04-01,2,5,3,13,0,2,1,5,1,0,0,0,0,0,32
UYUNI,atencion odontologica,medidas preventivas,2021-04-01,8,27,17,6,12,14,40,13,16,6,0,0,0,0,159
VACAS,atencion odontologica,medidas preventivas,2021-04-01,0,10,6,11,0,29,2,9,0,0,0,0,0,0,67
VALLEGRANDE,atencion odontologica,medidas preventivas,2021-04-01,60,75,65,43,16,31,36,99,16,29,0,0,0,0,470
VIACHA,atencion odontologica,medidas preventivas,2021-04-01,47,34,48,65,13,19,25,109,10,10,0,0,0,0,380
VILA VILA,atencion odontologica,medidas preventivas,2021-04-01,9,5,53,85,3,9,11,12,1,3,0,0,0,0,191
VILLA CHARCAS,atencion odontologica,medidas preventivas,2021-04-01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8
VILLA MONTES,atencion odontologica,medidas preventivas,2021-04-01,1,3,47,30,3,5,41,56,11,3,0,0,0,0,200
VILLA NUEVA (LOMA ALTA),atencion odontologica,medidas preventivas,2021-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
VILLA RIVERO,atencion odontologica,medidas preventivas,2021-04-01,6,18,25,55,3,6,3,7,1,1,0,0,0,0,125
VILLA SERRANO,atencion odontologica,medidas preventivas,2021-04-01,4,6,0,0,1,0,0,2,0,0,0,0,0,0,13
VILLA TUNARI,atencion odontologica,medidas preventivas,2021-04-01,42,24,58,77,13,27,47,99,7,2,0,0,0,0,396
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,medidas preventivas,2021-04-01,22,33,13,19,4,5,3,13,0,0,0,0,0,0,112
VILLAZON,atencion odontologica,medidas preventivas,2021-04-01,67,36,16,19,9,6,4,43,2,9,0,0,0,0,211
VINTO,atencion odontologica,medidas preventivas,2021-04-01,65,47,160,150,74,72,18,54,1,6,0,0,0,0,647
VITICHI,atencion odontologica,medidas preventivas,2021-04-01,4,1,12,24,0,0,2,3,0,1,0,0,0,0,47
WALDO BALLIVIAN,atencion odontologica,medidas preventivas,2021-04-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
WARNES,atencion odontologica,medidas preventivas,2021-04-01,5,2,9,6,5,7,9,22,0,1,0,0,0,0,66
YACO,atencion odontologica,medidas preventivas,2021-04-01,6,9,12,0,0,0,1,0,0,0,0,0,0,0,28
YACUIBA,atencion odontologica,medidas preventivas,2021-04-01,26,12,75,83,8,14,63,125,22,5,0,0,0,0,433
YAMPARAEZ,atencion odontologica,medidas preventivas,2021-04-01,36,42,3,0,0,5,2,9,0,0,0,0,0,0,97
YANACACHI,atencion odontologica,medidas preventivas,2021-04-01,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3
YAPACANI,atencion odontologica,medidas preventivas,2021-04-01,8,24,30,21,10,22,24,32,3,1,0,0,0,0,175
YOCALLA,atencion odontologica,medidas preventivas,2021-04-01,1,2,2,10,1,2,0,2,0,0,0,0,0,0,20
YOTALA,atencion odontologica,medidas preventivas,2021-04-01,12,25,15,25,5,5,1,10,0,0,0,0,0,0,98
YUNCHARA,atencion odontologica,medidas preventivas,2021-04-01,3,1,23,24,2,0,1,2,0,1,0,0,0,0,57
ZUDAÑEZ,atencion odontologica,medidas preventivas,2021-04-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ACACIO,atencion odontologica,medidas preventivas,2021-05-01,44,22,355,372,0,12,0,2,0,0,0,0,0,0,807
ACHACACHI,atencion odontologica,medidas preventivas,2021-05-01,22,28,37,23,6,11,7,29,1,2,0,0,0,0,166
ACHOCALLA,atencion odontologica,medidas preventivas,2021-05-01,28,46,38,26,4,7,2,19,11,14,0,0,0,0,195
AIQUILE,atencion odontologica,medidas preventivas,2021-05-01,50,21,119,67,3,74,67,211,26,37,0,0,0,0,675
ALCALA,atencion odontologica,medidas preventivas,2021-05-01,13,5,0,1,0,0,2,1,0,0,0,0,0,0,22
ALTO BENI,atencion odontologica,medidas preventivas,2021-05-01,35,21,3,9,0,2,0,16,0,0,0,0,0,0,86
ANCORAIMES,atencion odontologica,medidas preventivas,2021-05-01,0,3,1,0,0,0,0,0,1,0,0,0,0,0,5
ANDAMARCA,atencion odontologica,medidas preventivas,2021-05-01,8,25,27,29,4,1,8,10,6,7,0,0,0,0,125
ANTEQUERA,atencion odontologica,medidas preventivas,2021-05-01,17,14,10,17,10,8,1,4,3,0,0,0,0,0,84
ANZALDO,atencion odontologica,medidas preventivas,2021-05-01,0,0,7,0,1,1,5,10,2,2,0,0,0,0,28
APOLO,atencion odontologica,medidas preventivas,2021-05-01,2,1,5,3,0,0,0,0,0,0,0,0,0,0,11
ARAMPAMPA,atencion odontologica,medidas preventivas,2021-05-01,24,45,137,66,1,1,6,6,1,0,0,0,0,0,287
ARANI,atencion odontologica,medidas preventivas,2021-05-01,7,8,21,21,7,8,9,27,1,6,0,0,0,0,115
ARBIETO,atencion odontologica,medidas preventivas,2021-05-01,48,44,49,95,11,18,16,65,5,8,0,0,0,0,359
ARQUE,atencion odontologica,medidas preventivas,2021-05-01,9,32,80,65,8,15,15,30,10,7,0,0,0,0,271
ASCENCION DE GUARAYOS,atencion odontologica,medidas preventivas,2021-05-01,27,27,4,18,2,3,0,15,0,0,0,0,0,0,96
ATOCHA,atencion odontologica,medidas preventivas,2021-05-01,4,5,39,39,7,17,55,169,7,9,0,0,0,0,351
AUCAPATA,atencion odontologica,medidas preventivas,2021-05-01,4,2,2,2,3,2,8,11,0,1,0,0,0,0,35
AYATA,atencion odontologica,medidas preventivas,2021-05-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
AYO AYO,atencion odontologica,medidas preventivas,2021-05-01,0,1,2,6,0,0,1,1,0,0,0,0,0,0,11
