,group,variable,month,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TOTALES
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,1,0,1,4,1,1,0,0,0,0,0,0,0,0,8
GUANAY,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
GUAYARAMERIN,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
HUACAYA (VILLA DE HUACAYA),atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,0,1,1,0,2,0,0,0,0,0,0,0,4
INCAHUASI,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3
INQUISIVI,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,trat. odontologico integral terminado,2021-07-01,3,15,22,24,3,13,26,31,4,5,0,0,0,0,146
LAS CARRERAS,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LLALLAGUA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
MECAPACA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,5,17,11,22,0,5,6,13,1,0,0,0,0,0,80
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,0,1,2,1,5,10,0,0,0,0,0,0,19
ORURO,atencion odontologica,trat. odontologico integral terminado,2021-07-01,6,4,15,23,15,20,15,10,0,0,0,0,0,0,108
PADILLA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,2,2,0,0,2,2,0,0,0,0,0,0,8
PAZÑA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3
POCONA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,2,2,7,19,7,18,20,22,4,2,0,0,0,0,103
PORVENIR,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
POTOSI,atencion odontologica,trat. odontologico integral terminado,2021-07-01,11,10,10,19,8,5,36,99,3,5,0,0,0,0,206
PUERTO GONZALO MORENO,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,1,0,4,0,0,0,0,0,0,0,0,0,0,5
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado,2021-07-01,1,1,0,1,2,0,0,2,0,0,0,0,0,0,7
PUNATA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,1,0,1,2,1,3,0,3,0,0,0,0,0,0,11
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,1,9,5,2,0,4,5,1,0,0,0,0,0,27
SACABA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,2,2,6,1,1,4,1,6,1,0,0,0,0,0,24
SAN BORJA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3
SAN PEDRO DE BUENA VISTA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,15,10,50,36,1,8,5,14,5,6,0,0,0,0,150
SAN PEDRO DE CURAHUARA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SAN PEDRO DE QUEMES,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,0,0,0,2,1,2,0,0,0,0,0,0,5
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,3,3,1,1,1,0,0,3,0,1,0,0,0,0,13
SANTIAGO DE HUARI,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SHINAOTA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SORATA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,2,4,0,0,2,5,0,0,0,0,0,0,13
SUCRE,atencion odontologica,trat. odontologico integral terminado,2021-07-01,5,6,3,1,4,3,0,6,0,3,0,0,0,0,31
TAPACARI,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,2,2,2,1,4,5,1,1,0,0,0,0,18
TARABUCO,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
TARIJA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,2,1,0,0,2,0,10,1,1,0,0,0,0,0,17
TARVITA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TOCO,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TOLATA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,1,0,1,2,1,1,0,0,0,0,0,0,0,6
TOMINA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,0,1,0,2,0,1,0,0,0,0,0,0,4
TUPIZA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
UNCIA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
VIACHA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,3,2,0,1,0,0,0,0,0,0,0,0,0,0,6
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
VILLA RIVERO,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,1,1,1,1,3,1,1,0,0,0,0,0,0,9
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
VILLAZON,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
YACUIBA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,2,0,6,2,6,5,5,18,1,1,0,0,0,0,46
YOTALA,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
ZUDAÑEZ,atencion odontologica,trat. odontologico integral terminado,2021-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ACHACACHI,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
AIQUILE,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ALCALA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
ARAMPAMPA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,5,12,22,10,3,5,25,2,5,0,0,0,0,89
ARANI,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3
ARBIETO,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,2,7,2,4,0,4,0,0,0,0,0,0,19
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,1,2,0,0,0,0,4,0,0,0,0,0,0,7
AYATA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,0,3,2,2,0,0,0,0,0,0,7
CAMARGO,atencion odontologica,trat. odontologico integral terminado,2021-08-01,1,0,3,3,0,2,0,8,1,2,0,0,0,0,20
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
CAMIRI,atencion odontologica,trat. odontologico integral terminado,2021-08-01,3,4,1,4,2,4,0,3,3,1,0,0,0,0,25
CAPINOTA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,1,0,1,1,1,0,0,0,0,0,4
CARACOLLO,atencion odontologica,trat. odontologico integral terminado,2021-08-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3
CARANAVI,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHAQUI,atencion odontologica,trat. odontologico integral terminado,2021-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHARAGUA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
CHIMORE,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3
CLIZA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
COBIJA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,1,0,2,0,0,0,2,1,0,1,0,0,0,0,7
COCAPATA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,13,6,25,30,17,18,38,69,16,12,0,0,0,0,244
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,1,3,1,0,0,0,4,0,0,0,0,0,0,9
COLPA BELGICA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,1,8,2,6,2,30,37,3,0,0,0,0,0,89
COLQUIRI,atencion odontologica,trat. odontologico integral terminado,2021-08-01,18,0,18,21,3,4,3,15,0,1,0,0,0,0,83
CORO CORO,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,0,3,1,3,0,0,0,0,0,0,7
CULPINA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
EL ALTO,atencion odontologica,trat. odontologico integral terminado,2021-08-01,2,1,6,7,2,2,1,11,0,0,0,0,0,0,32
EL TORNO,atencion odontologica,trat. odontologico integral terminado,2021-08-01,4,3,3,4,2,3,5,12,7,10,0,0,0,0,53
EL VILLAR,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ESCARA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
HUACAYA (VILLA DE HUACAYA),atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
HUANUNI,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,1,2,0,1,0,0,0,0,0,0,4
INCAHUASI,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,3,0,2,0,0,0,0,0,0,0,0,0,5
INQUISIVI,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,2,0,4,12,2,0,0,0,0,0,0,20
LA PAZ,atencion odontologica,trat. odontologico integral terminado,2021-08-01,13,18,50,46,4,9,10,17,1,1,0,0,0,0,169
LAS CARRERAS,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
MIZQUE,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,1,3,1,0,0,0,1,0,0,0,0,0,0,6
MOJOCOYA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,2,3,0,3,4,8,0,0,0,0,0,0,20
MOROCHATA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,4,1,0,0,0,0,0,0,0,0,0,0,0,5
ORURO,atencion odontologica,trat. odontologico integral terminado,2021-08-01,4,4,20,13,23,28,33,29,2,0,0,0,0,0,156
PADILLA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,1,2,4,1,3,2,4,0,0,0,0,0,0,17
PALCA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,4,4,6,8,2,4,7,9,1,0,0,0,0,0,45
POCONA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,9,6,8,2,18,24,23,0,0,0,0,0,0,90
PORCO,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,7,0,12,0,13,0,1,0,0,0,0,33
PORVENIR,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
POTOSI,atencion odontologica,trat. odontologico integral terminado,2021-08-01,14,8,17,26,21,21,63,157,3,3,0,0,0,0,333
PUERTO GONZALO MORENO,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,1,4,0,1,1,1,0,0,0,0,0,0,8
PUNATA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,4,3,1,1,0,0,0,0,0,0,0,0,9
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado,2021-08-01,4,3,4,5,2,5,4,9,1,0,0,0,0,0,37
RIBERALTA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,20,24,10,14,1,3,1,2,0,1,0,0,0,0,76
SACABA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,5,3,3,8,0,0,4,11,1,1,0,0,0,0,36
SALINAS DE GARCI MENDOZA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,1,1,0,0,0,0,2,0,0,0,0,0,0,4
SAN BENITO,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,1,3,0,0,0,4,0,0,0,0,0,0,8
SAN BORJA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado,2021-08-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,1,1,1,3,3,2,0,0,0,0,0,0,11
SAN PEDRO DE BUENA VISTA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,1,0,3,1,0,5,1,6,0,4,0,0,0,0,21
SAN PEDRO DE QUEMES,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,2,0,4,0,0,0,0,0,0,0,0,6
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,19,28,9,4,2,0,3,5,35,35,0,0,0,0,140
SANTA ROSA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SHINAOTA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
SUCRE,atencion odontologica,trat. odontologico integral terminado,2021-08-01,4,7,0,4,1,3,3,13,1,0,0,0,0,0,36
TAPACARI,atencion odontologica,trat. odontologico integral terminado,2021-08-01,1,1,1,0,2,0,0,2,0,0,0,0,0,0,7
TARIJA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,1,1,0,13,2,0,0,0,0,0,0,17
TARVITA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
TOCO,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TOMINA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,0,1,1,4,0,0,0,0,0,0,6
TRINIDAD,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,2,1,0,3,0,0,0,0,0,0,0,0,6
UNCIA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VIACHA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLA CHARCAS,atencion odontologica,trat. odontologico integral terminado,2021-08-01,6,6,0,0,0,0,0,0,0,0,0,0,0,0,12
VILLA RIVERO,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,1,0,0,1,0,3,0,0,0,0,0,0,5
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,2,2,0,0,0,4,0,0,0,0,0,0,8
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3
VILLAZON,atencion odontologica,trat. odontologico integral terminado,2021-08-01,1,0,0,14,0,0,4,12,0,4,0,0,0,0,35
YACO,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
YACUIBA,atencion odontologica,trat. odontologico integral terminado,2021-08-01,2,0,13,16,8,1,11,39,0,4,0,0,0,0,94
ZUDAÑEZ,atencion odontologica,trat. odontologico integral terminado,2021-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ACHOCALLA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
AIQUILE,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,1,2,1,2,0,0,0,0,0,0,6
ALCALA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
ALTO BENI,atencion odontologica,trat. odontologico integral terminado,2021-09-01,5,8,6,14,2,7,16,22,1,1,0,0,0,0,82
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,1,0,1,1,0,0,1,0,0,0,0,0,0,4
ARAMPAMPA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,6,2,1,2,0,0,6,14,5,4,0,0,0,0,40
ARANI,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ARBIETO,atencion odontologica,trat. odontologico integral terminado,2021-09-01,1,0,2,0,0,0,0,0,0,1,0,0,0,0,4
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,2,2,1,0,1,0,4,0,1,0,0,0,0,11
BETANZOS,atencion odontologica,trat. odontologico integral terminado,2021-09-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
CAMARGO,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,3,0,2,3,4,0,0,0,0,0,0,12
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
CAMIRI,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,3,1,1,0,2,0,0,0,0,0,0,7
CAPINOTA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,2,1,0,0,0,0,1,0,0,0,0,0,4
CHALLAPATA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CHARAGUA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CLIZA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COBIJA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3
COCAPATA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,14,23,38,39,14,20,46,79,26,22,0,0,0,0,321
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"COLCHA ""K""",atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
COLOMI,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
COLPA BELGICA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,3,4,18,5,0,7,16,71,5,3,0,0,0,0,132
COLQUIRI,atencion odontologica,trat. odontologico integral terminado,2021-09-01,11,2,0,8,2,5,12,39,0,0,0,0,0,0,79
CORO CORO,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
CULPINA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
EL ALTO,atencion odontologica,trat. odontologico integral terminado,2021-09-01,3,1,2,0,0,0,0,0,0,0,0,0,0,0,6
EL TORNO,atencion odontologica,trat. odontologico integral terminado,2021-09-01,7,6,7,8,13,10,18,22,7,9,0,0,0,0,107
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
ESCARA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3
FERNANDEZ ALONSO,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
GUAYARAMERIN,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
HUACAYA (VILLA DE HUACAYA),atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,1,8,0,0,0,1,0,0,0,0,0,0,10
HUANUNI,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,4,5,2,7,14,13,2,1,0,0,0,0,48
INCAHUASI,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,trat. odontologico integral terminado,2021-09-01,37,27,19,40,4,24,6,29,3,4,0,0,0,0,193
LAS CARRERAS,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MACHARETI,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MIZQUE,atencion odontologica,trat. odontologico integral terminado,2021-09-01,1,1,3,0,0,0,0,2,0,0,0,0,0,0,7
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado,2021-09-01,1,0,1,2,1,0,4,9,0,0,0,0,0,0,18
MONTERO,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,trat. odontologico integral terminado,2021-09-01,4,7,5,10,20,27,34,34,7,0,0,0,0,0,148
PADCAYA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,1,4,13,18,1,6,14,8,8,9,0,0,0,0,82
PADILLA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,1,0,2,0,1,0,2,0,0,0,0,0,0,6
PALCA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,2,4,15,10,0,3,6,10,0,0,0,0,0,0,50
PAZÑA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
POCONA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,4,10,26,14,1,21,10,22,0,0,0,0,0,0,108
POROMA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,10,6,0,0,0,0,0,0,0,0,0,0,16
POTOSI,atencion odontologica,trat. odontologico integral terminado,2021-09-01,29,26,40,37,12,60,33,195,9,8,0,0,0,0,449
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado,2021-09-01,2,0,2,1,0,1,0,3,0,1,0,0,0,0,10
PUNATA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,0,1,0,2,0,0,0,1,0,0,0,0,4
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado,2021-09-01,4,7,4,8,1,2,1,9,1,0,0,0,0,0,37
RAVELO,atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,0,4,9,4,0,11,22,0,2,0,0,0,0,52
RIBERALTA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,11,21,5,7,1,4,0,4,0,1,0,0,0,0,54
SACABA,atencion odontologica,trat. odontologico integral terminado,2021-09-01,7,12,18,19,7,9,14,12,0,1,0,0,0,0,99
SAN BENITO,atencion odontologica,trat. odontologico integral terminado,2021-09-01,2,1,0,0,0,2,0,1,0,0,0,0,0,0,6
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado,2021-09-01,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3
