,group,variable,month,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR POST,CIRUGIA BUCOMAXILOFACIAL MENOR POST,TOTALES
RURRENABAQUE,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,6,3,0,0,5,8,1,2,0,0,0,0,25
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SACACA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,1,2,1,3,7,15,1,3,0,0,0,0,33
SAMAIPATA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,2,1,1,1,3,1,7,17,1,1,0,0,0,0,35
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,2,4,0,1,0,0,0,0,0,0,0,0,7
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,1,0,2,3,1,2,9,10,6,0,0,0,0,0,34
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,7,8,2,4,20,30,8,3,0,0,0,0,82
SAN BUENA VENTURA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,3,8,5,0,3,3,0,1,0,0,0,0,0,23
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,0,0,0,0,0,1,4,3,0,0,0,0,8
SAN JAVIER(STC),atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,0,0,0,0,0,1,16,1,0,0,0,0,18
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,1,11,2,0,0,3,1,0,0,0,0,0,18
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,0,0,0,2,2,3,0,0,0,0,0,0,7
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,0,4,0,1,3,9,0,1,0,0,0,0,18
SAN LORENZO(PND),atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,2,2,1,4,3,6,2,1,0,0,0,0,21
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,2,5,0,1,3,7,0,2,0,0,0,0,20
SAN PEDRO,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,1,8,0,0,1,3,1,4,0,0,0,0,18
SAN PEDRO DE MACHA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,0,0,1,0,1,7,5,0,0,0,0,0,14
SAN RAMON SCZ,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,2,0,0,1,0,3,5,0,0,0,0,0,11
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,1,6,5,3,5,8,23,8,2,0,0,0,0,61
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,3,3,2,1,2,8,3,2,0,0,0,0,24
SANTIAGO DE HUARI,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
SIPE SIPE,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,2,1,0,0,1,2,0,0,0,0,0,0,6
SOPACHUY,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,4,20,2,11,11,44,9,3,0,0,0,0,104
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,5,9,4,7,14,32,5,1,0,0,0,0,77
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,1,0,8,7,2,1,46,62,0,1,0,0,0,0,128
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,6,2,0,6,1,15,2,5,0,0,0,0,37
UNCIA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,2,1,0,2,3,5,4,1,0,0,0,0,18
URUBICHA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,0,0,0,0,2,6,0,0,0,0,0,0,8
VILLA MONTES,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
YOCALLA,atencion odontologica,cirugia bucomaxilofacial menor,2021-03-01,0,0,1,3,1,2,1,4,0,0,0,0,0,0,12
ACHOCALLA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,1,0,0,4,1,0,0,6,1,0,0,0,0,0,13
ATOCHA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,1,1,2,2,0,0,3,6,0,0,0,0,0,0,15
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,1,2,0,3,0,0,0,0,0,0,0,0,6
BOYUIBE,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,2,4,1,0,2,9,3,3,0,0,0,0,24
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAPINOTA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,2,0,3,0,1,0,1,1,1,0,0,0,0,9
CARACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,4,1,1,1,1,4,1,0,0,0,0,0,13
CHALLAPATA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,1,0,0,0,0,0,3,0,1,0,0,0,0,0,5
CHARAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,1,1,1,2,1,8,1,1,0,0,0,0,16
CHAYANTA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,2,1,0,2,0,4,0,0,0,0,0,0,9
CLIZA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,2,7,0,4,6,14,5,9,0,0,0,0,47
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,2,4,0,2,1,3,0,0,0,0,0,0,12
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,4,9,17,21,25,34,38,15,20,0,0,0,0,183
COLPA BELGICA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,7,4,1,1,1,3,0,0,0,0,0,0,17
COMARAPA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,4,6,4,0,0,3,0,3,0,0,0,0,20
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,0,4,0,0,1,0,1,1,0,0,0,0,7
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,10,5,19,19,6,10,19,21,10,5,0,0,0,0,124
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,1,1,5,5,0,6,3,8,9,7,0,0,0,0,45
ENTRE RIOS TRJ,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,4,1,3,5,0,1,1,7,0,0,0,0,0,0,22
FERNANDEZ ALONSO,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,4,13,1,2,8,7,0,0,0,0,0,0,35
LA GUARDIA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,2,0,0,0,2,1,0,0,0,0,0,0,5
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,9,1,70,36,9,15,38,61,23,19,0,0,0,0,281
LAS CARRERAS,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,2,5,1,2,4,5,3,3,0,0,0,0,25
LLALLAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,3,0,5,12,1,0,2,7,0,3,0,0,0,0,33
LLICA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,1,0,0,0,3,7,0,0,0,0,0,0,11
MAGDALENA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,5,5,0,0,0,1,0,0,0,0,0,0,11
MECAPACA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,2,0,1,0,0,5,1,0,0,0,0,0,9
MONTEAGUDO,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,7,5,0,0,3,13,0,1,0,0,0,0,29
MONTERO,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,18,17,0,7,1,15,0,3,0,0,0,0,61
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,4,1,0,1,2,3,0,0,0,0,0,0,11
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,1,0,5,1,3,9,19,34,5,2,0,0,0,0,79
PALCA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,0,0,1,1,7,3,3,0,0,0,0,0,15
PORONGO,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,3,0,0,0,0,5,0,0,0,0,0,0,8
PORTACHUELO,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,2,1,0,1,0,2,0,0,0,0,0,0,6
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,0,0,0,0,1,4,0,1,0,0,0,0,6
PUERTO SUAREZ,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,4,2,0,0,2,0,0,0,0,0,0,0,8
PUNA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,1,0,2,1,4,11,0,0,0,0,0,0,19
QUIRUSILLAS,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,2,1,0,2,1,3,0,0,0,0,0,0,9
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,3,8,0,0,2,5,3,0,0,0,0,0,21
RURRENABAQUE,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,2,1,1,0,2,0,1,0,0,0,0,0,7
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,1,2,7,6,0,1,5,3,3,3,0,0,0,0,31
SACACA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,1,0,2,5,2,3,9,8,0,10,0,0,0,0,40
SAMAIPATA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,5,2,0,0,4,9,1,0,0,0,0,0,21
SAN ANDRES,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,0,3,0,2,2,7,0,0,0,0,0,0,14
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,2,6,1,1,7,7,1,0,0,0,0,0,25
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,0,0,3,0,0,4,15,10,0,0,0,0,32
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,0,2,0,0,4,0,0,0,0,0,0,0,6
SAN PEDRO DE MACHA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,0,0,1,2,1,9,2,1,0,0,0,0,16
SAN RAMON BENI,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,6,1,6,5,3,7,2,0,0,0,0,0,30
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,1,0,5,7,4,3,18,32,20,8,0,0,0,0,98
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,3,0,0,0,2,5,0,0,0,0,0,0,10
SOPACHUY,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,1,3,0,0,0,4,0,0,0,0,0,0,8
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,26,26,3,9,14,39,8,3,0,0,0,0,128
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,1,1,1,0,0,4,4,3,0,0,0,0,0,14
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,4,1,10,11,2,3,44,57,1,1,0,0,0,0,134
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,2,5,0,3,5,11,2,3,0,0,0,0,31
URUBICHA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,2,1,0,0,2,7,0,3,0,0,0,0,15
UYUNI,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,1,3,2,0,2,3,14,1,1,0,0,0,0,27
VIACHA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,3,2,16,12,1,2,7,12,13,5,0,0,0,0,73
YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
YOCALLA,atencion odontologica,cirugia bucomaxilofacial menor,2021-04-01,0,0,1,2,0,0,5,4,4,0,0,0,0,0,16
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
AIQUILE,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,0,0,0,1,6,0,0,0,0,0,0,7
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,0,3,1,2,0,1,6,0,0,0,0,13
BOYUIBE,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,13,2,4,3,13,4,1,0,0,0,0,40
CAIROMA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,1,0,0,2,0,1,0,0,0,0,0,0,4
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,2,0,0,1,3,2,5,0,0,0,0,13
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,1,1,0,1,0,1,0,0,0,0,0,4
CLIZA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,8,8,0,2,4,9,7,7,0,0,0,0,45
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,2,6,0,0,6,1,0,2,0,0,0,0,17
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,1,0,5,10,6,12,20,14,3,10,0,0,0,0,81
COLCAPIRHUA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,5,12,0,0,0,5,1,1,0,0,0,0,24
COLPA BELGICA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,1,6,0,0,0,9,4,2,0,0,0,0,22
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,1,0,2,7,2,0,8,11,4,2,0,0,0,0,37
CUATRO CAÑADAS,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,2,3,0,2,3,8,3,0,0,0,0,0,21
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,4,6,40,41,2,14,24,29,31,12,0,0,0,0,203
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,1,1,3,7,0,3,0,4,5,1,0,0,0,0,25
ENTRE RIOS TRJ,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,1,1,0,0,0,6,0,0,0,0,0,0,8
FERNANDEZ ALONSO,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,2,0,0,0,2,5,1,4,0,0,0,0,14
FILADELFIA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,2,3,2,0,1,7,0,0,0,0,0,0,15
GUTIERREZ,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,1,2,1,0,2,2,1,0,0,0,0,0,9
HUACARETA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
LA GUARDIA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,7,9,54,41,14,21,24,54,24,14,0,0,0,0,262
LLALLAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,4,1,0,3,11,3,4,4,0,0,0,0,30
MAGDALENA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,1,0,8,12,0,0,6,7,1,2,0,0,0,0,37
MAIRANA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,2,1,0,0,0,2,0,0,0,0,0,0,5
MECAPACA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3
MONTEAGUDO,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
MONTERO,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,7,12,0,10,7,11,3,3,0,0,0,0,53
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,0,0,1,3,2,0,0,0,0,0,0,6
OKINAWA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,2,0,1,0,5,0,1,0,0,0,0,9
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,1,1,1,6,7,17,22,2,0,0,0,0,0,57
PALCA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,1,5,8,1,11,9,1,2,0,0,0,0,38
PORTACHUELO,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,3,2,8,6,1,7,4,33,4,4,0,0,0,0,72
PUERTO QUIJARRO,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,1,0,0,2,4,0,0,0,0,0,0,7
PUERTO VILLARROEL,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,1,6,2,0,2,1,7,0,4,0,0,0,0,23
PUNA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,5,10,0,0,0,2,2,1,0,0,0,0,20
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,1,3,1,1,7,1,0,0,0,0,0,14
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,0,0,0,3,2,0,0,0,0,0,0,5
QUIRUSILLAS,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,4,4,1,0,0,0,1,0,0,0,0,0,10
ROBORE,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,3,0,0,1,1,3,3,0,0,0,0,0,11
SACACA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,1,4,2,5,8,1,6,0,0,0,0,27
SAMAIPATA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,3,2,0,1,3,2,0,0,0,0,0,0,11
SAN ANDRES,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,9,6,0,1,8,6,0,0,0,0,0,0,30
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,2,0,3,0,0,2,6,7,0,0,0,0,20
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,2,0,0,0,0,4,1,0,0,0,0,0,7
SAN PEDRO,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,0,1,0,1,2,0,0,0,0,0,0,4
SAN PEDRO DE MACHA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,2,2,0,2,4,6,2,1,0,0,0,0,19
SANTA ANA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,0,2,3,0,1,0,0,0,0,0,0,6
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,3,2,4,5,0,3,6,11,2,7,0,0,0,0,43
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,1,1,0,1,1,6,0,1,0,0,0,0,11
SANTIAGO DE HUARI,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,1,1,2,0,0,0,0,0,0,0,0,0,0,4
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,1,0,21,9,2,2,6,28,8,9,0,0,0,0,86
TARABUCO,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,17,16,6,9,18,52,0,1,0,0,0,0,119
TOMINA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,0,1,1,3,18,0,0,0,0,0,0,23
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,4,0,6,11,3,5,15,21,7,1,0,0,0,0,73
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,6,1,0,0,13,14,0,5,0,0,0,0,39
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
URUBICHA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
UYUNI,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
VIACHA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,5,10,0,0,0,1,2,5,0,0,0,0,23
VILLA CHARCAS,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,1,0,0,5,2,4,4,11,3,7,0,0,0,0,37
VILLA SERRANO,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,2,6,9,2,7,20,6,3,0,0,0,0,55
VILLAZON,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
WARNES,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,1,2,1,1,2,4,0,0,0,0,0,0,11
YACUIBA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
YOCALLA,atencion odontologica,cirugia bucomaxilofacial menor,2021-05-01,0,0,5,3,0,0,1,4,0,0,0,0,0,0,13
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,0,1,0,0,0,1,1,1,0,0,0,0,0,4
ANCORAIMES,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3
ATOCHA,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,2,5,6,0,0,6,6,0,0,0,0,0,0,25
BELLA FLOR,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CABEZAS,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,0,6,0,0,0,3,0,0,0,0,0,0,0,9
CAIROMA,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,0,0,3,1,1,2,1,0,0,0,0,0,0,8
CAMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,1,1,7,4,1,4,8,15,3,0,0,0,0,0,44
CAPINOTA,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CARANAVI,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,0,0,0,1,3,6,1,0,0,0,0,0,0,11
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CLIZA,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,0,5,0,1,1,10,15,4,1,0,0,0,0,37
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,1,8,9,7,13,29,13,6,5,0,0,0,0,91
COLCAPIRHUA,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,0,3,2,0,0,4,1,0,0,0,0,0,0,10
COLPA BELGICA,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,0,0,3,0,0,0,1,0,0,0,0,0,0,4
CORO CORO,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,0,1,1,0,1,0,1,0,0,0,0,0,0,4
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,0,4,2,1,0,0,1,1,0,0,0,0,0,9
CUATRO CAÑADAS,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,7,1,70,61,17,33,40,74,26,7,0,0,0,0,336
EL PUENTE(STC),atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,0,8,9,0,3,4,0,0,0,0,0,0,0,24
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,0,2,7,1,5,2,7,6,3,0,0,0,0,33
FILADELFIA,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,0,2,4,3,6,5,12,4,0,0,0,0,0,36
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,1,0,0,0,0,0,9,1,0,0,0,0,0,11
HUARACAJE,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,9,4,40,34,29,65,12,24,9,9,0,0,0,0,235
LAGUNILLAS,atencion odontologica,cirugia bucomaxilofacial menor,2021-06-01,0,0,2,3,0,0,1,5,1,0,0,0,0,0,12
