,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES
COLLANA,atencion odontologica,cirugia bucal menor,2021-03-01,1,1,4,7,5,0,5,11,0,0,0,0,0,0,34
COLOMI,atencion odontologica,cirugia bucal menor,2021-03-01,1,5,14,19,5,16,5,21,1,7,0,0,0,0,94
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,15,22,0,1,1,11,2,3,0,0,0,0,55
COLQUECHACA,atencion odontologica,cirugia bucal menor,2021-03-01,18,12,22,32,8,30,28,81,11,11,0,0,0,0,253
COLQUENCHA,atencion odontologica,cirugia bucal menor,2021-03-01,6,2,10,21,9,15,14,41,5,2,0,0,0,0,125
COLQUIRI,atencion odontologica,cirugia bucal menor,2021-03-01,5,0,3,7,3,4,13,19,1,7,0,0,0,0,62
COMANCHE,atencion odontologica,cirugia bucal menor,2021-03-01,1,1,0,4,1,3,1,6,3,3,0,0,0,0,23
COMARAPA,atencion odontologica,cirugia bucal menor,2021-03-01,0,1,3,19,1,4,6,10,5,3,0,0,0,0,52
COPACABANA,atencion odontologica,cirugia bucal menor,2021-03-01,0,3,13,13,3,3,4,6,3,3,0,0,0,0,51
CORIPATA,atencion odontologica,cirugia bucal menor,2021-03-01,4,2,7,2,4,1,7,16,1,0,0,0,0,0,44
CORO CORO,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,5,4,12,3,1,11,5,0,0,0,0,0,41
COROICO,atencion odontologica,cirugia bucal menor,2021-03-01,2,1,7,16,7,4,16,41,9,3,0,0,0,0,106
CORQUE,atencion odontologica,cirugia bucal menor,2021-03-01,1,0,8,4,10,5,3,23,11,10,0,0,0,0,75
COTAGAITA,atencion odontologica,cirugia bucal menor,2021-03-01,2,2,14,26,7,10,45,51,25,14,0,0,0,0,196
COTOCA,atencion odontologica,cirugia bucal menor,2021-03-01,3,1,25,19,6,13,17,57,11,11,0,0,0,0,163
CRUZ DE MACHACAMARCA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2021-03-01,0,1,18,16,3,9,7,64,7,2,0,0,0,0,127
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2021-03-01,2,0,7,2,3,0,3,2,1,1,0,0,0,0,21
CUEVO,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,4,1,0,0,3,6,1,1,0,0,0,0,16
CULPINA,atencion odontologica,cirugia bucal menor,2021-03-01,1,4,20,11,4,13,27,59,10,3,0,0,0,0,152
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2021-03-01,1,0,2,1,3,2,4,12,0,4,0,0,0,0,29
CURVA,atencion odontologica,cirugia bucal menor,2021-03-01,1,0,3,5,1,4,2,5,3,3,0,0,0,0,27
DESAGUADERO,atencion odontologica,cirugia bucal menor,2021-03-01,0,2,2,2,0,0,1,2,11,9,0,0,0,0,29
EL ALTO,atencion odontologica,cirugia bucal menor,2021-03-01,68,57,161,183,36,73,117,313,70,38,0,0,0,0,1116
EL CHORO,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,3,2,4,2,6,5,2,0,0,0,0,0,24
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2021-03-01,0,3,27,22,4,5,17,31,14,8,0,0,0,0,131
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2021-03-01,2,1,19,15,3,8,29,78,5,10,0,0,0,0,170
EL TORNO,atencion odontologica,cirugia bucal menor,2021-03-01,1,1,5,6,3,5,20,30,10,7,0,0,0,0,88
EL VILLAR,atencion odontologica,cirugia bucal menor,2021-03-01,0,1,10,12,2,3,12,21,1,0,0,0,0,0,62
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,11,9,3,7,16,45,1,4,0,0,0,0,96
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2021-03-01,6,2,18,13,1,3,4,27,4,1,0,0,0,0,79
ESCARA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ESCOMA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,9,4,0,1,6,9,1,4,0,0,0,0,34
ESMERALDA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2021-03-01,2,0,6,6,0,2,4,7,3,3,0,0,0,0,33
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,5,17,2,5,4,19,6,8,0,0,0,0,66
FILADELFIA,atencion odontologica,cirugia bucal menor,2021-03-01,0,1,3,4,1,4,3,12,1,0,0,0,0,0,29
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2021-03-01,2,0,8,14,1,9,3,22,4,8,0,0,0,0,71
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2021-03-01,0,1,13,13,11,13,29,32,5,9,0,0,0,0,126
GUANAY,atencion odontologica,cirugia bucal menor,2021-03-01,1,1,0,12,0,1,11,13,4,5,0,0,0,0,48
GUAQUI,atencion odontologica,cirugia bucal menor,2021-03-01,1,3,8,11,3,15,18,33,18,14,0,0,0,0,124
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2021-03-01,2,1,21,20,4,7,13,23,7,6,0,0,0,0,104
GUTIERREZ,atencion odontologica,cirugia bucal menor,2021-03-01,1,1,11,11,2,13,8,28,10,2,0,0,0,0,87
HUACARETA,atencion odontologica,cirugia bucal menor,2021-03-01,0,1,13,7,1,5,7,26,4,4,0,0,0,0,68
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2021-03-01,0,0,6,7,1,2,5,17,0,0,0,0,0,0,38
HUACHACALLA,atencion odontologica,cirugia bucal menor,2021-03-01,1,0,0,0,0,0,0,4,1,0,0,0,0,0,6
HUANUNI,atencion odontologica,cirugia bucal menor,2021-03-01,6,4,21,31,9,15,41,87,19,23,0,0,0,0,256
HUARACAJE,atencion odontologica,cirugia bucal menor,2021-03-01,1,2,5,2,0,0,5,6,3,5,0,0,0,0,29
HUARINA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,7,1,1,1,10,6,5,1,0,0,0,0,32
HUATAJATA,atencion odontologica,cirugia bucal menor,2021-03-01,1,0,3,4,3,4,5,14,9,4,0,0,0,0,47
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,5,3,1,1,6,5,2,1,0,0,0,0,24
HUMANATA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,6,4,7,11,13,17,1,7,0,0,0,0,66
ICHOCA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,2,0,1,3,12,10,5,6,0,0,0,0,39
ICLA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,5,12,4,6,6,42,5,9,0,0,0,0,89
INCAHUASI,atencion odontologica,cirugia bucal menor,2021-03-01,0,1,8,12,2,2,11,20,15,3,0,0,0,0,74
INQUISIVI,atencion odontologica,cirugia bucal menor,2021-03-01,2,1,23,10,4,8,39,64,10,9,0,0,0,0,170
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2021-03-01,4,5,27,14,13,7,23,43,8,16,0,0,0,0,160
IXIAMAS,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,7,7,6,1,8,10,1,0,0,0,0,0,40
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2021-03-01,1,2,10,18,4,14,25,37,20,7,0,0,0,0,138
LA ASUNTA,atencion odontologica,cirugia bucal menor,2021-03-01,7,7,34,45,12,23,65,112,9,8,0,0,0,0,322
LA GUARDIA,atencion odontologica,cirugia bucal menor,2021-03-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
LA PAZ,atencion odontologica,cirugia bucal menor,2021-03-01,52,41,279,258,58,132,309,540,200,129,0,0,0,0,1998
LA RIVERA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,2,7,1,2,3,15,1,0,0,0,0,0,31
LAJA,atencion odontologica,cirugia bucal menor,2021-03-01,6,10,18,21,15,23,14,46,20,10,0,0,0,0,183
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,2,3,1,0,0,4,2,4,0,0,0,0,16
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2021-03-01,1,2,1,2,0,0,5,5,3,0,0,0,0,0,19
LLALLAGUA,atencion odontologica,cirugia bucal menor,2021-03-01,12,10,14,30,8,12,24,29,11,7,0,0,0,0,157
LLICA,atencion odontologica,cirugia bucal menor,2021-03-01,0,2,5,7,0,1,1,3,1,2,0,0,0,0,22
LURIBAY,atencion odontologica,cirugia bucal menor,2021-03-01,0,1,10,8,2,4,4,5,3,0,0,0,0,0,37
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2021-03-01,0,1,5,7,3,0,3,14,2,7,0,0,0,0,42
MACHARETI,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,5,4,2,0,2,20,3,1,0,0,0,0,37
MAGDALENA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,9,3,1,3,2,8,1,0,0,0,0,0,27
MALLA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,4,7,3,3,6,10,2,0,0,0,0,0,35
MAPIRI,atencion odontologica,cirugia bucal menor,2021-03-01,0,1,2,2,1,1,1,5,0,1,0,0,0,0,14
MECAPACA,atencion odontologica,cirugia bucal menor,2021-03-01,2,1,8,12,1,7,25,32,7,5,0,0,0,0,100
MINEROS,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,11,2,0,3,3,7,1,2,0,0,0,0,29
MIZQUE,atencion odontologica,cirugia bucal menor,2021-03-01,1,1,12,13,2,6,5,32,0,2,0,0,0,0,74
MOCOMOCO,atencion odontologica,cirugia bucal menor,2021-03-01,2,1,12,13,7,12,28,34,6,9,0,0,0,0,124
MOJINETE,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,4,3,0,1,4,2,0,0,0,0,0,0,14
MOJOCOYA,atencion odontologica,cirugia bucal menor,2021-03-01,5,3,12,21,1,5,8,38,5,5,0,0,0,0,103
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2021-03-01,0,1,19,16,3,3,27,40,3,0,0,0,0,0,112
MONTERO,atencion odontologica,cirugia bucal menor,2021-03-01,8,14,82,85,14,18,41,125,30,20,0,0,0,0,437
MORO MORO,atencion odontologica,cirugia bucal menor,2021-03-01,1,0,2,4,1,2,3,2,1,0,0,0,0,0,16
MOROCHATA,atencion odontologica,cirugia bucal menor,2021-03-01,3,0,9,10,3,15,26,43,19,16,0,0,0,0,144
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2021-03-01,0,0,0,2,1,2,3,2,0,0,0,0,0,0,10
NAZACARA DE PACAJES,atencion odontologica,cirugia bucal menor,2021-03-01,0,2,5,4,1,2,1,4,0,1,0,0,0,0,20
OCURI,atencion odontologica,cirugia bucal menor,2021-03-01,6,3,8,8,8,8,24,38,20,16,0,0,0,0,139
OKINAWA,atencion odontologica,cirugia bucal menor,2021-03-01,0,1,3,2,3,3,5,17,1,1,0,0,0,0,36
OMEREQUE,atencion odontologica,cirugia bucal menor,2021-03-01,0,1,0,8,0,2,2,3,1,1,0,0,0,0,18
ORURO,atencion odontologica,cirugia bucal menor,2021-03-01,41,21,232,231,64,108,213,491,83,59,0,0,0,0,1543
PADCAYA,atencion odontologica,cirugia bucal menor,2021-03-01,1,0,7,8,4,2,12,30,2,2,0,0,0,0,68
PADILLA,atencion odontologica,cirugia bucal menor,2021-03-01,0,1,8,8,2,3,13,22,20,9,0,0,0,0,86
PAILON,atencion odontologica,cirugia bucal menor,2021-03-01,2,1,19,16,2,5,4,25,9,4,0,0,0,0,87
PALCA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,11,20,7,5,26,27,4,6,0,0,0,0,106
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,8,10,2,12,14,26,3,0,0,0,0,0,75
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2021-03-01,2,1,5,2,1,1,1,4,1,4,0,0,0,0,22
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,8,6,2,3,6,17,2,11,0,0,0,0,55
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2021-03-01,1,3,17,4,6,3,11,17,16,8,0,0,0,0,86
PASORAPA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,7,0,3,1,0,8,0,4,0,0,0,0,23
PATACAMAYA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,0,0,3,0,2,12,0,0,0,0,0,0,17
PAZÑA,atencion odontologica,cirugia bucal menor,2021-03-01,1,2,25,15,0,1,7,8,0,4,0,0,0,0,63
PELECHUCO,atencion odontologica,cirugia bucal menor,2021-03-01,3,1,6,14,4,6,16,24,14,5,0,0,0,0,93
POCOATA,atencion odontologica,cirugia bucal menor,2021-03-01,3,2,5,9,6,5,9,29,6,5,0,0,0,0,79
POCONA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,0,1,2,7,2,4,7,0,0,0,0,0,23
POJO (CBBA),atencion odontologica,cirugia bucal menor,2021-03-01,2,0,9,8,1,5,15,32,1,3,0,0,0,0,76
POOPO,atencion odontologica,cirugia bucal menor,2021-03-01,1,0,9,7,0,3,2,16,0,0,0,0,0,0,38
PORCO,atencion odontologica,cirugia bucal menor,2021-03-01,1,4,9,5,1,4,2,15,1,5,0,0,0,0,47
POROMA,atencion odontologica,cirugia bucal menor,2021-03-01,3,0,7,7,2,4,8,20,7,4,0,0,0,0,62
PORONGO,atencion odontologica,cirugia bucal menor,2021-03-01,0,1,10,11,1,13,10,37,4,1,0,0,0,0,88
PORTACHUELO,atencion odontologica,cirugia bucal menor,2021-03-01,1,0,1,3,0,0,0,4,2,0,0,0,0,0,11
PORVENIR,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,4,2,1,2,5,14,1,4,0,0,0,0,33
POTOSI,atencion odontologica,cirugia bucal menor,2021-03-01,36,42,91,121,26,62,71,263,46,59,0,0,0,0,817
PRESTO,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,17,12,2,6,15,33,8,1,0,0,0,0,94
PUCARA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,1,2,0,0,7,3,18,0,0,0,0,0,31
PUCARANI,atencion odontologica,cirugia bucal menor,2021-03-01,10,0,33,25,14,27,38,72,18,18,0,0,0,0,255
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2021-03-01,3,0,9,18,10,18,23,34,15,8,0,0,0,0,138
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,9,9,4,8,11,18,5,3,0,0,0,0,67
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2021-03-01,1,0,4,8,2,12,7,15,0,0,0,0,0,0,49
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2021-03-01,1,0,5,2,1,1,4,7,5,5,0,0,0,0,31
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,4,2,0,2,2,3,2,0,0,0,0,0,15
PUERTO RICO,atencion odontologica,cirugia bucal menor,2021-03-01,1,0,8,14,5,2,21,25,3,3,0,0,0,0,82
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2021-03-01,3,1,12,15,4,3,1,15,6,0,0,0,0,0,60
PUNA,atencion odontologica,cirugia bucal menor,2021-03-01,3,0,18,13,5,8,28,48,22,21,0,0,0,0,166
PUNATA,atencion odontologica,cirugia bucal menor,2021-03-01,3,1,22,20,1,1,11,27,13,13,0,0,0,0,112
QUIABAYA,atencion odontologica,cirugia bucal menor,2021-03-01,1,0,2,8,1,4,2,10,0,2,0,0,0,0,30
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2021-03-01,14,16,74,107,8,18,46,75,18,30,0,0,0,0,406
QUIME,atencion odontologica,cirugia bucal menor,2021-03-01,3,5,15,25,4,9,27,25,13,5,0,0,0,0,131
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
RAVELO,atencion odontologica,cirugia bucal menor,2021-03-01,5,16,33,4,13,16,41,65,24,23,0,0,0,0,240
REYES,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,4,6,2,0,5,24,1,0,0,0,0,0,42
RIBERALTA,atencion odontologica,cirugia bucal menor,2021-03-01,4,3,30,34,6,13,22,49,8,9,0,0,0,0,178
ROBORE,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,1,4,0,1,4,1,0,0,0,0,0,0,11
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2021-03-01,2,3,7,4,0,1,13,13,1,2,0,0,0,0,46
SABAYA,atencion odontologica,cirugia bucal menor,2021-03-01,0,1,7,5,3,5,10,8,6,1,0,0,0,0,46
SACABA,atencion odontologica,cirugia bucal menor,2021-03-01,8,13,67,93,10,18,29,115,15,23,0,0,0,0,391
SACABAMBA,atencion odontologica,cirugia bucal menor,2021-03-01,0,2,2,3,2,1,5,6,6,6,0,0,0,0,33
SACACA,atencion odontologica,cirugia bucal menor,2021-03-01,4,1,5,6,2,14,29,31,3,17,0,0,0,0,112
SAIPINA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2021-03-01,1,0,23,24,3,7,15,31,12,6,0,0,0,0,122
SAMAIPATA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,0,0,1,0,1,2,0,0,0,0,0,0,4
SAN ANDRES,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,4,2,0,0,3,6,0,2,0,0,0,0,17
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2021-03-01,1,2,11,7,2,0,8,16,4,19,0,0,0,0,70
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,4,4,13,0,5,0,0,0,0,0,0,0,26
SAN BENITO,atencion odontologica,cirugia bucal menor,2021-03-01,0,1,3,3,0,1,1,2,0,1,0,0,0,0,12
SAN BORJA,atencion odontologica,cirugia bucal menor,2021-03-01,2,1,14,10,6,7,21,34,7,2,0,0,0,0,104
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2021-03-01,1,1,3,1,3,1,5,22,5,0,0,0,0,0,42
SAN CARLOS,atencion odontologica,cirugia bucal menor,2021-03-01,2,2,6,2,1,2,3,5,1,1,0,0,0,0,25
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2021-03-01,1,1,15,7,2,18,8,51,1,1,0,0,0,0,105
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,3,1,0,2,6,9,30,22,0,0,0,0,73
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2021-03-01,0,0,0,0,0,0,0,2,16,1,0,0,0,0,19
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,3,11,2,1,1,3,4,0,0,0,0,0,25
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,2,5,0,5,3,11,5,0,0,0,0,0,31
SAN JULIAN,atencion odontologica,cirugia bucal menor,2021-03-01,3,3,31,18,10,15,26,59,6,2,0,0,0,0,173
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2021-03-01,1,0,0,3,1,4,3,8,2,1,0,0,0,0,23
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2021-03-01,0,1,11,19,5,14,28,29,9,5,0,0,0,0,121
SAN LUCAS,atencion odontologica,cirugia bucal menor,2021-03-01,4,2,31,20,16,12,43,89,13,6,0,0,0,0,236
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,0,0,0,1,0,4,1,0,0,0,0,0,6
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,3,5,0,1,4,9,0,3,0,0,0,0,25
SAN PEDRO,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,16,20,3,12,14,37,4,8,0,0,0,0,114
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2021-03-01,2,1,7,13,4,5,19,34,2,5,0,0,0,0,92
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2021-03-01,0,2,9,9,2,5,7,12,9,7,0,0,0,0,62
SAN PEDRO DE MACHA,atencion odontologica,cirugia bucal menor,2021-03-01,8,1,22,20,10,10,17,60,13,9,0,0,0,0,170
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2021-03-01,2,2,4,10,4,5,7,14,3,5,0,0,0,0,56
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,2,6,3,8,11,20,2,3,0,0,0,0,55
SAN RAMON SCZ,atencion odontologica,cirugia bucal menor,2021-03-01,0,1,0,0,0,0,1,4,0,0,0,0,0,0,6
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2021-03-01,32,13,59,78,19,61,167,437,66,38,0,0,0,0,970
SANTA ROSA,atencion odontologica,cirugia bucal menor,2021-03-01,1,0,2,0,1,0,5,8,2,1,0,0,0,0,20
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2021-03-01,2,0,15,15,4,2,4,28,3,1,0,0,0,0,74
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2021-03-01,0,1,5,6,1,0,6,14,6,3,0,0,0,0,42
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2021-03-01,1,0,20,10,3,3,17,14,28,17,0,0,0,0,113
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,11,8,0,2,9,27,9,3,0,0,0,0,69
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2021-03-01,1,0,2,6,1,1,3,7,6,5,0,0,0,0,32
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2021-03-01,0,1,5,5,1,0,6,7,1,10,0,0,0,0,36
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2021-03-01,2,1,3,6,2,0,2,7,6,4,0,0,0,0,33
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2021-03-01,2,3,8,3,3,6,13,9,3,2,0,0,0,0,52
SENA,atencion odontologica,cirugia bucal menor,2021-03-01,1,0,8,4,4,3,5,34,4,2,0,0,0,0,65
SHINAOTA,atencion odontologica,cirugia bucal menor,2021-03-01,1,1,5,7,1,2,1,5,1,4,0,0,0,0,28
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2021-03-01,1,3,15,12,8,11,23,36,8,6,0,0,0,0,123
SICAYA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,1,0,1,3,1,4,1,2,0,0,0,0,13
SIPE SIPE,atencion odontologica,cirugia bucal menor,2021-03-01,4,14,20,53,1,5,7,33,8,9,0,0,0,0,154
SOPACHUY,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,3,6,2,2,7,16,1,1,0,0,0,0,38
SORACACHI,atencion odontologica,cirugia bucal menor,2021-03-01,1,0,13,19,5,10,18,26,18,11,0,0,0,0,121
SORATA,atencion odontologica,cirugia bucal menor,2021-03-01,2,11,31,22,2,10,27,29,9,13,0,0,0,0,156
SUCRE,atencion odontologica,cirugia bucal menor,2021-03-01,36,26,161,151,37,83,123,271,89,56,0,0,0,0,1033
TACACHI,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,6,6,0,1,0,1,0,0,0,0,0,0,14
TACACOMA,atencion odontologica,cirugia bucal menor,2021-03-01,2,3,12,6,5,5,11,19,8,3,0,0,0,0,74
TACOBAMBA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TACOPAYA,atencion odontologica,cirugia bucal menor,2021-03-01,2,1,23,15,2,7,12,27,4,14,0,0,0,0,107
TAHUA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,1,0,0,0,1,0,2,0,0,0,0,0,4
TAPACARI,atencion odontologica,cirugia bucal menor,2021-03-01,2,2,15,11,4,13,15,61,9,12,0,0,0,0,144
TARABUCO,atencion odontologica,cirugia bucal menor,2021-03-01,1,3,15,16,3,6,20,72,0,20,0,0,0,0,156
TARACO,atencion odontologica,cirugia bucal menor,2021-03-01,1,1,2,1,3,1,9,7,11,5,0,0,0,0,41
TARATA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,8,5,0,0,2,8,0,4,0,0,0,0,27
TARIJA,atencion odontologica,cirugia bucal menor,2021-03-01,9,10,55,76,20,42,91,202,22,24,0,0,0,0,551
TARVITA,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,8,13,3,12,25,62,33,12,0,0,0,0,168
TEOPONTE,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,6,2,5,3,7,11,8,2,0,0,0,0,44
TIAHUANACU,atencion odontologica,cirugia bucal menor,2021-03-01,0,5,25,23,8,17,25,46,9,18,0,0,0,0,176
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2021-03-01,2,1,10,7,6,12,17,33,10,23,0,0,0,0,121
TIPUANI,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2021-03-01,4,5,46,38,8,24,5,30,14,9,0,0,0,0,183
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2021-03-01,3,3,31,20,1,18,8,38,9,16,0,0,0,0,147
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2021-03-01,0,0,7,5,3,2,4,11,2,3,0,0,0,0,37
TOCO,atencion odontologica,cirugia bucal menor,2021-03-01,1,1,3,5,0,2,4,11,1,5,0,0,0,0,33
TODOS SANTOS,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,1,0,0,0,2,1,0,0,0,0,0,0,4
TOLATA,atencion odontologica,cirugia bucal menor,2021-03-01,1,0,4,0,0,1,0,3,0,0,0,0,0,0,9
TOLEDO,atencion odontologica,cirugia bucal menor,2021-03-01,0,0,8,2,0,0,2,2,0,0,0,0,0,0,14
TOMAVE,atencion odontologica,cirugia bucal menor,2021-03-01,0,1,13,8,3,3,11,23,5,10,0,0,0,0,77
TOMINA,atencion odontologica,cirugia bucal menor,2021-03-01,4,2,10,7,6,3,11,61,7,2,0,0,0,0,113
