,group,variable,month,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA EMB,PERIODONCIA EMB,PERIODONCIA POST,PERIODONCIA POST,TOTALES
ACHOCALLA,atencion odontologica,periodoncia,2021-04-01,0,0,1,0,0,1,0,14,2,2,0,0,0,0,20
AIQUILE,atencion odontologica,periodoncia,2021-04-01,0,0,1,1,1,3,6,20,4,1,0,0,0,0,37
ALCALA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
ALTO BENI,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,1,1,3,3,0,0,0,0,0,0,8
ANCORAIMES,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ANDAMARCA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,6,3,2,0,0,0,0,11
ANTEQUERA,atencion odontologica,periodoncia,2021-04-01,0,0,0,1,0,1,4,10,4,2,0,0,0,0,22
ARAMPAMPA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,4,5,8,0,1,0,0,0,0,18
ARANI,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
ARBIETO,atencion odontologica,periodoncia,2021-04-01,0,0,1,2,1,7,14,43,3,10,0,0,0,0,81
ARQUE,atencion odontologica,periodoncia,2021-04-01,0,0,1,1,4,7,12,21,1,3,0,0,0,0,50
ASCENCION DE GUARAYOS,atencion odontologica,periodoncia,2021-04-01,0,0,8,10,1,5,3,25,0,0,0,0,0,0,52
ATOCHA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,4,2,14,25,7,11,0,0,0,0,63
AYATA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncia,2021-04-01,0,0,0,0,2,3,11,23,1,0,0,0,0,0,40
AZURDUY,atencion odontologica,periodoncia,2021-04-01,0,0,2,0,0,4,4,8,0,0,0,0,0,0,18
BAURES,atencion odontologica,periodoncia,2021-04-01,0,0,0,1,0,0,7,0,1,0,0,0,0,0,9
BELEN DE ANDAMARCA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,7,10,4,3,0,0,0,0,24
BETANZOS,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,7,0,0,0,0,0,0,8
BOLIVAR,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
BOYUIBE,atencion odontologica,periodoncia,2021-04-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
BUENA VISTA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
CAIROMA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,3,0,0,6,0,0,0,0,0,0,9
"CAIZA ""D""",atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CALACOTO,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,2,0,0,1,1,0,0,0,0,0,4
CALAMARCA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
CAMARGO,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,5,5,14,0,1,0,0,0,0,25
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
CAMIRI,atencion odontologica,periodoncia,2021-04-01,0,0,0,1,1,3,4,5,8,0,0,0,0,0,22
CAPINOTA,atencion odontologica,periodoncia,2021-04-01,0,0,1,1,1,8,5,28,3,3,0,0,0,0,50
CARACOLLO,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,2,10,1,3,0,0,0,0,16
CARANAVI,atencion odontologica,periodoncia,2021-04-01,0,0,9,11,12,8,9,18,10,7,0,0,0,0,84
CARAPARI,atencion odontologica,periodoncia,2021-04-01,0,0,0,1,1,3,12,7,1,0,0,0,0,0,25
CARIPUYO,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CARMEN RIVERO TORREZ,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,9,8,1,0,0,0,0,0,19
CATACORA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,1,11,9,51,6,8,0,0,0,0,86
CHAQUI,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,2,1,4,0,0,0,0,0,0,7
CHARAGUA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3
CHAYANTA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,5,5,1,0,0,0,0,0,12
CHIMORE,atencion odontologica,periodoncia,2021-04-01,0,0,2,5,5,9,6,36,0,1,0,0,0,0,64
CHIPAYA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,0,0,2,3,0,0,0,0,6
CHUA COCANI,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
CHUMA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CKOCHAS,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,2,1,6,13,2,2,0,0,0,0,26
CLIZA,atencion odontologica,periodoncia,2021-04-01,0,0,2,1,1,0,4,18,4,3,0,0,0,0,33
COBIJA,atencion odontologica,periodoncia,2021-04-01,0,0,2,0,4,2,10,31,5,1,0,0,0,0,55
COCAPATA,atencion odontologica,periodoncia,2021-04-01,0,0,1,0,0,0,2,1,0,0,0,0,0,0,4
COCHABAMBA,atencion odontologica,periodoncia,2021-04-01,0,0,18,16,23,41,222,458,56,74,0,0,0,0,908
COLCAPIRHUA,atencion odontologica,periodoncia,2021-04-01,0,0,1,2,7,6,16,46,3,7,0,0,0,0,88
"COLCHA ""K""",atencion odontologica,periodoncia,2021-04-01,0,0,0,1,1,0,5,8,0,0,0,0,0,0,15
COLLANA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COLOMI,atencion odontologica,periodoncia,2021-04-01,0,0,2,0,0,6,6,15,1,3,0,0,0,0,33
COLPA BELGICA,atencion odontologica,periodoncia,2021-04-01,0,0,1,0,0,1,8,10,2,2,0,0,0,0,24
COLQUECHACA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
COLQUENCHA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
COLQUIRI,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
COMARAPA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,3,2,5,15,1,2,0,0,0,0,28
COPACABANA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
COROICO,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,6,11,1,0,0,0,0,0,18
CORQUE,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,4,9,2,0,0,0,0,0,15
COTAGAITA,atencion odontologica,periodoncia,2021-04-01,0,0,0,1,0,2,8,17,1,3,0,0,0,0,32
COTOCA,atencion odontologica,periodoncia,2021-04-01,0,0,5,4,3,4,14,35,2,0,0,0,0,0,67
CUATRO CAÑADAS,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,2,1,2,4,0,0,0,0,0,0,9
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,5,7,0,0,0,0,0,0,12
CULPINA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,3,3,3,0,1,0,0,0,0,10
CURAHUARA DE CARANGAS,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CURVA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
EL ALTO,atencion odontologica,periodoncia,2021-04-01,0,0,13,10,17,19,71,181,5,9,0,0,0,0,325
EL CHORO,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3
EL PUENTE(STC),atencion odontologica,periodoncia,2021-04-01,0,0,1,0,1,6,2,10,0,0,0,0,0,0,20
EL PUENTE(TJA),atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
EL TORNO,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,3,6,7,22,4,2,0,0,0,0,44
EL VILLAR,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
ENTRE RIOS TRJ,atencion odontologica,periodoncia,2021-04-01,0,0,1,3,0,0,7,7,2,0,0,0,0,0,20
ENTRE RIOS CBBA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,1,5,18,24,2,0,0,0,0,0,50
ESCARA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
ESCOMA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,0,1,1,3,0,0,0,0,6
ESMERALDA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
EUCALIPTUS,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
FERNANDEZ ALONSO,atencion odontologica,periodoncia,2021-04-01,0,0,0,1,0,0,1,2,0,1,0,0,0,0,5
GENERAL SAAVEDRA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,2,3,1,0,0,0,0,6
GUANAY,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,3,0,10,5,1,1,0,0,0,0,20
GUAQUI,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,1,0,0,1,1,1,0,0,0,0,4
GUAYARAMERIN,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,0,4,0,0,0,0,0,0,5
HUACARETA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncia,2021-04-01,0,0,0,0,1,0,2,4,0,0,0,0,0,0,7
HUACHACALLA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,periodoncia,2021-04-01,0,0,0,1,1,2,14,25,2,1,0,0,0,0,46
HUARACAJE,atencion odontologica,periodoncia,2021-04-01,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3
HUATAJATA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,2,1,0,0,0,0,0,4
HUAYLLAMARCA,atencion odontologica,periodoncia,2021-04-01,0,0,1,0,0,2,1,5,4,3,0,0,0,0,16
HUMANATA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ICHOCA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
ICLA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,2,5,5,18,1,1,0,0,0,0,32
INCAHUASI,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,2,15,3,0,0,0,0,0,20
IXIAMAS,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
JESUS DE MACHACA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,5,0,1,0,0,0,0,7
LA ASUNTA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,1,6,18,17,1,0,0,0,0,0,43
LA PAZ,atencion odontologica,periodoncia,2021-04-01,0,0,48,32,64,101,253,610,122,102,0,0,0,0,1332
LA RIVERA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LAGUNILLAS,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,2,1,2,0,0,0,0,0,0,5
LAJA,atencion odontologica,periodoncia,2021-04-01,0,0,1,1,0,4,1,11,0,0,0,0,0,0,18
LAS CARRERAS,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
LICOMA PAMPA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
LLALLAGUA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,4,4,0,1,0,0,0,0,10
LLICA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LURIBAY,atencion odontologica,periodoncia,2021-04-01,0,0,0,1,0,0,1,4,0,0,0,0,0,0,6
MACHACAMARCA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
MAGDALENA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MAIRANA,atencion odontologica,periodoncia,2021-04-01,0,0,2,3,0,0,0,0,0,0,0,0,0,0,5
MAPIRI,atencion odontologica,periodoncia,2021-04-01,0,0,0,1,1,5,3,8,0,0,0,0,0,0,18
MECAPACA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,1,3,0,0,0,0,0,0,5
MIZQUE,atencion odontologica,periodoncia,2021-04-01,0,0,1,0,1,3,2,8,1,0,0,0,0,0,16
MOCOMOCO,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
MOJOCOYA,atencion odontologica,periodoncia,2021-04-01,0,0,1,4,3,3,7,13,0,1,0,0,0,0,32
MONTEAGUDO,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,2,3,10,13,0,0,0,0,0,0,28
MONTERO,atencion odontologica,periodoncia,2021-04-01,0,0,2,6,7,21,26,80,5,8,0,0,0,0,155
MORO MORO,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MOROCHATA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,4,10,6,24,5,3,0,0,0,0,52
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,2,2,0,0,0,0,0,0,5
NAZACARA DE PACAJES,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
OCURI,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
OKINAWA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,5,3,0,0,0,0,0,9
OMEREQUE,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ORURO,atencion odontologica,periodoncia,2021-04-01,0,0,5,6,15,20,98,204,16,14,0,0,0,0,378
PADCAYA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
PADILLA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,1,2,5,8,0,0,0,0,0,0,16
PAILON,atencion odontologica,periodoncia,2021-04-01,0,0,0,4,1,3,5,10,0,1,0,0,0,0,24
PALCA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,1,0,1,0,10,8,0,0,0,0,20
PALOS BLANCOS,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10
PAMPA AULLAGAS,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
PAMPA GRANDE,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
PASORAPA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,3,0,3,15,2,5,0,0,0,0,28
PATACAMAYA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,2,1,6,0,0,0,0,0,0,9
PAZÑA,atencion odontologica,periodoncia,2021-04-01,0,0,0,1,1,0,2,8,3,0,0,0,0,0,15
PELECHUCO,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,1,0,1,1,0,1,0,0,0,0,4
POCOATA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,1,2,10,24,8,19,0,0,0,0,64
POCONA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,1,0,1,12,0,1,0,0,0,0,15
POJO (CBBA),atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,3,2,4,2,0,0,0,0,0,11
POOPO,atencion odontologica,periodoncia,2021-04-01,0,0,1,1,1,0,0,7,3,2,0,0,0,0,15
PORCO,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
POROMA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,1,0,0,2,0,1,0,0,0,0,4
PORONGO,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,4,1,0,0,0,0,0,6
PORVENIR,atencion odontologica,periodoncia,2021-04-01,0,0,1,0,0,3,1,6,0,0,0,0,0,0,11
POSTRER VALLE,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
POTOSI,atencion odontologica,periodoncia,2021-04-01,0,0,1,1,4,2,7,21,0,0,0,0,0,0,36
PRESTO,atencion odontologica,periodoncia,2021-04-01,0,0,0,3,0,0,2,6,0,0,0,0,0,0,11
PUCARA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PUCARANI,atencion odontologica,periodoncia,2021-04-01,0,0,0,1,0,4,1,5,1,0,0,0,0,0,12
PUERTO ACOSTA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3
PUERTO CARABUCO,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,0,2,0,1,0,0,0,0,4
PUERTO GONZALO MORENO,atencion odontologica,periodoncia,2021-04-01,0,0,2,3,1,2,1,5,0,0,0,0,0,0,14
PUERTO PEREZ,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
PUERTO RICO,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,3,1,6,0,0,0,0,0,0,10
PUERTO VILLARROEL,atencion odontologica,periodoncia,2021-04-01,0,0,2,1,4,11,3,19,5,4,0,0,0,0,49
PUNA,atencion odontologica,periodoncia,2021-04-01,0,0,0,1,1,0,2,6,1,1,0,0,0,0,12
PUNATA,atencion odontologica,periodoncia,2021-04-01,0,0,1,0,3,8,13,21,3,3,0,0,0,0,52
QUIABAYA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
QUILLACOLLO,atencion odontologica,periodoncia,2021-04-01,0,0,4,4,7,11,45,105,15,12,0,0,0,0,203
QUIME,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,13,5,1,0,0,0,0,0,19
RAVELO,atencion odontologica,periodoncia,2021-04-01,0,0,0,1,1,6,1,8,0,0,0,0,0,0,17
REYES,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
RIBERALTA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,2,1,6,15,0,0,0,0,0,0,24
ROBORE,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,3,1,0,2,0,0,0,0,6
RURRENABAQUE,atencion odontologica,periodoncia,2021-04-01,0,0,5,11,1,2,6,3,0,0,0,0,0,0,28
SABAYA,atencion odontologica,periodoncia,2021-04-01,0,0,0,1,0,0,5,5,1,0,0,0,0,0,12
SACABA,atencion odontologica,periodoncia,2021-04-01,0,0,2,7,5,19,45,84,5,12,0,0,0,0,179
SACABAMBA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,1,0,0,3,1,4,0,0,0,0,9
SACACA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncia,2021-04-01,0,0,1,0,0,1,3,3,1,1,0,0,0,0,10
SAN AGUSTIN,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
SAN ANDRES DE MACHACA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,1,0,0,2,1,0,0,0,0,0,4
SAN BENITO,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,2,3,0,1,0,0,0,0,7
SAN BORJA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,2,6,0,0,0,0,0,0,8
SAN BUENA VENTURA,atencion odontologica,periodoncia,2021-04-01,0,0,0,1,0,5,4,8,2,2,0,0,0,0,22
SAN CARLOS,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,3,4,0,0,0,0,0,0,8
SAN IGNACIO,atencion odontologica,periodoncia,2021-04-01,0,0,2,2,3,1,13,21,0,0,0,0,0,0,42
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,4,0,1,6,0,0,0,0,0,0,11
SAN JAVIER(STC),atencion odontologica,periodoncia,2021-04-01,0,0,2,7,3,2,0,0,0,0,0,0,0,0,14
SAN JOAQUIN,atencion odontologica,periodoncia,2021-04-01,0,0,3,0,0,0,1,18,1,0,0,0,0,0,23
SAN JUAN DE YAPACANI,atencion odontologica,periodoncia,2021-04-01,0,0,2,0,0,4,0,7,0,0,0,0,0,0,13
SAN JULIAN,atencion odontologica,periodoncia,2021-04-01,0,0,2,8,1,9,14,44,5,1,0,0,0,0,84
SAN LORENZO(TJA),atencion odontologica,periodoncia,2021-04-01,0,0,1,0,0,2,3,16,4,5,0,0,0,0,31
SAN LUCAS,atencion odontologica,periodoncia,2021-04-01,0,0,3,5,4,10,5,23,1,1,0,0,0,0,52
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncia,2021-04-01,0,0,0,2,1,0,3,10,0,0,0,0,0,0,16
SAN PABLO DE LIPEZ,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN PEDRO,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncia,2021-04-01,0,0,1,0,0,2,10,14,2,0,0,0,0,0,29
SAN PEDRO DE MACHA,atencion odontologica,periodoncia,2021-04-01,0,0,1,1,1,2,1,7,0,0,0,0,0,0,13
SAN PEDRO DE QUEMES,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,2,5,1,1,0,0,0,0,0,9
SAN PEDRO DE TIQUINA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN RAFAEL,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,2,4,3,0,0,0,0,0,0,9
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncia,2021-04-01,0,0,58,47,56,84,622,632,96,41,0,0,0,0,1636
SANTA ROSA DEL SARA,atencion odontologica,periodoncia,2021-04-01,0,0,1,0,1,1,0,9,0,0,0,0,0,0,12
SANTIAGO DE CALLAPA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SANTIAGO DE HUARI,atencion odontologica,periodoncia,2021-04-01,0,0,2,2,0,1,0,0,4,9,0,0,0,0,18
SANTIAGO DE HUATA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
SANTIVAÑES,atencion odontologica,periodoncia,2021-04-01,0,0,1,2,1,1,4,15,5,3,0,0,0,0,32
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,4,1,1,0,0,0,0,7
SAPAHAQUI,atencion odontologica,periodoncia,2021-04-01,0,0,1,0,0,0,5,4,0,0,0,0,0,0,10
SHINAOTA,atencion odontologica,periodoncia,2021-04-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3
SIPE SIPE,atencion odontologica,periodoncia,2021-04-01,0,0,0,2,3,7,6,35,2,4,0,0,0,0,59
SOPACHUY,atencion odontologica,periodoncia,2021-04-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3
SORACACHI,atencion odontologica,periodoncia,2021-04-01,0,0,2,0,0,4,5,7,6,4,0,0,0,0,28
SORATA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
SUCRE,atencion odontologica,periodoncia,2021-04-01,0,0,10,13,13,27,75,183,26,16,0,0,0,0,363
TACACOMA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,2,3,0,5,0,0,0,0,0,0,10
TACOPAYA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,7,11,8,9,0,0,0,0,36
TAPACARI,atencion odontologica,periodoncia,2021-04-01,0,0,2,0,1,2,6,13,4,4,0,0,0,0,32
TARABUCO,atencion odontologica,periodoncia,2021-04-01,0,0,0,2,1,3,1,18,0,0,0,0,0,0,25
TARATA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,1,0,1,5,0,2,0,0,0,0,9
TARIJA,atencion odontologica,periodoncia,2021-04-01,0,0,2,3,3,7,42,70,3,15,0,0,0,0,145
TARVITA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,2,6,0,0,0,0,0,0,8
TEOPONTE,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TIAHUANACU,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
TINGUIPAYA,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,1,1,8,0,2,0,0,0,0,12
TIPUANI,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,2,1,4,0,0,0,0,0,0,7
TIQUIPAYA,atencion odontologica,periodoncia,2021-04-01,0,0,0,1,3,5,16,29,3,3,0,0,0,0,60
TIRAQUE (CBBA),atencion odontologica,periodoncia,2021-04-01,0,0,1,1,1,4,7,16,1,1,0,0,0,0,32
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TOCO,atencion odontologica,periodoncia,2021-04-01,0,0,0,0,0,0,0,8,0,1,0,0,0,0,9
