,group,variable,month,TOTAL 1.2 PERSONAS DE 5 A 9 AÑOS NUEVO,TOTAL 1.2 PERSONAS DE 5 A 9 AÑOS NUEVO,TOTAL 1.2 PERSONAS DE 5 A 9 AÑOS REPETIDO,TOTAL 1.2 PERSONAS DE 5 A 9 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
SACACA,consulta externa, personas de 5 a 9 anos,2014-03-01,18,12,0,0,18,12,30
SAIPINA,consulta externa, personas de 5 a 9 anos,2014-03-01,25,15,1,2,26,17,43
SALINAS DE GARCI MENDOZA,consulta externa, personas de 5 a 9 anos,2014-03-01,22,20,1,0,23,20,43
SAMAIPATA,consulta externa, personas de 5 a 9 anos,2014-03-01,49,42,1,0,50,42,92
SAN AGUSTIN,consulta externa, personas de 5 a 9 anos,2014-03-01,5,10,0,0,5,10,15
SAN ANDRES,consulta externa, personas de 5 a 9 anos,2014-03-01,65,86,0,5,65,91,156
SAN ANDRES DE MACHACA,consulta externa, personas de 5 a 9 anos,2014-03-01,15,4,3,0,18,4,22
SAN ANTONIO DE ESMORUCO,consulta externa, personas de 5 a 9 anos,2014-03-01,17,10,2,0,19,10,29
SAN ANTONIO DE LOMERIO,consulta externa, personas de 5 a 9 anos,2014-03-01,10,19,0,0,10,19,29
SAN BENITO,consulta externa, personas de 5 a 9 anos,2014-03-01,29,14,5,10,34,24,58
SAN BORJA,consulta externa, personas de 5 a 9 anos,2014-03-01,263,246,11,7,274,253,527
SAN BUENA VENTURA,consulta externa, personas de 5 a 9 anos,2014-03-01,41,36,1,0,42,36,78
SAN CARLOS,consulta externa, personas de 5 a 9 anos,2014-03-01,72,87,5,3,77,90,167
SAN IGNACIO,consulta externa, personas de 5 a 9 anos,2014-03-01,310,281,22,7,332,288,620
SAN IGNACIO DE VELASCO,consulta externa, personas de 5 a 9 anos,2014-03-01,104,92,0,2,104,94,198
SAN JAVIER(BNI),consulta externa, personas de 5 a 9 anos,2014-03-01,21,27,0,0,21,27,48
SAN JAVIER(STC),consulta externa, personas de 5 a 9 anos,2014-03-01,21,21,0,0,21,21,42
SAN JOAQUIN,consulta externa, personas de 5 a 9 anos,2014-03-01,17,20,1,1,18,21,39
SAN JOSE DE CHIQUITOS,consulta externa, personas de 5 a 9 anos,2014-03-01,68,60,5,0,73,60,133
SAN JUAN DE YAPACANI,consulta externa, personas de 5 a 9 anos,2014-03-01,57,37,2,3,59,40,99
SAN JULIAN,consulta externa, personas de 5 a 9 anos,2014-03-01,110,96,5,9,115,105,220
SAN LORENZO(PND),consulta externa, personas de 5 a 9 anos,2014-03-01,29,26,0,0,29,26,55
SAN LORENZO(TJA),consulta externa, personas de 5 a 9 anos,2014-03-01,115,138,7,7,122,145,267
SAN LUCAS,consulta externa, personas de 5 a 9 anos,2014-03-01,76,58,2,1,78,59,137
SAN MATIAS,consulta externa, personas de 5 a 9 anos,2014-03-01,23,35,1,0,24,35,59
SAN MIGUEL DE VELASCO,consulta externa, personas de 5 a 9 anos,2014-03-01,13,12,5,2,18,14,32
SAN PABLO DE LIPEZ,consulta externa, personas de 5 a 9 anos,2014-03-01,16,18,1,1,17,19,36
SAN PEDRO,consulta externa, personas de 5 a 9 anos,2014-03-01,82,88,0,3,82,91,173
SAN PEDRO DE BUENA VISTA,consulta externa, personas de 5 a 9 anos,2014-03-01,14,12,0,0,14,12,26
SAN PEDRO DE CURAHUARA,consulta externa, personas de 5 a 9 anos,2014-03-01,9,17,1,0,10,17,27
SAN PEDRO DE QUEMES,consulta externa, personas de 5 a 9 anos,2014-03-01,6,0,2,0,8,0,8
SAN PEDRO DE TIQUINA,consulta externa, personas de 5 a 9 anos,2014-03-01,4,10,0,2,4,12,16
SAN PEDRO(PND),consulta externa, personas de 5 a 9 anos,2014-03-01,12,7,0,0,12,7,19
SAN RAFAEL,consulta externa, personas de 5 a 9 anos,2014-03-01,10,2,0,0,10,2,12
SAN RAMON BENI,consulta externa, personas de 5 a 9 anos,2014-03-01,20,23,0,1,20,24,44
SAN RAMON SCZ,consulta externa, personas de 5 a 9 anos,2014-03-01,88,35,1,5,89,40,129
SANTA ANA,consulta externa, personas de 5 a 9 anos,2014-03-01,136,153,22,21,158,174,332
SANTA CRUZ DE LA SIERRA,consulta externa, personas de 5 a 9 anos,2014-03-01,5364,5256,1145,1189,6509,6445,12954
SANTA ROSA,consulta externa, personas de 5 a 9 anos,2014-03-01,57,57,0,0,57,57,114
SANTA ROSA DEL SARA,consulta externa, personas de 5 a 9 anos,2014-03-01,58,54,9,5,67,59,126
SANTIAGO DE CALLAPA,consulta externa, personas de 5 a 9 anos,2014-03-01,3,0,0,0,3,0,3
SANTIAGO DE HUARI,consulta externa, personas de 5 a 9 anos,2014-03-01,32,27,1,2,33,29,62
SANTIAGO DE HUATA,consulta externa, personas de 5 a 9 anos,2014-03-01,10,4,0,0,10,4,14
SANTIAGO DE MACHACA,consulta externa, personas de 5 a 9 anos,2014-03-01,7,4,0,0,7,4,11
SANTIVAÑES,consulta externa, personas de 5 a 9 anos,2014-03-01,17,20,2,0,19,20,39
SANTUARIO DE QUILLACAS,consulta externa, personas de 5 a 9 anos,2014-03-01,7,5,0,0,7,5,12
SAPAHAQUI,consulta externa, personas de 5 a 9 anos,2014-03-01,13,9,2,0,15,9,24
SENA,consulta externa, personas de 5 a 9 anos,2014-03-01,18,21,0,0,18,21,39
SHINAOTA,consulta externa, personas de 5 a 9 anos,2014-03-01,54,73,6,2,60,75,135
SICA SICA (VILLA AROMA),consulta externa, personas de 5 a 9 anos,2014-03-01,24,23,2,2,26,25,51
SICAYA,consulta externa, personas de 5 a 9 anos,2014-03-01,3,3,0,0,3,3,6
SIPE SIPE,consulta externa, personas de 5 a 9 anos,2014-03-01,67,74,7,3,74,77,151
SOPACHUY,consulta externa, personas de 5 a 9 anos,2014-03-01,39,44,2,2,41,46,87
SORACACHI,consulta externa, personas de 5 a 9 anos,2014-03-01,7,17,0,0,7,17,24
SORATA,consulta externa, personas de 5 a 9 anos,2014-03-01,33,32,2,1,35,33,68
SUCRE,consulta externa, personas de 5 a 9 anos,2014-03-01,1406,1249,655,448,2061,1697,3758
TACACHI,consulta externa, personas de 5 a 9 anos,2014-03-01,4,1,0,0,4,1,5
TACACOMA,consulta externa, personas de 5 a 9 anos,2014-03-01,10,7,3,6,13,13,26
TACOBAMBA,consulta externa, personas de 5 a 9 anos,2014-03-01,20,9,0,0,20,9,29
TACOPAYA,consulta externa, personas de 5 a 9 anos,2014-03-01,5,8,1,0,6,8,14
TAHUA,consulta externa, personas de 5 a 9 anos,2014-03-01,5,0,0,0,5,0,5
TAPACARI,consulta externa, personas de 5 a 9 anos,2014-03-01,30,11,1,1,31,12,43
TARABUCO,consulta externa, personas de 5 a 9 anos,2014-03-01,15,20,0,0,15,20,35
TARACO,consulta externa, personas de 5 a 9 anos,2014-03-01,7,3,1,3,8,6,14
TARATA,consulta externa, personas de 5 a 9 anos,2014-03-01,13,8,1,0,14,8,22
TARIJA,consulta externa, personas de 5 a 9 anos,2014-03-01,1477,1437,307,388,1784,1825,3609
TARVITA,consulta externa, personas de 5 a 9 anos,2014-03-01,38,44,0,0,38,44,82
TEOPONTE,consulta externa, personas de 5 a 9 anos,2014-03-01,28,36,0,0,28,36,64
TIAWANACU,consulta externa, personas de 5 a 9 anos,2014-03-01,18,16,5,0,23,16,39
TINGUIPAYA,consulta externa, personas de 5 a 9 anos,2014-03-01,14,15,0,0,14,15,29
TIPUANI,consulta externa, personas de 5 a 9 anos,2014-03-01,19,21,0,0,19,21,40
TIQUIPAYA,consulta externa, personas de 5 a 9 anos,2014-03-01,97,73,20,23,117,96,213
TIRAQUE (CBBA),consulta externa, personas de 5 a 9 anos,2014-03-01,24,22,0,0,24,22,46
TITO YUPANQUI (PARQUIPUJIO),consulta externa, personas de 5 a 9 anos,2014-03-01,2,4,0,0,2,4,6
TOCO,consulta externa, personas de 5 a 9 anos,2014-03-01,8,14,0,0,8,14,22
TODOS SANTOS,consulta externa, personas de 5 a 9 anos,2014-03-01,3,3,0,0,3,3,6
TOLATA,consulta externa, personas de 5 a 9 anos,2014-03-01,30,24,5,0,35,24,59
TOLEDO,consulta externa, personas de 5 a 9 anos,2014-03-01,17,6,0,0,17,6,23
TOMAVE,consulta externa, personas de 5 a 9 anos,2014-03-01,44,32,1,2,45,34,79
TOMINA,consulta externa, personas de 5 a 9 anos,2014-03-01,44,84,0,0,44,84,128
TORO TORO,consulta externa, personas de 5 a 9 anos,2014-03-01,21,20,0,0,21,20,41
TOTORA(CBBA),consulta externa, personas de 5 a 9 anos,2014-03-01,15,10,1,0,16,10,26
TOTORA(ORR),consulta externa, personas de 5 a 9 anos,2014-03-01,12,8,1,0,13,8,21
TRIGAL,consulta externa, personas de 5 a 9 anos,2014-03-01,16,14,3,0,19,14,33
TRINIDAD,consulta externa, personas de 5 a 9 anos,2014-03-01,846,865,113,87,959,952,1911
TUPIZA,consulta externa, personas de 5 a 9 anos,2014-03-01,288,258,18,13,306,271,577
TURCO,consulta externa, personas de 5 a 9 anos,2014-03-01,15,12,0,0,15,12,27
UMALA,consulta externa, personas de 5 a 9 anos,2014-03-01,10,1,2,0,12,1,13
UNCIA,consulta externa, personas de 5 a 9 anos,2014-03-01,38,35,5,2,43,37,80
URIONDO (A. CONCEPCION),consulta externa, personas de 5 a 9 anos,2014-03-01,114,101,11,7,125,108,233
URUBICHA,consulta externa, personas de 5 a 9 anos,2014-03-01,7,9,0,0,7,9,16
UYUNI,consulta externa, personas de 5 a 9 anos,2014-03-01,70,75,3,13,73,88,161
VACAS,consulta externa, personas de 5 a 9 anos,2014-03-01,6,8,0,3,6,11,17
VALLEGRANDE,consulta externa, personas de 5 a 9 anos,2014-03-01,57,72,12,15,69,87,156
VIACHA,consulta externa, personas de 5 a 9 anos,2014-03-01,159,191,78,84,237,275,512
VILA VILA,consulta externa, personas de 5 a 9 anos,2014-03-01,2,3,0,0,2,3,5
VILLA CHARCAS,consulta externa, personas de 5 a 9 anos,2014-03-01,14,15,1,1,15,16,31
VILLA MONTES,consulta externa, personas de 5 a 9 anos,2014-03-01,357,375,67,59,424,434,858
VILLA NUEVA (LOMA ALTA),consulta externa, personas de 5 a 9 anos,2014-03-01,7,13,0,0,7,13,20
VILLA RIVERO,consulta externa, personas de 5 a 9 anos,2014-03-01,21,10,1,1,22,11,33
VILLA SERRANO,consulta externa, personas de 5 a 9 anos,2014-03-01,10,18,0,0,10,18,28
VILLA TUNARI,consulta externa, personas de 5 a 9 anos,2014-03-01,213,183,8,6,221,189,410
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa, personas de 5 a 9 anos,2014-03-01,19,16,0,0,19,16,35
VILLAZON,consulta externa, personas de 5 a 9 anos,2014-03-01,194,184,9,6,203,190,393
VINTO,consulta externa, personas de 5 a 9 anos,2014-03-01,39,38,6,9,45,47,92
VITICHI,consulta externa, personas de 5 a 9 anos,2014-03-01,31,38,2,5,33,43,76
WALDO BALLIVIAN,consulta externa, personas de 5 a 9 anos,2014-03-01,3,3,0,0,3,3,6
WARNES,consulta externa, personas de 5 a 9 anos,2014-03-01,615,550,3,2,618,552,1170
YACO,consulta externa, personas de 5 a 9 anos,2014-03-01,4,6,0,0,4,6,10
YACUIBA,consulta externa, personas de 5 a 9 anos,2014-03-01,554,546,75,54,629,600,1229
YAMPARAEZ,consulta externa, personas de 5 a 9 anos,2014-03-01,6,11,0,0,6,11,17
YANACACHI,consulta externa, personas de 5 a 9 anos,2014-03-01,4,10,1,1,5,11,16
YAPACANI,consulta externa, personas de 5 a 9 anos,2014-03-01,123,94,3,6,126,100,226
YOCALLA,consulta externa, personas de 5 a 9 anos,2014-03-01,17,10,0,0,17,10,27
YOTALA,consulta externa, personas de 5 a 9 anos,2014-03-01,29,30,7,1,36,31,67
YUNCHARA,consulta externa, personas de 5 a 9 anos,2014-03-01,54,46,1,1,55,47,102
ZUDAÑEZ,consulta externa, personas de 5 a 9 anos,2014-03-01,20,25,0,1,20,26,46
ACACIO,consulta externa, personas de 5 a 9 anos,2014-04-01,11,18,0,0,11,18,29
ACHACACHI,consulta externa, personas de 5 a 9 anos,2014-04-01,40,54,2,4,42,58,100
ACHOCALLA,consulta externa, personas de 5 a 9 anos,2014-04-01,24,29,0,1,24,30,54
AIQUILE,consulta externa, personas de 5 a 9 anos,2014-04-01,49,66,6,3,55,69,124
ALALAY,consulta externa, personas de 5 a 9 anos,2014-04-01,4,4,0,0,4,4,8
ALCALA,consulta externa, personas de 5 a 9 anos,2014-04-01,33,26,1,0,34,26,60
ALTO BENI,consulta externa, personas de 5 a 9 anos,2014-04-01,43,43,0,0,43,43,86
ANCORAIMES,consulta externa, personas de 5 a 9 anos,2014-04-01,8,9,0,0,8,9,17
ANDAMARCA,consulta externa, personas de 5 a 9 anos,2014-04-01,9,8,1,0,10,8,18
ANTEQUERA,consulta externa, personas de 5 a 9 anos,2014-04-01,16,20,1,0,17,20,37
ANZALDO,consulta externa, personas de 5 a 9 anos,2014-04-01,12,18,1,3,13,21,34
APOLO,consulta externa, personas de 5 a 9 anos,2014-04-01,17,21,1,1,18,22,40
ARAMPAMPA,consulta externa, personas de 5 a 9 anos,2014-04-01,3,0,0,0,3,0,3
ARANI,consulta externa, personas de 5 a 9 anos,2014-04-01,23,13,0,0,23,13,36
ARBIETO,consulta externa, personas de 5 a 9 anos,2014-04-01,58,43,1,3,59,46,105
ARQUE,consulta externa, personas de 5 a 9 anos,2014-04-01,25,22,0,1,25,23,48
ASCENCION DE GUARAYOS,consulta externa, personas de 5 a 9 anos,2014-04-01,31,38,1,1,32,39,71
ATOCHA,consulta externa, personas de 5 a 9 anos,2014-04-01,222,201,44,35,266,236,502
AUCAPATA,consulta externa, personas de 5 a 9 anos,2014-04-01,10,24,0,0,10,24,34
AYATA,consulta externa, personas de 5 a 9 anos,2014-04-01,36,13,0,0,36,13,49
AYO AYO,consulta externa, personas de 5 a 9 anos,2014-04-01,4,5,0,0,4,5,9
AYOPAYA (V. DE INDEPENDENCIA),consulta externa, personas de 5 a 9 anos,2014-04-01,62,59,1,2,63,61,124
AZURDUY,consulta externa, personas de 5 a 9 anos,2014-04-01,19,26,0,2,19,28,47
BATALLAS,consulta externa, personas de 5 a 9 anos,2014-04-01,13,8,0,0,13,8,21
BAURES,consulta externa, personas de 5 a 9 anos,2014-04-01,32,27,2,5,34,32,66
BELEN DE ANDAMARCA,consulta externa, personas de 5 a 9 anos,2014-04-01,8,6,0,0,8,6,14
BELEN DE URMIRI,consulta externa, personas de 5 a 9 anos,2014-04-01,0,5,0,0,0,5,5
BELLA FLOR,consulta externa, personas de 5 a 9 anos,2014-04-01,9,22,0,0,9,22,31
BERMEJO,consulta externa, personas de 5 a 9 anos,2014-04-01,368,408,49,21,417,429,846
BETANZOS,consulta externa, personas de 5 a 9 anos,2014-04-01,73,63,4,1,77,64,141
BOLIVAR,consulta externa, personas de 5 a 9 anos,2014-04-01,7,6,1,1,8,7,15
BOLPEBRA,consulta externa, personas de 5 a 9 anos,2014-04-01,8,13,0,0,8,13,21
BOYUIBE,consulta externa, personas de 5 a 9 anos,2014-04-01,19,21,2,0,21,21,42
BUENA VISTA,consulta externa, personas de 5 a 9 anos,2014-04-01,45,40,4,2,49,42,91
CABEZAS,consulta externa, personas de 5 a 9 anos,2014-04-01,115,128,4,5,119,133,252
CAIROMA,consulta externa, personas de 5 a 9 anos,2014-04-01,26,36,1,5,27,41,68
"CAIZA ""D""",consulta externa, personas de 5 a 9 anos,2014-04-01,40,26,0,0,40,26,66
CAJUATA,consulta externa, personas de 5 a 9 anos,2014-04-01,33,33,1,0,34,33,67
CALACOTO,consulta externa, personas de 5 a 9 anos,2014-04-01,8,2,1,0,9,2,11
CALAMARCA,consulta externa, personas de 5 a 9 anos,2014-04-01,24,23,1,2,25,25,50
CAMARGO,consulta externa, personas de 5 a 9 anos,2014-04-01,49,41,0,0,49,41,90
CAMATAQUI (C. VILLA ABECIA),consulta externa, personas de 5 a 9 anos,2014-04-01,7,5,0,0,7,5,12
CAMIRI,consulta externa, personas de 5 a 9 anos,2014-04-01,468,498,68,83,536,581,1117
CAPINOTA,consulta externa, personas de 5 a 9 anos,2014-04-01,73,55,9,11,82,66,148
CAQUIAVIRI,consulta externa, personas de 5 a 9 anos,2014-04-01,9,10,0,0,9,10,19
CARACOLLO,consulta externa, personas de 5 a 9 anos,2014-04-01,75,88,6,6,81,94,175
CARANAVI,consulta externa, personas de 5 a 9 anos,2014-04-01,143,115,6,3,149,118,267
CARANGAS,consulta externa, personas de 5 a 9 anos,2014-04-01,0,1,0,0,0,1,1
CARAPARI,consulta externa, personas de 5 a 9 anos,2014-04-01,145,161,1,2,146,163,309
CARIPUYO,consulta externa, personas de 5 a 9 anos,2014-04-01,8,7,0,0,8,7,15
CARMEN RIVERO TORREZ,consulta externa, personas de 5 a 9 anos,2014-04-01,26,17,0,1,26,18,44
CATACORA,consulta externa, personas de 5 a 9 anos,2014-04-01,2,5,0,0,2,5,7
CHACARILLA,consulta externa, personas de 5 a 9 anos,2014-04-01,4,2,0,0,4,2,6
CHALLAPATA,consulta externa, personas de 5 a 9 anos,2014-04-01,64,57,5,14,69,71,140
CHAQUI,consulta externa, personas de 5 a 9 anos,2014-04-01,15,11,0,0,15,11,26
CHARAGUA,consulta externa, personas de 5 a 9 anos,2014-04-01,58,57,1,1,59,58,117
CHARAÑA,consulta externa, personas de 5 a 9 anos,2014-04-01,4,2,1,0,5,2,7
CHAYANTA,consulta externa, personas de 5 a 9 anos,2014-04-01,38,44,0,1,38,45,83
CHIMORE,consulta externa, personas de 5 a 9 anos,2014-04-01,95,96,1,8,96,104,200
CHOQUE COTA,consulta externa, personas de 5 a 9 anos,2014-04-01,4,7,0,0,4,7,11
CHUA COCANI,consulta externa, personas de 5 a 9 anos,2014-04-01,4,4,0,0,4,4,8
CHULUMANI (V. DE LA LIBERTAD),consulta externa, personas de 5 a 9 anos,2014-04-01,44,45,2,0,46,45,91
CHUMA,consulta externa, personas de 5 a 9 anos,2014-04-01,17,16,1,1,18,17,35
CHUQUIHUTA AYLLU JUCUMANI,consulta externa, personas de 5 a 9 anos,2014-04-01,7,5,0,1,7,6,13
CKOCHAS,consulta externa, personas de 5 a 9 anos,2014-04-01,37,34,1,1,38,35,73
CLIZA,consulta externa, personas de 5 a 9 anos,2014-04-01,46,34,1,4,47,38,85
COBIJA,consulta externa, personas de 5 a 9 anos,2014-04-01,275,248,20,43,295,291,586
COCAPATA,consulta externa, personas de 5 a 9 anos,2014-04-01,26,27,0,1,26,28,54
COCHABAMBA,consulta externa, personas de 5 a 9 anos,2014-04-01,3453,3147,1990,1854,5443,5001,10444
COIPASA,consulta externa, personas de 5 a 9 anos,2014-04-01,3,1,0,0,3,1,4
COLCAPIRHUA,consulta externa, personas de 5 a 9 anos,2014-04-01,78,64,45,40,123,104,227
"COLCHA ""K""",consulta externa, personas de 5 a 9 anos,2014-04-01,25,30,0,1,25,31,56
COLLANA,consulta externa, personas de 5 a 9 anos,2014-04-01,9,7,0,6,9,13,22
COLOMI,consulta externa, personas de 5 a 9 anos,2014-04-01,66,70,0,1,66,71,137
COLPA BELGICA,consulta externa, personas de 5 a 9 anos,2014-04-01,42,41,4,9,46,50,96
COLQUECHACA,consulta externa, personas de 5 a 9 anos,2014-04-01,32,48,7,3,39,51,90
COLQUENCHA,consulta externa, personas de 5 a 9 anos,2014-04-01,11,16,2,0,13,16,29
COLQUIRI,consulta externa, personas de 5 a 9 anos,2014-04-01,34,30,13,16,47,46,93
COMANCHE,consulta externa, personas de 5 a 9 anos,2014-04-01,11,11,0,0,11,11,22
COMARAPA,consulta externa, personas de 5 a 9 anos,2014-04-01,48,48,7,17,55,65,120
COMBAYA,consulta externa, personas de 5 a 9 anos,2014-04-01,1,0,0,0,1,0,1
CONCEPCION,consulta externa, personas de 5 a 9 anos,2014-04-01,16,11,0,3,16,14,30
COPACABANA,consulta externa, personas de 5 a 9 anos,2014-04-01,18,14,0,0,18,14,32
CORIPATA,consulta externa, personas de 5 a 9 anos,2014-04-01,65,44,5,1,70,45,115
CORO CORO,consulta externa, personas de 5 a 9 anos,2014-04-01,16,9,1,0,17,9,26
COROICO,consulta externa, personas de 5 a 9 anos,2014-04-01,53,45,7,18,60,63,123
CORQUE,consulta externa, personas de 5 a 9 anos,2014-04-01,19,21,0,0,19,21,40
COTAGAITA,consulta externa, personas de 5 a 9 anos,2014-04-01,155,178,8,7,163,185,348
COTOCA,consulta externa, personas de 5 a 9 anos,2014-04-01,122,115,1,2,123,117,240
CRUZ DE MACHACAMARCA,consulta externa, personas de 5 a 9 anos,2014-04-01,1,2,0,0,1,2,3
CUATRO CAÑADAS,consulta externa, personas de 5 a 9 anos,2014-04-01,65,73,2,3,67,76,143
CUCHUMUELA (V. G. VILLARROEL),consulta externa, personas de 5 a 9 anos,2014-04-01,3,1,0,0,3,1,4
CUEVO,consulta externa, personas de 5 a 9 anos,2014-04-01,34,44,0,1,34,45,79
CULPINA,consulta externa, personas de 5 a 9 anos,2014-04-01,43,49,2,5,45,54,99
CURAHUARA DE CARANGAS,consulta externa, personas de 5 a 9 anos,2014-04-01,9,3,0,0,9,3,12
CURVA,consulta externa, personas de 5 a 9 anos,2014-04-01,4,2,0,0,4,2,6
DESAGUADERO,consulta externa, personas de 5 a 9 anos,2014-04-01,16,16,0,1,16,17,33
EL ALTO,consulta externa, personas de 5 a 9 anos,2014-04-01,4107,4430,924,834,5031,5264,10295
EL CHORO,consulta externa, personas de 5 a 9 anos,2014-04-01,12,6,0,0,12,6,18
EL PUENTE(STC),consulta externa, personas de 5 a 9 anos,2014-04-01,51,50,1,1,52,51,103
EL PUENTE(TJA),consulta externa, personas de 5 a 9 anos,2014-04-01,50,62,0,1,50,63,113
EL TORNO,consulta externa, personas de 5 a 9 anos,2014-04-01,294,268,15,21,309,289,598
EL VILLAR,consulta externa, personas de 5 a 9 anos,2014-04-01,32,36,1,5,33,41,74
ENTRE RIOS TRJ,consulta externa, personas de 5 a 9 anos,2014-04-01,256,235,1,0,257,235,492
ENTRE RIOS CBBA,consulta externa, personas de 5 a 9 anos,2014-04-01,70,65,8,9,78,74,152
ESCARA,consulta externa, personas de 5 a 9 anos,2014-04-01,0,2,0,0,0,2,2
ESCOMA,consulta externa, personas de 5 a 9 anos,2014-04-01,15,13,0,1,15,14,29
EUCALIPTUS,consulta externa, personas de 5 a 9 anos,2014-04-01,12,12,0,1,12,13,25
EUREKA (SANTOS MERCADO),consulta externa, personas de 5 a 9 anos,2014-04-01,8,0,0,0,8,0,8
EXALTACION,consulta externa, personas de 5 a 9 anos,2014-04-01,5,12,0,0,5,12,17
FERNANDEZ ALONSO,consulta externa, personas de 5 a 9 anos,2014-04-01,130,135,1,5,131,140,271
FILADELFIA,consulta externa, personas de 5 a 9 anos,2014-04-01,24,16,0,0,24,16,40
GENERAL SAAVEDRA,consulta externa, personas de 5 a 9 anos,2014-04-01,31,43,0,0,31,43,74
GRAL. J.J. PEREZ (CHARAZANI),consulta externa, personas de 5 a 9 anos,2014-04-01,19,14,2,0,21,14,35
GUANAY,consulta externa, personas de 5 a 9 anos,2014-04-01,46,54,2,2,48,56,104
GUAQUI,consulta externa, personas de 5 a 9 anos,2014-04-01,14,16,0,1,14,17,31
GUAYARAMERIN,consulta externa, personas de 5 a 9 anos,2014-04-01,275,271,44,29,319,300,619
GUTIERREZ,consulta externa, personas de 5 a 9 anos,2014-04-01,83,55,0,0,83,55,138
HUACARETA,consulta externa, personas de 5 a 9 anos,2014-04-01,42,35,1,2,43,37,80
HUACAYA (VILLA DE HUACAYA),consulta externa, personas de 5 a 9 anos,2014-04-01,7,8,0,0,7,8,15
HUACHACALLA,consulta externa, personas de 5 a 9 anos,2014-04-01,5,2,0,0,5,2,7
HUANUNI,consulta externa, personas de 5 a 9 anos,2014-04-01,189,192,11,18,200,210,410
HUARACAJE,consulta externa, personas de 5 a 9 anos,2014-04-01,26,25,1,0,27,25,52
HUARINA,consulta externa, personas de 5 a 9 anos,2014-04-01,10,7,0,0,10,7,17
HUATAJATA,consulta externa, personas de 5 a 9 anos,2014-04-01,7,2,2,1,9,3,12
HUAYLLAMARCA,consulta externa, personas de 5 a 9 anos,2014-04-01,11,11,0,0,11,11,22
HUMANATA,consulta externa, personas de 5 a 9 anos,2014-04-01,5,1,2,0,7,1,8
ICHOCA,consulta externa, personas de 5 a 9 anos,2014-04-01,5,5,0,0,5,5,10
ICLA,consulta externa, personas de 5 a 9 anos,2014-04-01,21,14,0,0,21,14,35
INCAHUASI,consulta externa, personas de 5 a 9 anos,2014-04-01,10,14,0,0,10,14,24
INGAVI (HUMAITA),consulta externa, personas de 5 a 9 anos,2014-04-01,7,1,0,0,7,1,8
INQUISIVI,consulta externa, personas de 5 a 9 anos,2014-04-01,7,13,0,0,7,13,20
IRUPANA (VILLA DE LANZA),consulta externa, personas de 5 a 9 anos,2014-04-01,65,41,0,3,65,44,109
IXIAMAS,consulta externa, personas de 5 a 9 anos,2014-04-01,28,34,0,1,28,35,63
JESUS DE MACHACA,consulta externa, personas de 5 a 9 anos,2014-04-01,27,27,5,1,32,28,60
LA ASUNTA,consulta externa, personas de 5 a 9 anos,2014-04-01,111,112,2,5,113,117,230
LA GUARDIA,consulta externa, personas de 5 a 9 anos,2014-04-01,270,258,31,19,301,277,578
LA PAZ,consulta externa, personas de 5 a 9 anos,2014-04-01,3443,3549,1367,1411,4810,4960,9770
LA RIVERA,consulta externa, personas de 5 a 9 anos,2014-04-01,0,1,0,3,0,4,4
LAGUNILLAS,consulta externa, personas de 5 a 9 anos,2014-04-01,98,91,0,0,98,91,189
LAJA,consulta externa, personas de 5 a 9 anos,2014-04-01,10,15,0,1,10,16,26
LAS CARRERAS,consulta externa, personas de 5 a 9 anos,2014-04-01,18,8,0,0,18,8,26
LICOMA PAMPA,consulta externa, personas de 5 a 9 anos,2014-04-01,6,6,0,0,6,6,12
LLALLAGUA,consulta externa, personas de 5 a 9 anos,2014-04-01,127,90,3,3,130,93,223
LLICA,consulta externa, personas de 5 a 9 anos,2014-04-01,12,14,0,0,12,14,26
LORETO,consulta externa, personas de 5 a 9 anos,2014-04-01,11,14,0,0,11,14,25
LURIBAY,consulta externa, personas de 5 a 9 anos,2014-04-01,14,25,0,1,14,26,40
MACHACAMARCA,consulta externa, personas de 5 a 9 anos,2014-04-01,12,9,3,2,15,11,26
MACHARETI,consulta externa, personas de 5 a 9 anos,2014-04-01,38,61,0,0,38,61,99
MAGDALENA,consulta externa, personas de 5 a 9 anos,2014-04-01,58,60,5,7,63,67,130
MAIRANA,consulta externa, personas de 5 a 9 anos,2014-04-01,39,46,1,1,40,47,87
MALLA,consulta externa, personas de 5 a 9 anos,2014-04-01,5,4,1,0,6,4,10
MAPIRI,consulta externa, personas de 5 a 9 anos,2014-04-01,28,34,0,1,28,35,63
MECAPACA,consulta externa, personas de 5 a 9 anos,2014-04-01,20,33,0,2,20,35,55
MINEROS,consulta externa, personas de 5 a 9 anos,2014-04-01,27,27,1,0,28,27,55
MIZQUE,consulta externa, personas de 5 a 9 anos,2014-04-01,15,14,2,5,17,19,36
MOCOMOCO,consulta externa, personas de 5 a 9 anos,2014-04-01,9,12,0,0,9,12,21
MOJINETE,consulta externa, personas de 5 a 9 anos,2014-04-01,0,3,0,0,0,3,3
MOJOCOYA,consulta externa, personas de 5 a 9 anos,2014-04-01,15,26,2,0,17,26,43
MONTEAGUDO,consulta externa, personas de 5 a 9 anos,2014-04-01,225,192,40,39,265,231,496
MONTERO,consulta externa, personas de 5 a 9 anos,2014-04-01,668,649,79,96,747,745,1492
MORO MORO,consulta externa, personas de 5 a 9 anos,2014-04-01,4,1,0,0,4,1,5
