,group,variable,month,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
SAN RAFAEL,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,84,78,84,78,162
SAN RAMON BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,8,12,8,12,20
SAN RAMON SCZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,2,3,2,3,5
SANTA ANA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,227,400,227,400,627
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,1290,1704,1290,1704,2994
SANTA ROSA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,3,7,3,7,10
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,28,25,28,25,53
SANTIAGO DE CALLAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,2,4,2,4,6
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,91,149,91,149,240
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,8,12,8,12,20
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,3,5,3,5,8
SANTUARIO DE QUILLACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,13,14,13,14,27
SAPAHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,0,2,0,2,2
SENA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,8,22,8,22,30
SHINAOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,21,28,21,28,49
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,4,3,4,3,7
SICAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,2,27,2,27,29
SIPE SIPE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,58,83,58,83,141
SOPACHUY,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,8,11,8,11,19
SORACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,3,2,3,2,5
SORATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,17,4,17,4,21
SUCRE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,782,1079,782,1079,1861
TACACOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,6,8,6,8,14
TACOPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,0,1,0,1,1
TAHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,5,5,5,5,10
TAPACARI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,31,91,31,91,122
TARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,11,29,11,29,40
TARACO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,2,7,2,7,9
TARATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,55,59,55,59,114
TARIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,248,462,248,462,710
TARVITA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,73,107,73,107,180
TEOPONTE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,15,82,15,82,97
TIAWANACU,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,31,47,31,47,78
TINGUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,6,9,6,9,15
TIPUANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,6,5,6,5,11
TIQUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,354,478,354,478,832
TIRAQUE (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,9,46,9,46,55
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,5,1,5,1,6
TOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,28,74,28,74,102
TOLATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,105,166,105,166,271
TOLEDO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,3,21,3,21,24
TOMAVE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,2,10,2,10,12
TOMINA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,18,44,18,44,62
TORO TORO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,1,2,1,2,3
TOTORA(CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,5,9,5,9,14
TRIGAL,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,7,11,7,11,18
TRINIDAD,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,136,216,136,216,352
TUPIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,87,236,87,236,323
TURCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,0,2,0,2,2
UNCIA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,18,5,18,5,23
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,23,24,23,24,47
URUBICHA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,39,57,39,57,96
UYUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,2,4,2,4,6
VACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,21,33,21,33,54
VALLEGRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,100,123,100,123,223
VIACHA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,199,176,199,176,375
VILLA CHARCAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,1,3,1,3,4
VILLA MONTES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,72,114,72,114,186
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,14,9,14,9,23
VILLA RIVERO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,5,1,5,1,6
VILLA SERRANO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,10,26,10,26,36
VILLA TUNARI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,168,160,168,160,328
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,2,2,2,2,4
VILLAZON,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,32,60,32,60,92
VINTO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,28,50,28,50,78
VITICHI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,6,2,6,2,8
WALDO BALLIVIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,1,8,1,8,9
WARNES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,80,145,80,145,225
YACO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,0,3,0,3,3
YACUIBA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,135,240,135,240,375
YAMPARAEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,6,14,6,14,20
YANACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,1,2,1,2,3
YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,11,19,11,19,30
YOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,29,19,29,19,48
YOTALA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,31,45,31,45,76
YUNCHARA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-02-01,7,17,7,17,24
ACACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,11,14,11,14,25
ACHACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,76,85,76,85,161
ACHOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,12,28,12,28,40
AIQUILE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,46,43,46,43,89
ALALAY,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,0,2,0,2,2
ALCALA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,13,19,13,19,32
ALTO BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,84,100,84,100,184
ANCORAIMES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,16,13,16,13,29
ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,0,2,0,2,2
ANTEQUERA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,18,11,18,11,29
ANZALDO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,47,86,47,86,133
APOLO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,8,2,8,2,10
ARAMPAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,6,4,6,4,10
ARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,72,68,72,68,140
ARBIETO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,44,90,44,90,134
ARQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,5,6,5,6,11
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1,21,1,21,22
ATOCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,18,27,18,27,45
AUCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,3,3,3,3,6
AYATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,0,5,0,5,5
AYO AYO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,5,2,5,2,7
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,14,32,14,32,46
AZURDUY,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,9,12,9,12,21
BATALLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,5,10,5,10,15
BAURES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,27,10,27,10,37
BELLA FLOR,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,8,10,8,10,18
BERMEJO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,114,195,114,195,309
BETANZOS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,14,12,14,12,26
BOLIVAR,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1,3,1,3,4
BOYUIBE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1,5,1,5,6
BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,2,3,2,3,5
CABEZAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,103,82,103,82,185
CAIROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,0,6,0,6,6
"CAIZA ""D""",atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,123,107,123,107,230
CAJUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,33,25,33,25,58
CALACOTO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,14,16,14,16,30
CALAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,58,58,58,58,116
CAMARGO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,120,130,120,130,250
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,0,2,0,2,2
CAMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,43,31,43,31,74
CAPINOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,598,588,598,588,1186
CAQUIAVIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,42,29,42,29,71
CARACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,53,75,53,75,128
CARANAVI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,60,69,60,69,129
CARAPARI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,20,15,20,15,35
CARIPUYO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,25,31,25,31,56
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,39,57,39,57,96
CATACORA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,0,2,0,2,2
CHALLAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,45,55,45,55,100
CHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1,7,1,7,8
CHARAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,16,20,16,20,36
CHAYANTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1,15,1,15,16
CHIMORE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,40,35,40,35,75
CHIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,2,11,2,11,13
CHOQUE COTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,3,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,26,54,26,54,80
CHUMA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,28,26,28,26,54
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,17,21,17,21,38
CKOCHAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1,5,1,5,6
CLIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,159,326,159,326,485
COBIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,191,223,191,223,414
COCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,36,34,36,34,70
COCHABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,2728,3511,2728,3511,6239
COIPASA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,0,4,0,4,4
COLCAPIRHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,206,210,206,210,416
"COLCHA ""K""",atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,11,16,11,16,27
COLLANA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,25,27,25,27,52
COLOMI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,57,224,57,224,281
COLPA BELGICA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,78,62,78,62,140
COLQUECHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,20,31,20,31,51
COMANCHE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1,1,1,1,2
COMARAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,150,190,150,190,340
CONCEPCION,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,5,6,5,6,11
COPACABANA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,71,71,71,71,142
CORIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,9,18,9,18,27
CORO CORO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,13,27,13,27,40
COROICO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,9,6,9,6,15
CORQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,57,67,57,67,124
COTAGAITA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,40,55,40,55,95
COTOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,102,105,102,105,207
CUATRO CAÑADAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,27,65,27,65,92
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,0,6,0,6,6
CUEVO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,4,6,4,6,10
CULPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1,2,1,2,3
CURAHUARA DE CARANGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1,2,1,2,3
DESAGUADERO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,12,13,12,13,25
EL ALTO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,2465,3260,2465,3260,5725
EL PUENTE(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1,1,1,1,2
EL PUENTE(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,6,10,6,10,16
EL TORNO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,60,79,60,79,139
EL VILLAR,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,5,3,5,3,8
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,9,16,9,16,25
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,160,202,160,202,362
ESCOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1,3,1,3,4
EUCALIPTUS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,33,19,33,19,52
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,14,28,14,28,42
FILADELFIA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,24,22,24,22,46
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,15,4,15,4,19
GUANAY,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,36,39,36,39,75
GUAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,13,30,13,30,43
GUAYARAMERIN,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,117,165,117,165,282
GUTIERREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,14,27,14,27,41
HUACARETA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,5,9,5,9,14
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,0,9,0,9,9
HUACHACALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,6,4,6,4,10
HUANUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,76,136,76,136,212
HUARACAJE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,6,12,6,12,18
HUAYLLAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,14,8,14,8,22
HUMANATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,14,14,14,14,28
ICLA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,11,21,11,21,32
INCAHUASI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,6,7,6,7,13
INQUISIVI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,6,3,6,3,9
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,13,22,13,22,35
IXIAMAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,3,5,3,5,8
JESUS DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,13,18,13,18,31
LA ASUNTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,11,10,11,10,21
LA GUARDIA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,80,196,80,196,276
LA PAZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,3785,2535,3785,2535,6320
LAGUNILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,28,20,28,20,48
LAJA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,12,3,12,3,15
LAS CARRERAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,3,4,3,4,7
LLALLAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,76,133,76,133,209
LLICA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,6,4,6,4,10
LORETO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,15,21,15,21,36
LURIBAY,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,37,36,37,36,73
MACHACAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,3,5,3,5,8
MACHARETI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,9,8,9,8,17
MAGDALENA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,13,19,13,19,32
MAIRANA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,20,47,20,47,67
MALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,21,23,21,23,44
MAPIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,37,32,37,32,69
MECAPACA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,22,27,22,27,49
MIZQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,19,47,19,47,66
MOCOMOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,11,7,11,7,18
MOJOCOYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,32,57,32,57,89
MONTEAGUDO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,739,692,739,692,1431
MONTERO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,202,185,202,185,387
MORO MORO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,12,12,12,12,24
MOROCHATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,40,76,40,76,116
OKINAWA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,8,10,8,10,18
ORURO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,619,814,619,814,1433
PADCAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,15,12,15,12,27
PADILLA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,22,35,22,35,57
PAILON,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,38,35,38,35,73
PALCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,310,327,310,327,637
PALOS BLANCOS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,26,33,26,33,59
PAMPA AULLAGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,0,4,0,4,4
PAMPA GRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,18,14,18,14,32
PAPEL PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,3,0,3,0,3
PASORAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,5,7,5,7,12
PATACAMAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,113,164,113,164,277
PAZÑA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1,0,1,0,1
PELECHUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,28,49,28,49,77
POCOATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,9,11,9,11,20
POCONA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,95,167,95,167,262
POJO (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,40,37,40,37,77
POOPO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,44,80,44,80,124
PORCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,18,21,18,21,39
POROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,51,85,51,85,136
PORONGO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,12,19,12,19,31
PORTACHUELO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,9,16,9,16,25
PORVENIR,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,43,55,43,55,98
POSTRER VALLE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,11,2,11,2,13
POTOSI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,333,388,333,388,721
PRESTO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,27,47,27,47,74
PUCARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,19,17,19,17,36
PUERTO ACOSTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,15,12,15,12,27
PUERTO CARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1,1,1,1,2
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,0,8,0,8,8
PUERTO PEREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,3,3,3,3,6
PUERTO QUIJARRO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,26,40,26,40,66
PUERTO RICO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,24,24,24,24,48
PUERTO SUAREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,7,20,7,20,27
PUERTO VILLARROEL,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,288,196,288,196,484
PUNA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,10,5,10,5,15
PUNATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,223,336,223,336,559
QUIABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,15,15,15,15,30
QUILLACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,447,566,447,566,1013
QUIME,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,4,8,4,8,12
QUIRUSILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1,4,1,4,5
REYES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,10,17,10,17,27
RIBERALTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,117,456,117,456,573
ROBORE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,13,20,13,20,33
RURRENABAQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,54,63,54,63,117
SABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,74,94,74,94,168
SACABA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1566,2579,1566,2579,4145
SACABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,0,8,0,8,8
SALINAS DE GARCI MENDOZA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,36,51,36,51,87
SAMAIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,11,12,11,12,23
SAN AGUSTIN,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1,0,1,0,1
SAN ANDRES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,15,8,15,8,23
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,2,18,2,18,20
SAN ANTONIO DE LOMERIO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,1,0,1,0,1
SAN BENITO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,111,85,111,85,196
SAN BORJA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-03-01,5,17,5,17,22
