,group,variable,month,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,620,525,620,525,1145
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,17,15,17,15,32
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,151,196,151,196,347
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,11,10,11,10,21
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,19,20,19,20,39
ZUDAÑEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-03-01,38,32,38,32,70
ACACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,10,6,10,6,16
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,159,189,159,189,348
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,183,300,183,300,483
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,34,31,34,31,65
ALTO BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,79,113,79,113,192
ANCORAIMES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,8,18,8,18,26
ANDAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,8,5,8,5,13
ANTEQUERA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,402,485,402,485,887
ANZALDO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,13,12,13,12,25
ARAMPAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,94,76,94,76,170
ARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,62,70,62,70,132
ARBIETO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,108,131,108,131,239
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,61,50,61,50,111
AYATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,7,2,7,2,9
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,806,744,806,744,1550
AZURDUY,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,0,2,0,2,2
BELLA FLOR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,5,4,5,4,9
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,14,25,14,25,39
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,5,6,5,6,11
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,22,26,22,26,48
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,50,39,50,39,89
BOYUIBE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,0,1,0,1,1
BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,18,21,18,21,39
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,97,132,97,132,229
"CAIZA ""D""",atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,381,430,381,430,811
CALACOTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,6,0,6,0,6
CAMARGO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,6,7,6,7,13
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,0,4,0,4,4
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,133,150,133,150,283
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,11,22,11,22,33
CARACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,7,0,7,0,7
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,64,113,64,113,177
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,0,1,0,1,1
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,103,150,103,150,253
CATACORA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,0,4,0,4,4
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,3,5,3,5,8
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,9,12,9,12,21
CHARAÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,3,1,3,1,4
CHIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,28,17,28,17,45
CHUMA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,43,60,43,60,103
CKOCHAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,55,73,55,73,128
CLIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,93,107,93,107,200
COCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,15,14,15,14,29
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,89,95,89,95,184
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,0,1,0,1,1
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,0,8,0,8,8
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,34,31,34,31,65
COMANCHE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,38,43,38,43,81
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,184,168,184,168,352
CORIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,82,86,82,86,168
COTAGAITA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,41,57,41,57,98
COTOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,29,23,29,23,52
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,8,36,8,36,44
CUEVO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,5,5,5,5,10
CULPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,6,11,6,11,17
DESAGUADERO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,10,12,10,12,22
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,3357,3595,3357,3595,6952
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,5,14,5,14,19
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,286,238,286,238,524
EL VILLAR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,54,41,54,41,95
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,0,1,0,1,1
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,40,20,40,20,60
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,1,1,1,1,2
GUANAY,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,6,4,6,4,10
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,0,250,0,250,250
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,10,14,10,14,24
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,4,10,4,10,14
HUANUNI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,0,6,0,6,6
ICHOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,2,2,2,2,4
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,271,285,271,285,556
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,11,11,11,11,22
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,7,8,7,8,15
IXIAMAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,43,55,43,55,98
JESUS DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,2,2,2,2,4
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,140,180,140,180,320
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,139,181,139,181,320
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,277,269,277,269,546
LAGUNILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,207,236,207,236,443
LLALLAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,276,859,276,859,1135
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,10,4,10,4,14
MAGDALENA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,408,398,408,398,806
MAPIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,2,1,2,1,3
MECAPACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,13,8,13,8,21
MIZQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,454,333,454,333,787
MOCOMOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,6,8,6,8,14
MOJOCOYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,135,150,135,150,285
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,12,9,12,9,21
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,212,334,212,334,546
MORO MORO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,12,12,12,12,24
MOROCHATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,15,25,15,25,40
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,15,28,15,28,43
OCURI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,6,7,6,7,13
OMEREQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,79,108,79,108,187
ORURO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,51,55,51,55,106
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,55,60,55,60,115
PADILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,38,34,38,34,72
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,2,24,2,24,26
PAMPA GRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,28,22,28,22,50
PAPEL PAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,15,4,15,4,19
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,221,232,221,232,453
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,446,388,446,388,834
POJO (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,122,119,122,119,241
POOPO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,113,106,113,106,219
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,393,350,393,350,743
PORTACHUELO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,23,19,23,19,42
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,178,230,178,230,408
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,48,59,48,59,107
PRESTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,298,253,298,253,551
PUCARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,27,26,27,26,53
PUERTO PEREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,0,5,0,5,5
PUERTO QUIJARRO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,23,15,23,15,38
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,78,67,78,67,145
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,86,99,86,99,185
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,2,1,2,1,3
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,49,114,49,114,163
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,72,82,72,82,154
RURRENABAQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,17,15,17,15,32
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,349,436,349,436,785
SAMAIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,71,58,71,58,129
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,17,45,17,45,62
SAN BENITO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,16,7,16,7,23
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,9,7,9,7,16
SAN CARLOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,10,13,10,13,23
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,179,156,179,156,335
SAN JAVIER(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,210,211,210,211,421
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,40,69,40,69,109
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,25,29,25,29,54
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,13,26,13,26,39
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,309,300,309,300,609
SAN PEDRO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,2,8,2,8,10
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,2,2,2,2,4
SAN RAFAEL,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,84,40,84,40,124
SAN RAMON SCZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,6,9,6,9,15
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,2863,2916,2863,2916,5779
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,117,169,117,169,286
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,1,3,1,3,4
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,25,31,25,31,56
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,61,82,61,82,143
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,3,2,3,2,5
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,100,133,100,133,233
SOPACHUY,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,2,0,2,0,2
SORACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,78,62,78,62,140
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,361,405,361,405,766
TACACOMA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,2,4,2,4,6
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,6,9,6,9,15
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,31,26,31,26,57
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,150,149,150,149,299
TARATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,36,54,36,54,90
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,10,9,10,9,19
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,11,17,11,17,28
TEOPONTE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,18,15,18,15,33
TIAWANACU,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,11,15,11,15,26
TINGUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,6,10,6,10,16
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,98,101,98,101,199
TIRAQUE (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,1,0,1,0,1
TOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,3,4,3,4,7
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,4,0,4,0,4
TOMINA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,164,198,164,198,362
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,66,97,66,97,163
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,379,427,379,427,806
TRIGAL,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,10,12,10,12,22
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,63,62,63,62,125
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,11,17,11,17,28
VACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,55,67,55,67,122
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,154,158,154,158,312
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,51,41,51,41,92
VILA VILA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,7,12,7,12,19
VILLA CHARCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,5,7,5,7,12
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,4,14,4,14,18
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,16,17,16,17,33
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,209,307,209,307,516
VINTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,105,74,105,74,179
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,160,140,160,140,300
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,1,0,1,0,1
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,96,109,96,109,205
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,7,5,7,5,12
YOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,13,36,13,36,49
ZUDAÑEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-04-01,17,25,17,25,42
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,101,120,101,120,221
ACHOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,0,9,0,9,9
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,300,384,300,384,684
ALALAY,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,54,52,54,52,106
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,39,45,39,45,84
ALTO BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,0,1,0,1,1
ANDAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,3,0,3,0,3
ANTEQUERA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,27,40,27,40,67
APOLO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,61,90,61,90,151
ARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,70,67,70,67,137
ARBIETO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,15,16,15,16,31
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,48,47,48,47,95
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,1,4,1,4,5
AYATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,4,0,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,18,31,18,31,49
AZURDUY,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,2,6,2,6,8
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,0,5,0,5,5
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,55,56,55,56,111
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,69,75,69,75,144
BOYUIBE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,5,4,5,4,9
BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,8,0,8,0,8
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,75,125,75,125,200
"CAIZA ""D""",atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,124,139,124,139,263
CAJUATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,10,5,10,5,15
CALACOTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,20,12,20,12,32
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,18,15,18,15,33
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,15,23,15,23,38
CAQUIAVIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,10,6,10,6,16
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,174,181,174,181,355
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,31,32,31,32,63
CARIPUYO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,15,16,15,16,31
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,39,28,39,28,67
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,9,17,9,17,26
CHARAÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,1,1,1,1,2
CHIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,15,27,15,27,42
CHUMA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,55,39,55,39,94
CKOCHAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,48,46,48,46,94
CLIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,0,33,0,33,33
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,6,7,6,7,13
COCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,6,9,6,9,15
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,295,169,295,169,464
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,10,8,10,8,18
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,18,5,18,5,23
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,55,131,55,131,186
COMANCHE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,5,4,5,4,9
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,310,294,310,294,604
CORIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,91,86,91,86,177
COROICO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,26,31,26,31,57
COTAGAITA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,62,51,62,51,113
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,4,11,4,11,15
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,13,11,13,11,24
CUEVO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,2,1,2,1,3
CULPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,6,7,6,7,13
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,185,155,185,155,340
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,6,8,6,8,14
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,36,65,36,65,101
EL VILLAR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,4,9,4,9,13
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,22,18,22,18,40
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,90,105,90,105,195
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,8,4,8,4,12
FILADELFIA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,60,66,60,66,126
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,389,401,389,401,790
GUANAY,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,10,18,10,18,28
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,2,2,2,2,4
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,99,142,99,142,241
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,4,4,4,4,8
HUARINA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,16,18,16,18,34
ICHOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,27,23,27,23,50
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,254,341,254,341,595
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,5,11,5,11,16
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,29,38,29,38,67
JESUS DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,53,50,53,50,103
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,30,75,30,75,105
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,173,168,173,168,341
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,395,379,395,379,774
LAGUNILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,59,59,59,59,118
LAJA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,3,3,3,3,6
LAS CARRERAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,4,5,4,5,9
LLALLAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,432,524,432,524,956
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,72,72,72,72,144
MAPIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,247,240,247,240,487
MECAPACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,19,0,19,0,19
MIZQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,253,255,253,255,508
MOCOMOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,3,2,3,2,5
MOJOCOYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,37,68,37,68,105
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,0,11,0,11,11
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,351,260,351,260,611
MOROCHATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-05-01,18,30,18,30,48
