,group,variable,month,PRIMERA CONSULTA CANTIDAD,PRIMERA CONSULTA CANTIDAD,TOTALES,TOTALES,TOTALES
PAILON,atencion odontologica,primera consulta,2012-03-01,63,72,63,72,135
PALCA,atencion odontologica,primera consulta,2012-03-01,213,223,213,223,436
PALOS BLANCOS,atencion odontologica,primera consulta,2012-03-01,47,75,47,75,122
PAMPA AULLAGAS,atencion odontologica,primera consulta,2012-03-01,9,10,9,10,19
PAMPA GRANDE,atencion odontologica,primera consulta,2012-03-01,42,55,42,55,97
PAPEL PAMPA,atencion odontologica,primera consulta,2012-03-01,15,27,15,27,42
PASORAPA,atencion odontologica,primera consulta,2012-03-01,16,19,16,19,35
PATACAMAYA,atencion odontologica,primera consulta,2012-03-01,62,87,62,87,149
PAZÑA,atencion odontologica,primera consulta,2012-03-01,59,51,59,51,110
PELECHUCO,atencion odontologica,primera consulta,2012-03-01,39,54,39,54,93
POCOATA,atencion odontologica,primera consulta,2012-03-01,46,72,46,72,118
POCONA,atencion odontologica,primera consulta,2012-03-01,215,260,215,260,475
POJO (CBBA),atencion odontologica,primera consulta,2012-03-01,225,241,225,241,466
POOPO,atencion odontologica,primera consulta,2012-03-01,55,75,55,75,130
PORCO,atencion odontologica,primera consulta,2012-03-01,54,75,54,75,129
POROMA,atencion odontologica,primera consulta,2012-03-01,250,285,250,285,535
PORONGO,atencion odontologica,primera consulta,2012-03-01,18,34,18,34,52
PORTACHUELO,atencion odontologica,primera consulta,2012-03-01,103,128,103,128,231
PORVENIR,atencion odontologica,primera consulta,2012-03-01,39,56,39,56,95
POSTRER VALLE,atencion odontologica,primera consulta,2012-03-01,13,17,13,17,30
POTOSI,atencion odontologica,primera consulta,2012-03-01,1028,1441,1028,1441,2469
PRESTO,atencion odontologica,primera consulta,2012-03-01,92,121,92,121,213
PUCARA,atencion odontologica,primera consulta,2012-03-01,6,12,6,12,18
PUCARANI,atencion odontologica,primera consulta,2012-03-01,96,155,96,155,251
PUERTO ACOSTA,atencion odontologica,primera consulta,2012-03-01,9,17,9,17,26
PUERTO CARABUCO,atencion odontologica,primera consulta,2012-03-01,26,46,26,46,72
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2012-03-01,6,11,6,11,17
PUERTO PEREZ,atencion odontologica,primera consulta,2012-03-01,18,24,18,24,42
PUERTO QUIJARRO,atencion odontologica,primera consulta,2012-03-01,33,39,33,39,72
PUERTO RICO,atencion odontologica,primera consulta,2012-03-01,338,68,338,68,406
PUERTO SUAREZ,atencion odontologica,primera consulta,2012-03-01,26,43,26,43,69
PUERTO VILLARROEL,atencion odontologica,primera consulta,2012-03-01,290,354,290,354,644
PUNA,atencion odontologica,primera consulta,2012-03-01,75,112,75,112,187
PUNATA,atencion odontologica,primera consulta,2012-03-01,102,213,102,213,315
QUIABAYA,atencion odontologica,primera consulta,2012-03-01,36,26,36,26,62
QUILLACOLLO,atencion odontologica,primera consulta,2012-03-01,224,353,224,353,577
QUIME,atencion odontologica,primera consulta,2012-03-01,76,48,76,48,124
QUIRUSILLAS,atencion odontologica,primera consulta,2012-03-01,22,31,22,31,53
REYES,atencion odontologica,primera consulta,2012-03-01,5,5,5,5,10
RIBERALTA,atencion odontologica,primera consulta,2012-03-01,587,985,587,985,1572
ROBORE,atencion odontologica,primera consulta,2012-03-01,58,72,58,72,130
RURRENABAQUE,atencion odontologica,primera consulta,2012-03-01,45,58,45,58,103
SABAYA,atencion odontologica,primera consulta,2012-03-01,53,68,53,68,121
SACABA,atencion odontologica,primera consulta,2012-03-01,446,683,446,683,1129
SACABAMBA,atencion odontologica,primera consulta,2012-03-01,23,27,23,27,50
SACACA,atencion odontologica,primera consulta,2012-03-01,32,65,32,65,97
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2012-03-01,40,52,40,52,92
SAMAIPATA,atencion odontologica,primera consulta,2012-03-01,52,57,52,57,109
SAN AGUSTIN,atencion odontologica,primera consulta,2012-03-01,3,4,3,4,7
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2012-03-01,26,45,26,45,71
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2012-03-01,20,20,20,20,40
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2012-03-01,16,24,16,24,40
SAN BENITO,atencion odontologica,primera consulta,2012-03-01,205,209,205,209,414
SAN BORJA,atencion odontologica,primera consulta,2012-03-01,59,118,59,118,177
SAN BUENA VENTURA,atencion odontologica,primera consulta,2012-03-01,18,21,18,21,39
SAN CARLOS,atencion odontologica,primera consulta,2012-03-01,75,141,75,141,216
SAN IGNACIO,atencion odontologica,primera consulta,2012-03-01,129,152,129,152,281
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2012-03-01,88,171,88,171,259
SAN JAVIER(STC),atencion odontologica,primera consulta,2012-03-01,12,18,12,18,30
SAN JOAQUIN,atencion odontologica,primera consulta,2012-03-01,11,11,11,11,22
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2012-03-01,147,175,147,175,322
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2012-03-01,19,30,19,30,49
SAN JULIAN,atencion odontologica,primera consulta,2012-03-01,82,145,82,145,227
SAN LORENZO(PND),atencion odontologica,primera consulta,2012-03-01,97,127,97,127,224
SAN LORENZO(TJA),atencion odontologica,primera consulta,2012-03-01,102,146,102,146,248
SAN LUCAS,atencion odontologica,primera consulta,2012-03-01,433,362,433,362,795
SAN MATIAS,atencion odontologica,primera consulta,2012-03-01,48,72,48,72,120
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2012-03-01,28,41,28,41,69
SAN PEDRO,atencion odontologica,primera consulta,2012-03-01,72,79,72,79,151
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2012-03-01,48,71,48,71,119
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2012-03-01,167,166,167,166,333
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2012-03-01,76,84,76,84,160
SAN RAFAEL,atencion odontologica,primera consulta,2012-03-01,8,32,8,32,40
SAN RAMON BENI,atencion odontologica,primera consulta,2012-03-01,59,85,59,85,144
SAN RAMON SCZ,atencion odontologica,primera consulta,2012-03-01,39,92,39,92,131
SANTA ANA,atencion odontologica,primera consulta,2012-03-01,87,88,87,88,175
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2012-03-01,3349,4767,3349,4767,8116
SANTA ROSA,atencion odontologica,primera consulta,2012-03-01,20,18,20,18,38
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2012-03-01,122,141,122,141,263
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2012-03-01,5,17,5,17,22
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2012-03-01,131,131,131,131,262
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2012-03-01,69,107,69,107,176
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2012-03-01,0,219,0,219,219
SANTIVAÑES,atencion odontologica,primera consulta,2012-03-01,4,12,4,12,16
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2012-03-01,16,20,16,20,36
SAPAHAQUI,atencion odontologica,primera consulta,2012-03-01,13,8,13,8,21
SENA,atencion odontologica,primera consulta,2012-03-01,133,139,133,139,272
SHINAOTA,atencion odontologica,primera consulta,2012-03-01,82,127,82,127,209
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2012-03-01,59,74,59,74,133
SICAYA,atencion odontologica,primera consulta,2012-03-01,6,13,6,13,19
SIPE SIPE,atencion odontologica,primera consulta,2012-03-01,62,102,62,102,164
SOPACHUY,atencion odontologica,primera consulta,2012-03-01,67,144,67,144,211
SORACACHI,atencion odontologica,primera consulta,2012-03-01,35,55,35,55,90
SORATA,atencion odontologica,primera consulta,2012-03-01,25,44,25,44,69
SUCRE,atencion odontologica,primera consulta,2012-03-01,2943,4093,2943,4093,7036
TACACOMA,atencion odontologica,primera consulta,2012-03-01,88,89,88,89,177
TACOPAYA,atencion odontologica,primera consulta,2012-03-01,7,6,7,6,13
TAPACARI,atencion odontologica,primera consulta,2012-03-01,191,239,191,239,430
TARABUCO,atencion odontologica,primera consulta,2012-03-01,227,451,227,451,678
TARACO,atencion odontologica,primera consulta,2012-03-01,30,25,30,25,55
TARATA,atencion odontologica,primera consulta,2012-03-01,114,156,114,156,270
TARIJA,atencion odontologica,primera consulta,2012-03-01,842,1330,842,1330,2172
TARVITA,atencion odontologica,primera consulta,2012-03-01,194,323,194,323,517
TEOPONTE,atencion odontologica,primera consulta,2012-03-01,33,28,33,28,61
TIAWANACU,atencion odontologica,primera consulta,2012-03-01,130,157,130,157,287
TINGUIPAYA,atencion odontologica,primera consulta,2012-03-01,45,70,45,70,115
TIPUANI,atencion odontologica,primera consulta,2012-03-01,46,48,46,48,94
TIQUIPAYA,atencion odontologica,primera consulta,2012-03-01,389,496,389,496,885
TIRAQUE (CBBA),atencion odontologica,primera consulta,2012-03-01,28,75,28,75,103
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2012-03-01,31,27,31,27,58
TOCO,atencion odontologica,primera consulta,2012-03-01,17,39,17,39,56
TOLATA,atencion odontologica,primera consulta,2012-03-01,35,73,35,73,108
TOLEDO,atencion odontologica,primera consulta,2012-03-01,79,60,79,60,139
TOMAVE,atencion odontologica,primera consulta,2012-03-01,57,71,57,71,128
TOMINA,atencion odontologica,primera consulta,2012-03-01,88,146,88,146,234
TORO TORO,atencion odontologica,primera consulta,2012-03-01,98,149,98,149,247
TOTORA(CBBA),atencion odontologica,primera consulta,2012-03-01,273,331,273,331,604
TOTORA(ORR),atencion odontologica,primera consulta,2012-03-01,7,23,7,23,30
TRIGAL,atencion odontologica,primera consulta,2012-03-01,29,36,29,36,65
TRINIDAD,atencion odontologica,primera consulta,2012-03-01,239,436,239,436,675
TUPIZA,atencion odontologica,primera consulta,2012-03-01,113,159,113,159,272
TURCO,atencion odontologica,primera consulta,2012-03-01,85,141,85,141,226
UMALA,atencion odontologica,primera consulta,2012-03-01,5,5,5,5,10
UNCIA,atencion odontologica,primera consulta,2012-03-01,33,69,33,69,102
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2012-03-01,154,214,154,214,368
URUBICHA,atencion odontologica,primera consulta,2012-03-01,11,24,11,24,35
UYUNI,atencion odontologica,primera consulta,2012-03-01,94,124,94,124,218
VACAS,atencion odontologica,primera consulta,2012-03-01,28,39,28,39,67
VALLEGRANDE,atencion odontologica,primera consulta,2012-03-01,119,598,119,598,717
VIACHA,atencion odontologica,primera consulta,2012-03-01,130,206,130,206,336
VILA VILA,atencion odontologica,primera consulta,2012-03-01,14,15,14,15,29
VILLA CHARCAS,atencion odontologica,primera consulta,2012-03-01,51,67,51,67,118
VILLA MONTES,atencion odontologica,primera consulta,2012-03-01,344,475,344,475,819
VILLA RIVERO,atencion odontologica,primera consulta,2012-03-01,24,38,24,38,62
VILLA SERRANO,atencion odontologica,primera consulta,2012-03-01,228,251,228,251,479
VILLA TUNARI,atencion odontologica,primera consulta,2012-03-01,285,394,285,394,679
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2012-03-01,72,151,72,151,223
VILLAZON,atencion odontologica,primera consulta,2012-03-01,129,206,129,206,335
VINTO,atencion odontologica,primera consulta,2012-03-01,78,116,78,116,194
VITICHI,atencion odontologica,primera consulta,2012-03-01,45,66,45,66,111
WALDO BALLIVIAN,atencion odontologica,primera consulta,2012-03-01,25,31,25,31,56
WARNES,atencion odontologica,primera consulta,2012-03-01,147,143,147,143,290
YACO,atencion odontologica,primera consulta,2012-03-01,34,25,34,25,59
YACUIBA,atencion odontologica,primera consulta,2012-03-01,146,253,146,253,399
YAMPARAEZ,atencion odontologica,primera consulta,2012-03-01,81,155,81,155,236
YANACACHI,atencion odontologica,primera consulta,2012-03-01,23,26,23,26,49
YAPACANI,atencion odontologica,primera consulta,2012-03-01,50,115,50,115,165
YOCALLA,atencion odontologica,primera consulta,2012-03-01,34,70,34,70,104
YOTALA,atencion odontologica,primera consulta,2012-03-01,90,146,90,146,236
YUNCHARA,atencion odontologica,primera consulta,2012-03-01,48,112,48,112,160
ZUDAÑEZ,atencion odontologica,primera consulta,2012-03-01,100,121,100,121,221
ACACIO,atencion odontologica,primera consulta,2012-04-01,17,18,17,18,35
ACHACACHI,atencion odontologica,primera consulta,2012-04-01,218,258,218,258,476
ACHOCALLA,atencion odontologica,primera consulta,2012-04-01,23,48,23,48,71
AIQUILE,atencion odontologica,primera consulta,2012-04-01,7,12,7,12,19
ALCALA,atencion odontologica,primera consulta,2012-04-01,29,55,29,55,84
ALTO BENI,atencion odontologica,primera consulta,2012-04-01,63,82,63,82,145
ANCORAIMES,atencion odontologica,primera consulta,2012-04-01,16,19,16,19,35
ANDAMARCA,atencion odontologica,primera consulta,2012-04-01,30,23,30,23,53
ANTEQUERA,atencion odontologica,primera consulta,2012-04-01,23,16,23,16,39
ANZALDO,atencion odontologica,primera consulta,2012-04-01,20,64,20,64,84
APOLO,atencion odontologica,primera consulta,2012-04-01,26,54,26,54,80
ARAMPAMPA,atencion odontologica,primera consulta,2012-04-01,10,12,10,12,22
ARANI,atencion odontologica,primera consulta,2012-04-01,19,39,19,39,58
ARBIETO,atencion odontologica,primera consulta,2012-04-01,48,71,48,71,119
ARQUE,atencion odontologica,primera consulta,2012-04-01,87,110,87,110,197
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2012-04-01,2,13,2,13,15
ATOCHA,atencion odontologica,primera consulta,2012-04-01,222,216,222,216,438
AUCAPATA,atencion odontologica,primera consulta,2012-04-01,6,8,6,8,14
AYATA,atencion odontologica,primera consulta,2012-04-01,36,37,36,37,73
AYO AYO,atencion odontologica,primera consulta,2012-04-01,37,37,37,37,74
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2012-04-01,441,407,441,407,848
AZURDUY,atencion odontologica,primera consulta,2012-04-01,16,21,16,21,37
BATALLAS,atencion odontologica,primera consulta,2012-04-01,18,37,18,37,55
BAURES,atencion odontologica,primera consulta,2012-04-01,11,12,11,12,23
BELEN DE URMIRI,atencion odontologica,primera consulta,2012-04-01,8,13,8,13,21
BELLA FLOR,atencion odontologica,primera consulta,2012-04-01,8,10,8,10,18
BERMEJO,atencion odontologica,primera consulta,2012-04-01,224,229,224,229,453
BETANZOS,atencion odontologica,primera consulta,2012-04-01,63,91,63,91,154
BOLIVAR,atencion odontologica,primera consulta,2012-04-01,59,58,59,58,117
BOLPEBRA,atencion odontologica,primera consulta,2012-04-01,36,26,36,26,62
BOYUIBE,atencion odontologica,primera consulta,2012-04-01,11,20,11,20,31
BUENA VISTA,atencion odontologica,primera consulta,2012-04-01,12,4,12,4,16
CABEZAS,atencion odontologica,primera consulta,2012-04-01,94,154,94,154,248
CAIROMA,atencion odontologica,primera consulta,2012-04-01,37,64,37,64,101
"CAIZA ""D""",atencion odontologica,primera consulta,2012-04-01,27,38,27,38,65
CAJUATA,atencion odontologica,primera consulta,2012-04-01,53,60,53,60,113
CALACOTO,atencion odontologica,primera consulta,2012-04-01,41,43,41,43,84
CALAMARCA,atencion odontologica,primera consulta,2012-04-01,69,97,69,97,166
CAMARGO,atencion odontologica,primera consulta,2012-04-01,139,166,139,166,305
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2012-04-01,38,58,38,58,96
CAMIRI,atencion odontologica,primera consulta,2012-04-01,162,237,162,237,399
CAPINOTA,atencion odontologica,primera consulta,2012-04-01,14,20,14,20,34
CAQUIAVIRI,atencion odontologica,primera consulta,2012-04-01,24,37,24,37,61
CARACOLLO,atencion odontologica,primera consulta,2012-04-01,30,60,30,60,90
CARANAVI,atencion odontologica,primera consulta,2012-04-01,138,209,138,209,347
CARAPARI,atencion odontologica,primera consulta,2012-04-01,90,128,90,128,218
CARIPUYO,atencion odontologica,primera consulta,2012-04-01,18,27,18,27,45
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2012-04-01,17,30,17,30,47
CATACORA,atencion odontologica,primera consulta,2012-04-01,22,34,22,34,56
CHALLAPATA,atencion odontologica,primera consulta,2012-04-01,56,90,56,90,146
CHAQUI,atencion odontologica,primera consulta,2012-04-01,13,16,13,16,29
CHARAGUA,atencion odontologica,primera consulta,2012-04-01,57,150,57,150,207
CHARAÑA,atencion odontologica,primera consulta,2012-04-01,15,33,15,33,48
CHAYANTA,atencion odontologica,primera consulta,2012-04-01,4,7,4,7,11
CHIMORE,atencion odontologica,primera consulta,2012-04-01,21,34,21,34,55
CHIPAYA,atencion odontologica,primera consulta,2012-04-01,48,47,48,47,95
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2012-04-01,42,56,42,56,98
CHUMA,atencion odontologica,primera consulta,2012-04-01,98,150,98,150,248
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2012-04-01,36,36,36,36,72
CKOCHAS,atencion odontologica,primera consulta,2012-04-01,5,24,5,24,29
CLIZA,atencion odontologica,primera consulta,2012-04-01,32,54,32,54,86
COBIJA,atencion odontologica,primera consulta,2012-04-01,44,20,44,20,64
COCAPATA,atencion odontologica,primera consulta,2012-04-01,78,98,78,98,176
COCHABAMBA,atencion odontologica,primera consulta,2012-04-01,945,1322,945,1322,2267
COIPASA,atencion odontologica,primera consulta,2012-04-01,2,6,2,6,8
COLCAPIRHUA,atencion odontologica,primera consulta,2012-04-01,52,107,52,107,159
"COLCHA ""K""",atencion odontologica,primera consulta,2012-04-01,27,13,27,13,40
COLLANA,atencion odontologica,primera consulta,2012-04-01,4,2,4,2,6
COLOMI,atencion odontologica,primera consulta,2012-04-01,73,94,73,94,167
COLPA BELGICA,atencion odontologica,primera consulta,2012-04-01,11,12,11,12,23
COLQUECHACA,atencion odontologica,primera consulta,2012-04-01,84,87,84,87,171
COLQUENCHA,atencion odontologica,primera consulta,2012-04-01,21,34,21,34,55
COLQUIRI,atencion odontologica,primera consulta,2012-04-01,15,14,15,14,29
COMANCHE,atencion odontologica,primera consulta,2012-04-01,10,18,10,18,28
COMARAPA,atencion odontologica,primera consulta,2012-04-01,114,156,114,156,270
CONCEPCION,atencion odontologica,primera consulta,2012-04-01,7,5,7,5,12
CORIPATA,atencion odontologica,primera consulta,2012-04-01,124,116,124,116,240
CORO CORO,atencion odontologica,primera consulta,2012-04-01,33,37,33,37,70
COROICO,atencion odontologica,primera consulta,2012-04-01,7,10,7,10,17
CORQUE,atencion odontologica,primera consulta,2012-04-01,10,22,10,22,32
COTAGAITA,atencion odontologica,primera consulta,2012-04-01,189,212,189,212,401
COTOCA,atencion odontologica,primera consulta,2012-04-01,20,21,20,21,41
CUATRO CAÑADAS,atencion odontologica,primera consulta,2012-04-01,52,98,52,98,150
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2012-04-01,5,3,5,3,8
CUEVO,atencion odontologica,primera consulta,2012-04-01,17,25,17,25,42
CULPINA,atencion odontologica,primera consulta,2012-04-01,103,186,103,186,289
CURVA,atencion odontologica,primera consulta,2012-04-01,17,17,17,17,34
DESAGUADERO,atencion odontologica,primera consulta,2012-04-01,86,81,86,81,167
EL ALTO,atencion odontologica,primera consulta,2012-04-01,2115,2676,2115,2676,4791
EL PUENTE(STC),atencion odontologica,primera consulta,2012-04-01,9,18,9,18,27
EL PUENTE(TJA),atencion odontologica,primera consulta,2012-04-01,39,62,39,62,101
EL TORNO,atencion odontologica,primera consulta,2012-04-01,57,123,57,123,180
EL VILLAR,atencion odontologica,primera consulta,2012-04-01,64,59,64,59,123
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2012-04-01,44,83,44,83,127
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2012-04-01,54,97,54,97,151
ESCOMA,atencion odontologica,primera consulta,2012-04-01,50,50,50,50,100
EUCALIPTUS,atencion odontologica,primera consulta,2012-04-01,8,17,8,17,25
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2012-04-01,27,49,27,49,76
FILADELFIA,atencion odontologica,primera consulta,2012-04-01,3,7,3,7,10
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2012-04-01,88,112,88,112,200
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2012-04-01,55,89,55,89,144
GUANAY,atencion odontologica,primera consulta,2012-04-01,66,68,66,68,134
GUAQUI,atencion odontologica,primera consulta,2012-04-01,32,46,32,46,78
GUAYARAMERIN,atencion odontologica,primera consulta,2012-04-01,105,121,105,121,226
GUTIERREZ,atencion odontologica,primera consulta,2012-04-01,96,120,96,120,216
HUACARETA,atencion odontologica,primera consulta,2012-04-01,27,38,27,38,65
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2012-04-01,11,24,11,24,35
HUACHACALLA,atencion odontologica,primera consulta,2012-04-01,20,8,20,8,28
HUANUNI,atencion odontologica,primera consulta,2012-04-01,45,62,45,62,107
HUARACAJE,atencion odontologica,primera consulta,2012-04-01,10,14,10,14,24
HUARINA,atencion odontologica,primera consulta,2012-04-01,25,19,25,19,44
HUAYLLAMARCA,atencion odontologica,primera consulta,2012-04-01,18,19,18,19,37
HUMANATA,atencion odontologica,primera consulta,2012-04-01,8,5,8,5,13
ICHOCA,atencion odontologica,primera consulta,2012-04-01,13,23,13,23,36
ICLA,atencion odontologica,primera consulta,2012-04-01,83,128,83,128,211
INCAHUASI,atencion odontologica,primera consulta,2012-04-01,72,107,72,107,179
INQUISIVI,atencion odontologica,primera consulta,2012-04-01,47,52,47,52,99
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2012-04-01,18,25,18,25,43
IXIAMAS,atencion odontologica,primera consulta,2012-04-01,25,32,25,32,57
JESUS DE MACHACA,atencion odontologica,primera consulta,2012-04-01,71,119,71,119,190
LA ASUNTA,atencion odontologica,primera consulta,2012-04-01,55,65,55,65,120
LA GUARDIA,atencion odontologica,primera consulta,2012-04-01,60,70,60,70,130
LA PAZ,atencion odontologica,primera consulta,2012-04-01,2661,3218,2661,3218,5879
LAGUNILLAS,atencion odontologica,primera consulta,2012-04-01,26,34,26,34,60
LAJA,atencion odontologica,primera consulta,2012-04-01,48,85,48,85,133
LAS CARRERAS,atencion odontologica,primera consulta,2012-04-01,16,19,16,19,35
LICOMA PAMPA,atencion odontologica,primera consulta,2012-04-01,19,18,19,18,37
LLALLAGUA,atencion odontologica,primera consulta,2012-04-01,68,118,68,118,186
LLICA,atencion odontologica,primera consulta,2012-04-01,18,25,18,25,43
LURIBAY,atencion odontologica,primera consulta,2012-04-01,34,48,34,48,82
MACHACAMARCA,atencion odontologica,primera consulta,2012-04-01,10,12,10,12,22
MACHARETI,atencion odontologica,primera consulta,2012-04-01,26,36,26,36,62
MAGDALENA,atencion odontologica,primera consulta,2012-04-01,4,1,4,1,5
MAIRANA,atencion odontologica,primera consulta,2012-04-01,18,14,18,14,32
MALLA,atencion odontologica,primera consulta,2012-04-01,6,9,6,9,15
MAPIRI,atencion odontologica,primera consulta,2012-04-01,96,117,96,117,213
MECAPACA,atencion odontologica,primera consulta,2012-04-01,23,18,23,18,41
MINEROS,atencion odontologica,primera consulta,2012-04-01,43,46,43,46,89
MIZQUE,atencion odontologica,primera consulta,2012-04-01,16,45,16,45,61
MOCOMOCO,atencion odontologica,primera consulta,2012-04-01,53,96,53,96,149
MOJOCOYA,atencion odontologica,primera consulta,2012-04-01,233,271,233,271,504
MONTEAGUDO,atencion odontologica,primera consulta,2012-04-01,568,526,568,526,1094
MONTERO,atencion odontologica,primera consulta,2012-04-01,496,704,496,704,1200
MORO MORO,atencion odontologica,primera consulta,2012-04-01,14,11,14,11,25
MOROCHATA,atencion odontologica,primera consulta,2012-04-01,48,74,48,74,122
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,primera consulta,2012-04-01,17,37,17,37,54
OCURI,atencion odontologica,primera consulta,2012-04-01,39,62,39,62,101
OKINAWA,atencion odontologica,primera consulta,2012-04-01,4,7,4,7,11
OMEREQUE,atencion odontologica,primera consulta,2012-04-01,2,3,2,3,5
ORURO,atencion odontologica,primera consulta,2012-04-01,333,535,333,535,868
PADCAYA,atencion odontologica,primera consulta,2012-04-01,103,134,103,134,237
PADILLA,atencion odontologica,primera consulta,2012-04-01,118,147,118,147,265
PAILON,atencion odontologica,primera consulta,2012-04-01,48,67,48,67,115
PALCA,atencion odontologica,primera consulta,2012-04-01,97,163,97,163,260
PALOS BLANCOS,atencion odontologica,primera consulta,2012-04-01,73,103,73,103,176
PAMPA AULLAGAS,atencion odontologica,primera consulta,2012-04-01,141,133,141,133,274
PAMPA GRANDE,atencion odontologica,primera consulta,2012-04-01,33,46,33,46,79
PAPEL PAMPA,atencion odontologica,primera consulta,2012-04-01,19,9,19,9,28
PASORAPA,atencion odontologica,primera consulta,2012-04-01,1,1,1,1,2
PATACAMAYA,atencion odontologica,primera consulta,2012-04-01,51,53,51,53,104
PAZÑA,atencion odontologica,primera consulta,2012-04-01,11,13,11,13,24
PELECHUCO,atencion odontologica,primera consulta,2012-04-01,25,45,25,45,70
POCOATA,atencion odontologica,primera consulta,2012-04-01,60,136,60,136,196
POCONA,atencion odontologica,primera consulta,2012-04-01,396,375,396,375,771
POJO (CBBA),atencion odontologica,primera consulta,2012-04-01,123,151,123,151,274
POOPO,atencion odontologica,primera consulta,2012-04-01,63,32,63,32,95
PORCO,atencion odontologica,primera consulta,2012-04-01,36,42,36,42,78
POROMA,atencion odontologica,primera consulta,2012-04-01,368,287,368,287,655
PORONGO,atencion odontologica,primera consulta,2012-04-01,7,7,7,7,14
PORTACHUELO,atencion odontologica,primera consulta,2012-04-01,39,54,39,54,93
PORVENIR,atencion odontologica,primera consulta,2012-04-01,95,124,95,124,219
POSTRER VALLE,atencion odontologica,primera consulta,2012-04-01,2,4,2,4,6
POTOSI,atencion odontologica,primera consulta,2012-04-01,644,1065,644,1065,1709
PRESTO,atencion odontologica,primera consulta,2012-04-01,206,183,206,183,389
PUCARA,atencion odontologica,primera consulta,2012-04-01,5,10,5,10,15
PUCARANI,atencion odontologica,primera consulta,2012-04-01,98,127,98,127,225
PUERTO ACOSTA,atencion odontologica,primera consulta,2012-04-01,9,16,9,16,25
PUERTO CARABUCO,atencion odontologica,primera consulta,2012-04-01,42,57,42,57,99
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2012-04-01,14,10,14,10,24
PUERTO PEREZ,atencion odontologica,primera consulta,2012-04-01,16,27,16,27,43
PUERTO QUIJARRO,atencion odontologica,primera consulta,2012-04-01,116,49,116,49,165
PUERTO RICO,atencion odontologica,primera consulta,2012-04-01,19,37,19,37,56
PUERTO SUAREZ,atencion odontologica,primera consulta,2012-04-01,2,2,2,2,4
PUERTO VILLARROEL,atencion odontologica,primera consulta,2012-04-01,184,277,184,277,461
PUNA,atencion odontologica,primera consulta,2012-04-01,51,73,51,73,124
PUNATA,atencion odontologica,primera consulta,2012-04-01,86,127,86,127,213
QUIABAYA,atencion odontologica,primera consulta,2012-04-01,12,31,12,31,43
QUILLACOLLO,atencion odontologica,primera consulta,2012-04-01,193,266,193,266,459
QUIME,atencion odontologica,primera consulta,2012-04-01,33,39,33,39,72
QUIRUSILLAS,atencion odontologica,primera consulta,2012-04-01,8,3,8,3,11
RAVELO,atencion odontologica,primera consulta,2012-04-01,33,56,33,56,89
REYES,atencion odontologica,primera consulta,2012-04-01,2,2,2,2,4
RIBERALTA,atencion odontologica,primera consulta,2012-04-01,83,121,83,121,204
ROBORE,atencion odontologica,primera consulta,2012-04-01,33,55,33,55,88
RURRENABAQUE,atencion odontologica,primera consulta,2012-04-01,19,22,19,22,41
SABAYA,atencion odontologica,primera consulta,2012-04-01,9,23,9,23,32
