,group,variable,month,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
YANACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2012-03-01,4,2,4,2,6
YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2012-03-01,51,42,51,42,93
YOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-03-01,19,42,19,42,61
YOTALA,atencion odontologica,consultas nuevas menores de 5 anos,2012-03-01,86,82,86,82,168
YUNCHARA,atencion odontologica,consultas nuevas menores de 5 anos,2012-03-01,3,4,3,4,7
ZUDAÑEZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-03-01,76,60,76,60,136
ACACIO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,20,26,20,26,46
ACHACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,210,181,210,181,391
ACHOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,43,24,43,24,67
AIQUILE,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,10,24,10,24,34
ALCALA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,76,72,76,72,148
ALTO BENI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,76,89,76,89,165
ANCORAIMES,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,11,10,11,10,21
ANDAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,9,4,9,4,13
ANTEQUERA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,5,14,5,14,19
ANZALDO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,15,22,15,22,37
APOLO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,54,21,54,21,75
ARAMPAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,5,2,5,2,7
ARANI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,45,15,45,15,60
ARBIETO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,181,149,181,149,330
ARQUE,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,20,19,20,19,39
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,8,1,8,1,9
ATOCHA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,36,36,36,36,72
AUCAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,3,12,3,12,15
AYATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,11,11,11,11,22
AYO AYO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,10,7,10,7,17
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,32,28,32,28,60
AZURDUY,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,27,21,27,21,48
BATALLAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,31,43,31,43,74
BAURES,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,7,1,7,1,8
BELEN DE URMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,5,2,5,2,7
BELLA FLOR,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,8,7,8,7,15
BERMEJO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,8,10,8,10,18
BETANZOS,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,31,17,31,17,48
BOLIVAR,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,17,40,17,40,57
BOLPEBRA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,18,7,18,7,25
BOYUIBE,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,0,2,0,2,2
BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,13,4,13,4,17
CABEZAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,54,58,54,58,112
CAIROMA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,28,36,28,36,64
"CAIZA ""D""",atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,10,10,10,10,20
CAJUATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,35,18,35,18,53
CALACOTO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,21,17,21,17,38
CALAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,99,110,99,110,209
CAMARGO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,52,72,52,72,124
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,1,4,1,4,5
CAMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,109,148,109,148,257
CAPINOTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,20,24,20,24,44
CAQUIAVIRI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,8,8,8,8,16
CARACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,8,19,8,19,27
CARANAVI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,59,81,59,81,140
CARAPARI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,11,8,11,8,19
CARIPUYO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,15,4,15,4,19
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,11,7,11,7,18
CATACORA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,11,17,11,17,28
CHALLAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,47,29,47,29,76
CHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,7,9,7,9,16
CHARAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,22,42,22,42,64
CHARAÑA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,7,2,7,2,9
CHAYANTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,3,0,3,0,3
CHIMORE,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,27,61,27,61,88
CHOQUE COTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,8,6,8,6,14
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,30,38,30,38,68
CHUMA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,25,29,25,29,54
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,19,12,19,12,31
CKOCHAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,3,18,3,18,21
CLIZA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,45,34,45,34,79
COBIJA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,36,11,36,11,47
COCAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,26,18,26,18,44
COCHABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,1041,846,1041,846,1887
COIPASA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,4,12,4,12,16
COLCAPIRHUA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,183,173,183,173,356
"COLCHA ""K""",atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,22,10,22,10,32
COLOMI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,54,43,54,43,97
COLPA BELGICA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,24,27,24,27,51
COLQUECHACA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,44,36,44,36,80
COLQUENCHA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,3,0,3,0,3
COLQUIRI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,14,12,14,12,26
COMANCHE,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,29,4,29,4,33
COMARAPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,52,59,52,59,111
CONCEPCION,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,8,7,8,7,15
CORIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,23,37,23,37,60
CORO CORO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,23,21,23,21,44
COROICO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,36,20,36,20,56
CORQUE,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,5,0,5,0,5
COTAGAITA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,43,53,43,53,96
COTOCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,13,6,13,6,19
CUATRO CAÑADAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,51,46,51,46,97
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,14,6,14,6,20
CUEVO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,8,6,8,6,14
CULPINA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,29,32,29,32,61
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,15,13,15,13,28
CURVA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,2,11,2,11,13
DESAGUADERO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,15,10,15,10,25
EL ALTO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,1538,1635,1538,1635,3173
EL PUENTE(STC),atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,2,1,2,1,3
EL PUENTE(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,5,5,5,5,10
EL TORNO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,38,39,38,39,77
EL VILLAR,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,66,51,66,51,117
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,9,11,9,11,20
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,31,53,31,53,84
ESCOMA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,0,5,0,5,5
EUCALIPTUS,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,28,15,28,15,43
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,16,23,16,23,39
FILADELFIA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,3,4,3,4,7
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,50,33,50,33,83
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,6,17,6,17,23
GUANAY,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,41,71,41,71,112
GUAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,6,17,6,17,23
GUAYARAMERIN,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,9,9,9,9,18
GUTIERREZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,49,52,49,52,101
HUACARETA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,9,1,9,1,10
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,5,9,5,9,14
HUACHACALLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,0,3,0,3,3
HUANUNI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,20,25,20,25,45
HUARACAJE,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,18,21,18,21,39
HUARINA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,4,3,4,3,7
HUAYLLAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,13,30,13,30,43
HUMANATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,1,1,1,1,2
ICHOCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,7,6,7,6,13
ICLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,181,171,181,171,352
INCAHUASI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,22,24,22,24,46
INQUISIVI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,5,2,5,2,7
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,27,9,27,9,36
IXIAMAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,15,15,15,15,30
JESUS DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,10,25,10,25,35
LA ASUNTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,40,16,40,16,56
LA GUARDIA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,36,18,36,18,54
LA PAZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,1688,1583,1688,1583,3271
LAGUNILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,27,16,27,16,43
LAJA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,26,20,26,20,46
LAS CARRERAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,9,5,9,5,14
LICOMA PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,5,5,5,5,10
LLALLAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,232,269,232,269,501
LLICA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,20,6,20,6,26
LURIBAY,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,56,56,56,56,112
MACHACAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,3,5,3,5,8
MACHARETI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,25,17,25,17,42
MAGDALENA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,0,4,0,4,4
MAIRANA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,15,3,15,3,18
MAPIRI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,45,33,45,33,78
MECAPACA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,7,14,7,14,21
MINEROS,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,3,4,3,4,7
MIZQUE,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,9,15,9,15,24
MOCOMOCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,7,13,7,13,20
MOJOCOYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,114,186,114,186,300
MONTEAGUDO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,193,198,193,198,391
MONTERO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,238,271,238,271,509
MORO MORO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,19,19,19,19,38
MOROCHATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,36,64,36,64,100
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,7,5,7,5,12
OCURI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,13,8,13,8,21
OKINAWA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,7,4,7,4,11
OMEREQUE,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,4,6,4,6,10
ORURO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,281,316,281,316,597
PADCAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,11,14,11,14,25
PADILLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,28,21,28,21,49
PAILON,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,42,55,42,55,97
PALCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,29,34,29,34,63
PALOS BLANCOS,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,49,80,49,80,129
PAMPA AULLAGAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,1,1,1,1,2
PAMPA GRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,35,24,35,24,59
PAPEL PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,17,3,17,3,20
PASORAPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,3,1,3,1,4
PATACAMAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,179,141,179,141,320
PAZÑA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,8,10,8,10,18
PELECHUCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,27,31,27,31,58
POCOATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,100,131,100,131,231
POCONA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,50,100,50,100,150
POJO (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,112,86,112,86,198
POOPO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,15,23,15,23,38
PORCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,29,17,29,17,46
POROMA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,65,37,65,37,102
PORONGO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,4,4,4,4,8
PORTACHUELO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,24,31,24,31,55
PORVENIR,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,37,21,37,21,58
POSTRER VALLE,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,0,3,0,3,3
POTOSI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,197,218,197,218,415
PRESTO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,79,65,79,65,144
PUCARA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,2,5,2,5,7
PUCARANI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,36,34,36,34,70
PUERTO ACOSTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,1,3,1,3,4
PUERTO CARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,7,2,7,2,9
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,18,10,18,10,28
PUERTO PEREZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,11,22,11,22,33
PUERTO QUIJARRO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,38,29,38,29,67
PUERTO RICO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,55,57,55,57,112
PUERTO SUAREZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,4,0,4,0,4
PUERTO VILLARROEL,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,80,84,80,84,164
PUNA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,19,26,19,26,45
PUNATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,69,39,69,39,108
QUIABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,1,5,1,5,6
QUILLACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,177,123,177,123,300
QUIME,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,13,45,13,45,58
QUIRUSILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,5,0,5,0,5
RAVELO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,15,18,15,18,33
REYES,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,0,2,0,2,2
RIBERALTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,25,50,25,50,75
ROBORE,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,2,9,2,9,11
RURRENABAQUE,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,14,14,14,14,28
SABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,5,8,5,8,13
SACABA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,308,208,308,208,516
SACABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,0,4,0,4,4
SACACA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,3,7,3,7,10
SAIPINA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,4,5,4,5,9
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,83,67,83,67,150
SAMAIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,25,28,25,28,53
SAN AGUSTIN,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,0,3,0,3,3
SAN ANDRES,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,2,2,2,2,4
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,12,16,12,16,28
SAN ANTONIO DE ESMORUCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,2,3,2,3,5
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,0,1,0,1,1
SAN BENITO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,46,29,46,29,75
SAN BORJA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,25,54,25,54,79
SAN BUENA VENTURA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,13,8,13,8,21
SAN CARLOS,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,16,43,16,43,59
SAN IGNACIO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,8,21,8,21,29
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,23,27,23,27,50
SAN JAVIER(BNI),atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,1,0,1,0,1
SAN JAVIER(STC),atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,8,7,8,7,15
SAN JOAQUIN,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,2,4,2,4,6
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,7,18,7,18,25
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,3,0,3,0,3
SAN JULIAN,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,28,19,28,19,47
SAN LORENZO(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,18,7,18,7,25
SAN LUCAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,56,75,56,75,131
SAN MATIAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,2,5,2,5,7
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,19,6,19,6,25
SAN PEDRO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,15,15,15,15,30
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,9,7,9,7,16
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,32,64,32,64,96
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,1,11,1,11,12
SAN RAFAEL,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,50,36,50,36,86
SAN RAMON SCZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,35,43,35,43,78
SANTA ANA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,1,8,1,8,9
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,768,788,768,788,1556
SANTA ROSA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,0,2,0,2,2
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,29,35,29,35,64
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,6,2,6,2,8
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,60,40,60,40,100
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,21,19,21,19,40
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,35,21,35,21,56
SANTIVAÑES,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,14,9,14,9,23
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,24,30,24,30,54
SAPAHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,6,4,6,4,10
SHINAOTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,150,96,150,96,246
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,21,27,21,27,48
SICAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,5,10,5,10,15
SIPE SIPE,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,155,131,155,131,286
SOPACHUY,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,42,53,42,53,95
SORACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,9,8,9,8,17
SORATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,27,62,27,62,89
SUCRE,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,1386,1469,1386,1469,2855
TACACOMA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,17,15,17,15,32
TACOPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,7,7,7,7,14
TAHUA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,2,0,2,0,2
TAPACARI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,43,21,43,21,64
TARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,376,363,376,363,739
TARACO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,48,14,48,14,62
TARATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,26,32,26,32,58
TARIJA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,130,173,130,173,303
TARVITA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,91,79,91,79,170
TEOPONTE,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,19,17,19,17,36
TIAWANACU,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,33,14,33,14,47
TINGUIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,11,25,11,25,36
TIPUANI,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,12,16,12,16,28
TIQUIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,513,499,513,499,1012
TIRAQUE (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,29,28,29,28,57
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,3,2,3,2,5
TOCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,7,16,7,16,23
TOLATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,15,16,15,16,31
TOLEDO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,4,4,4,4,8
TOMAVE,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,9,19,9,19,28
TOMINA,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,66,81,66,81,147
TORO TORO,atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,37,39,37,39,76
TOTORA(CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2012-04-01,41,45,41,45,86
