,group,variable,month,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTALES,TOTALES,TOTALES
EL PUENTE(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,12,0,12,12
EL PUENTE(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,5,0,5,5
EL TORNO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,21,0,21,21
EL VILLAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,13,0,13,13
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,11,0,11,11
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,42,0,42,42
EUCALIPTUS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,13,0,13,13
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,34,0,34,34
FILADELFIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,6,0,6,6
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,11,0,11,11
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,28,0,28,28
GUANAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,36,0,36,36
GUAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,16,0,16,16
GUAYARAMERIN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,6,0,6,6
GUTIERREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,53,0,53,53
HUACARETA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,14,0,14,14
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,3,0,3,3
HUACHACALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,3,0,3,3
HUANUNI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,4,0,4,4
HUARACAJE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,10,0,10,10
HUMANATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,2,0,2,2
ICHOCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,3,0,3,3
ICLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,40,0,40,40
INCAHUASI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,4,0,4,4
INQUISIVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,13,0,13,13
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,16,0,16,16
IXIAMAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,4,0,4,4
JESUS DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,7,0,7,7
LA ASUNTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,30,0,30,30
LA GUARDIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,21,0,21,21
LA PAZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,825,0,825,825
LAGUNILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,7,0,7,7
LAJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,18,0,18,18
LAS CARRERAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,2,0,2,2
LICOMA PAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,1,0,1,1
LLALLAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,107,0,107,107
LLICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,6,0,6,6
LURIBAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,19,0,19,19
MACHACAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,11,0,11,11
MACHARETI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,18,0,18,18
MAGDALENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,1,0,1,1
MAIRANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,26,0,26,26
MALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,3,0,3,3
MAPIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,27,0,27,27
MECAPACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,11,0,11,11
MINEROS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,1,0,1,1
MIZQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,18,0,18,18
MOCOMOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,26,0,26,26
MOJOCOYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,72,0,72,72
MONTEAGUDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,162,0,162,162
MONTERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,107,0,107,107
MORO MORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,1,0,1,1
MOROCHATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,39,0,39,39
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,3,0,3,3
OCURI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,22,0,22,22
OKINAWA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,6,0,6,6
OMEREQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,4,0,4,4
ORURO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,95,0,95,95
PADILLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,22,0,22,22
PAILON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,54,0,54,54
PALCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,11,0,11,11
PALOS BLANCOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,57,0,57,57
PAMPA AULLAGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,2,0,2,2
PAMPA GRANDE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,24,0,24,24
PAPEL PAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,1,0,1,1
PASORAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,4,0,4,4
PATACAMAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,82,0,82,82
PAZÑA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,12,0,12,12
PELECHUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,52,0,52,52
POCOATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,94,0,94,94
POCONA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,56,0,56,56
POJO (CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,63,0,63,63
POOPO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,10,0,10,10
PORCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,16,0,16,16
POROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,52,0,52,52
PORONGO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,8,0,8,8
PORTACHUELO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,14,0,14,14
PORVENIR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,21,0,21,21
POSTRER VALLE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,2,0,2,2
POTOSI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,125,0,125,125
PRESTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,14,0,14,14
PUCARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,2,0,2,2
PUCARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,27,0,27,27
PUERTO ACOSTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,2,0,2,2
PUERTO CARABUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,3,0,3,3
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,7,0,7,7
PUERTO PEREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,2,0,2,2
PUERTO QUIJARRO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,13,0,13,13
PUERTO RICO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,25,0,25,25
PUERTO SUAREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,4,0,4,4
PUERTO VILLARROEL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,176,0,176,176
PUNA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,24,0,24,24
PUNATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,65,0,65,65
QUIABAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,6,0,6,6
QUILLACOLLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,61,0,61,61
QUIME,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,14,0,14,14
QUIRUSILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,3,0,3,3
RAVELO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,27,0,27,27
REYES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,1,0,1,1
RIBERALTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,30,0,30,30
RURRENABAQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,6,0,6,6
SABAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,1,0,1,1
SACABA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,179,0,179,179
SACABAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,7,0,7,7
SACACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,4,0,4,4
SAIPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,15,0,15,15
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,19,0,19,19
SAMAIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,18,0,18,18
SAN ANDRES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,1,0,1,1
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,2,0,2,2
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,14,0,14,14
SAN BENITO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,16,0,16,16
SAN BORJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,30,0,30,30
SAN BUENA VENTURA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,8,0,8,8
SAN CARLOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,80,0,80,80
SAN IGNACIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,24,0,24,24
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,29,0,29,29
SAN JAVIER(BNI),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,2,0,2,2
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,4,0,4,4
SAN JULIAN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,4,0,4,4
SAN LORENZO(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,4,0,4,4
SAN LUCAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,16,0,16,16
SAN MATIAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,6,0,6,6
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,18,0,18,18
SAN PEDRO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,23,0,23,23
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,37,0,37,37
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,22,0,22,22
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,2,0,2,2
SAN RAFAEL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,21,0,21,21
SAN RAMON SCZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,9,0,9,9
SANTA ANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,3,0,3,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,250,0,250,250
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,18,0,18,18
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,3,0,3,3
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,8,0,8,8
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,3,0,3,3
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,2,0,2,2
SANTIVAÑES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,9,0,9,9
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,11,0,11,11
SAPAHAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,2,0,2,2
SHINAOTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,92,0,92,92
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,23,0,23,23
SICAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,22,0,22,22
SIPE SIPE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,117,0,117,117
SOPACHUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,58,0,58,58
SORACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,7,0,7,7
SORATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,38,0,38,38
SUCRE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,1036,0,1036,1036
TACACOMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,18,0,18,18
TACOPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,7,0,7,7
TAHUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,2,0,2,2
TAPACARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,64,0,64,64
TARABUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,108,0,108,108
TARACO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,18,0,18,18
TARATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,37,0,37,37
TARIJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,83,0,83,83
TARVITA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,74,0,74,74
TEOPONTE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,12,0,12,12
TIAWANACU,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,28,0,28,28
TINGUIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,11,0,11,11
TIPUANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,14,0,14,14
TIQUIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,436,0,436,436
TIRAQUE (CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,41,0,41,41
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,1,0,1,1
TOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,41,0,41,41
TOLATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,37,0,37,37
TOLEDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,2,0,2,2
TOMAVE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,20,0,20,20
TOMINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,17,0,17,17
TORO TORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,58,0,58,58
TOTORA(CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,24,0,24,24
TOTORA(ORR),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,2,0,2,2
TRIGAL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,42,0,42,42
TRINIDAD,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,58,0,58,58
TUPIZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,5,0,5,5
TURCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,4,0,4,4
UNCIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,13,0,13,13
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,6,0,6,6
URUBICHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,3,0,3,3
UYUNI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,1,0,1,1
VACAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,35,0,35,35
VALLEGRANDE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,13,0,13,13
VIACHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,84,0,84,84
VILA VILA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,16,0,16,16
VILLA CHARCAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,47,0,47,47
VILLA MONTES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,16,0,16,16
VILLA RIVERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,3,0,3,3
VILLA SERRANO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,49,0,49,49
VILLA TUNARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,250,0,250,250
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,88,0,88,88
VILLAZON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,61,0,61,61
VINTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,60,0,60,60
WALDO BALLIVIAN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,1,0,1,1
WARNES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,59,0,59,59
YACO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,3,0,3,3
YACUIBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,13,0,13,13
YAMPARAEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,32,0,32,32
YANACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,6,0,6,6
YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,134,0,134,134
YOCALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,45,0,45,45
YOTALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,27,0,27,27
YUNCHARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,2,0,2,2
ZUDAÑEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-04-01,0,19,0,19,19
ACACIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,9,0,9,9
ACHACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,115,0,115,115
ACHOCALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,37,0,37,37
AIQUILE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,58,0,58,58
ALALAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,1,0,1,1
ALCALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,23,0,23,23
ALTO BENI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,17,0,17,17
ANCORAIMES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,1,0,1,1
ANDAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,11,0,11,11
ANTEQUERA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,4,0,4,4
ANZALDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,46,0,46,46
APOLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,86,0,86,86
ARAMPAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,4,0,4,4
ARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,12,0,12,12
ARBIETO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,52,0,52,52
ARQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,68,0,68,68
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,80,0,80,80
ATOCHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,12,0,12,12
AUCAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,21,0,21,21
AYATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,2,0,2,2
AYO AYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,13,0,13,13
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,71,0,71,71
AZURDUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,44,0,44,44
BATALLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,36,0,36,36
BAURES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,11,0,11,11
BELEN DE URMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,5,0,5,5
BERMEJO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,43,0,43,43
BETANZOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,37,0,37,37
BOLIVAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,2,0,2,2
BOYUIBE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,11,0,11,11
BUENA VISTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,5,0,5,5
CABEZAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,37,0,37,37
CAIROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,26,0,26,26
"CAIZA ""D""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,25,0,25,25
CAJUATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,23,0,23,23
CALACOTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,11,0,11,11
CALAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,64,0,64,64
CAMARGO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,84,0,84,84
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,34,0,34,34
CAMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,154,0,154,154
CAPINOTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,25,0,25,25
CAQUIAVIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,16,0,16,16
CARACOLLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,8,0,8,8
CARANAVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,7,0,7,7
CARAPARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,9,0,9,9
CARIPUYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,36,0,36,36
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,2,0,2,2
CATACORA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-05-01,0,1,0,1,1
