,group,variable,month,ENDODONCIAS CANTIDAD,ENDODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
VILLAZON,atencion odontologica,endodoncias,2012-03-01,27,52,27,52,79
VINTO,atencion odontologica,endodoncias,2012-03-01,31,37,31,37,68
VITICHI,atencion odontologica,endodoncias,2012-03-01,2,6,2,6,8
WARNES,atencion odontologica,endodoncias,2012-03-01,6,2,6,2,8
YACUIBA,atencion odontologica,endodoncias,2012-03-01,31,50,31,50,81
YAMPARAEZ,atencion odontologica,endodoncias,2012-03-01,4,3,4,3,7
YANACACHI,atencion odontologica,endodoncias,2012-03-01,4,5,4,5,9
YAPACANI,atencion odontologica,endodoncias,2012-03-01,14,37,14,37,51
YOCALLA,atencion odontologica,endodoncias,2012-03-01,1,4,1,4,5
YOTALA,atencion odontologica,endodoncias,2012-03-01,5,6,5,6,11
YUNCHARA,atencion odontologica,endodoncias,2012-03-01,2,4,2,4,6
ZUDAÑEZ,atencion odontologica,endodoncias,2012-03-01,1,2,1,2,3
ACACIO,atencion odontologica,endodoncias,2012-04-01,1,2,1,2,3
ACHACACHI,atencion odontologica,endodoncias,2012-04-01,27,36,27,36,63
ACHOCALLA,atencion odontologica,endodoncias,2012-04-01,1,1,1,1,2
AIQUILE,atencion odontologica,endodoncias,2012-04-01,2,7,2,7,9
ALCALA,atencion odontologica,endodoncias,2012-04-01,4,3,4,3,7
ALTO BENI,atencion odontologica,endodoncias,2012-04-01,3,2,3,2,5
ANDAMARCA,atencion odontologica,endodoncias,2012-04-01,0,1,0,1,1
ANTEQUERA,atencion odontologica,endodoncias,2012-04-01,4,5,4,5,9
ANZALDO,atencion odontologica,endodoncias,2012-04-01,1,8,1,8,9
ARAMPAMPA,atencion odontologica,endodoncias,2012-04-01,2,1,2,1,3
ARANI,atencion odontologica,endodoncias,2012-04-01,7,19,7,19,26
ARBIETO,atencion odontologica,endodoncias,2012-04-01,0,3,0,3,3
ARQUE,atencion odontologica,endodoncias,2012-04-01,0,12,0,12,12
ASCENCION DE GUARAYOS,atencion odontologica,endodoncias,2012-04-01,0,1,0,1,1
ATOCHA,atencion odontologica,endodoncias,2012-04-01,91,101,91,101,192
AYATA,atencion odontologica,endodoncias,2012-04-01,0,1,0,1,1
AYO AYO,atencion odontologica,endodoncias,2012-04-01,4,3,4,3,7
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncias,2012-04-01,28,21,28,21,49
AZURDUY,atencion odontologica,endodoncias,2012-04-01,7,6,7,6,13
BAURES,atencion odontologica,endodoncias,2012-04-01,4,0,4,0,4
BELEN DE URMIRI,atencion odontologica,endodoncias,2012-04-01,0,1,0,1,1
BERMEJO,atencion odontologica,endodoncias,2012-04-01,24,38,24,38,62
BETANZOS,atencion odontologica,endodoncias,2012-04-01,5,2,5,2,7
BOLIVAR,atencion odontologica,endodoncias,2012-04-01,7,4,7,4,11
BOYUIBE,atencion odontologica,endodoncias,2012-04-01,0,2,0,2,2
BUENA VISTA,atencion odontologica,endodoncias,2012-04-01,3,3,3,3,6
CAIROMA,atencion odontologica,endodoncias,2012-04-01,7,3,7,3,10
CAJUATA,atencion odontologica,endodoncias,2012-04-01,1,1,1,1,2
CALAMARCA,atencion odontologica,endodoncias,2012-04-01,8,11,8,11,19
CAMARGO,atencion odontologica,endodoncias,2012-04-01,17,17,17,17,34
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2012-04-01,0,1,0,1,1
CAMIRI,atencion odontologica,endodoncias,2012-04-01,8,25,8,25,33
CAPINOTA,atencion odontologica,endodoncias,2012-04-01,3,5,3,5,8
CAQUIAVIRI,atencion odontologica,endodoncias,2012-04-01,0,1,0,1,1
CARACOLLO,atencion odontologica,endodoncias,2012-04-01,10,4,10,4,14
CARANAVI,atencion odontologica,endodoncias,2012-04-01,3,1,3,1,4
CARAPARI,atencion odontologica,endodoncias,2012-04-01,22,25,22,25,47
CARIPUYO,atencion odontologica,endodoncias,2012-04-01,1,6,1,6,7
CHALLAPATA,atencion odontologica,endodoncias,2012-04-01,3,8,3,8,11
CHAQUI,atencion odontologica,endodoncias,2012-04-01,4,1,4,1,5
CHARAGUA,atencion odontologica,endodoncias,2012-04-01,5,9,5,9,14
CHIMORE,atencion odontologica,endodoncias,2012-04-01,6,15,6,15,21
CHOQUE COTA,atencion odontologica,endodoncias,2012-04-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2012-04-01,1,13,1,13,14
CHUMA,atencion odontologica,endodoncias,2012-04-01,8,18,8,18,26
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncias,2012-04-01,0,1,0,1,1
CKOCHAS,atencion odontologica,endodoncias,2012-04-01,0,1,0,1,1
CLIZA,atencion odontologica,endodoncias,2012-04-01,13,25,13,25,38
COBIJA,atencion odontologica,endodoncias,2012-04-01,7,0,7,0,7
COCAPATA,atencion odontologica,endodoncias,2012-04-01,1,2,1,2,3
COCHABAMBA,atencion odontologica,endodoncias,2012-04-01,434,649,434,649,1083
COIPASA,atencion odontologica,endodoncias,2012-04-01,1,5,1,5,6
COLCAPIRHUA,atencion odontologica,endodoncias,2012-04-01,22,27,22,27,49
COLOMI,atencion odontologica,endodoncias,2012-04-01,0,4,0,4,4
COLPA BELGICA,atencion odontologica,endodoncias,2012-04-01,0,1,0,1,1
COLQUECHACA,atencion odontologica,endodoncias,2012-04-01,8,7,8,7,15
COLQUENCHA,atencion odontologica,endodoncias,2012-04-01,7,4,7,4,11
COMARAPA,atencion odontologica,endodoncias,2012-04-01,8,2,8,2,10
CONCEPCION,atencion odontologica,endodoncias,2012-04-01,2,3,2,3,5
CORIPATA,atencion odontologica,endodoncias,2012-04-01,1,2,1,2,3
CORO CORO,atencion odontologica,endodoncias,2012-04-01,2,6,2,6,8
COROICO,atencion odontologica,endodoncias,2012-04-01,25,22,25,22,47
CORQUE,atencion odontologica,endodoncias,2012-04-01,1,1,1,1,2
COTAGAITA,atencion odontologica,endodoncias,2012-04-01,49,22,49,22,71
COTOCA,atencion odontologica,endodoncias,2012-04-01,1,0,1,0,1
CUATRO CAÑADAS,atencion odontologica,endodoncias,2012-04-01,0,2,0,2,2
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncias,2012-04-01,4,1,4,1,5
CUEVO,atencion odontologica,endodoncias,2012-04-01,0,1,0,1,1
CULPINA,atencion odontologica,endodoncias,2012-04-01,4,14,4,14,18
CURAHUARA DE CARANGAS,atencion odontologica,endodoncias,2012-04-01,2,3,2,3,5
DESAGUADERO,atencion odontologica,endodoncias,2012-04-01,3,0,3,0,3
EL ALTO,atencion odontologica,endodoncias,2012-04-01,217,297,217,297,514
EL PUENTE(STC),atencion odontologica,endodoncias,2012-04-01,1,0,1,0,1
EL PUENTE(TJA),atencion odontologica,endodoncias,2012-04-01,6,10,6,10,16
EL TORNO,atencion odontologica,endodoncias,2012-04-01,3,11,3,11,14
EL VILLAR,atencion odontologica,endodoncias,2012-04-01,0,1,0,1,1
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2012-04-01,2,13,2,13,15
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2012-04-01,12,25,12,25,37
EUCALIPTUS,atencion odontologica,endodoncias,2012-04-01,0,2,0,2,2
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2012-04-01,6,8,6,8,14
FILADELFIA,atencion odontologica,endodoncias,2012-04-01,0,3,0,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncias,2012-04-01,1,0,1,0,1
GUANAY,atencion odontologica,endodoncias,2012-04-01,10,14,10,14,24
GUAQUI,atencion odontologica,endodoncias,2012-04-01,1,7,1,7,8
GUAYARAMERIN,atencion odontologica,endodoncias,2012-04-01,0,3,0,3,3
GUTIERREZ,atencion odontologica,endodoncias,2012-04-01,10,20,10,20,30
HUACARETA,atencion odontologica,endodoncias,2012-04-01,2,1,2,1,3
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncias,2012-04-01,2,1,2,1,3
HUACHACALLA,atencion odontologica,endodoncias,2012-04-01,4,2,4,2,6
HUANUNI,atencion odontologica,endodoncias,2012-04-01,2,5,2,5,7
HUARACAJE,atencion odontologica,endodoncias,2012-04-01,0,3,0,3,3
HUARINA,atencion odontologica,endodoncias,2012-04-01,2,1,2,1,3
HUAYLLAMARCA,atencion odontologica,endodoncias,2012-04-01,2,2,2,2,4
HUMANATA,atencion odontologica,endodoncias,2012-04-01,0,3,0,3,3
ICLA,atencion odontologica,endodoncias,2012-04-01,5,5,5,5,10
INCAHUASI,atencion odontologica,endodoncias,2012-04-01,3,3,3,3,6
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2012-04-01,2,3,2,3,5
IXIAMAS,atencion odontologica,endodoncias,2012-04-01,3,3,3,3,6
JESUS DE MACHACA,atencion odontologica,endodoncias,2012-04-01,11,16,11,16,27
LA ASUNTA,atencion odontologica,endodoncias,2012-04-01,1,11,1,11,12
LA GUARDIA,atencion odontologica,endodoncias,2012-04-01,8,9,8,9,17
LA PAZ,atencion odontologica,endodoncias,2012-04-01,368,381,368,381,749
LAGUNILLAS,atencion odontologica,endodoncias,2012-04-01,1,2,1,2,3
LAJA,atencion odontologica,endodoncias,2012-04-01,11,14,11,14,25
LAS CARRERAS,atencion odontologica,endodoncias,2012-04-01,2,5,2,5,7
LLALLAGUA,atencion odontologica,endodoncias,2012-04-01,4,22,4,22,26
LLICA,atencion odontologica,endodoncias,2012-04-01,1,2,1,2,3
LURIBAY,atencion odontologica,endodoncias,2012-04-01,0,7,0,7,7
MACHACAMARCA,atencion odontologica,endodoncias,2012-04-01,4,5,4,5,9
MACHARETI,atencion odontologica,endodoncias,2012-04-01,1,2,1,2,3
MAGDALENA,atencion odontologica,endodoncias,2012-04-01,1,0,1,0,1
MAIRANA,atencion odontologica,endodoncias,2012-04-01,4,1,4,1,5
MAPIRI,atencion odontologica,endodoncias,2012-04-01,16,8,16,8,24
MECAPACA,atencion odontologica,endodoncias,2012-04-01,2,0,2,0,2
MIZQUE,atencion odontologica,endodoncias,2012-04-01,1,0,1,0,1
MOJOCOYA,atencion odontologica,endodoncias,2012-04-01,7,16,7,16,23
MONTEAGUDO,atencion odontologica,endodoncias,2012-04-01,31,36,31,36,67
MONTERO,atencion odontologica,endodoncias,2012-04-01,30,40,30,40,70
OCURI,atencion odontologica,endodoncias,2012-04-01,1,0,1,0,1
OKINAWA,atencion odontologica,endodoncias,2012-04-01,2,0,2,0,2
ORURO,atencion odontologica,endodoncias,2012-04-01,143,129,143,129,272
PADCAYA,atencion odontologica,endodoncias,2012-04-01,10,9,10,9,19
PADILLA,atencion odontologica,endodoncias,2012-04-01,3,5,3,5,8
PALCA,atencion odontologica,endodoncias,2012-04-01,0,1,0,1,1
PALOS BLANCOS,atencion odontologica,endodoncias,2012-04-01,5,28,5,28,33
PAMPA AULLAGAS,atencion odontologica,endodoncias,2012-04-01,1,0,1,0,1
PAMPA GRANDE,atencion odontologica,endodoncias,2012-04-01,2,0,2,0,2
PATACAMAYA,atencion odontologica,endodoncias,2012-04-01,5,18,5,18,23
PAZÑA,atencion odontologica,endodoncias,2012-04-01,6,5,6,5,11
PELECHUCO,atencion odontologica,endodoncias,2012-04-01,7,4,7,4,11
POCOATA,atencion odontologica,endodoncias,2012-04-01,1,3,1,3,4
POCONA,atencion odontologica,endodoncias,2012-04-01,5,15,5,15,20
POJO (CBBA),atencion odontologica,endodoncias,2012-04-01,7,9,7,9,16
POOPO,atencion odontologica,endodoncias,2012-04-01,2,2,2,2,4
PORCO,atencion odontologica,endodoncias,2012-04-01,5,6,5,6,11
POROMA,atencion odontologica,endodoncias,2012-04-01,7,7,7,7,14
PORONGO,atencion odontologica,endodoncias,2012-04-01,0,1,0,1,1
PORTACHUELO,atencion odontologica,endodoncias,2012-04-01,0,6,0,6,6
POTOSI,atencion odontologica,endodoncias,2012-04-01,88,171,88,171,259
PRESTO,atencion odontologica,endodoncias,2012-04-01,0,2,0,2,2
PUERTO ACOSTA,atencion odontologica,endodoncias,2012-04-01,3,10,3,10,13
PUERTO CARABUCO,atencion odontologica,endodoncias,2012-04-01,0,4,0,4,4
PUERTO GONZALO MORENO,atencion odontologica,endodoncias,2012-04-01,5,7,5,7,12
PUERTO RICO,atencion odontologica,endodoncias,2012-04-01,0,1,0,1,1
PUERTO VILLARROEL,atencion odontologica,endodoncias,2012-04-01,47,79,47,79,126
PUNATA,atencion odontologica,endodoncias,2012-04-01,9,13,9,13,22
QUILLACOLLO,atencion odontologica,endodoncias,2012-04-01,64,55,64,55,119
QUIME,atencion odontologica,endodoncias,2012-04-01,2,14,2,14,16
QUIRUSILLAS,atencion odontologica,endodoncias,2012-04-01,1,3,1,3,4
RAVELO,atencion odontologica,endodoncias,2012-04-01,0,2,0,2,2
REYES,atencion odontologica,endodoncias,2012-04-01,1,0,1,0,1
RIBERALTA,atencion odontologica,endodoncias,2012-04-01,12,10,12,10,22
RURRENABAQUE,atencion odontologica,endodoncias,2012-04-01,1,0,1,0,1
SABAYA,atencion odontologica,endodoncias,2012-04-01,1,1,1,1,2
SACABA,atencion odontologica,endodoncias,2012-04-01,91,104,91,104,195
SACABAMBA,atencion odontologica,endodoncias,2012-04-01,2,1,2,1,3
SAIPINA,atencion odontologica,endodoncias,2012-04-01,1,5,1,5,6
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncias,2012-04-01,9,12,9,12,21
SAMAIPATA,atencion odontologica,endodoncias,2012-04-01,0,3,0,3,3
SAN ANDRES DE MACHACA,atencion odontologica,endodoncias,2012-04-01,4,1,4,1,5
SAN ANTONIO DE LOMERIO,atencion odontologica,endodoncias,2012-04-01,0,1,0,1,1
SAN BENITO,atencion odontologica,endodoncias,2012-04-01,3,9,3,9,12
SAN BORJA,atencion odontologica,endodoncias,2012-04-01,13,32,13,32,45
SAN BUENA VENTURA,atencion odontologica,endodoncias,2012-04-01,6,6,6,6,12
SAN CARLOS,atencion odontologica,endodoncias,2012-04-01,12,54,12,54,66
SAN IGNACIO,atencion odontologica,endodoncias,2012-04-01,1,9,1,9,10
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncias,2012-04-01,1,1,1,1,2
SAN JAVIER(BNI),atencion odontologica,endodoncias,2012-04-01,0,1,0,1,1
SAN LORENZO(TJA),atencion odontologica,endodoncias,2012-04-01,8,12,8,12,20
SAN LUCAS,atencion odontologica,endodoncias,2012-04-01,10,9,10,9,19
SAN MATIAS,atencion odontologica,endodoncias,2012-04-01,0,2,0,2,2
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncias,2012-04-01,9,18,9,18,27
SAN PEDRO,atencion odontologica,endodoncias,2012-04-01,2,3,2,3,5
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncias,2012-04-01,2,6,2,6,8
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncias,2012-04-01,2,1,2,1,3
SAN RAFAEL,atencion odontologica,endodoncias,2012-04-01,1,5,1,5,6
SAN RAMON BENI,atencion odontologica,endodoncias,2012-04-01,0,2,0,2,2
SAN RAMON SCZ,atencion odontologica,endodoncias,2012-04-01,2,1,2,1,3
SANTA ANA,atencion odontologica,endodoncias,2012-04-01,1,5,1,5,6
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncias,2012-04-01,183,309,183,309,492
SANTA ROSA DEL SARA,atencion odontologica,endodoncias,2012-04-01,0,5,0,5,5
SANTIAGO DE HUARI,atencion odontologica,endodoncias,2012-04-01,10,12,10,12,22
SANTIAGO DE HUATA,atencion odontologica,endodoncias,2012-04-01,8,11,8,11,19
SANTIAGO DE MACHACA,atencion odontologica,endodoncias,2012-04-01,10,5,10,5,15
SANTIVAÑES,atencion odontologica,endodoncias,2012-04-01,1,4,1,4,5
SAPAHAQUI,atencion odontologica,endodoncias,2012-04-01,1,2,1,2,3
SHINAOTA,atencion odontologica,endodoncias,2012-04-01,6,19,6,19,25
SICA SICA (VILLA AROMA),atencion odontologica,endodoncias,2012-04-01,1,1,1,1,2
SIPE SIPE,atencion odontologica,endodoncias,2012-04-01,24,62,24,62,86
SOPACHUY,atencion odontologica,endodoncias,2012-04-01,6,11,6,11,17
SORACACHI,atencion odontologica,endodoncias,2012-04-01,1,7,1,7,8
SORATA,atencion odontologica,endodoncias,2012-04-01,3,15,3,15,18
SUCRE,atencion odontologica,endodoncias,2012-04-01,239,344,239,344,583
TAHUA,atencion odontologica,endodoncias,2012-04-01,1,1,1,1,2
TAPACARI,atencion odontologica,endodoncias,2012-04-01,5,6,5,6,11
TARABUCO,atencion odontologica,endodoncias,2012-04-01,5,7,5,7,12
TARATA,atencion odontologica,endodoncias,2012-04-01,2,4,2,4,6
TARIJA,atencion odontologica,endodoncias,2012-04-01,362,300,362,300,662
TARVITA,atencion odontologica,endodoncias,2012-04-01,6,8,6,8,14
TEOPONTE,atencion odontologica,endodoncias,2012-04-01,2,0,2,0,2
TIAWANACU,atencion odontologica,endodoncias,2012-04-01,1,4,1,4,5
TINGUIPAYA,atencion odontologica,endodoncias,2012-04-01,2,6,2,6,8
TIPUANI,atencion odontologica,endodoncias,2012-04-01,0,1,0,1,1
TIQUIPAYA,atencion odontologica,endodoncias,2012-04-01,47,45,47,45,92
TIRAQUE (CBBA),atencion odontologica,endodoncias,2012-04-01,2,16,2,16,18
TOCO,atencion odontologica,endodoncias,2012-04-01,2,24,2,24,26
TOLATA,atencion odontologica,endodoncias,2012-04-01,13,16,13,16,29
TOLEDO,atencion odontologica,endodoncias,2012-04-01,2,1,2,1,3
TOMAVE,atencion odontologica,endodoncias,2012-04-01,1,0,1,0,1
TOMINA,atencion odontologica,endodoncias,2012-04-01,9,23,9,23,32
TORO TORO,atencion odontologica,endodoncias,2012-04-01,2,0,2,0,2
TOTORA(CBBA),atencion odontologica,endodoncias,2012-04-01,1,3,1,3,4
TRINIDAD,atencion odontologica,endodoncias,2012-04-01,14,18,14,18,32
TUPIZA,atencion odontologica,endodoncias,2012-04-01,10,24,10,24,34
TURCO,atencion odontologica,endodoncias,2012-04-01,5,6,5,6,11
UNCIA,atencion odontologica,endodoncias,2012-04-01,2,3,2,3,5
URIONDO (A. CONCEPCION),atencion odontologica,endodoncias,2012-04-01,16,33,16,33,49
UYUNI,atencion odontologica,endodoncias,2012-04-01,2,0,2,0,2
VACAS,atencion odontologica,endodoncias,2012-04-01,8,2,8,2,10
VALLEGRANDE,atencion odontologica,endodoncias,2012-04-01,4,8,4,8,12
VIACHA,atencion odontologica,endodoncias,2012-04-01,16,16,16,16,32
VILLA CHARCAS,atencion odontologica,endodoncias,2012-04-01,0,4,0,4,4
VILLA MONTES,atencion odontologica,endodoncias,2012-04-01,13,46,13,46,59
VILLA RIVERO,atencion odontologica,endodoncias,2012-04-01,9,3,9,3,12
VILLA SERRANO,atencion odontologica,endodoncias,2012-04-01,2,4,2,4,6
VILLA TUNARI,atencion odontologica,endodoncias,2012-04-01,24,52,24,52,76
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncias,2012-04-01,0,11,0,11,11
VILLAZON,atencion odontologica,endodoncias,2012-04-01,33,53,33,53,86
VINTO,atencion odontologica,endodoncias,2012-04-01,17,25,17,25,42
WARNES,atencion odontologica,endodoncias,2012-04-01,8,2,8,2,10
YACUIBA,atencion odontologica,endodoncias,2012-04-01,23,39,23,39,62
YAMPARAEZ,atencion odontologica,endodoncias,2012-04-01,3,8,3,8,11
YANACACHI,atencion odontologica,endodoncias,2012-04-01,2,0,2,0,2
YAPACANI,atencion odontologica,endodoncias,2012-04-01,17,43,17,43,60
YOCALLA,atencion odontologica,endodoncias,2012-04-01,1,1,1,1,2
YOTALA,atencion odontologica,endodoncias,2012-04-01,4,13,4,13,17
YUNCHARA,atencion odontologica,endodoncias,2012-04-01,0,2,0,2,2
ZUDAÑEZ,atencion odontologica,endodoncias,2012-04-01,1,9,1,9,10
ACACIO,atencion odontologica,endodoncias,2012-05-01,2,0,2,0,2
ACHACACHI,atencion odontologica,endodoncias,2012-05-01,23,47,23,47,70
ACHOCALLA,atencion odontologica,endodoncias,2012-05-01,9,4,9,4,13
AIQUILE,atencion odontologica,endodoncias,2012-05-01,2,4,2,4,6
ALALAY,atencion odontologica,endodoncias,2012-05-01,0,2,0,2,2
ALCALA,atencion odontologica,endodoncias,2012-05-01,2,0,2,0,2
ALTO BENI,atencion odontologica,endodoncias,2012-05-01,1,4,1,4,5
ANDAMARCA,atencion odontologica,endodoncias,2012-05-01,3,4,3,4,7
ANTEQUERA,atencion odontologica,endodoncias,2012-05-01,4,6,4,6,10
ANZALDO,atencion odontologica,endodoncias,2012-05-01,1,3,1,3,4
ARAMPAMPA,atencion odontologica,endodoncias,2012-05-01,0,1,0,1,1
ARANI,atencion odontologica,endodoncias,2012-05-01,3,14,3,14,17
ARBIETO,atencion odontologica,endodoncias,2012-05-01,1,1,1,1,2
ARQUE,atencion odontologica,endodoncias,2012-05-01,1,3,1,3,4
ASCENCION DE GUARAYOS,atencion odontologica,endodoncias,2012-05-01,3,4,3,4,7
ATOCHA,atencion odontologica,endodoncias,2012-05-01,121,134,121,134,255
AYO AYO,atencion odontologica,endodoncias,2012-05-01,3,2,3,2,5
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncias,2012-05-01,31,54,31,54,85
AZURDUY,atencion odontologica,endodoncias,2012-05-01,11,8,11,8,19
BAURES,atencion odontologica,endodoncias,2012-05-01,9,9,9,9,18
BELEN DE URMIRI,atencion odontologica,endodoncias,2012-05-01,1,4,1,4,5
BERMEJO,atencion odontologica,endodoncias,2012-05-01,30,50,30,50,80
BETANZOS,atencion odontologica,endodoncias,2012-05-01,2,3,2,3,5
BOLIVAR,atencion odontologica,endodoncias,2012-05-01,4,3,4,3,7
BOYUIBE,atencion odontologica,endodoncias,2012-05-01,0,2,0,2,2
CABEZAS,atencion odontologica,endodoncias,2012-05-01,1,1,1,1,2
CAIROMA,atencion odontologica,endodoncias,2012-05-01,6,13,6,13,19
"CAIZA ""D""",atencion odontologica,endodoncias,2012-05-01,1,2,1,2,3
CAJUATA,atencion odontologica,endodoncias,2012-05-01,0,6,0,6,6
CALAMARCA,atencion odontologica,endodoncias,2012-05-01,3,5,3,5,8
CAMARGO,atencion odontologica,endodoncias,2012-05-01,10,33,10,33,43
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2012-05-01,1,3,1,3,4
CAMIRI,atencion odontologica,endodoncias,2012-05-01,13,30,13,30,43
CAPINOTA,atencion odontologica,endodoncias,2012-05-01,24,17,24,17,41
CARACOLLO,atencion odontologica,endodoncias,2012-05-01,6,3,6,3,9
CARANAVI,atencion odontologica,endodoncias,2012-05-01,4,3,4,3,7
CARAPARI,atencion odontologica,endodoncias,2012-05-01,18,19,18,19,37
CARIPUYO,atencion odontologica,endodoncias,2012-05-01,0,5,0,5,5
CHALLAPATA,atencion odontologica,endodoncias,2012-05-01,5,7,5,7,12
CHAQUI,atencion odontologica,endodoncias,2012-05-01,1,4,1,4,5
CHARAGUA,atencion odontologica,endodoncias,2012-05-01,5,7,5,7,12
CHAYANTA,atencion odontologica,endodoncias,2012-05-01,2,1,2,1,3
CHIMORE,atencion odontologica,endodoncias,2012-05-01,2,9,2,9,11
CHOQUE COTA,atencion odontologica,endodoncias,2012-05-01,2,1,2,1,3
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2012-05-01,9,22,9,22,31
CHUMA,atencion odontologica,endodoncias,2012-05-01,15,20,15,20,35
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncias,2012-05-01,1,1,1,1,2
CKOCHAS,atencion odontologica,endodoncias,2012-05-01,1,0,1,0,1
CLIZA,atencion odontologica,endodoncias,2012-05-01,7,7,7,7,14
COBIJA,atencion odontologica,endodoncias,2012-05-01,8,9,8,9,17
COCHABAMBA,atencion odontologica,endodoncias,2012-05-01,699,774,699,774,1473
COIPASA,atencion odontologica,endodoncias,2012-05-01,1,5,1,5,6
COLCAPIRHUA,atencion odontologica,endodoncias,2012-05-01,15,26,15,26,41
"COLCHA ""K""",atencion odontologica,endodoncias,2012-05-01,2,3,2,3,5
COLLANA,atencion odontologica,endodoncias,2012-05-01,2,4,2,4,6
COLOMI,atencion odontologica,endodoncias,2012-05-01,0,4,0,4,4
COLPA BELGICA,atencion odontologica,endodoncias,2012-05-01,0,7,0,7,7
COLQUECHACA,atencion odontologica,endodoncias,2012-05-01,6,6,6,6,12
COLQUENCHA,atencion odontologica,endodoncias,2012-05-01,4,14,4,14,18
COLQUIRI,atencion odontologica,endodoncias,2012-05-01,15,12,15,12,27
COMARAPA,atencion odontologica,endodoncias,2012-05-01,8,5,8,5,13
CONCEPCION,atencion odontologica,endodoncias,2012-05-01,1,1,1,1,2
CORO CORO,atencion odontologica,endodoncias,2012-05-01,1,4,1,4,5
COROICO,atencion odontologica,endodoncias,2012-05-01,20,13,20,13,33
CORQUE,atencion odontologica,endodoncias,2012-05-01,6,8,6,8,14
COTAGAITA,atencion odontologica,endodoncias,2012-05-01,43,32,43,32,75
COTOCA,atencion odontologica,endodoncias,2012-05-01,0,1,0,1,1
CUATRO CAÑADAS,atencion odontologica,endodoncias,2012-05-01,4,1,4,1,5
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncias,2012-05-01,1,4,1,4,5
CUEVO,atencion odontologica,endodoncias,2012-05-01,1,2,1,2,3
CULPINA,atencion odontologica,endodoncias,2012-05-01,10,10,10,10,20
CURAHUARA DE CARANGAS,atencion odontologica,endodoncias,2012-05-01,4,3,4,3,7
DESAGUADERO,atencion odontologica,endodoncias,2012-05-01,1,2,1,2,3
EL ALTO,atencion odontologica,endodoncias,2012-05-01,362,422,362,422,784
EL PUENTE(STC),atencion odontologica,endodoncias,2012-05-01,1,0,1,0,1
EL PUENTE(TJA),atencion odontologica,endodoncias,2012-05-01,2,7,2,7,9
EL TORNO,atencion odontologica,endodoncias,2012-05-01,10,14,10,14,24
EL VILLAR,atencion odontologica,endodoncias,2012-05-01,1,5,1,5,6
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2012-05-01,4,19,4,19,23
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2012-05-01,9,18,9,18,27
ESCOMA,atencion odontologica,endodoncias,2012-05-01,0,3,0,3,3
EUCALIPTUS,atencion odontologica,endodoncias,2012-05-01,0,1,0,1,1
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2012-05-01,6,11,6,11,17
GENERAL SAAVEDRA,atencion odontologica,endodoncias,2012-05-01,3,0,3,0,3
GUANAY,atencion odontologica,endodoncias,2012-05-01,14,10,14,10,24
GUAQUI,atencion odontologica,endodoncias,2012-05-01,2,1,2,1,3
GUAYARAMERIN,atencion odontologica,endodoncias,2012-05-01,9,22,9,22,31
GUTIERREZ,atencion odontologica,endodoncias,2012-05-01,13,12,13,12,25
HUACARETA,atencion odontologica,endodoncias,2012-05-01,1,3,1,3,4
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncias,2012-05-01,4,3,4,3,7
HUACHACALLA,atencion odontologica,endodoncias,2012-05-01,0,1,0,1,1
HUANUNI,atencion odontologica,endodoncias,2012-05-01,1,4,1,4,5
HUARACAJE,atencion odontologica,endodoncias,2012-05-01,2,1,2,1,3
HUARINA,atencion odontologica,endodoncias,2012-05-01,3,2,3,2,5
HUAYLLAMARCA,atencion odontologica,endodoncias,2012-05-01,1,6,1,6,7
HUMANATA,atencion odontologica,endodoncias,2012-05-01,1,4,1,4,5
ICLA,atencion odontologica,endodoncias,2012-05-01,8,8,8,8,16
INCAHUASI,atencion odontologica,endodoncias,2012-05-01,4,6,4,6,10
