,group,variable,month,PERIODONCIAS CANTIDAD,PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
ALTO BENI,atencion odontologica,periodoncias,2012-04-01,1,1,1,1,2
ANCORAIMES,atencion odontologica,periodoncias,2012-04-01,1,0,1,0,1
ANDAMARCA,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
ANTEQUERA,atencion odontologica,periodoncias,2012-04-01,1,0,1,0,1
ANZALDO,atencion odontologica,periodoncias,2012-04-01,0,9,0,9,9
APOLO,atencion odontologica,periodoncias,2012-04-01,1,14,1,14,15
ARAMPAMPA,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
ARANI,atencion odontologica,periodoncias,2012-04-01,12,35,12,35,47
ARBIETO,atencion odontologica,periodoncias,2012-04-01,1,23,1,23,24
ARQUE,atencion odontologica,periodoncias,2012-04-01,0,5,0,5,5
ASCENCION DE GUARAYOS,atencion odontologica,periodoncias,2012-04-01,0,2,0,2,2
ATOCHA,atencion odontologica,periodoncias,2012-04-01,15,4,15,4,19
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2012-04-01,2,2,2,2,4
BAURES,atencion odontologica,periodoncias,2012-04-01,7,8,7,8,15
BELLA FLOR,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
BERMEJO,atencion odontologica,periodoncias,2012-04-01,12,35,12,35,47
BETANZOS,atencion odontologica,periodoncias,2012-04-01,15,18,15,18,33
BOLIVAR,atencion odontologica,periodoncias,2012-04-01,2,2,2,2,4
BUENA VISTA,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
CABEZAS,atencion odontologica,periodoncias,2012-04-01,14,35,14,35,49
"CAIZA ""D""",atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
CALACOTO,atencion odontologica,periodoncias,2012-04-01,0,2,0,2,2
CAMARGO,atencion odontologica,periodoncias,2012-04-01,3,7,3,7,10
CAMIRI,atencion odontologica,periodoncias,2012-04-01,15,37,15,37,52
CAPINOTA,atencion odontologica,periodoncias,2012-04-01,5,8,5,8,13
CARACOLLO,atencion odontologica,periodoncias,2012-04-01,3,6,3,6,9
CARANAVI,atencion odontologica,periodoncias,2012-04-01,1,5,1,5,6
CARAPARI,atencion odontologica,periodoncias,2012-04-01,15,11,15,11,26
CARIPUYO,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2012-04-01,2,8,2,8,10
CHALLAPATA,atencion odontologica,periodoncias,2012-04-01,0,2,0,2,2
CHARAGUA,atencion odontologica,periodoncias,2012-04-01,2,6,2,6,8
CHIMORE,atencion odontologica,periodoncias,2012-04-01,1,5,1,5,6
CHIPAYA,atencion odontologica,periodoncias,2012-04-01,0,4,0,4,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2012-04-01,1,5,1,5,6
CHUMA,atencion odontologica,periodoncias,2012-04-01,4,11,4,11,15
CKOCHAS,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
CLIZA,atencion odontologica,periodoncias,2012-04-01,26,35,26,35,61
COBIJA,atencion odontologica,periodoncias,2012-04-01,3,3,3,3,6
COCAPATA,atencion odontologica,periodoncias,2012-04-01,4,6,4,6,10
COCHABAMBA,atencion odontologica,periodoncias,2012-04-01,382,293,382,293,675
COIPASA,atencion odontologica,periodoncias,2012-04-01,2,4,2,4,6
COLCAPIRHUA,atencion odontologica,periodoncias,2012-04-01,10,37,10,37,47
COLOMI,atencion odontologica,periodoncias,2012-04-01,28,28,28,28,56
COLPA BELGICA,atencion odontologica,periodoncias,2012-04-01,0,6,0,6,6
COLQUECHACA,atencion odontologica,periodoncias,2012-04-01,2,2,2,2,4
COLQUENCHA,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
COMANCHE,atencion odontologica,periodoncias,2012-04-01,2,2,2,2,4
COMARAPA,atencion odontologica,periodoncias,2012-04-01,5,8,5,8,13
CONCEPCION,atencion odontologica,periodoncias,2012-04-01,1,2,1,2,3
CORIPATA,atencion odontologica,periodoncias,2012-04-01,4,3,4,3,7
COROICO,atencion odontologica,periodoncias,2012-04-01,4,6,4,6,10
COTAGAITA,atencion odontologica,periodoncias,2012-04-01,4,12,4,12,16
COTOCA,atencion odontologica,periodoncias,2012-04-01,0,5,0,5,5
CUATRO CAÑADAS,atencion odontologica,periodoncias,2012-04-01,5,8,5,8,13
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2012-04-01,4,2,4,2,6
CURVA,atencion odontologica,periodoncias,2012-04-01,0,2,0,2,2
DESAGUADERO,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
EL ALTO,atencion odontologica,periodoncias,2012-04-01,40,94,40,94,134
EL PUENTE(STC),atencion odontologica,periodoncias,2012-04-01,0,2,0,2,2
EL PUENTE(TJA),atencion odontologica,periodoncias,2012-04-01,1,3,1,3,4
EL TORNO,atencion odontologica,periodoncias,2012-04-01,4,12,4,12,16
EL VILLAR,atencion odontologica,periodoncias,2012-04-01,0,10,0,10,10
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2012-04-01,7,18,7,18,25
ESCOMA,atencion odontologica,periodoncias,2012-04-01,2,1,2,1,3
EUCALIPTUS,atencion odontologica,periodoncias,2012-04-01,0,3,0,3,3
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2012-04-01,2,2,2,2,4
FILADELFIA,atencion odontologica,periodoncias,2012-04-01,1,0,1,0,1
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2012-04-01,1,1,1,1,2
GUANAY,atencion odontologica,periodoncias,2012-04-01,1,11,1,11,12
GUAYARAMERIN,atencion odontologica,periodoncias,2012-04-01,0,7,0,7,7
GUTIERREZ,atencion odontologica,periodoncias,2012-04-01,4,12,4,12,16
HUACARETA,atencion odontologica,periodoncias,2012-04-01,0,2,0,2,2
HUACHACALLA,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
HUANUNI,atencion odontologica,periodoncias,2012-04-01,1,2,1,2,3
HUARACAJE,atencion odontologica,periodoncias,2012-04-01,0,6,0,6,6
HUAYLLAMARCA,atencion odontologica,periodoncias,2012-04-01,0,2,0,2,2
ICLA,atencion odontologica,periodoncias,2012-04-01,1,6,1,6,7
INQUISIVI,atencion odontologica,periodoncias,2012-04-01,1,2,1,2,3
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
IXIAMAS,atencion odontologica,periodoncias,2012-04-01,0,3,0,3,3
JESUS DE MACHACA,atencion odontologica,periodoncias,2012-04-01,1,3,1,3,4
LA ASUNTA,atencion odontologica,periodoncias,2012-04-01,2,2,2,2,4
LA GUARDIA,atencion odontologica,periodoncias,2012-04-01,2,6,2,6,8
LA PAZ,atencion odontologica,periodoncias,2012-04-01,117,183,117,183,300
LAGUNILLAS,atencion odontologica,periodoncias,2012-04-01,1,4,1,4,5
LICOMA PAMPA,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
LLALLAGUA,atencion odontologica,periodoncias,2012-04-01,0,5,0,5,5
LLICA,atencion odontologica,periodoncias,2012-04-01,0,9,0,9,9
MACHACAMARCA,atencion odontologica,periodoncias,2012-04-01,2,2,2,2,4
MACHARETI,atencion odontologica,periodoncias,2012-04-01,2,2,2,2,4
MAGDALENA,atencion odontologica,periodoncias,2012-04-01,1,4,1,4,5
MAIRANA,atencion odontologica,periodoncias,2012-04-01,0,2,0,2,2
MAPIRI,atencion odontologica,periodoncias,2012-04-01,7,6,7,6,13
MECAPACA,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
MINEROS,atencion odontologica,periodoncias,2012-04-01,3,1,3,1,4
MIZQUE,atencion odontologica,periodoncias,2012-04-01,1,3,1,3,4
MOJOCOYA,atencion odontologica,periodoncias,2012-04-01,2,0,2,0,2
MONTEAGUDO,atencion odontologica,periodoncias,2012-04-01,5,11,5,11,16
MONTERO,atencion odontologica,periodoncias,2012-04-01,108,89,108,89,197
MOROCHATA,atencion odontologica,periodoncias,2012-04-01,0,11,0,11,11
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
OKINAWA,atencion odontologica,periodoncias,2012-04-01,1,2,1,2,3
OMEREQUE,atencion odontologica,periodoncias,2012-04-01,0,5,0,5,5
ORURO,atencion odontologica,periodoncias,2012-04-01,98,138,98,138,236
PADCAYA,atencion odontologica,periodoncias,2012-04-01,3,12,3,12,15
PADILLA,atencion odontologica,periodoncias,2012-04-01,4,6,4,6,10
PAILON,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
PALCA,atencion odontologica,periodoncias,2012-04-01,1,1,1,1,2
PAPEL PAMPA,atencion odontologica,periodoncias,2012-04-01,1,0,1,0,1
PAZÑA,atencion odontologica,periodoncias,2012-04-01,2,1,2,1,3
PELECHUCO,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
POCOATA,atencion odontologica,periodoncias,2012-04-01,2,0,2,0,2
POCONA,atencion odontologica,periodoncias,2012-04-01,2,4,2,4,6
POJO (CBBA),atencion odontologica,periodoncias,2012-04-01,4,14,4,14,18
POOPO,atencion odontologica,periodoncias,2012-04-01,1,2,1,2,3
POROMA,atencion odontologica,periodoncias,2012-04-01,3,7,3,7,10
PORTACHUELO,atencion odontologica,periodoncias,2012-04-01,1,2,1,2,3
PORVENIR,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
POTOSI,atencion odontologica,periodoncias,2012-04-01,27,43,27,43,70
PUERTO ACOSTA,atencion odontologica,periodoncias,2012-04-01,2,2,2,2,4
PUERTO CARABUCO,atencion odontologica,periodoncias,2012-04-01,3,0,3,0,3
PUERTO QUIJARRO,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
PUERTO RICO,atencion odontologica,periodoncias,2012-04-01,3,6,3,6,9
PUERTO VILLARROEL,atencion odontologica,periodoncias,2012-04-01,4,45,4,45,49
PUNATA,atencion odontologica,periodoncias,2012-04-01,9,12,9,12,21
QUILLACOLLO,atencion odontologica,periodoncias,2012-04-01,6,15,6,15,21
QUIME,atencion odontologica,periodoncias,2012-04-01,0,14,0,14,14
RAVELO,atencion odontologica,periodoncias,2012-04-01,0,8,0,8,8
REYES,atencion odontologica,periodoncias,2012-04-01,1,2,1,2,3
RIBERALTA,atencion odontologica,periodoncias,2012-04-01,1,12,1,12,13
ROBORE,atencion odontologica,periodoncias,2012-04-01,2,2,2,2,4
RURRENABAQUE,atencion odontologica,periodoncias,2012-04-01,2,7,2,7,9
SABAYA,atencion odontologica,periodoncias,2012-04-01,1,0,1,0,1
SACABA,atencion odontologica,periodoncias,2012-04-01,92,99,92,99,191
SACABAMBA,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
SAIPINA,atencion odontologica,periodoncias,2012-04-01,0,5,0,5,5
SAMAIPATA,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2012-04-01,10,14,10,14,24
SAN BENITO,atencion odontologica,periodoncias,2012-04-01,3,8,3,8,11
SAN BORJA,atencion odontologica,periodoncias,2012-04-01,1,1,1,1,2
SAN BUENA VENTURA,atencion odontologica,periodoncias,2012-04-01,4,5,4,5,9
SAN CARLOS,atencion odontologica,periodoncias,2012-04-01,6,9,6,9,15
SAN IGNACIO,atencion odontologica,periodoncias,2012-04-01,8,14,8,14,22
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2012-04-01,2,1,2,1,3
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncias,2012-04-01,5,6,5,6,11
SAN JULIAN,atencion odontologica,periodoncias,2012-04-01,0,2,0,2,2
SAN LORENZO(TJA),atencion odontologica,periodoncias,2012-04-01,2,4,2,4,6
SAN LUCAS,atencion odontologica,periodoncias,2012-04-01,1,3,1,3,4
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncias,2012-04-01,2,0,2,0,2
SAN PEDRO,atencion odontologica,periodoncias,2012-04-01,1,6,1,6,7
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
SAN RAFAEL,atencion odontologica,periodoncias,2012-04-01,107,113,107,113,220
SAN RAMON SCZ,atencion odontologica,periodoncias,2012-04-01,3,6,3,6,9
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2012-04-01,205,320,205,320,525
SANTA ROSA,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
SANTA ROSA DEL SARA,atencion odontologica,periodoncias,2012-04-01,4,8,4,8,12
SANTIAGO DE HUARI,atencion odontologica,periodoncias,2012-04-01,2,0,2,0,2
SANTIAGO DE HUATA,atencion odontologica,periodoncias,2012-04-01,1,6,1,6,7
SANTIAGO DE MACHACA,atencion odontologica,periodoncias,2012-04-01,1,1,1,1,2
SANTIVAÑES,atencion odontologica,periodoncias,2012-04-01,0,3,0,3,3
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
SHINAOTA,atencion odontologica,periodoncias,2012-04-01,0,9,0,9,9
SICA SICA (VILLA AROMA),atencion odontologica,periodoncias,2012-04-01,2,4,2,4,6
SICAYA,atencion odontologica,periodoncias,2012-04-01,1,3,1,3,4
SIPE SIPE,atencion odontologica,periodoncias,2012-04-01,39,50,39,50,89
SORACACHI,atencion odontologica,periodoncias,2012-04-01,1,4,1,4,5
SUCRE,atencion odontologica,periodoncias,2012-04-01,145,207,145,207,352
TACOPAYA,atencion odontologica,periodoncias,2012-04-01,0,2,0,2,2
TAPACARI,atencion odontologica,periodoncias,2012-04-01,1,10,1,10,11
TARABUCO,atencion odontologica,periodoncias,2012-04-01,0,14,0,14,14
TARATA,atencion odontologica,periodoncias,2012-04-01,2,5,2,5,7
TARIJA,atencion odontologica,periodoncias,2012-04-01,132,169,132,169,301
TARVITA,atencion odontologica,periodoncias,2012-04-01,0,17,0,17,17
TEOPONTE,atencion odontologica,periodoncias,2012-04-01,5,6,5,6,11
TIAWANACU,atencion odontologica,periodoncias,2012-04-01,1,5,1,5,6
TIQUIPAYA,atencion odontologica,periodoncias,2012-04-01,13,76,13,76,89
TIRAQUE (CBBA),atencion odontologica,periodoncias,2012-04-01,1,1,1,1,2
TOCO,atencion odontologica,periodoncias,2012-04-01,2,52,2,52,54
TOLATA,atencion odontologica,periodoncias,2012-04-01,5,19,5,19,24
TOLEDO,atencion odontologica,periodoncias,2012-04-01,1,4,1,4,5
TOMINA,atencion odontologica,periodoncias,2012-04-01,8,19,8,19,27
TORO TORO,atencion odontologica,periodoncias,2012-04-01,0,5,0,5,5
TOTORA(CBBA),atencion odontologica,periodoncias,2012-04-01,1,6,1,6,7
TRIGAL,atencion odontologica,periodoncias,2012-04-01,0,5,0,5,5
TRINIDAD,atencion odontologica,periodoncias,2012-04-01,8,16,8,16,24
TUPIZA,atencion odontologica,periodoncias,2012-04-01,15,13,15,13,28
TURCO,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
URIONDO (A. CONCEPCION),atencion odontologica,periodoncias,2012-04-01,2,6,2,6,8
URUBICHA,atencion odontologica,periodoncias,2012-04-01,0,4,0,4,4
UYUNI,atencion odontologica,periodoncias,2012-04-01,2,1,2,1,3
VACAS,atencion odontologica,periodoncias,2012-04-01,1,5,1,5,6
VIACHA,atencion odontologica,periodoncias,2012-04-01,12,23,12,23,35
VILLA CHARCAS,atencion odontologica,periodoncias,2012-04-01,3,5,3,5,8
VILLA MONTES,atencion odontologica,periodoncias,2012-04-01,9,10,9,10,19
VILLA RIVERO,atencion odontologica,periodoncias,2012-04-01,6,7,6,7,13
VILLA SERRANO,atencion odontologica,periodoncias,2012-04-01,1,2,1,2,3
VILLA TUNARI,atencion odontologica,periodoncias,2012-04-01,28,50,28,50,78
VILLAZON,atencion odontologica,periodoncias,2012-04-01,2,14,2,14,16
VINTO,atencion odontologica,periodoncias,2012-04-01,2,12,2,12,14
WARNES,atencion odontologica,periodoncias,2012-04-01,11,21,11,21,32
YACUIBA,atencion odontologica,periodoncias,2012-04-01,17,31,17,31,48
YAMPARAEZ,atencion odontologica,periodoncias,2012-04-01,0,7,0,7,7
YANACACHI,atencion odontologica,periodoncias,2012-04-01,1,1,1,1,2
YAPACANI,atencion odontologica,periodoncias,2012-04-01,3,9,3,9,12
YOCALLA,atencion odontologica,periodoncias,2012-04-01,0,7,0,7,7
YOTALA,atencion odontologica,periodoncias,2012-04-01,1,8,1,8,9
YUNCHARA,atencion odontologica,periodoncias,2012-04-01,2,14,2,14,16
ZUDAÑEZ,atencion odontologica,periodoncias,2012-04-01,0,1,0,1,1
ACACIO,atencion odontologica,periodoncias,2012-05-01,0,5,0,5,5
ACHACACHI,atencion odontologica,periodoncias,2012-05-01,10,44,10,44,54
AIQUILE,atencion odontologica,periodoncias,2012-05-01,6,7,6,7,13
ALCALA,atencion odontologica,periodoncias,2012-05-01,1,13,1,13,14
ALTO BENI,atencion odontologica,periodoncias,2012-05-01,1,0,1,0,1
ANCORAIMES,atencion odontologica,periodoncias,2012-05-01,2,1,2,1,3
ANDAMARCA,atencion odontologica,periodoncias,2012-05-01,10,1,10,1,11
ANTEQUERA,atencion odontologica,periodoncias,2012-05-01,1,0,1,0,1
ANZALDO,atencion odontologica,periodoncias,2012-05-01,0,2,0,2,2
APOLO,atencion odontologica,periodoncias,2012-05-01,0,7,0,7,7
ARAMPAMPA,atencion odontologica,periodoncias,2012-05-01,0,2,0,2,2
ARANI,atencion odontologica,periodoncias,2012-05-01,11,22,11,22,33
ARBIETO,atencion odontologica,periodoncias,2012-05-01,3,20,3,20,23
ARQUE,atencion odontologica,periodoncias,2012-05-01,0,2,0,2,2
ASCENCION DE GUARAYOS,atencion odontologica,periodoncias,2012-05-01,0,20,0,20,20
ATOCHA,atencion odontologica,periodoncias,2012-05-01,9,7,9,7,16
AYO AYO,atencion odontologica,periodoncias,2012-05-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2012-05-01,2,8,2,8,10
AZURDUY,atencion odontologica,periodoncias,2012-05-01,0,1,0,1,1
BERMEJO,atencion odontologica,periodoncias,2012-05-01,19,49,19,49,68
BETANZOS,atencion odontologica,periodoncias,2012-05-01,7,6,7,6,13
CABEZAS,atencion odontologica,periodoncias,2012-05-01,12,35,12,35,47
CAIROMA,atencion odontologica,periodoncias,2012-05-01,13,2,13,2,15
CAJUATA,atencion odontologica,periodoncias,2012-05-01,0,1,0,1,1
CALAMARCA,atencion odontologica,periodoncias,2012-05-01,0,2,0,2,2
CAMARGO,atencion odontologica,periodoncias,2012-05-01,3,13,3,13,16
CAMIRI,atencion odontologica,periodoncias,2012-05-01,15,58,15,58,73
CAPINOTA,atencion odontologica,periodoncias,2012-05-01,10,8,10,8,18
CARACOLLO,atencion odontologica,periodoncias,2012-05-01,4,8,4,8,12
CARANAVI,atencion odontologica,periodoncias,2012-05-01,11,29,11,29,40
CARAPARI,atencion odontologica,periodoncias,2012-05-01,10,10,10,10,20
CARIPUYO,atencion odontologica,periodoncias,2012-05-01,3,0,3,0,3
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2012-05-01,6,26,6,26,32
CHALLAPATA,atencion odontologica,periodoncias,2012-05-01,6,8,6,8,14
CHARAGUA,atencion odontologica,periodoncias,2012-05-01,3,4,3,4,7
CHARAÑA,atencion odontologica,periodoncias,2012-05-01,1,0,1,0,1
CHIMORE,atencion odontologica,periodoncias,2012-05-01,2,7,2,7,9
CHIPAYA,atencion odontologica,periodoncias,2012-05-01,2,4,2,4,6
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2012-05-01,3,7,3,7,10
CHUMA,atencion odontologica,periodoncias,2012-05-01,6,14,6,14,20
CKOCHAS,atencion odontologica,periodoncias,2012-05-01,0,1,0,1,1
CLIZA,atencion odontologica,periodoncias,2012-05-01,4,23,4,23,27
COBIJA,atencion odontologica,periodoncias,2012-05-01,7,5,7,5,12
COCAPATA,atencion odontologica,periodoncias,2012-05-01,3,11,3,11,14
COCHABAMBA,atencion odontologica,periodoncias,2012-05-01,276,580,276,580,856
COIPASA,atencion odontologica,periodoncias,2012-05-01,2,4,2,4,6
COLCAPIRHUA,atencion odontologica,periodoncias,2012-05-01,7,25,7,25,32
COLLANA,atencion odontologica,periodoncias,2012-05-01,0,1,0,1,1
COLOMI,atencion odontologica,periodoncias,2012-05-01,7,14,7,14,21
COLPA BELGICA,atencion odontologica,periodoncias,2012-05-01,1,6,1,6,7
COLQUECHACA,atencion odontologica,periodoncias,2012-05-01,0,5,0,5,5
COMANCHE,atencion odontologica,periodoncias,2012-05-01,0,1,0,1,1
COMARAPA,atencion odontologica,periodoncias,2012-05-01,0,1,0,1,1
CONCEPCION,atencion odontologica,periodoncias,2012-05-01,1,1,1,1,2
CORIPATA,atencion odontologica,periodoncias,2012-05-01,10,16,10,16,26
CORO CORO,atencion odontologica,periodoncias,2012-05-01,0,1,0,1,1
COROICO,atencion odontologica,periodoncias,2012-05-01,4,2,4,2,6
CORQUE,atencion odontologica,periodoncias,2012-05-01,0,2,0,2,2
COTAGAITA,atencion odontologica,periodoncias,2012-05-01,10,5,10,5,15
COTOCA,atencion odontologica,periodoncias,2012-05-01,3,3,3,3,6
CUATRO CAÑADAS,atencion odontologica,periodoncias,2012-05-01,5,11,5,11,16
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2012-05-01,2,2,2,2,4
CUEVO,atencion odontologica,periodoncias,2012-05-01,0,2,0,2,2
CULPINA,atencion odontologica,periodoncias,2012-05-01,1,1,1,1,2
CURAHUARA DE CARANGAS,atencion odontologica,periodoncias,2012-05-01,0,1,0,1,1
DESAGUADERO,atencion odontologica,periodoncias,2012-05-01,21,18,21,18,39
EL ALTO,atencion odontologica,periodoncias,2012-05-01,106,230,106,230,336
EL PUENTE(TJA),atencion odontologica,periodoncias,2012-05-01,1,2,1,2,3
EL TORNO,atencion odontologica,periodoncias,2012-05-01,2,12,2,12,14
EL VILLAR,atencion odontologica,periodoncias,2012-05-01,3,14,3,14,17
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2012-05-01,1,2,1,2,3
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2012-05-01,0,6,0,6,6
EUCALIPTUS,atencion odontologica,periodoncias,2012-05-01,2,2,2,2,4
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2012-05-01,0,5,0,5,5
FILADELFIA,atencion odontologica,periodoncias,2012-05-01,1,0,1,0,1
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2012-05-01,0,1,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncias,2012-05-01,1,1,1,1,2
GUANAY,atencion odontologica,periodoncias,2012-05-01,4,18,4,18,22
GUAQUI,atencion odontologica,periodoncias,2012-05-01,1,0,1,0,1
GUAYARAMERIN,atencion odontologica,periodoncias,2012-05-01,20,37,20,37,57
GUTIERREZ,atencion odontologica,periodoncias,2012-05-01,6,4,6,4,10
HUANUNI,atencion odontologica,periodoncias,2012-05-01,0,1,0,1,1
HUARACAJE,atencion odontologica,periodoncias,2012-05-01,0,16,0,16,16
HUAYLLAMARCA,atencion odontologica,periodoncias,2012-05-01,3,1,3,1,4
HUMANATA,atencion odontologica,periodoncias,2012-05-01,0,2,0,2,2
ICLA,atencion odontologica,periodoncias,2012-05-01,3,7,3,7,10
INQUISIVI,atencion odontologica,periodoncias,2012-05-01,2,1,2,1,3
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2012-05-01,5,7,5,7,12
JESUS DE MACHACA,atencion odontologica,periodoncias,2012-05-01,1,4,1,4,5
LA ASUNTA,atencion odontologica,periodoncias,2012-05-01,4,4,4,4,8
LA GUARDIA,atencion odontologica,periodoncias,2012-05-01,5,22,5,22,27
LA PAZ,atencion odontologica,periodoncias,2012-05-01,274,395,274,395,669
LAGUNILLAS,atencion odontologica,periodoncias,2012-05-01,1,2,1,2,3
LAJA,atencion odontologica,periodoncias,2012-05-01,22,34,22,34,56
LAS CARRERAS,atencion odontologica,periodoncias,2012-05-01,0,2,0,2,2
LICOMA PAMPA,atencion odontologica,periodoncias,2012-05-01,0,3,0,3,3
LLALLAGUA,atencion odontologica,periodoncias,2012-05-01,0,5,0,5,5
LURIBAY,atencion odontologica,periodoncias,2012-05-01,2,0,2,0,2
MACHACAMARCA,atencion odontologica,periodoncias,2012-05-01,0,4,0,4,4
MAGDALENA,atencion odontologica,periodoncias,2012-05-01,1,1,1,1,2
MAIRANA,atencion odontologica,periodoncias,2012-05-01,0,2,0,2,2
MAPIRI,atencion odontologica,periodoncias,2012-05-01,3,10,3,10,13
MINEROS,atencion odontologica,periodoncias,2012-05-01,2,1,2,1,3
MIZQUE,atencion odontologica,periodoncias,2012-05-01,2,10,2,10,12
MOCOMOCO,atencion odontologica,periodoncias,2012-05-01,0,1,0,1,1
MOJOCOYA,atencion odontologica,periodoncias,2012-05-01,2,1,2,1,3
MONTEAGUDO,atencion odontologica,periodoncias,2012-05-01,2,18,2,18,20
MONTERO,atencion odontologica,periodoncias,2012-05-01,46,149,46,149,195
MOROCHATA,atencion odontologica,periodoncias,2012-05-01,0,15,0,15,15
OCURI,atencion odontologica,periodoncias,2012-05-01,0,1,0,1,1
OKINAWA,atencion odontologica,periodoncias,2012-05-01,1,3,1,3,4
ORURO,atencion odontologica,periodoncias,2012-05-01,131,195,131,195,326
PADCAYA,atencion odontologica,periodoncias,2012-05-01,14,12,14,12,26
PADILLA,atencion odontologica,periodoncias,2012-05-01,18,23,18,23,41
PAILON,atencion odontologica,periodoncias,2012-05-01,1,2,1,2,3
PALCA,atencion odontologica,periodoncias,2012-05-01,0,1,0,1,1
PALOS BLANCOS,atencion odontologica,periodoncias,2012-05-01,1,0,1,0,1
PAMPA AULLAGAS,atencion odontologica,periodoncias,2012-05-01,0,3,0,3,3
PAMPA GRANDE,atencion odontologica,periodoncias,2012-05-01,0,2,0,2,2
PATACAMAYA,atencion odontologica,periodoncias,2012-05-01,2,7,2,7,9
PAZÑA,atencion odontologica,periodoncias,2012-05-01,1,1,1,1,2
PELECHUCO,atencion odontologica,periodoncias,2012-05-01,0,3,0,3,3
POCOATA,atencion odontologica,periodoncias,2012-05-01,0,2,0,2,2
POCONA,atencion odontologica,periodoncias,2012-05-01,2,6,2,6,8
POJO (CBBA),atencion odontologica,periodoncias,2012-05-01,2,7,2,7,9
POOPO,atencion odontologica,periodoncias,2012-05-01,7,4,7,4,11
POROMA,atencion odontologica,periodoncias,2012-05-01,5,5,5,5,10
PORTACHUELO,atencion odontologica,periodoncias,2012-05-01,12,1,12,1,13
PORVENIR,atencion odontologica,periodoncias,2012-05-01,2,3,2,3,5
POTOSI,atencion odontologica,periodoncias,2012-05-01,28,55,28,55,83
PUERTO ACOSTA,atencion odontologica,periodoncias,2012-05-01,4,2,4,2,6
PUERTO CARABUCO,atencion odontologica,periodoncias,2012-05-01,10,27,10,27,37
PUERTO QUIJARRO,atencion odontologica,periodoncias,2012-05-01,0,1,0,1,1
PUERTO RICO,atencion odontologica,periodoncias,2012-05-01,0,13,0,13,13
PUERTO SUAREZ,atencion odontologica,periodoncias,2012-05-01,1,6,1,6,7
PUERTO VILLARROEL,atencion odontologica,periodoncias,2012-05-01,4,31,4,31,35
PUNA,atencion odontologica,periodoncias,2012-05-01,0,1,0,1,1
PUNATA,atencion odontologica,periodoncias,2012-05-01,4,11,4,11,15
QUILLACOLLO,atencion odontologica,periodoncias,2012-05-01,26,45,26,45,71
QUIRUSILLAS,atencion odontologica,periodoncias,2012-05-01,7,1,7,1,8
