,group,variable,month,CONSULTAS NUEVAS DE 5 A 60 AÑOS CANTIDAD,CONSULTAS NUEVAS DE 5 A 60 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
YAPACANI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-03-01,53,115,53,115,168
YOCALLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-03-01,26,24,26,24,50
YOTALA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-03-01,21,63,21,63,84
YUNCHARA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-03-01,50,117,50,117,167
ZUDAÑEZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-03-01,36,83,36,83,119
ACACIO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,18,28,18,28,46
ACHACACHI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,161,202,161,202,363
ACHOCALLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,17,66,17,66,83
AIQUILE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,6,19,6,19,25
ALCALA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,36,72,36,72,108
ALTO BENI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,77,102,77,102,179
ANCORAIMES,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,24,25,24,25,49
ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,36,24,36,24,60
ANTEQUERA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,35,32,35,32,67
ANZALDO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,24,71,24,71,95
APOLO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,16,136,16,136,152
ARAMPAMPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,5,10,5,10,15
ARANI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,92,120,92,120,212
ARBIETO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,16,42,16,42,58
ARQUE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,89,157,89,157,246
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,0,7,0,7,7
ATOCHA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,262,270,262,270,532
AUCAPATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,10,26,10,26,36
AYATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,28,52,28,52,80
AYO AYO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,33,35,33,35,68
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,448,421,448,421,869
AZURDUY,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,33,34,33,34,67
BATALLAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,20,51,20,51,71
BAURES,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,28,27,28,27,55
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,4,15,4,15,19
BELLA FLOR,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,5,18,5,18,23
BERMEJO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,211,323,211,323,534
BETANZOS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,47,110,47,110,157
BOLIVAR,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,59,68,59,68,127
BOLPEBRA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,15,15,15,15,30
BOYUIBE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,10,13,10,13,23
BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,24,30,24,30,54
CABEZAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,72,135,72,135,207
CAIROMA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,26,84,26,84,110
"CAIZA ""D""",atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,26,29,26,29,55
CAJUATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,50,57,50,57,107
CALACOTO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,45,40,45,40,85
CALAMARCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,46,112,46,112,158
CAMARGO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,162,215,162,215,377
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,35,53,35,53,88
CAMIRI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,116,146,116,146,262
CAPINOTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,19,46,19,46,65
CAQUIAVIRI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,49,62,49,62,111
CARACOLLO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,54,97,54,97,151
CARANAVI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,163,216,163,216,379
CARAPARI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,187,246,187,246,433
CARIPUYO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,14,24,14,24,38
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,13,27,13,27,40
CATACORA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,40,52,40,52,92
CHALLAPATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,40,75,40,75,115
CHAQUI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,11,12,11,12,23
CHARAGUA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,48,134,48,134,182
CHARAÑA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,16,44,16,44,60
CHAYANTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,1,4,1,4,5
CHIMORE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,28,38,28,38,66
CHIPAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,78,77,78,77,155
CHOQUE COTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,11,17,11,17,28
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,112,71,112,71,183
CHUMA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,136,279,136,279,415
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,10,14,10,14,24
CKOCHAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,14,24,14,24,38
CLIZA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,61,146,61,146,207
COBIJA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,50,33,50,33,83
COCAPATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,112,155,112,155,267
COCHABAMBA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,787,1250,787,1250,2037
COIPASA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,8,32,8,32,40
COLCAPIRHUA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,114,231,114,231,345
"COLCHA ""K""",atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,17,15,17,15,32
COLLANA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,5,2,5,2,7
COLOMI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,154,124,154,124,278
COLPA BELGICA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,11,39,11,39,50
COLQUECHACA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,86,120,86,120,206
COLQUENCHA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,43,65,43,65,108
COLQUIRI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,30,42,30,42,72
COMANCHE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,95,132,95,132,227
COMARAPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,128,141,128,141,269
CONCEPCION,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,4,7,4,7,11
CORIPATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,104,93,104,93,197
CORO CORO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,30,55,30,55,85
COROICO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,107,180,107,180,287
CORQUE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,13,27,13,27,40
COTAGAITA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,201,235,201,235,436
COTOCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,5,15,5,15,20
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,35,76,35,76,111
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,3,1,3,1,4
CUEVO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,16,19,16,19,35
CULPINA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,75,116,75,116,191
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,7,27,7,27,34
CURVA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,79,66,79,66,145
DESAGUADERO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,59,52,59,52,111
EL ALTO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,2615,3043,2615,3043,5658
EL PUENTE(STC),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,14,28,14,28,42
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,46,119,46,119,165
EL TORNO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,142,259,142,259,401
EL VILLAR,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,2,5,2,5,7
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,62,132,62,132,194
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,8,11,8,11,19
ESCOMA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,47,43,47,43,90
EUCALIPTUS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,8,27,8,27,35
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,27,56,27,56,83
FILADELFIA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,6,19,6,19,25
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,62,99,62,99,161
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,61,88,61,88,149
GUANAY,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,39,99,39,99,138
GUAQUI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,45,73,45,73,118
GUAYARAMERIN,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,82,111,82,111,193
GUTIERREZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,101,152,101,152,253
HUACARETA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,29,46,29,46,75
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,18,28,18,28,46
HUACHACALLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,25,9,25,9,34
HUANUNI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,35,63,35,63,98
HUARACAJE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,5,3,5,3,8
HUARINA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,9,9,9,9,18
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,24,38,24,38,62
HUMANATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,10,16,10,16,26
ICHOCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,7,17,7,17,24
ICLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,58,128,58,128,186
INCAHUASI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,73,87,73,87,160
INQUISIVI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,60,77,60,77,137
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,38,68,38,68,106
IXIAMAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,75,100,75,100,175
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,65,107,65,107,172
LA ASUNTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,48,27,48,27,75
LA GUARDIA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,45,90,45,90,135
LA PAZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,2333,3568,2333,3568,5901
LAGUNILLAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,13,29,13,29,42
LAJA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,28,56,28,56,84
LAS CARRERAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,29,41,29,41,70
LICOMA PAMPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,12,13,12,13,25
LLALLAGUA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,54,99,54,99,153
LLICA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,35,73,35,73,108
LURIBAY,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,25,44,25,44,69
MACHACAMARCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,28,35,28,35,63
MACHARETI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,11,64,11,64,75
MAGDALENA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,454,443,454,443,897
MAIRANA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,11,17,11,17,28
MALLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,9,12,9,12,21
MAPIRI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,76,83,76,83,159
MECAPACA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,28,31,28,31,59
MINEROS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,39,51,39,51,90
MIZQUE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,17,44,17,44,61
MOCOMOCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,52,114,52,114,166
MOJOCOYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,122,258,122,258,380
MONTEAGUDO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,575,685,575,685,1260
MONTERO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,149,293,149,293,442
MORO MORO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,8,16,8,16,24
MOROCHATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,29,25,29,25,54
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,17,50,17,50,67
OCURI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,31,44,31,44,75
OKINAWA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,5,10,5,10,15
OMEREQUE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,8,12,8,12,20
ORURO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,536,675,536,675,1211
PADCAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,110,156,110,156,266
PADILLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,114,135,114,135,249
PAILON,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,37,47,37,47,84
PALCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,90,161,90,161,251
PALOS BLANCOS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,61,130,61,130,191
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,227,195,227,195,422
PAMPA GRANDE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,9,43,9,43,52
PAPEL PAMPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,12,23,12,23,35
PASORAPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,10,31,10,31,41
PATACAMAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,40,120,40,120,160
PAZÑA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,24,23,24,23,47
PELECHUCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,16,69,16,69,85
POCOATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,50,85,50,85,135
POCONA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,664,608,664,608,1272
POJO (CBBA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,191,208,191,208,399
POOPO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,85,61,85,61,146
PORCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,27,40,27,40,67
POROMA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,391,336,391,336,727
PORONGO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,3,6,3,6,9
PORTACHUELO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,25,71,25,71,96
PORVENIR,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,174,240,174,240,414
POSTRER VALLE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,1,1,1,1,2
POTOSI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,596,1108,596,1108,1704
PRESTO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,331,284,331,284,615
PUCARA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,3,12,3,12,15
PUCARANI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,120,203,120,203,323
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,17,42,17,42,59
PUERTO CARABUCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,67,77,67,77,144
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,11,11,11,11,22
PUERTO PEREZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,14,11,14,11,25
PUERTO QUIJARRO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,83,19,83,19,102
PUERTO RICO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,86,119,86,119,205
PUERTO SUAREZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,1,1,1,1,2
PUERTO VILLARROEL,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,149,343,149,343,492
PUNA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,102,112,102,112,214
PUNATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,89,172,89,172,261
QUIABAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,7,24,7,24,31
QUILLACOLLO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,151,262,151,262,413
QUIME,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,60,115,60,115,175
QUIRUSILLAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,13,9,13,9,22
RAVELO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,19,37,19,37,56
REYES,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,1,6,1,6,7
RIBERALTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,88,104,88,104,192
ROBORE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,34,41,34,41,75
RURRENABAQUE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,45,38,45,38,83
SABAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,30,78,30,78,108
SACABA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,2369,3569,2369,3569,5938
SACABAMBA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,3,2,3,2,5
SACACA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,21,34,21,34,55
SAIPINA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,11,18,11,18,29
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,171,211,171,211,382
SAMAIPATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,29,19,29,19,48
SAN AGUSTIN,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,8,19,8,19,27
SAN ANDRES,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,20,24,20,24,44
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,87,165,87,165,252
SAN ANTONIO DE ESMORUCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,1,2,1,2,3
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,5,16,5,16,21
SAN BENITO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,84,63,84,63,147
SAN BORJA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,70,82,70,82,152
SAN BUENA VENTURA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,7,15,7,15,22
SAN CARLOS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,82,216,82,216,298
SAN IGNACIO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,300,332,300,332,632
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,38,68,38,68,106
SAN JAVIER(BNI),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,16,15,16,15,31
SAN JAVIER(STC),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,210,211,210,211,421
SAN JOAQUIN,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,5,4,5,4,9
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,56,77,56,77,133
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,26,45,26,45,71
SAN JULIAN,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,27,46,27,46,73
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,88,170,88,170,258
SAN LUCAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,458,476,458,476,934
SAN MATIAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,17,17,17,17,34
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,27,53,27,53,80
SAN PEDRO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,22,36,22,36,58
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,23,54,23,54,77
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,58,41,58,41,99
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,26,42,26,42,68
SAN RAFAEL,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,57,75,57,75,132
SAN RAMON BENI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,7,13,7,13,20
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,19,23,19,23,42
SANTA ANA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,67,74,67,74,141
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,1391,2015,1391,2015,3406
SANTA ROSA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,4,5,4,5,9
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,135,199,135,199,334
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,7,13,7,13,20
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,113,118,113,118,231
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,45,73,45,73,118
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,83,114,83,114,197
SANTIVAÑES,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,21,36,21,36,57
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,13,10,13,10,23
SAPAHAQUI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,16,29,16,29,45
SHINAOTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,59,159,59,159,218
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,37,66,37,66,103
SICAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,8,45,8,45,53
SIPE SIPE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,40,137,40,137,177
SOPACHUY,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,30,87,30,87,117
SORACACHI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,90,94,90,94,184
SORATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,23,51,23,51,74
SUCRE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,2691,3891,2691,3891,6582
TACACOMA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,55,53,55,53,108
TACOPAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,14,38,14,38,52
TAHUA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,9,10,9,10,19
TAPACARI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,111,125,111,125,236
TARABUCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,140,204,140,204,344
TARACO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,30,46,30,46,76
TARATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,46,99,46,99,145
TARIJA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,748,1250,748,1250,1998
TARVITA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-04-01,201,307,201,307,508
