,group,variable,month,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,TOTALES,TOTALES,TOTALES
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,1,3,1,4
ESCOMA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,2,3,2,5
EUCALIPTUS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,2,1,2,3
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,5,9,5,9,14
FILADELFIA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,0,1,0,1
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,30,36,30,36,66
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,10,8,10,8,18
GUANAY,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,4,3,4,3,7
GUAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,25,21,25,21,46
GUAYARAMERIN,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,17,2,17,2,19
GUTIERREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,5,4,5,4,9
HUACARETA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,13,10,13,10,23
HUACHACALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,5,4,5,4,9
HUANUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,2,3,2,5
HUARACAJE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,0,2,0,2,2
HUARINA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,6,2,6,2,8
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,5,7,5,7,12
HUMANATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,1,1,1,2
ICHOCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,0,1,0,1,1
ICLA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,5,13,5,13,18
INCAHUASI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,21,3,21,24
INQUISIVI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,11,4,11,4,15
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,7,2,7,2,9
IXIAMAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,1,1,1,2
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,20,7,20,7,27
LA ASUNTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,2,1,2,1,3
LA GUARDIA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,8,2,8,2,10
LA PAZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,382,259,382,259,641
LAGUNILLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,0,1,0,1,1
LAJA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,11,13,11,13,24
LAS CARRERAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,5,6,5,6,11
LICOMA PAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,0,3,0,3
LLALLAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,4,8,4,8,12
LLICA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,5,9,5,9,14
LURIBAY,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,2,1,2,3
MACHACAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,8,5,8,5,13
MACHARETI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,9,4,9,4,13
MAGDALENA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,5,2,5,2,7
MAIRANA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,2,1,2,1,3
MALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,0,5,0,5,5
MAPIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,2,8,2,8,10
MECAPACA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,5,0,5,0,5
MINEROS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,19,4,19,4,23
MIZQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,5,5,5,5,10
MOCOMOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,11,15,11,15,26
MOJOCOYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,10,16,10,16,26
MONTEAGUDO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,6,27,6,27,33
MONTERO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,68,24,68,24,92
MORO MORO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,2,1,2,3
MOROCHATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,4,1,4,1,5
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,0,1,0,1
OCURI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,8,3,8,11
OKINAWA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,4,3,4,7
OMEREQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,0,1,0,1
ORURO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,82,41,82,41,123
PADCAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,6,1,6,1,7
PADILLA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,5,7,5,7,12
PAILON,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,4,3,4,7
PALCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,4,7,4,7,11
PALOS BLANCOS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,10,1,10,1,11
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,0,1,0,1,1
PAMPA GRANDE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,4,3,4,7
PAPEL PAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,6,11,6,11,17
PASORAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,4,0,4,0,4
PATACAMAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,8,8,8,8,16
PAZÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,5,3,5,8
PELECHUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,0,3,0,3,3
POCOATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,4,2,4,2,6
POCONA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,2,1,2,1,3
POJO (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,3,1,3,4
POOPO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,12,6,12,6,18
PORCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,2,0,2,0,2
POROMA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,6,5,6,5,11
PORONGO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,0,2,0,2,2
PORTACHUELO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,7,4,7,4,11
PORVENIR,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,7,3,7,10
POSTRER VALLE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,0,1,0,1
POTOSI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,34,40,34,40,74
PRESTO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,13,2,13,2,15
PUCARA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,0,1,0,1
PUCARANI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,41,19,41,19,60
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,5,6,5,6,11
PUERTO CARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,5,6,5,6,11
PUERTO PEREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,5,9,5,9,14
PUERTO RICO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,0,3,0,3
PUERTO SUAREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,5,0,5,0,5
PUERTO VILLARROEL,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,2,3,2,3,5
PUNA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,16,15,16,15,31
PUNATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,29,4,29,4,33
QUIABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,4,2,4,2,6
QUILLACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,28,25,28,25,53
QUIME,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,26,8,26,8,34
QUIRUSILLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,2,0,2,0,2
RAVELO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,19,8,19,8,27
RIBERALTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,6,7,6,7,13
ROBORE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,1,1,1,2
RURRENABAQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,5,4,5,4,9
SABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,1,3,1,4
SACABA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,9,21,9,21,30
SACABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,2,0,2,0,2
SACACA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,1,1,1,2
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,6,10,6,10,16
SAMAIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,5,3,5,8
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,39,31,39,31,70
SAN ANTONIO DE ESMORUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,1,1,1,2
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,2,3,2,5
SAN BENITO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,23,17,23,17,40
SAN BORJA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,2,3,2,5
SAN BUENA VENTURA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,4,3,4,7
SAN CARLOS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,9,5,9,5,14
SAN IGNACIO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,31,22,31,22,53
SAN JOAQUIN,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,4,1,4,1,5
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,7,8,7,8,15
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,0,1,0,1,1
SAN JULIAN,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,14,15,14,15,29
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,4,0,4,0,4
SAN LUCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,7,3,7,3,10
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,10,15,10,15,25
SAN PEDRO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,4,3,4,3,7
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,4,2,4,2,6
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,14,14,14,14,28
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,4,6,4,6,10
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,21,24,21,24,45
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,57,184,57,184,241
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,5,7,5,7,12
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,2,5,2,5,7
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,16,18,16,18,34
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,10,3,10,13
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,15,12,15,12,27
SANTIVAÑES,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,2,1,2,3
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,0,1,0,1
SAPAHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,6,3,6,3,9
SHINAOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,2,8,2,8,10
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,11,6,11,6,17
SICAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,0,1,0,1
SIPE SIPE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,6,4,6,4,10
SOPACHUY,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,2,3,2,5
SORACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,3,1,3,4
SORATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,7,3,7,3,10
SUCRE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,159,143,159,143,302
TACOPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,7,1,7,8
TAHUA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,0,1,0,1
TAPACARI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,4,3,4,3,7
TARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,20,12,20,12,32
TARACO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,39,14,39,14,53
TARATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,6,7,6,7,13
TARIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,28,30,28,30,58
TARVITA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,4,7,4,7,11
TEOPONTE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,4,3,4,7
TIAWANACU,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,27,15,27,15,42
TINGUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,4,3,4,7
TIPUANI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,0,1,0,1
TIQUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,2,5,2,5,7
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,5,1,5,6
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,9,3,9,3,12
TOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,8,23,8,23,31
TOLATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,8,10,8,10,18
TOLEDO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,2,0,2,0,2
TOMAVE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,15,21,15,21,36
TOMINA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,18,26,18,26,44
TORO TORO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,8,13,8,13,21
TOTORA(CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,13,3,13,16
TOTORA(ORR),atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,1,0,1,0,1
TRIGAL,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,2,5,2,5,7
TRINIDAD,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,60,55,60,55,115
TUPIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,14,14,14,14,28
TURCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,6,5,6,5,11
UMALA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,2,0,2,0,2
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,4,6,4,6,10
UYUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,13,7,13,7,20
VACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,4,5,4,5,9
VALLEGRANDE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,3,2,3,2,5
VIACHA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,18,15,18,15,33
VILLA CHARCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,16,17,16,17,33
VILLA MONTES,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,6,10,6,10,16
VILLA SERRANO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,12,7,12,7,19
VILLA TUNARI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,10,3,10,3,13
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,27,12,27,12,39
VILLAZON,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,32,59,32,59,91
VINTO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,5,2,5,2,7
WARNES,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,7,5,7,5,12
YACO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,2,1,2,1,3
YACUIBA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,7,5,7,5,12
YAMPARAEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,22,36,22,36,58
YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,9,5,9,5,14
YOCALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,8,4,8,4,12
YOTALA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,0,5,0,5,5
YUNCHARA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,2,7,2,7,9
ZUDAÑEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-04-01,8,0,8,0,8
ACHACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,75,54,75,54,129
ACHOCALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,3,1,3,1,4
AIQUILE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,1,1,1,1,2
ALCALA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,3,1,3,1,4
ALTO BENI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,2,1,2,1,3
ANCORAIMES,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,8,10,8,10,18
ANDAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,2,4,2,4,6
ANTEQUERA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,0,4,0,4,4
ANZALDO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,5,13,5,13,18
APOLO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,2,6,2,6,8
ARAMPAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,0,1,0,1,1
ARANI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,5,15,5,15,20
ARBIETO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,7,0,7,0,7
ARQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,0,2,0,2,2
ATOCHA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,13,20,13,20,33
AUCAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,4,4,4,4,8
AYATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,2,1,2,1,3
AYO AYO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,11,0,11,0,11
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,1,3,1,3,4
AZURDUY,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,2,3,2,3,5
BATALLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,35,32,35,32,67
BAURES,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,2,0,2,0,2
BERMEJO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,9,1,9,1,10
BETANZOS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,10,8,10,8,18
BOLIVAR,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,8,5,8,5,13
BOYUIBE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,2,1,2,1,3
CABEZAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,5,6,5,6,11
CAIROMA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,7,9,7,9,16
"CAIZA ""D""",atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,2,8,2,8,10
CAJUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,3,1,3,1,4
CALACOTO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,11,2,11,2,13
CALAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,8,3,8,3,11
CAMARGO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,17,6,17,6,23
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,6,10,6,10,16
CAMIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,11,11,11,11,22
CAPINOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,18,8,18,8,26
CAQUIAVIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,2,11,2,11,13
CARACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,13,16,13,16,29
CARANAVI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,11,4,11,4,15
CARAPARI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,5,4,5,4,9
CARIPUYO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,7,4,7,4,11
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,2,4,2,4,6
CATACORA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,5,0,5,0,5
CHALLAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,6,7,6,7,13
CHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,9,5,9,5,14
CHARAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,11,2,11,2,13
CHARAÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,4,0,4,0,4
CHAYANTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,1,5,1,5,6
CHIMORE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,13,4,13,4,17
CHIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,3,1,3,1,4
CHOQUE COTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,1,1,1,1,2
CHUMA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,21,13,21,13,34
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,0,3,0,3,3
CKOCHAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,1,0,1,0,1
CLIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,43,34,43,34,77
COBIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,7,6,7,6,13
COCAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,5,1,5,1,6
COCHABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,281,232,281,232,513
COIPASA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,3,1,3,1,4
COLCAPIRHUA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,6,2,6,2,8
"COLCHA ""K""",atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,6,4,6,4,10
COLLANA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,2,2,2,2,4
COLPA BELGICA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,4,2,4,2,6
COLQUECHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,8,8,8,8,16
COLQUENCHA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,1,0,1,0,1
COLQUIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,8,1,8,1,9
COMANCHE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,2,11,2,11,13
COMARAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,6,4,6,4,10
CONCEPCION,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,1,1,1,1,2
COPACABANA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,2,6,2,6,8
CORIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,15,4,15,4,19
CORO CORO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,1,0,1,0,1
COROICO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,30,16,30,16,46
CORQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,2,0,2,0,2
COTAGAITA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,3,6,3,6,9
COTOCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,10,1,10,1,11
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,4,13,4,13,17
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,2,3,2,3,5
CUEVO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,2,13,2,13,15
CULPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,30,29,30,29,59
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-05-01,10,5,10,5,15
