municipality,group,variable,month,Pacientes contrareferidos al establecimiento,TOTAL
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,239,239
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,6,6
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,2,2
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,26,26
HUARINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,3,3
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,3,3
IXIAMAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,2,2
JESUS DE MACHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
LA ASUNTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,2,2
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,5,5
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,3292,3292
LAJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
LAS CARRERAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,3,3
LICOMA PAMPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
LLALLAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,2,2
MACHACAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,3,3
MAGDALENA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,2,2
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,2,2
MAPIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
MINEROS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,5,5
MIZQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,2,2
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,113,113
OCURI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,2,2
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,221,221
PADCAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,20,20
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,7,7
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
PALCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
POCOATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
POOPO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
POROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,4,4
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,2,2
PUCARANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,4,4
PUERTO ACOSTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,2,2
PUERTO CARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,3,3
PUERTO SUAREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,3,3
PUNA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,2,2
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,11,11
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,104,104
QUIME,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,3,3
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,47,47
ROBORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,6,6
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,29,29
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,8,8
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,2,2
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,29,29
SAN JULIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,2,2
SAN LORENZO(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,7,7
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,55,55
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,13,13
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,4,4
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
SAN PEDRO DE MACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
SAN PEDRO DE TIQUINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
SAN PEDRO(PND),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1303,1303
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
SENA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,3,3
SHINAOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,11,11
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,4,4
SORACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,249,249
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
TARACO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,54,54
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
TEOPONTE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,3,3
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,8,8
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,111,111
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,60,60
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
URUBICHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
UYUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,3,3
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,2,2
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,655,655
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,18,18
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,7,7
VINTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,267,267
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,6,6
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,5,5
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,3,3
YOTALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-03-01,6,6
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,3,3
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,15,15
ANTEQUERA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,4,4
ARAMPAMPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,3,3
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,34,34
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,3,3
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,40,40
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,5,5
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,4,4
"CAIZA ""D""",refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
CAJUATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,3,3
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,3,3
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,12,12
CAPINOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
CARACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,2,2
CARAPARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,5,5
CARIPUYO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,2,2
CATACORA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
CHALLAPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,3,3
CHIMORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,2,2
CKOCHAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,39,39
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,637,637
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,3,3
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,2,2
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,7,7
CONCEPCION,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,2,2
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,5,5
COROICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,11,11
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,2,2
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,24,24
CURAHUARA DE CARANGAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,231,231
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,4,4
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,8,8
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,41,41
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,2,2
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,18,18
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,16,16
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,234,234
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,4,4
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,9,9
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,3,3
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,2,2
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
JESUS DE MACHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
LA ASUNTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,5,5
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,2310,2310
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,6,6
LAS CARRERAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,5,5
LLALLAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,3,3
MACHACAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,5,5
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,3,3
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,5,5
MINEROS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,6,6
MIZQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,2,2
MOJOCOYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,2,2
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,6,6
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,111,111
OCURI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,3,3
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,480,480
PADCAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,7,7
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,6,6
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
PALCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,2,2
POOPO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,3,3
POROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,5,5
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,3,3
PUCARANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,2,2
PUERTO ACOSTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,5,5
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,4,4
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,97,97
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,3,3
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,45,45
ROBORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,3,3
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,29,29
SACACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,20,20
SAN JAVIER(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
SAN JULIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,2,2
SAN LORENZO(PND),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
SAN LORENZO(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,10,10
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,43,43
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,6,6
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,6,6
SAN PEDRO DE MACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
SAN PEDRO DE TIQUINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1126,1126
SENA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,2,2
SHINAOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,10,10
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,4,4
SORACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,179,179
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,4,4
TARACO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,2,2
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,37,37
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,7,7
TEOPONTE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
TOLATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
TOLEDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,9,9
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1025,1025
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,67,67
UYUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,2,2
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,14,14
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,11,11
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,4,4
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,6,6
VINTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,3,3
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,257,257
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,26,26
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
YOTALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-04-01,1,1
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,4,4
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,17,17
ANTEQUERA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,20,20
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,10,10
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,54,54
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,5,5
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,4,4
CABEZAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,4,4
"CAIZA ""D""",refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,2,2
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,9,9
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,8,8
CARACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,6,6
CARAPARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,6,6
CHALLAPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,8,8
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
CKOCHAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,39,39
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,771,771
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,3,3
"COLCHA ""K""",refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,3,3
CONCEPCION,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,6,6
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,3,3
COROICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,7,7
CORQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,2,2
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,5,5
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,17,17
CUATRO CAÑADAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
CULPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
CURAHUARA DE CARANGAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,324,324
EL CHORO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,2,2
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,6,6
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,53,53
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,2,2
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,4,4
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,11,11
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,12,12
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,222,222
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,2,2
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,8,8
HUARINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,8,8
INQUISIVI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
JESUS DE MACHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
LA ASUNTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,2,2
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,2052,2052
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,9,9
LAS CARRERAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,4,4
MACHACAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,5,5
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,4,4
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,4,4
MIZQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
MOCOMOCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,9,9
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,138,138
OCURI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
OKINAWA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,444,444
PADCAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,10,10
PALCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,4,4
PALOS BLANCOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2023-05-01,1,1
