municipality,group,variable,month,N° de CAI de establecimiento,TOTAL
HUARINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
ICLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,4,4
LA ASUNTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,4,4
LA GUARDIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,52,52
LAJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,4,4
LLALLAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
LORETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
MACHARETI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
MECAPACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
MINEROS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
MIZQUE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,5,5
MOJINETE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,8,8
OMEREQUE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,5,5
ORURO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
PADCAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,7,7
PAILON,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
PALCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,3,3
PALOS BLANCOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,7,7
PAPEL PAMPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,3,3
PASORAPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,3,3
PATACAMAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
PELECHUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,15,15
POCONA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,10,10
POJO (CBBA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
POOPO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
POROMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
PORONGO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,4,4
POTOSI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,8,8
PUCARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,5,5
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,3,3
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
PUNA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
PUNATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,9,9
QUIME,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,3,3
RAVELO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,5,5
ROBORE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
SABAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
SACABA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,3,3
SACABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
SACACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
SAN AGUSTIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,3,3
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,17,17
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
SAN CARLOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
SAN IGNACIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,14,14
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,4,4
SAN LUCAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
SAN MATIAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,3,3
SAN PEDRO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,7,7
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,3,3
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,35,35
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,3,3
SANTIVAÑES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,3,3
SAPAHAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,4,4
SICAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
SIPE SIPE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
SORACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
SORATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,16,16
TACOPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,4,4
TAPACARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,3,3
TARATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,12,12
TEOPONTE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,4,4
TINGUIPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
TIPUANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,6,6
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
TOCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
TOMAVE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,3,3
TOMINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
TORO TORO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
TOTORA(CBBA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
TRIGAL,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,14,14
TUPIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,24,24
UMALA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
UNCIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,5,5
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
URUBICHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
UYUNI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,3,3
VACAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
VALLEGRANDE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,4,4
VIACHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,5,5
VILLA RIVERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
VILLAZON,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,3,3
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
WARNES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,66,66
YACUIBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
YAMPARAEZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,2,2
YANACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,3,3
YAPACANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-04-01,8,8
ACACIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
ACHOCALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
AIQUILE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
ALTO BENI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
ANCORAIMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
ANZALDO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
APOLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,5,5
ARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
ARBIETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
AUCAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
AYATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
AYO AYO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
BATALLAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
BERMEJO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,5,5
BETANZOS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,5,5
BOYUIBE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,4,4
CABEZAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,5,5
CAMIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
CARANGAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
CARAPARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,4,4
CHAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
CHIMORE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
CHUA COCANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
CHUMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
COBIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
COCAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
COCHABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
COLOMI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
COLQUIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
COMANCHE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
CONCEPCION,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,5,5
CORIPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
COROICO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
COTOCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,5,5
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
CURVA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
DESAGUADERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,48,48
EL PUENTE(STC),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,5,5
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
ESCOMA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,4,4
GUANAY,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
GUAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
GUTIERREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
HUACARETA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
HUARINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
ICLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,7,7
IXIAMAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,6,6
LA ASUNTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
LA GUARDIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,4,4
LA PAZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,48,48
LAJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
LAS CARRERAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
LORETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
MACHARETI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
MAIRANA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
MAPIRI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
MINEROS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
MOCOMOCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
MONTERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,6,6
OCURI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
OMEREQUE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
ORURO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
PADCAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,4,4
PADILLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
PALCA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,4,4
PAPEL PAMPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
POCONA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,6,6
PORONGO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,5,5
POTOSI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
PRESTO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,5,5
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,10,10
PUNA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,6,6
RIBERALTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
SACABA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
SACABAMBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
SACACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
SAN AGUSTIN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,4,4
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,13,13
SAN BORJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,7,7
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,9,9
SAN LUCAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
SAN PEDRO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,5,5
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,4,4
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,33,33
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
SAPAHAQUI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
SHINAOTA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
SIPE SIPE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
SORATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,5,5
TACOPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
TARATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,6,6
TIAWANACU,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
TINGUIPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
TIPUANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
TOCO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
TOMAVE,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
TUPIZA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,8,8
UMALA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
UNCIA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
URUBICHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,6,6
VILLA CHARCAS,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,4,4
VILLA MONTES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
VILLA TUNARI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
VILLAZON,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
WARNES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,3,3
YACUIBA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,23,23
YAMPARAEZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
YANACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,5,5
YAPACANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
YOTALA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,2,2
YUNCHARA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-05-01,1,1
ACHACACHI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-06-01,3,3
ACHOCALLA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-06-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-06-01,2,2
ANZALDO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-06-01,3,3
APOLO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-06-01,7,7
ARANI,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-06-01,2,2
ARBIETO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-06-01,6,6
ATOCHA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-06-01,1,1
AUCAPATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-06-01,4,4
AYATA,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-06-01,3,3
AYO AYO,actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-06-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,n de cai de establecimiento,2016-06-01,1,1
