municipality,group,variable,month,Nº de actividades educativas en Salud,TOTAL
SAN ANDRES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,3,3
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,2,2
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,33,33
SAN BENITO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,35,35
SAN BORJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,13,13
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,1,1
SAN CARLOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,8,8
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,21,21
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,271,271
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,6,6
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,212,212
SAN JULIAN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,77,77
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,17,17
SAN LUCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,79,79
SAN MATIAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,1,1
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,92,92
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,18,18
SAN PEDRO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,60,60
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,158,158
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,7,7
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,75,75
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,4,4
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,1,1
SANTA ANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,656,656
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,3,3
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,4,4
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,1,1
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,2,2
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,5,5
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,8,8
SHINAOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,14,14
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,2,2
SICAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,4,4
SIPE SIPE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,20,20
SOPACHUY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,7,7
SORACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,31,31
SORATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,87,87
TACOPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,52,52
TAPACARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,26,26
TARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,9,9
TARATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,17,17
TARIJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,253,253
TARVITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,72,72
TEOPONTE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,4,4
TIAWANACU,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,16,16
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,10,10
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,73,73
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,37,37
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,6,6
TOCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,8,8
TOLATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,8,8
TOLEDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,2,2
TOMAVE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,9,9
TOMINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,27,27
TORO TORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,10,10
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,5,5
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,100,100
TRINIDAD,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,105,105
TUPIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,189,189
TURCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,1,1
UMALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,5,5
UNCIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,1,1
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,4,4
URUBICHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,2,2
UYUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,1,1
VACAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,4,4
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,21,21
VIACHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,24,24
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,1,1
VILLA MONTES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,2,2
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,4,4
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,16,16
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,40,40
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,5,5
VILLAZON,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,57,57
VINTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,96,96
VITICHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,14,14
WARNES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,8,8
YACUIBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,127,127
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,55,55
YANACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,9,9
YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,139,139
YOCALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,2,2
YOTALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,17,17
YUNCHARA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,5,5
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-03-01,34,34
ACACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,4,4
ACHACACHI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,7,7
AIQUILE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,16,16
ALALAY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
ALCALA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,22,22
ANDAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,24,24
ANZALDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,14,14
APOLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,3,3
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,7,7
ARANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,8,8
ARBIETO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,12,12
ARQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,7,7
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,71,71
ATOCHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,5,5
AYATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,2,2
AYO AYO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,14,14
BATALLAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,30,30
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,3,3
BERMEJO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,9,9
BETANZOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,33,33
BOYUIBE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,5,5
BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,6,6
CABEZAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,18,18
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,53,53
CALACOTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,4,4
CALAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,8,8
CAMARGO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,21,21
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,13,13
CAMIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,8,8
CAPINOTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,90,90
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,14,14
CARACOLLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,21,21
CARANAVI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,15,15
CARANGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,2,2
CARAPARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,2,2
CARIPUYO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,4,4
CHALLAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,54,54
CHAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,29,29
CHARAGUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,5,5
CHAYANTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,3,3
CHIMORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,28,28
CHIPAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,5,5
CHOQUE COTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,5,5
CHUA COCANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,3,3
CHUMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,18,18
CLIZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,3,3
COCAPATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,2,2
COCHABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,168,168
COIPASA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,2,2
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,28,28
COLLANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,2,2
COLOMI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,19,19
COLQUECHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,21,21
COLQUENCHA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
COMANCHE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
COMARAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,19,19
CONCEPCION,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,39,39
COROICO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,3,3
CORQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,44,44
COTAGAITA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,81,81
COTOCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,14,14
CRUZ DE MACHACAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,2,2
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,14,14
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,8,8
CUEVO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,30,30
CULPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,48,48
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,17,17
CURVA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,2,2
DESAGUADERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,542,542
EL CHORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,64,64
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,25,25
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,52,52
EL TORNO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,83,83
EL VILLAR,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,26,26
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,28,28
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,7,7
ESCOMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,23,23
FILADELFIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,2,2
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,2,2
GUAQUI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,13,13
GUTIERREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,9,9
HUACARETA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,9,9
HUACHACALLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,7,7
HUANUNI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,31,31
HUARINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,93,93
ICLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,39,39
INCAHUASI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,3,3
IXIAMAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,10,10
LA ASUNTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,8,8
LA GUARDIA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,245,245
LA PAZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,200,200
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,33,33
LAJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,2,2
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
LLALLAGUA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,9,9
LLICA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,6,6
LORETO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,4,4
MACHARETI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,9,9
MECAPACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,2,2
MINEROS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,24,24
MIZQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,4,4
MOJINETE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,6,6
MOJOCOYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,31,31
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,37,37
MONTERO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,506,506
MORO MORO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,11,11
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,4,4
OCURI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,38,38
OMEREQUE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,8,8
ORURO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,733,733
PADCAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,34,34
PADILLA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,31,31
PAILON,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,9,9
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,3,3
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,17,17
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,4,4
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,10,10
PASORAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,4,4
PAZÑA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,22,22
POCOATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,25,25
POCONA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,14,14
POJO (CBBA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,3,3
POOPO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,19,19
PORCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
POROMA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,22,22
PORONGO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,4,4
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,171,171
PRESTO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,57,57
PUCARANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,6,6
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,5,5
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,4,4
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,37,37
PUERTO RICO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,5,5
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,32,32
PUNA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,109,109
PUNATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,63,63
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,127,127
QUIRUSILLAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,32,32
REYES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,4,4
RIBERALTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,4,4
ROBORE,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,18,18
SABAYA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,3,3
SACABA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,15,15
SACABAMBA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,5,5
SACACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,27,27
SAIPINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,8,8
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,12,12
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,19,19
SAN ANDRES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,3,3
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,6,6
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
SAN BENITO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,31,31
SAN BORJA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,38,38
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,4,4
SAN CARLOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,17,17
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,20,20
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,13,13
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,2,2
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,12,12
SAN JULIAN,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,56,56
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,17,17
SAN LUCAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,31,31
SAN MATIAS,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,5,5
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,72,72
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
SAN PEDRO,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,63,63
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,120,120
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,10,10
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,34,34
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,2,2
SANTA ANA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,492,492
SANTA ROSA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,11,11
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,23,23
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,1,1
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de actividades educativas en salud,2016-04-01,7,7
