municipality,group,variable,month,Nº de visitas familiares realizadas,TOTAL
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,339,339
SAN JULIAN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,1110,1110
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,89,89
SAN LUCAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,182,182
SAN MATIAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,40,40
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,57,57
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,17,17
SAN PEDRO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,551,551
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,156,156
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,379,379
SAN PEDRO(PND),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,6,6
SAN RAFAEL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,25,25
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,33,33
SANTA ANA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,14,14
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,3690,3690
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,126,126
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,54,54
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,657,657
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,140,140
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,54,54
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,66,66
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,64,64
SAPAHAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,113,113
SHINAOTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,20,20
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,18,18
SIPE SIPE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,307,307
SOPACHUY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,48,48
SORACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,137,137
SORATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,323,323
SUCRE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,1136,1136
TACOPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,347,347
TAPACARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,82,82
TARABUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,323,323
TARATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,133,133
TARIJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,1108,1108
TARVITA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,293,293
TEOPONTE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,22,22
TIAWANACU,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,17,17
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,142,142
TIPUANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,87,87
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,1133,1133
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,237,237
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,23,23
TOCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,26,26
TOLATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,160,160
TOMAVE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,32,32
TOMINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,99,99
TORO TORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,87,87
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,69,69
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,45,45
TRIGAL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,47,47
TRINIDAD,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,151,151
TUPIZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,323,323
TURCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,18,18
UMALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,125,125
UNCIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,129,129
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,135,135
URUBICHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,143,143
UYUNI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,18,18
VACAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,310,310
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,61,61
VIACHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,47,47
VILA VILA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,130,130
VILLA CHARCAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,140,140
VILLA MONTES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,98,98
VILLA NUEVA (LOMA ALTA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,2,2
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,30,30
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,100,100
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,343,343
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,134,134
VILLAZON,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,388,388
VINTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,307,307
VITICHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,157,157
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,24,24
WARNES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,153,153
YACO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,2,2
YACUIBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,1191,1191
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,163,163
YANACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,56,56
YAPACANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,1619,1619
YOTALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,61,61
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-02-01,129,129
ACACIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,16,16
ACHACACHI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,154,154
ACHOCALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,23,23
AIQUILE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,445,445
ALALAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,25,25
ALCALA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,208,208
ALTO BENI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,32,32
ANDAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,188,188
ANTEQUERA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,70,70
ANZALDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,46,46
APOLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,48,48
ARAMPAMPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,45,45
ARANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,127,127
ARBIETO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,222,222
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,235,235
ATOCHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,276,276
AYATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,10,10
AYO AYO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,21,21
AZURDUY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,369,369
BATALLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,16,16
BAURES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,40,40
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,72,72
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,31,31
BERMEJO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,96,96
BETANZOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,411,411
BOLIVAR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,35,35
BOLPEBRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,50,50
BOYUIBE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,55,55
BUENA VISTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,211,211
CABEZAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,154,154
CAIROMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,4,4
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,209,209
CAJUATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,80,80
CALAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,136,136
CAMARGO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,114,114
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,100,100
CAMIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,527,527
CAPINOTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,473,473
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,15,15
CARACOLLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,96,96
CARANAVI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,25,25
CARANGAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,14,14
CARAPARI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,131,131
CARIPUYO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,19,19
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,22,22
CATACORA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,18,18
CHALLAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,707,707
CHAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,84,84
CHARAGUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,259,259
CHAYANTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,55,55
CHIMORE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,144,144
CHIPAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,16,16
CHOQUE COTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,45,45
CHUA COCANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,19,19
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,5,5
CHUMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,325,325
CKOCHAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,91,91
CLIZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,188,188
COBIJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,453,453
COCAPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,292,292
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,190,190
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,107,107
COLLANA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,12,12
COLOMI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,57,57
COLPA BELGICA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,50,50
COLQUECHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,154,154
COLQUENCHA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,20,20
COLQUIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,4,4
COMARAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,212,212
COMBAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,15,15
CONCEPCION,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,53,53
CORO CORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,23,23
COROICO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,38,38
CORQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,105,105
COTAGAITA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,511,511
COTOCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,461,461
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,354,354
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,46,46
CUEVO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,131,131
CULPINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,342,342
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,183,183
CURVA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,59,59
DESAGUADERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,12,12
EL ALTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,5091,5091
EL CHORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,107,107
EL PUENTE(STC),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,102,102
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,220,220
EL TORNO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,1106,1106
EL VILLAR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,167,167
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,170,170
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,24,24
ESCOMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,15,15
ESMERALDA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,65,65
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,188,188
FILADELFIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,96,96
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,87,87
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,52,52
GUANAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,15,15
GUAQUI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,77,77
GUAYARAMERIN,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,175,175
GUTIERREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,167,167
HUACARETA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,100,100
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,39,39
HUACHACALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,49,49
HUANUNI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,297,297
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,114,114
ICLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,173,173
INCAHUASI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,212,212
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,51,51
INQUISIVI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,12,12
IXIAMAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,11,11
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,145,145
LA ASUNTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,37,37
LA GUARDIA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,632,632
LA PAZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,108,108
LA RIVERA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,8,8
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,36,36
LAJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,45,45
LAS CARRERAS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,228,228
LLALLAGUA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,330,330
LLICA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,18,18
LORETO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,23,23
LURIBAY,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,38,38
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,22,22
MACHARETI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,176,176
MAGDALENA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,4,4
MAIRANA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,3,3
MALLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,2,2
MAPIRI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,30,30
MECAPACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,3,3
MINEROS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,96,96
MIZQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,190,190
MOCOMOCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,76,76
MOJOCOYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,122,122
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,299,299
MONTERO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,951,951
MORO MORO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,147,147
MOROCHATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,50,50
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,66,66
OCURI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,18,18
OMEREQUE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,264,264
ORURO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,2195,2195
PADCAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,347,347
PADILLA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,277,277
PAILON,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,51,51
PALCA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,40,40
PALOS BLANCOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,25,25
PAMPA GRANDE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,35,35
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,165,165
PASORAPA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,81,81
PATACAMAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,23,23
PAZÑA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,63,63
POCOATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,149,149
POCONA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,115,115
POJO (CBBA),actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,57,57
POOPO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,59,59
PORCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,109,109
POROMA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,314,314
PORONGO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,87,87
PORTACHUELO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,22,22
PORVENIR,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,62,62
POSTRER VALLE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,3,3
POTOSI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,2404,2404
PRESTO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,251,251
PUCARANI,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,18,18
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,54,54
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,184,184
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,68,68
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,60,60
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,168,168
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,192,192
PUNA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,145,145
PUNATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,1067,1067
QUIABAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,20,20
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,1968,1968
RAVELO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,15,15
REYES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,50,50
RIBERALTA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,630,630
ROBORE,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,20,20
SABAYA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,50,50
SACABA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,335,335
SACABAMBA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,121,121
SACACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,151,151
SAIPINA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,213,213
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,112,112
SAMAIPATA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,62,62
SAN ANDRES,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,47,47
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,1,1
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,26,26
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,76,76
SAN BENITO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,223,223
SAN BORJA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,139,139
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,18,18
SAN CARLOS,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,465,465
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de visitas familiares realizadas,2016-03-01,114,114
