municipality,group,variable,month,N°de visitas familiares planificadas,TOTAL
ACHACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,60,60
ACHOCALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,15,15
AIQUILE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,859,859
ALCALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,36,36
ALTO BENI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,12,12
ANDAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,30,30
ANTEQUERA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,122,122
ANZALDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,81,81
APOLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,67,67
ARAMPAMPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,74,74
ARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,83,83
ARBIETO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,60,60
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,12,12
ATOCHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,86,86
AYATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,16,16
AYO AYO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,30,30
AZURDUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,280,280
BATALLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,67,67
BAURES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,3,3
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,130,130
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,10,10
BERMEJO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,49,49
BETANZOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,376,376
BOYUIBE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,51,51
BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,152,152
CABEZAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,119,119
CAIROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,165,165
CALAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,99,99
CAMARGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,125,125
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,54,54
CAMIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,608,608
CAPINOTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,28,28
CARACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,85,85
CARANGAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,13,13
CARAPARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,3,3
CARIPUYO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,21,21
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,10,10
CATACORA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,10,10
CHALLAPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,865,865
CHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,185,185
CHARAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,26,26
CHAYANTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,118,118
CHIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,3,3
CHOQUE COTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,8,8
CKOCHAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,57,57
CLIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,174,174
COBIJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,204,204
COCAPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,59,59
COLCAPIRHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,37,37
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,21,21
COLLANA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,20,20
COLOMI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,49,49
COLQUECHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,82,82
COMARAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,255,255
CONCEPCION,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,108,108
COROICO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,3,3
CORQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,32,32
COTAGAITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,105,105
COTOCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,81,81
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,65,65
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,82,82
CUEVO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,137,137
CULPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,244,244
DESAGUADERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,15,15
EL ALTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,6014,6014
EL CHORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,95,95
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,111,111
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,99,99
EL TORNO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,551,551
EL VILLAR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,162,162
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,90,90
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,2,2
ESCOMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,20,20
EUCALIPTUS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,30,30
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,168,168
FILADELFIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,10,10
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,29,29
GUANAY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,19,19
GUAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,92,92
GUAYARAMERIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,323,323
GUTIERREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,5,5
HUACARETA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,76,76
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,56,56
HUANUNI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,183,183
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,61,61
ICLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,138,138
INCAHUASI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,413,413
INQUISIVI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,5,5
IXIAMAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,50,50
LA GUARDIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,25,25
LA PAZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,42,42
LA RIVERA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,6,6
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,31,31
LAJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,33,33
LAS CARRERAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,51,51
LLALLAGUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,279,279
LORETO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,21,21
MACHACAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,112,112
MACHARETI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,222,222
MAIRANA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,2,2
MAPIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,80,80
MECAPACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,3,3
MINEROS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,49,49
MIZQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,45,45
MOCOMOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,75,75
MOJOCOYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,106,106
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,1105,1105
MONTERO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,586,586
MOROCHATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,20,20
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,70,70
OMEREQUE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,104,104
ORURO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,2665,2665
PADCAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,383,383
PADILLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,167,167
PAILON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,121,121
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,1,1
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,75,75
PAMPA GRANDE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,76,76
PAPEL PAMPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,144,144
PASORAPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,65,65
PAZÑA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,60,60
POCOATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,202,202
POCONA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,18,18
POJO (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,61,61
POOPO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,63,63
POROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,186,186
PORONGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,41,41
PORTACHUELO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,10,10
PORVENIR,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,45,45
POTOSI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,2373,2373
PRESTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,139,139
PUCARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,42,42
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,84,84
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,75,75
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,35,35
PUERTO PEREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,55,55
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,484,484
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,189,189
PUNA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,176,176
PUNATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,1213,1213
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,2263,2263
QUIRUSILLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,6,6
RAVELO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,92,92
REYES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,58,58
RIBERALTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,203,203
ROBORE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,11,11
SABAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,10,10
SACABA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,1261,1261
SACABAMBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,99,99
SACACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,35,35
SAIPINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,90,90
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,50,50
SAMAIPATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,48,48
SAN AGUSTIN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,8,8
SAN ANDRES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,95,95
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,32,32
SAN BENITO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,82,82
SAN BORJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,145,145
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,2,2
SAN CARLOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,265,265
SAN IGNACIO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,30,30
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,46,46
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,15,15
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,9,9
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,230,230
SAN JULIAN,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,742,742
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,18,18
SAN LUCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,390,390
SAN MATIAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,20,20
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,2,2
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,11,11
SAN PEDRO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,189,189
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,184,184
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,392,392
SAN PEDRO(PND),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,16,16
SAN RAFAEL,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,20,20
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,18,18
SANTA ANA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,9,9
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,3290,3290
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,10,10
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,12,12
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,10,10
SANTIVAÑES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,70,70
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,75,75
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,60,60
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,81,81
SIPE SIPE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,220,220
SOPACHUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,157,157
SORACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,394,394
SORATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,61,61
SUCRE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,2275,2275
TACOPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,32,32
TAHUA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,9,9
TAPACARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,74,74
TARABUCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,358,358
TARATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,67,67
TARIJA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,1733,1733
TARVITA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,474,474
TEOPONTE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,24,24
TIAWANACU,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,50,50
TINGUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,146,146
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,494,494
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,66,66
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,62,62
TOCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,20,20
TODOS SANTOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,2,2
TOLATA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,70,70
TOLEDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,34,34
TOMINA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,84,84
TORO TORO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,74,74
TOTORA(CBBA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,16,16
TOTORA(ORR),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,54,54
TRINIDAD,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,124,124
TUPIZA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,478,478
TURCO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,50,50
UMALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,98,98
UNCIA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,50,50
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,24,24
URUBICHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,2,2
VACAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,29,29
VALLEGRANDE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,105,105
VIACHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,37,37
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,529,529
VILLA MONTES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,35,35
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,953,953
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,106,106
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,386,386
VILLAZON,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,11,11
VINTO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,478,478
VITICHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,22,22
WARNES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,154,154
YACUIBA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,642,642
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,289,289
YAPACANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,1154,1154
YOCALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,8,8
YOTALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,174,174
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-04-01,251,251
ACHACACHI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,6,6
ACHOCALLA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,15,15
AIQUILE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,534,534
ALCALA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,123,123
ALTO BENI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,1,1
ANDAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,25,25
ANTEQUERA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,74,74
ANZALDO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,66,66
APOLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,45,45
ARAMPAMPA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,93,93
ARANI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,43,43
ARBIETO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,51,51
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,23,23
ATOCHA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,4,4
AYO AYO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,40,40
AZURDUY,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,201,201
BATALLAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,120,120
BAURES,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,42,42
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,55,55
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,4,4
BERMEJO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,9,9
BETANZOS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,195,195
BOLPEBRA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,1,1
BOYUIBE,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,64,64
BUENA VISTA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,92,92
CABEZAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,99,99
CAIROMA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,151,151
CALAMARCA,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,104,104
CAMARGO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,111,111
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,104,104
CAMIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,436,436
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,15,15
CARACOLLO,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,73,73
CARANAVI,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,2,2
CARANGAS,actividades del establecimiento y con la comunidad,nde visitas familiares planificadas,2016-05-01,14,14
