municipality,group,variable,month,Otras actividades,TOTAL
PORCO,otras actividades de enfermeria,otras actividades,2019-03-01,14,14
POROMA,otras actividades de enfermeria,otras actividades,2019-03-01,20,20
PORONGO,otras actividades de enfermeria,otras actividades,2019-03-01,101,101
PORTACHUELO,otras actividades de enfermeria,otras actividades,2019-03-01,416,416
PORVENIR,otras actividades de enfermeria,otras actividades,2019-03-01,25,25
POSTRER VALLE,otras actividades de enfermeria,otras actividades,2019-03-01,5,5
POTOSI,otras actividades de enfermeria,otras actividades,2019-03-01,45087,45087
PRESTO,otras actividades de enfermeria,otras actividades,2019-03-01,160,160
PUCARA,otras actividades de enfermeria,otras actividades,2019-03-01,4,4
PUCARANI,otras actividades de enfermeria,otras actividades,2019-03-01,10,10
PUERTO ACOSTA,otras actividades de enfermeria,otras actividades,2019-03-01,49,49
PUERTO CARABUCO,otras actividades de enfermeria,otras actividades,2019-03-01,2,2
PUERTO GONZALO MORENO,otras actividades de enfermeria,otras actividades,2019-03-01,43,43
PUERTO PEREZ,otras actividades de enfermeria,otras actividades,2019-03-01,8,8
PUERTO QUIJARRO,otras actividades de enfermeria,otras actividades,2019-03-01,657,657
PUERTO RICO,otras actividades de enfermeria,otras actividades,2019-03-01,1194,1194
PUERTO SUAREZ,otras actividades de enfermeria,otras actividades,2019-03-01,325,325
PUERTO VILLARROEL,otras actividades de enfermeria,otras actividades,2019-03-01,455,455
PUNA,otras actividades de enfermeria,otras actividades,2019-03-01,309,309
PUNATA,otras actividades de enfermeria,otras actividades,2019-03-01,296,296
QUIABAYA,otras actividades de enfermeria,otras actividades,2019-03-01,3,3
QUILLACOLLO,otras actividades de enfermeria,otras actividades,2019-03-01,527,527
QUIME,otras actividades de enfermeria,otras actividades,2019-03-01,459,459
QUIRUSILLAS,otras actividades de enfermeria,otras actividades,2019-03-01,68,68
RAQAYPAMPA(ETA),otras actividades de enfermeria,otras actividades,2019-03-01,5,5
RAVELO,otras actividades de enfermeria,otras actividades,2019-03-01,8,8
REYES,otras actividades de enfermeria,otras actividades,2019-03-01,228,228
RIBERALTA,otras actividades de enfermeria,otras actividades,2019-03-01,71652,71652
ROBORE,otras actividades de enfermeria,otras actividades,2019-03-01,3745,3745
RURRENABAQUE,otras actividades de enfermeria,otras actividades,2019-03-01,661,661
SACABA,otras actividades de enfermeria,otras actividades,2019-03-01,13337,13337
SACABAMBA,otras actividades de enfermeria,otras actividades,2019-03-01,1,1
SACACA,otras actividades de enfermeria,otras actividades,2019-03-01,16,16
SAIPINA,otras actividades de enfermeria,otras actividades,2019-03-01,183,183
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,otras actividades,2019-03-01,538,538
SAMAIPATA,otras actividades de enfermeria,otras actividades,2019-03-01,96,96
SAN ANDRES,otras actividades de enfermeria,otras actividades,2019-03-01,191,191
SAN ANDRES DE MACHACA,otras actividades de enfermeria,otras actividades,2019-03-01,2,2
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria,otras actividades,2019-03-01,3,3
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,otras actividades,2019-03-01,69,69
SAN BORJA,otras actividades de enfermeria,otras actividades,2019-03-01,914,914
SAN BUENA VENTURA,otras actividades de enfermeria,otras actividades,2019-03-01,493,493
SAN CARLOS,otras actividades de enfermeria,otras actividades,2019-03-01,11612,11612
SAN IGNACIO,otras actividades de enfermeria,otras actividades,2019-03-01,2724,2724
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,otras actividades,2019-03-01,40274,40274
SAN JAVIER(BNI),otras actividades de enfermeria,otras actividades,2019-03-01,148,148
SAN JAVIER(STC),otras actividades de enfermeria,otras actividades,2019-03-01,139,139
SAN JOAQUIN,otras actividades de enfermeria,otras actividades,2019-03-01,520,520
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,otras actividades,2019-03-01,5046,5046
SAN JUAN DE YAPACANI,otras actividades de enfermeria,otras actividades,2019-03-01,171,171
SAN JULIAN,otras actividades de enfermeria,otras actividades,2019-03-01,1058,1058
SAN LORENZO(PND),otras actividades de enfermeria,otras actividades,2019-03-01,25,25
SAN LORENZO(TJA),otras actividades de enfermeria,otras actividades,2019-03-01,103,103
SAN LUCAS,otras actividades de enfermeria,otras actividades,2019-03-01,1264,1264
SAN MATIAS,otras actividades de enfermeria,otras actividades,2019-03-01,113,113
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,otras actividades,2019-03-01,318,318
SAN PABLO DE LIPEZ,otras actividades de enfermeria,otras actividades,2019-03-01,11,11
SAN PEDRO,otras actividades de enfermeria,otras actividades,2019-03-01,257,257
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria,otras actividades,2019-03-01,33,33
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria,otras actividades,2019-03-01,2,2
SAN PEDRO DE TIQUINA,otras actividades de enfermeria,otras actividades,2019-03-01,2,2
SAN RAFAEL,otras actividades de enfermeria,otras actividades,2019-03-01,40,40
SAN RAMON BENI,otras actividades de enfermeria,otras actividades,2019-03-01,332,332
SAN RAMON SCZ,otras actividades de enfermeria,otras actividades,2019-03-01,46,46
SANTA ANA,otras actividades de enfermeria,otras actividades,2019-03-01,2306,2306
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria,otras actividades,2019-03-01,632490,632490
SANTA ROSA,otras actividades de enfermeria,otras actividades,2019-03-01,25,25
SANTA ROSA DEL SARA,otras actividades de enfermeria,otras actividades,2019-03-01,265,265
SANTIAGO DE CALLAPA,otras actividades de enfermeria,otras actividades,2019-03-01,21,21
SANTIAGO DE HUARI,otras actividades de enfermeria,otras actividades,2019-03-01,9,9
SANTIAGO DE HUATA,otras actividades de enfermeria,otras actividades,2019-03-01,13,13
SANTIAGO DE MACHACA,otras actividades de enfermeria,otras actividades,2019-03-01,4,4
SANTIVAÑES,otras actividades de enfermeria,otras actividades,2019-03-01,9,9
SAPAHAQUI,otras actividades de enfermeria,otras actividades,2019-03-01,19,19
SENA,otras actividades de enfermeria,otras actividades,2019-03-01,122,122
SHINAOTA,otras actividades de enfermeria,otras actividades,2019-03-01,99,99
SICA SICA (VILLA AROMA),otras actividades de enfermeria,otras actividades,2019-03-01,140,140
SIPE SIPE,otras actividades de enfermeria,otras actividades,2019-03-01,70,70
SOPACHUY,otras actividades de enfermeria,otras actividades,2019-03-01,15,15
SORACACHI,otras actividades de enfermeria,otras actividades,2019-03-01,3,3
SORATA,otras actividades de enfermeria,otras actividades,2019-03-01,998,998
SUCRE,otras actividades de enfermeria,otras actividades,2019-03-01,213053,213053
TACACOMA,otras actividades de enfermeria,otras actividades,2019-03-01,3,3
TACOBAMBA,otras actividades de enfermeria,otras actividades,2019-03-01,5,5
TACOPAYA,otras actividades de enfermeria,otras actividades,2019-03-01,12,12
TAHUA,otras actividades de enfermeria,otras actividades,2019-03-01,2,2
TAPACARI,otras actividades de enfermeria,otras actividades,2019-03-01,20,20
TARABUCO,otras actividades de enfermeria,otras actividades,2019-03-01,191,191
TARACO,otras actividades de enfermeria,otras actividades,2019-03-01,4,4
TARATA,otras actividades de enfermeria,otras actividades,2019-03-01,28,28
TARIJA,otras actividades de enfermeria,otras actividades,2019-03-01,690339,690339
TARVITA,otras actividades de enfermeria,otras actividades,2019-03-01,677,677
TEOPONTE,otras actividades de enfermeria,otras actividades,2019-03-01,152,152
TINGUIPAYA,otras actividades de enfermeria,otras actividades,2019-03-01,7,7
TIPUANI,otras actividades de enfermeria,otras actividades,2019-03-01,11,11
TIQUIPAYA,otras actividades de enfermeria,otras actividades,2019-03-01,126,126
TIRAQUE (CBBA),otras actividades de enfermeria,otras actividades,2019-03-01,27,27
TOCO,otras actividades de enfermeria,otras actividades,2019-03-01,18,18
TOLATA,otras actividades de enfermeria,otras actividades,2019-03-01,56,56
TOLEDO,otras actividades de enfermeria,otras actividades,2019-03-01,8,8
TOMAVE,otras actividades de enfermeria,otras actividades,2019-03-01,9,9
TOMINA,otras actividades de enfermeria,otras actividades,2019-03-01,1948,1948
TORO TORO,otras actividades de enfermeria,otras actividades,2019-03-01,3,3
TOTORA(CBBA),otras actividades de enfermeria,otras actividades,2019-03-01,1790,1790
TOTORA(ORR),otras actividades de enfermeria,otras actividades,2019-03-01,61,61
TRIGAL,otras actividades de enfermeria,otras actividades,2019-03-01,9,9
TRINIDAD,otras actividades de enfermeria,otras actividades,2019-03-01,319880,319880
TUPIZA,otras actividades de enfermeria,otras actividades,2019-03-01,9928,9928
TURCO,otras actividades de enfermeria,otras actividades,2019-03-01,45,45
UMALA,otras actividades de enfermeria,otras actividades,2019-03-01,6,6
UNCIA,otras actividades de enfermeria,otras actividades,2019-03-01,3,3
URIONDO (A. CONCEPCION),otras actividades de enfermeria,otras actividades,2019-03-01,59,59
URUBICHA,otras actividades de enfermeria,otras actividades,2019-03-01,104,104
UYUNI,otras actividades de enfermeria,otras actividades,2019-03-01,2013,2013
VACAS,otras actividades de enfermeria,otras actividades,2019-03-01,1,1
VALLEGRANDE,otras actividades de enfermeria,otras actividades,2019-03-01,3182,3182
VIACHA,otras actividades de enfermeria,otras actividades,2019-03-01,166,166
VILA VILA,otras actividades de enfermeria,otras actividades,2019-03-01,22,22
VILLA CHARCAS,otras actividades de enfermeria,otras actividades,2019-03-01,46,46
VILLA MONTES,otras actividades de enfermeria,otras actividades,2019-03-01,18680,18680
VILLA RIVERO,otras actividades de enfermeria,otras actividades,2019-03-01,1,1
VILLA SERRANO,otras actividades de enfermeria,otras actividades,2019-03-01,29,29
VILLA TUNARI,otras actividades de enfermeria,otras actividades,2019-03-01,439,439
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria,otras actividades,2019-03-01,46,46
VILLAZON,otras actividades de enfermeria,otras actividades,2019-03-01,18721,18721
VINTO,otras actividades de enfermeria,otras actividades,2019-03-01,258,258
VITICHI,otras actividades de enfermeria,otras actividades,2019-03-01,5,5
WARNES,otras actividades de enfermeria,otras actividades,2019-03-01,19214,19214
YACO,otras actividades de enfermeria,otras actividades,2019-03-01,2,2
YACUIBA,otras actividades de enfermeria,otras actividades,2019-03-01,41122,41122
YAMPARAEZ,otras actividades de enfermeria,otras actividades,2019-03-01,9,9
YANACACHI,otras actividades de enfermeria,otras actividades,2019-03-01,28,28
YAPACANI,otras actividades de enfermeria,otras actividades,2019-03-01,1331,1331
YOCALLA,otras actividades de enfermeria,otras actividades,2019-03-01,4,4
YOTALA,otras actividades de enfermeria,otras actividades,2019-03-01,26,26
YUNCHARA,otras actividades de enfermeria,otras actividades,2019-03-01,7,7
ZUDAÑEZ,otras actividades de enfermeria,otras actividades,2019-03-01,253,253
ACACIO,otras actividades de enfermeria,otras actividades,2019-04-01,7,7
ACHACACHI,otras actividades de enfermeria,otras actividades,2019-04-01,40,40
ACHOCALLA,otras actividades de enfermeria,otras actividades,2019-04-01,9,9
AIQUILE,otras actividades de enfermeria,otras actividades,2019-04-01,558,558
ALALAY,otras actividades de enfermeria,otras actividades,2019-04-01,9,9
ALCALA,otras actividades de enfermeria,otras actividades,2019-04-01,6,6
ALTO BENI,otras actividades de enfermeria,otras actividades,2019-04-01,16,16
ANCORAIMES,otras actividades de enfermeria,otras actividades,2019-04-01,63,63
ANDAMARCA,otras actividades de enfermeria,otras actividades,2019-04-01,42,42
ANTEQUERA,otras actividades de enfermeria,otras actividades,2019-04-01,11,11
ANZALDO,otras actividades de enfermeria,otras actividades,2019-04-01,5,5
APOLO,otras actividades de enfermeria,otras actividades,2019-04-01,1380,1380
ARAMPAMPA,otras actividades de enfermeria,otras actividades,2019-04-01,2,2
ARANI,otras actividades de enfermeria,otras actividades,2019-04-01,30,30
ARBIETO,otras actividades de enfermeria,otras actividades,2019-04-01,5,5
ARQUE,otras actividades de enfermeria,otras actividades,2019-04-01,8,8
ASCENCION DE GUARAYOS,otras actividades de enfermeria,otras actividades,2019-04-01,469,469
ATOCHA,otras actividades de enfermeria,otras actividades,2019-04-01,5653,5653
AYATA,otras actividades de enfermeria,otras actividades,2019-04-01,1,1
AYO AYO,otras actividades de enfermeria,otras actividades,2019-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria,otras actividades,2019-04-01,201,201
AZURDUY,otras actividades de enfermeria,otras actividades,2019-04-01,3,3
BATALLAS,otras actividades de enfermeria,otras actividades,2019-04-01,2,2
BAURES,otras actividades de enfermeria,otras actividades,2019-04-01,245,245
BELEN DE ANDAMARCA,otras actividades de enfermeria,otras actividades,2019-04-01,3,3
BELLA FLOR,otras actividades de enfermeria,otras actividades,2019-04-01,99,99
BERMEJO,otras actividades de enfermeria,otras actividades,2019-04-01,5481,5481
BETANZOS,otras actividades de enfermeria,otras actividades,2019-04-01,1073,1073
BOLIVAR,otras actividades de enfermeria,otras actividades,2019-04-01,3,3
BOLPEBRA,otras actividades de enfermeria,otras actividades,2019-04-01,2,2
BOYUIBE,otras actividades de enfermeria,otras actividades,2019-04-01,6,6
BUENA VISTA,otras actividades de enfermeria,otras actividades,2019-04-01,208,208
CABEZAS,otras actividades de enfermeria,otras actividades,2019-04-01,303,303
CAIROMA,otras actividades de enfermeria,otras actividades,2019-04-01,3,3
"CAIZA ""D""",otras actividades de enfermeria,otras actividades,2019-04-01,260,260
CAJUATA,otras actividades de enfermeria,otras actividades,2019-04-01,107,107
CALACOTO,otras actividades de enfermeria,otras actividades,2019-04-01,5,5
CALAMARCA,otras actividades de enfermeria,otras actividades,2019-04-01,2,2
CAMARGO,otras actividades de enfermeria,otras actividades,2019-04-01,1909,1909
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria,otras actividades,2019-04-01,3,3
CAMIRI,otras actividades de enfermeria,otras actividades,2019-04-01,21065,21065
CAPINOTA,otras actividades de enfermeria,otras actividades,2019-04-01,234,234
CAQUIAVIRI,otras actividades de enfermeria,otras actividades,2019-04-01,13,13
CARACOLLO,otras actividades de enfermeria,otras actividades,2019-04-01,168,168
CARANAVI,otras actividades de enfermeria,otras actividades,2019-04-01,23351,23351
CARAPARI,otras actividades de enfermeria,otras actividades,2019-04-01,49,49
CARIPUYO,otras actividades de enfermeria,otras actividades,2019-04-01,7,7
CARMEN RIVERO TORREZ,otras actividades de enfermeria,otras actividades,2019-04-01,92,92
CHALLAPATA,otras actividades de enfermeria,otras actividades,2019-04-01,5257,5257
CHAQUI,otras actividades de enfermeria,otras actividades,2019-04-01,5,5
CHARAGUA,otras actividades de enfermeria,otras actividades,2019-04-01,453,453
CHARAÑA,otras actividades de enfermeria,otras actividades,2019-04-01,1,1
CHAYANTA,otras actividades de enfermeria,otras actividades,2019-04-01,164,164
CHIMORE,otras actividades de enfermeria,otras actividades,2019-04-01,1313,1313
CHIPAYA,otras actividades de enfermeria,otras actividades,2019-04-01,1,1
CHUA COCANI,otras actividades de enfermeria,otras actividades,2019-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria,otras actividades,2019-04-01,1558,1558
CHUMA,otras actividades de enfermeria,otras actividades,2019-04-01,80,80
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria,otras actividades,2019-04-01,12,12
CKOCHAS,otras actividades de enfermeria,otras actividades,2019-04-01,6,6
CLIZA,otras actividades de enfermeria,otras actividades,2019-04-01,503,503
COBIJA,otras actividades de enfermeria,otras actividades,2019-04-01,4603,4603
COCAPATA,otras actividades de enfermeria,otras actividades,2019-04-01,27,27
COCHABAMBA,otras actividades de enfermeria,otras actividades,2019-04-01,756957,756957
COIPASA,otras actividades de enfermeria,otras actividades,2019-04-01,2,2
COLCAPIRHUA,otras actividades de enfermeria,otras actividades,2019-04-01,3027,3027
"COLCHA ""K""",otras actividades de enfermeria,otras actividades,2019-04-01,172,172
COLLANA,otras actividades de enfermeria,otras actividades,2019-04-01,1,1
COLOMI,otras actividades de enfermeria,otras actividades,2019-04-01,57,57
COLPA BELGICA,otras actividades de enfermeria,otras actividades,2019-04-01,38,38
COLQUECHACA,otras actividades de enfermeria,otras actividades,2019-04-01,5,5
COLQUENCHA,otras actividades de enfermeria,otras actividades,2019-04-01,6,6
COLQUIRI,otras actividades de enfermeria,otras actividades,2019-04-01,2,2
CONCEPCION,otras actividades de enfermeria,otras actividades,2019-04-01,57,57
COPACABANA,otras actividades de enfermeria,otras actividades,2019-04-01,23,23
CORIPATA,otras actividades de enfermeria,otras actividades,2019-04-01,8,8
CORO CORO,otras actividades de enfermeria,otras actividades,2019-04-01,3,3
COROICO,otras actividades de enfermeria,otras actividades,2019-04-01,10684,10684
CORQUE,otras actividades de enfermeria,otras actividades,2019-04-01,160,160
COTAGAITA,otras actividades de enfermeria,otras actividades,2019-04-01,2262,2262
COTOCA,otras actividades de enfermeria,otras actividades,2019-04-01,4133,4133
CUATRO CAÑADAS,otras actividades de enfermeria,otras actividades,2019-04-01,754,754
CUEVO,otras actividades de enfermeria,otras actividades,2019-04-01,11,11
CULPINA,otras actividades de enfermeria,otras actividades,2019-04-01,482,482
CURAHUARA DE CARANGAS,otras actividades de enfermeria,otras actividades,2019-04-01,56,56
CURVA,otras actividades de enfermeria,otras actividades,2019-04-01,70,70
DESAGUADERO,otras actividades de enfermeria,otras actividades,2019-04-01,3,3
EL ALTO,otras actividades de enfermeria,otras actividades,2019-04-01,492381,492381
EL CHORO,otras actividades de enfermeria,otras actividades,2019-04-01,5,5
EL PUENTE(STC),otras actividades de enfermeria,otras actividades,2019-04-01,46,46
EL PUENTE(TJA),otras actividades de enfermeria,otras actividades,2019-04-01,3,3
EL TORNO,otras actividades de enfermeria,otras actividades,2019-04-01,16466,16466
EL VILLAR,otras actividades de enfermeria,otras actividades,2019-04-01,39,39
ENTRE RIOS TRJ,otras actividades de enfermeria,otras actividades,2019-04-01,8106,8106
ENTRE RIOS CBBA,otras actividades de enfermeria,otras actividades,2019-04-01,159,159
ESCOMA,otras actividades de enfermeria,otras actividades,2019-04-01,18,18
ESMERALDA,otras actividades de enfermeria,otras actividades,2019-04-01,5,5
EUCALIPTUS,otras actividades de enfermeria,otras actividades,2019-04-01,3,3
EXALTACION,otras actividades de enfermeria,otras actividades,2019-04-01,11,11
FERNANDEZ ALONSO,otras actividades de enfermeria,otras actividades,2019-04-01,43,43
FILADELFIA,otras actividades de enfermeria,otras actividades,2019-04-01,27,27
GENERAL SAAVEDRA,otras actividades de enfermeria,otras actividades,2019-04-01,103,103
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria,otras actividades,2019-04-01,5,5
GUANAY,otras actividades de enfermeria,otras actividades,2019-04-01,490,490
GUAQUI,otras actividades de enfermeria,otras actividades,2019-04-01,8,8
GUAYARAMERIN,otras actividades de enfermeria,otras actividades,2019-04-01,77580,77580
GUTIERREZ,otras actividades de enfermeria,otras actividades,2019-04-01,24,24
HUACARETA,otras actividades de enfermeria,otras actividades,2019-04-01,116,116
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria,otras actividades,2019-04-01,9,9
HUACHACALLA,otras actividades de enfermeria,otras actividades,2019-04-01,1,1
HUANUNI,otras actividades de enfermeria,otras actividades,2019-04-01,41622,41622
HUARACAJE,otras actividades de enfermeria,otras actividades,2019-04-01,10,10
HUARINA,otras actividades de enfermeria,otras actividades,2019-04-01,1,1
HUAYLLAMARCA,otras actividades de enfermeria,otras actividades,2019-04-01,25,25
HUMANATA,otras actividades de enfermeria,otras actividades,2019-04-01,2,2
ICHOCA,otras actividades de enfermeria,otras actividades,2019-04-01,6,6
ICLA,otras actividades de enfermeria,otras actividades,2019-04-01,897,897
INCAHUASI,otras actividades de enfermeria,otras actividades,2019-04-01,7,7
INQUISIVI,otras actividades de enfermeria,otras actividades,2019-04-01,4,4
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria,otras actividades,2019-04-01,76,76
IXIAMAS,otras actividades de enfermeria,otras actividades,2019-04-01,5,5
JESUS DE MACHACA,otras actividades de enfermeria,otras actividades,2019-04-01,8,8
LA ASUNTA,otras actividades de enfermeria,otras actividades,2019-04-01,69,69
LA GUARDIA,otras actividades de enfermeria,otras actividades,2019-04-01,3060,3060
LA PAZ,otras actividades de enfermeria,otras actividades,2019-04-01,72563,72563
LAGUNILLAS,otras actividades de enfermeria,otras actividades,2019-04-01,76,76
LAJA,otras actividades de enfermeria,otras actividades,2019-04-01,5,5
LAS CARRERAS,otras actividades de enfermeria,otras actividades,2019-04-01,35,35
LICOMA PAMPA,otras actividades de enfermeria,otras actividades,2019-04-01,1,1
LLALLAGUA,otras actividades de enfermeria,otras actividades,2019-04-01,4107,4107
LLICA,otras actividades de enfermeria,otras actividades,2019-04-01,273,273
LORETO,otras actividades de enfermeria,otras actividades,2019-04-01,33,33
LURIBAY,otras actividades de enfermeria,otras actividades,2019-04-01,18,18
MACHACAMARCA,otras actividades de enfermeria,otras actividades,2019-04-01,43,43
MACHARETI,otras actividades de enfermeria,otras actividades,2019-04-01,122,122
MAGDALENA,otras actividades de enfermeria,otras actividades,2019-04-01,398,398
MAIRANA,otras actividades de enfermeria,otras actividades,2019-04-01,528,528
MAPIRI,otras actividades de enfermeria,otras actividades,2019-04-01,6,6
MECAPACA,otras actividades de enfermeria,otras actividades,2019-04-01,4,4
MINEROS,otras actividades de enfermeria,otras actividades,2019-04-01,327,327
MIZQUE,otras actividades de enfermeria,otras actividades,2019-04-01,1787,1787
MOCOMOCO,otras actividades de enfermeria,otras actividades,2019-04-01,19,19
MOJINETE,otras actividades de enfermeria,otras actividades,2019-04-01,2,2
MOJOCOYA,otras actividades de enfermeria,otras actividades,2019-04-01,25,25
MONTEAGUDO,otras actividades de enfermeria,otras actividades,2019-04-01,20636,20636
MONTERO,otras actividades de enfermeria,otras actividades,2019-04-01,113122,113122
MORO MORO,otras actividades de enfermeria,otras actividades,2019-04-01,7,7
MOROCHATA,otras actividades de enfermeria,otras actividades,2019-04-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria,otras actividades,2019-04-01,2,2
NAZACARA DE PACAJES,otras actividades de enfermeria,otras actividades,2019-04-01,2,2
OCURI,otras actividades de enfermeria,otras actividades,2019-04-01,7,7
OKINAWA,otras actividades de enfermeria,otras actividades,2019-04-01,65,65
OMEREQUE,otras actividades de enfermeria,otras actividades,2019-04-01,68,68
ORURO,otras actividades de enfermeria,otras actividades,2019-04-01,33766,33766
PADCAYA,otras actividades de enfermeria,otras actividades,2019-04-01,64,64
PADILLA,otras actividades de enfermeria,otras actividades,2019-04-01,2729,2729
PAILON,otras actividades de enfermeria,otras actividades,2019-04-01,189,189
PALCA,otras actividades de enfermeria,otras actividades,2019-04-01,3,3
PALOS BLANCOS,otras actividades de enfermeria,otras actividades,2019-04-01,226,226
PAMPA AULLAGAS,otras actividades de enfermeria,otras actividades,2019-04-01,1,1
PAMPA GRANDE,otras actividades de enfermeria,otras actividades,2019-04-01,276,276
PAPEL PAMPA,otras actividades de enfermeria,otras actividades,2019-04-01,28,28
PATACAMAYA,otras actividades de enfermeria,otras actividades,2019-04-01,39,39
PAZÑA,otras actividades de enfermeria,otras actividades,2019-04-01,7,7
PELECHUCO,otras actividades de enfermeria,otras actividades,2019-04-01,227,227
POCOATA,otras actividades de enfermeria,otras actividades,2019-04-01,1,1
POCONA,otras actividades de enfermeria,otras actividades,2019-04-01,17,17
POJO (CBBA),otras actividades de enfermeria,otras actividades,2019-04-01,1,1
POOPO,otras actividades de enfermeria,otras actividades,2019-04-01,106,106
PORCO,otras actividades de enfermeria,otras actividades,2019-04-01,75,75
POROMA,otras actividades de enfermeria,otras actividades,2019-04-01,12,12
PORONGO,otras actividades de enfermeria,otras actividades,2019-04-01,53,53
PORTACHUELO,otras actividades de enfermeria,otras actividades,2019-04-01,502,502
PORVENIR,otras actividades de enfermeria,otras actividades,2019-04-01,20,20
POSTRER VALLE,otras actividades de enfermeria,otras actividades,2019-04-01,9,9
POTOSI,otras actividades de enfermeria,otras actividades,2019-04-01,60719,60719
PRESTO,otras actividades de enfermeria,otras actividades,2019-04-01,242,242
PUCARA,otras actividades de enfermeria,otras actividades,2019-04-01,13,13
PUCARANI,otras actividades de enfermeria,otras actividades,2019-04-01,7,7
PUERTO ACOSTA,otras actividades de enfermeria,otras actividades,2019-04-01,111,111
PUERTO CARABUCO,otras actividades de enfermeria,otras actividades,2019-04-01,7,7
PUERTO GONZALO MORENO,otras actividades de enfermeria,otras actividades,2019-04-01,73,73
PUERTO PEREZ,otras actividades de enfermeria,otras actividades,2019-04-01,8,8
PUERTO QUIJARRO,otras actividades de enfermeria,otras actividades,2019-04-01,403,403
PUERTO RICO,otras actividades de enfermeria,otras actividades,2019-04-01,1349,1349
PUERTO SUAREZ,otras actividades de enfermeria,otras actividades,2019-04-01,293,293
PUERTO VILLARROEL,otras actividades de enfermeria,otras actividades,2019-04-01,332,332
PUNA,otras actividades de enfermeria,otras actividades,2019-04-01,319,319
PUNATA,otras actividades de enfermeria,otras actividades,2019-04-01,312,312
QUILLACOLLO,otras actividades de enfermeria,otras actividades,2019-04-01,2174,2174
QUIME,otras actividades de enfermeria,otras actividades,2019-04-01,597,597
QUIRUSILLAS,otras actividades de enfermeria,otras actividades,2019-04-01,65,65
RAQAYPAMPA(ETA),otras actividades de enfermeria,otras actividades,2019-04-01,6,6
RAVELO,otras actividades de enfermeria,otras actividades,2019-04-01,6,6
REYES,otras actividades de enfermeria,otras actividades,2019-04-01,200,200
RIBERALTA,otras actividades de enfermeria,otras actividades,2019-04-01,78355,78355
ROBORE,otras actividades de enfermeria,otras actividades,2019-04-01,3628,3628
RURRENABAQUE,otras actividades de enfermeria,otras actividades,2019-04-01,341,341
SABAYA,otras actividades de enfermeria,otras actividades,2019-04-01,1,1
SACABA,otras actividades de enfermeria,otras actividades,2019-04-01,7918,7918
SACABAMBA,otras actividades de enfermeria,otras actividades,2019-04-01,6,6
SACACA,otras actividades de enfermeria,otras actividades,2019-04-01,2,2
SAIPINA,otras actividades de enfermeria,otras actividades,2019-04-01,185,185
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria,otras actividades,2019-04-01,512,512
SAMAIPATA,otras actividades de enfermeria,otras actividades,2019-04-01,106,106
SAN ANDRES,otras actividades de enfermeria,otras actividades,2019-04-01,172,172
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria,otras actividades,2019-04-01,62,62
SAN BENITO,otras actividades de enfermeria,otras actividades,2019-04-01,8,8
SAN BORJA,otras actividades de enfermeria,otras actividades,2019-04-01,1047,1047
SAN BUENA VENTURA,otras actividades de enfermeria,otras actividades,2019-04-01,486,486
SAN CARLOS,otras actividades de enfermeria,otras actividades,2019-04-01,9234,9234
SAN IGNACIO,otras actividades de enfermeria,otras actividades,2019-04-01,2720,2720
SAN IGNACIO DE VELASCO,otras actividades de enfermeria,otras actividades,2019-04-01,303802,303802
SAN JAVIER(BNI),otras actividades de enfermeria,otras actividades,2019-04-01,156,156
SAN JAVIER(STC),otras actividades de enfermeria,otras actividades,2019-04-01,181,181
SAN JOAQUIN,otras actividades de enfermeria,otras actividades,2019-04-01,527,527
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria,otras actividades,2019-04-01,3751,3751
SAN JUAN DE YAPACANI,otras actividades de enfermeria,otras actividades,2019-04-01,34,34
SAN JULIAN,otras actividades de enfermeria,otras actividades,2019-04-01,981,981
SAN LORENZO(PND),otras actividades de enfermeria,otras actividades,2019-04-01,21,21
SAN LORENZO(TJA),otras actividades de enfermeria,otras actividades,2019-04-01,98,98
SAN LUCAS,otras actividades de enfermeria,otras actividades,2019-04-01,1232,1232
SAN MATIAS,otras actividades de enfermeria,otras actividades,2019-04-01,623,623
SAN MIGUEL DE VELASCO,otras actividades de enfermeria,otras actividades,2019-04-01,179,179
SAN PABLO DE LIPEZ,otras actividades de enfermeria,otras actividades,2019-04-01,10,10
