municipality,group,variable,month,Total 7.1 Sueros,TOTAL
BOLIVAR,otras actividades de enfermeria, sueros,2014-03-01,8,8
BOLPEBRA,otras actividades de enfermeria, sueros,2014-03-01,13,13
BOYUIBE,otras actividades de enfermeria, sueros,2014-03-01,73,73
BUENA VISTA,otras actividades de enfermeria, sueros,2014-03-01,264,264
CABEZAS,otras actividades de enfermeria, sueros,2014-03-01,232,232
CAIROMA,otras actividades de enfermeria, sueros,2014-03-01,48,48
"CAIZA ""D""",otras actividades de enfermeria, sueros,2014-03-01,26,26
CAJUATA,otras actividades de enfermeria, sueros,2014-03-01,22,22
CALACOTO,otras actividades de enfermeria, sueros,2014-03-01,6,6
CALAMARCA,otras actividades de enfermeria, sueros,2014-03-01,23,23
CAMARGO,otras actividades de enfermeria, sueros,2014-03-01,117,117
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria, sueros,2014-03-01,14,14
CAMIRI,otras actividades de enfermeria, sueros,2014-03-01,706,706
CAPINOTA,otras actividades de enfermeria, sueros,2014-03-01,99,99
CAQUIAVIRI,otras actividades de enfermeria, sueros,2014-03-01,3,3
CARACOLLO,otras actividades de enfermeria, sueros,2014-03-01,23,23
CARANAVI,otras actividades de enfermeria, sueros,2014-03-01,487,487
CARAPARI,otras actividades de enfermeria, sueros,2014-03-01,137,137
CARIPUYO,otras actividades de enfermeria, sueros,2014-03-01,16,16
CARMEN RIVERO TORREZ,otras actividades de enfermeria, sueros,2014-03-01,9,9
CATACORA,otras actividades de enfermeria, sueros,2014-03-01,1,1
CHACARILLA,otras actividades de enfermeria, sueros,2014-03-01,8,8
CHALLAPATA,otras actividades de enfermeria, sueros,2014-03-01,122,122
CHAQUI,otras actividades de enfermeria, sueros,2014-03-01,24,24
CHARAGUA,otras actividades de enfermeria, sueros,2014-03-01,159,159
CHARAÑA,otras actividades de enfermeria, sueros,2014-03-01,12,12
CHAYANTA,otras actividades de enfermeria, sueros,2014-03-01,24,24
CHIMORE,otras actividades de enfermeria, sueros,2014-03-01,42,42
CHUA COCANI,otras actividades de enfermeria, sueros,2014-03-01,5,5
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria, sueros,2014-03-01,539,539
CHUMA,otras actividades de enfermeria, sueros,2014-03-01,19,19
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria, sueros,2014-03-01,6,6
CKOCHAS,otras actividades de enfermeria, sueros,2014-03-01,31,31
CLIZA,otras actividades de enfermeria, sueros,2014-03-01,32,32
COBIJA,otras actividades de enfermeria, sueros,2014-03-01,1145,1145
COCAPATA,otras actividades de enfermeria, sueros,2014-03-01,6,6
COCHABAMBA,otras actividades de enfermeria, sueros,2014-03-01,15019,15019
COIPASA,otras actividades de enfermeria, sueros,2014-03-01,2,2
COLCAPIRHUA,otras actividades de enfermeria, sueros,2014-03-01,438,438
"COLCHA ""K""",otras actividades de enfermeria, sueros,2014-03-01,22,22
COLLANA,otras actividades de enfermeria, sueros,2014-03-01,4,4
COLOMI,otras actividades de enfermeria, sueros,2014-03-01,24,24
COLPA BELGICA,otras actividades de enfermeria, sueros,2014-03-01,73,73
COLQUECHACA,otras actividades de enfermeria, sueros,2014-03-01,44,44
COLQUENCHA,otras actividades de enfermeria, sueros,2014-03-01,4,4
COLQUIRI,otras actividades de enfermeria, sueros,2014-03-01,37,37
COMANCHE,otras actividades de enfermeria, sueros,2014-03-01,1,1
COMARAPA,otras actividades de enfermeria, sueros,2014-03-01,99,99
COMBAYA,otras actividades de enfermeria, sueros,2014-03-01,1,1
CONCEPCION,otras actividades de enfermeria, sueros,2014-03-01,84,84
COPACABANA,otras actividades de enfermeria, sueros,2014-03-01,30,30
CORIPATA,otras actividades de enfermeria, sueros,2014-03-01,16,16
CORO CORO,otras actividades de enfermeria, sueros,2014-03-01,11,11
COROICO,otras actividades de enfermeria, sueros,2014-03-01,1096,1096
CORQUE,otras actividades de enfermeria, sueros,2014-03-01,4,4
COTAGAITA,otras actividades de enfermeria, sueros,2014-03-01,187,187
COTOCA,otras actividades de enfermeria, sueros,2014-03-01,2104,2104
CUATRO CAÑADAS,otras actividades de enfermeria, sueros,2014-03-01,133,133
CUEVO,otras actividades de enfermeria, sueros,2014-03-01,4,4
CULPINA,otras actividades de enfermeria, sueros,2014-03-01,59,59
CURAHUARA DE CARANGAS,otras actividades de enfermeria, sueros,2014-03-01,6,6
CURVA,otras actividades de enfermeria, sueros,2014-03-01,6,6
DESAGUADERO,otras actividades de enfermeria, sueros,2014-03-01,2,2
EL ALTO,otras actividades de enfermeria, sueros,2014-03-01,7639,7639
EL CHORO,otras actividades de enfermeria, sueros,2014-03-01,10,10
EL PUENTE(STC),otras actividades de enfermeria, sueros,2014-03-01,41,41
EL PUENTE(TJA),otras actividades de enfermeria, sueros,2014-03-01,72,72
EL TORNO,otras actividades de enfermeria, sueros,2014-03-01,2452,2452
EL VILLAR,otras actividades de enfermeria, sueros,2014-03-01,13,13
ENTRE RIOS TRJ,otras actividades de enfermeria, sueros,2014-03-01,114,114
ENTRE RIOS CBBA,otras actividades de enfermeria, sueros,2014-03-01,102,102
ESCOMA,otras actividades de enfermeria, sueros,2014-03-01,61,61
ESMERALDA,otras actividades de enfermeria, sueros,2014-03-01,1,1
EUCALIPTUS,otras actividades de enfermeria, sueros,2014-03-01,191,191
EUREKA (SANTOS MERCADO),otras actividades de enfermeria, sueros,2014-03-01,5,5
EXALTACION,otras actividades de enfermeria, sueros,2014-03-01,4,4
FERNANDEZ ALONSO,otras actividades de enfermeria, sueros,2014-03-01,65,65
FILADELFIA,otras actividades de enfermeria, sueros,2014-03-01,53,53
GENERAL SAAVEDRA,otras actividades de enfermeria, sueros,2014-03-01,43,43
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria, sueros,2014-03-01,7,7
GUANAY,otras actividades de enfermeria, sueros,2014-03-01,120,120
GUAQUI,otras actividades de enfermeria, sueros,2014-03-01,6,6
GUAYARAMERIN,otras actividades de enfermeria, sueros,2014-03-01,2299,2299
GUTIERREZ,otras actividades de enfermeria, sueros,2014-03-01,33,33
HUACARETA,otras actividades de enfermeria, sueros,2014-03-01,178,178
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria, sueros,2014-03-01,12,12
HUACHACALLA,otras actividades de enfermeria, sueros,2014-03-01,10,10
HUANUNI,otras actividades de enfermeria, sueros,2014-03-01,356,356
HUARACAJE,otras actividades de enfermeria, sueros,2014-03-01,27,27
HUARINA,otras actividades de enfermeria, sueros,2014-03-01,13,13
HUATAJATA,otras actividades de enfermeria, sueros,2014-03-01,10,10
HUAYLLAMARCA,otras actividades de enfermeria, sueros,2014-03-01,12,12
HUMANATA,otras actividades de enfermeria, sueros,2014-03-01,6,6
ICHOCA,otras actividades de enfermeria, sueros,2014-03-01,17,17
ICLA,otras actividades de enfermeria, sueros,2014-03-01,39,39
INCAHUASI,otras actividades de enfermeria, sueros,2014-03-01,35,35
INGAVI (HUMAITA),otras actividades de enfermeria, sueros,2014-03-01,4,4
INQUISIVI,otras actividades de enfermeria, sueros,2014-03-01,13,13
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria, sueros,2014-03-01,53,53
IXIAMAS,otras actividades de enfermeria, sueros,2014-03-01,47,47
JESUS DE MACHACA,otras actividades de enfermeria, sueros,2014-03-01,102,102
LA ASUNTA,otras actividades de enfermeria, sueros,2014-03-01,62,62
LA GUARDIA,otras actividades de enfermeria, sueros,2014-03-01,586,586
LA PAZ,otras actividades de enfermeria, sueros,2014-03-01,53905,53905
LAGUNILLAS,otras actividades de enfermeria, sueros,2014-03-01,9,9
LAJA,otras actividades de enfermeria, sueros,2014-03-01,26,26
LAS CARRERAS,otras actividades de enfermeria, sueros,2014-03-01,43,43
LICOMA PAMPA,otras actividades de enfermeria, sueros,2014-03-01,1,1
LLALLAGUA,otras actividades de enfermeria, sueros,2014-03-01,499,499
LLICA,otras actividades de enfermeria, sueros,2014-03-01,6,6
LORETO,otras actividades de enfermeria, sueros,2014-03-01,12,12
LURIBAY,otras actividades de enfermeria, sueros,2014-03-01,22,22
MACHACAMARCA,otras actividades de enfermeria, sueros,2014-03-01,17,17
MACHARETI,otras actividades de enfermeria, sueros,2014-03-01,75,75
MAGDALENA,otras actividades de enfermeria, sueros,2014-03-01,339,339
MAIRANA,otras actividades de enfermeria, sueros,2014-03-01,180,180
MALLA,otras actividades de enfermeria, sueros,2014-03-01,19,19
MAPIRI,otras actividades de enfermeria, sueros,2014-03-01,62,62
MECAPACA,otras actividades de enfermeria, sueros,2014-03-01,18,18
MINEROS,otras actividades de enfermeria, sueros,2014-03-01,67,67
MIZQUE,otras actividades de enfermeria, sueros,2014-03-01,176,176
MOCOMOCO,otras actividades de enfermeria, sueros,2014-03-01,3,3
MOJINETE,otras actividades de enfermeria, sueros,2014-03-01,2,2
MOJOCOYA,otras actividades de enfermeria, sueros,2014-03-01,25,25
MONTEAGUDO,otras actividades de enfermeria, sueros,2014-03-01,1859,1859
MONTERO,otras actividades de enfermeria, sueros,2014-03-01,12944,12944
MORO MORO,otras actividades de enfermeria, sueros,2014-03-01,11,11
MOROCHATA,otras actividades de enfermeria, sueros,2014-03-01,15,15
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria, sueros,2014-03-01,14,14
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria, sueros,2014-03-01,34,34
OCURI,otras actividades de enfermeria, sueros,2014-03-01,25,25
OKINAWA,otras actividades de enfermeria, sueros,2014-03-01,14,14
OMEREQUE,otras actividades de enfermeria, sueros,2014-03-01,42,42
ORURO,otras actividades de enfermeria, sueros,2014-03-01,16022,16022
PADCAYA,otras actividades de enfermeria, sueros,2014-03-01,165,165
PADILLA,otras actividades de enfermeria, sueros,2014-03-01,411,411
PAILON,otras actividades de enfermeria, sueros,2014-03-01,152,152
PALCA,otras actividades de enfermeria, sueros,2014-03-01,10,10
PALOS BLANCOS,otras actividades de enfermeria, sueros,2014-03-01,265,265
PAMPA AULLAGAS,otras actividades de enfermeria, sueros,2014-03-01,5,5
PAMPA GRANDE,otras actividades de enfermeria, sueros,2014-03-01,32,32
PAPEL PAMPA,otras actividades de enfermeria, sueros,2014-03-01,8,8
PASORAPA,otras actividades de enfermeria, sueros,2014-03-01,115,115
PATACAMAYA,otras actividades de enfermeria, sueros,2014-03-01,55,55
PAZÑA,otras actividades de enfermeria, sueros,2014-03-01,17,17
PELECHUCO,otras actividades de enfermeria, sueros,2014-03-01,15,15
POCOATA,otras actividades de enfermeria, sueros,2014-03-01,29,29
POCONA,otras actividades de enfermeria, sueros,2014-03-01,23,23
POJO (CBBA),otras actividades de enfermeria, sueros,2014-03-01,37,37
POOPO,otras actividades de enfermeria, sueros,2014-03-01,10,10
PORCO,otras actividades de enfermeria, sueros,2014-03-01,14,14
POROMA,otras actividades de enfermeria, sueros,2014-03-01,91,91
PORONGO,otras actividades de enfermeria, sueros,2014-03-01,22,22
PORTACHUELO,otras actividades de enfermeria, sueros,2014-03-01,362,362
PORVENIR,otras actividades de enfermeria, sueros,2014-03-01,74,74
POSTRER VALLE,otras actividades de enfermeria, sueros,2014-03-01,3,3
POTOSI,otras actividades de enfermeria, sueros,2014-03-01,17416,17416
PRESTO,otras actividades de enfermeria, sueros,2014-03-01,48,48
PUCARA,otras actividades de enfermeria, sueros,2014-03-01,5,5
PUCARANI,otras actividades de enfermeria, sueros,2014-03-01,25,25
PUERTO ACOSTA,otras actividades de enfermeria, sueros,2014-03-01,9,9
PUERTO CARABUCO,otras actividades de enfermeria, sueros,2014-03-01,24,24
PUERTO GONZALO MORENO,otras actividades de enfermeria, sueros,2014-03-01,38,38
PUERTO PEREZ,otras actividades de enfermeria, sueros,2014-03-01,3,3
PUERTO QUIJARRO,otras actividades de enfermeria, sueros,2014-03-01,90,90
PUERTO RICO,otras actividades de enfermeria, sueros,2014-03-01,83,83
PUERTO SILES,otras actividades de enfermeria, sueros,2014-03-01,6,6
PUERTO SUAREZ,otras actividades de enfermeria, sueros,2014-03-01,428,428
PUERTO VILLARROEL,otras actividades de enfermeria, sueros,2014-03-01,671,671
PUNA,otras actividades de enfermeria, sueros,2014-03-01,34,34
PUNATA,otras actividades de enfermeria, sueros,2014-03-01,437,437
QUIABAYA,otras actividades de enfermeria, sueros,2014-03-01,13,13
QUILLACOLLO,otras actividades de enfermeria, sueros,2014-03-01,693,693
QUIME,otras actividades de enfermeria, sueros,2014-03-01,26,26
QUIRUSILLAS,otras actividades de enfermeria, sueros,2014-03-01,8,8
RAVELO,otras actividades de enfermeria, sueros,2014-03-01,34,34
REYES,otras actividades de enfermeria, sueros,2014-03-01,61,61
RIBERALTA,otras actividades de enfermeria, sueros,2014-03-01,1529,1529
ROBORE,otras actividades de enfermeria, sueros,2014-03-01,275,275
RURRENABAQUE,otras actividades de enfermeria, sueros,2014-03-01,110,110
SABAYA,otras actividades de enfermeria, sueros,2014-03-01,17,17
SACABA,otras actividades de enfermeria, sueros,2014-03-01,1720,1720
SACABAMBA,otras actividades de enfermeria, sueros,2014-03-01,23,23
SACACA,otras actividades de enfermeria, sueros,2014-03-01,20,20
SAIPINA,otras actividades de enfermeria, sueros,2014-03-01,18,18
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria, sueros,2014-03-01,28,28
SAMAIPATA,otras actividades de enfermeria, sueros,2014-03-01,93,93
SAN AGUSTIN,otras actividades de enfermeria, sueros,2014-03-01,8,8
SAN ANDRES,otras actividades de enfermeria, sueros,2014-03-01,18,18
SAN ANDRES DE MACHACA,otras actividades de enfermeria, sueros,2014-03-01,10,10
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria, sueros,2014-03-01,5,5
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria, sueros,2014-03-01,5,5
SAN BENITO,otras actividades de enfermeria, sueros,2014-03-01,18,18
SAN BORJA,otras actividades de enfermeria, sueros,2014-03-01,105,105
SAN BUENA VENTURA,otras actividades de enfermeria, sueros,2014-03-01,77,77
SAN CARLOS,otras actividades de enfermeria, sueros,2014-03-01,282,282
SAN IGNACIO,otras actividades de enfermeria, sueros,2014-03-01,262,262
SAN IGNACIO DE VELASCO,otras actividades de enfermeria, sueros,2014-03-01,1435,1435
SAN JAVIER(BNI),otras actividades de enfermeria, sueros,2014-03-01,15,15
SAN JAVIER(STC),otras actividades de enfermeria, sueros,2014-03-01,6,6
SAN JOAQUIN,otras actividades de enfermeria, sueros,2014-03-01,26,26
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria, sueros,2014-03-01,209,209
SAN JUAN DE YAPACANI,otras actividades de enfermeria, sueros,2014-03-01,85,85
SAN JULIAN,otras actividades de enfermeria, sueros,2014-03-01,213,213
SAN LORENZO(PND),otras actividades de enfermeria, sueros,2014-03-01,7,7
SAN LORENZO(TJA),otras actividades de enfermeria, sueros,2014-03-01,57,57
SAN LUCAS,otras actividades de enfermeria, sueros,2014-03-01,152,152
SAN MATIAS,otras actividades de enfermeria, sueros,2014-03-01,291,291
SAN MIGUEL DE VELASCO,otras actividades de enfermeria, sueros,2014-03-01,48,48
SAN PABLO DE LIPEZ,otras actividades de enfermeria, sueros,2014-03-01,5,5
SAN PEDRO,otras actividades de enfermeria, sueros,2014-03-01,71,71
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria, sueros,2014-03-01,48,48
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria, sueros,2014-03-01,17,17
SAN PEDRO DE QUEMES,otras actividades de enfermeria, sueros,2014-03-01,4,4
SAN PEDRO DE TIQUINA,otras actividades de enfermeria, sueros,2014-03-01,18,18
SAN PEDRO(PND),otras actividades de enfermeria, sueros,2014-03-01,13,13
SAN RAFAEL,otras actividades de enfermeria, sueros,2014-03-01,59,59
SAN RAMON BENI,otras actividades de enfermeria, sueros,2014-03-01,85,85
SAN RAMON SCZ,otras actividades de enfermeria, sueros,2014-03-01,57,57
SANTA ANA,otras actividades de enfermeria, sueros,2014-03-01,548,548
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria, sueros,2014-03-01,42418,42418
SANTA ROSA,otras actividades de enfermeria, sueros,2014-03-01,71,71
SANTA ROSA DEL SARA,otras actividades de enfermeria, sueros,2014-03-01,73,73
SANTIAGO DE CALLAPA,otras actividades de enfermeria, sueros,2014-03-01,2,2
SANTIAGO DE HUARI,otras actividades de enfermeria, sueros,2014-03-01,41,41
SANTIAGO DE HUATA,otras actividades de enfermeria, sueros,2014-03-01,2,2
SANTIAGO DE MACHACA,otras actividades de enfermeria, sueros,2014-03-01,7,7
SANTIVAÑES,otras actividades de enfermeria, sueros,2014-03-01,15,15
SANTUARIO DE QUILLACAS,otras actividades de enfermeria, sueros,2014-03-01,12,12
SAPAHAQUI,otras actividades de enfermeria, sueros,2014-03-01,19,19
SENA,otras actividades de enfermeria, sueros,2014-03-01,24,24
SHINAOTA,otras actividades de enfermeria, sueros,2014-03-01,303,303
SICA SICA (VILLA AROMA),otras actividades de enfermeria, sueros,2014-03-01,26,26
SICAYA,otras actividades de enfermeria, sueros,2014-03-01,13,13
SIPE SIPE,otras actividades de enfermeria, sueros,2014-03-01,41,41
SOPACHUY,otras actividades de enfermeria, sueros,2014-03-01,73,73
SORACACHI,otras actividades de enfermeria, sueros,2014-03-01,9,9
SORATA,otras actividades de enfermeria, sueros,2014-03-01,22,22
SUCRE,otras actividades de enfermeria, sueros,2014-03-01,13695,13695
TACACOMA,otras actividades de enfermeria, sueros,2014-03-01,30,30
TACOBAMBA,otras actividades de enfermeria, sueros,2014-03-01,37,37
TACOPAYA,otras actividades de enfermeria, sueros,2014-03-01,11,11
TAHUA,otras actividades de enfermeria, sueros,2014-03-01,2,2
TAPACARI,otras actividades de enfermeria, sueros,2014-03-01,21,21
TARABUCO,otras actividades de enfermeria, sueros,2014-03-01,174,174
TARACO,otras actividades de enfermeria, sueros,2014-03-01,12,12
TARATA,otras actividades de enfermeria, sueros,2014-03-01,9,9
TARIJA,otras actividades de enfermeria, sueros,2014-03-01,25775,25775
TARVITA,otras actividades de enfermeria, sueros,2014-03-01,62,62
TEOPONTE,otras actividades de enfermeria, sueros,2014-03-01,16,16
TIAWANACU,otras actividades de enfermeria, sueros,2014-03-01,14,14
TINGUIPAYA,otras actividades de enfermeria, sueros,2014-03-01,16,16
TIPUANI,otras actividades de enfermeria, sueros,2014-03-01,109,109
TIQUIPAYA,otras actividades de enfermeria, sueros,2014-03-01,36,36
TIRAQUE (CBBA),otras actividades de enfermeria, sueros,2014-03-01,37,37
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria, sueros,2014-03-01,1,1
TOCO,otras actividades de enfermeria, sueros,2014-03-01,43,43
TOLATA,otras actividades de enfermeria, sueros,2014-03-01,9,9
TOLEDO,otras actividades de enfermeria, sueros,2014-03-01,15,15
TOMAVE,otras actividades de enfermeria, sueros,2014-03-01,56,56
TOMINA,otras actividades de enfermeria, sueros,2014-03-01,34,34
TORO TORO,otras actividades de enfermeria, sueros,2014-03-01,36,36
TOTORA(CBBA),otras actividades de enfermeria, sueros,2014-03-01,60,60
TOTORA(ORR),otras actividades de enfermeria, sueros,2014-03-01,20,20
TRIGAL,otras actividades de enfermeria, sueros,2014-03-01,25,25
TRINIDAD,otras actividades de enfermeria, sueros,2014-03-01,9861,9861
TUPIZA,otras actividades de enfermeria, sueros,2014-03-01,1372,1372
TURCO,otras actividades de enfermeria, sueros,2014-03-01,7,7
UMALA,otras actividades de enfermeria, sueros,2014-03-01,10,10
UNCIA,otras actividades de enfermeria, sueros,2014-03-01,26,26
URIONDO (A. CONCEPCION),otras actividades de enfermeria, sueros,2014-03-01,56,56
URUBICHA,otras actividades de enfermeria, sueros,2014-03-01,40,40
UYUNI,otras actividades de enfermeria, sueros,2014-03-01,373,373
VACAS,otras actividades de enfermeria, sueros,2014-03-01,7,7
VALLEGRANDE,otras actividades de enfermeria, sueros,2014-03-01,455,455
VIACHA,otras actividades de enfermeria, sueros,2014-03-01,590,590
VILA VILA,otras actividades de enfermeria, sueros,2014-03-01,7,7
VILLA CHARCAS,otras actividades de enfermeria, sueros,2014-03-01,20,20
VILLA MONTES,otras actividades de enfermeria, sueros,2014-03-01,1600,1600
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria, sueros,2014-03-01,16,16
VILLA RIVERO,otras actividades de enfermeria, sueros,2014-03-01,13,13
VILLA SERRANO,otras actividades de enfermeria, sueros,2014-03-01,79,79
VILLA TUNARI,otras actividades de enfermeria, sueros,2014-03-01,300,300
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria, sueros,2014-03-01,22,22
VILLAZON,otras actividades de enfermeria, sueros,2014-03-01,1223,1223
VINTO,otras actividades de enfermeria, sueros,2014-03-01,119,119
VITICHI,otras actividades de enfermeria, sueros,2014-03-01,27,27
WALDO BALLIVIAN,otras actividades de enfermeria, sueros,2014-03-01,2,2
WARNES,otras actividades de enfermeria, sueros,2014-03-01,295,295
YACO,otras actividades de enfermeria, sueros,2014-03-01,3,3
YACUIBA,otras actividades de enfermeria, sueros,2014-03-01,3456,3456
YAMPARAEZ,otras actividades de enfermeria, sueros,2014-03-01,20,20
YANACACHI,otras actividades de enfermeria, sueros,2014-03-01,7,7
YAPACANI,otras actividades de enfermeria, sueros,2014-03-01,496,496
YOCALLA,otras actividades de enfermeria, sueros,2014-03-01,5,5
YOTALA,otras actividades de enfermeria, sueros,2014-03-01,35,35
YUNCHARA,otras actividades de enfermeria, sueros,2014-03-01,32,32
ZUDAÑEZ,otras actividades de enfermeria, sueros,2014-03-01,22,22
ACACIO,otras actividades de enfermeria, sueros,2014-04-01,14,14
ACHACACHI,otras actividades de enfermeria, sueros,2014-04-01,134,134
ACHOCALLA,otras actividades de enfermeria, sueros,2014-04-01,3,3
AIQUILE,otras actividades de enfermeria, sueros,2014-04-01,177,177
ALALAY,otras actividades de enfermeria, sueros,2014-04-01,3,3
ALCALA,otras actividades de enfermeria, sueros,2014-04-01,13,13
ALTO BENI,otras actividades de enfermeria, sueros,2014-04-01,6,6
ANCORAIMES,otras actividades de enfermeria, sueros,2014-04-01,16,16
ANDAMARCA,otras actividades de enfermeria, sueros,2014-04-01,28,28
ANTEQUERA,otras actividades de enfermeria, sueros,2014-04-01,2,2
ANZALDO,otras actividades de enfermeria, sueros,2014-04-01,36,36
APOLO,otras actividades de enfermeria, sueros,2014-04-01,33,33
ARAMPAMPA,otras actividades de enfermeria, sueros,2014-04-01,11,11
ARANI,otras actividades de enfermeria, sueros,2014-04-01,11,11
ARBIETO,otras actividades de enfermeria, sueros,2014-04-01,1,1
ARQUE,otras actividades de enfermeria, sueros,2014-04-01,14,14
ASCENCION DE GUARAYOS,otras actividades de enfermeria, sueros,2014-04-01,646,646
ATOCHA,otras actividades de enfermeria, sueros,2014-04-01,379,379
AUCAPATA,otras actividades de enfermeria, sueros,2014-04-01,1,1
AYATA,otras actividades de enfermeria, sueros,2014-04-01,18,18
AYO AYO,otras actividades de enfermeria, sueros,2014-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria, sueros,2014-04-01,62,62
AZURDUY,otras actividades de enfermeria, sueros,2014-04-01,42,42
BATALLAS,otras actividades de enfermeria, sueros,2014-04-01,25,25
BAURES,otras actividades de enfermeria, sueros,2014-04-01,80,80
BELEN DE ANDAMARCA,otras actividades de enfermeria, sueros,2014-04-01,4,4
BELLA FLOR,otras actividades de enfermeria, sueros,2014-04-01,13,13
BERMEJO,otras actividades de enfermeria, sueros,2014-04-01,862,862
BETANZOS,otras actividades de enfermeria, sueros,2014-04-01,122,122
BOLIVAR,otras actividades de enfermeria, sueros,2014-04-01,5,5
BOLPEBRA,otras actividades de enfermeria, sueros,2014-04-01,5,5
BOYUIBE,otras actividades de enfermeria, sueros,2014-04-01,66,66
BUENA VISTA,otras actividades de enfermeria, sueros,2014-04-01,28,28
CABEZAS,otras actividades de enfermeria, sueros,2014-04-01,265,265
CAIROMA,otras actividades de enfermeria, sueros,2014-04-01,43,43
"CAIZA ""D""",otras actividades de enfermeria, sueros,2014-04-01,20,20
CAJUATA,otras actividades de enfermeria, sueros,2014-04-01,25,25
CALACOTO,otras actividades de enfermeria, sueros,2014-04-01,6,6
CALAMARCA,otras actividades de enfermeria, sueros,2014-04-01,18,18
CAMARGO,otras actividades de enfermeria, sueros,2014-04-01,92,92
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria, sueros,2014-04-01,13,13
CAMIRI,otras actividades de enfermeria, sueros,2014-04-01,1779,1779
CAPINOTA,otras actividades de enfermeria, sueros,2014-04-01,96,96
CAQUIAVIRI,otras actividades de enfermeria, sueros,2014-04-01,7,7
CARACOLLO,otras actividades de enfermeria, sueros,2014-04-01,36,36
CARANAVI,otras actividades de enfermeria, sueros,2014-04-01,344,344
CARAPARI,otras actividades de enfermeria, sueros,2014-04-01,176,176
CARIPUYO,otras actividades de enfermeria, sueros,2014-04-01,16,16
CARMEN RIVERO TORREZ,otras actividades de enfermeria, sueros,2014-04-01,16,16
CATACORA,otras actividades de enfermeria, sueros,2014-04-01,2,2
CHACARILLA,otras actividades de enfermeria, sueros,2014-04-01,4,4
CHALLAPATA,otras actividades de enfermeria, sueros,2014-04-01,155,155
CHAQUI,otras actividades de enfermeria, sueros,2014-04-01,37,37
CHARAGUA,otras actividades de enfermeria, sueros,2014-04-01,115,115
CHARAÑA,otras actividades de enfermeria, sueros,2014-04-01,9,9
CHAYANTA,otras actividades de enfermeria, sueros,2014-04-01,38,38
CHIMORE,otras actividades de enfermeria, sueros,2014-04-01,31,31
CHOQUE COTA,otras actividades de enfermeria, sueros,2014-04-01,1,1
CHUA COCANI,otras actividades de enfermeria, sueros,2014-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria, sueros,2014-04-01,1096,1096
CHUMA,otras actividades de enfermeria, sueros,2014-04-01,13,13
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria, sueros,2014-04-01,5,5
CKOCHAS,otras actividades de enfermeria, sueros,2014-04-01,26,26
CLIZA,otras actividades de enfermeria, sueros,2014-04-01,70,70
COBIJA,otras actividades de enfermeria, sueros,2014-04-01,1003,1003
COCAPATA,otras actividades de enfermeria, sueros,2014-04-01,14,14
COCHABAMBA,otras actividades de enfermeria, sueros,2014-04-01,14142,14142
COIPASA,otras actividades de enfermeria, sueros,2014-04-01,2,2
COLCAPIRHUA,otras actividades de enfermeria, sueros,2014-04-01,380,380
"COLCHA ""K""",otras actividades de enfermeria, sueros,2014-04-01,32,32
COLLANA,otras actividades de enfermeria, sueros,2014-04-01,4,4
COLOMI,otras actividades de enfermeria, sueros,2014-04-01,17,17
COLPA BELGICA,otras actividades de enfermeria, sueros,2014-04-01,72,72
COLQUECHACA,otras actividades de enfermeria, sueros,2014-04-01,30,30
COLQUIRI,otras actividades de enfermeria, sueros,2014-04-01,31,31
COMANCHE,otras actividades de enfermeria, sueros,2014-04-01,3,3
COMARAPA,otras actividades de enfermeria, sueros,2014-04-01,97,97
COMBAYA,otras actividades de enfermeria, sueros,2014-04-01,1,1
CONCEPCION,otras actividades de enfermeria, sueros,2014-04-01,117,117
COPACABANA,otras actividades de enfermeria, sueros,2014-04-01,33,33
CORIPATA,otras actividades de enfermeria, sueros,2014-04-01,77,77
CORO CORO,otras actividades de enfermeria, sueros,2014-04-01,13,13
COROICO,otras actividades de enfermeria, sueros,2014-04-01,123,123
CORQUE,otras actividades de enfermeria, sueros,2014-04-01,6,6
COTAGAITA,otras actividades de enfermeria, sueros,2014-04-01,190,190
COTOCA,otras actividades de enfermeria, sueros,2014-04-01,8393,8393
CUATRO CAÑADAS,otras actividades de enfermeria, sueros,2014-04-01,76,76
