municipality,group,variable,month,Adultos(as) mayores de 60 años que reciben Complemento Nutricional,TOTAL
CAPINOTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,759,759
CAQUIAVIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,558,558
CARACOLLO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,2,2
CARANAVI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,1273,1273
CARANGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,22,22
CARAPARI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,891,891
CARIPUYO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,356,356
CARMEN RIVERO TORREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,74,74
CATACORA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,128,128
CHACARILLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,182,182
CHALLAPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,1570,1570
CHAQUI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,1148,1148
CHARAGUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,208,208
CHARAÑA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,226,226
CHAYANTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,302,302
CHIMORE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,477,477
CHIPAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,40,40
CHOQUE COTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,78,78
CHUA COCANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,86,86
CHUMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,665,665
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,97,97
CKOCHAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,1004,1004
CLIZA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,822,822
COBIJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,962,962
COCAPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,898,898
COCHABAMBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,5228,5228
COIPASA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,11,11
COLCAPIRHUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,734,734
"COLCHA ""K""",micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,448,448
COLLANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,42,42
COLOMI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,685,685
COLPA BELGICA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,71,71
COLQUECHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,1855,1855
COLQUENCHA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,284,284
COLQUIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,685,685
COMANCHE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,88,88
COMARAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,331,331
COMBAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,159,159
CONCEPCION,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,160,160
COPACABANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,273,273
CORIPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,327,327
CORO CORO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,416,416
COROICO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,129,129
CORQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,411,411
COTAGAITA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,1782,1782
COTOCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,825,825
CRUZ DE MACHACAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,25,25
CUATRO CAÑADAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,554,554
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,109,109
CUEVO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,72,72
CULPINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,717,717
CURAHUARA DE CARANGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,229,229
CURVA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,99,99
DESAGUADERO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,39,39
EL ALTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,3788,3788
EL CHORO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,169,169
EL PUENTE(STC),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,328,328
EL PUENTE(TJA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,879,879
EL TORNO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,38,38
EL VILLAR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,339,339
ENTRE RIOS TRJ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,1020,1020
ENTRE RIOS CBBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,629,629
ESCARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,37,37
ESCOMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,36,36
ESMERALDA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,51,51
EUCALIPTUS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,308,308
EXALTACION,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,17,17
FERNANDEZ ALONSO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,220,220
FILADELFIA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,94,94
GENERAL SAAVEDRA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,183,183
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,390,390
GUANAY,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,263,263
GUAQUI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,182,182
GUAYARAMERIN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,156,156
GUTIERREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,113,113
HUACARETA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,51,51
HUACAYA (VILLA DE HUACAYA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,32,32
HUACHACALLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,47,47
HUANUNI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,323,323
HUARACAJE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,10,10
HUARINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,413,413
HUATAJATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,31,31
HUAYLLAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,317,317
HUMANATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,294,294
ICHOCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,299,299
ICLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,287,287
INCAHUASI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,518,518
INGAVI (HUMAITA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,6,6
INQUISIVI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,549,549
IRUPANA (VILLA DE LANZA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,442,442
IXIAMAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,204,204
JESUS DE MACHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,716,716
LA ASUNTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,56,56
LA GUARDIA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,1643,1643
LA PAZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,4343,4343
LA RIVERA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,15,15
LAGUNILLAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,24,24
LAJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,526,526
LAS CARRERAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,3,3
LICOMA PAMPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,116,116
LLALLAGUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,632,632
LLICA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,137,137
LORETO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,17,17
LURIBAY,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,332,332
MACHACAMARCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,174,174
MACHARETI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,128,128
MAIRANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,223,223
MALLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,138,138
MAPIRI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,129,129
MECAPACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,422,422
MINEROS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,506,506
MIZQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,993,993
MOCOMOCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,7,7
MOJINETE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,41,41
MOJOCOYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,435,435
MONTEAGUDO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,25,25
MONTERO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,660,660
MOROCHATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,281,281
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,52,52
NAZACARA DE PACAJES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,19,19
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,30,30
OCURI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,817,817
OKINAWA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,301,301
OMEREQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,229,229
ORURO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,2395,2395
PADCAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,1073,1073
PADILLA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,270,270
PAILON,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,332,332
PALCA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,499,499
PALOS BLANCOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,908,908
PAMPA AULLAGAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,138,138
PAMPA GRANDE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,306,306
PAPEL PAMPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,288,288
PASORAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,253,253
PATACAMAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,599,599
PAZÑA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,100,100
PELECHUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,131,131
POCOATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,1871,1871
POCONA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,475,475
POJO (CBBA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,286,286
POOPO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,113,113
PORCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,144,144
POROMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,830,830
PORONGO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,504,504
PORVENIR,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,175,175
POSTRER VALLE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,114,114
POTOSI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,2236,2236
PRESTO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,630,630
PUCARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,127,127
PUCARANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,604,604
PUERTO ACOSTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,207,207
PUERTO CARABUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,65,65
PUERTO GONZALO MORENO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,140,140
PUERTO PEREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,106,106
PUERTO QUIJARRO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,240,240
PUERTO RICO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,77,77
PUERTO SUAREZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,5,5
PUERTO VILLARROEL,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,504,504
PUNA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,1861,1861
PUNATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,225,225
QUIABAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,150,150
QUILLACOLLO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,2207,2207
QUIME,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,165,165
QUIRUSILLAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,57,57
RAQAYPAMPA(ETA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,430,430
RAVELO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,1879,1879
RIBERALTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,448,448
ROBORE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,391,391
RURRENABAQUE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,524,524
SABAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,186,186
SACABA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,3811,3811
SACABAMBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,373,373
SACACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,1193,1193
SAIPINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,234,234
SALINAS DE GARCI MENDOZA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,542,542
SAMAIPATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,222,222
SAN AGUSTIN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,29,29
SAN ANDRES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,88,88
SAN ANDRES DE MACHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,306,306
SAN ANTONIO DE ESMORUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,11,11
SAN ANTONIO DE LOMERIO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,195,195
SAN BENITO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,874,874
SAN BORJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,383,383
SAN BUENA VENTURA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,185,185
SAN CARLOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,327,327
SAN IGNACIO DE VELASCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,1606,1606
SAN JAVIER(STC),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,168,168
SAN JOAQUIN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,76,76
SAN JOSE DE CHIQUITOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,208,208
SAN JUAN DE YAPACANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,142,142
SAN JULIAN,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,1578,1578
SAN LORENZO(PND),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,127,127
SAN LORENZO(TJA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,172,172
SAN LUCAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,2215,2215
SAN MATIAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,251,251
SAN MIGUEL DE VELASCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,357,357
SAN PABLO DE LIPEZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,139,139
SAN PEDRO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,413,413
SAN PEDRO DE BUENA VISTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,1491,1491
SAN PEDRO DE CURAHUARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,296,296
SAN PEDRO DE QUEMES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,43,43
SAN PEDRO DE TIQUINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,372,372
SAN PEDRO(PND),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,75,75
SAN RAFAEL,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,146,146
SAN RAMON SCZ,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,99,99
SANTA ANA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,206,206
SANTA CRUZ DE LA SIERRA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,9427,9427
SANTA ROSA DEL SARA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,750,750
SANTIAGO DE CALLAPA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,657,657
SANTIAGO DE HUARI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,529,529
SANTIAGO DE HUATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,501,501
SANTIAGO DE MACHACA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,291,291
SANTIVAÑES,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,492,492
SANTUARIO DE QUILLACAS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,234,234
SAPAHAQUI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,404,404
SENA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,37,37
SHINAOTA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,486,486
SICA SICA (VILLA AROMA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,469,469
SICAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,253,253
SIPE SIPE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,1280,1280
SOPACHUY,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,113,113
SORACACHI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,785,785
SORATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,704,704
SUCRE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,2866,2866
TACACHI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,93,93
TACACOMA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,153,153
TACOBAMBA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,489,489
TACOPAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,900,900
TAHUA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,85,85
TAPACARI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,1810,1810
TARABUCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,588,588
TARACO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,251,251
TARATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,297,297
TARIJA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,2463,2463
TARVITA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,52,52
TEOPONTE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,131,131
TIAHUANACU,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,426,426
TINGUIPAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,1356,1356
TIPUANI,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,163,163
TIQUIPAYA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,1325,1325
TIRAQUE (CBBA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,879,879
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,85,85
TOCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,384,384
TODOS SANTOS,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,17,17
TOLATA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,278,278
TOLEDO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,465,465
TOMAVE,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,888,888
TOMINA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,533,533
TORO TORO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,536,536
TOTORA(CBBA),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,575,575
TOTORA(ORR),micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,397,397
TRIGAL,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,147,147
TRINIDAD,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,77,77
TUPIZA,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,964,964
TURCO,micronutrientes,adultos(as) mayores de 60 anos que reciben complemento nutricional,2019-03-01,241,241
