,group,variable,month,SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,TOTALES
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,1,2,3
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,5,61,66
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,7,71,78
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,0,1,1
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,0,4,4
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,0,3,3
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,1,3,4
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,7,10,17
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,1,2,3
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,188,463,651
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,1,8,9
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,0,1,1
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,0,5,5
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,77,160,237
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,100,316,416
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,6,10,16
TITO YUPANQUI (PARQUIPUJIO),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,0,1,1
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,0,3,3
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,6,186,192
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,39,108,147
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,0,4,4
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,7,13,20
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,50,71,121
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,1,0,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,1,2,3
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,1,4,5
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,0,3,3
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,2,1,3
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,2,4,6
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,1,6,7
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,0,1,1
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,1,0,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-03-01,1,3,4
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,38,78,116
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,11,0,11
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,2,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,6,5,11
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,51,124,175
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,11,11
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,1,2,3
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,1,0,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,3,1,4
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,1,0,1
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,5,39,44
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,3,3
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,4,4
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,1,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,18,27,45
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,38,81,119
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,90,684,774
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,3,3
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,1,0,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,1,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,1,6,7
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,4,4
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,72,570,642
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,2,2
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,1,0,1
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,2,1,3
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,2,0,2
EUREKA (SANTOS MERCADO),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,2,2
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,1,0,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,1,2,3
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,1,0,1
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,227,124,351
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,1,1,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,2,0,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,446,1001,1447
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,1,1
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,2,2
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,2,3,5
MAPIRI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,1,1
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,2,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,1,6,7
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,44,45,89
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,6,6
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,190,374,564
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,4,3,7
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,19,127,146
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,1,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,12,15,27
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,131,227,358
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,56,6,62
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,2,2
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,9,9,18
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,2,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,25,8,33
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,1,2,3
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,25,25
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,24,51,75
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,3,2,5
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,1,1
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,1,1,2
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,1,1
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,1,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,4,4,8
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,71,81,152
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,239,598,837
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,3,5,8
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,77,77
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,3,3
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,28,353,381
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,3,3,6
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,1,1
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,70,381,451
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,1,0,1
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,16,1,17
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,1,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,4,16,20
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,2,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,10,196,206
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,38,63,101
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,1,1
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,7,124,131
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,57,90,147
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,2,62,64
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,4,7,11
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,1,1,2
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,1,2,3
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,4,6,10
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,1,1,2
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,1,0,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-04-01,3,2,5
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,53,98,151
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,5,12,17
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,1,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,42,78,120
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,4,4,8
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,2,2
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,7,2,9
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,3,3
CARIPUYO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,1,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,1,7,8
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,2,6,8
CHOQUE COTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,1,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,16,17,33
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,5,10,15
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,84,717,801
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,4,7,11
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,3,2,5
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,1,3,4
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,2,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,56,568,624
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,1,3,4
EUREKA (SANTOS MERCADO),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,1,1,2
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,1,0,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,2,2
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,3,4,7
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,2,6,8
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,1,2,3
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,610,1400,2010
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,4,4
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,6,10,16
MAPIRI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,1,1
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,3,3
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,38,53,91
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,1,2,3
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,3,3
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,48,440,488
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,37,55,92
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,2,0,2
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,3,3
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,1,2,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,27,117,144
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,1,0,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,1,0,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,1,3,4
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,255,255
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,2,2
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,1,1,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,4,15,19
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,13,13
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,27,48,75
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,2,0,2
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,2,2,4
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,1,1,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,2,5,7
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,62,78,140
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,167,457,624
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,2,5,7
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,90,90
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,9,15,24
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,18,329,347
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,3,1,4
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,39,156,195
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,2,0,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,3,12,15
TOLATA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,1,2,3
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,2,2
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,0,1,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,1,5,6
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,3,169,172
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,37,66,103
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,2,1,3
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,4,1,5
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,11,29,40
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",sobrepeso en mayores de 5 anos,2013-05-01,60,97,157
