,group,variable,month,CÁNCER CERVICOUTERINO CANTIDAD,CÁNCER CERVICOUTERINO CANTIDAD,TOTALES
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,31,31
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,37,37
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,1,1
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,1,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,15,15
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,3,3
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,1,1
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,1,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,1,1
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-07-01,0,6,6
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,3,3
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,3,3
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,2,2
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,1,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,39,39
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,18,18
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,1,1
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,2,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,3,3
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,72,72
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,1,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,1,1
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,4,4
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,1,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,3,3
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,1,1
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,3,3
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,1,1
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,37,37
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,36,36
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,11,11
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,1,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,11,11
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,4,4
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-08-01,0,2,2
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,2,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,2,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,2,2
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,1,1
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,3,3
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,1,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,67,67
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,2,2
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,12,12
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,2,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,3,3
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,66,66
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,4,4
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,2,2
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,2,2
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,1,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,2,2
REYES,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,1,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,4,4
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,1,1
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,1,1
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,1,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,1,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,2,2
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,2,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,41,41
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,1,1
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,2,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,19,19
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,14,14
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,1,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,3,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,5,5
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,2,2
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,1,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,1,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-09-01,0,2,2
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,1,1
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,2,2
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,6,6
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,1,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,57,57
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,2,2
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,5,5
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,25,25
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,1,1
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,13,13
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,7,7
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,1,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,2,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,75,75
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,1,1
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,1,1
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,2,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,6,6
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,1,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,3,3
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,1,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,3,3
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,2,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,1,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,1,1
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,39,39
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,16,16
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,2,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,13,13
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,1,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,14,14
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,1,1
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,2,2
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-10-01,0,1,1
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,1,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,2,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,2,2
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,1,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,55,55
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,11,11
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,5,5
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,58,58
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,11,11
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,1,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,2,2
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,1,1
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,2,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,1,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,1,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,2,2
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,2,2
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,31,31
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,12,12
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,6,6
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,2,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,4,4
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,1,1
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,3,3
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-11-01,0,38,38
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,1,1
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,1,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,5,5
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,35,35
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,3,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,17,17
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,1,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,1,1
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,43,43
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,3,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,1,1
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,3,3
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,2,2
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,1,1
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,2,2
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,1,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,3,3
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,23,23
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,33,33
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,8,8
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,5,5
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cancer cervicouterino,2013-12-01,0,1,1
