,group,variable,month,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TOTALES,TOTALES,TOTALES
MOROCHATA,leishmaniasis,tratamientos de leishmania cutanea,2016-08-01,1,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2016-08-01,0,0,1,1,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),leishmaniasis,tratamientos de leishmania cutanea,2016-08-01,1,0,0,0,1,0,1
PADCAYA,leishmaniasis,tratamientos de leishmania cutanea,2016-08-01,3,0,1,0,4,0,4
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2016-08-01,1,1,0,0,1,1,2
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2016-08-01,2,0,2,0,4,0,4
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2016-08-01,0,0,1,0,1,0,1
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2016-08-01,2,0,1,0,3,0,3
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2016-08-01,4,3,0,0,4,3,7
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2016-08-01,7,2,4,2,11,4,15
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2016-08-01,2,1,0,1,2,2,4
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2016-08-01,2,0,0,0,2,0,2
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2016-08-01,3,0,3,0,6,0,6
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2016-08-01,1,0,1,0,2,0,2
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2016-08-01,1,6,1,4,2,10,12
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2016-08-01,2,0,0,0,2,0,2
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,2,0,2,0,4,0,4
BAURES,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,1,0,0,0,1,0,1
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,2,0,0,0,2,0,2
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,3,1,3,0,6,1,7
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,5,5,4,5,9,10,19
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,0,0,6,2,6,2,8
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,2,0,0,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,3,3,2,6,5,9,14
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,33,0,27,1,60,1,61
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,3,3,1,0,4,3,7
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,1,1,0,0,1,1,2
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,8,2,4,0,12,2,14
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,1,0,1,0,2,0,2
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,3,1,3,0,6,1,7
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,1,1,0,0,1,1,2
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,0,1,0,0,0,1,1
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,1,0,0,0,1,0,1
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,4,1,1,0,5,1,6
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,3,6,1,0,4,6,10
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,12,6,5,13,17,19,36
NUEVO MANOA (NUEVA ESPERANZA),leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,0,0,1,0,1,0,1
PADCAYA,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,0,0,1,1,1,1,2
PADILLA,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,1,0,0,0,1,0,1
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,6,6,3,4,9,10,19
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,2,0,2,0,4,0,4
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,6,0,0,0,6,0,6
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,0,1,0,0,0,1,1
REYES,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,4,1,1,0,5,1,6
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,1,1,1,1,2,2,4
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,5,0,3,1,8,1,9
SAN ANTONIO DE LOMERIO,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,1,0,0,0,1,0,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,8,1,4,0,12,1,13
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,2,2,1,0,3,2,5
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,0,1,0,0,0,1,1
SAN JUAN DE YAPACANI,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,1,0,0,0,1,0,1
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,1,0,0,0,1,0,1
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,0,0,1,0,1,0,1
SENA,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,1,0,1,0,2,0,2
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,1,0,1,0,2,0,2
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2016-09-01,4,3,2,1,6,4,10
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,1,3,1,3,2,6,8
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,0,0,2,1,2,1,3
BAURES,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,1,0,0,0,1,0,1
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,2,0,3,0,5,0,5
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,1,1,1,0,2,1,3
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,1,0,2,0,3,0,3
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,2,0,3,0,5,0,5
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,0,0,2,1,2,1,3
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,17,0,33,1,50,1,51
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,2,2,2,0,4,2,6
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,1,0,0,0,1,0,1
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,1,0,1,0,2,0,2
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,0,0,1,0,1,0,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,4,0,4,2,8,2,10
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,1,0,0,0,1,0,1
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,2,2,1,2,3,4,7
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,0,0,1,0,1,0,1
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,0,0,0,4,0,4,4
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,7,2,2,2,9,4,13
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,3,3,12,6,15,9,24
MAPIRI,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,0,2,0,0,0,2,2
MOROCHATA,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,1,0,0,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,1,1,0,1,1,2,3
PADCAYA,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,1,1,0,0,1,1,2
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,3,2,3,0,6,2,8
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,1,0,2,0,3,0,3
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,0,1,0,1,0,2,2
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,20,1,20,0,40,1,41
REYES,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,0,0,3,1,3,1,4
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,1,0,5,1,6,1,7
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,6,1,9,0,15,1,16
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,2,0,1,0,3,0,3
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,8,1,6,1,14,2,16
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,2,1,4,2,6,3,9
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,1,0,2,0,3,0,3
SANTA CRUZ DE LA SIERRA,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,1,0,0,0,1,0,1
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,0,1,0,0,0,1,1
SUCRE,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,0,0,1,0,1,0,1
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,1,1,1,1,2,2,4
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,4,0,0,0,4,0,4
URIONDO (A. CONCEPCION),leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,1,0,0,0,1,0,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2016-10-01,7,2,2,3,9,5,14
BAURES,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,0,0,1,0,1,0,1
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,1,1,1,1,2,2,4
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,0,0,0,1,0,1,1
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,1,0,0,0,1,0,1
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,5,5,5,5,10,10,20
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,7,3,0,0,7,3,10
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,3,1,5,1,8,2,10
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,14,1,16,2,30,3,33
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,7,0,1,1,8,1,9
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,1,0,1,0,2,0,2
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,0,1,0,0,0,1,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,3,0,4,0,7,0,7
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,1,0,1,0,2,0,2
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,2,1,1,1,3,2,5
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,2,0,1,0,3,0,3
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,1,0,0,0,1,0,1
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,2,2,0,0,2,2,4
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,18,8,3,3,21,11,32
LA PAZ,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,1,0,0,0,1,0,1
MAPIRI,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,1,0,0,2,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,1,0,1,0,2,0,2
PADCAYA,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,0,0,1,1,1,1,2
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,0,2,0,0,0,2,2
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,2,0,0,0,2,0,2
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,5,1,2,2,7,3,10
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,2,0,0,0,2,0,2
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,3,1,2,0,5,1,6
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,0,0,2,1,2,1,3
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,1,0,0,0,1,0,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,1,0,7,1,8,1,9
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,1,1,2,0,3,1,4
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,0,1,0,0,0,1,1
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,0,1,0,0,0,1,1
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,2,1,2,1,4,2,6
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,2,2,0,0,2,2,4
URIONDO (A. CONCEPCION),leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,0,0,1,0,1,0,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2016-11-01,12,11,8,7,20,18,38
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,0,1,0,1,0,2,2
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,9,3,9,3,18,6,24
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,13,8,16,8,29,16,45
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,3,1,2,0,5,1,6
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,3,0,0,0,3,0,3
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,8,0,7,0,15,0,15
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,0,0,4,0,4,0,4
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,1,0,1,0,2,0,2
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,0,0,1,1,1,1,2
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,1,1,0,1,1,2,3
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,4,0,3,0,7,0,7
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,0,0,3,1,3,1,4
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,1,0,1,0,2,0,2
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,0,0,1,0,1,0,1
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,2,0,0,1,2,1,3
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,12,4,18,8,30,12,42
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,0,1,1,0,1,1,2
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,1,3,1,2,2,5,7
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,2,0,1,0,3,0,3
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,2,0,2,0,4,0,4
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,1,1,1,0,2,1,3
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,5,1,5,2,10,3,13
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,1,0,0,0,1,0,1
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,0,0,1,0,1,0,1
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,0,2,0,0,0,2,2
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,1,0,1,0,2,0,2
SAN RAMON SCZ,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,1,0,0,0,1,0,1
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,0,0,0,1,0,1,1
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,2,0,0,0,2,0,2
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,0,4,0,1,0,5,5
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,4,0,0,0,4,0,4
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,9,4,8,7,17,11,28
YAPACANI,leishmaniasis,tratamientos de leishmania cutanea,2016-12-01,0,0,1,2,1,2,3
