,group,variable,month,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,TOTALES
FILADELFIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,1,2
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,1,2
GUTIERREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,0,2,2
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,0,1
INCAHUASI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,0,2,2
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,2,3
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,15,3,18
LAJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,0,1
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,2,0,2
MACHARETI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,0,1,1
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,2,1,3
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,0,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,6,1,7
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,2,3,5
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,4,2,6
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,3,0,3
REYES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,0,1,1
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,5,3,8
SAN ANDRES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,2,0,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,55,30,85
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,1,2
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,0,1
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,2,0,2
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,8,1,9
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,3,0,3
TEOPONTE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,0,1
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,3,1,4
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,3,0,3
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,1,2
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,2,1,3
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,1,0,1
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,4,1,5
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,0,5,5
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,7,2,9
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-04-01,5,2,7
ARBIETO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,0,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,1,2
BUENA VISTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,2,0,2
"CAIZA ""D""",tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,0,1,1
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,1,2
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,0,2,2
CHARAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,0,2,2
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,3,0,3
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,9,8,17
COMARAPA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,1,2
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,3,4
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,2,0,2
COTAGAITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,0,1
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,4,1,5
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,0,2,2
CULPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,0,1
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,8,5,13
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,2,1,3
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,3,4
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,0,1
GUTIERREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,0,1
INCAHUASI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,3,0,3
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,6,1,7
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,14,7,21
MACHARETI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,0,1
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,1,2
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,2,0,2
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,4,1,5
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,6,1,7
PADILLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,0,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,2,3
PUCARANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,8,3,11
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,2,0,2
QUIME,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,1,2
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,0,3,3
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,45,28,73
SANTA ROSA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,3,1,4
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,0,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,4,3,7
TAPACARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,0,1,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,6,1,7
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,4,1,5
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,0,3,3
TOMINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,0,1
TORO TORO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,2,0,2
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,2,3
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,1,0,1
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,3,0,3
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,3,1,4
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,2,3,5
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-05-01,7,3,10
ACHACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,0,1,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,3,1,4
BETANZOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,0,1,1
BUENA VISTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,2,0,2
"CAIZA ""D""",tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,0,1
CAMARGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,3,0,3
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,5,3,8
CARAPARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,0,1
CHALLAPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,0,2,2
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,0,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,3,0,3
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,7,5,12
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,0,1
COLQUIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,0,1
CONCEPCION,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,0,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,0,1
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,2,0,2
COTAGAITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,0,1
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,2,0,2
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,8,7,15
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,0,1
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,2,0,2
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,3,1,4
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,8,11,19
LAGUNILLAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,0,1
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,2,0,2
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,9,2,11
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,2,0,2
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,2,0,2
PUCARANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,5,1,6
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,5,0,5
RAQAYPAMPA(ETA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,0,1,1
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,2,3
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,2,0,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,31,22,53
SENA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,1,2
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,3,1,4
TACACOMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,0,1,1
TARABUCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,0,1
TARVITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,0,1,1
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,5,2,7
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,2,1,3
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,0,1
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,1,2
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,0,1
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,2,4,6
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,0,1,1
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,1,6,7
ZUDAÑEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-06-01,0,1,1
ACHOCALLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,0,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,0,1,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,3,2,5
CHALLAPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,0,1
CHARAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,0,1,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,3,3,6
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,2,1,3
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,4,1,5
CULPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,0,1,1
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,6,5,11
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,3,0,3
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,2,0,2
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,3,1,4
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,3,2,5
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,1,2
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,8,4,12
OKINAWA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,0,1,1
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,2,0,2
PORONGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,0,1
PORTACHUELO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,0,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,2,2,4
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,3,0,3
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,0,1
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,0,1,1
SAIPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,2,3
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,2,1,3
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,69,28,97
SANTA ROSA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,0,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,0,1
TARACO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,0,1,1
TARATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,0,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,7,4,11
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,1,0,1
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,2,0,2
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,7,3,10
YAMPARAEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,0,1,1
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-07-01,5,4,9
ALCALA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,1,0,1
APOLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,1,0,1
ARQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,1,0,1
AYATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,1,0,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,1,0,1
BUENA VISTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,1,0,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,4,3,7
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,1,0,1
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,0,1,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,3,1,4
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,7,7,14
COLPA BELGICA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,1,0,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,3,0,3
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,1,5,6
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,5,2,7
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,2,2,4
ENTRE RIOS TRJ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,0,2,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,2,2,4
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,0,1,1
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,4,0,4
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,11,2,13
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,5,7,12
LAJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,1,0,1
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,0,1,1
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,1,0,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,3,7,10
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,3,2,5
PRESTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,1,2,3
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,3,2,5
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,4,3,7
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,2,2,4
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,0,2,2
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,2,1,3
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,0,1,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,0,2,2
SAN PEDRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,58,35,93
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,2,0,2
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,2,0,2
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,2,0,2
TAPACARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,1,0,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,1,0,1
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2020-08-01,2,0,2
