,group,variable,month,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,TOTALES
CHARAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,4,2,6
CUATRO CAÑADAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,3,0,3
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,6,2,8
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,1,0,1
HUACARETA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,4,5,9
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,1,0,1
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,4,0,4
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,2,2,4
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,2,1,3
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,20,15,35
SANTA ROSA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,6,1,7
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,1,1,2
TOLATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,0,1,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,1,1,2
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-10-01,2,0,2
CAJUATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,0,1,1
CAMIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,1,1,2
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,15,6,21
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,1,0,1
COROICO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,1,0,1
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,8,5,13
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,7,7,14
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,0,1,1
MIZQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,2,0,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,5,1,6
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,1,0,1
PELECHUCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,1,1,2
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,4,2,6
RURRENABAQUE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,1,3,4
SAIPINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,13,10,23
TARACO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,1,0,1
TARATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,1,2,3
TIRAQUE (CBBA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,0,1,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,0,1,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,0,1,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,2,1,3
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,1,0,1
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-11-01,1,1,2
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,1,0,1
CHARAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,0,1,1
CHIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,3,10,13
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,0,1,1
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,0,1,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,10,5,15
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,2,0,2
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,5,5,10
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,2,0,2
MACHACAMARCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,1,0,1
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,2,1,3
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,5,3,8
PATACAMAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,1,0,1
PORONGO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,1,1,2
PUNA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,0,3,3
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,1,0,1
ROBORE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,23,8,31
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,7,1,8
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,2,0,2
TIPUANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,1,1,2
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,2,0,2
VITICHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,1,0,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,2,1,3
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2020-12-01,1,0,1
