,group,variable,month,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-07-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-07-01,0,1,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-07-01,0,1,1
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-07-01,1,1,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,0,2,2
BUENA VISTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,0,1,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,1,2,3
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,0,1,1
CLIZA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,0,1,1
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,0,0,0
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,3,1,4
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,1,0,1
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,3,1,4
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,2,1,3
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,0,2,2
PRESTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,1,1,2
PUERTO SUAREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,2,1,3
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,1,0,1
SAIPINA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,8,12,20
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,2,0,2
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,0,1,1
SORATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,1,0,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,0,1,1
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,0,3,3
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-08-01,1,1,2
ARQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,1,0,1
CAJUATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,0,1,1
CAPINOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,0,1,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,1,0,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,0,2,2
CLIZA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,0,1,1
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,1,1,2
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,1,2,3
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,1,1,2
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,2,2,4
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,3,3,6
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,2,1,3
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,3,0,3
PUERTO SUAREZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,2,2,4
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,0,2,2
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,1,0,1
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,3,0,3
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,8,8,16
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,0,1,1
TIPUANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,0,1,1
TOMINA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,1,1,2
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,2,5,7
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,2,1,3
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,0,1,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,2,1,3
ZUDAÑEZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-09-01,2,0,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,2,0,2
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,0,1,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,3,3,6
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,1,1,2
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,2,0,2
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,0,1,1
CONCEPCION,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,1,0,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,0,2,2
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,1,0,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,2,2,4
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,4,3,7
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,0,1,1
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,1,2,3
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,5,4,9
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,2,3,5
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,3,4,7
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,1,1,2
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,2,0,2
SAN RAMON SCZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,15,15,30
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,0,1,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,2,1,3
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,2,1,3
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,2,2,4
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,1,2,3
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,1,4,5
YANACACHI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-10-01,1,0,1
ARBIETO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,1,1,2
ARQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,1,1,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,2,0,2
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,1,1,2
COCAPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,6,13,19
COLOMI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,0,1,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,5,1,6
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,1,1,2
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,3,5,8
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,0,1,1
GUAQUI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,0,2,2
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,1,2,3
MIZQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,2,0,2
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,0,1,1
PATACAMAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,0,2,2
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,1,1,2
ROBORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,0,1,1
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,0,1,1
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,2,1,3
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,1,1,2
SAN PEDRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,17,14,31
SANTIAGO DE HUATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,0,1,1
SORATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,1,1,2
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,0,1,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,1,4,5
TORO TORO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,1,1,2
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,0,1,1
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,4,5,9
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,1,0,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-11-01,2,1,3
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,0,1,1
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,0,1,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,0,2,2
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,0,1,1
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,1,2,3
CORIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,0,2,2
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,1,0,1
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,4,2,6
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,0,2,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,1,1,2
GENERAL SAAVEDRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,1,1,2
HUANUNI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,3,1,4
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,2,1,3
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,2,2,4
LAGUNILLAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,1,0,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,2,4,6
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,1,0,1
PUERTO GONZALO MORENO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,4,3,7
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,1,0,1
SAN JAVIER(STC),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,16,15,31
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,3,1,4
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,1,1,2
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,1,0,1
TIPUANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,1,1,2
VIACHA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,1,1,2
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,0,2,2
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2020-12-01,0,1,1
