,group,variable,month,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,1,2,3
SAN BENITO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,1,1,2
SAN BORJA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,11,12,23
SAN BUENA VENTURA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,1,0,1
SAN CARLOS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,13,7,20
SAN IGNACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,13,5,18
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,17,10,27
SAN JAVIER(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,4,0,4
SAN JOAQUIN,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,4,2,6
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,8,5,13
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,9,7,16
SAN JULIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,45,29,74
SAN LORENZO(PND),tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,2,1,3
SAN LORENZO(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,5,7,12
SAN LUCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,7,6,13
SAN MATIAS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,0,4,4
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,2,8,10
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,12,5,17
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,8,11,19
SAN PEDRO DE QUEMES,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,1,1,2
SAN PEDRO(PND),tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,0,1,1
SAN RAFAEL,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,1,0,1
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,3,3,6
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,569,478,1047
SANTA ROSA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,1,1,2
SANTA ROSA DEL SARA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,18,22,40
SANTIAGO DE HUARI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,4,5,9
SANTIAGO DE HUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,2,0,2
SANTIAGO DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,0,1,1
SANTIVAÑES,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,1,2,3
SANTUARIO DE QUILLACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,4,2,6
SAPAHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,2,0,2
SHINAOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,24,14,38
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,1,1,2
SICAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,1,1,2
SIPE SIPE,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,9,21,30
SOPACHUY,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,3,5,8
SORACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,2,1,3
SORATA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,5,5,10
SUCRE,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,89,99,188
TACACOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,7,3,10
TACOBAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,1,3,4
TACOPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,0,2,2
TAPACARI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,7,4,11
TARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,6,6,12
TARACO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,0,1,1
TARATA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,4,2,6
TARIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,641,37,678
TARVITA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,5,10,15
TEOPONTE,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,4,0,4
TINGUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,9,11,20
TIPUANI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,18,9,27
TIQUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,11,11,22
TIRAQUE (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,10,6,16
TOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,12,6,18
TOLATA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,2,0,2
TOLEDO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,1,4,5
TOMAVE,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,2,2,4
TOMINA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,1,4,5
TORO TORO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,5,10,15
TOTORA(CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,3,2,5
TOTORA(ORR),tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,5,3,8
TRIGAL,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,85,36,121
TUPIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,22,23,45
TURCO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,3,1,4
UNCIA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,22,7,29
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,2,0,2
URUBICHA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,2,1,3
UYUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,2,4,6
VACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,2,2,4
VALLEGRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,4,8,12
VIACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,11,7,18
VILA VILA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,4,0,4
VILLA CHARCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,4,8,12
VILLA MONTES,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,16,22,38
VILLA NUEVA (LOMA ALTA),tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,1,0,1
VILLA RIVERO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,1,2,3
VILLA TUNARI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,28,32,60
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,0,1,1
VILLAZON,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,17,6,23
VINTO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,13,16,29
VITICHI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,2,3,5
WARNES,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,53,48,101
YACUIBA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,60,58,118
YAMPARAEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,0,8,8
YANACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,0,2,2
YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,116,103,219
YOTALA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,3,1,4
YUNCHARA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,4,6,10
ZUDAÑEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2020-03-01,5,5,10
ACHACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,1,2
AIQUILE,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,2,3
ALCALA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,1,1
ALTO BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,1,4
ANCORAIMES,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
ANZALDO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,1,3
APOLO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,2,5
ARBIETO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,0,2
ARQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,2,5
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,2,4
ATOCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,1,4
AYATA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,10,8,18
AZURDUY,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,5,6
BELEN DE ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
BERMEJO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,10,9,19
BETANZOS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,6,8,14
BOLPEBRA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,2,2
BOYUIBE,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,5,2,7
CABEZAS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,8,5,13
"CAIZA ""D""",tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,7,9
CAJUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
CALAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,2,2
CAMARGO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,4,4
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,2,4
CAMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,11,4,15
CAPINOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,6,4,10
CARACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,2,4
CARANAVI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,37,24,61
CARAPARI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,7,4,11
CARIPUYO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,0,2
CHALLAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,13,3,16
CHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,1,3
CHARAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,3,6
CHAYANTA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,4,1,5
CHIMORE,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,2,5
CHOQUE COTA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,9,5,14
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,4,3,7
CKOCHAS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,3,4
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,28,10,38
COCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,2,2
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,47,42,89
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,2,4
"COLCHA ""K""",tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,1,2
COLLANA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
COLPA BELGICA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,3,3
COLQUECHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,6,8
COLQUENCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
COLQUIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,1,1
CONCEPCION,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,5,2,7
CORIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,7,10
COROICO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,4,6
CORQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
COTAGAITA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,6,8
COTOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,16,18,34
CUATRO CAÑADAS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,5,8,13
CUEVO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,0,3
CULPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,4,2,6
CURAHUARA DE CARANGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,1,1
EL ALTO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,156,94,250
EL CHORO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,2,2
EL PUENTE(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
EL PUENTE(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,3,4
EL TORNO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,8,9,17
EL VILLAR,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,1,2
ENTRE RIOS TRJ,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,12,7,19
EUCALIPTUS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,0,2
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,2,3
FILADELFIA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,1,2
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,6,2,8
GUAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,11,7,18
GUTIERREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,5,6
HUACARETA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,2,2
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,8,2,10
HUARINA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,0,2
HUATAJATA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,0,2
HUAYLLAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
ICLA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,1,3
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,3,5
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,5,8
IXIAMAS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,1,2
JESUS DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,6,2,8
LA ASUNTA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,9,10,19
LA GUARDIA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,30,23,53
LA PAZ,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,78,48,126
LAGUNILLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
LAJA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
LAS CARRERAS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,1,2
LLALLAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,10,6,16
MAGDALENA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,1,1
MAPIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,9,6,15
MINEROS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,0,3
MIZQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,5,2,7
MOCOMOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,2,3
MOJOCOYA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,2,2
MONTEAGUDO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,5,4,9
MONTERO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,44,21,65
MOROCHATA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,5,0,5
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,5,6
OCURI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,6,9
OKINAWA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,1,4
OMEREQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,1,1
ORURO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,38,34,72
PADCAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,1,3
PADILLA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,4,3,7
PAILON,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,3,6
PALCA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,1,3
PALOS BLANCOS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,14,5,19
PAMPA GRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,1,2
PASORAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
PAZÑA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,1,1
POCOATA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,0,2
POCONA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,2,4
POJO (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
POOPO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,1,1
POROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,4,7
PORONGO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,3,4
PORTACHUELO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,1,3
PORVENIR,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
POTOSI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,11,26,37
PRESTO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,5,8
PUCARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
PUERTO ACOSTA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,1,1
PUERTO GONZALO MORENO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,1,1
PUERTO RICO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,0,3
PUERTO SUAREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,1,4
PUERTO VILLARROEL,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,23,25,48
PUNATA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,4,2,6
QUILLACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,16,5,21
QUIME,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,1,4
RAQAYPAMPA(ETA),tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,1,1
RAVELO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,6,9
REYES,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,0,2
RIBERALTA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,26,21,47
ROBORE,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,1,4
RURRENABAQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,5,2,7
SABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,0,2
SACABA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,22,11,33
SACABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,0,2
SACACA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,2,4
SAIPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,1,3
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,1,2
SAN ANDRES,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,1,1
SAN BORJA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,7,5,12
SAN CARLOS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,2,5
SAN IGNACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,4,2,6
SAN JAVIER(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,1,2
SAN JOAQUIN,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,3,4
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,6,1,7
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,1,2
SAN JULIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,20,14,34
SAN LORENZO(PND),tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,1,4
SAN LORENZO(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,4,4
SAN LUCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,6,8
SAN MATIAS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,2,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,0,3
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,7,6,13
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,5,5,10
SAN PEDRO DE CURAHUARA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
SAN PEDRO DE TIQUINA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
SAN PEDRO(PND),tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,1,2
SAN RAFAEL,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,1,2
SAN RAMON BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,2,1,3
SAN RAMON SCZ,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,5,5
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,272,138,410
SANTA ROSA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
SANTA ROSA DEL SARA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,7,11,18
SANTIAGO DE HUARI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
SANTUARIO DE QUILLACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
SENA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
SHINAOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,10,7,17
SICAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,1,1
SIPE SIPE,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,4,0,4
SOPACHUY,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,5,8
SORATA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,4,2,6
SUCRE,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,31,19,50
TACACOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,0,2,2
TACOBAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
TACOPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
TAPACARI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,6,4,10
TARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,4,5
TARACO,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,2,3
TARATA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
TARIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,27,17,44
TARVITA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,3,6
TEOPONTE,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,3,3,6
TIAHUANACU,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,1,0,1
TINGUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,5,3,8
TIPUANI,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,12,2,14
TIQUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2020-04-01,8,9,17
