,group,variable,month,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,Nº DE TBP BAAR (+) NUEVOS CURADOS CANTIDAD,TOTALES
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,2,0,2
CONCEPCION,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,1,1,2
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,0,1,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,4,1,5
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,1,0,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,3,5,8
FERNANDEZ ALONSO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,1,0,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,1,0,1
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,3,5,8
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,4,1,5
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,2,0,2
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,8,1,9
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,2,1,3
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,1,1,2
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,0,1,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,2,1,3
PRESTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,0,1,1
PUERTO SUAREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,3,0,3
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,2,0,2
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,3,3,6
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,5,0,5
RAQAYPAMPA(ETA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,1,1,2
RAVELO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,1,2,3
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,1,1,2
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,0,1,1
SAN LORENZO(TJA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,0,1,1
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,1,1,2
SANTA ANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,63,32,95
SANTA ROSA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,0,1,1
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,3,0,3
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,1,0,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,2,5,7
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,0,3,3
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,5,2,7
VILLA CHARCAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,2,0,2
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,3,2,5
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,1,0,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,3,1,4
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,4,3,7
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-05-01,3,2,5
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,0,1,1
BUENA VISTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,0,1,1
CAMARGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,1,0,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,7,1,8
CARAPARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,1,0,1
CKOCHAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,3,3,6
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,7,6,13
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,2,1,3
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,2,2,4
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,2,0,2
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,3,3,6
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,2,1,3
FERNANDEZ ALONSO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,1,0,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,1,0,1
INCAHUASI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,0,2,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,4,2,6
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,3,3,6
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,3,5,8
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,1,1,2
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,1,0,1
MIZQUE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,0,1,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,14,3,17
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,4,3,7
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,1,3,4
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,0,1,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,0,1,1
PUERTO CARABUCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,3,1,4
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,4,4,8
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,6,1,7
SAN BENITO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,0,2,2
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,2,1,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,54,27,81
SANTA ROSA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,2,0,2
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,1,0,1
SOPACHUY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,1,0,1
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,1,1,2
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,4,2,6
TACACOMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,2,2,4
TAPACARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,1,0,1
TARATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,5,1,6
UYUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,0,1,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,3,1,4
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,1,0,1
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,1,3,4
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,3,1,4
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-06-01,1,0,1
ALCALA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
AUCAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
AZURDUY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
CAIROMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
CAJUATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,5,1,6
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,3,4,7
COLCAPIRHUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,2,3
CONCEPCION,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,0,1,1
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,0,1,1
COTAGAITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,2,1,3
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,5,3,8
EL PUENTE(STC),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,2,0,2
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,2,3
ENTRE RIOS TRJ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
HUANUNI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
HUARINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,2,0,2
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,5,6,11
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,3,1,4
LLALLAGUA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,2,0,2
MOCOMOCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,8,1,9
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,2,2,4
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,3,0,3
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,0,1,1
PORTACHUELO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,3,0,3
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,2,0,2
PUERTO SUAREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,3,2,5
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,6,2,8
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,4,4,8
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,2,3
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,2,1,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,5,3,8
SANTA ANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,65,30,95
SENA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,2,2,4
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,2,0,2
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,3,3,6
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,4,1,5
TARVITA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,0,2,2
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,7,4,11
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
VILLA SERRANO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,3,2,5
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,3,2,5
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,5,4,9
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,0,1,1
YUNCHARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-07-01,0,1,1
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,0,1
APOLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,0,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,0,1
BETANZOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,3,0,3
"CAIZA ""D""",tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,0,1
CAMIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,1,2
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,3,2,5
CHALLAPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,0,1,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,2,0,2
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,7,4,11
COROICO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,0,1
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,0,1,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,4,3,7
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,1,2
ENTRE RIOS TRJ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,0,1,1
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,2,3
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,2,0,2
MACHARETI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,0,1,1
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,2,1,3
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,0,1,1
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,10,3,13
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,3,1,4
PALOS BLANCOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,2,0,2
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,0,1
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,4,3,7
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,4,2,6
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,0,1,1
SAN IGNACIO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,2,1,3
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,3,0,3
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,54,24,78
SANTA ROSA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,0,1
SANTA ROSA DEL SARA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,3,2,5
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,0,1
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,0,1,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,2,0,2
TACACOMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,0,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,4,4,8
TIPUANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,3,0,3
TIQUIPAYA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,1,2
TOCO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,0,1
VIACHA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,2,0,2
VILLA MONTES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,2,3
VILLAZON,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,2,0,2
VINTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,1,2,3
WARNES,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,3,1,4
YACUIBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,3,2,5
YAPACANI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-08-01,3,3,6
ACHACACHI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,0,1,1
APOLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,0,1,1
BERMEJO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,2,1,3
"CAIZA ""D""",tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,0,1
CARACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,0,1
CARANAVI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,3,0,3
CARMEN RIVERO TORREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,1,2
CHIMORE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,0,1
COBIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,0,1
COCHABAMBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,7,3,10
CONCEPCION,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,0,1
CORIPATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,2,3
COTOCA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,1,2
CUATRO CAÑADAS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,3,0,3
CULPINA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,0,1,1
EL ALTO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,7,2,9
EL TORNO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,2,0,2
GENERAL SAAVEDRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,1,2
GUANAY,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,3,2,5
LA GUARDIA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,2,1,3
LA PAZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,0,3,3
MAPIRI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,2,1,3
MINEROS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,1,2
MONTEAGUDO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,0,2,2
MONTERO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,11,3,14
ORURO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,4,0,4
PORONGO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,1,2
PORTACHUELO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,0,1
POTOSI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,1,2
PUERTO SUAREZ,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,2,4,6
PUNATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,5,3,8
RIBERALTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,1,2
SACABA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,0,1
SAN BENITO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,0,1
SAN CARLOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,1,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,2,0,2
SAN PEDRO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,0,1,1
SANTA ANA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,44,29,73
SHINAOTA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,2,3,5
SIPE SIPE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,2,3,5
SORATA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,0,1,1
SUCRE,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,4,3,7
TACACOMA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,0,1
TAPACARI,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,0,1
TARACO,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,0,1,1
TARIJA,tuberculosis y lepra,no de tbp baar (+) nuevos curados,2020-09-01,1,0,1
