,group,variable,month,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TOTALES
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,0,1,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,5,2,7
TACACOMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,2,0,2
TACOPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,0,1,1
TAPACARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
TARACO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,0,1,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,6,1,7
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,3,0,3
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,2,1,3
TORO TORO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,6,5,11
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,0,2,2
URIONDO (A. CONCEPCION),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,1,2
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,3,0,3
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,3,1,4
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,1,0,1
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,3,4,7
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,9,3,12
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-03-01,2,5,7
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,2,1,3
"CAIZA ""D""",tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,2,2,4
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,1,2
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
CARACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,5,4,9
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,4,1,5
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,0,1,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,14,5,19
CONCEPCION,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,1,2
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,0,1,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,4,3,7
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,0,1,1
CURAHUARA DE CARANGAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,0,1,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,18,8,26
EL CHORO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,0,1,1
ENTRE RIOS TRJ,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,0,2,2
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,0,3,3
FILADELFIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,1,2
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,2,3
GUTIERREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,2,3
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
INCAHUASI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,2,3
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,0,1,1
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,2,3
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,19,12,31
LAJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,2,0,2
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,1,2
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,0,1,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,7,3,10
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,3,4,7
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,1,2
PATACAMAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,4,2,6
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,3,1,4
REYES,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,2,1,3
ROBORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,1,2
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,4,3,7
SAN ANDRES,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,2,0,2
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,2,0,2
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,0,1,1
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
SAN RAFAEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,77,40,117
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,1,2
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,1,2
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,2,0,2
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,8,2,10
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,6,3,9
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,3,0,3
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,3,1,4
TOMINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,4,0,4
URUBICHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,0,1,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,3,1,4
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,3,1,4
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,0,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,1,2
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,5,3,8
YACO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,1,1,2
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,7,2,9
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-04-01,4,2,6
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
ARBIETO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,1,2
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,2,0,2
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,0,1,1
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,1,2
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,2,3
CHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,0,2,2
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,3,0,3
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,2,2,4
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,6,5,11
COLOMI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,0,1,1
COMARAPA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,1,2
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,4,5
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,2,0,2
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,4,1,5
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,0,2,2
CULPINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,13,8,21
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,3,4
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
GUTIERREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
INCAHUASI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,6,1,7
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,20,10,30
LAGUNILLAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,1,2
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,2,0,2
MOCOMOCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,0,1,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,9,1,10
MOROCHATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,0,1,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,7,1,8
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
PORONGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,2,3
PUCARANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,7,3,10
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
QUIME,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,0,1,1
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,0,1,1
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,0,3,3
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,0,1,1
SAN JAVIER(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,0,1,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,50,30,80
SANTA ROSA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
SENA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,0,1,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,5,1,6
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,3,3,6
TAPACARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,0,1,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,4,2,6
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,4,1,5
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,3,4
TOMINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
TORO TORO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,2,1,3
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,2,3
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,3,0,3
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,1,0,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,2,0,2
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,3,2,5
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,2,3,5
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-05-01,7,3,10
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
ANTEQUERA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,0,1,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,3,1,4
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,0,1,1
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,2,0,2
"CAIZA ""D""",tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,2,0,2
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,5,3,8
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,0,2,2
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,4,0,4
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,6,5,11
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
COLQUIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
CONCEPCION,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,2,0,2
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,2,0,2
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,14,11,25
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,2,0,2
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,2,0,2
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,3,1,4
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,15,17,32
LICOMA PAMPA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,0,1,1
LURIBAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,0,1,1
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,2,0,2
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,0,1,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,11,4,15
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,5,1,6
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,2,0,2
PORONGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,0,1,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,2,3
PUCARANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,5,1,6
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,5,0,5
RAQAYPAMPA(ETA),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,1,2
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,2,3
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,48,30,78
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,0,1,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,1,2
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,3,3,6
TACACOMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,0,1,1
TARABUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,2,3
TARVITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,0,1,1
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,5,2,7
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,2,1,3
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,2,1,3
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,3,2,5
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,0,1,1
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,0,1
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,2,6,8
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,0,1,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,1,5,6
ZUDAÑEZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-06-01,0,1,1
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,0,1,1
ARBIETO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,1,0,1
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,1,0,1
BOYUIBE,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,0,1,1
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,1,0,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,2,1,3
CHALLAPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,1,0,1
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,0,1,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,2,0,2
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,6,3,9
"COLCHA ""K""",tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,0,1,1
COLQUECHACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,1,0,1
COLQUENCHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,0,1,1
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,2,0,2
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,1,0,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,4,1,5
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,0,1,1
CULPINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,0,1,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,22,8,30
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,0,1,1
ENTRE RIOS TRJ,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,3,0,3
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,0,1,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,1,0,1
GUTIERREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,2,0,2
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,3,0,3
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,2,1,3
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,3,1,4
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,9,4,13
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,1,1,2
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,9,2,11
OCURI,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,0,1,1
OKINAWA,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,0,1,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,0,3,3
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2020-07-01,2,0,2
