,group,variable,month,N° DE TBP BAAR (+) NUEVOS CANTIDAD,N° DE TBP BAAR (+) NUEVOS CANTIDAD,TOTALES
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,0,1,1
FILADELFIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,1,2
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,0,2,2
GUTIERREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,0,2,2
HUANUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,0,1
INCAHUASI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,1,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,2,3
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,2,3
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,7,4,11
LAJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,0,1
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,0,1
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,1,2
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,1,2
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,6,3,9
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,2,1,3
PADCAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,0,2,2
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,4,2,6
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,2,1,3
REYES,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,2,1,3
ROBORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,1,2
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,3,3,6
SAN ANDRES,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,0,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,0,1,1
SAN CARLOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,2,0,2
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,2,0,2
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,0,2,2
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,0,1
SAN RAFAEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,56,33,89
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,0,1
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,1,2
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,1,2
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,4,0,4
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,3,4,7
TEOPONTE,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,3,0,3
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,3,1,4
TOMINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,4,0,4
URUBICHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,0,1,1
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,1,2
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,4,1,5
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,0,1
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,1,2
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,4,2,6
YACO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,1,1,2
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,6,2,8
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-04-01,3,2,5
ARBIETO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,1,2
BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,2,0,2
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,0,1,1
CAMIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,1,2
CHARAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,0,2,2
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,2,0,2
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,2,2,4
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,10,7,17
COLOMI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,0,1,1
COMARAPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,1,2
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,4,5
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,2,0,2
COTAGAITA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,3,1,4
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,0,2,2
CULPINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,7,8,15
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,3,4
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,0,1
GUTIERREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,3,0,3
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,9,6,15
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,1,2
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,0,1
MOCOMOCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,0,1,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,9,1,10
MOROCHATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,0,1,1
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,0,1
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,0,1
PORONGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,0,1
PUCARANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,8,2,10
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,2,0,2
QUIME,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,0,1,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,0,1,1
ROBORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,0,1,1
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,0,1,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,2,1,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,0,1,1
SAN JAVIER(STC),tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,35,27,62
SANTA ROSA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,0,1
SENA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,0,1,1
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,5,1,6
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,1,2
TAPACARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,0,1,1
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,1,2
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,2,1,3
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,2,3
TOMINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,0,1
TORO TORO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,1,2
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,0,1
UNCIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,0,1
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,1,2
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,1,0,1
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,2,0,2
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,2,0,2
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,2,2,4
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,2,1,3
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-05-01,7,3,10
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,3,1,4
BETANZOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,1,2
BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,2,0,2
"CAIZA ""D""",tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
CAMARGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,4,2,6
CARAPARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
CHALLAPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,0,1,1
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,2,0,2
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,7,5,12
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
COLQUIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
CONCEPCION,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,2,0,2
COTAGAITA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,2,0,2
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,8,3,11
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,2,0,2
HUANUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,2,1,3
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,10,9,19
LICOMA PAMPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,1,2
LURIBAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,0,1,1
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,2,0,2
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,0,1,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,11,4,15
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,2,0,2
PORONGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,0,1,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
PUCARANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,4,0,4
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,3,0,3
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,1,2
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,2,2,4
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
SAN CARLOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,37,25,62
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,0,1,1
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,1,2
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
TACACOMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,0,1,1
TARABUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,2,3
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,4,1,5
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,2,1,3
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,2,0,2
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,1,2
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,4,2,6
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,0,1,1
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,1,0,1
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,2,6,8
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,0,1,1
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,0,5,5
ZUDAÑEZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-06-01,0,1,1
ACHOCALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,0,1,1
ARBIETO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
ATOCHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
BOYUIBE,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,2,0,2
CHAQUI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
CHARAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,0,1,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,2,0,2
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,5,4,9
COLQUECHACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
COLQUENCHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,0,1,1
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,2,0,2
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,4,1,5
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,0,1,1
CULPINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,8,4,12
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
ENTRE RIOS TRJ,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,2,0,2
FERNANDEZ ALONSO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,0,1,1
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,1,2
GUTIERREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,2,0,2
HUANUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,3,0,3
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,1,2
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,2,1,3
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,4,2,6
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,1,2
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,7,2,9
OCURI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,0,1,1
OKINAWA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,0,1,1
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,0,1,1
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,2,0,2
PORCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,2,2,4
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,0,1,1
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,0,1,1
SAIPINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
SAN ANDRES,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,1,2
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,1,2
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,63,26,89
SANTA ROSA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
TACOBAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
TARACO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,0,1,1
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
TORO TORO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,6,2,8
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,1,0,1
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,4,1,5
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,8,4,12
YAMPARAEZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,0,1,1
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-07-01,5,4,9
APOLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,1,0,1
ARQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,1,0,1
ATOCHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,1,0,1
AYATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,1,0,1
BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,1,0,1
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,0,1,1
CAJUATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,1,0,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,6,3,9
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,1,0,1
CLIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,0,1,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,2,1,3
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,5,6,11
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,2,0,2
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,1,4,5
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,3,3,6
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,2,2,4
ENTRE RIOS TRJ,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,0,1,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,2,2,4
GENERAL SAAVEDRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,0,1,1
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,0,1,1
INCAHUASI,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,0,1,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,2,1,3
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,10,2,12
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,3,5,8
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,1,0,1
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,1,0,1
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2020-08-01,4,5,9
