municipality,group,variable,month,Nuevas a partir del 5to mes de embarazo,TOTAL
VIACHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-02-01,32,32
VILLA MONTES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-02-01,24,24
VILLA RIVERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-02-01,5,5
VILLA SERRANO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-02-01,9,9
VILLA TUNARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-02-01,166,166
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-02-01,3,3
VILLAZON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-02-01,17,17
VINTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-02-01,62,62
VITICHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-02-01,10,10
WALDO BALLIVIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-02-01,2,2
WARNES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-02-01,74,74
YACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-02-01,8,8
YACUIBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-02-01,125,125
YAMPARAEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-02-01,7,7
YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-02-01,22,22
YOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-02-01,4,4
YOTALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-02-01,2,2
YUNCHARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-02-01,6,6
ZUDAÑEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-02-01,7,7
ACACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,5,5
ACHACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,66,66
ACHOCALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,6,6
AIQUILE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,88,88
ALALAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,4,4
ANCORAIMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,16,16
ANTEQUERA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
ANZALDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,15,15
APOLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,20,20
ARAMPAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,17,17
ARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,17,17
ARBIETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,4,4
ARQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,23,23
ASCENCION DE GUARAYOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,44,44
ATOCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,11,11
AUCAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,15,15
AYATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,10,10
AYO AYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,49,49
AZURDUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,15,15
BATALLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,21,21
BAURES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
BELEN DE URMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,1,1
BELLA FLOR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
BERMEJO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,45,45
BETANZOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,53,53
BOLIVAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,11,11
BOLPEBRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,5,5
BOYUIBE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,3,3
BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,13,13
CABEZAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,21,21
CAIROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,19,19
"CAIZA ""D""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,8,8
CAJUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,4,4
CALACOTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,3,3
CALAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,9,9
CAMARGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,19,19
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
CAMIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,61,61
CAPINOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,31,31
CAQUIAVIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
CARACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,18,18
CARANAVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,73,73
CARAPARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
CARIPUYO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,16,16
CARMEN RIVERO TORREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,4,4
CATACORA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
CHACARILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,3,3
CHALLAPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,26,26
CHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,10,10
CHARAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,34,34
CHARAÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
CHAYANTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,21,21
CHIMORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,36,36
CHIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,1,1
CHOQUE COTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,1,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,16,16
CHUMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,13,13
CLIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,22,22
COBIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,36,36
COCHABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,1173,1173
COLCAPIRHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,61,61
"COLCHA ""K""",consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,11,11
COLLANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,1,1
COLOMI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,39,39
COLPA BELGICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,8,8
COLQUECHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,53,53
COLQUENCHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,9,9
COLQUIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,30,30
COMANCHE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,3,3
COMARAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,28,28
COMBAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,3,3
CONCEPCION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,13,13
COPACABANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,12,12
CORIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,12,12
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,8,8
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,34,34
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,6,6
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,25,25
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,79,79
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,21,21
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,4,4
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,22,22
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,6,6
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,3,3
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,8,8
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,1248,1248
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,1,1
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,4,4
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,1,1
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,38,38
EL VILLAR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,5,5
ENTRE RIOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,20,20
ENTRE RIOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,32,32
ESMERALDA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,1,1
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,5,5
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,3,3
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,3,3
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,8,8
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,8,8
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,18,18
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,7,7
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,9,9
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,8,8
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,47,47
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,8,8
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,8,8
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,4,4
HUACHACALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,1,1
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,52,52
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,11,11
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,8,8
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,18,18
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,1,1
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,12,12
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,12,12
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,11,11
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,12,12
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,53,53
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,61,61
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,1585,1585
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,4,4
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,12,12
LAS CARRERAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,3,3
LICOMA PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,1,1
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,52,52
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,8,8
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,9,9
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,9,9
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,4,4
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,5,5
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,5,5
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,7,7
MALLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,5,5
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,8,8
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,11,11
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,46,46
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,17,17
MOJINETE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,4,4
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,17,17
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,108,108
MORO MORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,3,3
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,49,49
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,20,20
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,7,7
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,6,6
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,525,525
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,12,12
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,20,20
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,15,15
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,23,23
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,1,1
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,3,3
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,7,7
PASORAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,3,3
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,28,28
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,6,6
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,3,3
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,39,39
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,19,19
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,26,26
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,17,17
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,27,27
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,9,9
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,24,24
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,757,757
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,15,15
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,23,23
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,45,45
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,15,15
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,4,4
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,14,14
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,15,15
PUERTO SILES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,25,25
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,104,104
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,44,44
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,33,33
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,3,3
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,157,157
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,12,12
QUIRUSILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,1,1
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,31,31
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,20,20
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,141,141
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,10,10
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,24,24
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,5,5
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,185,185
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,12,12
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,19,19
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,7,7
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,9,9
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
SAN AGUSTIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,3,3
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,27,27
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,6,6
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,18,18
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,7,7
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,30,30
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,11,11
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,9,9
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,37,37
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,55,55
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,3,3
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,13,13
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,3,3
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,28,28
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,20,20
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,64,64
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,7,7
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,9,9
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,34,34
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,22,22
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,6,6
SAN PABLO DE LIPEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,4,4
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,18,18
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,52,52
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,8,8
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,4,4
SAN PEDRO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,6,6
SAN RAFAEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,5,5
SAN RAMON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,9,9
SAN RAMON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,4,4
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,27,27
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,3191,3191
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,9,9
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,16,16
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,3,3
SANTIAGO DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,3,3
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,6,6
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,9,9
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,8,8
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,26,26
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,4,4
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,32,32
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,11,11
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,13,13
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,26,26
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,313,313
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,5,5
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,17,17
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,10,10
TAHUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,1,1
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,35,35
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,27,27
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,3,3
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,14,14
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,181,181
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,30,30
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,6,6
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,9,9
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,27,27
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,9,9
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,89,89
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,97,97
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,4,4
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,2,2
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,5,5
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,7,7
TOMINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,8,8
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,19,19
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,26,26
TOTORA(ORR),consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,5,5
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,150,150
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,20,20
TURCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2007-03-01,6,6
