municipality,group,variable,month,Nuevas antes del 5to mes de embarazo,TOTAL
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,23,23
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,13,13
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,3,3
CATACORA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,4,4
CHACARILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,1,1
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,40,40
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,10,10
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,25,25
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,1,1
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,11,11
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,22,22
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,21,21
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,4,4
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,22,22
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,68,68
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,1368,1368
COIPASA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,2,2
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,52,52
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,16,16
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,36,36
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,5,5
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,59,59
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,3,3
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,28,28
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,1,1
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,21,21
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,3,3
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,26,26
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,29,29
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,18,18
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,5,5
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,26,26
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,4,4
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,41,41
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,52,52
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,25,25
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,1,1
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,5,5
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,23,23
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,4,4
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,2,2
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,7,7
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,1162,1162
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,5,5
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,9,9
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,18,18
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,73,73
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,6,6
ENTRE RIOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,33,33
ENTRE RIOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,26,26
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,9,9
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,1,1
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,3,3
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,14,14
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,4,4
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,5,5
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,21,21
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,10,10
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,85,85
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,13,13
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,19,19
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,2,2
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,70,70
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,2,2
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,1,1
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,6,6
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,19,19
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,38,38
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,1,1
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,10,10
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,13,13
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,14,14
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,5,5
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,109,109
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,93,93
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,1462,1462
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,9,9
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,19,19
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,6,6
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,5,5
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,41,41
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,10,10
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,4,4
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,9,9
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,3,3
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,9,9
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,9,9
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,14,14
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,1,1
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,26,26
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,13,13
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,23,23
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,31,31
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,6,6
MOJINETE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,2,2
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,14,14
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,59,59
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,233,233
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,4,4
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,49,49
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,3,3
NAZACARA DE PACAJES,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,1,1
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,39,39
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,23,23
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,9,9
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,566,566
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,20,20
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,20,20
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,19,19
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,13,13
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,37,37
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,4,4
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,10,10
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,2,2
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,6,6
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,25,25
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,6,6
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,5,5
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,34,34
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,17,17
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,17,17
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,10,10
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,22,22
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,19,19
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,4,4
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,38,38
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,6,6
POSTRER VALLE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,2,2
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,417,417
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,10,10
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,2,2
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,15,15
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,28,28
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,9,9
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,3,3
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,3,3
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,27,27
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,12,12
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,6,6
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,23,23
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,80,80
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,51,51
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,43,43
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,2,2
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,252,252
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,18,18
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,1,1
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,24,24
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,23,23
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,166,166
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,41,41
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,17,17
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,3,3
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,232,232
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,6,6
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,36,36
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,4,4
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,19,19
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,10,10
SAN AGUSTIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,1,1
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,13,13
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,9,9
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,4,4
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,6,6
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,10,10
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,33,33
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,21,21
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,40,40
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,26,26
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,81,81
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,3,3
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,17,17
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,3,3
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,25,25
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,32,32
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,76,76
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,13,13
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,25,25
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,76,76
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,17,17
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,15,15
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,7,7
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,23,23
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,35,35
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,2,2
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,5,5
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,10,10
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,5,5
SAN RAMON,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,6,6
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,24,24
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,2121,2121
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,14,14
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,27,27
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,2,2
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,7,7
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,1,1
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,6,6
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,3,3
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,3,3
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,7,7
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,9,9
SICAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,1,1
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,58,58
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,8,8
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,10,10
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,19,19
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,589,589
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,17,17
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,5,5
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,11,11
TAHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,1,1
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,34,34
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,50,50
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,6,6
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,7,7
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,334,334
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,35,35
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,11,11
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,11,11
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,23,23
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,22,22
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,95,95
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,88,88
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,1,1
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,4,4
TODOS SANTOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,2,2
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,7,7
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,6,6
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,14,14
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,12,12
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,9,9
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,28,28
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,6,6
TRIGAL,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,3,3
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,182,182
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,53,53
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,4,4
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,1,1
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,58,58
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,20,20
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,7,7
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,21,21
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,6,6
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,11,11
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,53,53
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,5,5
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,20,20
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,12,12
VILLA RIVERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,11,11
VILLA SERRANO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,18,18
VILLA TUNARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,144,144
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,7,7
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,56,56
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,32,32
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,13,13
WALDO BALLIVIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,1,1
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,83,83
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,13,13
YACUIBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,114,114
YAMPARAEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,21,21
YANACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,10,10
YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,47,47
YOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,8,8
YOTALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,7,7
YUNCHARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,7,7
ZUDAÑEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-04-01,15,15
ACACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,11,11
ACHACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,46,46
ACHOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,14,14
AIQUILE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,39,39
ALALAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,6,6
ALCALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,6,6
ANCORAIMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,10,10
ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,5,5
ANTEQUERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,4,4
ANZALDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,9,9
APOLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,23,23
ARAMPAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,8,8
ARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,10,10
ARBIETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,14,14
ARQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,8,8
ASCENCION DE GUARAYOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,31,31
ATOCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,26,26
AUCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,2,2
AYATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,8,8
AYO AYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,27,27
AZURDUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,25,25
BATALLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,11,11
BAURES,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,3,3
BELEN DE URMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,4,4
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,4,4
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,48,48
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,38,38
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,11,11
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,2,2
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,3,3
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,21,21
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2007-05-01,26,26
