municipality,group,variable,month,Mujeres con 4ta consulta prenatal,TOTAL
CHACARILLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,1,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,33,33
CHAQUI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,9,9
CHARAGUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,23,23
CHARAÑA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,5,5
CHAYANTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,4,4
CHIMORE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,11,11
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,20,20
CHUMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,5,5
CLIZA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,23,23
COBIJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,66,66
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,866,866
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,60,60
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,15,15
COLLANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
COLOMI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,37,37
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,4,4
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,28,28
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,6,6
COLQUIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,26,26
COMANCHE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,3,3
COMARAPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,23,23
CONCEPCION,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,11,11
COPACABANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,8,8
CORIPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,8,8
CORO CORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,3,3
COROICO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,12,12
CORQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,5,5
COTAGAITA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,29,29
COTOCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,45,45
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,15,15
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,1,1
CUEVO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,6,6
CULPINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,30,30
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,4,4
CURVA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,1,1
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,3,3
EL ALTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,903,903
EL CHORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,9,9
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,10,10
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,17,17
EL TORNO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,24,24
EL VILLAR,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,6,6
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,23,23
ENTRE RIOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,18,18
ESMERALDA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,6,6
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,3,3
EXALTACION,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,3,3
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,30,30
FILADELFIA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,7,7
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,7,7
GUANAY,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,20,20
GUAQUI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,5,5
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,69,69
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,17,17
HUACARETA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,18,18
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
HUACHACALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,1,1
HUANUNI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,45,45
HUARACAJE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,1,1
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
ICHOCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
ICLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,8,8
INCAHUASI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,54,54
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,5,5
INQUISIVI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,9,9
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,13,13
IXIAMAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,15,15
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,8,8
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,56,56
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,71,71
LA PAZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,901,901
LA RIVERA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,1,1
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,7,7
LAJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,8,8
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,3,3
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,1,1
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,41,41
LLICA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,3,3
LORETO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
LURIBAY,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,4,4
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
MACHARETI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,6,6
MAGDALENA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,12,12
MAIRANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,20,20
MALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,6,6
MAPIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,15,15
MECAPACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,8,8
MINEROS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,19,19
MIZQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,19,19
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,5,5
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,8,8
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,46,46
MONTERO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,174,174
MORO MORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,3,3
MOROCHATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,21,21
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,3,3
OCURI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,26,26
OKINAWA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,19,19
OMEREQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,3,3
ORURO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,575,575
PADCAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,19,19
PADILLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,18,18
PAILON,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,38,38
PALCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,3,3
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,50,50
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,6,6
PASORAPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,4,4
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,16,16
PAZÑA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,4,4
PELECHUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,4,4
POCOATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,14,14
POCONA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,12,12
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,9,9
POOPO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,19,19
PORCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,13,13
POROMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,24,24
PORONGO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,6,6
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,46,46
PORVENIR,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,3,3
POTOSI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,292,292
PRESTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,4,4
PUCARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,3,3
PUCARANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,15,15
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,8,8
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,4,4
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,6,6
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,22,22
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,7,7
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,19,19
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,43,43
PUNA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,33,33
PUNATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,40,40
QUIABAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,6,6
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,131,131
QUIME,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,12,12
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,1,1
RAVELO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,17,17
REYES,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,26,26
RIBERALTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,154,154
ROBORE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,16,16
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,26,26
SABAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
SACABA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,174,174
SACABAMBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
SACACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,14,14
SAIPINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,9,9
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,4,4
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,13,13
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,6,6
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,5,5
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,4,4
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,12,12
SAN BENITO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,7,7
SAN BORJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,49,49
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,9,9
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,39,39
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,47,47
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,66,66
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,13,13
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,6,6
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,24,24
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,15,15
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,48,48
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,21,21
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,65,65
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,8,8
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,13,13
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,6,6
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,30,30
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,12,12
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,4,4
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,10,10
SAN RAMON,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,12,12
SAN RAMON,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,16,16
SANTA ANA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,26,26
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,1350,1350
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,8,8
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,19,19
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,1,1
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,7,7
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,4,4
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
SENA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,10,10
SICAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,36,36
SOPACHUY,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,17,17
SORACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,12,12
SORATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,15,15
SUCRE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,409,409
TACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
TACACOMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,11,11
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,3,3
TACOPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,13,13
TAHUA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,4,4
TAPACARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,37,37
TARABUCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,28,28
TARACO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,3,3
TARATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,7,7
TARIJA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,309,309
TARVITA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,35,35
TEOPONTE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,7,7
TIAWANACU,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,13,13
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,20,20
TIPUANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,11,11
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,57,57
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,91,91
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,1,1
TOCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,6,6
TOLATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,3,3
TOLEDO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,7,7
TOMAVE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,12,12
TOMINA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,14,14
TORO TORO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,7,7
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,17,17
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,9,9
TRIGAL,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
TRINIDAD,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,151,151
TUPIZA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,42,42
TURCO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,9,9
UNCIA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,27,27
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,23,23
URUBICHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,20,20
UYUNI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,31,31
VACAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,13,13
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,21,21
VIACHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,42,42
VILA VILA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,3,3
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,40,40
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,4,4
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,3,3
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,17,17
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,67,67
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,12,12
VILLAZON,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,51,51
VINTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,52,52
VITICHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,18,18
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,4,4
WARNES,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,93,93
YACO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,8,8
YACUIBA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,145,145
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,15,15
YANACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,4,4
YAPACANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,16,16
YOCALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,2,2
YOTALA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,10,10
YUNCHARA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,6,6
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-04-01,14,14
ACACIO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,3,3
ACHACACHI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,29,29
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,12,12
AIQUILE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,75,75
ALALAY,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,4,4
ALCALA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,2,2
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,10,10
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,4,4
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,11,11
ANZALDO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,8,8
APOLO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,19,19
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,5,5
ARANI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,1,1
ARBIETO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,6,6
ARQUE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,11,11
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,46,46
ATOCHA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,20,20
AYATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,4,4
AYO AYO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,37,37
AZURDUY,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,28,28
BATALLAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,9,9
BAURES,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,9,9
BELEN DE URMIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,2,2
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,3,3
BERMEJO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,49,49
BETANZOS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,49,49
BOLIVAR,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,4,4
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,2,2
BOYUIBE,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,5,5
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,6,6
CABEZAS,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,25,25
CAIROMA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,5,5
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,9,9
CAJUATA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,7,7
CALACOTO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,6,6
CALAMARCA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,4,4
CAMARGO,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,34,34
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,3,3
CAMIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,82,82
CAPINOTA,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,42,42
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta  prenatal,2007-05-01,1,1
