municipality,group,variable,month,Repetidas,TOTAL
CALACOTO,consultas prenatales,repetidas,2007-04-01,20,20
CALAMARCA,consultas prenatales,repetidas,2007-04-01,38,38
CAMARGO,consultas prenatales,repetidas,2007-04-01,98,98
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2007-04-01,20,20
CAMIRI,consultas prenatales,repetidas,2007-04-01,249,249
CAPINOTA,consultas prenatales,repetidas,2007-04-01,126,126
CAQUIAVIRI,consultas prenatales,repetidas,2007-04-01,18,18
CARACOLLO,consultas prenatales,repetidas,2007-04-01,104,104
CARANAVI,consultas prenatales,repetidas,2007-04-01,341,341
CARANGAS,consultas prenatales,repetidas,2007-04-01,1,1
CARAPARI,consultas prenatales,repetidas,2007-04-01,46,46
CARIPUYO,consultas prenatales,repetidas,2007-04-01,24,24
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2007-04-01,7,7
CHACARILLA,consultas prenatales,repetidas,2007-04-01,3,3
CHALLAPATA,consultas prenatales,repetidas,2007-04-01,150,150
CHAQUI,consultas prenatales,repetidas,2007-04-01,28,28
CHARAGUA,consultas prenatales,repetidas,2007-04-01,169,169
CHARAÑA,consultas prenatales,repetidas,2007-04-01,10,10
CHAYANTA,consultas prenatales,repetidas,2007-04-01,38,38
CHIMORE,consultas prenatales,repetidas,2007-04-01,81,81
CHIPAYA,consultas prenatales,repetidas,2007-04-01,6,6
CHOQUE COTA,consultas prenatales,repetidas,2007-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2007-04-01,141,141
CHUMA,consultas prenatales,repetidas,2007-04-01,36,36
CLIZA,consultas prenatales,repetidas,2007-04-01,140,140
COBIJA,consultas prenatales,repetidas,2007-04-01,381,381
COCHABAMBA,consultas prenatales,repetidas,2007-04-01,5180,5180
COLCAPIRHUA,consultas prenatales,repetidas,2007-04-01,478,478
"COLCHA ""K""",consultas prenatales,repetidas,2007-04-01,49,49
COLLANA,consultas prenatales,repetidas,2007-04-01,6,6
COLOMI,consultas prenatales,repetidas,2007-04-01,162,162
COLPA BELGICA,consultas prenatales,repetidas,2007-04-01,30,30
COLQUECHACA,consultas prenatales,repetidas,2007-04-01,118,118
COLQUENCHA,consultas prenatales,repetidas,2007-04-01,25,25
COLQUIRI,consultas prenatales,repetidas,2007-04-01,99,99
COMANCHE,consultas prenatales,repetidas,2007-04-01,10,10
COMARAPA,consultas prenatales,repetidas,2007-04-01,185,185
COMBAYA,consultas prenatales,repetidas,2007-04-01,1,1
CONCEPCION,consultas prenatales,repetidas,2007-04-01,124,124
COPACABANA,consultas prenatales,repetidas,2007-04-01,47,47
CORIPATA,consultas prenatales,repetidas,2007-04-01,65,65
CORO CORO,consultas prenatales,repetidas,2007-04-01,17,17
COROICO,consultas prenatales,repetidas,2007-04-01,92,92
CORQUE,consultas prenatales,repetidas,2007-04-01,17,17
COTAGAITA,consultas prenatales,repetidas,2007-04-01,142,142
COTOCA,consultas prenatales,repetidas,2007-04-01,290,290
CUATRO CAÑADAS,consultas prenatales,repetidas,2007-04-01,90,90
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2007-04-01,3,3
CUEVO,consultas prenatales,repetidas,2007-04-01,27,27
CULPINA,consultas prenatales,repetidas,2007-04-01,98,98
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2007-04-01,38,38
CURVA,consultas prenatales,repetidas,2007-04-01,9,9
DESAGUADERO,consultas prenatales,repetidas,2007-04-01,17,17
EL ALTO,consultas prenatales,repetidas,2007-04-01,4618,4618
EL CHORO,consultas prenatales,repetidas,2007-04-01,23,23
EL PUENTE(STC),consultas prenatales,repetidas,2007-04-01,79,79
EL PUENTE(TJA),consultas prenatales,repetidas,2007-04-01,54,54
EL TORNO,consultas prenatales,repetidas,2007-04-01,352,352
EL VILLAR,consultas prenatales,repetidas,2007-04-01,27,27
ENTRE RIOS,consultas prenatales,repetidas,2007-04-01,82,82
ENTRE RIOS,consultas prenatales,repetidas,2007-04-01,103,103
ESMERALDA,consultas prenatales,repetidas,2007-04-01,2,2
EUCALIPTUS,consultas prenatales,repetidas,2007-04-01,36,36
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2007-04-01,5,5
EXALTACION,consultas prenatales,repetidas,2007-04-01,11,11
FERNANDEZ ALONSO,consultas prenatales,repetidas,2007-04-01,75,75
FILADELFIA,consultas prenatales,repetidas,2007-04-01,26,26
GENERAL SAAVEDRA,consultas prenatales,repetidas,2007-04-01,55,55
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2007-04-01,15,15
GUANAY,consultas prenatales,repetidas,2007-04-01,80,80
GUAQUI,consultas prenatales,repetidas,2007-04-01,22,22
GUAYARAMERIN,consultas prenatales,repetidas,2007-04-01,333,333
GUTIERREZ,consultas prenatales,repetidas,2007-04-01,43,43
HUACARETA,consultas prenatales,repetidas,2007-04-01,59,59
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2007-04-01,15,15
HUACHACALLA,consultas prenatales,repetidas,2007-04-01,8,8
HUANUNI,consultas prenatales,repetidas,2007-04-01,216,216
HUARACAJE,consultas prenatales,repetidas,2007-04-01,17,17
HUAYLLAMARCA,consultas prenatales,repetidas,2007-04-01,8,8
ICHOCA,consultas prenatales,repetidas,2007-04-01,15,15
ICLA,consultas prenatales,repetidas,2007-04-01,65,65
INCAHUASI,consultas prenatales,repetidas,2007-04-01,173,173
INGAVI (HUMAITA),consultas prenatales,repetidas,2007-04-01,5,5
INQUISIVI,consultas prenatales,repetidas,2007-04-01,35,35
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2007-04-01,58,58
IXIAMAS,consultas prenatales,repetidas,2007-04-01,58,58
JESUS DE MACHACA,consultas prenatales,repetidas,2007-04-01,33,33
LA ASUNTA,consultas prenatales,repetidas,2007-04-01,96,96
LA GUARDIA,consultas prenatales,repetidas,2007-04-01,660,660
LA PAZ,consultas prenatales,repetidas,2007-04-01,6915,6915
LA RIVERA,consultas prenatales,repetidas,2007-04-01,1,1
LAGUNILLAS,consultas prenatales,repetidas,2007-04-01,38,38
LAJA,consultas prenatales,repetidas,2007-04-01,39,39
LAS CARRERAS,consultas prenatales,repetidas,2007-04-01,20,20
LICOMA PAMPA,consultas prenatales,repetidas,2007-04-01,11,11
LLALLAGUA,consultas prenatales,repetidas,2007-04-01,262,262
LLICA,consultas prenatales,repetidas,2007-04-01,15,15
LORETO,consultas prenatales,repetidas,2007-04-01,9,9
LURIBAY,consultas prenatales,repetidas,2007-04-01,26,26
MACHACAMARCA,consultas prenatales,repetidas,2007-04-01,17,17
MACHARETI,consultas prenatales,repetidas,2007-04-01,46,46
MAGDALENA,consultas prenatales,repetidas,2007-04-01,51,51
MAIRANA,consultas prenatales,repetidas,2007-04-01,77,77
MALLA,consultas prenatales,repetidas,2007-04-01,20,20
MAPIRI,consultas prenatales,repetidas,2007-04-01,93,93
MECAPACA,consultas prenatales,repetidas,2007-04-01,36,36
MINEROS,consultas prenatales,repetidas,2007-04-01,103,103
MIZQUE,consultas prenatales,repetidas,2007-04-01,110,110
MOCOMOCO,consultas prenatales,repetidas,2007-04-01,31,31
MOJINETE,consultas prenatales,repetidas,2007-04-01,10,10
MOJOCOYA,consultas prenatales,repetidas,2007-04-01,36,36
MONTEAGUDO,consultas prenatales,repetidas,2007-04-01,302,302
MONTERO,consultas prenatales,repetidas,2007-04-01,721,721
MORO MORO,consultas prenatales,repetidas,2007-04-01,14,14
MOROCHATA,consultas prenatales,repetidas,2007-04-01,96,96
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2007-04-01,12,12
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2007-04-01,5,5
OCURI,consultas prenatales,repetidas,2007-04-01,95,95
OKINAWA,consultas prenatales,repetidas,2007-04-01,78,78
OMEREQUE,consultas prenatales,repetidas,2007-04-01,28,28
ORURO,consultas prenatales,repetidas,2007-04-01,2028,2028
PADCAYA,consultas prenatales,repetidas,2007-04-01,93,93
PADILLA,consultas prenatales,repetidas,2007-04-01,59,59
PAILON,consultas prenatales,repetidas,2007-04-01,74,74
PALCA,consultas prenatales,repetidas,2007-04-01,16,16
PALOS BLANCOS,consultas prenatales,repetidas,2007-04-01,157,157
PAMPA AULLAGAS,consultas prenatales,repetidas,2007-04-01,5,5
PAMPA GRANDE,consultas prenatales,repetidas,2007-04-01,32,32
PAPEL PAMPA,consultas prenatales,repetidas,2007-04-01,7,7
PASORAPA,consultas prenatales,repetidas,2007-04-01,14,14
PATACAMAYA,consultas prenatales,repetidas,2007-04-01,87,87
PAZÑA,consultas prenatales,repetidas,2007-04-01,40,40
PELECHUCO,consultas prenatales,repetidas,2007-04-01,15,15
POCOATA,consultas prenatales,repetidas,2007-04-01,88,88
POCONA,consultas prenatales,repetidas,2007-04-01,46,46
POJO (CBBA),consultas prenatales,repetidas,2007-04-01,49,49
POOPO,consultas prenatales,repetidas,2007-04-01,41,41
PORCO,consultas prenatales,repetidas,2007-04-01,68,68
POROMA,consultas prenatales,repetidas,2007-04-01,98,98
PORONGO,consultas prenatales,repetidas,2007-04-01,30,30
PORTACHUELO,consultas prenatales,repetidas,2007-04-01,179,179
PORVENIR,consultas prenatales,repetidas,2007-04-01,20,20
POSTRER VALLE,consultas prenatales,repetidas,2007-04-01,9,9
POTOSI,consultas prenatales,repetidas,2007-04-01,1552,1552
PRESTO,consultas prenatales,repetidas,2007-04-01,37,37
PUCARA,consultas prenatales,repetidas,2007-04-01,8,8
PUCARANI,consultas prenatales,repetidas,2007-04-01,81,81
PUERTO ACOSTA,consultas prenatales,repetidas,2007-04-01,41,41
PUERTO CARABUCO,consultas prenatales,repetidas,2007-04-01,23,23
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2007-04-01,19,19
PUERTO PEREZ,consultas prenatales,repetidas,2007-04-01,12,12
PUERTO QUIJARRO,consultas prenatales,repetidas,2007-04-01,63,63
PUERTO RICO,consultas prenatales,repetidas,2007-04-01,33,33
PUERTO SILES,consultas prenatales,repetidas,2007-04-01,9,9
PUERTO SUAREZ,consultas prenatales,repetidas,2007-04-01,113,113
PUERTO VILLARROEL,consultas prenatales,repetidas,2007-04-01,227,227
PUNA,consultas prenatales,repetidas,2007-04-01,165,165
PUNATA,consultas prenatales,repetidas,2007-04-01,216,216
QUIABAYA,consultas prenatales,repetidas,2007-04-01,7,7
QUILLACOLLO,consultas prenatales,repetidas,2007-04-01,599,599
QUIME,consultas prenatales,repetidas,2007-04-01,53,53
QUIRUSILLAS,consultas prenatales,repetidas,2007-04-01,4,4
RAVELO,consultas prenatales,repetidas,2007-04-01,91,91
REYES,consultas prenatales,repetidas,2007-04-01,61,61
RIBERALTA,consultas prenatales,repetidas,2007-04-01,760,760
ROBORE,consultas prenatales,repetidas,2007-04-01,62,62
RURRENABAQUE,consultas prenatales,repetidas,2007-04-01,60,60
SABAYA,consultas prenatales,repetidas,2007-04-01,4,4
SACABA,consultas prenatales,repetidas,2007-04-01,601,601
SACABAMBA,consultas prenatales,repetidas,2007-04-01,14,14
SACACA,consultas prenatales,repetidas,2007-04-01,104,104
SAIPINA,consultas prenatales,repetidas,2007-04-01,27,27
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2007-04-01,59,59
SAMAIPATA,consultas prenatales,repetidas,2007-04-01,53,53
SAN AGUSTIN,consultas prenatales,repetidas,2007-04-01,10,10
SAN ANDRES,consultas prenatales,repetidas,2007-04-01,30,30
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2007-04-01,13,13
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2007-04-01,12,12
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2007-04-01,26,26
SAN BENITO,consultas prenatales,repetidas,2007-04-01,29,29
SAN BORJA,consultas prenatales,repetidas,2007-04-01,212,212
SAN BUENA VENTURA,consultas prenatales,repetidas,2007-04-01,69,69
SAN CARLOS,consultas prenatales,repetidas,2007-04-01,185,185
SAN IGNACIO,consultas prenatales,repetidas,2007-04-01,133,133
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2007-04-01,398,398
SAN JAVIER(BNI),consultas prenatales,repetidas,2007-04-01,3,3
SAN JAVIER(STC),consultas prenatales,repetidas,2007-04-01,99,99
SAN JOAQUIN,consultas prenatales,repetidas,2007-04-01,10,10
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2007-04-01,97,97
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2007-04-01,54,54
SAN JULIAN,consultas prenatales,repetidas,2007-04-01,238,238
SAN LORENZO(PND),consultas prenatales,repetidas,2007-04-01,21,21
SAN LORENZO(TJA),consultas prenatales,repetidas,2007-04-01,67,67
SAN LUCAS,consultas prenatales,repetidas,2007-04-01,278,278
SAN MATIAS,consultas prenatales,repetidas,2007-04-01,50,50
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2007-04-01,58,58
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2007-04-01,18,18
SAN PEDRO,consultas prenatales,repetidas,2007-04-01,104,104
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2007-04-01,70,70
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2007-04-01,12,12
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2007-04-01,3,3
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2007-04-01,9,9
SAN PEDRO(PND),consultas prenatales,repetidas,2007-04-01,4,4
SAN RAFAEL,consultas prenatales,repetidas,2007-04-01,43,43
SAN RAMON,consultas prenatales,repetidas,2007-04-01,12,12
SAN RAMON,consultas prenatales,repetidas,2007-04-01,56,56
SANTA ANA,consultas prenatales,repetidas,2007-04-01,145,145
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2007-04-01,7684,7684
SANTA ROSA,consultas prenatales,repetidas,2007-04-01,39,39
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2007-04-01,135,135
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2007-04-01,4,4
SANTIAGO DE HUARI,consultas prenatales,repetidas,2007-04-01,20,20
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2007-04-01,17,17
SANTIVAÑES,consultas prenatales,repetidas,2007-04-01,12,12
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2007-04-01,8,8
SAPAHAQUI,consultas prenatales,repetidas,2007-04-01,11,11
SENA,consultas prenatales,repetidas,2007-04-01,16,16
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2007-04-01,46,46
SICAYA,consultas prenatales,repetidas,2007-04-01,6,6
SIPE SIPE,consultas prenatales,repetidas,2007-04-01,215,215
SOPACHUY,consultas prenatales,repetidas,2007-04-01,69,69
SORACACHI,consultas prenatales,repetidas,2007-04-01,30,30
SORATA,consultas prenatales,repetidas,2007-04-01,73,73
SUCRE,consultas prenatales,repetidas,2007-04-01,2038,2038
TACACHI,consultas prenatales,repetidas,2007-04-01,2,2
TACACOMA,consultas prenatales,repetidas,2007-04-01,45,45
TACOBAMBA,consultas prenatales,repetidas,2007-04-01,13,13
TACOPAYA,consultas prenatales,repetidas,2007-04-01,47,47
TAHUA,consultas prenatales,repetidas,2007-04-01,5,5
TAPACARI,consultas prenatales,repetidas,2007-04-01,136,136
TARABUCO,consultas prenatales,repetidas,2007-04-01,152,152
TARACO,consultas prenatales,repetidas,2007-04-01,8,8
TARATA,consultas prenatales,repetidas,2007-04-01,20,20
TARIJA,consultas prenatales,repetidas,2007-04-01,1131,1131
TARVITA,consultas prenatales,repetidas,2007-04-01,136,136
TEOPONTE,consultas prenatales,repetidas,2007-04-01,26,26
TIAWANACU,consultas prenatales,repetidas,2007-04-01,40,40
TINGUIPAYA,consultas prenatales,repetidas,2007-04-01,72,72
TIPUANI,consultas prenatales,repetidas,2007-04-01,71,71
TIQUIPAYA,consultas prenatales,repetidas,2007-04-01,261,261
TIRAQUE (CBBA),consultas prenatales,repetidas,2007-04-01,253,253
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2007-04-01,6,6
TOCO,consultas prenatales,repetidas,2007-04-01,15,15
TOLATA,consultas prenatales,repetidas,2007-04-01,11,11
TOLEDO,consultas prenatales,repetidas,2007-04-01,21,21
TOMAVE,consultas prenatales,repetidas,2007-04-01,46,46
TOMINA,consultas prenatales,repetidas,2007-04-01,62,62
TORO TORO,consultas prenatales,repetidas,2007-04-01,40,40
TOTORA(CBBA),consultas prenatales,repetidas,2007-04-01,56,56
TOTORA(ORR),consultas prenatales,repetidas,2007-04-01,14,14
TRIGAL,consultas prenatales,repetidas,2007-04-01,13,13
TRINIDAD,consultas prenatales,repetidas,2007-04-01,718,718
TUPIZA,consultas prenatales,repetidas,2007-04-01,239,239
TURCO,consultas prenatales,repetidas,2007-04-01,30,30
UMALA,consultas prenatales,repetidas,2007-04-01,5,5
UNCIA,consultas prenatales,repetidas,2007-04-01,125,125
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2007-04-01,65,65
URUBICHA,consultas prenatales,repetidas,2007-04-01,61,61
UYUNI,consultas prenatales,repetidas,2007-04-01,153,153
VACAS,consultas prenatales,repetidas,2007-04-01,24,24
VALLEGRANDE,consultas prenatales,repetidas,2007-04-01,63,63
VIACHA,consultas prenatales,repetidas,2007-04-01,227,227
VILA VILA,consultas prenatales,repetidas,2007-04-01,12,12
VILLA MONTES,consultas prenatales,repetidas,2007-04-01,144,144
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2007-04-01,12,12
VILLA RIVERO,consultas prenatales,repetidas,2007-04-01,10,10
VILLA SERRANO,consultas prenatales,repetidas,2007-04-01,73,73
VILLA TUNARI,consultas prenatales,repetidas,2007-04-01,396,396
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2007-04-01,57,57
VILLAZON,consultas prenatales,repetidas,2007-04-01,255,255
VINTO,consultas prenatales,repetidas,2007-04-01,135,135
VITICHI,consultas prenatales,repetidas,2007-04-01,44,44
WALDO BALLIVIAN,consultas prenatales,repetidas,2007-04-01,9,9
WARNES,consultas prenatales,repetidas,2007-04-01,344,344
YACO,consultas prenatales,repetidas,2007-04-01,25,25
YACUIBA,consultas prenatales,repetidas,2007-04-01,360,360
YAMPARAEZ,consultas prenatales,repetidas,2007-04-01,52,52
YANACACHI,consultas prenatales,repetidas,2007-04-01,12,12
YAPACANI,consultas prenatales,repetidas,2007-04-01,236,236
YOCALLA,consultas prenatales,repetidas,2007-04-01,25,25
YOTALA,consultas prenatales,repetidas,2007-04-01,44,44
YUNCHARA,consultas prenatales,repetidas,2007-04-01,28,28
ZUDAÑEZ,consultas prenatales,repetidas,2007-04-01,58,58
ACACIO,consultas prenatales,repetidas,2007-05-01,28,28
ACHACACHI,consultas prenatales,repetidas,2007-05-01,165,165
ACHOCALLA,consultas prenatales,repetidas,2007-05-01,33,33
AIQUILE,consultas prenatales,repetidas,2007-05-01,210,210
ALALAY,consultas prenatales,repetidas,2007-05-01,17,17
ALCALA,consultas prenatales,repetidas,2007-05-01,18,18
ANCORAIMES,consultas prenatales,repetidas,2007-05-01,49,49
ANDAMARCA,consultas prenatales,repetidas,2007-05-01,8,8
ANTEQUERA,consultas prenatales,repetidas,2007-05-01,31,31
ANZALDO,consultas prenatales,repetidas,2007-05-01,21,21
APOLO,consultas prenatales,repetidas,2007-05-01,112,112
ARAMPAMPA,consultas prenatales,repetidas,2007-05-01,26,26
ARANI,consultas prenatales,repetidas,2007-05-01,26,26
ARBIETO,consultas prenatales,repetidas,2007-05-01,29,29
ARQUE,consultas prenatales,repetidas,2007-05-01,40,40
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2007-05-01,161,161
ATOCHA,consultas prenatales,repetidas,2007-05-01,68,68
AUCAPATA,consultas prenatales,repetidas,2007-05-01,10,10
AYATA,consultas prenatales,repetidas,2007-05-01,24,24
AYO AYO,consultas prenatales,repetidas,2007-05-01,17,17
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2007-05-01,137,137
AZURDUY,consultas prenatales,repetidas,2007-05-01,108,108
BATALLAS,consultas prenatales,repetidas,2007-05-01,49,49
BAURES,consultas prenatales,repetidas,2007-05-01,26,26
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2007-05-01,5,5
BELEN DE URMIRI,consultas prenatales,repetidas,2007-05-01,5,5
BELLA FLOR,consultas prenatales,repetidas,2007-05-01,5,5
BERMEJO,consultas prenatales,repetidas,2007-05-01,169,169
BETANZOS,consultas prenatales,repetidas,2007-05-01,181,181
BOLIVAR,consultas prenatales,repetidas,2007-05-01,34,34
BOLPEBRA,consultas prenatales,repetidas,2007-05-01,7,7
BOYUIBE,consultas prenatales,repetidas,2007-05-01,18,18
BUENA VISTA,consultas prenatales,repetidas,2007-05-01,73,73
CABEZAS,consultas prenatales,repetidas,2007-05-01,108,108
CAIROMA,consultas prenatales,repetidas,2007-05-01,38,38
"CAIZA ""D""",consultas prenatales,repetidas,2007-05-01,36,36
CAJUATA,consultas prenatales,repetidas,2007-05-01,43,43
CALACOTO,consultas prenatales,repetidas,2007-05-01,13,13
CALAMARCA,consultas prenatales,repetidas,2007-05-01,36,36
CAMARGO,consultas prenatales,repetidas,2007-05-01,96,96
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2007-05-01,24,24
CAMIRI,consultas prenatales,repetidas,2007-05-01,252,252
CAPINOTA,consultas prenatales,repetidas,2007-05-01,139,139
CAQUIAVIRI,consultas prenatales,repetidas,2007-05-01,24,24
CARACOLLO,consultas prenatales,repetidas,2007-05-01,98,98
CARANAVI,consultas prenatales,repetidas,2007-05-01,354,354
CARAPARI,consultas prenatales,repetidas,2007-05-01,33,33
CARIPUYO,consultas prenatales,repetidas,2007-05-01,34,34
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2007-05-01,5,5
CATACORA,consultas prenatales,repetidas,2007-05-01,5,5
CHALLAPATA,consultas prenatales,repetidas,2007-05-01,176,176
CHAQUI,consultas prenatales,repetidas,2007-05-01,42,42
CHARAGUA,consultas prenatales,repetidas,2007-05-01,136,136
CHARAÑA,consultas prenatales,repetidas,2007-05-01,4,4
CHAYANTA,consultas prenatales,repetidas,2007-05-01,56,56
CHIMORE,consultas prenatales,repetidas,2007-05-01,80,80
CHIPAYA,consultas prenatales,repetidas,2007-05-01,8,8
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2007-05-01,152,152
CHUMA,consultas prenatales,repetidas,2007-05-01,35,35
CLIZA,consultas prenatales,repetidas,2007-05-01,128,128
COBIJA,consultas prenatales,repetidas,2007-05-01,380,380
COCHABAMBA,consultas prenatales,repetidas,2007-05-01,5222,5222
COIPASA,consultas prenatales,repetidas,2007-05-01,6,6
COLCAPIRHUA,consultas prenatales,repetidas,2007-05-01,407,407
"COLCHA ""K""",consultas prenatales,repetidas,2007-05-01,54,54
COLLANA,consultas prenatales,repetidas,2007-05-01,2,2
COLOMI,consultas prenatales,repetidas,2007-05-01,113,113
COLPA BELGICA,consultas prenatales,repetidas,2007-05-01,30,30
COLQUECHACA,consultas prenatales,repetidas,2007-05-01,165,165
COLQUENCHA,consultas prenatales,repetidas,2007-05-01,30,30
COLQUIRI,consultas prenatales,repetidas,2007-05-01,105,105
COMANCHE,consultas prenatales,repetidas,2007-05-01,12,12
COMARAPA,consultas prenatales,repetidas,2007-05-01,179,179
COMBAYA,consultas prenatales,repetidas,2007-05-01,1,1
CONCEPCION,consultas prenatales,repetidas,2007-05-01,99,99
COPACABANA,consultas prenatales,repetidas,2007-05-01,52,52
CORIPATA,consultas prenatales,repetidas,2007-05-01,76,76
CORO CORO,consultas prenatales,repetidas,2007-05-01,14,14
COROICO,consultas prenatales,repetidas,2007-05-01,93,93
CORQUE,consultas prenatales,repetidas,2007-05-01,24,24
COTAGAITA,consultas prenatales,repetidas,2007-05-01,138,138
COTOCA,consultas prenatales,repetidas,2007-05-01,291,291
CUATRO CAÑADAS,consultas prenatales,repetidas,2007-05-01,94,94
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2007-05-01,10,10
CUEVO,consultas prenatales,repetidas,2007-05-01,20,20
CULPINA,consultas prenatales,repetidas,2007-05-01,108,108
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2007-05-01,30,30
CURVA,consultas prenatales,repetidas,2007-05-01,6,6
DESAGUADERO,consultas prenatales,repetidas,2007-05-01,21,21
EL ALTO,consultas prenatales,repetidas,2007-05-01,4999,4999
EL CHORO,consultas prenatales,repetidas,2007-05-01,30,30
EL PUENTE(STC),consultas prenatales,repetidas,2007-05-01,65,65
EL PUENTE(TJA),consultas prenatales,repetidas,2007-05-01,75,75
EL TORNO,consultas prenatales,repetidas,2007-05-01,321,321
EL VILLAR,consultas prenatales,repetidas,2007-05-01,28,28
ENTRE RIOS,consultas prenatales,repetidas,2007-05-01,87,87
ENTRE RIOS,consultas prenatales,repetidas,2007-05-01,92,92
ESCARA,consultas prenatales,repetidas,2007-05-01,1,1
ESMERALDA,consultas prenatales,repetidas,2007-05-01,2,2
EUCALIPTUS,consultas prenatales,repetidas,2007-05-01,39,39
EXALTACION,consultas prenatales,repetidas,2007-05-01,16,16
FERNANDEZ ALONSO,consultas prenatales,repetidas,2007-05-01,88,88
FILADELFIA,consultas prenatales,repetidas,2007-05-01,21,21
GENERAL SAAVEDRA,consultas prenatales,repetidas,2007-05-01,67,67
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2007-05-01,15,15
GUANAY,consultas prenatales,repetidas,2007-05-01,92,92
GUAQUI,consultas prenatales,repetidas,2007-05-01,11,11
GUAYARAMERIN,consultas prenatales,repetidas,2007-05-01,239,239
GUTIERREZ,consultas prenatales,repetidas,2007-05-01,55,55
HUACARETA,consultas prenatales,repetidas,2007-05-01,73,73
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2007-05-01,17,17
HUACHACALLA,consultas prenatales,repetidas,2007-05-01,4,4
HUANUNI,consultas prenatales,repetidas,2007-05-01,193,193
HUARACAJE,consultas prenatales,repetidas,2007-05-01,15,15
HUAYLLAMARCA,consultas prenatales,repetidas,2007-05-01,9,9
ICHOCA,consultas prenatales,repetidas,2007-05-01,17,17
ICLA,consultas prenatales,repetidas,2007-05-01,60,60
INCAHUASI,consultas prenatales,repetidas,2007-05-01,161,161
INGAVI (HUMAITA),consultas prenatales,repetidas,2007-05-01,2,2
INQUISIVI,consultas prenatales,repetidas,2007-05-01,40,40
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2007-05-01,80,80
IXIAMAS,consultas prenatales,repetidas,2007-05-01,56,56
JESUS DE MACHACA,consultas prenatales,repetidas,2007-05-01,48,48
LA ASUNTA,consultas prenatales,repetidas,2007-05-01,235,235
LA GUARDIA,consultas prenatales,repetidas,2007-05-01,576,576
LA PAZ,consultas prenatales,repetidas,2007-05-01,6398,6398
LAGUNILLAS,consultas prenatales,repetidas,2007-05-01,32,32
LAJA,consultas prenatales,repetidas,2007-05-01,47,47
LAS CARRERAS,consultas prenatales,repetidas,2007-05-01,20,20
LICOMA PAMPA,consultas prenatales,repetidas,2007-05-01,15,15
LLALLAGUA,consultas prenatales,repetidas,2007-05-01,335,335
LLICA,consultas prenatales,repetidas,2007-05-01,20,20
LORETO,consultas prenatales,repetidas,2007-05-01,3,3
LURIBAY,consultas prenatales,repetidas,2007-05-01,46,46
MACHACAMARCA,consultas prenatales,repetidas,2007-05-01,25,25
MACHARETI,consultas prenatales,repetidas,2007-05-01,33,33
MAGDALENA,consultas prenatales,repetidas,2007-05-01,42,42
MAIRANA,consultas prenatales,repetidas,2007-05-01,72,72
