,group,variable,month,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES,TOTALES,TOTALES
ENTRE RIOS CBBA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,1,0,1,1
EUREKA (SANTOS MERCADO),vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,5,0,5,5
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,1,0,1,1
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,239,0,239,239
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,24,0,24,24
ICLA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,12,0,12,12
INGAVI (HUMAITA),vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,9,0,9,9
IRUPANA (VILLA DE LANZA),vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,1,0,1,1
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,14,0,14,14
LA GUARDIA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,23,0,23,23
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,232,0,232,232
LLALLAGUA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,2,0,2,2
MACHACAMARCA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,9,0,9,9
MACHARETI,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,10,0,10,10
MAIRANA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,5,0,5,5
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,24,0,24,24
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,82,0,82,82
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,137,0,137,137
ORURO,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,495,0,495,495
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,12,0,12,12
PADILLA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,15,0,15,15
PAILON,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,48,0,48,48
PORONGO,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,11,0,11,11
PORTACHUELO,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,27,0,27,27
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,13,0,13,13
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,13,0,13,13
PUERTO QUIJARRO,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,2,0,2,2
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,7,0,7,7
PUERTO SUAREZ,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,6,0,6,6
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,29,0,29,29
PUNATA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,83,0,83,83
QUILLACOLLO,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,27,0,27,27
RIBERALTA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,25,0,25,25
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,12,0,12,12
SACABA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,3,0,3,3
SAN BENITO,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,10,0,10,10
SAN CARLOS,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,23,0,23,23
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,4,0,4,4
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,33,0,33,33
SAN JOSE DE CHIQUITOS,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,38,0,38,38
SAN JUAN DE YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,15,0,15,15
SAN JULIAN,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,31,0,31,31
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,9,0,9,9
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,12,0,12,12
SAN LUCAS,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,29,0,29,29
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,34,0,34,34
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,716,0,716,716
SANTA ROSA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,8,0,8,8
SANTA ROSA DEL SARA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,7,0,7,7
SANTIVAÑES,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,4,0,4,4
SENA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,9,0,9,9
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,24,0,24,24
SIPE SIPE,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,3,0,3,3
SORATA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,3,0,3,3
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,258,0,258,258
TARABUCO,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,16,0,16,16
TARATA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,18,0,18,18
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,334,0,334,334
TIRAQUE (CBBA),vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,29,0,29,29
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,3,0,3,3
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,9,0,9,9
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,101,0,101,101
TUPIZA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,4,0,4,4
UNCIA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,8,0,8,8
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,3,0,3,3
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,52,0,52,52
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,83,0,83,83
VILLA SERRANO,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,14,0,14,14
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,267,0,267,267
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,28,0,28,28
VILLAZON,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,28,0,28,28
WARNES,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,147,0,147,147
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,28,0,28,28
YOTALA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,2,0,2,2
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2010-04-01,0,4,0,4,4
ACACIO,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,3,0,3,3
ACHACACHI,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,35,0,35,35
AIQUILE,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,34,0,34,34
ALCALA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,5,0,5,5
ASCENCION DE GUARAYOS,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,55,0,55,55
BATALLAS,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,17,0,17,17
BELLA FLOR,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,2,0,2,2
BERMEJO,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,35,0,35,35
BOLPEBRA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,2,0,2,2
CABEZAS,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,24,0,24,24
CAMARGO,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,22,0,22,22
CAMATAQUI (C. VILLA ABECIA),vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,2,0,2,2
CAMIRI,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,26,0,26,26
CAPINOTA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,33,0,33,33
CARANAVI,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,7,0,7,7
CHALLAPATA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,1,0,1,1
CHIMORE,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,20,0,20,20
CHULUMANI (V. DE LA LIBERTAD),vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,41,0,41,41
COBIJA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,271,0,271,271
COCHABAMBA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,313,0,313,313
COLCAPIRHUA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,7,0,7,7
COLOMI,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,2,0,2,2
COROICO,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,27,0,27,27
COTAGAITA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,10,0,10,10
COTOCA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,51,0,51,51
EL ALTO,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,638,0,638,638
EL PUENTE(TJA),vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,32,0,32,32
EL TORNO,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,61,0,61,61
EL VILLAR,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,2,0,2,2
ENTRE RIOS TRJ,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,15,0,15,15
ENTRE RIOS CBBA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,1,0,1,1
EUCALIPTUS,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,6,0,6,6
EUREKA (SANTOS MERCADO),vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,7,0,7,7
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,14,0,14,14
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,147,0,147,147
HUACARETA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,2,0,2,2
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,26,0,26,26
INCAHUASI,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,12,0,12,12
INGAVI (HUMAITA),vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,4,0,4,4
IRUPANA (VILLA DE LANZA),vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,7,0,7,7
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,15,0,15,15
LA GUARDIA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,17,0,17,17
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,303,0,303,303
LAGUNILLAS,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,6,0,6,6
LAS CARRERAS,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,1,0,1,1
LLALLAGUA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,14,0,14,14
MACHACAMARCA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,8,0,8,8
MAIRANA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,2,0,2,2
MINEROS,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,26,0,26,26
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,48,0,48,48
MOJOCOYA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,9,0,9,9
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,50,0,50,50
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,83,0,83,83
NACEBE (SANTA ROSA DEL ABUNA),vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,3,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,6,0,6,6
ORURO,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,550,0,550,550
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,9,0,9,9
PADILLA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,7,0,7,7
PAILON,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,40,0,40,40
POROMA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,4,0,4,4
PORONGO,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,5,0,5,5
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,6,0,6,6
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,10,0,10,10
PUERTO GONZALO MORENO,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,2,0,2,2
PUERTO QUIJARRO,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,2,0,2,2
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,11,0,11,11
PUERTO SUAREZ,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,1,0,1,1
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,72,0,72,72
PUNATA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,177,0,177,177
RIBERALTA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,17,0,17,17
ROBORE,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,5,0,5,5
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,12,0,12,12
SACABA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,314,0,314,314
SAN BENITO,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,15,0,15,15
SAN CARLOS,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,12,0,12,12
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,40,0,40,40
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,50,0,50,50
SAN JOSE DE CHIQUITOS,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,27,0,27,27
SAN JUAN DE YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,17,0,17,17
SAN JULIAN,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,35,0,35,35
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,1,0,1,1
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,7,0,7,7
SAN MIGUEL DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,23,0,23,23
SAN PEDRO,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,7,0,7,7
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,22,0,22,22
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,1353,0,1353,1353
SANTA ROSA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,4,0,4,4
SANTA ROSA DEL SARA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,1,0,1,1
SANTIVAÑES,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,7,0,7,7
SENA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,12,0,12,12
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,11,0,11,11
SIPE SIPE,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,66,0,66,66
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,345,0,345,345
TAPACARI,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,1,0,1,1
TARABUCO,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,28,0,28,28
TARATA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,15,0,15,15
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,299,0,299,299
TARVITA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,1,0,1,1
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,2,0,2,2
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,5,0,5,5
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,45,0,45,45
TUPIZA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,16,0,16,16
UNCIA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,2,0,2,2
URIONDO (A. CONCEPCION),vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,5,0,5,5
URUBICHA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,20,0,20,20
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,13,0,13,13
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,75,0,75,75
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,62,0,62,62
VILLA NUEVA (LOMA ALTA),vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,1,0,1,1
VILLA SERRANO,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,19,0,19,19
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,229,0,229,229
VILLAZON,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,20,0,20,20
VITICHI,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,2,0,2,2
WARNES,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,197,0,197,197
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,16,0,16,16
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2010-05-01,0,7,0,7,7
ACACIO,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,2,0,2,2
ACHACACHI,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,48,0,48,48
ALCALA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,9,0,9,9
ASCENCION DE GUARAYOS,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,84,0,84,84
BATALLAS,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,28,0,28,28
BELLA FLOR,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,2,0,2,2
BERMEJO,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,88,0,88,88
BETANZOS,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,1,0,1,1
CABEZAS,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,3,0,3,3
CAMARGO,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,42,0,42,42
CAMATAQUI (C. VILLA ABECIA),vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,6,0,6,6
CAMIRI,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,25,0,25,25
CAPINOTA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,41,0,41,41
CARACOLLO,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,1,0,1,1
CARANAVI,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,46,0,46,46
CHALLAPATA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,18,0,18,18
CHIMORE,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,24,0,24,24
CHULUMANI (V. DE LA LIBERTAD),vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,45,0,45,45
COBIJA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,275,0,275,275
COCHABAMBA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,429,0,429,429
COLCAPIRHUA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,11,0,11,11
COLOMI,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,5,0,5,5
COROICO,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,50,0,50,50
COTAGAITA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,16,0,16,16
COTOCA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,82,0,82,82
CUATRO CAÑADAS,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,24,0,24,24
EL ALTO,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,714,0,714,714
EL PUENTE(TJA),vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,19,0,19,19
EL TORNO,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,84,0,84,84
ENTRE RIOS TRJ,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,20,0,20,20
EUREKA (SANTOS MERCADO),vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,3,0,3,3
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,13,0,13,13
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,275,0,275,275
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,1,0,1,1
INCAHUASI,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,5,0,5,5
INGAVI (HUMAITA),vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,3,0,3,3
IRUPANA (VILLA DE LANZA),vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,14,0,14,14
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,22,0,22,22
LA GUARDIA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,44,0,44,44
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,412,0,412,412
LLALLAGUA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,51,0,51,51
MACHACAMARCA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,6,0,6,6
MAIRANA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,13,0,13,13
MECAPACA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,8,0,8,8
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,36,0,36,36
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,56,0,56,56
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,161,0,161,161
NACEBE (SANTA ROSA DEL ABUNA),vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,11,0,11,11
NUEVO MANOA (NUEVA ESPERANZA),vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,3,0,3,3
ORURO,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,591,0,591,591
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,16,0,16,16
PADILLA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,11,0,11,11
PAILON,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,54,0,54,54
PORONGO,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,18,0,18,18
PORTACHUELO,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,39,0,39,39
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,24,0,24,24
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,52,0,52,52
PUERTO GONZALO MORENO,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,1,0,1,1
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,14,0,14,14
PUERTO SUAREZ,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,5,0,5,5
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,10,0,10,10
PUNATA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,82,0,82,82
RIBERALTA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,14,0,14,14
ROBORE,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,32,0,32,32
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,33,0,33,33
SACABA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,240,0,240,240
SAN ANDRES,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,1,0,1,1
SAN BUENA VENTURA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,2,0,2,2
SAN CARLOS,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,18,0,18,18
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,36,0,36,36
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,62,0,62,62
SAN JOSE DE CHIQUITOS,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,39,0,39,39
SAN JUAN DE YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,16,0,16,16
SAN JULIAN,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,59,0,59,59
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,7,0,7,7
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,7,0,7,7
SAN MIGUEL DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,11,0,11,11
SAN PEDRO,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,16,0,16,16
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,26,0,26,26
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,978,0,978,978
SANTA ROSA DEL SARA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,9,0,9,9
SANTIAGO DE HUATA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,2,0,2,2
SENA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,16,0,16,16
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,9,0,9,9
SIPE SIPE,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,71,0,71,71
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,319,0,319,319
TAPACARI,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,1,0,1,1
TARABUCO,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,12,0,12,12
TARATA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,19,0,19,19
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,352,0,352,352
TOLATA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,11,0,11,11
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,4,0,4,4
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,10,0,10,10
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2010-06-01,0,123,0,123,123
