,group,variable,month,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
COMANCHE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,2,3,0,0,2,3,5
COMARAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,18,16,5,1,23,17,40
COMBAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,0,1,5,3,5,4,9
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,16,13,27,13,43,26,69
COPACABANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,3,5,9,7,12,12,24
CORIPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,21,17,3,1,24,18,42
CORO CORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,15,20,13,5,28,25,53
COROICO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,16,10,6,14,22,24,46
CORQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,10,7,6,6,16,13,29
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,10,12,13,8,23,20,43
COTOCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,108,94,4,5,112,99,211
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,17,10,6,7,23,17,40
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,5,2,4,8,9,10,19
CUEVO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,4,7,3,3,7,10,17
CULPINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,11,13,5,7,16,20,36
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,4,3,0,0,4,3,7
CURVA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,5,2,3,2,8,4,12
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,10,15,0,2,10,17,27
EL ALTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,1304,1257,641,644,1945,1901,3846
EL CHORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,7,2,0,1,7,3,10
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,7,5,14,14,21,19,40
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,2,6,7,6,9,12,21
EL TORNO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,114,109,38,26,152,135,287
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,6,6,0,0,6,6,12
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,27,18,18,16,45,34,79
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,12,16,0,0,12,16,28
ESCARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,1,0,0,0,1,0,1
ESCOMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,3,4,2,5,5,9,14
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,1,0,0,1,1,1,2
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,1,1,1,4,2,5,7
EXALTACION,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,1,1,0,0,1,1,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,4,2,62,56,66,58,124
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,3,5,7,6,10,11,21
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,23,16,12,8,35,24,59
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,5,11,4,7,9,18,27
GUANAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,9,12,14,15,23,27,50
GUAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,10,11,4,5,14,16,30
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,42,33,2,2,44,35,79
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,18,10,10,5,28,15,43
HUACARETA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,9,11,14,15,23,26,49
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,2,1,5,3,7,4,11
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,3,2,0,0,3,2,5
HUANUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,10,10,6,2,16,12,28
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,4,10,12,11,16,21,37
HUARINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,12,11,4,5,16,16,32
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,3,2,4,4,7,6,13
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,2,3,7,2,9,5,14
HUMANATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,4,4,3,9,7,13,20
ICHOCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,2,1,1,4,3,5,8
ICLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,3,2,1,1,4,3,7
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,17,9,20,14,37,23,60
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,3,3,0,0,3,3,6
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,22,22,9,11,31,33,64
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,25,16,16,11,41,27,68
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,20,12,0,0,20,12,32
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,28,15,9,4,37,19,56
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,55,55,13,15,68,70,138
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,80,86,67,60,147,146,293
LA PAZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,827,832,103,58,930,890,1820
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,9,10,17,16,26,26,52
LAJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,29,39,10,10,39,49,88
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,0,1,1,0,1,1,2
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,4,6,1,1,5,7,12
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,15,16,1,4,16,20,36
LLICA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,0,3,1,0,1,3,4
LORETO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,0,0,12,17,12,17,29
LURIBAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,8,12,5,6,13,18,31
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,0,2,3,0,3,2,5
MACHARETI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,4,3,18,25,22,28,50
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,0,6,35,34,35,40,75
MAIRANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,21,13,2,3,23,16,39
MALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,5,3,7,8,12,11,23
MAPIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,30,28,5,2,35,30,65
MECAPACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,25,24,11,4,36,28,64
MINEROS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,4,11,47,22,51,33,84
MIZQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,16,14,17,23,33,37,70
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,8,13,14,4,22,17,39
MOJINETE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,0,0,1,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,5,4,1,3,6,7,13
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,29,35,15,8,44,43,87
MONTERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,48,57,64,36,112,93,205
MORO MORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,1,1,8,10,9,11,20
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,9,3,19,13,28,16,44
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,4,4,4,0,8,4,12
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,1,1,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,0,1,0,0,0,1,1
OCURI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,28,35,36,39,64,74,138
OKINAWA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,12,11,5,2,17,13,30
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,2,1,7,6,9,7,16
ORURO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,280,314,104,76,384,390,774
PADCAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,19,15,10,18,29,33,62
PADILLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,2,2,17,8,19,10,29
PAILON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,8,15,17,18,25,33,58
PALCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,25,28,23,13,48,41,89
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,41,49,16,12,57,61,118
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,8,2,0,0,8,2,10
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,23,25,8,9,31,34,65
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,6,3,1,0,7,3,10
PASORAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,6,2,6,1,12,3,15
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,16,14,13,12,29,26,55
PAZÑA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,4,5,0,1,4,6,10
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,15,11,0,0,15,11,26
POCOATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,12,13,9,9,21,22,43
POCONA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,12,22,14,14,26,36,62
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,18,17,6,7,24,24,48
POOPO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,7,7,1,4,8,11,19
PORCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,15,9,18,14,33,23,56
POROMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,17,11,11,14,28,25,53
PORONGO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,5,11,9,13,14,24,38
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,23,27,0,0,23,27,50
PORVENIR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,0,2,4,1,4,3,7
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,1,0,2,0,3,0,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,232,263,39,28,271,291,562
PRESTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,6,8,8,1,14,9,23
PUCARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,3,2,0,0,3,2,5
PUCARANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,40,35,22,23,62,58,120
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,14,15,13,13,27,28,55
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,12,9,12,13,24,22,46
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,3,4,5,1,8,5,13
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,4,2,6,6,10,8,18
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,8,9,0,0,8,9,17
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,5,11,0,0,5,11,16
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,8,6,20,13,28,19,47
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,65,61,35,39,100,100,200
PUNA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,6,6,12,15,18,21,39
PUNATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,25,30,24,26,49,56,105
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,7,5,0,1,7,6,13
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,144,157,299,285,443,442,885
QUIME,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,12,10,4,4,16,14,30
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,4,2,6,2,10,4,14
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,14,12,2,7,16,19,35
RAVELO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,16,12,11,14,27,26,53
REYES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,5,6,0,0,5,6,11
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,42,48,0,0,42,48,90
ROBORE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,19,13,0,0,19,13,32
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,41,40,17,8,58,48,106
SABAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,1,0,0,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,242,234,62,54,304,288,592
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,5,7,8,3,13,10,23
SACACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,4,7,31,36,35,43,78
SAIPINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,12,18,6,5,18,23,41
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,7,4,10,4,17,8,25
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,21,15,17,15,38,30,68
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,15,10,26,21,41,31,72
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,11,7,1,3,12,10,22
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,3,2,1,3,4,5,9
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,0,2,5,7,5,9,14
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,17,22,28,25,45,47,92
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,56,62,30,21,86,83,169
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,8,9,5,2,13,11,24
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,1,1,10,8,11,9,20
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,2,2,18,14,20,16,36
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,19,17,29,29,48,46,94
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,6,1,1,1,7,2,9
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,3,4,1,0,4,4,8
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,1,2,2,2,3,4,7
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,66,62,27,18,93,80,173
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,4,15,19,17,23,32,55
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,17,20,9,4,26,24,50
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,29,26,20,20,49,46,95
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,10,5,0,0,10,5,15
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,0,0,23,15,23,15,38
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,4,9,1,0,5,9,14
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,13,18,14,11,27,29,56
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,35,36,31,24,66,60,126
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,6,4,0,0,6,4,10
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,0,0,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,3,3,3,1,6,4,10
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,0,0,6,3,6,3,9
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,1,0,4,3,5,3,8
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,0,0,13,8,13,8,21
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,10,4,2,1,12,5,17
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,6,6,3,2,9,8,17
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,677,629,30,25,707,654,1361
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,5,1,7,7,12,8,20
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,16,28,21,13,37,41,78
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,4,9,1,1,5,10,15
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,4,5,1,7,5,12,17
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,10,5,0,0,10,5,15
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,3,3,1,3,4,6,10
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,3,2,4,3,7,5,12
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,5,0,3,6,8,6,14
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,6,7,2,3,8,10,18
SENA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,1,3,20,16,21,19,40
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,30,32,10,8,40,40,80
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,31,24,8,20,39,44,83
SICAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,3,6,0,3,3,9,12
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,107,118,42,49,149,167,316
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,8,4,16,13,24,17,41
SORACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,6,6,4,5,10,11,21
SORATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,27,16,26,19,53,35,88
SUCRE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,415,360,10,10,425,370,795
TACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,0,1,4,0,4,1,5
TACACOMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,8,12,6,3,14,15,29
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,8,6,9,4,17,10,27
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,7,4,5,2,12,6,18
TAHUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,0,0,1,0,1,0,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,22,32,26,16,48,48,96
TARABUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,17,14,8,12,25,26,51
TARACO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,4,3,0,1,4,4,8
TARATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,12,11,7,12,19,23,42
TARIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,188,163,43,34,231,197,428
TARVITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,13,27,18,22,31,49,80
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,15,8,7,15,22,23,45
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,7,7,4,3,11,10,21
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,9,11,11,6,20,17,37
TIPUANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,16,9,6,4,22,13,35
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,58,57,54,55,112,112,224
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,22,12,30,30,52,42,94
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,0,1,0,3,0,4,4
TOCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,5,4,2,5,7,9,16
TOLATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,3,1,11,6,14,7,21
TOLEDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,3,5,0,1,3,6,9
TOMAVE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,17,12,6,3,23,15,38
TOMINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,5,11,9,9,14,20,34
TORO TORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,11,6,20,26,31,32,63
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2020-06-01,26,21,10,2,36,23,59
