,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,36,33,3,2,39,35,74
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,3,7,1,1,4,8,12
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,16,18,4,4,20,22,42
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,5,4,1,0,6,4,10
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,37,28,8,1,45,29,74
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,28,18,0,0,28,18,46
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,2,1,0,0,2,1,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,7,3,23,26,30,29,59
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,4,7,1,2,5,9,14
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,25,19,4,6,29,25,54
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,1,1,0,0,1,1,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,15,10,1,1,16,11,27
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,15,11,9,8,24,19,43
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,4,3,1,0,5,3,8
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,16,7,2,3,18,10,28
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,1,0,0,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,4,4,1,0,5,4,9
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,8,6,0,4,8,10,18
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,2,2,1,1,3,3,6
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,1,1,1,2,2,3,5
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,1,0,0,0,1,0,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,8,3,0,0,8,3,11
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,0,2,6,2,6,4,10
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,4,1,1,0,5,1,6
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,2,6,0,0,2,6,8
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,503,517,10,7,513,524,1037
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,2,3,0,0,2,3,5
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,10,5,0,2,10,7,17
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,1,2,0,0,1,2,3
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,0,1,0,0,0,1,1
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,2,0,1,0,3,0,3
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,4,2,0,1,4,3,7
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,2,0,0,2,2,2,4
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,1,1,0,2,1,3,4
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,3,4,0,0,3,4,7
SENA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,7,3,6,9,13,12,25
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,12,10,1,3,13,13,26
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,3,3,6,5,9,8,17
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,1,2,1,3,2,5,7
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,19,11,1,0,20,11,31
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,2,1,1,1,3,2,5
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,2,1,0,0,2,1,3
SORATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,5,5,6,1,11,6,17
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,128,130,11,11,139,141,280
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,0,2,0,0,0,2,2
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,1,0,1,4,2,4,6
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,5,5,7,5,12,10,22
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,11,8,6,6,17,14,31
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,6,4,0,1,6,5,11
TARACO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,0,3,0,0,0,3,3
TARATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,2,4,2,5,4,9,13
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,93,88,1,4,94,92,186
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,4,1,11,5,15,6,21
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,4,2,1,1,5,3,8
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,5,5,1,0,6,5,11
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,1,5,4,4,5,9,14
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,2,1,3,1,5,2,7
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,22,16,18,21,40,37,77
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,2,5,6,5,8,10,18
TOCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,4,2,1,0,5,2,7
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,1,3,2,2,3,5,8
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,0,3,0,0,0,3,3
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,2,3,2,4,4,7,11
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,3,1,1,3,4,4,8
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,3,3,3,3,6,6,12
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,4,1,0,1,4,2,6
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,2,0,0,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,27,23,0,0,27,23,50
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,17,19,2,1,19,20,39
TURCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,1,0,0,0,1,0,1
UMALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,3,4,5,1,8,5,13
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,6,2,0,1,6,3,9
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,9,2,0,0,9,2,11
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,9,4,0,0,9,4,13
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,20,20,1,0,21,20,41
VACAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,3,6,2,3,5,9,14
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,12,9,0,0,12,9,21
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,38,25,11,2,49,27,76
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,1,2,1,1,2,3,5
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,4,8,2,2,6,10,16
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,14,27,4,8,18,35,53
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,1,1,1,2,2,3,5
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,2,3,1,0,3,3,6
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,6,10,0,0,6,10,16
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,30,46,9,11,39,57,96
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,7,2,1,0,8,2,10
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,13,20,3,1,16,21,37
VINTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,17,14,15,10,32,24,56
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,2,5,0,0,2,5,7
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,5,0,0,0,5,0,5
WARNES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,51,56,0,8,51,64,115
YACO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,1,2,0,0,1,2,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,57,49,4,8,61,57,118
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,0,0,0,1,0,1,1
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,2,1,0,0,2,1,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,15,13,12,12,27,25,52
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,3,3,0,0,3,3,6
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,1,2,1,4,2,6,8
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,3,2,0,0,3,2,5
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-02-01,0,2,2,0,2,2,4
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,2,1,0,1,2,2,4
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,4,3,6,5,10,8,18
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,11,5,1,0,12,5,17
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,3,11,7,9,10,20,30
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,1,0,1,2,2,2,4
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,8,10,0,0,8,10,18
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,3,2,1,1,4,3,7
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,1,0,0,0,1,0,1
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,1,1,3,0,4,1,5
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,0,0,6,4,6,4,10
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,7,9,4,5,11,14,25
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,2,1,1,2,3,3,6
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,2,4,0,1,2,5,7
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,12,16,4,5,16,21,37
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,5,3,1,3,6,6,12
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,17,31,0,0,17,31,48
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,5,1,0,0,5,1,6
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,4,2,1,0,5,2,7
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,1,1,1,0,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,4,3,8,5,12,8,20
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,6,6,9,7,15,13,28
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,4,7,0,0,4,7,11
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,4,3,2,3,6,6,12
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,0,1,0,0,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,2,2,3,0,5,2,7
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,9,7,2,0,11,7,18
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,11,13,2,2,13,15,28
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,0,1,0,1,0,2,2
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,2,1,0,0,2,1,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,3,3,0,2,3,5,8
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,9,5,0,1,9,6,15
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,2,4,0,1,2,5,7
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,4,2,1,0,5,2,7
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,2,1,0,0,2,1,3
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,6,4,0,0,6,4,10
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,1,0,3,1,4,1,5
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,1,3,0,0,1,3,4
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,5,5,3,1,8,6,14
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,4,1,1,4,5,5,10
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,16,17,0,1,16,18,34
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,5,7,0,2,5,9,14
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,3,5,0,0,3,5,8
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,8,4,2,2,10,6,16
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,27,19,1,2,28,21,49
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,5,3,1,1,6,4,10
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,7,8,1,2,8,10,18
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,0,1,0,0,0,1,1
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,0,0,1,0,1,0,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,0,0,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,6,4,2,6,8,10,18
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,4,4,0,0,4,4,8
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,1,6,6,5,7,11,18
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,1,2,0,0,1,2,3
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,3,6,3,5,6,11,17
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,14,8,1,3,15,11,26
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,3,2,0,0,3,2,5
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,3,3,1,3,4,6,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,4,0,1,1,5,1,6
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,6,6,3,1,9,7,16
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,8,10,1,2,9,12,21
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,23,27,12,10,35,37,72
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,5,6,8,6,13,12,25
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,172,159,5,8,177,167,344
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,5,4,0,0,5,4,9
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,7,7,2,0,9,7,16
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,1,0,0,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,11,6,1,0,12,6,18
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,1,0,0,1,1,1,2
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,11,11,9,5,20,16,36
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,4,4,0,2,4,6,10
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,7,4,3,1,10,5,15
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,8,12,0,0,8,12,20
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,0,0,1,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,9,9,7,6,16,15,31
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,1,6,1,1,2,7,9
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,5,5,0,0,5,5,10
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,1,0,2,1,3,1,4
COROICO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,5,1,3,1,8,2,10
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,1,0,0,0,1,0,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,6,14,6,2,12,16,28
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,29,24,6,1,35,25,60
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,12,7,1,2,13,9,22
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,5,2,3,0,8,2,10
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,1,0,0,0,1,0,1
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,8,4,5,3,13,7,20
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,1,0,0,0,1,0,1
CURVA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,0,0,1,0,1,0,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,1,1,0,0,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,206,201,88,84,294,285,579
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,2,1,0,0,2,1,3
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,5,3,3,0,8,3,11
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,6,2,3,3,9,5,14
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,38,38,0,0,38,38,76
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,0,1,1,0,1,1,2
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,16,9,0,1,16,10,26
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,27,21,3,2,30,23,53
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,0,1,0,1,0,2,2
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,0,1,0,0,0,1,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,3,2,0,1,3,3,6
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,1,2,2,3,3,5,8
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,0,1,1,0,1,1,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,5,8,1,1,6,9,15
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,2,3,5,8,7,11,18
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,5,4,2,0,7,4,11
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,2,4,3,2,5,6,11
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,2,1,3,1,5,2,7
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,2,4,0,0,2,4,6
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,9,18,0,0,9,18,27
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,5,3,1,1,6,4,10
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,3,2,2,1,5,3,8
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,6,4,5,6,11,10,21
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,0,1,0,0,0,1,1
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,1,0,0,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,1,1,2,0,3,1,4
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,0,0,2,1,2,1,3
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,2,2,0,0,2,2,4
ICLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,3,0,0,0,3,0,3
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,5,3,9,9,14,12,26
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,3,0,0,0,3,0,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,1,2,5,3,6,5,11
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,3,0,1,0,4,0,4
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,3,0,2,3,5,3,8
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,5,2,1,1,6,3,9
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2020-03-01,15,21,1,1,16,22,38
