,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
SACACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,10,3,4,7,14,10,24
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,0,1,3,1,3,2,5
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,0,3,0,4,0,7,7
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,2,3,1,3,3,6,9
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,0,1,0,0,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,0,3,6,4,6,7,13
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,3,0,0,0,3,0,3
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,0,2,0,0,0,2,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,5,4,3,0,8,4,12
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,8,11,1,3,9,14,23
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,32,35,9,5,41,40,81
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,4,2,2,5,6,7,13
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,7,4,12,7,19,11,30
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,28,27,6,13,34,40,74
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,36,32,7,9,43,41,84
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,0,0,10,10,10,10,20
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,16,14,1,2,17,16,33
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,5,4,0,0,5,4,9
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,21,14,21,11,42,25,67
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,3,4,3,1,6,5,11
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,33,28,2,3,35,31,66
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,4,2,7,7,11,9,20
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,13,10,0,0,13,10,23
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,9,14,6,8,15,22,37
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,4,7,0,0,4,7,11
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,6,1,8,6,14,7,21
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,3,3,0,0,3,3,6
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,0,0,1,2,1,2,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,14,11,13,11,27,22,49
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,1,1,0,0,1,1,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,1,1,0,1,1,2,3
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,1,0,3,2,4,2,6
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,0,1,3,2,3,3,6
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,0,1,5,2,5,3,8
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,5,3,1,1,6,4,10
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,7,13,4,0,11,13,24
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,691,667,5,6,696,673,1369
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,8,8,7,9,15,17,32
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,5,11,7,4,12,15,27
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,1,0,0,2,1,2,3
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,4,1,2,2,6,3,9
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,2,0,0,0,2,0,2
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,4,2,0,0,4,2,6
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,1,0,4,2,5,2,7
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,4,6,2,1,6,7,13
SENA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,2,8,5,8,7,16,23
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,20,15,2,1,22,16,38
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,7,4,0,0,7,4,11
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,0,0,8,3,8,3,11
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,14,13,6,2,20,15,35
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,0,5,3,2,3,7,10
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,3,7,1,1,4,8,12
SORATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,4,5,2,5,6,10,16
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,166,158,10,6,176,164,340
TACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,1,0,0,0,1,0,1
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,1,5,1,1,2,6,8
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,0,1,1,1,1,2,3
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,2,1,4,3,6,4,10
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,0,0,1,1,1,1,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,10,7,12,7,22,14,36
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,8,4,1,5,9,9,18
TARACO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,0,0,1,1,1,1,2
TARATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,4,4,1,1,5,5,10
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,129,115,6,4,135,119,254
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,3,0,4,2,7,2,9
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,7,5,1,1,8,6,14
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,3,3,1,1,4,4,8
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,3,3,6,9,9,12,21
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,4,1,2,2,6,3,9
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,22,25,11,11,33,36,69
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,4,6,4,8,8,14,22
TOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,3,4,2,1,5,5,10
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,1,0,3,1,4,1,5
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,0,1,0,0,0,1,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,9,2,7,4,16,6,22
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,1,3,2,1,3,4,7
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,2,1,6,3,8,4,12
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,10,9,3,1,13,10,23
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,2,1,0,0,2,1,3
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,0,2,1,0,1,2,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,84,55,3,2,87,57,144
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,25,19,5,1,30,20,50
TURCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,1,0,2,3,3,3,6
UMALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,3,1,3,0,6,1,7
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,11,4,10,7,21,11,32
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,3,8,0,0,3,8,11
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,8,2,0,0,8,2,10
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,9,8,1,0,10,8,18
VACAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,0,1,7,1,7,2,9
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,12,12,0,0,12,12,24
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,29,25,12,59,41,84,125
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,0,1,0,0,0,1,1
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,5,3,5,2,10,5,15
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,21,13,5,1,26,14,40
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,2,1,0,0,2,1,3
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,2,2,5,3,7,5,12
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,3,7,6,3,9,10,19
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,58,61,27,30,85,91,176
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,1,0,0,0,1,0,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,20,25,4,5,24,30,54
VINTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,20,16,20,9,40,25,65
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,2,4,5,2,7,6,13
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,2,2,0,1,2,3,5
WARNES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,65,73,1,11,66,84,150
YACO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,3,4,2,1,5,5,10
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,19,18,10,8,29,26,55
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,1,0,1,0,2,0,2
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,2,2,1,1,3,3,6
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,26,19,22,18,48,37,85
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,8,6,2,0,10,6,16
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,2,2,5,2,7,4,11
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,0,0,4,5,4,5,9
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-03-01,0,1,0,1,0,2,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,10,23,14,14,24,37,61
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,6,10,0,2,6,12,18
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,2,5,17,13,19,18,37
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,1,0,0,0,1,0,1
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,0,1,0,2,0,3,3
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,19,9,2,0,21,9,30
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,7,4,4,2,11,6,17
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,2,1,0,0,2,1,3
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,0,2,0,1,0,3,3
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,1,2,4,3,5,5,10
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,7,8,2,2,9,10,19
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,1,2,3,2,4,4,8
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,3,2,1,2,4,4,8
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,11,8,2,6,13,14,27
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,6,1,3,1,9,2,11
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,4,7,0,0,4,7,11
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,7,6,2,2,9,8,17
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,0,2,0,3,0,5,5
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,1,3,3,3,4,6,10
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,3,1,3,2,6,3,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,16,5,6,8,22,13,35
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,6,9,2,3,8,12,20
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,13,7,1,0,14,7,21
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,0,1,6,6,6,7,13
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,1,2,0,1,1,3,4
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,1,0,1,1,2,1,3
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,0,1,6,2,6,3,9
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,22,25,10,7,32,32,64
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,8,15,7,6,15,21,36
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,1,1,0,0,1,1,2
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,1,2,0,0,1,2,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,0,0,7,2,7,2,9
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,4,5,7,5,11,10,21
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,11,10,3,2,14,12,26
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,4,5,3,4,7,9,16
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,0,3,7,3,7,6,13
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,0,1,0,0,0,1,1
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,1,2,1,3,2,5,7
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,6,3,7,0,13,3,16
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,6,6,2,0,8,6,14
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,0,2,1,3,1,5,6
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,16,19,7,4,23,23,46
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,15,15,1,3,16,18,34
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,8,3,3,3,11,6,17
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,9,10,7,1,16,11,27
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,30,37,0,8,30,45,75
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,0,0,3,14,3,14,17
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,3,3,2,2,5,5,10
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,1,1,6,5,7,6,13
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,1,1,0,0,1,1,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,13,6,5,7,18,13,31
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,1,5,1,4,2,9,11
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,7,10,11,13,18,23,41
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,0,1,0,0,0,1,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,6,11,2,1,8,12,20
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,22,19,4,8,26,27,53
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,1,1,0,1,1,2,3
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,0,1,0,0,0,1,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,1,5,0,1,1,6,7
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,12,15,2,2,14,17,31
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,3,3,7,4,10,7,17
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,2,2,3,3,5,5,10
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,11,6,4,5,15,11,26
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,1,4,12,14,13,18,31
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,8,9,8,9,16,18,34
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,9,4,11,7,20,11,31
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,115,141,0,1,115,142,257
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,14,15,0,0,14,15,29
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,4,4,8,2,12,6,18
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,3,0,1,1,4,1,5
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,8,3,9,3,17,6,23
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,3,3,9,4,12,7,19
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,18,16,20,16,38,32,70
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,5,7,0,1,5,8,13
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,1,7,5,8,6,15,21
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,1,2,0,1,1,3,4
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,6,12,3,2,9,14,23
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,3,0,0,0,3,0,3
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,2,1,8,5,10,6,16
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,15,26,1,3,16,29,45
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,3,5,1,2,4,7,11
COROICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,10,8,3,7,13,15,28
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,3,0,0,0,3,0,3
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,8,11,2,6,10,17,27
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,55,43,17,10,72,53,125
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,11,13,3,2,14,15,29
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,1,1,0,1,1,2,3
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,8,8,3,3,11,11,22
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,3,4,0,0,3,4,7
CURVA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,1,0,3,2,4,2,6
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,2,5,0,1,2,6,8
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,233,225,158,118,391,343,734
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,1,0,2,1,3,1,4
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,0,0,6,7,6,7,13
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,4,2,5,6,9,8,17
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,32,21,2,1,34,22,56
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,2,4,1,4,3,8,11
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,10,10,4,4,14,14,28
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,20,16,6,7,26,23,49
ESCARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,0,1,0,0,0,1,1
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,2,1,0,1,2,2,4
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,0,0,1,0,1,0,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,0,1,0,0,0,1,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,0,0,3,5,3,5,8
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,2,2,10,5,12,7,19
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,3,0,1,0,4,0,4
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2020-04-01,7,7,0,0,7,7,14
