,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,2,11,2,3,4,14,18
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,4,3,0,0,4,3,7
TRIGAL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,1,1,0,1,1,2,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,42,47,0,0,42,47,89
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,21,27,0,2,21,29,50
TURCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,0,1,0,0,0,1,1
UMALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,2,2,1,1,3,3,6
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,11,7,4,2,15,9,24
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,7,3,5,0,12,3,15
URUBICHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,9,6,0,0,9,6,15
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,5,12,0,1,5,13,18
VACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,6,1,5,1,11,2,13
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,8,12,2,1,10,13,23
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,14,26,6,10,20,36,56
VILA VILA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,0,3,4,3,4,6,10
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,6,2,4,4,10,6,16
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,13,20,6,1,19,21,40
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,0,1,0,2,0,3,3
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,8,5,2,2,10,7,17
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,1,3,1,3,2,6,8
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,39,50,9,7,48,57,105
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,3,2,0,0,3,2,5
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,21,19,0,3,21,22,43
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,12,14,12,18,24,32,56
VITICHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,1,6,1,0,2,6,8
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,3,0,0,0,3,0,3
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,44,51,1,2,45,53,98
YACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,1,0,1,0,2,0,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,25,24,4,9,29,33,62
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,3,4,0,0,3,4,7
YANACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,2,4,0,0,2,4,6
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,17,21,6,9,23,30,53
YOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,10,3,1,2,11,5,16
YOTALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,3,2,0,4,3,6,9
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,0,0,1,2,1,2,3
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-03-01,2,2,0,1,2,3,5
ACACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,1,0,0,1,1,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,8,10,3,2,11,12,23
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,13,1,1,3,14,17
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,2,18,17,22,19,41
ALALAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,0,0,0,2,0,2
ALCALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,1,2,1,3,2,5
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,5,6,0,0,5,6,11
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,6,1,3,5,9,14
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,1,1,1,1,2,3
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,1,0,1,0,2,2
ANZALDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,1,3,3,3,4,7
APOLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,6,3,2,4,8,7,15
ARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,5,4,1,0,6,4,10
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,15,7,3,1,18,8,26
ARQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,7,4,1,3,8,7,15
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,2,0,0,2,2,4
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,5,6,4,4,9,10,19
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,3,0,2,3,5,8
AYATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,7,0,1,2,8,10
AYO AYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,1,1,1,4,2,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,5,5,9,9,14,14,28
AZURDUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,5,8,1,3,6,11,17
BATALLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,6,0,0,3,6,9
BAURES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,2,3,1,4,3,7
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,0,1,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,2,0,0,3,2,5
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,18,13,2,4,20,17,37
BETANZOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,14,15,5,7,19,22,41
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,1,1,0,1,1,2
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1,0,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,3,0,1,2,4,6
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,8,0,2,3,10,13
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,7,7,0,0,7,7,14
CAIROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,5,2,8,6,13,19
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,2,1,3,5,5,10
CAJUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,1,0,0,4,1,5
CALACOTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,1,0,0,1,1,2
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,2,0,1,2,3,5
CAMARGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,6,3,1,6,7,13
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,0,1,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,11,8,3,4,14,12,26
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,12,10,1,2,13,12,25
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,6,9,0,0,6,9,15
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,6,7,4,8,10,15,25
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,34,23,5,3,39,26,65
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,2,1,2,2,4,6
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,3,0,1,3,4,7
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,1,2,2,3,3,6
CATACORA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1,0,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,18,12,1,4,19,16,35
CHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,7,2,0,5,7,12
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,5,5,1,7,6,13
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,1,0,0,1,1,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,7,8,1,2,8,10,18
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,19,16,3,3,22,19,41
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,2,0,0,0,2,2
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,1,0,0,1,1,2
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,1,0,2,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,7,7,0,0,7,7,14
CHUMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,3,6,0,8,3,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,1,3,6,6,7,13
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,5,6,5,5,10,11,21
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,1,10,4,11,5,16
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,6,3,3,2,9,5,14
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,5,8,7,10,12,22
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,37,37,0,0,37,37,74
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,5,8,0,0,5,8,13
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,8,5,6,1,14,6,20
COLLANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,2,1,3,1,4
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,10,1,2,4,12,5,17
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,3,0,1,2,4,6
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,15,18,18,13,33,31,64
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,1,0,0,0,1,1
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,6,6,2,2,8,8,16
COMANCHE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,1,0,0,1,1,2
COMARAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,1,0,1,1,2,3
COMBAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,1,3,3,5,4,9
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,2,1,2,3,4,7
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,2,1,6,1,8,9
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,9,14,0,0,9,14,23
CORO CORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,5,2,2,0,7,2,9
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,6,3,6,2,12,5,17
CORQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,4,0,0,1,4,5
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,17,17,4,4,21,21,42
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,14,18,0,5,14,23,37
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,8,0,1,2,9,11
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,1,0,1,0,2,2
CUEVO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,2,0,2,1,4,5
CULPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,6,1,5,5,11,16
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,4,0,0,1,4,5
CURVA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,1,1,0,2,1,3
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,6,0,0,4,6,10
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,155,171,78,83,233,254,487
EL CHORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1,0,1
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,1,0,0,1,1,2
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,2,5,3,5,8
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,29,17,0,0,29,17,46
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,1,0,0,2,1,3
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,14,9,0,7,14,16,30
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,5,6,4,3,9,9,18
ESCOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,0,0,0,2,0,2
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,2,0,1,2,3,5
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,0,6,4,6,4,10
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,8,1,7,3,15,4,19
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,0,0,0,3,0,3
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,5,0,2,3,7,10
GUANAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,5,5,1,1,6,6,12
GUAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,2,1,2,5,4,9
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,13,11,1,3,14,14,28
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,8,8,2,2,10,10,20
HUACARETA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,3,4,1,8,4,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,0,0,0,2,0,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,0,0,0,2,0,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,6,3,0,3,6,9
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1,0,1
HUARINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,1,2,0,4,1,5
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,1,3,0,5,1,6
HUMANATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,5,0,2,2,7,9
ICHOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,1,2,2,3,3,6
ICLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,1,4,1,7,2,9
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,2,0,0,2,2,4
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,0,0,0,3,0,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,6,4,5,2,11,6,17
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,7,5,6,2,13,7,20
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,4,2,0,6,4,10
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,3,2,1,5,4,9
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,9,12,2,1,11,13,24
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,19,13,11,5,30,18,48
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,75,79,2,2,77,81,158
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,1,0,1,3,2,5
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,2,0,1,2,3,5
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,0,0,0,3,0,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,13,12,2,1,15,13,28
LLICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1,0,1
LORETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1,0,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,2,0,0,1,2,3
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,1,1,0,1,1,2
MACHARETI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,2,2,1,5,3,8
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,3,4,6,6,9,15
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,2,0,0,1,2,3
MALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,1,1,2,2,3,5
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,8,11,1,1,9,12,21
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,10,3,1,0,11,3,14
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,12,2,0,1,12,3,15
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,6,4,0,1,6,5,11
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,0,0,1,4,1,5
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,10,16,0,0,10,16,26
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,3,4,7,6,10,16
MORO MORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,1,0,0,1,1,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,3,1,1,1,4,5
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,1,2,0,2,1,3
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1,0,1
OCURI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,7,3,5,3,12,6,18
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,2,1,5,2,7,9
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,1,8,4,11,5,16
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,44,44,15,7,59,51,110
PADCAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,8,3,0,1,8,4,12
PADILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,3,2,5,4,8,6,14
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,1,0,0,2,1,3
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,5,9,7,3,12,12,24
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,8,9,3,1,11,10,21
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,0,0,0,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,6,6,0,0,6,6,12
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,2,0,0,1,2,3
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,1,8,2,10,3,13
PAZÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,1,4,0,0,1,4,5
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,1,1,2,5,3,8
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,4,3,11,5,15,20
POCONA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,2,5,3,3,5,8,13
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,4,6,1,0,5,6,11
POOPO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-04-01,7,1,0,0,7,1,8
