,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
POCONA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,0,0,0,2,0,2,2
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,0,2,0,0,0,2,2
POROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,0,1,0,0,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,0,0,0,2,0,2,2
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,1,0,0,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,0,0,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,1,1,1,1,2,2,4
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,0,0,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,0,0,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,1,0,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,0,0,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,6,8,0,1,6,9,15
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,1,1,0,1,1,2,3
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,0,0,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,1,0,0,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,0,1,0,0,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,1,1,0,0,1,1,2
TOLEDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,1,0,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,0,1,1,0,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,1,0,0,0,1,0,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,0,1,0,0,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,0,1,3,0,3,1,4
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,0,1,1,0,1,1,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,1,0,0,0,1,0,1
YANACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,0,1,0,0,0,1,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-04-01,1,0,1,0,2,0,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,1,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,1,0,0,1,1,2
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,1,1,0,1,1,2
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,0,1,0,1,0,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,0,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,0,0,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,0,0,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,0,0,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,0,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,7,2,0,0,7,2,9
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,0,0,1,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,0,1,1,1,1,2
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,0,1,0,1,0,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,1,0,0,1,1,2
CORQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,1,0,0,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,3,6,8,7,11,18
EL CHORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,1,1,0,1,1,2
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,0,1,0,1,0,1
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,0,0,1,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,1,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,1,0,2,0,3,3
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,1,0,0,1,1,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,3,1,2,0,5,1,6
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,2,6,4,6,6,12
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,0,0,3,1,3,4
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,1,1,4,1,5,6
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,0,1,1,1,1,2
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,1,0,0,0,1,1
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,1,0,0,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,0,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,2,0,0,0,2,0,2
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,0,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,0,1,1,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,0,3,1,3,1,4
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,0,1,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,0,0,1,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,2,4,0,0,2,4,6
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,0,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,0,1,1,2,1,3
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,0,0,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,7,6,2,3,9,9,18
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,0,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,2,0,1,1,3,4
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,0,0,1,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,1,0,1,1,2,3
TARATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,0,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,1,0,0,1,1,2
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,0,1,0,1,0,1
TRIGAL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,0,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,0,0,2,0,2,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,0,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,1,0,1,0,2,0,2
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,1,0,1,0,2,2
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,4,1,0,1,4,2,6
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-05-01,0,1,1,1,1,2,3
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,1,0,0,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,0,0,1,0,1,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,0,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,1,0,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,5,7,0,0,5,7,12
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,2,0,0,0,2,0,2
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,0,1,0,1,0,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,1,0,0,1,1,1,2
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,2,0,0,0,2,0,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,4,1,0,0,4,1,5
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,8,3,3,2,11,5,16
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,0,1,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,1,0,1,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,1,2,1,2,2,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,1,5,0,1,1,6,7
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,0,0,1,0,1,1
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,0,1,0,1,0,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,0,1,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,0,1,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,0,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,1,0,1,0,2,2
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,3,1,1,2,4,3,7
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,1,0,0,0,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,0,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,2,3,0,2,2,5,7
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,1,0,0,0,1,0,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,1,1,0,0,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,0,1,1,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,0,2,1,2,1,3
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,1,0,0,0,1,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,0,1,2,1,2,3
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,1,1,0,1,1,2,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,1,3,0,0,1,3,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,0,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,9,7,0,0,9,7,16
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,0,2,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,1,0,0,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,1,1,1,1,2,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,1,0,0,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,0,1,2,1,2,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,1,0,2,0,3,0,3
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,2,0,0,0,2,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,1,0,0,0,1,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,1,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,2,0,0,0,2,0,2
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-06-01,0,0,0,2,0,2,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,1,0,0,0,1,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,1,0,0,0,1,1
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,1,0,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,0,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,1,0,0,0,1,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,0,3,0,3,0,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,1,1,0,0,1,1,2
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,1,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,2,1,0,0,2,1,3
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,1,0,1,0,2,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,4,7,3,7,7,14
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,1,0,1,0,2,0,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,1,0,0,1,1,1,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,0,0,1,0,1,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,1,0,1,0,2,2
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,1,0,0,0,1,1
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,1,0,0,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,0,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,1,2,2,2,3,5
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,0,4,4,4,4,8
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,0,0,1,0,1,1
PORONGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,7,4,1,0,8,4,12
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,1,1,0,0,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,0,1,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,1,0,0,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,1,0,0,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,0,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,2,0,0,0,2,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,0,3,2,3,2,5
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,3,2,0,0,3,2,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,0,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,12,14,4,1,16,15,31
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,0,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,1,0,0,0,1,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,0,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,5,2,1,0,6,2,8
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,2,0,0,0,2,0,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,1,0,0,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,0,0,1,0,1,1
VILA VILA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,0,0,1,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,1,0,1,0,2,0,2
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,0,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,4,0,1,0,5,5
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,0,0,1,0,1,1
YOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-07-01,0,1,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,1,0,0,0,1,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,0,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,0,2,0,2,0,2
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,0,1,1,1,1,2
CAIROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,1,0,0,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,0,0,1,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,1,1,0,1,1,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,1,0,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,3,4,1,0,4,4,8
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,1,0,0,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,1,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,1,0,0,0,1,1
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,2,3,0,0,2,3,5
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,2,0,0,0,2,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,4,4,2,3,6,7,13
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,0,0,1,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,1,0,0,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,1,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,1,0,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,1,0,1,0,2,0,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,3,0,0,0,3,0,3
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,1,0,1,0,2,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,1,3,0,0,1,3,4
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,1,0,0,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,1,0,0,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,0,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,1,4,4,1,5,5,10
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,4,2,0,0,4,2,6
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,0,0,5,2,5,2,7
POROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,1,1,0,1,1,2,3
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,2,0,0,0,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-08-01,2,1,0,0,2,1,3
