,group,variable,month,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA DENTRO,ANTIAMARÍLICA DOSIS ÚNICA FUERA,ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,1,0,0,0,1,1
OCURI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,7,3,7,3,14,6,20
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,3,1,15,12,18,13,31
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,0,4,8,4,8,12
ORURO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,82,92,10,11,92,103,195
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,5,6,1,1,6,7,13
PADILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,3,10,9,12,12,24
PAILON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,1,5,0,7,1,8
PALCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,6,5,6,4,12,9,21
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,16,11,11,5,27,16,43
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,0,0,1,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,4,6,0,0,4,6,10
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,4,4,0,0,4,4,8
PASORAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,0,2,0,4,0,4
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,1,1,5,5,6,6,12
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,5,1,0,0,5,1,6
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,4,4,3,6,7,13
POCOATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,8,11,6,8,14,19,33
POCONA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,1,2,8,9,9,11,20
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,13,11,1,1,14,12,26
POOPO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,5,6,1,0,6,6,12
PORCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,0,3,4,3,4,7
POROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,5,2,1,4,6,6,12
PORONGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,3,5,20,18,23,23,46
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,10,12,0,0,10,12,22
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,0,6,2,6,2,8
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,1,1,0,3,1,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,7,19,0,0,7,19,26
PRESTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,3,3,4,6,7,9,16
PUCARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,3,0,0,0,3,3
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,17,18,8,4,25,22,47
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,1,3,4,1,5,4,9
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,6,4,1,4,7,11
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,1,0,0,0,1,1
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,1,4,0,4,1,5
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,4,1,6,3,10,13
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,0,4,4,4,4,8
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,0,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,0,19,23,19,23,42
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,49,35,11,16,60,51,111
PUNA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,1,9,6,11,7,18
PUNATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,13,5,0,1,13,6,19
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,1,2,0,0,1,2,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,5,6,10,18,15,24,39
QUIME,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,1,0,4,2,5,2,7
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,0,4,0,4,0,4
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,1,0,0,0,1,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,5,7,10,9,15,16,31
REYES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,0,0,0,2,0,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,32,30,21,17,53,47,100
ROBORE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,1,3,0,5,1,6
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,11,6,10,9,21,15,36
SABAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,3,1,0,2,3,3,6
SACABA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,53,51,9,10,62,61,123
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,1,2,1,2,2,4,6
SACACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,4,6,10,3,14,9,23
SAIPINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,5,5,3,0,8,5,13
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,5,4,6,6,11,17
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,6,3,1,5,7,12
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,4,8,6,7,10,15,25
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,0,0,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,1,1,5,3,6,4,10
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,4,0,2,2,6,8
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,14,11,6,0,20,11,31
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,4,8,8,8,12,16,28
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,4,2,17,19,21,21,42
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,1,1,1,1,2,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,27,35,11,3,38,38,76
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,4,2,1,0,5,2,7
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,6,2,0,0,6,2,8
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,0,0,0,2,0,2
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,0,5,1,5,1,6
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,32,28,8,8,40,36,76
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,3,5,5,7,8,15
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,6,6,10,6,16,12,28
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,19,25,9,9,28,34,62
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,1,1,16,8,17,9,26
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,1,0,1,0,2,0,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,4,6,9,8,13,14,27
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,12,14,6,10,18,24,42
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,1,0,0,2,1,3
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,3,3,0,0,3,3,6
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,1,0,1,1,2,1,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,1,1,4,3,5,4,9
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,1,0,1,2,2,2,4
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,4,3,1,4,5,7,12
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,4,8,0,0,4,8,12
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,439,467,9,12,448,479,927
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,3,0,0,2,3,5
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,7,9,1,0,8,9,17
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,1,1,6,3,7,10
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,3,1,1,3,4,4,8
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,4,4,0,0,4,4,8
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,3,7,6,9,9,18
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,1,1,0,1,1,2,3
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,3,2,0,2,3,4,7
SENA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,2,8,8,8,10,18
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,18,17,6,7,24,24,48
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,10,15,6,8,16,23,39
SICAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,3,1,0,3,3,6
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,44,35,2,3,46,38,84
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,6,2,6,1,12,3,15
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,1,3,1,0,2,3,5
SORATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,8,9,6,10,14,19,33
SUCRE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,93,97,1,4,94,101,195
TACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,0,2,0,2,0,2
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,7,4,0,1,7,5,12
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,4,5,2,7,6,13
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,3,2,2,4,5,6,11
TAHUA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,0,3,0,3,0,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,20,21,7,4,27,25,52
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,9,6,8,4,17,10,27
TARACO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,2,0,0,2,2,4
TARATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,5,7,3,4,8,11,19
TARIJA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,86,85,4,4,90,89,179
TARVITA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,7,7,4,1,11,8,19
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,6,5,4,3,10,8,18
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,9,4,1,1,10,5,15
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,6,9,1,2,7,11,18
TIPUANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,7,3,6,2,13,5,18
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,25,27,13,8,38,35,73
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,7,8,9,8,16,16,32
TOCO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,2,5,5,5,7,12
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,0,0,1,0,1,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,1,1,3,2,4,3,7
TOLEDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,4,1,2,5,6,6,12
TOMAVE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,5,1,4,2,9,3,12
TOMINA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,3,2,1,1,4,3,7
TORO TORO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,0,4,7,6,7,13
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,11,8,6,8,17,16,33
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,1,1,0,5,1,6,7
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,0,2,2,2,2,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,14,19,0,0,14,19,33
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,30,34,1,1,31,35,66
UMALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,6,2,1,1,7,3,10
UNCIA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,3,8,5,10,8,18
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,7,3,11,11,18,14,32
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,6,6,0,0,6,6,12
UYUNI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,3,5,2,0,5,5,10
VACAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,5,2,4,7,9,9,18
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,8,11,0,0,8,11,19
VIACHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,21,10,1,0,22,10,32
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,0,3,3,3,3,6
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,5,7,2,5,7,12,19
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,12,18,7,3,19,21,40
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,1,0,2,1,3,1,4
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,1,1,12,8,13,9,22
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,5,5,3,7,8,15
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,37,32,11,5,48,37,85
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,4,2,0,0,4,2,6
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,27,28,4,7,31,35,66
VINTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,14,11,22,25,36,36,72
VITICHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,0,4,4,4,4,8
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,4,0,1,0,5,5
WARNES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,21,18,19,19,40,37,77
YACO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,3,2,0,2,3,4,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,23,24,12,21,35,45,80
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,3,3,1,1,4,4,8
YANACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,8,5,3,0,11,5,16
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,23,38,32,21,55,59,114
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,4,2,2,7,6,9,15
YOTALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,2,2,6,2,8,4,12
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,0,1,4,6,4,7,11
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-04-01,6,7,4,3,10,10,20
ACACIO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,4,2,7,7,11,9,20
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,18,4,18,21,36,25,61
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,16,16,5,4,21,20,41
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,11,15,23,14,34,29,63
ALALAY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,2,1,4,4,6,5,11
ALCALA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,1,0,0,1,1,1,2
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,9,10,2,2,11,12,23
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,10,7,3,1,13,8,21
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,0,2,1,1,1,3,4
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,2,1,0,0,2,1,3
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,1,1,0,1,1,2,3
APOLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,12,22,6,10,18,32,50
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,2,1,2,6,4,7,11
ARANI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,2,4,4,4,6,8,14
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,21,17,3,1,24,18,42
ARQUE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,3,2,3,5,6,7,13
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,17,19,2,3,19,22,41
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,9,7,3,4,12,11,23
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,3,4,0,0,3,4,7
AYATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,2,1,3,2,5,3,8
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,3,1,1,1,4,2,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,24,16,25,14,49,30,79
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,5,1,2,4,7,5,12
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,16,17,1,0,17,17,34
BAURES,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,5,3,2,2,7,5,12
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,2,1,0,0,2,1,3
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,0,0,2,3,2,3,5
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,1,2,6,4,7,6,13
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,48,43,23,13,71,56,127
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,18,12,8,12,26,24,50
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,4,3,3,4,7,7,14
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,0,1,2,1,2,2,4
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,3,2,5,2,8,4,12
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,8,9,13,10,21,19,40
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,15,18,2,7,17,25,42
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,6,8,6,4,12,12,24
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,2,2,4,3,6,5,11
CAJUATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,14,8,0,0,14,8,22
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,2,1,0,1,2,2,4
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,3,2,0,1,3,3,6
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,7,4,3,4,10,8,18
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,1,6,0,1,1,7,8
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,18,25,9,5,27,30,57
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,16,13,6,6,22,19,41
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,6,6,0,0,6,6,12
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,9,9,6,3,15,12,27
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,36,23,0,1,36,24,60
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,7,4,8,6,15,10,25
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,5,8,2,5,7,13,20
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,2,0,3,8,5,8,13
CATACORA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,0,2,0,0,0,2,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,0,1,1,0,1,1,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,31,18,10,9,41,27,68
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antiamarilica dosis unica,2020-05-01,2,3,1,1,3,4,7
