,group,variable,month,NEUMONÍAS EN MENORES DE 5 AÑOS CANTIDAD,NEUMONÍAS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
ACHACACHI,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,2,0,2
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,0,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,6,7,13
ATOCHA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,3,0,3
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,5,6,11
BUENA VISTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,0,1,1
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,5,7,12
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,8,4,12
CARMEN RIVERO TORREZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,24,0,24
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,6,2,8
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,8,9,17
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,1,0,1
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,6,6,12
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,118,127,245
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,3,2,5
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,2,2,4
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,0,1,1
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,2,3,5
COTOCA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,4,2,6
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,69,58,127
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,1,1,2
ENTRE RIOS TRJ,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,2,2,4
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,6,6,12
GUTIERREZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,3,1,4
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,5,4,9
LA ASUNTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,1,0,1
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,3,2,5
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,82,60,142
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,1,1,2
MAGDALENA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,2,1,3
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,0,1,1
MIZQUE,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,3,0,3
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,3,2,5
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,20,13,33
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,36,20,56
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,4,2,6
PATACAMAYA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,3,0,3
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,5,2,7
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,15,16,31
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,6,2,8
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,3,8,11
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,11,2,13
REYES,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,3,0,3
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,10,5,15
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,1,1,2
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,1,1,2
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,8,6,14
SACACA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,2,1,3
SAMAIPATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,1,0,1
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,1,0,1
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,3,2,5
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,14,9,23
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,2,4,6
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,4,2,6
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,1,0,1
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,0,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,107,50,157
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,7,9,16
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,2,1,3
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,35,24,59
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,0,1,1
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,26,22,48
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,3,2,5
TIPUANI,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,2,1,3
TIQUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,10,8,18
TOMINA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,1,0,1
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,2,1,3
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,5,3,8
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,2,1,3
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,9,1,10
VILLA SERRANO,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,1,0,1
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,11,14,25
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,34,22,56
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,0,6,6
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,3,11,14
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2011-05-01,1,0,1
ACHACACHI,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,0,1
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,5,1,6
ATOCHA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,0,1
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,4,7,11
CABEZAS,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,0,1,1
CAMARGO,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,14,14,28
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,6,7
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,3,6,9
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,5,5,10
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,3,4
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,10,3,13
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,141,90,231
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,2,0,2
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,0,2,2
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,2,0,2
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,3,0,3
COTAGAITA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,0,1,1
COTOCA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,1,2
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,22,17,39
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,1,2
ENTRE RIOS TRJ,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,1,2
EXALTACION,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,0,1,1
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,7,6,13
GUTIERREZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,0,2,2
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,2,3
IRUPANA (VILLA DE LANZA),diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,0,1
LA ASUNTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,0,1,1
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,2,1,3
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,73,70,143
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,25,28,53
MAGDALENA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,0,1,1
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,0,2,2
MOJOCOYA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,0,1,1
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,5,2,7
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,16,14,30
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,6,6,12
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,0,1
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,2,6,8
PATACAMAYA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,2,1,3
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,6,5,11
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,30,26,56
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,0,1,1
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,4,1,5
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,6,6,12
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,2,4,6
REYES,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,12,0,12
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,3,4
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,1,2
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,0,4,4
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,11,4,15
SACACA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,0,1
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,3,0,3
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,4,1,5
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,0,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,12,9,21
SAN JOSE DE CHIQUITOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,2,1,3
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,1,2
SAN LUCAS,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,0,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,0,1
SAN RAFAEL,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,0,1,1
SAN RAMON SCZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,0,1,1
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,2,2,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,265,44,309
SANTIVAÑES,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,0,1,1
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,5,2,7
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,0,1
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,34,40,74
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,2,0,2
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,17,11,28
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,1,2
TIQUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,4,5,9
TOTORA(CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,2,3
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,7,4,11
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,6,4,10
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,2,2,4
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,4,5,9
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,6,3,9
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,14,10,24
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,2,0,2
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,2,0,2
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,6,11,17
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,4,5
ZUDAÑEZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-06-01,1,0,1
ACHACACHI,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,3,1,4
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,2,6,8
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,9,7,16
BUENA VISTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,6,2,8
CABEZAS,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,0,1
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,3,5,8
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,0,1
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,2,3,5
CHAQUI,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,15,11,26
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,0,1,1
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,0,1
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,13,5,18
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,83,60,143
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,1,2
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,0,4,4
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,2,0,2
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,0,1
COTOCA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,3,2,5
CUATRO CAÑADAS,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,1,2
CULPINA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,3,4
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,20,17,37
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,1,2
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,5,3,8
GUTIERREZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,0,1,1
ICLA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,0,1
INCAHUASI,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,0,1
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,2,0,2
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,29,18,47
LAGUNILLAS,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,1,2
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,5,1,6
MAGDALENA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,0,1
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,0,1
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,4,0,4
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,15,8,23
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,13,3,16
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,0,1
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,0,1
PATACAMAYA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,0,1,1
POCONA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,0,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,7,6,13
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,17,8,25
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,4,1,5
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,7,8
REYES,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,5,1,6
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,2,3,5
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,2,3
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,5,0,5
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,2,1,3
SACACA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,0,1,1
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,6,0,6
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,2,1,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,16,17,33
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,3,5,8
SAN LUCAS,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,2,0,2
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,0,2,2
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,0,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,290,262,552
SANTA ROSA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,2,0,2
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,4,2,6
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,0,1
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,47,24,71
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,0,1
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,7,5,12
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,0,1
TIPUANI,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,0,1
TIQUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,5,0,5
TOMINA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,0,1
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,8,4,12
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,3,2,5
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,4,5
VIACHA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,0,1
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,5,4,9
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,6,1,7
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,3,0,3
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,5,5,10
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,1,1,2
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,8,9,17
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2011-07-01,2,0,2
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,14,4,18
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,1,1,2
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,8,9,17
BUENA VISTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,11,2,13
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,3,1,4
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,1,1,2
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,2,1,3
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,6,1,7
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,19,22,41
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,66,45,111
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,3,2,5
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,0,1,1
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,2,2,4
CULPINA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,2,0,2
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,25,14,39
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,0,1,1
ENTRE RIOS TRJ,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,0,1,1
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,6,5,11
GUTIERREZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,2,3,5
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,5,1,6
INCAHUASI,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,1,0,1
LA ASUNTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,0,1,1
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,30,28,58
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,8,14,22
MAGDALENA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,4,4,8
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,1,0,1
MIZQUE,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,0,1,1
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,4,3,7
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,20,19,39
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,15,5,20
PAILON,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,1,0,1
PATACAMAYA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,1,0,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,14,4,18
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,15,25,40
PUERTO SILES,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,1,0,1
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,0,1,1
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,3,1,4
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,2,6,8
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,3,2,5
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,6,3,9
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,3,1,4
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,1,0,1
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,1,2,3
SAMAIPATA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,0,2,2
SAN ANTONIO DE LOMERIO,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,1,1,2
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,2,3,5
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,5,4,9
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,11,9,20
SAN JOSE DE CHIQUITOS,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,0,1,1
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,2,4,6
SAN LUCAS,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,0,1,1
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,1,1,2
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,2,0,2
SAN RAFAEL,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,0,1,1
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,2,0,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,111,62,173
SANTA ROSA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,1,0,1
SHINAOTA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,6,6,12
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,0,1,1
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,44,48,92
TAPACARI,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,1,2,3
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,11,19,30
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,0,1,1
TIQUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2011-08-01,4,2,6
