,group,variable,month,OTROS EN MENORES DE 5 AÑOS CANTIDAD,OTROS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,15,14,29
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,18,18,36
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,8,10,18
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,12,8,20
VINTO,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,4,5,9
WARNES,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,7,3,10
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2011-04-01,33,27,60
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,22,18,40
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,3,1,4
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,243,278,521
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,2,2,4
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,13,16,29
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,21,16,37
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,10,13,23
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,7,3,10
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,5,5,10
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2011-05-01,3,0,3
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,1,1,2
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,38,49,87
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,296,273,569
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,21,7,28
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,0,3,3
COROICO,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,7,7,14
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,118,115,233
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,2,1,3
ENTRE RIOS TRJ,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,1,1,2
FERNANDEZ ALONSO,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,23,36,59
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,30,10,40
GUTIERREZ,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,1,0,1
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,6,2,8
IRUPANA (VILLA DE LANZA),diagnostico de egreso,otros en menores de 5 anos,2011-05-01,0,1,1
LA ASUNTA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,1,0,1
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,380,424,804
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,17,18,35
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,3,3,6
MIZQUE,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,5,5,10
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,8,6,14
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,61,43,104
ORURO,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,25,31,56
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,4,2,6
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,1,0,1
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,59,52,111
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,57,40,97
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,13,11,24
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,17,14,31
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,10,5,15
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,13,28,41
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,6,3,9
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,2,6,8
SACABA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,26,28,54
SACACA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,1,0,1
SAMAIPATA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,1,0,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,5,7,12
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,3,1,4
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,0,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,46,36,82
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,3,0,3
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,7,1,8
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,1,1,2
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,32,22,54
SAN RAMON SCZ,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,1,0,1
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,4,2,6
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,751,422,1173
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,0,1,1
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,8,4,12
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,2,0,2
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,89,88,177
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,1,1,2
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,68,50,118
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,1,0,1
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,7,6,13
TOMINA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,1,0,1
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,56,32,88
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,21,16,37
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,1,0,1
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,17,11,28
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,22,9,31
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,14,9,23
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,19,15,34
WARNES,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,7,13,20
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,36,33,69
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2011-05-01,2,1,3
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,18,13,31
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,3,1,4
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,375,356,731
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,0,1,1
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,8,8,16
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,26,18,44
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,12,15,27
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,5,4,9
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,3,8,11
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,8,0,8
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2011-06-01,1,3,4
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,1,1,2
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,44,71,115
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,481,228,709
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,7,0,7
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,1,0,1
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,0,1,1
COROICO,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,6,5,11
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,1,1,2
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,142,117,259
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,3,0,3
ENTRE RIOS TRJ,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,4,1,5
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,28,14,42
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,4,3,7
LA ASUNTA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,2,1,3
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,389,450,839
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,17,18,35
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,1,2,3
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,11,18,29
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,67,47,114
ORURO,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,15,6,21
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,5,4,9
PAILON,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,2,0,2
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,2,1,3
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,76,87,163
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,63,23,86
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,0,3,3
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,9,12,21
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,18,11,29
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,15,11,26
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,16,17,33
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,2,7,9
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,2,5,7
SACABA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,39,26,65
SACACA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,1,0,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,4,3,7
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,2,0,2
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,0,2,2
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,53,41,94
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,1,0,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,0,1,1
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,0,2,2
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,0,2,2
SAN RAFAEL,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,1,0,1
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,1,3,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,487,275,762
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,10,9,19
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,2,1,3
SORATA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,1,0,1
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,103,85,188
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,1,0,1
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,58,35,93
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,2,0,2
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,6,8,14
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2011-06-01,0,1,1
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,64,45,109
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,19,4,23
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,3,1,4
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,8,9,17
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,10,5,15
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,29,5,34
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,9,4,13
VINTO,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,4,2,6
WARNES,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,12,4,16
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,31,32,63
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,4,3,7
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2011-06-01,3,9,12
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,8,10,18
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,1,0,1
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,312,326,638
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,0,1,1
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,5,6,11
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,18,14,32
CARACOLLO,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,0,1,1
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,18,10,28
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,13,8,21
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,5,4,9
CHAQUI,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,6,6,12
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,5,4,9
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2011-07-01,0,1,1
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,0,2,2
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,74,69,143
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,491,478,969
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,7,5,12
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,1,2,3
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,1,0,1
COROICO,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,6,3,9
COTAGAITA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,0,1,1
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,1,0,1
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,1,3,4
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,128,113,241
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,0,3,3
ENTRE RIOS TRJ,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,1,0,1
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,17,20,37
GUTIERREZ,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,0,3,3
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,5,1,6
LA ASUNTA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,1,0,1
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,376,421,797
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,5,5,10
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,3,0,3
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,8,9,17
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,81,65,146
ORURO,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,69,45,114
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,9,4,13
PATACAMAYA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,1,1,2
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,80,93,173
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,50,29,79
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,1,2,3
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,7,6,13
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,18,16,34
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,2,9,11
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,15,20,35
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,6,0,6
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,3,1,4
SACABA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,15,14,29
SACACA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,0,1,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,5,5,10
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,3,1,4
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,0,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,63,51,114
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,2,0,2
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,4,2,6
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,568,251,819
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,4,4,8
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,1,3,4
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,107,66,173
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,3,4,7
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,58,60,118
TIPUANI,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,1,0,1
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,6,5,11
TOTORA(CBBA),diagnostico de egreso,otros en menores de 5 anos,2011-07-01,2,2,4
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,62,36,98
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,0,3,3
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,5,2,7
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,9,8,17
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,10,12,22
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,6,7,13
VINTO,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,1,0,1
WARNES,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,3,4,7
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,44,26,70
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2011-07-01,2,2,4
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,20,15,35
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,0,2,2
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,218,215,433
BETANZOS,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,2,0,2
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,0,1,1
BUENA VISTA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,0,2,2
CABEZAS,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,2,0,2
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,9,10,19
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,13,14,27
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,9,5,14
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,14,1,15
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,2,4,6
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,6,7,13
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2011-08-01,2,2,4
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,3,3,6
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,81,91,172
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,958,843,1801
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,5,3,8
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,2,3,5
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,1,0,1
COROICO,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,3,0,3
COTAGAITA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,0,1,1
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,0,2,2
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,133,152,285
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,3,0,3
ENTRE RIOS TRJ,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,2,2,4
FERNANDEZ ALONSO,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,36,39,75
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,29,21,50
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,3,4,7
LA ASUNTA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,1,0,1
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,426,504,930
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,14,16,30
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,5,4,9
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,1,0,1
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,8,13,21
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,79,53,132
ORURO,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,37,24,61
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,3,2,5
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,72,67,139
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,34,17,51
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,1,0,1
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,8,8,16
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,13,13,26
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,8,10,18
REYES,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,0,1,1
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,11,14,25
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,1,1,2
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,9,5,14
SACABA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,25,30,55
SACABAMBA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,1,0,1
SAMAIPATA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,1,0,1
SAN ANTONIO DE LOMERIO,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,1,0,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,1,1,2
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,4,3,7
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,3,4,7
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,61,35,96
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,0,3,3
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,3,2,5
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,4,4,8
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,3,1,4
SAN RAMON BENI,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,1,0,1
SAN RAMON SCZ,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,1,1,2
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,3,0,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,618,304,922
SHINAOTA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,15,8,23
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,1,3,4
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,123,129,252
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,3,2,5
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,55,64,119
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,0,1,1
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,48,51,99
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,14,11,25
UYUNI,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,0,1,1
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,18,8,26
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,14,9,23
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,12,11,23
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,13,12,25
VINTO,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,4,6,10
WARNES,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,7,2,9
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,40,35,75
YAMPARAEZ,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,1,0,1
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2011-08-01,0,1,1
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,1,0,1
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2011-09-01,33,14,47
