,group,variable,month,DIARREAS EN MENORES DE 5 AÑOS CANTIDAD,DIARREAS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2011-04-01,4,0,4
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2011-04-01,1,1,2
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2011-04-01,13,9,22
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2011-04-01,2,1,3
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2011-04-01,2,2,4
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2011-04-01,3,1,4
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2011-04-01,7,7,14
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2011-04-01,20,15,35
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,1,0,1
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,1,0,1
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,12,17,29
BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,1,1,2
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,1,1,2
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,2,3,5
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,0,1,1
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,4,0,4
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,1,0,1
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,1,1,2
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,12,6,18
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,91,57,148
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,3,4,7
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,1,0,1
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,2,2,4
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,1,1,2
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,20,20,40
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,3,0,3
EXALTACION,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,2,2,4
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,14,7,21
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,13,5,18
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,2,0,2
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,1,0,1
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,42,43,85
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,27,22,49
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,11,21,32
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,2,2,4
MIZQUE,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,4,3,7
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,1,1,2
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,11,13,24
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,14,9,23
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,2,1,3
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,7,15,22
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,13,14,27
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,2,1,3
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,2,3,5
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,3,1,4
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,5,6,11
QUIRUSILLAS,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,0,1,1
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,8,0,8
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,12,2,14
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,0,2,2
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,1,3,4
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,5,5,10
SAMAIPATA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,1,0,1
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,4,2,6
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,2,1,3
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,1,1,2
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,8,7,15
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,0,1,1
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,5,5,10
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,2,2,4
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,1,0,1
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,3,4,7
SAN RAMON BENI,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,1,0,1
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,0,3,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,247,165,412
SANTA ROSA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,2,0,2
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,7,11,18
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,28,17,45
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,5,4,9
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,0,1,1
TIPUANI,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,4,1,5
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,0,3,3
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,28,11,39
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,5,2,7
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,2,0,2
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,8,13,21
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,8,3,11
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,7,5,12
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2011-05-01,6,4,10
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,0,3,3
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,13,11,24
BETANZOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,1,1,2
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,6,3,9
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,3,2,5
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,1,11,12
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,1,0,1
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,2,1,3
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,6,2,8
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,1,0,1
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,2,0,2
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,5,5,10
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,192,136,328
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,3,0,3
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,0,2,2
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,1,1,2
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,33,18,51
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,2,1,3
ENTRE RIOS TRJ,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,1,0,1
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,3,9,12
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,13,9,22
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,3,0,3
INCAHUASI,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,0,1,1
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,1,2,3
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,3,2,5
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,31,36,67
LAGUNILLAS,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,0,1,1
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,32,39,71
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,3,2,5
MOJOCOYA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,2,1,3
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,1,1,2
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,15,15,30
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,17,15,32
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,1,3,4
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,0,1,1
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,13,8,21
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,31,27,58
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,1,1,2
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,13,7,20
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,6,4,10
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,7,7,14
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,2,0,2
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,5,2,7
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,0,2,2
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,4,0,4
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,9,6,15
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,1,3,4
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,2,2,4
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,1,2,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,6,5,11
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,1,0,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,1,2,3
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,4,4,8
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,1,0,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,1,0,1
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,3,5,8
SAN RAMON SCZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,351,123,474
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,24,17,41
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,39,37,76
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,0,1,1
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,14,7,21
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,4,7,11
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,18,20,38
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,5,4,9
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,1,1,2
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,0,4,4
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,2,1,3
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,21,4,25
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,11,6,17
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,6,5,11
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,5,0,5
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,5,9,14
YAMPARAEZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,1,0,1
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2011-06-01,3,5,8
ACHACACHI,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,0,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,2,4,6
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,1,0,1
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,26,38,64
BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,0,2,2
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,0,1,1
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,12,4,16
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,2,1,3
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,3,3,6
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,3,1,4
CHAQUI,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,1,3,4
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,1,4,5
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,1,0,1
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,28,23,51
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,80,76,156
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,1,1,2
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,3,2,5
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,1,0,1
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,2,2,4
COTAGAITA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,1,0,1
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,3,2,5
CUATRO CAÑADAS,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,1,1,2
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,3,4,7
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,73,55,128
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,8,3,11
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,14,10,24
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,10,11,21
GUTIERREZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,0,1,1
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,1,2,3
ICLA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,12,7,19
INCAHUASI,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,1,0,1
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,2,2,4
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,51,55,106
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,7,5,12
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,7,6,13
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,1,0,1
MINEROS,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,1,0,1
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,3,4,7
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,62,59,121
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,17,11,28
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,2,2,4
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,3,0,3
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,1,0,1
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,12,7,19
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,19,12,31
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,2,1,3
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,10,3,13
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,3,1,4
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,2,5,7
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,7,0,7
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,28,29,57
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,2,1,3
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,3,3,6
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,2,0,2
SAMAIPATA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,0,2,2
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,7,2,9
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,0,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,8,4,12
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,13,7,20
SAN RAMON BENI,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,1,1,2
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,3,1,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,292,187,479
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,10,10,20
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,0,1,1
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,47,21,68
TAPACARI,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,13,11,24
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,2,1,3
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,18,20,38
TIPUANI,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,4,0,4
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,2,1,3
TOTORA(CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,0,2,2
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,56,43,99
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,10,7,17
URUBICHA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,3,0,3
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,0,2,2
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,5,1,6
VIACHA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,2,1,3
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,2,1,3
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,7,8,15
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,3,5,8
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,4,5,9
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,2,4,6
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,17,14,31
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2011-07-01,6,10,16
ACHACACHI,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,0,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,6,2,8
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,0,1
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,2,1,3
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,26,17,43
BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,3,0,3
CABEZAS,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,2,2,4
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,0,1
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,6,5,11
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,6,3,9
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,3,0,3
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,2,2,4
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,5,0,5
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,2,1,3
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,1,2
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,43,35,78
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,78,56,134
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,3,0,3
COLQUIRI,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,0,1
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,2,3
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,3,4
COTAGAITA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,0,1
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,0,1
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,65,54,119
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,2,1,3
ENTRE RIOS TRJ,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,0,1,1
EXALTACION,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,1,2
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,8,4,12
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,57,35,92
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,2,3
INCAHUASI,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,0,1
JESUS DE MACHACA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,0,1
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,4,1,5
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,56,59,115
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,5,4,9
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,11,6,17
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,0,1
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,9,4,13
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,24,17,41
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,17,19,36
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,2,3,5
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,3,4,7
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,0,1,1
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,8,8,16
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,42,42,84
PUERTO RICO,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,1,2
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,3,3,6
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,3,3,6
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,2,2,4
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,3,3,6
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,0,1,1
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,25,16,41
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,0,1
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,15,9,24
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,1,1,2
SACACA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,0,1,1
SAMAIPATA,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,2,0,2
SAN ANTONIO DE LOMERIO,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,0,1,1
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,6,5,11
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,4,1,5
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2011-08-01,7,5,12
