,group,variable,month,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS FUERA,ANTIROTAVIRÍCA 1RA DOSIS FUERA,TOTALES
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,7,3,0,1,11
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,0,0,2,0,2
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,1,8,2,4,15
SENA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,4,4,0,0,8
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,17,21,1,0,39
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,22,9,1,2,34
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,6,0,1,0,7
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,31,37,1,0,69
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,3,2,0,0,5
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,6,8,1,1,16
SORATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,7,7,4,1,19
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,232,195,0,4,431
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,0,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,5,4,0,0,9
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,3,3,2,3,11
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,1,4,4,0,9
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,14,22,6,9,51
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,9,7,3,1,20
TARACO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,1,0,0,0,1
TARATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,1,4,1,0,6
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,148,153,1,1,303
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,3,6,2,4,15
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,3,8,0,1,12
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,5,6,2,1,14
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,5,10,4,14,33
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,3,3,1,2,9
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,32,33,5,6,76
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,7,13,7,8,35
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,0,1,0,0,1
TOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,3,2,0,0,5
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,3,4,1,0,8
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,1,1,0,1,3
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,6,8,4,5,23
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,4,2,3,1,10
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,4,3,6,2,15
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,6,5,5,0,16
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,6,3,0,0,9
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,1,1,0,0,2
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,81,77,2,8,168
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,27,21,5,6,59
TURCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,1,2,0,0,3
UMALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,3,0,2,1,6
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,12,2,4,8,26
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,9,6,2,1,18
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,8,7,0,0,15
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,13,13,2,2,30
VACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,1,5,8,2,16
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,12,12,0,1,25
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,46,39,4,2,91
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,1,6,1,3,11
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,8,6,7,3,24
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,29,33,5,2,69
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,0,2,0,0,2
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,2,7,3,4,16
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,2,3,3,1,9
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,52,38,3,3,96
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,3,8,1,4,16
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,25,23,2,1,51
VINTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,30,27,14,20,91
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,4,3,0,0,7
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,0,1,0,0,1
WARNES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,107,99,2,3,211
YACO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,2,1,2,0,5
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,54,55,7,2,118
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,3,2,3,2,10
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,4,1,0,0,5
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,31,34,11,6,82
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,4,3,0,1,8
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,3,2,1,0,6
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,2,1,3,6,12
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-02-01,1,1,1,1,4
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,3,5,5,1,14
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,23,17,4,7,51
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,17,8,9,2,36
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,9,12,6,5,32
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,0,0,1,1,2
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,3,0,0,1,4
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,9,7,2,2,20
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,7,2,2,3,14
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,1,2,1,1,5
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,2,1,0,0,3
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,1,7,6,6,20
APOLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,13,11,4,3,31
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,0,2,1,1,4
ARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,7,8,1,0,16
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,16,17,1,0,34
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,1,4,1,5,11
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,24,31,1,2,58
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,4,4,2,1,11
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,2,1,0,1,4
AYATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,4,3,1,2,10
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,5,2,2,1,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,5,8,9,9,31
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,5,7,5,6,23
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,7,7,1,1,16
BAURES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,0,5,1,2,8
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,0,0,2,0,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,1,0,1,0,2
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,2,3,0,1,6
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,37,43,2,2,84
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,12,14,5,3,34
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,5,0,4,6,15
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,0,0,1,0,1
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,4,7,0,0,11
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,22,10,1,1,34
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,28,19,4,2,53
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,6,11,4,4,25
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,6,3,2,2,13
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,13,9,0,0,22
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,6,7,1,2,16
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,10,10,2,1,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,1,1,0,0,2
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,31,33,0,1,65
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,16,19,1,1,37
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,2,2,1,0,5
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,8,12,5,2,27
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,35,37,3,3,78
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,16,6,0,0,22
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,3,4,2,6,15
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,3,4,2,1,10
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,2,1,2,0,5
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,0,2,3,0,5
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,19,36,6,6,67
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,7,2,2,0,11
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,11,11,8,10,40
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,0,1,0,1,2
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,10,3,4,9,26
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,33,20,3,4,60
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,0,1,1,1,3
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,0,0,0,1,1
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,1,4,6,2,13
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,16,8,3,2,29
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,5,1,0,0,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,6,2,2,4,14
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,9,2,4,6,21
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,17,11,2,2,32
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,63,61,10,23,157
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,7,7,11,6,31
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,776,679,3,2,1460
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,1,0,0,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,42,57,1,0,100
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,11,5,1,2,19
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,0,1,0,0,1
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,21,21,0,0,42
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,3,7,0,0,10
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,18,23,8,13,62
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,10,6,0,0,16
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,3,7,1,6,17
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,1,0,0,1,2
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,18,15,0,2,35
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,1,0,0,1,2
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,21,19,3,6,49
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,6,4,7,6,23
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,15,11,0,0,26
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,1,3,1,3,8
COROICO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,9,10,0,2,21
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,3,4,1,0,8
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,11,11,5,4,31
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,57,65,1,0,123
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,17,19,9,3,48
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,1,1,2,0,4
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,5,7,1,0,13
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,13,15,1,0,29
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,2,2,0,0,4
CURVA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,2,1,1,0,4
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,3,5,0,1,9
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,721,727,175,146,1769
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,2,2,1,0,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,13,13,2,0,28
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,7,6,1,0,14
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,49,51,5,2,107
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,2,0,1,0,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,17,15,1,4,37
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,48,43,0,1,92
ESCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,1,0,0,0,1
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,1,6,0,0,7
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,4,2,0,0,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,0,0,2,1,3
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,1,2,0,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,16,11,2,2,31
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,7,2,1,6,16
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,18,19,0,0,37
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,5,2,0,3,10
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,10,8,5,4,27
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,4,4,0,1,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,57,43,0,3,103
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,11,7,6,7,31
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,5,5,2,0,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,2,0,0,2,4
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,18,14,1,0,33
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,3,1,0,0,4
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,0,8,2,1,11
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,3,0,1,2,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,1,1,0,1,3
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,2,2,2,0,6
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,0,1,4,1,6
ICLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,1,2,1,2,6
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,2,6,7,11,26
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,2,1,0,0,3
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,2,9,5,5,21
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,17,7,5,4,33
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,10,1,4,2,17
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,4,11,2,0,17
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,40,36,5,8,89
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,122,115,3,2,242
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,703,713,0,3,1419
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,6,2,4,2,14
LAJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,9,18,2,2,31
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,3,1,0,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,20,25,44,30,119
LLICA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,3,0,0,2,5
LORETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,2,3,2,3,10
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,7,3,1,0,11
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,3,4,0,1,8
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,4,2,1,1,8
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,10,12,2,3,27
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,17,16,0,0,33
MALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,0,0,2,1,3
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,19,19,1,1,40
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,8,4,1,1,14
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,23,27,3,2,55
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,17,16,5,6,44
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,5,4,7,6,22
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,3,3,2,2,10
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,21,20,2,1,44
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,142,141,4,4,291
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,2,0,0,0,2
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,1,4,3,4,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,1,0,4,1,6
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,1,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,1,4,2,1,8
OCURI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,5,6,5,12,28
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,8,7,0,0,15
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,3,1,1,5,10
ORURO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,304,322,6,6,638
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,9,17,0,1,27
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,9,8,2,0,19
PAILON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,27,32,17,14,90
PALCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,14,10,1,1,26
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,20,25,4,8,57
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,0,3,1,0,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,5,8,0,1,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,0,4,1,0,5
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,0,1,0,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,25,23,0,0,48
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,3,0,4,2,9
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,4,9,0,2,15
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2017-03-01,7,2,11,20,40
