,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES
TARVITA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,2,6,9,3,20
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,7,8,1,4,20
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,6,7,0,3,16
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,7,9,14,7,37
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,1,5,0,3,9
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,42,47,5,8,102
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,10,15,7,5,37
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,0,1,0,0,1
TOCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,4,3,0,0,7
TODOS SANTOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,1,0,0,0,1
TOLATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,2,3,0,0,5
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,2,2,1,0,5
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,4,6,5,6,21
TOMINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,7,4,1,1,13
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,3,1,5,5,14
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,9,12,4,6,31
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,1,3,0,0,4
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,1,0,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,106,116,10,8,240
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,40,35,3,5,83
TURCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,0,1,0,2,3
UMALA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,1,3,5,4,13
UNCIA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,18,19,4,7,48
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,13,9,0,0,22
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,5,3,0,0,8
UYUNI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,23,31,1,0,55
VACAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,6,2,4,2,14
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,16,18,0,0,34
VIACHA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,49,43,6,10,108
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,3,1,0,1,5
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,7,8,2,1,18
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,40,46,2,2,90
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,0,1,0,0,1
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,6,7,0,1,14
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,4,4,3,2,13
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,72,62,4,4,142
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,4,9,0,0,13
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,32,41,4,3,80
VINTO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,18,25,3,2,48
VITICHI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,4,5,3,0,12
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,1,0,2,1,4
WARNES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,112,101,4,4,221
YACO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,4,6,4,4,18
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,92,77,2,3,174
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,5,6,1,0,12
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,6,2,0,0,8
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,45,30,15,20,110
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,6,7,5,3,21
YOTALA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,4,3,2,0,9
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,2,2,5,2,11
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-03-01,7,2,1,2,12
ACACIO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,2,4,2,2,10
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,5,17,9,3,34
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,2,8,7,5,22
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,12,9,9,8,38
ALALAY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,0,2,2,1,5
ALCALA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,0,1,1,0,2
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,4,7,0,2,13
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,4,3,3,3,13
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,1,0,1,3
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,4,0,0,7
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,4,1,1,4,10
APOLO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,5,9,5,5,24
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,2,0,1,2,5
ARANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,6,9,0,0,15
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,7,10,5,5,27
ARQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,7,11,0,3,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,23,31,3,2,59
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,7,4,0,0,11
AYATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,3,3,1,8
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,5,0,0,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,15,6,10,8,39
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,7,5,4,17
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,5,9,3,4,21
BAURES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,1,2,0,4
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,0,1,1,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,0,1,1,0,2
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,1,0,0,2
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,21,24,0,1,46
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,21,12,2,3,38
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,1,1,0,3
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,0,2,1,0,3
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,2,2,0,1,5
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,16,9,3,5,33
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,15,15,13,6,49
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,2,0,2,7
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,2,6,1,2,11
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,9,9,0,0,18
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,0,1,1,3
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,8,1,1,13
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,7,9,1,3,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,0,2,0,0,2
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,28,36,3,2,69
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,21,12,1,0,34
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,2,2,0,7
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,6,2,3,14
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,44,19,3,2,68
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,12,5,0,2,19
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,4,4,2,11
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,2,1,4,5,12
CATACORA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,0,0,0,1
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,0,2,0,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,13,19,6,6,44
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,5,4,0,0,9
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,11,4,17,15,47
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,6,6,2,3,17
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,21,12,8,2,43
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,0,0,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,0,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,0,2,1,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,16,12,1,1,30
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,4,1,0,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,1,3,5,12
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,4,5,2,9,20
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,8,10,1,2,21
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,39,40,6,10,95
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,12,9,7,9,37
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,550,563,3,4,1120
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,37,34,1,0,72
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,6,5,0,1,12
COLLANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,2,1,0,0,3
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,21,17,4,0,42
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,2,3,0,0,5
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,12,10,10,7,39
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,7,0,0,8
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,7,2,4,16
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,1,0,1,3
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,13,15,0,3,31
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,0,0,1,1,2
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,18,22,2,2,44
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,5,2,5,7,19
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,9,12,0,0,21
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,3,0,2,8
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,8,5,0,2,15
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,2,0,0,1,3
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,17,14,3,5,39
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,46,33,3,1,83
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,20,7,3,1,31
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,0,1,0,0,1
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,1,1,3,8
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,7,10,2,4,23
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,0,0,1,1,2
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,2,0,2,0,4
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,4,2,0,1,7
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,489,520,164,141,1314
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,2,1,1,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,9,10,1,0,20
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,8,2,0,1,11
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,27,37,3,1,68
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,0,3,2,0,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,9,6,6,2,23
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,34,31,1,2,68
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,2,1,2,0,5
ESMERALDA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,0,0,1,2
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,7,0,1,0,8
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,0,3,4,8
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,0,4,3,8
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,9,7,1,0,17
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,2,0,5,1,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,15,13,1,1,30
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,5,0,5,13
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,6,10,3,4,23
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,6,2,0,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,43,26,1,3,73
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,8,4,4,5,21
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,5,2,0,1,8
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,1,2,1,5
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,0,1,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,16,16,2,0,34
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,1,1,1,6
HUARINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,2,2,0,1,5
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,0,1,0,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,4,0,0,5
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,2,1,1,7
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,0,1,2,3,6
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,7,2,3,13
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,3,4,3,13
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,2,0,0,3
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,6,3,6,1,16
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,7,8,6,2,23
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,8,6,2,2,18
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,6,6,2,1,15
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,40,39,5,8,92
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,102,85,3,1,191
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,496,432,6,1,935
LA RIVERA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,0,0,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,4,1,4,12
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,13,10,1,0,24
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,2,2,0,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,1,0,1,3
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,20,10,17,27,74
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,2,6,0,0,8
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,2,6,5,14
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,4,1,1,9
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,3,0,0,4
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,5,7,4,0,16
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,7,8,5,6,26
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,9,6,0,0,15
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,0,0,0,1
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,13,12,3,0,28
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,6,12,3,1,22
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,23,13,4,1,41
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,19,13,7,7,46
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,4,3,4,3,14
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,0,1,0,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,2,5,1,0,8
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,11,23,2,0,36
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,102,92,2,3,199
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,0,1,0,2
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,1,9,4,17
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,2,1,0,0,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,0,1,0,0,1
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,6,3,10,4,23
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,12,7,3,0,22
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,2,0,1,4
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,220,213,8,22,463
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,12,13,1,1,27
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,7,10,1,0,18
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,27,14,29,43,113
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,12,3,5,23
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,20,21,3,2,46
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,3,0,0,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,7,0,0,10
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,1,0,2,4
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,0,4,0,0,4
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,17,15,1,6,39
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,2,2,1,0,5
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,7,2,1,13
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,4,2,19,7,32
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,8,3,7,5,23
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,11,9,2,5,27
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,6,2,0,0,8
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,10,8,4,1,23
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,4,2,6,6,18
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,4,7,3,0,14
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,22,17,0,0,39
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,2,3,0,1,6
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,0,0,1,0,1
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,134,158,23,22,337
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,0,4,3,4,11
PUCARA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,0,0,1,1,2
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,12,26,4,4,46
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,7,3,2,13
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,1,2,2,4,9
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,3,6,1,3,13
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,2,3,0,2,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,7,11,1,1,20
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,5,7,1,0,13
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,0,1,1,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,16,9,3,2,30
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,37,51,3,1,92
PUNA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,5,2,6,5,18
PUNATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,24,20,2,2,48
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,92,76,48,49,265
QUIME,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,12,5,0,1,18
RAVELO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,9,6,4,8,27
REYES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,11,10,5,2,28
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-04-01,88,81,10,8,187
