,group,variable,month,BCG DENTRO,BCG DENTRO,BCG FUERA,BCG FUERA,TOTALES
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2017-03-01,0,0,0,3,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2017-03-01,7,7,1,0,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2017-03-01,1,1,2,4,8
PASORAPA,vacunaciones en menores de 1 ano,bcg,2017-03-01,0,4,1,0,5
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2017-03-01,20,16,1,1,38
PAZÑA,vacunaciones en menores de 1 ano,bcg,2017-03-01,1,0,0,4,5
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2017-03-01,4,2,4,2,12
POCOATA,vacunaciones en menores de 1 ano,bcg,2017-03-01,1,1,19,14,35
POCONA,vacunaciones en menores de 1 ano,bcg,2017-03-01,1,1,3,7,12
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2017-03-01,12,7,4,2,25
POOPO,vacunaciones en menores de 1 ano,bcg,2017-03-01,3,2,1,1,7
PORCO,vacunaciones en menores de 1 ano,bcg,2017-03-01,7,6,1,1,15
POROMA,vacunaciones en menores de 1 ano,bcg,2017-03-01,8,4,8,3,23
PORONGO,vacunaciones en menores de 1 ano,bcg,2017-03-01,5,7,7,4,23
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2017-03-01,42,33,0,0,75
PORVENIR,vacunaciones en menores de 1 ano,bcg,2017-03-01,2,2,1,3,8
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2017-03-01,0,1,0,0,1
POTOSI,vacunaciones en menores de 1 ano,bcg,2017-03-01,331,290,12,11,644
PRESTO,vacunaciones en menores de 1 ano,bcg,2017-03-01,2,2,2,4,10
PUCARANI,vacunaciones en menores de 1 ano,bcg,2017-03-01,9,6,6,4,25
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2017-03-01,2,1,2,4,9
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2017-03-01,1,0,8,7,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2017-03-01,0,1,6,5,12
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2017-03-01,0,0,0,2,2
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2017-03-01,23,22,3,1,49
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2017-03-01,5,8,0,1,14
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2017-03-01,0,1,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2017-03-01,29,19,0,0,48
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2017-03-01,86,92,2,2,182
PUNA,vacunaciones en menores de 1 ano,bcg,2017-03-01,2,3,6,8,19
PUNATA,vacunaciones en menores de 1 ano,bcg,2017-03-01,33,40,3,3,79
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2017-03-01,4,0,0,1,5
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2017-03-01,134,152,14,7,307
QUIME,vacunaciones en menores de 1 ano,bcg,2017-03-01,0,1,4,10,15
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2017-03-01,0,1,0,0,1
RAVELO,vacunaciones en menores de 1 ano,bcg,2017-03-01,4,5,12,5,26
REYES,vacunaciones en menores de 1 ano,bcg,2017-03-01,18,17,1,1,37
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2017-03-01,184,158,9,6,357
ROBORE,vacunaciones en menores de 1 ano,bcg,2017-03-01,13,11,0,1,25
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2017-03-01,22,19,2,2,45
SABAYA,vacunaciones en menores de 1 ano,bcg,2017-03-01,2,0,4,4,10
SACABA,vacunaciones en menores de 1 ano,bcg,2017-03-01,166,156,3,6,331
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2017-03-01,5,3,0,1,9
SACACA,vacunaciones en menores de 1 ano,bcg,2017-03-01,8,10,8,5,31
SAIPINA,vacunaciones en menores de 1 ano,bcg,2017-03-01,4,1,0,2,7
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2017-03-01,1,1,1,1,4
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2017-03-01,7,8,0,1,16
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2017-03-01,3,0,0,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2017-03-01,4,3,4,5,16
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2017-03-01,0,0,1,2,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2017-03-01,2,0,2,1,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2017-03-01,4,3,2,0,9
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2017-03-01,5,4,3,3,15
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2017-03-01,44,85,14,17,160
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2017-03-01,8,13,2,2,25
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2017-03-01,11,15,2,1,29
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2017-03-01,31,15,0,1,47
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2017-03-01,76,70,4,3,153
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2017-03-01,1,0,0,1,2
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2017-03-01,21,24,0,0,45
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2017-03-01,5,5,0,0,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2017-03-01,45,32,14,12,103
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2017-03-01,11,10,0,0,21
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2017-03-01,50,52,0,1,103
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2017-03-01,2,0,5,3,10
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2017-03-01,8,8,0,1,17
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2017-03-01,16,17,6,5,44
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2017-03-01,21,17,0,0,38
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2017-03-01,4,4,1,1,10
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2017-03-01,1,1,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2017-03-01,9,4,0,0,13
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2017-03-01,16,24,19,17,76
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2017-03-01,2,1,2,1,6
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2017-03-01,0,2,5,0,7
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2017-03-01,4,7,0,1,12
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2017-03-01,1,5,4,2,12
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2017-03-01,10,9,1,0,20
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2017-03-01,41,26,0,2,69
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2017-03-01,2413,2309,81,65,4868
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2017-03-01,16,2,8,2,28
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2017-03-01,13,13,0,1,27
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2017-03-01,1,0,1,2,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2017-03-01,1,2,6,5,14
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2017-03-01,1,0,3,1,5
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2017-03-01,0,1,4,1,6
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2017-03-01,5,3,0,0,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2017-03-01,1,1,6,0,8
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2017-03-01,1,0,6,1,8
SENA,vacunaciones en menores de 1 ano,bcg,2017-03-01,8,2,2,0,12
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2017-03-01,29,18,0,1,48
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2017-03-01,7,5,6,3,21
SICAYA,vacunaciones en menores de 1 ano,bcg,2017-03-01,1,0,2,1,4
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2017-03-01,30,26,1,1,58
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2017-03-01,3,3,1,0,7
SORACACHI,vacunaciones en menores de 1 ano,bcg,2017-03-01,2,3,0,3,8
SORATA,vacunaciones en menores de 1 ano,bcg,2017-03-01,9,8,5,6,28
SUCRE,vacunaciones en menores de 1 ano,bcg,2017-03-01,192,191,0,0,383
TACACHI,vacunaciones en menores de 1 ano,bcg,2017-03-01,0,1,0,0,1
TACACOMA,vacunaciones en menores de 1 ano,bcg,2017-03-01,7,5,1,0,13
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2017-03-01,1,0,5,7,13
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2017-03-01,1,0,0,3,4
TAHUA,vacunaciones en menores de 1 ano,bcg,2017-03-01,0,1,0,1,2
TAPACARI,vacunaciones en menores de 1 ano,bcg,2017-03-01,7,9,6,4,26
TARABUCO,vacunaciones en menores de 1 ano,bcg,2017-03-01,10,7,1,1,19
TARACO,vacunaciones en menores de 1 ano,bcg,2017-03-01,0,1,1,1,3
TARATA,vacunaciones en menores de 1 ano,bcg,2017-03-01,4,6,1,2,13
TARIJA,vacunaciones en menores de 1 ano,bcg,2017-03-01,273,298,1,3,575
TARVITA,vacunaciones en menores de 1 ano,bcg,2017-03-01,8,10,5,2,25
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2017-03-01,7,9,0,1,17
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2017-03-01,7,3,4,4,18
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2017-03-01,2,4,13,16,35
TIPUANI,vacunaciones en menores de 1 ano,bcg,2017-03-01,4,2,0,1,7
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2017-03-01,53,51,2,0,106
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2017-03-01,7,6,4,6,23
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2017-03-01,0,0,2,0,2
TOCO,vacunaciones en menores de 1 ano,bcg,2017-03-01,6,2,1,0,9
TOLATA,vacunaciones en menores de 1 ano,bcg,2017-03-01,2,1,0,0,3
TOMAVE,vacunaciones en menores de 1 ano,bcg,2017-03-01,2,6,6,5,19
TOMINA,vacunaciones en menores de 1 ano,bcg,2017-03-01,2,1,1,2,6
TORO TORO,vacunaciones en menores de 1 ano,bcg,2017-03-01,4,1,6,6,17
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2017-03-01,9,12,4,1,26
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2017-03-01,0,0,2,1,3
TRIGAL,vacunaciones en menores de 1 ano,bcg,2017-03-01,0,1,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2017-03-01,234,189,27,27,477
TUPIZA,vacunaciones en menores de 1 ano,bcg,2017-03-01,41,40,3,1,85
TURCO,vacunaciones en menores de 1 ano,bcg,2017-03-01,2,0,1,1,4
UMALA,vacunaciones en menores de 1 ano,bcg,2017-03-01,0,3,1,2,6
UNCIA,vacunaciones en menores de 1 ano,bcg,2017-03-01,10,12,8,8,38
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2017-03-01,4,1,0,0,5
URUBICHA,vacunaciones en menores de 1 ano,bcg,2017-03-01,3,3,2,1,9
UYUNI,vacunaciones en menores de 1 ano,bcg,2017-03-01,29,32,3,1,65
VACAS,vacunaciones en menores de 1 ano,bcg,2017-03-01,1,1,4,5,11
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2017-03-01,22,26,0,0,48
VIACHA,vacunaciones en menores de 1 ano,bcg,2017-03-01,25,33,7,3,68
VILA VILA,vacunaciones en menores de 1 ano,bcg,2017-03-01,0,0,2,3,5
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2017-03-01,4,5,6,1,16
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2017-03-01,60,57,3,0,120
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2017-03-01,1,1,2,1,5
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2017-03-01,4,2,2,2,10
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2017-03-01,5,2,3,2,12
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2017-03-01,51,54,9,7,121
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2017-03-01,2,3,0,0,5
VILLAZON,vacunaciones en menores de 1 ano,bcg,2017-03-01,32,30,0,2,64
VINTO,vacunaciones en menores de 1 ano,bcg,2017-03-01,53,41,1,2,97
VITICHI,vacunaciones en menores de 1 ano,bcg,2017-03-01,0,1,9,5,15
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2017-03-01,1,0,2,1,4
WARNES,vacunaciones en menores de 1 ano,bcg,2017-03-01,120,127,5,6,258
YACO,vacunaciones en menores de 1 ano,bcg,2017-03-01,1,0,4,2,7
YACUIBA,vacunaciones en menores de 1 ano,bcg,2017-03-01,121,127,9,7,264
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2017-03-01,1,3,0,0,4
YANACACHI,vacunaciones en menores de 1 ano,bcg,2017-03-01,5,2,0,0,7
YAPACANI,vacunaciones en menores de 1 ano,bcg,2017-03-01,52,57,1,0,110
YOCALLA,vacunaciones en menores de 1 ano,bcg,2017-03-01,3,5,1,2,11
YOTALA,vacunaciones en menores de 1 ano,bcg,2017-03-01,9,5,0,0,14
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2017-03-01,1,0,3,4,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2017-03-01,4,8,0,1,13
ACACIO,vacunaciones en menores de 1 ano,bcg,2017-04-01,4,7,1,1,13
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2017-04-01,17,16,5,6,44
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2017-04-01,2,7,3,3,15
AIQUILE,vacunaciones en menores de 1 ano,bcg,2017-04-01,17,12,5,2,36
ALALAY,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,1,0,3,4
ALCALA,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,2,0,0,2
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2017-04-01,6,10,2,0,18
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,5,4,3,12
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,1,1,1,3
ANZALDO,vacunaciones en menores de 1 ano,bcg,2017-04-01,2,3,0,4,9
APOLO,vacunaciones en menores de 1 ano,bcg,2017-04-01,13,14,7,5,39
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2017-04-01,2,0,0,2,4
ARANI,vacunaciones en menores de 1 ano,bcg,2017-04-01,6,7,0,1,14
ARBIETO,vacunaciones en menores de 1 ano,bcg,2017-04-01,4,4,1,4,13
ARQUE,vacunaciones en menores de 1 ano,bcg,2017-04-01,6,3,5,4,18
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2017-04-01,31,35,2,2,70
ATOCHA,vacunaciones en menores de 1 ano,bcg,2017-04-01,5,4,0,0,9
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,1,2,0,3
AYATA,vacunaciones en menores de 1 ano,bcg,2017-04-01,1,2,4,4,11
AYO AYO,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,1,2,1,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2017-04-01,17,4,5,5,31
AZURDUY,vacunaciones en menores de 1 ano,bcg,2017-04-01,4,4,1,2,11
BATALLAS,vacunaciones en menores de 1 ano,bcg,2017-04-01,3,6,2,5,16
BAURES,vacunaciones en menores de 1 ano,bcg,2017-04-01,2,5,1,0,8
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2017-04-01,1,0,0,2,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,0,1,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2017-04-01,1,1,0,1,3
BERMEJO,vacunaciones en menores de 1 ano,bcg,2017-04-01,20,25,0,0,45
BETANZOS,vacunaciones en menores de 1 ano,bcg,2017-04-01,15,13,9,10,47
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,0,5,6,11
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2017-04-01,5,1,0,0,6
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2017-04-01,10,4,0,1,15
CABEZAS,vacunaciones en menores de 1 ano,bcg,2017-04-01,10,13,17,15,55
CAIROMA,vacunaciones en menores de 1 ano,bcg,2017-04-01,3,5,5,0,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2017-04-01,1,1,6,0,8
CAJUATA,vacunaciones en menores de 1 ano,bcg,2017-04-01,3,5,0,0,8
CALACOTO,vacunaciones en menores de 1 ano,bcg,2017-04-01,3,1,1,2,7
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2017-04-01,5,5,3,3,16
CAMARGO,vacunaciones en menores de 1 ano,bcg,2017-04-01,8,5,2,1,16
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2017-04-01,0,1,1,0,2
CAMIRI,vacunaciones en menores de 1 ano,bcg,2017-04-01,48,40,0,0,88
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2017-04-01,16,6,1,1,24
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,0,1,2,3
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2017-04-01,6,7,4,3,20
CARANAVI,vacunaciones en menores de 1 ano,bcg,2017-04-01,36,37,1,3,77
CARAPARI,vacunaciones en menores de 1 ano,bcg,2017-04-01,10,6,0,0,16
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2017-04-01,1,3,2,3,9
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,2,3,7,12
CATACORA,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,0,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,1,0,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2017-04-01,19,15,7,7,48
CHAQUI,vacunaciones en menores de 1 ano,bcg,2017-04-01,1,2,4,0,7
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2017-04-01,16,6,10,9,41
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,0,2,1,3
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2017-04-01,3,4,7,5,19
CHIMORE,vacunaciones en menores de 1 ano,bcg,2017-04-01,24,16,7,7,54
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,1,0,1,2
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,0,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,bcg,2017-04-01,1,0,5,1,7
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2017-04-01,16,16,1,1,34
CHUMA,vacunaciones en menores de 1 ano,bcg,2017-04-01,1,4,3,2,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,8,6,6,20
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2017-04-01,5,2,8,1,16
CLIZA,vacunaciones en menores de 1 ano,bcg,2017-04-01,14,12,4,2,32
COBIJA,vacunaciones en menores de 1 ano,bcg,2017-04-01,81,68,1,1,151
COCAPATA,vacunaciones en menores de 1 ano,bcg,2017-04-01,3,9,8,10,30
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2017-04-01,764,802,8,9,1583
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2017-04-01,38,32,0,0,70
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2017-04-01,1,10,1,2,14
COLLANA,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,0,2,0,2
COLOMI,vacunaciones en menores de 1 ano,bcg,2017-04-01,4,13,2,7,26
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2017-04-01,3,3,0,0,6
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2017-04-01,5,9,18,16,48
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2017-04-01,2,0,7,7,16
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2017-04-01,1,2,9,7,19
COMANCHE,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,0,2,1,3
COMARAPA,vacunaciones en menores de 1 ano,bcg,2017-04-01,18,16,0,0,34
COMBAYA,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,0,0,1,1
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2017-04-01,14,14,5,3,36
COPACABANA,vacunaciones en menores de 1 ano,bcg,2017-04-01,7,6,4,0,17
CORIPATA,vacunaciones en menores de 1 ano,bcg,2017-04-01,11,9,1,0,21
CORO CORO,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,0,1,1,2
COROICO,vacunaciones en menores de 1 ano,bcg,2017-04-01,12,11,0,0,23
CORQUE,vacunaciones en menores de 1 ano,bcg,2017-04-01,2,1,0,3,6
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2017-04-01,4,12,0,0,16
COTOCA,vacunaciones en menores de 1 ano,bcg,2017-04-01,45,67,1,1,114
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2017-04-01,17,4,1,0,22
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2017-04-01,0,0,0,1,1
CUEVO,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,1,0,1,2
CULPINA,vacunaciones en menores de 1 ano,bcg,2017-04-01,9,7,4,2,22
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,0,1,0,1
CURVA,vacunaciones en menores de 1 ano,bcg,2017-04-01,1,0,3,5,9
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2017-04-01,5,3,0,0,8
EL ALTO,vacunaciones en menores de 1 ano,bcg,2017-04-01,795,731,81,54,1661
EL CHORO,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,0,0,1,1
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2017-04-01,3,7,0,2,12
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2017-04-01,2,2,4,1,9
EL TORNO,vacunaciones en menores de 1 ano,bcg,2017-04-01,72,56,1,0,129
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2017-04-01,1,2,0,0,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2017-04-01,6,6,2,1,15
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2017-04-01,25,18,1,2,46
ESCOMA,vacunaciones en menores de 1 ano,bcg,2017-04-01,3,4,0,0,7
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2017-04-01,1,4,0,0,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2017-04-01,0,0,2,0,2
EXALTACION,vacunaciones en menores de 1 ano,bcg,2017-04-01,2,0,2,2,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2017-04-01,4,4,2,1,11
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2017-04-01,1,3,1,1,6
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2017-04-01,11,12,0,0,23
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2017-04-01,2,4,1,2,9
GUANAY,vacunaciones en menores de 1 ano,bcg,2017-04-01,9,8,3,1,21
GUAQUI,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,0,1,1,2
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2017-04-01,52,54,2,0,108
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2017-04-01,4,13,3,4,24
HUACARETA,vacunaciones en menores de 1 ano,bcg,2017-04-01,2,3,1,0,6
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2017-04-01,0,1,0,2,3
HUANUNI,vacunaciones en menores de 1 ano,bcg,2017-04-01,15,7,2,1,25
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2017-04-01,1,3,1,1,6
HUARINA,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,1,4,2,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,2,0,0,2
HUMANATA,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,0,0,1,1
ICHOCA,vacunaciones en menores de 1 ano,bcg,2017-04-01,1,0,2,1,4
ICLA,vacunaciones en menores de 1 ano,bcg,2017-04-01,2,1,5,2,10
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2017-04-01,3,3,0,0,6
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,bcg,2017-04-01,1,2,3,0,6
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2017-04-01,2,2,3,6,13
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2017-04-01,10,5,4,6,25
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2017-04-01,6,10,1,0,17
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,1,2,6,9
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2017-04-01,25,25,3,5,58
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2017-04-01,54,55,1,4,114
LA PAZ,vacunaciones en menores de 1 ano,bcg,2017-04-01,1029,533,0,0,1562
LA RIVERA,vacunaciones en menores de 1 ano,bcg,2017-04-01,1,0,0,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2017-04-01,2,2,1,1,6
LAJA,vacunaciones en menores de 1 ano,bcg,2017-04-01,3,7,3,2,15
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2017-04-01,2,1,0,0,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2017-04-01,1,1,0,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2017-04-01,8,9,33,25,75
LORETO,vacunaciones en menores de 1 ano,bcg,2017-04-01,1,0,5,4,10
LURIBAY,vacunaciones en menores de 1 ano,bcg,2017-04-01,4,2,2,3,11
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2017-04-01,1,1,1,0,3
MACHARETI,vacunaciones en menores de 1 ano,bcg,2017-04-01,2,4,2,2,10
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2017-04-01,8,2,8,9,27
MAIRANA,vacunaciones en menores de 1 ano,bcg,2017-04-01,17,8,0,0,25
MALLA,vacunaciones en menores de 1 ano,bcg,2017-04-01,0,1,2,0,3
MAPIRI,vacunaciones en menores de 1 ano,bcg,2017-04-01,8,13,3,3,27
