,group,variable,month,PENTAVALENTE 3RA DOSIS DENTRO,PENTAVALENTE 3RA DOSIS DENTRO,PENTAVALENTE 3RA DOSIS FUERA,PENTAVALENTE 3RA DOSIS FUERA,TOTALES
WARNES,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-03-01,116,135,4,4,259
YACO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-03-01,8,6,5,2,21
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-03-01,82,85,6,7,180
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-03-01,5,3,1,0,9
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-03-01,6,7,0,0,13
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-03-01,49,33,16,12,110
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-03-01,7,4,0,2,13
YOTALA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-03-01,5,3,0,3,11
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-03-01,1,1,2,5,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-03-01,7,5,1,2,15
ACACIO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,3,4,0,9
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,13,11,3,7,34
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,5,2,6,0,13
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,9,7,8,5,29
ALALAY,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,0,1,3,2,6
ALCALA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,0,3,1,5
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,10,8,0,0,18
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,7,3,7,21
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,3,1,1,1,6
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,2,0,0,4
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,0,1,4,1,6
APOLO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,7,13,8,5,33
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,0,0,2,4
ARANI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,6,6,0,0,12
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,9,13,4,2,28
ARQUE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,6,1,1,12
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,31,26,3,5,65
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,10,2,3,0,15
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,3,1,0,0,4
AYATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,0,2,2,8
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,6,0,0,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,5,8,10,8,31
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,5,7,4,17
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,5,5,3,2,15
BAURES,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,0,1,0,3
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,0,0,1,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,3,2,2,1,8
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,22,19,2,1,44
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,21,14,4,6,45
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,3,0,0,4
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,6,3,2,0,11
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,17,6,2,1,26
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,13,15,5,10,43
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,5,5,5,1,16
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,10,4,1,3,18
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,7,6,0,0,13
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,0,0,0,3,3
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,5,7,1,2,15
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,7,4,4,1,16
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,2,1,1,5
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,17,21,0,0,38
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,21,15,1,0,37
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,6,9,0,0,15
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,8,4,5,9,26
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,31,31,1,2,65
CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,0,0,0,1
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,13,15,0,0,28
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,3,2,3,3,11
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,1,0,4,9
CATACORA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,0,0,1,1,2
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,14,12,10,11,47
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,10,2,0,16
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,8,14,13,39
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,0,3,0,1,4
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,0,14,3,4,21
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,22,23,5,6,56
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,0,0,1,2
CHUA COCANI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,1,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,12,19,1,3,35
CHUMA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,3,1,1,1,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,4,2,2,9
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,4,4,4,13
CLIZA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,7,7,0,4,18
COBIJA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,39,39,12,7,97
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,6,14,8,9,37
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,507,530,3,4,1044
COIPASA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,0,0,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,41,34,0,0,75
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,13,9,0,1,23
COLLANA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,2,0,0,4
COLOMI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,17,12,1,1,31
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,4,0,0,6
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,10,13,7,11,41
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,9,2,0,0,11
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,6,7,4,2,19
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,13,8,1,4,26
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,0,1,0,0,1
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,24,15,2,3,44
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,5,2,1,2,10
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,13,25,1,0,39
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,3,2,1,7
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,12,5,3,3,23
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,3,0,1,5
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,7,9,1,5,22
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,42,56,5,1,104
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,0,1,0,0,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,21,5,0,1,27
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,0,1,2,5
CUEVO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,2,1,3,8
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,5,10,1,7,23
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,2,1,0,4
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,0,0,0,1,1
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,0,3,0,0,3
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,415,454,145,133,1147
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,0,0,2,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,9,0,1,14
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,9,3,0,0,12
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,30,41,10,3,84
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,4,1,0,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,11,10,9,3,33
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,20,30,0,0,50
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,1,1,0,4
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,3,0,2,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,0,0,3,1,4
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,2,6,0,9
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,5,3,0,2,10
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,6,2,3,15
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,13,19,1,0,33
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,7,1,1,3,12
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,3,3,10,20
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,3,4,0,0,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,36,42,5,3,86
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,7,9,4,0,20
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,6,8,0,1,15
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,1,3,1,7
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,0,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,13,10,1,3,27
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,3,4,1,0,8
HUARINA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,4,2,0,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,0,0,0,1
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,4,0,0,6
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,0,0,0,2,2
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,5,4,1,12
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,3,5,9,3,20
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,3,1,0,0,4
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,8,2,4,3,17
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,9,8,4,3,24
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,11,0,8,23
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,1,0,2,5
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,29,35,1,8,73
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,89,83,5,1,178
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,452,454,0,4,910
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,2,1,2,9
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,5,10,1,2,18
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,0,0,2,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,3,0,0,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,16,13,25,26,80
LLICA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,0,0,0,1
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,4,5,6,19
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,2,4,0,10
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,2,0,0,4
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,6,3,0,0,9
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,10,12,4,3,29
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,11,13,1,0,25
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,0,0,2,0,2
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,9,12,3,0,24
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,8,0,3,13
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,13,12,6,3,34
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,20,14,6,11,51
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,1,1,4,7
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,0,1,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,6,6,3,2,17
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,9,10,2,2,23
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,111,91,3,2,207
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,2,1,0,5
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,3,1,3,9,16
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,0,1,0,0,1
OCURI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,2,12,11,29
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,11,7,0,1,19
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,4,1,1,10
ORURO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,216,220,9,5,450
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,9,8,1,1,19
PADILLA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,5,9,0,0,14
PAILON,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,16,17,23,23,79
PALCA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,12,6,10,6,34
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,13,17,2,4,36
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,4,0,1,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,7,7,0,1,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,3,3,0,0,6
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,0,1,1,4,6
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,9,18,0,1,28
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,2,1,1,6
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,5,1,0,7
POCOATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,5,3,21,7,36
POCONA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,7,5,5,5,22
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,9,7,2,1,19
POOPO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,2,0,0,6
PORCO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,8,8,6,1,23
POROMA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,2,8,5,19
PORONGO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,5,11,2,1,19
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,6,10,2,0,18
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,6,1,0,9
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,0,1,0,2
POTOSI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,139,128,16,23,306
PRESTO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,0,1,3,6
PUCARA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,0,1,1,0,2
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,10,9,6,3,28
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,6,2,3,1,12
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,5,5,2,6,18
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,2,3,1,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,0,1,4,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,14,0,0,18
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,5,4,1,0,10
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,0,2,1,1,4
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,7,14,1,4,26
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,55,42,4,3,104
PUNA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,0,3,4,11
PUNATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,32,20,2,3,57
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,1,2,0,5
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,65,85,55,58,263
QUIME,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,5,2,1,1,9
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,0,2,0,0,2
RAVELO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,6,5,7,7,25
REYES,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,4,8,6,22
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,89,92,10,7,198
ROBORE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,5,18,4,1,28
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,10,14,1,3,28
SABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,3,1,0,3,7
SACABA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,97,80,14,18,209
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,3,2,0,6
SACACA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,10,13,11,6,40
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,3,0,1,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,4,2,2,5,13
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,5,0,1,7
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,2,0,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,3,3,2,0,8
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,3,5,3,0,11
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,3,0,0,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,3,2,2,3,10
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,3,2,0,0,5
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,33,36,1,4,74
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,6,10,3,0,19
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,13,11,0,5,29
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,12,18,2,1,33
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,43,32,5,9,89
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,0,5,3,6,14
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,10,12,0,0,22
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,5,7,0,0,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,5,20,12,5,42
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,1,7,0,0,8
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,33,37,6,5,81
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,3,4,13,6,26
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,11,7,2,4,24
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,7,13,13,14,47
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,17,11,3,3,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,11,10,0,0,21
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,3,3,0,0,6
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,11,10,0,0,21
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,14,17,9,5,45
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 3ra dosis,2017-04-01,2,3,0,0,5
