,group,variable,month,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS DENTRO,ANTIROTAVIRÍCA 2DA DOSIS FUERA,ANTIROTAVIRÍCA 2DA DOSIS FUERA,TOTALES
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,10,23,3,9,45
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,0,1,2,3
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,3,1,0,0,4
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,7,8,2,3,20
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,6,8,1,1,16
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,1,0,1,2
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,2,0,0,4
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,0,1,3,4
APOLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,4,6,5,9,24
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,1,2,0,4
ARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,5,2,2,3,12
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,10,10,2,0,22
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,7,2,6,2,17
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,33,28,1,2,64
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,6,11,1,1,19
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,1,0,0,2
AYATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,4,0,3,3,10
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,4,2,1,2,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,14,8,6,6,34
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,4,5,4,4,17
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,4,10,1,3,18
BAURES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,6,4,6,1,17
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,1,0,1,2
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,0,0,1,3
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,27,30,2,2,61
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,20,14,7,7,48
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,5,3,3,3,14
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,0,1,2,3
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,6,2,3,0,11
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,11,9,4,1,25
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,16,23,3,5,47
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,3,4,1,2,10
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,11,9,0,1,21
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,10,6,0,0,16
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,1,2,1,4
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,3,6,6,1,16
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,21,12,0,3,36
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,39,34,0,0,73
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,23,9,2,1,35
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,4,1,0,5
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,10,9,6,3,28
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,33,27,1,6,67
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,15,15,1,2,33
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,6,1,3,8,18
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,3,1,3,1,8
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,0,2,1,4
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,16,18,11,7,52
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,5,5,3,1,14
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,6,6,10,10,32
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,1,1,2,4
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,8,6,8,4,26
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,23,20,4,5,52
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,1,0,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,0,0,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,3,0,6,6,15
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,18,16,2,0,36
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,3,3,3,4,13
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,8,2,3,14
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,6,5,2,1,14
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,23,16,0,1,40
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,43,44,14,14,115
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,3,8,10,5,26
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,747,665,6,5,1423
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,45,55,1,2,103
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,11,7,0,2,20
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,4,4,0,0,8
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,20,18,3,2,43
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,7,9,0,0,16
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,28,11,8,6,53
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,6,8,0,0,14
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,10,7,10,2,29
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,4,0,1,1,6
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,11,14,1,3,29
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,1,1,2,4
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,12,11,7,5,35
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,5,6,2,2,15
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,10,15,0,1,26
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,4,7,1,2,14
COROICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,11,5,0,0,16
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,1,0,2,5
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,10,10,3,2,25
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,72,58,2,2,134
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,18,18,7,0,43
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,0,1,2,4
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,5,3,0,2,10
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,8,9,2,1,20
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,6,1,1,9
CURVA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,0,0,1,3
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,7,3,2,12
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,731,635,134,161,1661
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,2,0,0,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,11,15,0,0,26
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,10,2,2,1,15
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,40,44,6,2,92
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,1,0,2,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,15,14,4,5,38
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,46,38,0,0,84
ESCARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,1,0,0,2
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,3,1,0,1,5
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,3,0,0,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,0,2,0,2
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,2,0,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,5,9,1,0,15
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,4,4,4,5,17
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,9,10,0,0,19
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,7,8,1,1,17
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,8,9,5,1,23
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,1,4,3,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,49,49,1,0,99
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,5,8,6,5,24
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,6,3,5,3,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,3,1,0,4
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,24,16,2,1,43
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,2,0,0,3
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,3,4,0,0,7
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,2,1,0,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,0,1,1,4
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,2,2,3,7
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,1,1,2,5
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,2,1,1,5
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,6,7,3,0,16
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,2,0,0,4
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,5,1,2,3,11
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,7,8,2,6,23
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,10,13,2,3,28
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,3,3,2,0,8
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,33,27,7,7,74
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,105,86,4,0,195
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,676,682,7,11,1376
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,7,2,2,2,13
LAJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,8,12,0,3,23
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,2,1,2,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,0,0,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,33,25,36,28,122
LLICA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,4,3,0,2,9
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,3,2,3,8
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,9,1,1,0,11
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,2,0,1,3
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,4,8,1,2,15
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,12,6,2,3,23
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,11,13,0,1,25
MALLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,0,1,0,1
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,11,9,1,1,22
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,4,14,1,1,20
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,26,17,2,0,45
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,24,14,12,3,53
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,4,5,1,7,17
MOJINETE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,1,0,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,3,2,2,9
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,21,17,2,2,42
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,129,123,4,1,257
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,2,1,0,3
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,3,1,2,8
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,0,1,4,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,1,0,0,2
OCURI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,3,5,9,5,22
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,8,5,1,0,14
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,5,3,2,10
ORURO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,356,296,6,10,668
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,10,13,2,1,26
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,8,7,0,1,16
PAILON,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,19,22,22,15,78
PALCA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,11,8,8,6,33
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,18,15,6,2,41
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,1,0,0,1
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,8,8,0,1,17
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,4,3,0,8
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,0,0,1,3
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,21,14,1,1,37
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,4,1,1,0,6
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,6,6,2,3,17
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,8,5,22,9,44
POCONA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,8,4,1,2,15
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,5,3,3,8,19
POOPO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,3,4,0,0,7
PORCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,9,8,0,0,17
POROMA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,3,6,10,8,27
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,3,8,7,3,21
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,12,16,0,0,28
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,4,2,0,1,7
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,0,0,0,1
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,227,220,24,18,489
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,4,6,4,16
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,0,0,1,1
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,16,21,13,2,52
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,6,0,4,4,14
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,5,5,8,4,22
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,3,7,2,13
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,3,2,0,1,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,8,11,0,1,20
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,5,8,1,1,15
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,1,0,0,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,10,15,2,1,28
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,43,47,1,9,100
PUNA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,11,8,3,3,25
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,22,19,0,2,43
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,2,2,2,7
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,67,82,29,26,204
QUIME,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,7,7,0,0,14
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,4,2,4,10,20
REYES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,11,4,2,4,21
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,110,114,3,2,229
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,12,15,0,0,27
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,17,16,0,0,33
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,3,0,2,5
SACABA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,150,124,3,14,291
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,5,1,0,0,6
SACACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,12,11,5,9,37
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,2,2,0,6
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,3,7,7,18
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,5,5,2,1,13
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,12,7,1,1,21
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,2,0,0,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,1,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,3,3,3,0,9
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,9,14,0,4,27
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,32,31,3,3,69
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,4,6,1,3,14
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,15,14,2,4,35
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,13,20,1,2,36
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,60,52,9,10,131
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,2,0,3,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,19,15,1,0,35
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,0,8,0,0,8
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,20,18,13,12,63
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,3,4,0,2,9
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,41,41,10,9,101
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,4,5,9,2,20
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,21,14,1,3,39
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,12,10,7,7,36
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,18,11,3,1,33
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,11,7,3,3,24
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,1,0,0,3
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,13,10,1,0,24
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,19,17,9,10,55
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,6,3,0,0,9
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,4,4,0,0,8
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,6,1,1,0,8
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,4,3,2,11
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,8,11,0,0,19
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,11,21,3,0,35
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1428,1382,3,4,2817
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,7,11,0,1,19
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,17,13,1,0,31
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,1,1,2,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,2,2,6,11
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,1,0,2,5
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,6,3,0,0,9
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,1,4,0,0,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 2da dosis,2017-03-01,2,2,2,0,6
