,group,variable,month,ANTINEUMOCÓCICA 3RA DOSIS DENTRO,ANTINEUMOCÓCICA 3RA DOSIS DENTRO,ANTINEUMOCÓCICA 3RA DOSIS FUERA,ANTINEUMOCÓCICA 3RA DOSIS FUERA,TOTALES
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,0,1,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,1,4,1,3,9
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,6,9,2,6,23
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,29,30,4,3,66
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,7,7,2,0,16
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,4,12,2,3,21
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,14,14,0,0,28
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,46,36,5,6,93
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,0,1,7,3,11
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,12,15,0,0,27
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,4,3,0,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,12,12,15,9,48
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,7,4,2,0,13
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,28,26,6,4,64
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,7,3,6,4,20
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,11,12,1,1,25
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,18,18,13,6,55
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,17,14,1,2,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,10,4,2,0,16
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,4,2,0,0,6
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,9,12,0,0,21
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,14,17,8,11,50
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,1,1,0,1,3
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,0,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,3,1,0,1,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,1,0,0,0,1
SAN RAFAEL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,2,4,2,0,8
SAN RAMON BENI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,0,2,3,4,9
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,6,5,0,0,11
SANTA ANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,15,13,1,2,31
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,1020,1013,16,10,2059
SANTA ROSA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,7,8,0,0,15
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,8,13,1,0,22
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,1,2,1,0,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,1,0,2,5,8
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,4,0,0,1,5
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,2,3,0,1,6
SANTIVAÑES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,4,4,0,1,9
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,2,0,0,3,5
SAPAHAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,3,3,0,1,7
SENA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,4,7,2,0,13
SHINAOTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,17,9,0,1,27
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,12,11,0,0,23
SICAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,2,2,1,1,6
SIPE SIPE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,21,20,3,0,44
SOPACHUY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,2,2,0,3,7
SORACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,5,4,3,1,13
SORATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,7,3,2,6,18
SUCRE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,234,221,2,3,460
TACACOMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,4,2,0,0,6
TACOBAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,4,3,2,2,11
TACOPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,1,3,3,5,12
TAHUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,1,0,1,0,2
TAPACARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,8,9,7,9,33
TARABUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,7,3,8,1,19
TARACO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,1,3,2,1,7
TARATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,5,6,3,2,16
TARIJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,115,165,4,4,288
TARVITA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,7,4,2,4,17
TEOPONTE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,7,7,1,3,18
TIAWANACU,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,7,7,0,0,14
TINGUIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,6,2,14,14,36
TIPUANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,6,7,4,4,21
TIQUIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,34,21,5,8,68
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,5,4,5,2,16
TOCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,3,6,0,2,11
TOLATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,7,1,1,2,11
TOLEDO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,2,1,1,2,6
TOMAVE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,13,5,2,3,23
TOMINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,3,4,1,1,9
TORO TORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,6,4,4,6,20
TOTORA(CBBA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,15,8,3,2,28
TOTORA(ORR),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,1,1,0,0,2
TRIGAL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,2,1,0,0,3
TRINIDAD,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,86,86,1,3,176
TUPIZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,22,26,5,7,60
TURCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,0,2,0,0,2
UMALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,0,3,6,5,14
UNCIA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,12,17,4,13,46
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,10,10,6,2,28
URUBICHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,2,2,1,0,5
UYUNI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,16,16,1,4,37
VACAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,4,3,6,4,17
VALLEGRANDE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,9,12,1,2,24
VIACHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,44,37,5,5,91
VILA VILA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,0,3,2,1,6
VILLA CHARCAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,9,5,9,2,25
VILLA MONTES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,31,40,9,6,86
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,0,2,0,0,2
VILLA RIVERO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,1,6,2,4,13
VILLA SERRANO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,5,1,1,2,9
VILLA TUNARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,49,53,6,2,110
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,3,6,0,1,10
VILLAZON,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,37,22,13,2,74
VINTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,19,31,9,22,81
VITICHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,6,5,1,1,13
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,1,1,0,0,2
WARNES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,95,87,3,4,189
YACO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,2,1,4,1,8
YACUIBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,62,58,11,11,142
YAMPARAEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,5,6,0,1,12
YANACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,6,3,0,0,9
YAPACANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,35,29,3,7,74
YOCALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,3,8,1,1,13
YOTALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,3,0,0,4,7
YUNCHARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,0,5,3,3,11
ZUDAÑEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-02-01,2,2,1,1,6
ACACIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,1,1,1,2,5
ACHACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,23,17,4,2,46
ACHOCALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,5,6,7,10,28
AIQUILE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,12,14,5,6,37
ALALAY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,0,0,2,0,2
ALCALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,6,1,0,2,9
ALTO BENI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,12,10,2,0,24
ANCORAIMES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,3,11,3,0,17
ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,2,0,1,0,3
ANTEQUERA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,1,1,0,0,2
ANZALDO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,0,1,2,0,3
APOLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,9,16,8,4,37
ARAMPAMPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,2,2,1,4,9
ARANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,13,6,0,0,19
ARBIETO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,19,14,4,1,38
ARQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,6,8,3,3,20
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,32,34,0,0,66
ATOCHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,10,9,0,1,20
AUCAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,0,1,1,1,3
AYATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,1,1,3,1,6
AYO AYO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,3,4,2,3,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,14,15,10,12,51
AZURDUY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,8,7,3,2,20
BATALLAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,6,10,2,4,22
BAURES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,3,4,0,0,7
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,1,0,4,0,5
BELLA FLOR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,3,1,0,0,4
BERMEJO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,32,34,7,5,78
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,14,18,3,8,43
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,3,0,3,3,9
BOLPEBRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,0,0,1,2,3
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,10,4,0,1,15
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,14,9,1,2,26
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,19,16,11,8,54
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,9,6,6,2,23
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,4,6,0,3,13
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,8,9,0,0,17
CALACOTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,0,0,1,3,4
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,5,4,0,0,9
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,11,8,3,1,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,3,3,0,0,6
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,41,35,3,2,81
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,18,11,4,1,34
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,4,5,0,0,9
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,10,9,4,2,25
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,51,31,8,2,92
CARANGAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,1,0,0,0,1
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,7,11,1,1,20
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,3,3,1,2,9
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,3,9,2,1,15
CHACARILLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,0,0,1,1,2
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,19,21,4,6,50
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,4,2,2,1,9
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,7,20,6,7,40
CHARAÑA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,1,1,0,0,2
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,14,6,8,2,30
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,22,11,4,5,42
CHIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,1,2,0,0,3
CHOQUE COTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,0,0,0,1,1
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,1,0,6,9,16
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,8,9,1,1,19
CHUMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,4,4,5,2,15
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,5,10,5,1,21
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,6,8,2,0,16
CLIZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,19,9,2,3,33
COBIJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,62,52,18,16,148
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,8,4,4,3,19
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,718,695,5,6,1424
COIPASA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,2,0,1,0,3
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,53,53,1,0,107
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,12,11,0,4,27
COLLANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,4,1,0,1,6
COLOMI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,27,18,1,0,46
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,5,6,0,0,11
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,17,16,9,10,52
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,9,6,0,0,15
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,9,9,10,9,37
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,1,0,1,0,2
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,11,13,1,0,25
COMBAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,1,0,0,1,2
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,19,7,4,4,34
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,6,5,2,2,15
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,17,18,0,1,36
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,2,4,0,1,7
COROICO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,11,10,1,1,23
CORQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,2,3,0,3,8
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,20,9,1,4,34
COTOCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,83,76,1,1,161
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,16,17,3,2,38
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,0,1,0,0,1
CUEVO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,3,1,1,0,5
CULPINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,8,11,5,0,24
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,4,1,1,0,6
CURVA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,0,0,1,0,1
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,2,5,1,2,10
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,671,689,172,156,1688
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,2,1,2,0,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,16,10,2,0,28
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,6,6,1,3,16
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,45,34,7,5,91
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,1,4,0,0,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,15,20,4,5,44
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,44,46,1,1,92
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,1,1,1,1,4
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,6,2,0,0,8
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,0,1,3,1,5
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,0,2,0,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,8,6,1,2,17
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,3,1,5,6,15
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,10,12,0,0,22
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,5,3,1,2,11
GUANAY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,6,6,5,12,29
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,3,3,2,3,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,42,43,2,3,90
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,12,8,12,10,42
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,5,7,3,2,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,0,1,3,1,5
HUACHACALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,1,0,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,18,17,3,2,40
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,1,2,0,0,3
HUARINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,3,5,0,0,8
HUATAJATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,0,1,0,1,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,3,3,0,0,6
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,3,1,2,3,9
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,3,1,3,1,8
ICLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,5,1,2,3,11
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,2,5,3,2,12
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,0,1,0,0,1
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,4,3,6,6,19
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,13,6,7,1,27
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,5,8,3,2,18
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,2,3,1,0,6
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,35,39,14,4,92
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,128,119,6,7,260
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,709,653,8,9,1379
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,5,4,2,2,13
LAJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,10,11,2,0,23
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,2,1,1,1,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,0,3,0,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,35,19,31,32,117
LLICA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,1,0,0,0,1
LORETO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,1,0,2,2,5
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2017-03-01,6,5,0,2,13
