,group,variable,month,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS FUERA,PENTAVALENTE 1RA DOSIS FUERA,TOTALES
COROICO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,9,12,0,2,23
CORQUE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,4,1,0,8
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,11,10,5,4,30
COTOCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,60,68,1,0,129
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,17,19,12,3,51
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,1,1,2,0,4
CUEVO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,5,7,1,0,13
CULPINA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,13,15,1,0,29
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,2,0,0,4
CURVA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,1,1,0,4
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,6,0,1,10
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,755,770,186,162,1873
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,2,1,0,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,14,13,2,0,29
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,7,6,1,0,14
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,51,52,5,2,110
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,0,1,0,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,17,15,2,4,38
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,50,45,1,2,98
ESCARA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,1,0,0,0,1
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,6,0,0,8
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,4,2,0,0,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,0,0,2,1,3
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,1,2,0,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,16,11,2,2,31
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,7,2,1,6,16
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,18,19,0,0,37
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,5,2,0,3,10
GUANAY,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,10,8,5,4,27
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,4,4,0,1,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,64,48,1,3,116
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,12,7,6,6,31
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,5,5,2,0,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,0,0,2,4
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,18,14,1,0,33
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,1,0,0,4
HUARINA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,0,8,2,1,11
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,0,1,2,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,1,1,0,1,3
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,2,2,0,6
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,0,1,4,1,6
ICLA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,1,2,1,2,6
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,7,7,11,27
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,1,0,0,3
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,9,5,7,23
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,17,7,6,4,34
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,11,1,4,2,18
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,4,11,2,0,17
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,44,37,5,8,94
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,127,115,4,1,247
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,702,711,0,5,1418
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,7,3,3,1,14
LAJA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,11,18,2,2,33
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,1,0,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,20,25,44,30,119
LLICA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,0,0,2,5
LORETO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,3,2,3,10
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,8,3,1,0,12
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,4,0,1,8
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,4,2,1,1,8
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,10,15,5,4,34
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,18,16,0,0,34
MALLA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,0,0,2,1,3
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,19,19,1,1,40
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,10,4,1,1,16
MINEROS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,24,29,3,2,58
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,17,17,5,6,45
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,5,4,7,6,22
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,3,2,2,10
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,21,21,2,1,45
MONTERO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,143,142,4,4,293
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,0,0,0,2
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,1,4,3,4,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,1,0,4,1,6
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,1,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,1,4,2,1,8
OCURI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,5,6,5,12,28
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,8,7,0,0,15
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,1,1,5,10
ORURO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,318,340,6,7,671
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,9,17,0,1,27
PADILLA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,9,8,2,0,19
PAILON,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,25,31,27,23,106
PALCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,14,10,1,1,26
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,21,25,4,9,59
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,0,3,1,0,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,5,8,0,1,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,0,4,1,0,5
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,0,1,0,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,27,24,0,3,54
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,0,4,2,9
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,4,9,0,2,15
POCOATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,7,2,11,20,40
POCONA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,5,4,0,7,16
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,11,8,4,1,24
POOPO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,5,2,0,3,10
PORCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,6,11,1,1,19
POROMA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,5,5,9,22
PORONGO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,8,7,2,2,19
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,24,30,0,0,54
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,6,6,2,3,17
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,1,0,0,0,1
POTOSI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,241,230,20,30,521
PRESTO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,5,4,1,1,11
PUCARA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,0,0,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,24,15,9,2,50
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,3,8,3,16
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,1,5,6,8,20
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,8,6,3,3,20
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,1,0,1,0,2
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,8,14,0,1,23
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,7,4,1,15
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,25,12,1,2,40
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,64,59,1,1,125
PUNA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,8,3,6,2,19
PUNATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,23,25,0,2,50
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,0,3,0,0,3
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,109,101,31,34,275
QUIME,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,6,11,1,3,21
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,0,1,0,0,1
RAVELO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,4,3,11,6,24
REYES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,14,9,4,1,28
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,176,124,4,2,306
ROBORE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,16,12,0,0,28
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,22,26,3,2,53
SABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,4,0,0,7
SACABA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,126,145,7,9,287
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,3,2,1,8
SACACA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,13,15,5,3,36
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,5,3,0,0,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,4,1,5,5,15
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,9,10,1,0,20
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,1,4,0,0,5
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,13,9,0,0,22
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,0,2,0,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,1,0,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,3,5,4,15
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,10,6,1,6,23
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,51,57,11,9,128
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,10,10,3,2,25
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,19,17,1,2,39
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,19,24,0,1,44
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,67,70,16,10,163
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,1,1,1,5
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,13,8,0,0,21
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,9,3,0,0,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,22,13,18,13,66
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,1,9,1,1,12
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,56,37,5,4,102
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,7,6,14,30
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,33,17,1,3,54
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,12,15,4,6,37
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,16,18,1,1,36
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,18,9,0,2,29
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,1,0,0,3
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,14,12,0,1,27
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,24,20,7,9,60
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,1,2,0,0,3
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,0,1,0,0,1
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,5,5,0,1,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,4,5,1,0,10
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,8,13,0,0,21
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,14,23,0,0,37
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,1675,1673,5,6,3359
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,13,5,3,0,21
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,17,11,0,0,28
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,1,4,1,1,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,6,2,1,3,12
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,4,1,1,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,4,2,0,8
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,7,5,0,0,12
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,5,4,1,13
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,1,9,6,3,19
SENA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,11,6,4,1,22
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,22,23,0,2,47
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,9,13,3,1,26
SICAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,4,4,0,1,9
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,44,37,2,3,86
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,4,1,2,0,7
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,4,5,1,1,11
SORATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,9,6,5,6,26
SUCRE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,335,325,8,4,672
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,6,6,0,1,13
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,0,2,1,5
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,5,2,3,13
TAHUA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,0,2,0,0,2
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,12,16,3,3,34
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,8,9,5,2,24
TARACO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,4,3,0,0,7
TARATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,4,10,2,1,17
TARIJA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,234,255,1,2,492
TARVITA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,7,5,4,3,19
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,9,11,2,2,24
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,7,8,0,0,15
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,10,7,11,15,43
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,6,7,1,1,15
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,39,43,12,6,100
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,22,11,7,5,45
TOCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,5,2,0,1,8
TOLATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,7,4,0,0,11
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,4,7,2,1,14
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,6,7,5,4,22
TOMINA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,6,2,2,2,12
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,4,4,6,16
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,14,14,8,8,44
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,6,0,2,10
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,0,0,0,2
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,148,140,22,13,323
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,34,48,5,4,91
TURCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,1,3,0,0,4
UMALA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,5,3,3,1,12
UNCIA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,13,13,6,3,35
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,8,19,2,0,29
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,7,4,0,0,11
UYUNI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,38,22,1,3,64
VACAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,3,3,3,12
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,14,13,0,0,27
VIACHA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,54,69,11,5,139
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,0,1,2,1,4
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,8,11,2,0,21
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,59,64,4,5,132
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,2,0,1,5
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,8,5,0,0,13
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,7,8,1,0,16
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,70,57,10,8,145
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,5,6,0,2,13
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,51,40,0,6,97
VINTO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,36,43,12,15,106
VITICHI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,4,3,1,1,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,1,0,1,4
WARNES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,132,138,7,7,284
YACO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,2,2,3,3,10
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,86,100,8,9,203
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,4,0,1,8
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,5,2,0,0,7
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,52,44,21,14,131
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,5,6,0,1,12
YOTALA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,1,4,2,0,7
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,2,1,0,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-03-01,3,6,3,3,15
ACACIO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-04-01,6,3,0,1,10
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-04-01,16,20,6,4,46
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-04-01,6,7,8,9,30
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-04-01,9,10,4,5,28
ALALAY,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-04-01,1,0,1,2,4
ALCALA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-04-01,0,1,0,0,1
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-04-01,12,6,0,0,18
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-04-01,5,7,7,1,20
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-04-01,3,0,1,0,4
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-04-01,1,1,0,0,2
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2017-04-01,0,1,0,4,5
