,group,variable,month,ANTINEUMOCÓCICA 1RA DOSIS DENTRO,ANTINEUMOCÓCICA 1RA DOSIS DENTRO,ANTINEUMOCÓCICA 1RA DOSIS FUERA,ANTINEUMOCÓCICA 1RA DOSIS FUERA,TOTALES
ACHACACHI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,25,22,4,8,59
ACHOCALLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,15,6,12,5,38
AIQUILE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,9,12,7,5,33
ALALAY,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,0,0,1,1,2
ALCALA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,3,0,0,1,4
ALTO BENI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,9,7,2,2,20
ANCORAIMES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,9,3,2,3,17
ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,2,1,1,5
ANTEQUERA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,2,1,0,0,3
ANZALDO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,7,5,6,19
APOLO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,14,12,5,3,34
ARAMPAMPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,0,2,1,1,4
ARANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,7,8,1,0,16
ARBIETO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,16,17,1,0,34
ARQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,5,1,5,12
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,28,32,1,2,63
ATOCHA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,4,4,2,1,11
AUCAPATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,2,1,0,1,4
AYATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,4,3,1,2,10
AYO AYO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,5,3,2,1,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,5,8,10,9,32
AZURDUY,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,5,7,5,6,23
BATALLAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,8,8,1,1,18
BAURES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,0,5,1,2,8
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,0,0,2,0,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,0,1,0,2
BELLA FLOR,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,2,3,0,1,6
BERMEJO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,37,43,2,2,84
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,13,14,5,3,35
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,5,0,4,6,15
BOLPEBRA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,0,0,1,0,1
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,4,7,0,0,11
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,22,10,1,2,35
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,27,20,7,7,61
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,6,12,4,4,26
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,6,3,2,2,13
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,12,9,0,0,21
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,6,8,1,2,17
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,10,11,2,1,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,1,0,0,2
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,31,34,0,1,66
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,17,19,1,2,39
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,3,2,1,1,7
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,8,12,5,2,27
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,37,39,3,4,83
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,15,8,0,1,24
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,3,4,2,6,15
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,4,4,2,1,11
CATACORA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,2,1,2,0,5
CHACARILLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,0,2,3,0,5
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,21,38,6,6,71
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,7,2,2,0,11
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,11,11,3,8,33
CHARAÑA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,0,1,0,1,2
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,10,3,4,9,26
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,32,20,3,4,59
CHIPAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,0,1,1,1,3
CHOQUE COTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,0,0,0,1,1
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,4,6,2,13
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,17,9,4,2,32
CHUMA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,5,1,0,0,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,6,2,2,4,14
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,9,2,4,6,21
CLIZA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,17,11,2,2,32
COBIJA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,63,63,11,24,161
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,7,7,10,5,29
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,796,699,3,1,1499
COIPASA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,0,0,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,42,57,1,0,100
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,11,5,1,2,19
COLLANA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,0,1,0,0,1
COLOMI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,23,24,0,0,47
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,3,7,0,0,10
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,19,24,9,13,65
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,9,7,1,0,17
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,3,7,1,6,17
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,0,0,1,2
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,18,15,0,2,35
COMBAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,0,0,1,2
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,21,19,3,6,49
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,6,4,7,6,23
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,15,11,0,0,26
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,3,1,3,8
COROICO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,9,10,0,2,21
CORQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,3,4,1,0,8
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,11,11,5,4,31
COTOCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,60,68,1,0,129
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,17,19,11,3,50
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,1,2,0,4
CUEVO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,5,7,1,0,13
CULPINA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,13,15,1,0,29
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,2,2,0,0,4
CURVA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,2,1,1,0,4
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,3,6,0,1,10
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,748,774,187,163,1872
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,3,2,1,0,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,14,13,2,0,29
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,7,5,1,2,15
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,51,52,5,2,110
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,2,0,1,0,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,17,13,1,4,35
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,50,45,1,2,98
ESCARA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,0,0,0,1
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,2,6,0,0,8
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,4,2,0,0,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,0,0,2,1,3
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,2,0,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,15,9,2,2,28
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,7,2,1,6,16
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,18,19,0,0,37
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,4,0,0,2,6
GUANAY,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,10,8,5,4,27
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,4,4,0,1,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,62,47,1,1,111
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,12,7,6,7,32
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,5,5,2,0,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,2,0,0,2,4
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,18,14,1,0,33
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,3,1,0,0,4
HUARINA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,0,8,2,1,11
HUATAJATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,3,0,1,2,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,1,0,1,3
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,2,2,2,0,6
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,0,1,4,1,6
ICLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,2,1,2,6
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,2,7,7,11,27
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,2,1,0,0,3
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,2,9,5,7,23
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,17,7,6,4,34
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,11,1,4,2,18
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,4,11,2,0,17
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,44,37,5,8,94
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,128,115,3,2,248
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,712,718,0,3,1433
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,6,2,4,2,14
LAJA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,11,18,2,2,33
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,3,1,0,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,20,25,44,30,119
LLICA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,1,0,2,4
LORETO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,2,3,2,3,10
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,9,2,1,0,12
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,3,4,0,1,8
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,4,2,1,1,8
MAGDALENA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,10,15,5,4,34
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,16,12,0,1,29
MALLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,0,0,2,1,3
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,19,19,1,1,40
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,9,4,1,1,15
MINEROS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,25,27,3,3,58
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,17,17,5,6,45
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,5,4,7,6,22
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,3,3,2,2,10
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,21,21,2,1,45
MONTERO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,144,140,4,4,292
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,2,0,0,0,2
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,3,2,4,10
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,0,4,1,6
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,4,2,1,8
OCURI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,5,6,5,12,28
OKINAWA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,8,7,0,0,15
OMEREQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,3,1,1,5,10
ORURO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,318,340,6,7,671
PADCAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,9,14,0,1,24
PADILLA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,9,8,2,0,19
PAILON,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,27,30,22,20,99
PALCA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,14,10,1,1,26
PALOS BLANCOS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,21,25,4,9,59
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,0,3,1,0,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,5,8,0,1,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,0,4,1,0,5
PASORAPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,0,1,0,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,27,24,0,0,51
PAZÑA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,3,0,4,2,9
PELECHUCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,4,9,0,2,15
POCOATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,7,2,11,20,40
POCONA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,5,4,0,7,16
POJO (CBBA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,11,8,4,0,23
POOPO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,5,2,0,3,10
PORCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,6,11,1,1,19
POROMA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,3,5,5,9,22
PORONGO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,8,7,2,2,19
PORTACHUELO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,24,30,0,0,54
PORVENIR,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,6,6,2,3,17
POSTRER VALLE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,0,0,0,1
POTOSI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,243,232,20,30,525
PRESTO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,5,4,1,1,11
PUCARA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,0,0,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,24,15,9,2,50
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,2,3,8,3,16
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,5,6,8,20
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,8,6,3,3,20
PUERTO PEREZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,0,1,0,2
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,8,14,0,1,23
PUERTO RICO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,3,7,4,3,17
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,25,12,1,2,40
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,64,59,1,1,125
PUNA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,8,3,6,2,19
PUNATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,23,25,0,2,50
QUIABAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,0,3,0,0,3
QUILLACOLLO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,109,101,31,34,275
QUIME,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,6,11,1,3,21
QUIRUSILLAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,0,1,0,0,1
RAVELO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,4,3,11,6,24
REYES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,14,9,4,1,28
RIBERALTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,175,116,5,1,297
ROBORE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,16,12,0,0,28
RURRENABAQUE,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,23,22,3,3,51
SABAYA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,3,4,0,0,7
SACABA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,127,145,7,9,288
SACABAMBA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,2,3,1,1,7
SACACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,11,14,5,1,31
SAIPINA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,5,3,0,0,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,4,1,5,5,15
SAMAIPATA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,8,11,1,0,20
SAN AGUSTIN,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,4,0,0,5
SAN ANDRES,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,13,9,0,0,22
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,2,0,2,0,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,0,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,3,3,5,4,15
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,10,6,1,6,23
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,50,55,11,9,125
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,10,10,3,2,25
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,19,17,1,2,39
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,21,26,1,1,49
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,67,70,16,10,163
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,2,1,1,1,5
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,13,8,0,0,21
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,9,3,0,0,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,22,13,14,8,57
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,9,9,1,2,21
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,56,37,5,4,102
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,3,6,6,14,29
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,31,14,1,4,50
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,12,15,4,6,37
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,16,18,1,1,36
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,18,9,0,2,29
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,2,1,0,0,3
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,14,12,0,1,27
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,24,20,7,9,60
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1,2,0,0,3
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,0,1,0,0,1
SAN RAFAEL,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,5,5,0,1,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,4,5,1,0,10
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,8,13,0,0,21
SANTA ANA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,14,23,0,0,37
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,1682,1643,4,6,3335
SANTA ROSA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,13,5,3,0,21
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,14,10,0,0,24
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antineumococica 1ra dosis,2017-03-01,2,4,1,0,7
