municipality,group,variable,month,Vacunaciones antiamarílica en personas a part,TOTAL
SANTIAGO DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,44,44
SANTIVAÑES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,8,8
SAPAHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,206,206
SENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,125,125
SICA SICA (VILLA AROMA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,1187,1187
SICAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,23,23
SIPE SIPE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,433,433
SOPACHUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,1157,1157
SORATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,71,71
SUCRE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,18584,18584
TACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,14,14
TACACOMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,17,17
TACOBAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,484,484
TACOPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,30,30
TAPACARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,92,92
TARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,965,965
TARACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,15,15
TARATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,82,82
TARIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,1273,1273
TARVITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,475,475
TEOPONTE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,321,321
TIAWANACU,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,16,16
TINGUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,601,601
TIPUANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,732,732
TIQUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,92,92
TIRAQUE (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,1223,1223
TOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,17,17
TOLATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,3,3
TOMAVE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,65,65
TOMINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,43,43
TORO TORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,351,351
TOTORA(CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,20,20
TRINIDAD,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,740,740
TUPIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,247,247
TURCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,17,17
UMALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,210,210
UNCIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,861,861
URIONDO (A. CONCEPCION),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,9,9
UYUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,346,346
VACAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,16,16
VALLEGRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,6,6
VIACHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,122,122
VILA VILA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,8,8
VILLA MONTES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,237,237
VILLA RIVERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,119,119
VILLA TUNARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,1995,1995
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,45,45
VILLAZON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,43,43
VINTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,520,520
VITICHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,69,69
WALDO BALLIVIAN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,7,7
WARNES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,218,218
YACUIBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,803,803
YAMPARAEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,126,126
YANACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,798,798
YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,201,201
YOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,117,117
YOTALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,1118,1118
YUNCHARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,2,2
ZUDAÑEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-03-01,774,774
ACACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,52,52
ACHACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1186,1186
ACHOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,192,192
AIQUILE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1406,1406
ALALAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,310,310
ALCALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,236,236
ANCORAIMES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,232,232
ANDAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,92,92
ANTEQUERA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,165,165
APOLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,148,148
ARAMPAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,694,694
ARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1417,1417
ARBIETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,678,678
ARQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,636,636
ASCENCION DE GUARAYOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,199,199
ATOCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,664,664
AUCAPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,34,34
AYATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,266,266
AYO AYO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,19,19
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,2008,2008
AZURDUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,50,50
BATALLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,53,53
BAURES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,161,161
BELEN DE ANDAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,30,30
BELEN DE URMIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,101,101
BERMEJO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1827,1827
BETANZOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,841,841
BOLIVAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,172,172
BOLPEBRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,6,6
BOYUIBE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,38,38
BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,173,173
CABEZAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,356,356
CAIROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,317,317
"CAIZA ""D""",otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,38,38
CAJUATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,43,43
CALACOTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,5,5
CALAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,105,105
CAMARGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,81,81
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,161,161
CAMIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,953,953
CAPINOTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,3232,3232
CAQUIAVIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,3,3
CARACOLLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,76,76
CARANAVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,409,409
CARANGAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,17,17
CARAPARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,283,283
CARIPUYO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,212,212
CARMEN RIVERO TORREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,9,9
CHALLAPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,746,746
CHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,265,265
CHARAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,277,277
CHARAÑA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,17,17
CHAYANTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,784,784
CHIMORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,879,879
CHOQUE COTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,56,56
CHUMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,24,24
CLIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,577,577
COBIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,486,486
COCHABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,16211,16211
COLCAPIRHUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,83,83
"COLCHA ""K""",otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,515,515
COLLANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,223,223
COLOMI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1250,1250
COLPA BELGICA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,172,172
COLQUECHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,741,741
COLQUIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,943,943
COMANCHE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,3,3
COMARAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,609,609
COMBAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,5,5
CONCEPCION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,381,381
COPACABANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,382,382
CORO CORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,11,11
COROICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,30,30
CORQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,250,250
COTAGAITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,336,336
COTOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1159,1159
CUATRO CAÑADAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,339,339
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,59,59
CUEVO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,59,59
CULPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,109,109
CURAHUARA DE CARANGAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,141,141
CURVA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,13,13
DESAGUADERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,119,119
EL ALTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,3835,3835
EL CHORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,56,56
EL PUENTE(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,202,202
EL PUENTE(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,264,264
EL TORNO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,617,617
EL VILLAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,310,310
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,122,122
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,990,990
EXALTACION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,42,42
FERNANDEZ ALONSO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,978,978
FILADELFIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,21,21
GENERAL SAAVEDRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,106,106
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,717,717
GUANAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1033,1033
GUAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,179,179
GUAYARAMERIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1108,1108
GUTIERREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,131,131
HUACARETA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,227,227
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,158,158
HUACHACALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,74,74
HUANUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,5,5
HUARACAJE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,117,117
HUAYLLAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,165,165
ICHOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,147,147
ICLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,474,474
INCAHUASI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,165,165
INGAVI (HUMAITA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,11,11
INQUISIVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,617,617
IRUPANA (VILLA DE LANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,49,49
IXIAMAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1706,1706
JESUS DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,521,521
LA ASUNTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,375,375
LA GUARDIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1259,1259
LA PAZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,14735,14735
LA RIVERA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1,1
LAGUNILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,168,168
LAJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,255,255
LAS CARRERAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,25,25
LICOMA PAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,65,65
LLALLAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,725,725
LLICA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,886,886
LORETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,15,15
LURIBAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,417,417
MACHACAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,204,204
MACHARETI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,141,141
MAGDALENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,144,144
MAIRANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,269,269
MALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,163,163
MAPIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,474,474
MECAPACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,208,208
MINEROS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,216,216
MIZQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,552,552
MOCOMOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1,1
MOJOCOYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,24,24
MONTEAGUDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,755,755
MONTERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,2325,2325
MORO MORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,8,8
MOROCHATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,543,543
OCURI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,816,816
OKINAWA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,185,185
OMEREQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,173,173
ORURO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,11639,11639
PADCAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,172,172
PADILLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,491,491
PAILON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,602,602
PALCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,349,349
PALOS BLANCOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,99,99
PAMPA AULLAGAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,39,39
PAMPA GRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,270,270
PAPEL PAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,38,38
PASORAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,353,353
PATACAMAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,57,57
PAZÑA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,361,361
PELECHUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,37,37
POCOATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,540,540
POCONA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,339,339
POJO (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,248,248
POOPO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,342,342
PORCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,221,221
POROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,166,166
PORONGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,452,452
PORTACHUELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,652,652
PORVENIR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1,1
POSTRER VALLE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,10,10
POTOSI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,11724,11724
PRESTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,386,386
PUCARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,30,30
PUCARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,870,870
PUERTO ACOSTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,116,116
PUERTO CARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,65,65
PUERTO GONZALO MORENO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,24,24
PUERTO PEREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,349,349
PUERTO QUIJARRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,150,150
PUERTO RICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,15,15
PUERTO SILES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,43,43
PUERTO SUAREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,341,341
PUERTO VILLARROEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1336,1336
PUNA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,991,991
PUNATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,2216,2216
QUIABAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,5,5
QUILLACOLLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1625,1625
QUIME,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1254,1254
QUIRUSILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,134,134
RAVELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1629,1629
REYES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,572,572
RIBERALTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,4114,4114
ROBORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,356,356
RURRENABAQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,286,286
SABAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,43,43
SACABA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,4073,4073
SACABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,56,56
SACACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,913,913
SAIPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,151,151
SALINAS DE GARCI MENDOZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,178,178
SAMAIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,433,433
SAN AGUSTIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,105,105
SAN ANDRES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,32,32
SAN ANDRES DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,40,40
SAN ANTONIO DE LOMERIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,13,13
SAN BENITO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,577,577
SAN BORJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,445,445
SAN BUENA VENTURA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,780,780
SAN CARLOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,671,671
SAN IGNACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,296,296
SAN IGNACIO DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,221,221
SAN JAVIER(BNI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,57,57
SAN JAVIER(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,4,4
SAN JOAQUIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,171,171
SAN JOSE DE CHIQUITOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,499,499
SAN JUAN DE YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,69,69
SAN JULIAN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,1049,1049
SAN LORENZO(PND),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,54,54
SAN LORENZO(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,695,695
SAN LUCAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,2237,2237
SAN MATIAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,276,276
SAN MIGUEL DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,21,21
SAN PABLO DE LIPEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,2,2
SAN PEDRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,369,369
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,701,701
SAN PEDRO DE CURAHUARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,15,15
SAN PEDRO DE QUEMES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,38,38
SAN PEDRO DE TIQUINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,100,100
SAN PEDRO(PND),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,9,9
SAN RAFAEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,69,69
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,464,464
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,53,53
SANTA ANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,23,23
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,42028,42028
SANTA ROSA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,163,163
SANTA ROSA DEL SARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,290,290
SANTIAGO DE HUARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,103,103
SANTIAGO DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-04-01,442,442
