municipality,group,variable,month,Mujeres de 15 a 49 años 1ra dosis de dT,TOTAL
LAJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,108,108
LAS CARRERAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,25,25
LICOMA PAMPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,11,11
LLALLAGUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,407,407
LLICA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,150,150
LORETO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,62,62
LURIBAY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,154,154
MACHACAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,20,20
MACHARETI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,74,74
MAGDALENA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,49,49
MAIRANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,49,49
MALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,62,62
MAPIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,61,61
MECAPACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,235,235
MINEROS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,75,75
MIZQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,207,207
MOCOMOCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,37,37
MOJINETE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,3,3
MOJOCOYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,71,71
MONTEAGUDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,330,330
MONTERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,1499,1499
MORO MORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,5,5
MOROCHATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,346,346
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,17,17
OCURI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,253,253
OKINAWA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,179,179
OMEREQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,64,64
ORURO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,2570,2570
PADCAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,175,175
PADILLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,47,47
PAILON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,286,286
PALCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,125,125
PALOS BLANCOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,22,22
PAMPA AULLAGAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,22,22
PAMPA GRANDE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,75,75
PAPEL PAMPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,77,77
PASORAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,28,28
PATACAMAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,97,97
PAZÑA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,97,97
PELECHUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,20,20
POCOATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,255,255
POCONA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,162,162
POJO (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,90,90
POOPO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,9,9
PORCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,13,13
POROMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,129,129
PORONGO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,221,221
PORTACHUELO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,228,228
PORVENIR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,1,1
POSTRER VALLE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,15,15
POTOSI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,2337,2337
PRESTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,71,71
PUCARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,27,27
PUCARANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,216,216
PUERTO ACOSTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,98,98
PUERTO CARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,50,50
PUERTO GONZALO MORENO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,27,27
PUERTO PEREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,128,128
PUERTO QUIJARRO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,275,275
PUERTO RICO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,44,44
PUERTO SILES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,31,31
PUERTO SUAREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,539,539
PUERTO VILLARROEL,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,576,576
PUNA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,190,190
PUNATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,635,635
QUIABAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,17,17
QUILLACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,1715,1715
QUIME,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,58,58
QUIRUSILLAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,45,45
RAVELO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,428,428
REYES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,77,77
RIBERALTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,687,687
ROBORE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,78,78
RURRENABAQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,163,163
SABAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,89,89
SACABA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,1119,1119
SACABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,57,57
SACACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,206,206
SAIPINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,38,38
SALINAS DE GARCI MENDOZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,69,69
SAMAIPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,163,163
SAN AGUSTIN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,49,49
SAN ANDRES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,29,29
SAN ANDRES DE MACHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,38,38
SAN ANTONIO DE ESMORUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,4,4
SAN ANTONIO DE LOMERIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,18,18
SAN BENITO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,180,180
SAN BORJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,119,119
SAN BUENA VENTURA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,225,225
SAN CARLOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,391,391
SAN IGNACIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,239,239
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,333,333
SAN JAVIER(BNI),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,17,17
SAN JAVIER(STC),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,56,56
SAN JOAQUIN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,124,124
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,199,199
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,90,90
SAN JULIAN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,558,558
SAN LORENZO(PND),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,32,32
SAN LORENZO(TJA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,440,440
SAN LUCAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,395,395
SAN MATIAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,234,234
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,1,1
SAN PABLO DE LIPEZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,11,11
SAN PEDRO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,137,137
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,130,130
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,46,46
SAN PEDRO DE QUEMES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,7,7
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,73,73
SAN PEDRO(PND),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,7,7
SAN RAFAEL,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,11,11
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,43,43
SAN RAMON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,95,95
SANTA ANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,43,43
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,24106,24106
SANTA ROSA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,71,71
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,191,191
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,51,51
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,40,40
SANTIVAÑES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,40,40
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,46,46
SAPAHAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,37,37
SENA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,14,14
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,43,43
SICAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,32,32
SIPE SIPE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,116,116
SOPACHUY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,246,246
SORACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,183,183
SORATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,105,105
SUCRE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,2371,2371
TACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,12,12
TACACOMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,23,23
TACOBAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,66,66
TACOPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,102,102
TAHUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,88,88
TAPACARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,623,623
TARABUCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,260,260
TARACO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,76,76
TARATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,50,50
TARIJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,1228,1228
TARVITA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,78,78
TEOPONTE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,28,28
TIAWANACU,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,68,68
TINGUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,138,138
TIPUANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,52,52
TIQUIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,454,454
TIRAQUE (CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,220,220
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,29,29
TOCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,32,32
TOLATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,227,227
TOLEDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,11,11
TOMAVE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,125,125
TOMINA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,130,130
TORO TORO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,81,81
TOTORA(CBBA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,199,199
TOTORA(ORR),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,58,58
TRIGAL,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,12,12
TRINIDAD,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,1665,1665
TUPIZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,309,309
TURCO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,98,98
UMALA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,69,69
UNCIA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,35,35
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,326,326
URUBICHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,151,151
UYUNI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,608,608
VACAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,80,80
VALLEGRANDE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,537,537
VIACHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,426,426
VILA VILA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,6,6
VILLA MONTES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,269,269
VILLA RIVERO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,40,40
VILLA SERRANO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,200,200
VILLA TUNARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,754,754
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,34,34
VILLAZON,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,609,609
VINTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,446,446
VITICHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,92,92
WALDO BALLIVIAN,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,12,12
WARNES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,564,564
YACO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,195,195
YACUIBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,1215,1215
YAMPARAEZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,36,36
YANACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,24,24
YAPACANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,452,452
YOCALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,48,48
YOTALA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,41,41
YUNCHARA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,80,80
ZUDAÑEZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-04-01,33,33
ACACIO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,15,15
ACHACACHI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,119,119
ACHOCALLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,29,29
AIQUILE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,72,72
ALALAY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,8,8
ALCALA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,17,17
ANCORAIMES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,30,30
ANDAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,6,6
ANTEQUERA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,22,22
ANZALDO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,31,31
APOLO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,16,16
ARAMPAMPA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,48,48
ARANI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,45,45
ARBIETO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,29,29
ARQUE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,47,47
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,35,35
ATOCHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,17,17
AUCAPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,15,15
AYATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,28,28
AYO AYO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,62,62
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,197,197
AZURDUY,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,63,63
BATALLAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,148,148
BAURES,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,1,1
BELEN DE URMIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,5,5
BELLA FLOR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,14,14
BERMEJO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,503,503
BETANZOS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,38,38
BOLIVAR,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,31,31
BOYUIBE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,76,76
BUENA VISTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,15,15
CABEZAS,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,45,45
CAIROMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,28,28
"CAIZA ""D""",otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,40,40
CAJUATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,15,15
CALACOTO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,1,1
CALAMARCA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,15,15
CAMARGO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,74,74
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,8,8
CAMIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,139,139
CAPINOTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,30,30
CAQUIAVIRI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,9,9
CARACOLLO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,29,29
CARANAVI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,169,169
CARAPARI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,123,123
CARIPUYO,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,27,27
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,5,5
CATACORA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,3,3
CHACARILLA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,3,3
CHALLAPATA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,56,56
CHAQUI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,27,27
CHARAGUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,134,134
CHARAÑA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,3,3
CHAYANTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,44,44
CHIMORE,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,99,99
CHIPAYA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,1,1
CHOQUE COTA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,3,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,24,24
CHUMA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,26,26
CLIZA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,32,32
COBIJA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,119,119
COCHABAMBA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,3011,3011
COIPASA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,5,5
COLCAPIRHUA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,103,103
"COLCHA ""K""",otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,32,32
COLLANA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,54,54
COLOMI,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,197,197
COLPA BELGICA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,19,19
COLQUECHACA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,211,211
COLQUENCHA,otras vacunaciones,mujeres de 15 a 49 anos 1ra dosis de dt,2005-05-01,7,7
