municipality,group,variable,month,Antirrábica canina,TOTAL
YAMPARAEZ,otras vacunaciones,antirrabica canina,2005-03-01,278,278
YANACACHI,otras vacunaciones,antirrabica canina,2005-03-01,41,41
YAPACANI,otras vacunaciones,antirrabica canina,2005-03-01,337,337
YOTALA,otras vacunaciones,antirrabica canina,2005-03-01,85,85
YUNCHARA,otras vacunaciones,antirrabica canina,2005-03-01,482,482
ZUDAÑEZ,otras vacunaciones,antirrabica canina,2005-03-01,15,15
AIQUILE,otras vacunaciones,antirrabica canina,2005-04-01,900,900
ANDAMARCA,otras vacunaciones,antirrabica canina,2005-04-01,10,10
ANZALDO,otras vacunaciones,antirrabica canina,2005-04-01,386,386
ARANI,otras vacunaciones,antirrabica canina,2005-04-01,57,57
ARBIETO,otras vacunaciones,antirrabica canina,2005-04-01,903,903
ARQUE,otras vacunaciones,antirrabica canina,2005-04-01,152,152
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2005-04-01,487,487
AZURDUY,otras vacunaciones,antirrabica canina,2005-04-01,258,258
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica canina,2005-04-01,6,6
BELLA FLOR,otras vacunaciones,antirrabica canina,2005-04-01,43,43
BERMEJO,otras vacunaciones,antirrabica canina,2005-04-01,409,409
BETANZOS,otras vacunaciones,antirrabica canina,2005-04-01,126,126
BOLIVAR,otras vacunaciones,antirrabica canina,2005-04-01,38,38
BUENA VISTA,otras vacunaciones,antirrabica canina,2005-04-01,425,425
CAJUATA,otras vacunaciones,antirrabica canina,2005-04-01,50,50
CALACOTO,otras vacunaciones,antirrabica canina,2005-04-01,31,31
CALAMARCA,otras vacunaciones,antirrabica canina,2005-04-01,50,50
CAMARGO,otras vacunaciones,antirrabica canina,2005-04-01,110,110
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antirrabica canina,2005-04-01,20,20
CAPINOTA,otras vacunaciones,antirrabica canina,2005-04-01,114,114
CARANAVI,otras vacunaciones,antirrabica canina,2005-04-01,93,93
CARAPARI,otras vacunaciones,antirrabica canina,2005-04-01,188,188
CHALLAPATA,otras vacunaciones,antirrabica canina,2005-04-01,2530,2530
CHARAÑA,otras vacunaciones,antirrabica canina,2005-04-01,77,77
CHIMORE,otras vacunaciones,antirrabica canina,2005-04-01,177,177
CLIZA,otras vacunaciones,antirrabica canina,2005-04-01,4587,4587
COBIJA,otras vacunaciones,antirrabica canina,2005-04-01,1554,1554
COCHABAMBA,otras vacunaciones,antirrabica canina,2005-04-01,2619,2619
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2005-04-01,311,311
COLOMI,otras vacunaciones,antirrabica canina,2005-04-01,301,301
COLPA BELGICA,otras vacunaciones,antirrabica canina,2005-04-01,5,5
COLQUENCHA,otras vacunaciones,antirrabica canina,2005-04-01,4,4
COMARAPA,otras vacunaciones,antirrabica canina,2005-04-01,25,25
CONCEPCION,otras vacunaciones,antirrabica canina,2005-04-01,2,2
CORQUE,otras vacunaciones,antirrabica canina,2005-04-01,154,154
CUATRO CAÑADAS,otras vacunaciones,antirrabica canina,2005-04-01,902,902
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antirrabica canina,2005-04-01,70,70
CULPINA,otras vacunaciones,antirrabica canina,2005-04-01,75,75
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2005-04-01,10,10
DESAGUADERO,otras vacunaciones,antirrabica canina,2005-04-01,634,634
EL ALTO,otras vacunaciones,antirrabica canina,2005-04-01,1523,1523
EL PUENTE(TJA),otras vacunaciones,antirrabica canina,2005-04-01,1004,1004
ENTRE RIOS,otras vacunaciones,antirrabica canina,2005-04-01,615,615
ENTRE RIOS,otras vacunaciones,antirrabica canina,2005-04-01,1005,1005
ESCARA,otras vacunaciones,antirrabica canina,2005-04-01,13,13
GENERAL SAAVEDRA,otras vacunaciones,antirrabica canina,2005-04-01,149,149
GUAYARAMERIN,otras vacunaciones,antirrabica canina,2005-04-01,1,1
HUACHACALLA,otras vacunaciones,antirrabica canina,2005-04-01,3,3
HUANUNI,otras vacunaciones,antirrabica canina,2005-04-01,24,24
HUAYLLAMARCA,otras vacunaciones,antirrabica canina,2005-04-01,135,135
ICLA,otras vacunaciones,antirrabica canina,2005-04-01,68,68
INCAHUASI,otras vacunaciones,antirrabica canina,2005-04-01,62,62
INQUISIVI,otras vacunaciones,antirrabica canina,2005-04-01,83,83
IXIAMAS,otras vacunaciones,antirrabica canina,2005-04-01,21,21
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2005-04-01,148,148
LA PAZ,otras vacunaciones,antirrabica canina,2005-04-01,742,742
MACHARETI,otras vacunaciones,antirrabica canina,2005-04-01,45,45
MAIRANA,otras vacunaciones,antirrabica canina,2005-04-01,1202,1202
MECAPACA,otras vacunaciones,antirrabica canina,2005-04-01,67,67
MINEROS,otras vacunaciones,antirrabica canina,2005-04-01,95,95
MIZQUE,otras vacunaciones,antirrabica canina,2005-04-01,263,263
MOCOMOCO,otras vacunaciones,antirrabica canina,2005-04-01,93,93
MOJOCOYA,otras vacunaciones,antirrabica canina,2005-04-01,8,8
MONTEAGUDO,otras vacunaciones,antirrabica canina,2005-04-01,6,6
MONTERO,otras vacunaciones,antirrabica canina,2005-04-01,401,401
MOROCHATA,otras vacunaciones,antirrabica canina,2005-04-01,788,788
OCURI,otras vacunaciones,antirrabica canina,2005-04-01,202,202
OKINAWA,otras vacunaciones,antirrabica canina,2005-04-01,40,40
ORURO,otras vacunaciones,antirrabica canina,2005-04-01,793,793
PADCAYA,otras vacunaciones,antirrabica canina,2005-04-01,314,314
PALCA,otras vacunaciones,antirrabica canina,2005-04-01,30,30
PALOS BLANCOS,otras vacunaciones,antirrabica canina,2005-04-01,13,13
PAPEL PAMPA,otras vacunaciones,antirrabica canina,2005-04-01,45,45
PASORAPA,otras vacunaciones,antirrabica canina,2005-04-01,93,93
POCOATA,otras vacunaciones,antirrabica canina,2005-04-01,104,104
POCONA,otras vacunaciones,antirrabica canina,2005-04-01,243,243
POJO (CBBA),otras vacunaciones,antirrabica canina,2005-04-01,376,376
POROMA,otras vacunaciones,antirrabica canina,2005-04-01,176,176
PORONGO,otras vacunaciones,antirrabica canina,2005-04-01,482,482
POTOSI,otras vacunaciones,antirrabica canina,2005-04-01,1,1
PRESTO,otras vacunaciones,antirrabica canina,2005-04-01,85,85
PUERTO ACOSTA,otras vacunaciones,antirrabica canina,2005-04-01,7,7
PUERTO CARABUCO,otras vacunaciones,antirrabica canina,2005-04-01,48,48
PUERTO SILES,otras vacunaciones,antirrabica canina,2005-04-01,1,1
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2005-04-01,2247,2247
PUNA,otras vacunaciones,antirrabica canina,2005-04-01,5,5
PUNATA,otras vacunaciones,antirrabica canina,2005-04-01,392,392
QUILLACOLLO,otras vacunaciones,antirrabica canina,2005-04-01,4244,4244
RAVELO,otras vacunaciones,antirrabica canina,2005-04-01,62,62
REYES,otras vacunaciones,antirrabica canina,2005-04-01,12,12
SACABA,otras vacunaciones,antirrabica canina,2005-04-01,3000,3000
SACABAMBA,otras vacunaciones,antirrabica canina,2005-04-01,123,123
SACACA,otras vacunaciones,antirrabica canina,2005-04-01,8,8
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2005-04-01,68,68
SAN BENITO,otras vacunaciones,antirrabica canina,2005-04-01,257,257
SAN BUENA VENTURA,otras vacunaciones,antirrabica canina,2005-04-01,5,5
SAN CARLOS,otras vacunaciones,antirrabica canina,2005-04-01,50,50
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica canina,2005-04-01,220,220
SAN JULIAN,otras vacunaciones,antirrabica canina,2005-04-01,350,350
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2005-04-01,431,431
SAN LUCAS,otras vacunaciones,antirrabica canina,2005-04-01,97,97
SAN PEDRO,otras vacunaciones,antirrabica canina,2005-04-01,30,30
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2005-04-01,7647,7647
SANTIVAÑES,otras vacunaciones,antirrabica canina,2005-04-01,1338,1338
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica canina,2005-04-01,62,62
SICAYA,otras vacunaciones,antirrabica canina,2005-04-01,119,119
SIPE SIPE,otras vacunaciones,antirrabica canina,2005-04-01,234,234
SOPACHUY,otras vacunaciones,antirrabica canina,2005-04-01,147,147
SUCRE,otras vacunaciones,antirrabica canina,2005-04-01,1948,1948
TACOPAYA,otras vacunaciones,antirrabica canina,2005-04-01,77,77
TAPACARI,otras vacunaciones,antirrabica canina,2005-04-01,687,687
TARABUCO,otras vacunaciones,antirrabica canina,2005-04-01,695,695
TARACO,otras vacunaciones,antirrabica canina,2005-04-01,15,15
TARATA,otras vacunaciones,antirrabica canina,2005-04-01,789,789
TARIJA,otras vacunaciones,antirrabica canina,2005-04-01,501,501
TARVITA,otras vacunaciones,antirrabica canina,2005-04-01,25,25
TIAWANACU,otras vacunaciones,antirrabica canina,2005-04-01,40,40
TIQUIPAYA,otras vacunaciones,antirrabica canina,2005-04-01,30,30
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2005-04-01,431,431
TOCO,otras vacunaciones,antirrabica canina,2005-04-01,880,880
TOLATA,otras vacunaciones,antirrabica canina,2005-04-01,213,213
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2005-04-01,323,323
TUPIZA,otras vacunaciones,antirrabica canina,2005-04-01,5,5
TURCO,otras vacunaciones,antirrabica canina,2005-04-01,26,26
UNCIA,otras vacunaciones,antirrabica canina,2005-04-01,109,109
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica canina,2005-04-01,2529,2529
VACAS,otras vacunaciones,antirrabica canina,2005-04-01,46,46
VIACHA,otras vacunaciones,antirrabica canina,2005-04-01,94,94
VILA VILA,otras vacunaciones,antirrabica canina,2005-04-01,69,69
VILLA MONTES,otras vacunaciones,antirrabica canina,2005-04-01,49,49
VILLA RIVERO,otras vacunaciones,antirrabica canina,2005-04-01,19,19
VILLA TUNARI,otras vacunaciones,antirrabica canina,2005-04-01,629,629
VILLAZON,otras vacunaciones,antirrabica canina,2005-04-01,306,306
VINTO,otras vacunaciones,antirrabica canina,2005-04-01,300,300
YACUIBA,otras vacunaciones,antirrabica canina,2005-04-01,142,142
YAMPARAEZ,otras vacunaciones,antirrabica canina,2005-04-01,130,130
YAPACANI,otras vacunaciones,antirrabica canina,2005-04-01,4576,4576
YOTALA,otras vacunaciones,antirrabica canina,2005-04-01,36,36
YUNCHARA,otras vacunaciones,antirrabica canina,2005-04-01,615,615
ZUDAÑEZ,otras vacunaciones,antirrabica canina,2005-04-01,399,399
ACHOCALLA,otras vacunaciones,antirrabica canina,2005-05-01,60,60
AIQUILE,otras vacunaciones,antirrabica canina,2005-05-01,15,15
ALALAY,otras vacunaciones,antirrabica canina,2005-05-01,2,2
ANDAMARCA,otras vacunaciones,antirrabica canina,2005-05-01,45,45
ARAMPAMPA,otras vacunaciones,antirrabica canina,2005-05-01,10,10
ARANI,otras vacunaciones,antirrabica canina,2005-05-01,30,30
ARBIETO,otras vacunaciones,antirrabica canina,2005-05-01,60,60
ARQUE,otras vacunaciones,antirrabica canina,2005-05-01,31,31
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2005-05-01,120,120
AZURDUY,otras vacunaciones,antirrabica canina,2005-05-01,73,73
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica canina,2005-05-01,2,2
BELLA FLOR,otras vacunaciones,antirrabica canina,2005-05-01,12,12
BERMEJO,otras vacunaciones,antirrabica canina,2005-05-01,3,3
BETANZOS,otras vacunaciones,antirrabica canina,2005-05-01,207,207
BOLIVAR,otras vacunaciones,antirrabica canina,2005-05-01,118,118
CAJUATA,otras vacunaciones,antirrabica canina,2005-05-01,60,60
CAMARGO,otras vacunaciones,antirrabica canina,2005-05-01,103,103
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antirrabica canina,2005-05-01,40,40
CAPINOTA,otras vacunaciones,antirrabica canina,2005-05-01,1012,1012
CARANAVI,otras vacunaciones,antirrabica canina,2005-05-01,42,42
CARAPARI,otras vacunaciones,antirrabica canina,2005-05-01,3,3
CHALLAPATA,otras vacunaciones,antirrabica canina,2005-05-01,220,220
CHIMORE,otras vacunaciones,antirrabica canina,2005-05-01,990,990
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica canina,2005-05-01,6,6
CLIZA,otras vacunaciones,antirrabica canina,2005-05-01,67,67
COCHABAMBA,otras vacunaciones,antirrabica canina,2005-05-01,615,615
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2005-05-01,204,204
COLLANA,otras vacunaciones,antirrabica canina,2005-05-01,50,50
COLOMI,otras vacunaciones,antirrabica canina,2005-05-01,47,47
COLQUENCHA,otras vacunaciones,antirrabica canina,2005-05-01,10,10
COPACABANA,otras vacunaciones,antirrabica canina,2005-05-01,8,8
CORIPATA,otras vacunaciones,antirrabica canina,2005-05-01,112,112
COROICO,otras vacunaciones,antirrabica canina,2005-05-01,4,4
CORQUE,otras vacunaciones,antirrabica canina,2005-05-01,13,13
COTOCA,otras vacunaciones,antirrabica canina,2005-05-01,50,50
CUATRO CAÑADAS,otras vacunaciones,antirrabica canina,2005-05-01,285,285
CULPINA,otras vacunaciones,antirrabica canina,2005-05-01,310,310
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2005-05-01,12,12
DESAGUADERO,otras vacunaciones,antirrabica canina,2005-05-01,153,153
EL ALTO,otras vacunaciones,antirrabica canina,2005-05-01,402,402
EL PUENTE(TJA),otras vacunaciones,antirrabica canina,2005-05-01,386,386
ENTRE RIOS,otras vacunaciones,antirrabica canina,2005-05-01,227,227
ENTRE RIOS,otras vacunaciones,antirrabica canina,2005-05-01,69,69
FILADELFIA,otras vacunaciones,antirrabica canina,2005-05-01,15,15
GUAQUI,otras vacunaciones,antirrabica canina,2005-05-01,344,344
HUANUNI,otras vacunaciones,antirrabica canina,2005-05-01,8,8
HUAYLLAMARCA,otras vacunaciones,antirrabica canina,2005-05-01,17,17
ICLA,otras vacunaciones,antirrabica canina,2005-05-01,32,32
INCAHUASI,otras vacunaciones,antirrabica canina,2005-05-01,177,177
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2005-05-01,182,182
LA GUARDIA,otras vacunaciones,antirrabica canina,2005-05-01,40,40
LA PAZ,otras vacunaciones,antirrabica canina,2005-05-01,559,559
LAGUNILLAS,otras vacunaciones,antirrabica canina,2005-05-01,117,117
MACHARETI,otras vacunaciones,antirrabica canina,2005-05-01,35,35
MIZQUE,otras vacunaciones,antirrabica canina,2005-05-01,120,120
MOCOMOCO,otras vacunaciones,antirrabica canina,2005-05-01,29,29
MOROCHATA,otras vacunaciones,antirrabica canina,2005-05-01,697,697
OCURI,otras vacunaciones,antirrabica canina,2005-05-01,75,75
OMEREQUE,otras vacunaciones,antirrabica canina,2005-05-01,108,108
ORURO,otras vacunaciones,antirrabica canina,2005-05-01,246,246
PADCAYA,otras vacunaciones,antirrabica canina,2005-05-01,115,115
PALCA,otras vacunaciones,antirrabica canina,2005-05-01,39,39
PALOS BLANCOS,otras vacunaciones,antirrabica canina,2005-05-01,12,12
PASORAPA,otras vacunaciones,antirrabica canina,2005-05-01,170,170
POCOATA,otras vacunaciones,antirrabica canina,2005-05-01,20,20
POCONA,otras vacunaciones,antirrabica canina,2005-05-01,34,34
POJO (CBBA),otras vacunaciones,antirrabica canina,2005-05-01,65,65
POROMA,otras vacunaciones,antirrabica canina,2005-05-01,300,300
PORONGO,otras vacunaciones,antirrabica canina,2005-05-01,91,91
PUERTO ACOSTA,otras vacunaciones,antirrabica canina,2005-05-01,19,19
PUERTO CARABUCO,otras vacunaciones,antirrabica canina,2005-05-01,28,28
PUERTO GONZALO MORENO,otras vacunaciones,antirrabica canina,2005-05-01,373,373
PUERTO RICO,otras vacunaciones,antirrabica canina,2005-05-01,286,286
PUERTO SUAREZ,otras vacunaciones,antirrabica canina,2005-05-01,900,900
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2005-05-01,399,399
PUNA,otras vacunaciones,antirrabica canina,2005-05-01,76,76
QUILLACOLLO,otras vacunaciones,antirrabica canina,2005-05-01,1695,1695
RAVELO,otras vacunaciones,antirrabica canina,2005-05-01,148,148
SACABA,otras vacunaciones,antirrabica canina,2005-05-01,1840,1840
SACABAMBA,otras vacunaciones,antirrabica canina,2005-05-01,8,8
SACACA,otras vacunaciones,antirrabica canina,2005-05-01,12,12
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2005-05-01,9,9
SAN BENITO,otras vacunaciones,antirrabica canina,2005-05-01,50,50
SAN BORJA,otras vacunaciones,antirrabica canina,2005-05-01,1,1
SAN JAVIER(STC),otras vacunaciones,antirrabica canina,2005-05-01,8,8
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica canina,2005-05-01,22,22
SAN JULIAN,otras vacunaciones,antirrabica canina,2005-05-01,23,23
SAN LORENZO(PND),otras vacunaciones,antirrabica canina,2005-05-01,183,183
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2005-05-01,110,110
SAN LUCAS,otras vacunaciones,antirrabica canina,2005-05-01,144,144
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2005-05-01,25,25
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica canina,2005-05-01,130,130
SAN RAFAEL,otras vacunaciones,antirrabica canina,2005-05-01,100,100
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2005-05-01,52574,52574
SANTIVAÑES,otras vacunaciones,antirrabica canina,2005-05-01,71,71
SENA,otras vacunaciones,antirrabica canina,2005-05-01,200,200
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica canina,2005-05-01,42,42
SICAYA,otras vacunaciones,antirrabica canina,2005-05-01,62,62
SIPE SIPE,otras vacunaciones,antirrabica canina,2005-05-01,456,456
SORACACHI,otras vacunaciones,antirrabica canina,2005-05-01,29,29
SUCRE,otras vacunaciones,antirrabica canina,2005-05-01,350,350
TACOPAYA,otras vacunaciones,antirrabica canina,2005-05-01,410,410
TAPACARI,otras vacunaciones,antirrabica canina,2005-05-01,1319,1319
TARABUCO,otras vacunaciones,antirrabica canina,2005-05-01,116,116
TARATA,otras vacunaciones,antirrabica canina,2005-05-01,95,95
TARIJA,otras vacunaciones,antirrabica canina,2005-05-01,75,75
TIQUIPAYA,otras vacunaciones,antirrabica canina,2005-05-01,45,45
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2005-05-01,764,764
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica canina,2005-05-01,24,24
TOCO,otras vacunaciones,antirrabica canina,2005-05-01,160,160
TOLATA,otras vacunaciones,antirrabica canina,2005-05-01,67,67
TOMAVE,otras vacunaciones,antirrabica canina,2005-05-01,20,20
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2005-05-01,105,105
TRINIDAD,otras vacunaciones,antirrabica canina,2005-05-01,5,5
TURCO,otras vacunaciones,antirrabica canina,2005-05-01,9,9
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica canina,2005-05-01,1558,1558
VACAS,otras vacunaciones,antirrabica canina,2005-05-01,67,67
VIACHA,otras vacunaciones,antirrabica canina,2005-05-01,151,151
VILA VILA,otras vacunaciones,antirrabica canina,2005-05-01,29,29
VILLA MONTES,otras vacunaciones,antirrabica canina,2005-05-01,44,44
VILLA RIVERO,otras vacunaciones,antirrabica canina,2005-05-01,4,4
VILLA TUNARI,otras vacunaciones,antirrabica canina,2005-05-01,468,468
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica canina,2005-05-01,191,191
VILLAZON,otras vacunaciones,antirrabica canina,2005-05-01,54,54
VINTO,otras vacunaciones,antirrabica canina,2005-05-01,155,155
WARNES,otras vacunaciones,antirrabica canina,2005-05-01,399,399
YACUIBA,otras vacunaciones,antirrabica canina,2005-05-01,61,61
YAMPARAEZ,otras vacunaciones,antirrabica canina,2005-05-01,25,25
YANACACHI,otras vacunaciones,antirrabica canina,2005-05-01,2,2
YAPACANI,otras vacunaciones,antirrabica canina,2005-05-01,1,1
YOTALA,otras vacunaciones,antirrabica canina,2005-05-01,2,2
YUNCHARA,otras vacunaciones,antirrabica canina,2005-05-01,53,53
ZUDAÑEZ,otras vacunaciones,antirrabica canina,2005-05-01,62,62
ACHOCALLA,otras vacunaciones,antirrabica canina,2005-06-01,176,176
AIQUILE,otras vacunaciones,antirrabica canina,2005-06-01,21,21
ANDAMARCA,otras vacunaciones,antirrabica canina,2005-06-01,38,38
ARAMPAMPA,otras vacunaciones,antirrabica canina,2005-06-01,15,15
ARANI,otras vacunaciones,antirrabica canina,2005-06-01,3,3
ARBIETO,otras vacunaciones,antirrabica canina,2005-06-01,25,25
ARQUE,otras vacunaciones,antirrabica canina,2005-06-01,20,20
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica canina,2005-06-01,208,208
BELEN DE ANDAMARCA,otras vacunaciones,antirrabica canina,2005-06-01,8,8
BERMEJO,otras vacunaciones,antirrabica canina,2005-06-01,82,82
BETANZOS,otras vacunaciones,antirrabica canina,2005-06-01,118,118
BOLIVAR,otras vacunaciones,antirrabica canina,2005-06-01,22,22
CAMARGO,otras vacunaciones,antirrabica canina,2005-06-01,44,44
CAPINOTA,otras vacunaciones,antirrabica canina,2005-06-01,539,539
CAQUIAVIRI,otras vacunaciones,antirrabica canina,2005-06-01,35,35
CARANAVI,otras vacunaciones,antirrabica canina,2005-06-01,327,327
CHALLAPATA,otras vacunaciones,antirrabica canina,2005-06-01,48,48
CHAQUI,otras vacunaciones,antirrabica canina,2005-06-01,25,25
CHARAÑA,otras vacunaciones,antirrabica canina,2005-06-01,50,50
CHIMORE,otras vacunaciones,antirrabica canina,2005-06-01,98,98
CLIZA,otras vacunaciones,antirrabica canina,2005-06-01,7,7
COCHABAMBA,otras vacunaciones,antirrabica canina,2005-06-01,1139,1139
COLCAPIRHUA,otras vacunaciones,antirrabica canina,2005-06-01,212,212
COLOMI,otras vacunaciones,antirrabica canina,2005-06-01,143,143
COLQUENCHA,otras vacunaciones,antirrabica canina,2005-06-01,23,23
COLQUIRI,otras vacunaciones,antirrabica canina,2005-06-01,430,430
COPACABANA,otras vacunaciones,antirrabica canina,2005-06-01,100,100
COROICO,otras vacunaciones,antirrabica canina,2005-06-01,12,12
CORQUE,otras vacunaciones,antirrabica canina,2005-06-01,10,10
COTOCA,otras vacunaciones,antirrabica canina,2005-06-01,950,950
CUATRO CAÑADAS,otras vacunaciones,antirrabica canina,2005-06-01,54,54
CULPINA,otras vacunaciones,antirrabica canina,2005-06-01,29,29
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica canina,2005-06-01,21,21
EL ALTO,otras vacunaciones,antirrabica canina,2005-06-01,1884,1884
EL PUENTE(TJA),otras vacunaciones,antirrabica canina,2005-06-01,177,177
ENTRE RIOS,otras vacunaciones,antirrabica canina,2005-06-01,81,81
ENTRE RIOS,otras vacunaciones,antirrabica canina,2005-06-01,60,60
GUAQUI,otras vacunaciones,antirrabica canina,2005-06-01,6,6
HUANUNI,otras vacunaciones,antirrabica canina,2005-06-01,12,12
HUAYLLAMARCA,otras vacunaciones,antirrabica canina,2005-06-01,26,26
INCAHUASI,otras vacunaciones,antirrabica canina,2005-06-01,130,130
JESUS DE MACHACA,otras vacunaciones,antirrabica canina,2005-06-01,68,68
LA GUARDIA,otras vacunaciones,antirrabica canina,2005-06-01,544,544
LA PAZ,otras vacunaciones,antirrabica canina,2005-06-01,1561,1561
LAGUNILLAS,otras vacunaciones,antirrabica canina,2005-06-01,1124,1124
MECAPACA,otras vacunaciones,antirrabica canina,2005-06-01,10,10
MIZQUE,otras vacunaciones,antirrabica canina,2005-06-01,269,269
MOJOCOYA,otras vacunaciones,antirrabica canina,2005-06-01,8,8
MONTERO,otras vacunaciones,antirrabica canina,2005-06-01,185,185
MOROCHATA,otras vacunaciones,antirrabica canina,2005-06-01,546,546
OCURI,otras vacunaciones,antirrabica canina,2005-06-01,50,50
OMEREQUE,otras vacunaciones,antirrabica canina,2005-06-01,120,120
ORURO,otras vacunaciones,antirrabica canina,2005-06-01,29,29
PALCA,otras vacunaciones,antirrabica canina,2005-06-01,43,43
PALOS BLANCOS,otras vacunaciones,antirrabica canina,2005-06-01,36,36
POCOATA,otras vacunaciones,antirrabica canina,2005-06-01,28,28
POCONA,otras vacunaciones,antirrabica canina,2005-06-01,99,99
POJO (CBBA),otras vacunaciones,antirrabica canina,2005-06-01,1191,1191
POROMA,otras vacunaciones,antirrabica canina,2005-06-01,328,328
POTOSI,otras vacunaciones,antirrabica canina,2005-06-01,163,163
PUERTO CARABUCO,otras vacunaciones,antirrabica canina,2005-06-01,131,131
PUERTO VILLARROEL,otras vacunaciones,antirrabica canina,2005-06-01,81,81
PUNA,otras vacunaciones,antirrabica canina,2005-06-01,110,110
PUNATA,otras vacunaciones,antirrabica canina,2005-06-01,21,21
QUILLACOLLO,otras vacunaciones,antirrabica canina,2005-06-01,339,339
SACABA,otras vacunaciones,antirrabica canina,2005-06-01,714,714
SACABAMBA,otras vacunaciones,antirrabica canina,2005-06-01,7,7
SACACA,otras vacunaciones,antirrabica canina,2005-06-01,7,7
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica canina,2005-06-01,1,1
SAN BENITO,otras vacunaciones,antirrabica canina,2005-06-01,82,82
SAN JAVIER(STC),otras vacunaciones,antirrabica canina,2005-06-01,139,139
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica canina,2005-06-01,59,59
SAN JULIAN,otras vacunaciones,antirrabica canina,2005-06-01,15,15
SAN LORENZO(TJA),otras vacunaciones,antirrabica canina,2005-06-01,72,72
SAN LUCAS,otras vacunaciones,antirrabica canina,2005-06-01,58,58
SAN PEDRO,otras vacunaciones,antirrabica canina,2005-06-01,10,10
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica canina,2005-06-01,55,55
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica canina,2005-06-01,71,71
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica canina,2005-06-01,7738,7738
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica canina,2005-06-01,3879,3879
SANTIVAÑES,otras vacunaciones,antirrabica canina,2005-06-01,59,59
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica canina,2005-06-01,37,37
SICAYA,otras vacunaciones,antirrabica canina,2005-06-01,24,24
SIPE SIPE,otras vacunaciones,antirrabica canina,2005-06-01,108,108
SUCRE,otras vacunaciones,antirrabica canina,2005-06-01,26245,26245
TACOPAYA,otras vacunaciones,antirrabica canina,2005-06-01,84,84
TAPACARI,otras vacunaciones,antirrabica canina,2005-06-01,375,375
TARABUCO,otras vacunaciones,antirrabica canina,2005-06-01,18,18
TARACO,otras vacunaciones,antirrabica canina,2005-06-01,16,16
TARATA,otras vacunaciones,antirrabica canina,2005-06-01,14,14
TARIJA,otras vacunaciones,antirrabica canina,2005-06-01,1084,1084
TIAWANACU,otras vacunaciones,antirrabica canina,2005-06-01,22,22
TIQUIPAYA,otras vacunaciones,antirrabica canina,2005-06-01,175,175
TIRAQUE (CBBA),otras vacunaciones,antirrabica canina,2005-06-01,91,91
TOCO,otras vacunaciones,antirrabica canina,2005-06-01,12,12
TOMAVE,otras vacunaciones,antirrabica canina,2005-06-01,20,20
TOMINA,otras vacunaciones,antirrabica canina,2005-06-01,249,249
TOTORA(CBBA),otras vacunaciones,antirrabica canina,2005-06-01,142,142
TUPIZA,otras vacunaciones,antirrabica canina,2005-06-01,11,11
