,group,variable,month,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TOTALES,TOTALES
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2021-09-01,2,16,1,2,3,18
SANTIVAÑES,chagas,tratamientos de 15 anos y mas,2021-09-01,1,1,0,0,1,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2021-09-01,0,1,0,1,0,2
SUCRE,chagas,tratamientos de 15 anos y mas,2021-09-01,2,6,2,4,4,10
TAPACARI,chagas,tratamientos de 15 anos y mas,2021-09-01,0,0,0,2,0,2
TARIJA,chagas,tratamientos de 15 anos y mas,2021-09-01,16,17,10,13,26,30
TOLATA,chagas,tratamientos de 15 anos y mas,2021-09-01,0,1,0,1,0,2
TORO TORO,chagas,tratamientos de 15 anos y mas,2021-09-01,1,0,0,0,1,0
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2021-09-01,0,1,0,1,0,2
TRIGAL,chagas,tratamientos de 15 anos y mas,2021-09-01,0,0,1,0,1,0
TUPIZA,chagas,tratamientos de 15 anos y mas,2021-09-01,9,12,7,3,16,15
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2021-09-01,0,2,1,0,1,2
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2021-09-01,2,1,0,0,2,1
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2021-09-01,1,0,0,0,1,0
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2021-09-01,3,3,1,0,4,3
VINTO,chagas,tratamientos de 15 anos y mas,2021-09-01,1,2,0,0,1,2
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2021-09-01,0,1,0,0,0,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2021-10-01,0,1,1,0,1,1
ALCALA,chagas,tratamientos de 15 anos y mas,2021-10-01,0,1,1,0,1,1
ANZALDO,chagas,tratamientos de 15 anos y mas,2021-10-01,1,0,0,0,1,0
ARQUE,chagas,tratamientos de 15 anos y mas,2021-10-01,0,1,0,0,0,1
CAPINOTA,chagas,tratamientos de 15 anos y mas,2021-10-01,0,1,1,2,1,3
CARAPARI,chagas,tratamientos de 15 anos y mas,2021-10-01,2,1,0,1,2,2
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2021-10-01,14,25,9,20,23,45
COTAGAITA,chagas,tratamientos de 15 anos y mas,2021-10-01,0,0,1,0,1,0
COTOCA,chagas,tratamientos de 15 anos y mas,2021-10-01,1,0,0,1,1,1
EL VILLAR,chagas,tratamientos de 15 anos y mas,2021-10-01,0,1,0,0,0,1
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2021-10-01,1,3,0,0,1,3
ICLA,chagas,tratamientos de 15 anos y mas,2021-10-01,0,0,1,0,1,0
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2021-10-01,1,2,0,0,1,2
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2021-10-01,0,3,0,0,0,3
MIZQUE,chagas,tratamientos de 15 anos y mas,2021-10-01,0,0,11,3,11,3
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2021-10-01,1,7,1,2,2,9
OMEREQUE,chagas,tratamientos de 15 anos y mas,2021-10-01,0,0,1,0,1,0
PADCAYA,chagas,tratamientos de 15 anos y mas,2021-10-01,0,1,1,0,1,1
PAMPA GRANDE,chagas,tratamientos de 15 anos y mas,2021-10-01,1,0,0,0,1,0
POCONA,chagas,tratamientos de 15 anos y mas,2021-10-01,1,1,0,0,1,1
PUCARA,chagas,tratamientos de 15 anos y mas,2021-10-01,0,1,0,0,0,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2021-10-01,1,1,1,3,2,4
PUNATA,chagas,tratamientos de 15 anos y mas,2021-10-01,1,2,0,1,1,3
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2021-10-01,0,0,0,1,0,1
SACABA,chagas,tratamientos de 15 anos y mas,2021-10-01,1,1,0,0,1,1
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2021-10-01,0,1,0,0,0,1
SAN LORENZO(TJA),chagas,tratamientos de 15 anos y mas,2021-10-01,0,1,0,0,0,1
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2021-10-01,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2021-10-01,4,5,3,8,7,13
SANTIVAÑES,chagas,tratamientos de 15 anos y mas,2021-10-01,0,0,0,1,0,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2021-10-01,0,1,0,0,0,1
SUCRE,chagas,tratamientos de 15 anos y mas,2021-10-01,27,24,13,22,40,46
TAPACARI,chagas,tratamientos de 15 anos y mas,2021-10-01,0,0,0,1,0,1
TARIJA,chagas,tratamientos de 15 anos y mas,2021-10-01,15,16,7,16,22,32
TOCO,chagas,tratamientos de 15 anos y mas,2021-10-01,0,1,0,1,0,2
TOLATA,chagas,tratamientos de 15 anos y mas,2021-10-01,1,0,0,0,1,0
TOMINA,chagas,tratamientos de 15 anos y mas,2021-10-01,1,2,0,0,1,2
TORO TORO,chagas,tratamientos de 15 anos y mas,2021-10-01,0,0,2,0,2,0
TUPIZA,chagas,tratamientos de 15 anos y mas,2021-10-01,11,11,10,11,21,22
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2021-10-01,0,1,1,0,1,1
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2021-10-01,0,1,0,0,0,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2021-10-01,3,10,0,2,3,12
VINTO,chagas,tratamientos de 15 anos y mas,2021-10-01,1,1,0,1,1,2
YACUIBA,chagas,tratamientos de 15 anos y mas,2021-10-01,0,1,0,0,0,1
YAPACANI,chagas,tratamientos de 15 anos y mas,2021-10-01,4,5,1,4,5,9
AIQUILE,chagas,tratamientos de 15 anos y mas,2021-11-01,0,1,0,0,0,1
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2021-11-01,1,1,0,0,1,1
CARAPARI,chagas,tratamientos de 15 anos y mas,2021-11-01,1,0,2,1,3,1
CLIZA,chagas,tratamientos de 15 anos y mas,2021-11-01,1,0,0,0,1,0
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2021-11-01,8,9,7,15,15,24
COTAGAITA,chagas,tratamientos de 15 anos y mas,2021-11-01,5,1,6,3,11,4
EL TORNO,chagas,tratamientos de 15 anos y mas,2021-11-01,0,1,0,2,0,3
GUAYARAMERIN,chagas,tratamientos de 15 anos y mas,2021-11-01,0,1,0,0,0,1
HUACAYA (VILLA DE HUACAYA),chagas,tratamientos de 15 anos y mas,2021-11-01,0,1,0,0,0,1
ICLA,chagas,tratamientos de 15 anos y mas,2021-11-01,0,0,0,1,0,1
INCAHUASI,chagas,tratamientos de 15 anos y mas,2021-11-01,0,1,0,0,0,1
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2021-11-01,1,0,1,0,2,0
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2021-11-01,1,0,0,0,1,0
MIZQUE,chagas,tratamientos de 15 anos y mas,2021-11-01,0,0,1,1,1,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2021-11-01,2,5,2,6,4,11
OMEREQUE,chagas,tratamientos de 15 anos y mas,2021-11-01,0,1,0,0,0,1
POCONA,chagas,tratamientos de 15 anos y mas,2021-11-01,0,1,0,1,0,2
POROMA,chagas,tratamientos de 15 anos y mas,2021-11-01,1,5,0,0,1,5
PUCARA,chagas,tratamientos de 15 anos y mas,2021-11-01,0,0,1,0,1,0
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2021-11-01,3,3,0,0,3,3
PUNATA,chagas,tratamientos de 15 anos y mas,2021-11-01,0,1,1,3,1,4
QUIRUSILLAS,chagas,tratamientos de 15 anos y mas,2021-11-01,0,0,0,1,0,1
RAVELO,chagas,tratamientos de 15 anos y mas,2021-11-01,1,2,0,0,1,2
SACABA,chagas,tratamientos de 15 anos y mas,2021-11-01,1,4,0,0,1,4
SAN BENITO,chagas,tratamientos de 15 anos y mas,2021-11-01,0,0,1,1,1,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2021-11-01,2,6,1,4,3,10
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2021-11-01,0,1,0,1,0,2
SUCRE,chagas,tratamientos de 15 anos y mas,2021-11-01,27,23,10,25,37,48
TARATA,chagas,tratamientos de 15 anos y mas,2021-11-01,0,1,1,0,1,1
TARIJA,chagas,tratamientos de 15 anos y mas,2021-11-01,9,5,10,10,19,15
TOLATA,chagas,tratamientos de 15 anos y mas,2021-11-01,0,0,0,1,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2021-11-01,8,13,9,11,17,24
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2021-11-01,0,4,0,2,0,6
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2021-11-01,0,3,0,0,0,3
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2021-11-01,2,3,3,3,5,6
VINTO,chagas,tratamientos de 15 anos y mas,2021-11-01,1,2,0,1,1,3
VITICHI,chagas,tratamientos de 15 anos y mas,2021-11-01,1,1,0,0,1,1
YACUIBA,chagas,tratamientos de 15 anos y mas,2021-11-01,1,2,0,0,1,2
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2021-11-01,0,0,0,1,0,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2021-12-01,0,0,0,1,0,1
ALCALA,chagas,tratamientos de 15 anos y mas,2021-12-01,0,0,0,2,0,2
ARBIETO,chagas,tratamientos de 15 anos y mas,2021-12-01,0,1,0,0,0,1
ATOCHA,chagas,tratamientos de 15 anos y mas,2021-12-01,0,1,0,0,0,1
CAPINOTA,chagas,tratamientos de 15 anos y mas,2021-12-01,1,1,0,0,1,1
CARAPARI,chagas,tratamientos de 15 anos y mas,2021-12-01,0,0,0,1,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2021-12-01,0,6,10,24,10,30
COTOCA,chagas,tratamientos de 15 anos y mas,2021-12-01,0,0,0,1,0,1
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2021-12-01,1,1,1,3,2,4
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2021-12-01,0,0,0,1,0,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2021-12-01,1,0,0,0,1,0
MIZQUE,chagas,tratamientos de 15 anos y mas,2021-12-01,0,1,0,0,0,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2021-12-01,6,6,2,7,8,13
PADCAYA,chagas,tratamientos de 15 anos y mas,2021-12-01,0,1,0,1,0,2
PAMPA GRANDE,chagas,tratamientos de 15 anos y mas,2021-12-01,0,0,0,1,0,1
POROMA,chagas,tratamientos de 15 anos y mas,2021-12-01,1,4,0,0,1,4
PUCARA,chagas,tratamientos de 15 anos y mas,2021-12-01,0,0,0,1,0,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2021-12-01,0,2,1,0,1,2
PUNATA,chagas,tratamientos de 15 anos y mas,2021-12-01,0,1,1,1,1,2
QUIRUSILLAS,chagas,tratamientos de 15 anos y mas,2021-12-01,1,0,0,0,1,0
SACABA,chagas,tratamientos de 15 anos y mas,2021-12-01,0,0,1,1,1,1
SAMAIPATA,chagas,tratamientos de 15 anos y mas,2021-12-01,0,0,1,0,1,0
SAN BENITO,chagas,tratamientos de 15 anos y mas,2021-12-01,1,1,0,0,1,1
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2021-12-01,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2021-12-01,2,2,0,1,2,3
SANTIVAÑES,chagas,tratamientos de 15 anos y mas,2021-12-01,0,1,0,0,0,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2021-12-01,2,0,0,0,2,0
SUCRE,chagas,tratamientos de 15 anos y mas,2021-12-01,31,31,31,35,62,66
TARABUCO,chagas,tratamientos de 15 anos y mas,2021-12-01,0,1,0,0,0,1
TARATA,chagas,tratamientos de 15 anos y mas,2021-12-01,1,1,0,0,1,1
TARIJA,chagas,tratamientos de 15 anos y mas,2021-12-01,1,0,14,14,15,14
TOCO,chagas,tratamientos de 15 anos y mas,2021-12-01,0,0,0,1,0,1
TOLATA,chagas,tratamientos de 15 anos y mas,2021-12-01,0,0,1,0,1,0
TOMINA,chagas,tratamientos de 15 anos y mas,2021-12-01,0,0,0,1,0,1
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2021-12-01,0,0,0,1,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2021-12-01,8,16,11,9,19,25
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2021-12-01,1,0,2,1,3,1
VINTO,chagas,tratamientos de 15 anos y mas,2021-12-01,1,0,0,0,1,0
